SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,SCH_TYPE,STATE_SCH_ID,NCESID,CATEGORY,CONTENT_LEVEL,OVERALL_SCORE,KY_RANK,CLASSIFICATION,REWARD_RECOGNITION,BASE_YR_SCORE,AMO_GOAL,AMO_MET,TREND_DISPLAY,PARTICIPATION_NEXT_YR,GRADUATION_RATE_GOAL,KY_RANK_PY,CLASSIFICATION_PY,REWARD_RECOGNITION_PY,COOP,COOP_CODE
20132014,024,CHRISTIAN,115,Christian County,170,South Christian Elementary School,115170,A1,024115170,210115000233,Accountability,Elementary School,72.4,82,Proficient,,72.6,73.1,No,YES,Yes,N/A,83,N/A,N/A,WKEC,908
20132014,025,CLARK,121,Clark County,070,Clark Middle School,121070,A1,025121070,210120001663,Accountability,Middle School,67.4,71,Proficient/Progressing,,65.2,66.2,Yes,YES,Yes,N/A,62,N/A,N/A,CKEC,901
20132014,025,CLARK,121,Clark County,035,Conkwright Middle School,121035,A1,025121035,210120000238,Accountability,Middle School,62.6,50,Needs Improvement,,66.1,67.1,No,YES,Yes,N/A,65,N/A,N/A,CKEC,901
20132014,025,CLARK,121,Clark County,030,George Rogers Clark High School,121030,A1,025121030,210120000237,Accountability,High School,72.6,78,Proficient/Progressing,High Progress School,61.7,62.7,Yes,YES,Yes,Yes,24,N/A,N/A,CKEC,901
20132014,025,CLARK,121,Clark County,050,Hannah McClure Elementary,121050,A1,025121050,210120000240,Accountability,Elementary School,64.6,49,Needs Improvement,,70.7,71.2,No,YES,Yes,N/A,75,N/A,N/A,CKEC,901
20132014,025,CLARK,121,Clark County,080,Pilot View Elementary School,121080,A1,025121080,210120000242,Accountability,Elementary School,82.7,99,Distinguished/Progressing,School of Distinction,80.3,80.8,Yes,YES,Yes,N/A,98,N/A,N/A,CKEC,901
20132014,025,CLARK,121,Clark County,090,Providence Elementary,121090,A1,025121090,210120000243,Accountability,Elementary School,76.8,93,Distinguished/Progressing,High Performing School,69.2,70.2,Yes,YES,Yes,N/A,69,N/A,N/A,CKEC,901
20132014,025,CLARK,121,Clark County,095,Shearer Elementary School,121095,A1,025121095,210120000244,Accountability,Elementary School,55.9,18,Needs Improvement/Progressing,,49.5,50.5,Yes,YES,Yes,N/A,6,N/A,N/A,CKEC,901
20132014,025,CLARK,121,Clark County,120,Strode Station Elementary,121120,A1,025121120,210120000443,Accountability,Elementary School,62.2,38,Needs Improvement,,65.0,66.0,No,YES,Yes,N/A,51,N/A,N/A,CKEC,901
20132014,025,CLARK,121,Clark County,100,Trapp Elementary School,121100,A1,025121100,210120000245,Accountability,Elementary School,66.4,56,Needs Improvement,,72.8,73.3,No,YES,Yes,N/A,84,N/A,N/A,CKEC,901
20132014,025,CLARK,121,Clark County,060,Willis H. Justice Elementary School,121060,A1,025121060,210120002343,Accountability,Elementary School,65.5,53,Needs Improvement,,68.2,69.2,No,YES,Yes,N/A,64,N/A,N/A,CKEC,901
20132014,026,CLAY,125,Clay County,040,Big Creek Elementary,125040,A1,026125040,210123000247,Accountability,Elementary School,74.1,87,Proficient/Progressing,,63.9,64.9,Yes,YES,Yes,N/A,45,N/A,N/A,SESC,907
20132014,026,CLAY,125,Clay County,070,Burning Springs Elementary,125070,A1,026125070,210123000248,Accountability,Elementary School,67.6,62,Needs Improvement/Progressing,High Progress School,50.1,51.1,Yes,YES,Yes,N/A,7,N/A,N/A,SESC,907
20132014,026,CLAY,125,Clay County,100,Clay County High School,125100,A1,026125100,210123000249,Accountability,High School,63.0,29,Needs Improvement/Progressing,Focus School/High Progress School,54.7,55.7,Yes,YES,Yes,Yes,6,N/A,N/A,SESC,907
20132014,026,CLAY,125,Clay County,095,Clay County Middle School,125095,A1,026125095,210123001699,Accountability,Middle School,58.2,32,Needs Improvement/Progressing,Focus School/High Progress School,42.6,43.6,Yes,YES,Yes,N/A,2,N/A,N/A,SESC,907
20132014,026,CLAY,125,Clay County,200,Goose Rock Elementary,125200,A1,026125200,210123000251,Accountability,Elementary School,62.3,38,Needs Improvement/Progressing,,50.0,51.0,Yes,YES,Yes,N/A,7,N/A,N/A,SESC,907
20132014,026,CLAY,125,Clay County,220,Hacker Elementary School,125220,A1,026125220,210123000252,Accountability,Elementary School,78.2,96,Distinguished/Progressing,School of Distinction/High Progress School,60.4,61.4,Yes,YES,Yes,N/A,32,N/A,N/A,SESC,907
20132014,026,CLAY,125,Clay County,500,Manchester Elementary School,125500,A1,026125500,210123000255,Accountability,Elementary School,80.4,98,Distinguished/Progressing,School of Distinction/High Progress School,66.8,67.8,Yes,YES,Yes,N/A,58,N/A,N/A,SESC,907
20132014,026,CLAY,125,Clay County,570,Oneida Elementary School,125570,A1,026125570,210123000256,Accountability,Elementary School,73.0,84,Proficient/Progressing,High Progress School,44.8,45.8,Yes,YES,Yes,N/A,3,N/A,N/A,SESC,907
20132014,026,CLAY,125,Clay County,580,Paces Creek Elementary,125580,A1,026125580,210123001413,Accountability,Elementary School,61.1,35,Needs Improvement/Progressing,,49.4,50.4,Yes,YES,Yes,N/A,6,N/A,N/A,SESC,907
20132014,027,CLINTON,131,Clinton County,015,Albany Elementary School,131015,A1,027131015,210126000257,Accountability,Elementary School,71.0,76,Proficient/Progressing,High Progress School,58.5,59.5,Yes,YES,Yes,N/A,26,N/A,N/A,GRREC,902
20132014,027,CLINTON,131,Clinton County,050,Clinton County High School,131050,A1,027131050,210126000259,Accountability,High School,70.3,70,Proficient/Progressing,High Progress School,59.4,60.4,Yes,YES,Yes,Yes,17,N/A,N/A,GRREC,902
20132014,027,CLINTON,131,Clinton County,045,Clinton County Middle School,131045,A1,027131045,210126000444,Accountability,Middle School,57.2,28,Needs Improvement/Progressing,Focus School,55.1,56.1,Yes,YES,Yes,N/A,20,N/A,N/A,GRREC,902
20132014,014,BRECKINRIDGE,132,Cloverport Independent,010,Frederick Fraize High School,132010,A1,014132010,210129000261,Accountability,High School,60.6,21,Needs Improvement,,59.9,60.9,No,YES,Yes,Yes,18,N/A,N/A,GRREC,902
20132014,014,BRECKINRIDGE,132,Cloverport Independent,025,Frederick Fraize Middle School,132025,A1,014132025,210129000907,Accountability,Middle School,66.4,67,Needs Improvement/Progressing,,63.8,64.8,Yes,YES,Yes,N/A,56,N/A,N/A,GRREC,902
20132014,014,BRECKINRIDGE,132,Cloverport Independent,020,William H Natcher Elementary School,132020,A1,014132020,210129000262,Accountability,Elementary School,60.1,31,Needs Improvement,,72.3,72.8,No,YES,Yes,N/A,82,N/A,N/A,GRREC,902
20132014,118,WHITLEY,133,Corbin Independent,017,Corbin Elementary,133017,A1,118133017,210132002239,Accountability,Elementary School,74.8,89,Proficient/Progressing,,72.8,73.3,Yes,YES,Yes,N/A,84,N/A,N/A,SESC,907
20132014,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,A1,118133040,210132000266,Accountability,High School,79.7,97,Distinguished/Progressing,School of Distinction/High Progress School,70.5,71.0,Yes,YES,Yes,Yes,71,N/A,N/A,SESC,907
20132014,118,WHITLEY,133,Corbin Independent,018,Corbin Intermediate,133018,A1,118133018,210132002231,Accountability,Middle School,78.3,98,Distinguished/Progressing,School of Distinction,72.0,72.5,Yes,YES,Yes,N/A,91,N/A,N/A,SESC,907
20132014,118,WHITLEY,133,Corbin Independent,050,Corbin Middle School,133050,A1,118133050,210132001414,Accountability,Middle School,77.1,98,Distinguished,,79.6,80.1,No,YES,Yes,N/A,98,N/A,N/A,SESC,907
20132014,059,KENTON,134,Covington Independent,160,Glenn O Swing Elementary,134160,A1,059134160,210135000275,Accountability,Elementary School,82.0,99,Distinguished/Progressing,School of Distinction/High Progress School,60.3,61.3,Yes,YES,Yes,N/A,32,N/A,N/A,NKCES,905
20132014,059,KENTON,134,Covington Independent,019,Holmes High School,134019,A1,059134019,210135002049,Accountability,High School,59.7,18,Needs Improvement/Progressing,Focus School,56.5,57.5,Yes,YES,Yes,Yes,10,N/A,N/A,NKCES,905
20132014,059,KENTON,134,Covington Independent,017,Holmes Middle School,134017,A1,059134017,210135001944,Accountability,Middle School,55.0,20,Needs Improvement/Progressing,Focus School,49.8,50.8,Yes,YES,Yes,N/A,11,N/A,N/A,NKCES,905
20132014,059,KENTON,134,Covington Independent,110,John G Carlisle Elementary,134110,A1,059134110,210135000270,Accountability,Elementary School,58.4,26,Needs Improvement/Progressing,Focus School,50.0,51.0,Yes,YES,Yes,N/A,7,N/A,N/A,NKCES,905
20132014,059,KENTON,134,Covington Independent,115,Latonia Elementary School,134115,A1,059134115,210135000271,Accountability,Elementary School,73.1,85,Proficient/Progressing,,61.1,62.1,Yes,YES,Yes,N/A,35,N/A,N/A,NKCES,905
20132014,059,KENTON,134,Covington Independent,150,Ninth District Elementary,134150,A1,059134150,210135000274,Accountability,Elementary School,48.0,5,Needs Improvement/Progressing,Focus School,38.9,39.9,Yes,YES,Yes,N/A,1,N/A,N/A,NKCES,905
20132014,059,KENTON,134,Covington Independent,170,Sixth District Elementary School,134170,A1,059134170,210135000276,Accountability,Elementary School,58.3,25,Needs Improvement/Progressing,,54.0,55.0,Yes,YES,Yes,N/A,14,N/A,N/A,NKCES,905
20132014,028,CRITTENDEN,135,Crittenden County,100,Crittenden County Elementary School,135100,A1,028135100,210138001441,Accountability,Elementary School,68.8,67,Needs Improvement/Progressing,,65.9,66.9,Yes,YES,Yes,N/A,54,N/A,N/A,WKEC,908
20132014,028,CRITTENDEN,135,Crittenden County,020,Crittenden County High School,135020,A1,028135020,210138000279,Accountability,High School,66.3,47,Needs Improvement,Focus School,65.6,66.6,No,YES,Yes,No,43,N/A,N/A,WKEC,908
20132014,028,CRITTENDEN,135,Crittenden County,025,Crittenden County Middle School,135025,A1,028135025,210138000280,Accountability,Middle School,68.7,78,Proficient/Progressing,Focus School,59.4,60.4,Yes,YES,Yes,N/A,37,N/A,N/A,WKEC,908
20132014,029,CUMBERLAND,141,Cumberland County,070,Cumberland County Elementary School,141070,A1,029141070,210141000286,Accountability,Elementary School,64.1,47,Needs Improvement/Progressing,High Progress School,48.6,49.6,Yes,YES,Yes,N/A,6,N/A,N/A,GRREC,902
20132014,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,A1,029141080,210141000287,Accountability,High School,71.7,75,Proficient,,65.2,66.2,Yes,YES,Yes,No,41,N/A,N/A,GRREC,902
20132014,029,CUMBERLAND,141,Cumberland County,075,Cumberland County Middle School,141075,A1,029141075,210141001561,Accountability,Middle School,64.7,60,Needs Improvement,,66.7,67.7,No,YES,Yes,N/A,69,N/A,N/A,GRREC,902
20132014,011,BOYLE,143,Danville Independent,005,Bate Middle School,143005,A1,011143005,210144000290,Accountability,Middle School,62.6,50,Needs Improvement,,62.7,63.7,No,YES,Yes,N/A,50,N/A,N/A,CKEC,901
20132014,011,BOYLE,143,Danville Independent,030,Danville High School,143030,A1,011143030,210144000291,Accountability,High School,68.8,60,Needs Improvement/Progressing,Focus School,62.6,63.6,Yes,YES,Yes,Yes,28,N/A,N/A,CKEC,901
20132014,011,BOYLE,143,Danville Independent,040,Hogsett Elementary School,143040,A1,011143040,210144000292,Accountability,Elementary School,64.5,48,Needs Improvement/Progressing,,59.5,60.5,Yes,YES,Yes,N/A,29,N/A,N/A,CKEC,901
20132014,011,BOYLE,143,Danville Independent,110,Jennie Rogers Elementary School,143110,A1,011143110,210144000294,Accountability,Elementary School,69.1,69,Needs Improvement/Progressing,,59.3,60.3,Yes,YES,Yes,N/A,28,N/A,N/A,CKEC,901
20132014,011,BOYLE,143,Danville Independent,060,Toliver Elementary School,143060,A1,011143060,210144000293,Accountability,Elementary School,69.7,70,Proficient/Progressing,,64.6,65.6,Yes,YES,Yes,N/A,49,N/A,N/A,CKEC,901
20132014,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,A1,030145005,210147000295,Accountability,High School,73.2,81,Proficient,Focus School,68.8,69.8,Yes,YES,Yes,No,60,N/A,N/A,GRREC,902
20132014,030,DAVIESS,145,Daviess County,085,Audubon Elementary School,145085,A1,030145085,210147000054,Accountability,Elementary School,74.7,89,Proficient/Progressing,,68.5,69.5,Yes,YES,Yes,N/A,66,N/A,N/A,GRREC,902
20132014,030,DAVIESS,145,Daviess County,155,College View Middle School,145155,A1,030145155,210147000961,Accountability,Middle School,74.6,96,Distinguished/Progressing,School of Distinction,73.1,73.6,Yes,YES,Yes,N/A,94,N/A,N/A,GRREC,902
20132014,030,DAVIESS,145,Daviess County,150,Country Heights Elementary School,145150,A1,030145150,210147001581,Accountability,Elementary School,75.8,91,Distinguished/Progressing,High Performing School/High Progress School,59.5,60.5,Yes,YES,Yes,N/A,29,N/A,N/A,GRREC,902
20132014,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,A1,030145010,210147000297,Accountability,High School,74.8,88,Proficient/Progressing,,70.0,71.0,Yes,YES,Yes,Yes,69,N/A,N/A,GRREC,902
20132014,030,DAVIESS,145,Daviess County,020,Daviess County Middle School,145020,A1,030145020,210147000298,Accountability,Middle School,73.5,95,Distinguished,Focus School,75.4,75.9,No,YES,Yes,N/A,96,N/A,N/A,GRREC,902
20132014,030,DAVIESS,145,Daviess County,040,Deer Park Elementary School,145040,A1,030145040,210147000301,Accountability,Elementary School,71.1,76,Proficient,,71.2,71.7,No,YES,Yes,N/A,77,N/A,N/A,GRREC,902
20132014,030,DAVIESS,145,Daviess County,007,East View Elementary School,145007,A1,030145007,210147001625,Accountability,Elementary School,71.8,79,Proficient/Progressing,,66.9,67.9,Yes,YES,Yes,N/A,58,N/A,N/A,GRREC,902
20132014,030,DAVIESS,145,Daviess County,145,F T Burns Elementary School,145145,A1,030145145,210147000311,Accountability,Elementary School,74.7,89,Proficient/Progressing,,73.4,73.9,Yes,YES,Yes,N/A,86,N/A,N/A,GRREC,902
20132014,030,DAVIESS,145,Daviess County,008,F T Burns Middle School,145008,A1,030145008,210147000296,Accountability,Middle School,70.7,86,Proficient,,70.9,71.4,No,YES,Yes,N/A,87,N/A,N/A,GRREC,902
20132014,030,DAVIESS,145,Daviess County,025,Highland Elementary School,145025,A1,030145025,210147000299,Accountability,Elementary School,77.5,94,Distinguished/Progressing,High Performing School,74.1,74.6,Yes,YES,Yes,N/A,87,N/A,N/A,GRREC,902
20132014,030,DAVIESS,145,Daviess County,006,Meadow Lands Elementary School,145006,A1,030145006,210147001949,Accountability,Elementary School,75.1,90,Distinguished,,75.1,75.6,No,YES,Yes,N/A,90,N/A,N/A,GRREC,902
20132014,030,DAVIESS,145,Daviess County,070,Sorgho Elementary School,145070,A1,030145070,210147000303,Accountability,Elementary School,72.0,80,Proficient/Progressing,,68.0,69.0,Yes,YES,Yes,N/A,63,N/A,N/A,GRREC,902
20132014,030,DAVIESS,145,Daviess County,011,Southern Oaks Elementary School,145011,A1,030145011,210147002230,Accountability,Elementary School,68.4,65,Needs Improvement,,72.4,72.9,No,YES,Yes,N/A,82,N/A,N/A,GRREC,902
20132014,030,DAVIESS,145,Daviess County,095,Tamarack Elementary School,145095,A1,030145095,210147000306,Accountability,Elementary School,69.2,69,Needs Improvement/Progressing,,61.9,62.9,Yes,YES,Yes,N/A,37,N/A,N/A,GRREC,902
20132014,030,DAVIESS,145,Daviess County,130,West Louisville Elementary School,145130,A1,030145130,210147000309,Accountability,Elementary School,75.6,91,Distinguished/Progressing,High Performing School,72.7,73.2,Yes,YES,Yes,N/A,83,N/A,N/A,GRREC,902
20132014,030,DAVIESS,145,Daviess County,140,Whitesville Elementary School,145140,A1,030145140,210147000310,Accountability,Elementary School,71.3,77,Proficient,,71.8,72.3,No,YES,Yes,N/A,79,N/A,N/A,GRREC,902
20132014,054,HOPKINS,146,Dawson Springs Independent,017,Dawson Springs Elementary,146017,A1,054146017,210150002200,Accountability,Elementary School,64.8,50,Needs Improvement/Progressing,,59.9,60.9,Yes,YES,Yes,N/A,30,N/A,N/A,WKEC,908
20132014,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,A1,054146018,210150002203,Accountability,Middle School,62.1,49,Needs Improvement,,64.3,65.3,No,YES,Yes,N/A,58,N/A,N/A,WKEC,908
20132014,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,A1,054146018,210150002203,Accountability,High School,75.1,88,Proficient,,67.4,68.4,Yes,YES,Yes,No,55,N/A,N/A,WKEC,908
20132014,019,CAMPBELL,147,Dayton Independent,010,Dayton High School,147010,A1,019147010,210153000316,Accountability,High School,60.4,20,Needs Improvement,Priority School,62.4,63.4,No,YES,Yes,Yes,26,N/A,N/A,NKCES,905
20132014,019,CAMPBELL,147,Dayton Independent,010,Dayton High School,147010,A1,019147010,210153000316,Accountability,Middle School,57.7,30,Needs Improvement,Priority School,57.9,58.9,No,YES,Yes,N/A,30,N/A,N/A,NKCES,905
20132014,019,CAMPBELL,147,Dayton Independent,030,Lincoln Elementary School,147030,A1,019147030,210153000317,Accountability,Elementary School,66.9,58,Needs Improvement,,66.3,67.3,No,YES,Yes,N/A,56,N/A,N/A,NKCES,905
20132014,063,LAUREL,149,East Bernstadt Independent,010,East Bernstadt Elementary School,149010,A1,063149010,210159000318,Accountability,Middle School,62.7,50,Needs Improvement,,62.9,63.9,No,YES,Yes,N/A,52,N/A,N/A,SESC,907
20132014,063,LAUREL,149,East Bernstadt Independent,010,East Bernstadt Elementary School,149010,A1,063149010,210159000318,Accountability,Elementary School,77.0,93,Distinguished/Progressing,High Performing School,71.0,71.5,Yes,YES,Yes,N/A,76,N/A,N/A,SESC,907
20132014,031,EDMONSON,151,Edmonson County,022,Edmonson County 5/6 Center,151022,A1,031151022,210162001985,Accountability,Middle School,66.4,67,Needs Improvement,,69.6,70.1,No,YES,Yes,N/A,83,N/A,N/A,GRREC,902
20132014,031,EDMONSON,151,Edmonson County,060,Edmonson County High School,151060,A1,031151060,210162001442,Accountability,High School,71.0,72,Proficient,,63.2,64.2,Yes,YES,Yes,No,31,N/A,N/A,GRREC,902
20132014,031,EDMONSON,151,Edmonson County,050,Edmonson County Middle School,151050,A1,031151050,210162000321,Accountability,Middle School,74.4,95,Distinguished/Progressing,School of Distinction,71.8,72.3,Yes,YES,Yes,N/A,89,N/A,N/A,GRREC,902
20132014,031,EDMONSON,151,Edmonson County,080,Kyrock Elementary School,151080,A1,031151080,210162000322,Accountability,Elementary School,77.7,94,Distinguished/Progressing,High Performing School,72.2,72.7,Yes,YES,Yes,N/A,81,N/A,N/A,GRREC,902
20132014,031,EDMONSON,151,Edmonson County,020,South Edmonson Elementary School,151020,A1,031151020,210162000319,Accountability,Elementary School,72.8,84,Proficient/Progressing,,61.1,62.1,Yes,YES,Yes,N/A,35,N/A,N/A,GRREC,902
20132014,047,HARDIN,152,Elizabethtown Independent,010,Elizabethtown High School,152010,A1,047152010,210165000323,Accountability,High School,76.0,91,Distinguished,,76.1,76.6,No,YES,Yes,Yes,92,N/A,N/A,GRREC,902
20132014,047,HARDIN,152,Elizabethtown Independent,015,Helmwood Heights Elementary School,152015,A1,047152015,210165000324,Accountability,Elementary School,68.9,68,Needs Improvement/Progressing,,63.2,64.2,Yes,YES,Yes,N/A,41,N/A,N/A,GRREC,902
20132014,047,HARDIN,152,Elizabethtown Independent,020,Morningside Elementary School,152020,A1,047152020,210165000325,Accountability,Elementary School,74.8,89,Proficient,,74.6,75.1,No,YES,Yes,N/A,89,N/A,N/A,GRREC,902
20132014,047,HARDIN,152,Elizabethtown Independent,035,Talton K Stone Middle School,152035,A1,047152035,210165000326,Accountability,Middle School,68.1,74,Proficient,Focus School,68.1,68.6,No,YES,Yes,N/A,74,N/A,N/A,GRREC,902
20132014,032,ELLIOTT,155,Elliott County,280,Elliott County High School,155280,A1,032155280,210168000331,Accountability,High School,64.7,39,Needs Improvement/Progressing,High Progress School,56.1,57.1,Yes,YES,Yes,Yes,9,N/A,N/A,KEDC,903
20132014,032,ELLIOTT,155,Elliott County,280,Elliott County High School,155280,A1,032155280,210168000331,Accountability,Middle School,58.6,33,Needs Improvement/Progressing,High Progress School,51.0,52.0,Yes,YES,Yes,N/A,12,N/A,N/A,KEDC,903
20132014,032,ELLIOTT,155,Elliott County,140,Isonville Elementary School,155140,A1,032155140,210168000328,Accountability,Elementary School,62.9,40,Needs Improvement/Progressing,,58.3,59.3,Yes,YES,Yes,N/A,25,N/A,N/A,KEDC,903
20132014,032,ELLIOTT,155,Elliott County,160,Lakeside Elementary School,155160,A1,032155160,210168000329,Accountability,Elementary School,57.3,22,Needs Improvement/Progressing,Focus School/High Progress School,40.3,41.3,Yes,YES,Yes,N/A,1,N/A,N/A,KEDC,903
20132014,032,ELLIOTT,155,Elliott County,270,Sandy Hook Elementary School,155270,A1,032155270,210168000330,Accountability,Elementary School,71.2,77,Proficient/Progressing,High Progress School,55.8,56.8,Yes,YES,Yes,N/A,18,N/A,N/A,KEDC,903
20132014,052,HENRY,156,Eminence Independent,020,Eminence Elementary School,156020,A1,052156020,210171000333,Accountability,Elementary School,57.9,24,Needs Improvement,Focus School,65.9,66.9,No,YES,Yes,N/A,54,N/A,N/A,OVEC,906
20132014,052,HENRY,156,Eminence Independent,010,Eminence High School,156010,A1,052156010,210171000332,Accountability,Middle School,63.6,55,Needs Improvement,,68.7,69.2,No,YES,Yes,N/A,78,N/A,N/A,OVEC,906
20132014,052,HENRY,156,Eminence Independent,010,Eminence High School,156010,A1,052156010,210171000332,Accountability,High School,77.6,95,Distinguished,,73.3,73.8,Yes,YES,Yes,No,82,N/A,N/A,OVEC,906
20132014,059,KENTON,157,Erlanger-Elsmere Independent,005,Arnett Elementary School,157005,A1,059157005,210174000335,Accountability,Elementary School,71.3,77,Proficient/Progressing,,68.4,69.4,Yes,YES,Yes,N/A,65,N/A,N/A,NKCES,905
20132014,059,KENTON,157,Erlanger-Elsmere Independent,010,Howell Elementary School,157010,A1,059157010,210174000336,Accountability,Elementary School,60.4,32,Needs Improvement,Focus School,63.4,64.4,No,YES,Yes,N/A,42,N/A,N/A,NKCES,905
20132014,059,KENTON,157,Erlanger-Elsmere Independent,003,Lindeman Elementary School,157003,A1,059157003,210174000334,Accountability,Elementary School,68.4,65,Needs Improvement/Progressing,,57.9,58.9,Yes,YES,Yes,N/A,24,N/A,N/A,NKCES,905
20132014,059,KENTON,157,Erlanger-Elsmere Independent,030,Lloyd High School,157030,A1,059157030,210174000337,Accountability,High School,75.4,89,Proficient/Progressing,,73.0,73.5,Yes,YES,Yes,Yes,80,N/A,N/A,NKCES,905
20132014,059,KENTON,157,Erlanger-Elsmere Independent,050,Miles Elementary School,157050,A1,059157050,210174000338,Accountability,Elementary School,65.8,53,Needs Improvement,,66.1,67.1,No,YES,Yes,N/A,55,N/A,N/A,NKCES,905
20132014,059,KENTON,157,Erlanger-Elsmere Independent,060,Tichenor Middle School,157060,A1,059157060,210174000339,Accountability,Middle School,58.6,33,Needs Improvement/Progressing,Focus School,57.1,58.1,Yes,YES,Yes,N/A,27,N/A,N/A,NKCES,905
20132014,033,ESTILL,161,Estill County,090,Estill County High School,161090,A1,033161090,210176000342,Accountability,High School,71.7,75,Proficient,,57.0,58.0,Yes,YES,Yes,No,11,N/A,N/A,SESC,907
20132014,033,ESTILL,161,Estill County,085,Estill County Middle School,161085,A1,033161085,210176000341,Accountability,Middle School,59.0,35,Needs Improvement/Progressing,Focus School,56.9,57.9,Yes,YES,Yes,N/A,27,N/A,N/A,SESC,907
20132014,033,ESTILL,161,Estill County,280,West Irvine Elementary,161280,A1,033161280,210176000346,Accountability,Elementary School,60.7,33,Needs Improvement/Progressing,Focus School,50.1,51.1,Yes,YES,Yes,N/A,7,N/A,N/A,SESC,907
20132014,010,BOYD,162,Fairview Independent,011,Fairview Elementary School,162011,A1,010162011,210180001889,Accountability,Elementary School,60.9,34,Needs Improvement/Progressing,,58.0,59.0,Yes,YES,Yes,N/A,24,N/A,N/A,KEDC,903
20132014,010,BOYD,162,Fairview Independent,020,Fairview High School,162020,A1,010162020,210180000348,Accountability,Middle School,64.0,58,Needs Improvement/Progressing,High Progress School,52.0,53.0,Yes,YES,Yes,N/A,13,N/A,N/A,KEDC,903
20132014,010,BOYD,162,Fairview Independent,020,Fairview High School,162020,A1,010162020,210180000348,Accountability,High School,74.7,88,Proficient,,58.4,59.4,Yes,YES,Yes,No,15,N/A,N/A,KEDC,903
20132014,034,FAYETTE,165,Fayette County,005,Arlington Elementary School,165005,A1,034165005,210186000350,Accountability,Elementary School,57.7,23,Needs Improvement/Progressing,,55.9,56.9,Yes,YES,Yes,N/A,18,N/A,N/A,CKEC,901
20132014,034,FAYETTE,165,Fayette County,007,Ashland Elementary School,165007,A1,034165007,210186000351,Accountability,Elementary School,69.3,69,Needs Improvement,,72.2,72.7,No,YES,Yes,N/A,81,N/A,N/A,CKEC,901
20132014,034,FAYETTE,165,Fayette County,045,Athens-Chilesburg Elementary,165045,A1,034165045,210186001987,Accountability,Elementary School,75.2,91,Distinguished/Progressing,High Performing School,70.7,71.2,Yes,YES,Yes,N/A,75,N/A,N/A,CKEC,901
20132014,034,FAYETTE,165,Fayette County,015,Beaumont Middle School,165015,A1,034165015,210186000353,Accountability,Middle School,74.9,96,Distinguished,Focus School,77.3,77.8,No,YES,Yes,N/A,98,N/A,N/A,CKEC,901
20132014,034,FAYETTE,165,Fayette County,046,Booker T Washington Intermediate Academy,165046,A1,034165046,210186001988,Accountability,Elementary School,49.9,7,Needs Improvement/Progressing,Focus School,43.2,44.2,Yes,YES,Yes,N/A,1,N/A,N/A,CKEC,901
20132014,034,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,A1,034165170,210186000388,Accountability,High School,62.6,28,Needs Improvement,Priority School,55.2,56.2,Yes,YES,Yes,No,7,N/A,N/A,CKEC,901
20132014,034,FAYETTE,165,Fayette County,030,Bryan Station Middle School,165030,A1,034165030,210186000358,Accountability,Middle School,52.9,14,Needs Improvement,Focus School,56.4,57.4,No,YES,Yes,N/A,24,N/A,N/A,CKEC,901
20132014,034,FAYETTE,165,Fayette County,240,Cardinal Valley Elementary School,165240,A1,034165240,210186000392,Accountability,Elementary School,49.9,7,Needs Improvement/Progressing,Focus School,45.7,46.7,Yes,YES,Yes,N/A,3,N/A,N/A,CKEC,901
20132014,034,FAYETTE,165,Fayette County,032,Cassidy Elementary School,165032,A1,034165032,210186000359,Accountability,Elementary School,79.7,98,Distinguished,,79.7,80.2,No,YES,Yes,N/A,98,N/A,N/A,CKEC,901
20132014,034,FAYETTE,165,Fayette County,120,Clays Mill Elementary School,165120,A1,034165120,210186000384,Accountability,Elementary School,73.5,86,Proficient/Progressing,,72.0,72.5,Yes,YES,Yes,N/A,80,N/A,N/A,CKEC,901
20132014,034,FAYETTE,165,Fayette County,025,Crawford Middle School,165025,A1,034165025,210186000357,Accountability,Middle School,52.7,14,Needs Improvement/Progressing,Focus School,49.4,50.4,Yes,YES,Yes,N/A,9,N/A,N/A,CKEC,901
20132014,034,FAYETTE,165,Fayette County,035,Deep Springs Elementary School,165035,A1,034165035,210186000360,Accountability,Elementary School,55.6,18,Needs Improvement,,56.9,57.9,No,YES,Yes,N/A,21,N/A,N/A,CKEC,901
20132014,034,FAYETTE,165,Fayette County,036,Dixie Elementary Magnet School,165036,A1,034165036,210186000361,Accountability,Elementary School,76.9,93,Distinguished/Progressing,High Performing School,69.0,70.0,Yes,YES,Yes,N/A,69,N/A,N/A,CKEC,901
20132014,034,FAYETTE,165,Fayette County,034,Edythe Jones Hayes Middle School,165034,A1,034165034,210186001957,Accountability,Middle School,70.7,86,Proficient/Progressing,,67.9,68.4,Yes,YES,Yes,N/A,73,N/A,N/A,CKEC,901
