SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,SCH_TYPE,STATE_SCH_ID,NCESID,CATEGORY,CONTENT_LEVEL,OVERALL_SCORE,KY_RANK,CLASSIFICATION,REWARD_RECOGNITION,BASE_YR_SCORE,AMO_GOAL,AMO_MET,TREND_DISPLAY,PARTICIPATION_NEXT_YR,GRADUATION_RATE_GOAL,KY_RANK_PY,CLASSIFICATION_PY,REWARD_RECOGNITION_PY,COOP,COOP_CODE
20132014,056,JEFFERSON,275,Jefferson County,710,Western Middle,275710,A1,056275710,210299000785,Accountability,Middle School,63.1,53,Needs Improvement/Progressing,Priority School,56.9,57.9,Yes,YES,Yes,N/A,27,N/A,N/A,JEFF CO,909
20132014,056,JEFFERSON,275,Jefferson County,077,Westport Middle School,275077,A1,056275077,210299000670,Accountability,Middle School,54.6,19,Needs Improvement,Priority School,53.8,54.8,No,YES,Yes,N/A,16,N/A,N/A,JEFF CO,909
20132014,056,JEFFERSON,275,Jefferson County,182,Wheatley Elementary,275182,A1,056275182,210299000731,Accountability,Elementary School,54.4,14,Needs Improvement/Progressing,Focus School,51.0,52.0,Yes,YES,Yes,N/A,9,N/A,N/A,JEFF CO,909
20132014,056,JEFFERSON,275,Jefferson County,109,Wheeler Elementary,275109,A1,056275109,210299000699,Accountability,Elementary School,72.0,80,Proficient,,72.9,73.4,No,YES,Yes,N/A,84,N/A,N/A,JEFF CO,909
20132014,056,JEFFERSON,275,Jefferson County,067,Wilder Elementary,275067,A1,056275067,210299000661,Accountability,Elementary School,71.8,79,Proficient/Progressing,,68.5,69.5,Yes,YES,Yes,N/A,66,N/A,N/A,JEFF CO,909
20132014,056,JEFFERSON,275,Jefferson County,066,Wilkerson Elementary,275066,A1,056275066,210299000660,Accountability,Elementary School,65.7,53,Needs Improvement/Progressing,,59.5,60.5,Yes,YES,Yes,N/A,29,N/A,N/A,JEFF CO,909
20132014,056,JEFFERSON,275,Jefferson County,117,Wilt Elementary,275117,A1,056275117,210299000702,Accountability,Elementary School,78.1,95,Distinguished/Progressing,School of Distinction,73.8,74.3,Yes,YES,Yes,N/A,86,N/A,N/A,JEFF CO,909
20132014,056,JEFFERSON,275,Jefferson County,374,Young Elementary,275374,A1,056275374,210299000757,Accountability,Elementary School,68.7,67,Needs Improvement/Progressing,,67.1,68.1,Yes,YES,Yes,N/A,60,N/A,N/A,JEFF CO,909
20132014,056,JEFFERSON,275,Jefferson County,078,Zachary Taylor Elementary,275078,A1,056275078,210299000671,Accountability,Elementary School,56.7,20,Needs Improvement,Focus School,59.5,60.5,No,YES,Yes,N/A,29,N/A,N/A,JEFF CO,909
20132014,067,LETCHER,276,Jenkins Independent,011,Jenkins Independent School,276011,A1,067276011,210300001642,Accountability,Middle School,48.9,8,Needs Improvement,Focus School,56.9,57.9,No,YES,Yes,N/A,27,N/A,N/A,KVEC,904
20132014,067,LETCHER,276,Jenkins Independent,011,Jenkins Independent School,276011,A1,067276011,210300001642,Accountability,High School,67.6,56,Needs Improvement,,64.8,65.8,Yes,YES,No,No,39,N/A,N/A,KVEC,904
20132014,067,LETCHER,276,Jenkins Independent,011,Jenkins Independent School,276011,A1,067276011,210300001642,Accountability,Elementary School,59.9,30,Needs Improvement/Progressing,,53.8,54.8,Yes,YES,Yes,N/A,13,N/A,N/A,KVEC,904
20132014,057,JESSAMINE,281,Jessamine County,070,Brookside Elementary School,281070,A1,057281070,210303001429,Accountability,Elementary School,75.6,91,Distinguished/Progressing,High Performing School,65.2,66.2,Yes,YES,Yes,N/A,52,N/A,N/A,CKEC,901
20132014,057,JESSAMINE,281,Jessamine County,021,East Jessamine High School,281021,A1,057281021,210303001641,Accountability,High School,73.4,83,Proficient/Progressing,Focus School/High Progress School,64.9,65.9,Yes,YES,Yes,Yes,40,N/A,N/A,CKEC,901
20132014,057,JESSAMINE,281,Jessamine County,025,East Jessamine Middle School,281025,A1,057281025,210303000797,Accountability,Middle School,60.8,42,Needs Improvement/Progressing,Focus School,58.3,59.3,Yes,YES,Yes,N/A,32,N/A,N/A,CKEC,901
20132014,057,JESSAMINE,281,Jessamine County,018,Hattie C. Warner Elementary School,281018,A1,057281018,210303000795,Accountability,Elementary School,67.1,60,Needs Improvement/Progressing,,62.2,63.2,Yes,YES,Yes,N/A,38,N/A,N/A,CKEC,901
20132014,057,JESSAMINE,281,Jessamine County,050,Nicholasville Elementary School,281050,A1,057281050,210303000798,Accountability,Elementary School,67.5,61,Needs Improvement,,67.2,68.2,No,YES,Yes,N/A,60,N/A,N/A,CKEC,901
20132014,057,JESSAMINE,281,Jessamine County,040,Red Oak Elementary School,281040,A1,057281040,210303002388,Accountability,Elementary School,66.1,55,Needs Improvement,,67.1,68.1,No,YES,Yes,N/A,60,N/A,N/A,CKEC,901
20132014,057,JESSAMINE,281,Jessamine County,060,Rosenwald Dunbar Elementary School,281060,A1,057281060,210303000092,Accountability,Elementary School,73.9,87,Proficient/Progressing,,69.3,70.3,Yes,YES,Yes,N/A,69,N/A,N/A,CKEC,901
20132014,057,JESSAMINE,281,Jessamine County,019,West Jessamine High School,281019,A1,057281019,210303001640,Accountability,High School,76.0,91,Distinguished/Progressing,Focus School,74.2,74.7,Yes,YES,Yes,Yes,86,N/A,N/A,CKEC,901
20132014,057,JESSAMINE,281,Jessamine County,026,West Jessamine Middle School,281026,A1,057281026,210303001110,Accountability,Middle School,67.7,72,Proficient/Progressing,,64.8,65.8,Yes,YES,Yes,N/A,61,N/A,N/A,CKEC,901
20132014,057,JESSAMINE,281,Jessamine County,090,Wilmore Elementary School,281090,A1,057281090,210303000799,Accountability,Elementary School,74.5,89,Proficient,,75.5,76.0,No,YES,Yes,N/A,91,N/A,N/A,CKEC,901
20132014,058,JOHNSON,285,Johnson County,075,Central Elementary School,285075,A1,058285075,210306000692,Accountability,Elementary School,74.1,87,Proficient/Progressing,,72.0,72.5,Yes,YES,Yes,N/A,80,N/A,N/A,KEDC,903
20132014,058,JOHNSON,285,Johnson County,100,Flat Gap Elementary School,285100,A1,058285100,210306000801,Accountability,Elementary School,73.8,86,Proficient/Progressing,,67.3,68.3,Yes,YES,Yes,N/A,60,N/A,N/A,KEDC,903
20132014,058,JOHNSON,285,Johnson County,340,Highland Elementary School,285340,A1,058285340,210306000806,Accountability,Elementary School,76.5,93,Distinguished/Progressing,High Performing School,76.0,76.5,Yes,YES,Yes,N/A,92,N/A,N/A,KEDC,903
20132014,058,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,A1,058285115,210306000802,Accountability,High School,74.7,88,Proficient,,71.5,72.0,Yes,YES,Yes,No,73,N/A,N/A,KEDC,903
20132014,058,JOHNSON,285,Johnson County,060,Johnson County Middle School,285060,A1,058285060,210306000800,Accountability,Middle School,69.8,83,Proficient,,69.4,69.9,No,YES,Yes,N/A,81,N/A,N/A,KEDC,903
20132014,058,JOHNSON,285,Johnson County,270,Meade Memorial Elementary School,285270,A1,058285270,210306000804,Accountability,Elementary School,80.1,98,Distinguished/Progressing,School of Distinction,70.1,70.6,Yes,YES,Yes,N/A,72,N/A,N/A,KEDC,903
20132014,058,JOHNSON,285,Johnson County,250,Porter Elementary School,285250,A1,058285250,210306000803,Accountability,Elementary School,82.0,99,Distinguished/Progressing,School of Distinction,79.3,79.8,Yes,YES,Yes,N/A,97,N/A,N/A,KEDC,903
20132014,058,JOHNSON,285,Johnson County,320,W R Castle Memorial Elementary School,285320,A1,058285320,210306000805,Accountability,Elementary School,83.4,99,Distinguished/Progressing,School of Distinction,80.7,81.2,Yes,YES,Yes,N/A,98,N/A,N/A,KEDC,903
20132014,059,KENTON,291,Kenton County,005,Beechgrove Elementary School,291005,A1,059291005,210309000807,Accountability,Elementary School,76.4,93,Distinguished/Progressing,High Performing School,65.0,66.0,Yes,YES,Yes,N/A,51,N/A,N/A,NKCES,905
20132014,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,A1,059291040,210309000811,Accountability,High School,70.7,72,Proficient/Progressing,Focus School,67.4,68.4,Yes,YES,Yes,Yes,55,N/A,N/A,NKCES,905
20132014,059,KENTON,291,Kenton County,060,Ft Wright Elementary School,291060,A1,059291060,210309000815,Accountability,Elementary School,74.4,88,Proficient/Progressing,,63.4,64.4,Yes,YES,Yes,N/A,42,N/A,N/A,NKCES,905
20132014,059,KENTON,291,Kenton County,020,James A Caywood Elementary School,291020,A1,059291020,210309000809,Accountability,Elementary School,67.8,62,Needs Improvement,,68.9,69.9,No,YES,Yes,N/A,68,N/A,N/A,NKCES,905
20132014,059,KENTON,291,Kenton County,050,Kenton Elementary School,291050,A1,059291050,210309000813,Accountability,Elementary School,72.5,83,Proficient/Progressing,High Progress School,64.6,65.6,Yes,YES,Yes,N/A,49,N/A,N/A,NKCES,905
20132014,059,KENTON,291,Kenton County,070,Piner Elementary School,291070,A1,059291070,210309000816,Accountability,Elementary School,70.3,73,Proficient/Progressing,,68.6,69.6,Yes,YES,Yes,N/A,66,N/A,N/A,NKCES,905
20132014,059,KENTON,291,Kenton County,045,R C Hinsdale Elementary School,291045,A1,059291045,210309000812,Accountability,Elementary School,76.8,93,Distinguished/Progressing,High Performing School,73.4,73.9,Yes,YES,Yes,N/A,86,N/A,N/A,NKCES,905
20132014,059,KENTON,291,Kenton County,006,River Ridge Elementary School,291006,A1,059291006,210309001512,Accountability,Elementary School,75.0,89,Proficient/Progressing,,70.4,70.9,Yes,YES,Yes,N/A,73,N/A,N/A,NKCES,905
20132014,059,KENTON,291,Kenton County,080,Ryland Heights Elementary School,291080,A1,059291080,210309000817,Accountability,Elementary School,79.1,97,Distinguished/Progressing,School of Distinction,68.1,69.1,Yes,YES,Yes,N/A,63,N/A,N/A,NKCES,905
20132014,059,KENTON,291,Kenton County,120,Scott High School,291120,A1,059291120,210309000823,Accountability,High School,71.4,73,Proficient,Focus School,62.7,63.7,Yes,YES,Yes,No,28,N/A,N/A,NKCES,905
20132014,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,A1,059291090,210309000818,Accountability,High School,71.4,73,Proficient,Focus School,71.0,71.5,No,YES,Yes,Yes,72,N/A,N/A,NKCES,905
20132014,059,KENTON,291,Kenton County,007,Summit View Elementary School,291007,A1,059291007,210309001784,Accountability,Elementary School,70.3,73,Proficient,,72.1,72.6,No,YES,Yes,N/A,80,N/A,N/A,NKCES,905
20132014,059,KENTON,291,Kenton County,008,Summit View Middle School,291008,A1,059291008,210309001785,Accountability,Middle School,65.6,64,Needs Improvement/Progressing,Focus School,61.7,62.7,Yes,YES,Yes,N/A,47,N/A,N/A,NKCES,905
20132014,059,KENTON,291,Kenton County,100,Taylor Mill Elementary School,291100,A1,059291100,210309000819,Accountability,Elementary School,68.0,63,Needs Improvement,,69.4,69.9,No,YES,Yes,N/A,70,N/A,N/A,NKCES,905
20132014,059,KENTON,291,Kenton County,103,Turkey Foot Middle School,291103,A1,059291103,210309000820,Accountability,Middle School,72.4,92,Distinguished/Progressing,Focus School,66.1,67.1,Yes,YES,Yes,N/A,65,N/A,N/A,NKCES,905
20132014,059,KENTON,291,Kenton County,105,Twenhofel Middle School,291105,A1,059291105,210309000821,Accountability,Middle School,71.4,89,Proficient/Progressing,,70.4,70.9,Yes,YES,Yes,N/A,85,N/A,N/A,NKCES,905
20132014,059,KENTON,291,Kenton County,495,White's Tower Elementary School,291495,A1,059291495,210309000824,Accountability,Elementary School,66.4,56,Needs Improvement/Progressing,,60.6,61.6,Yes,YES,Yes,N/A,33,N/A,N/A,NKCES,905
20132014,059,KENTON,291,Kenton County,108,Woodland Middle School,291108,A1,059291108,210309001588,Accountability,Middle School,69.0,79,Proficient/Progressing,,65.5,66.5,Yes,YES,Yes,N/A,63,N/A,N/A,NKCES,905
20132014,060,KNOTT,295,Knott County,035,Beaver Creek Elementary School,295035,A1,060295035,210312000826,Accountability,Elementary School,64.1,47,Needs Improvement/Progressing,High Progress School,47.3,48.3,Yes,YES,Yes,N/A,4,N/A,N/A,KVEC,904
20132014,060,KNOTT,295,Knott County,035,Beaver Creek Elementary School,295035,A1,060295035,210312000826,Accountability,Middle School,69.6,83,Proficient/Progressing,High Progress School,50.8,51.8,Yes,YES,Yes,N/A,11,N/A,N/A,KVEC,904
20132014,060,KNOTT,295,Knott County,100,Carr Creek Elementary School,295100,A1,060295100,210312000830,Accountability,Elementary School,47.9,5,Needs Improvement,,53.0,54.0,No,YES,Yes,N/A,11,N/A,N/A,KVEC,904
20132014,060,KNOTT,295,Knott County,100,Carr Creek Elementary School,295100,A1,060295100,210312000830,Accountability,Middle School,52.8,14,Needs Improvement,,54.1,55.1,No,YES,Yes,N/A,17,N/A,N/A,KVEC,904
20132014,060,KNOTT,295,Knott County,150,Cordia School,295150,A1,060295150,210312002233,Accountability,Elementary School,56.5,20,Needs Improvement/Progressing,Focus School/High Progress School,40.8,41.8,Yes,YES,Yes,N/A,1,N/A,N/A,KVEC,904
20132014,060,KNOTT,295,Knott County,150,Cordia School,295150,A1,060295150,210312002233,Accountability,High School,57.4,12,Needs Improvement/Progressing,Focus School/High Progress School,46.7,47.7,Yes,YES,Yes,Yes,1,N/A,N/A,KVEC,904
20132014,060,KNOTT,295,Knott County,150,Cordia School,295150,A1,060295150,210312002233,Accountability,Middle School,52.1,14,Needs Improvement/Progressing,Focus School,46.3,47.3,Yes,YES,Yes,N/A,5,N/A,N/A,KVEC,904
20132014,060,KNOTT,295,Knott County,210,Emmalena Elementary School,295210,A1,060295210,210312000834,Accountability,Elementary School,52.9,11,Needs Improvement/Progressing,,45.7,46.7,Yes,YES,Yes,N/A,3,N/A,N/A,KVEC,904
20132014,060,KNOTT,295,Knott County,210,Emmalena Elementary School,295210,A1,060295210,210312000834,Accountability,Middle School,69.7,83,Proficient/Progressing,High Progress School,54.0,55.0,Yes,YES,Yes,N/A,17,N/A,N/A,KVEC,904
20132014,060,KNOTT,295,Knott County,230,Hindman Elementary School,295230,A1,060295230,210312000835,Accountability,Middle School,65.2,62,Needs Improvement/Progressing,High Progress School,49.2,50.2,Yes,YES,Yes,N/A,9,N/A,N/A,KVEC,904
20132014,060,KNOTT,295,Knott County,230,Hindman Elementary School,295230,A1,060295230,210312000835,Accountability,Elementary School,64.5,48,Needs Improvement/Progressing,High Progress School,46.5,47.5,Yes,YES,Yes,N/A,4,N/A,N/A,KVEC,904
20132014,060,KNOTT,295,Knott County,255,Jones Fork Elementary School,295255,A1,060295255,210312000836,Accountability,Elementary School,74.5,89,Proficient/Progressing,High Progress School,55.1,56.1,Yes,YES,Yes,N/A,16,N/A,N/A,KVEC,904
20132014,060,KNOTT,295,Knott County,255,Jones Fork Elementary School,295255,A1,060295255,210312000836,Accountability,Middle School,73.5,95,Distinguished/Progressing,School of Distinction/High Progress School,51.6,52.6,Yes,YES,Yes,N/A,13,N/A,N/A,KVEC,904
20132014,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,A1,060295265,210312000837,Accountability,High School,73.9,85,Proficient/Progressing,Focus School/High Progress School,53.3,54.3,Yes,YES,Yes,Yes,5,N/A,N/A,KVEC,904
20132014,061,KNOX,301,Knox County,071,Central Elementary School,301071,A1,061301071,210315002235,Accountability,Elementary School,62.9,40,Needs Improvement/Progressing,High Progress School,45.9,46.9,Yes,YES,Yes,N/A,3,N/A,N/A,SESC,907
20132014,061,KNOX,301,Knox County,170,Dewitt Elementary School,301170,A1,061301170,210315000842,Accountability,Elementary School,67.4,61,Needs Improvement/Progressing,High Progress School,46.5,47.5,Yes,YES,Yes,N/A,4,N/A,N/A,SESC,907
20132014,061,KNOX,301,Knox County,240,Flat Lick Elementary School,301240,A1,061301240,210315000843,Accountability,Elementary School,62.2,38,Needs Improvement/Progressing,High Progress School,43.7,44.7,Yes,YES,Yes,N/A,2,N/A,N/A,SESC,907
20132014,061,KNOX,301,Knox County,320,G R Hampton Elementary School,301320,A1,061301320,210315000846,Accountability,Elementary School,68.2,64,Needs Improvement/Progressing,,60.1,61.1,Yes,YES,Yes,N/A,31,N/A,N/A,SESC,907
20132014,061,KNOX,301,Knox County,260,Girdler Elementary School,301260,A1,061301260,210315000844,Accountability,Elementary School,64.4,48,Needs Improvement/Progressing,High Progress School,48.8,49.8,Yes,YES,Yes,N/A,6,N/A,N/A,SESC,907
20132014,061,KNOX,301,Knox County,430,Jesse D Lay Elementary School,301430,A1,061301430,210315000848,Accountability,Elementary School,72.0,80,Proficient/Progressing,,68.5,69.5,Yes,YES,Yes,N/A,66,N/A,N/A,SESC,907
20132014,061,KNOX,301,Knox County,410,Knox Central High School,301410,A1,061301410,210315000847,Accountability,High School,59.5,18,Needs Improvement/Progressing,Priority School,53.5,54.5,Yes,YES,Yes,Yes,5,N/A,N/A,SESC,907
20132014,061,KNOX,301,Knox County,023,Knox County Middle School,301023,A1,061301023,210315002029,Accountability,Middle School,63.3,54,Needs Improvement/Progressing,,54.9,55.9,Yes,YES,Yes,N/A,19,N/A,N/A,SESC,907
20132014,061,KNOX,301,Knox County,450,Lynn Camp Schools,301450,A1,061301450,210315000850,Accountability,Elementary School,52.8,11,Needs Improvement/Progressing,Focus School,48.2,49.2,Yes,YES,Yes,N/A,5,N/A,N/A,SESC,907
20132014,061,KNOX,301,Knox County,450,Lynn Camp Schools,301450,A1,061301450,210315000850,Accountability,Middle School,47.7,7,Needs Improvement/Progressing,Focus School,42.1,43.1,Yes,YES,Yes,N/A,2,N/A,N/A,SESC,907
20132014,061,KNOX,301,Knox County,450,Lynn Camp Schools,301450,A1,061301450,210315000850,Accountability,High School,64.9,40,Needs Improvement,,51.1,52.1,Yes,YES,Yes,No,2,N/A,N/A,SESC,907
20132014,062,LARUE,305,LaRue County,015,Abraham Lincoln Elementary School,305015,A1,062305015,210318002044,Accountability,Elementary School,72.8,84,Proficient/Progressing,,68.1,69.1,Yes,YES,Yes,N/A,63,N/A,N/A,GRREC,902
20132014,062,LARUE,305,LaRue County,030,Hodgenville Elementary School,305030,A1,062305030,210318000852,Accountability,Elementary School,68.8,67,Needs Improvement,Focus School,72.3,72.8,No,YES,Yes,N/A,82,N/A,N/A,GRREC,902
20132014,062,LARUE,305,LaRue County,040,LaRue County High School,305040,A1,062305040,210318000853,Accountability,High School,81.2,97,Distinguished/Progressing,School of Distinction,75.5,76.0,Yes,YES,Yes,Yes,90,N/A,N/A,GRREC,902
20132014,062,LARUE,305,LaRue County,045,LaRue County Middle School,305045,A1,062305045,210318000854,Accountability,Middle School,72.1,92,Distinguished,,73.4,73.9,No,YES,Yes,N/A,94,N/A,N/A,GRREC,902
20132014,063,LAUREL,311,Laurel County,030,Bush Elementary School,311030,A1,063311030,210321000857,Accountability,Elementary School,86.1,99,Distinguished/Progressing,School of Distinction,78.6,79.1,Yes,YES,Yes,N/A,96,N/A,N/A,SESC,907
20132014,063,LAUREL,311,Laurel County,055,Camp Ground Elementary School,311055,A1,063311055,210321000859,Accountability,Elementary School,74.2,88,Proficient/Progressing,,63.5,64.5,Yes,YES,Yes,N/A,42,N/A,N/A,SESC,907
20132014,063,LAUREL,311,Laurel County,430,Cold Hill Elementary School,311430,A1,063311430,210321001483,Accountability,Elementary School,79.9,98,Distinguished/Progressing,School of Distinction/High Progress School,64.3,65.3,Yes,YES,Yes,N/A,47,N/A,N/A,SESC,907
20132014,063,LAUREL,311,Laurel County,070,Colony Elementary School,311070,A1,063311070,210321000860,Accountability,Elementary School,69.7,70,Proficient/Progressing,,59.4,60.4,Yes,YES,Yes,N/A,28,N/A,N/A,SESC,907
20132014,063,LAUREL,311,Laurel County,130,Hazel Green Elementary School,311130,A1,063311130,210321000862,Accountability,Elementary School,73.1,85,Proficient/Progressing,,65.2,66.2,Yes,YES,Yes,N/A,52,N/A,N/A,SESC,907
20132014,063,LAUREL,311,Laurel County,175,Hunter Hills Elementary School,311175,A1,063311175,210321000715,Accountability,Elementary School,86.0,99,Distinguished/Progressing,School of Distinction,80.1,80.6,Yes,YES,Yes,N/A,98,N/A,N/A,SESC,907
20132014,063,LAUREL,311,Laurel County,165,Johnson Elementary School,311165,A1,063311165,210321000863,Accountability,Elementary School,75.9,92,Distinguished/Progressing,High Performing School/High Progress School,62.4,63.4,Yes,YES,Yes,N/A,39,N/A,N/A,SESC,907
20132014,063,LAUREL,311,Laurel County,180,Keavy Elementary School,311180,A1,063311180,210321000864,Accountability,Elementary School,71.0,76,Proficient/Progressing,,61.5,62.5,Yes,YES,Yes,N/A,36,N/A,N/A,SESC,907
20132014,063,LAUREL,311,Laurel County,010,London Elementary School,311010,A1,063311010,210321000856,Accountability,Elementary School,71.3,77,Proficient/Progressing,,65.9,66.9,Yes,YES,Yes,N/A,54,N/A,N/A,SESC,907
20132014,063,LAUREL,311,Laurel County,205,North Laurel High School,311205,A1,063311205,210321000215,Accountability,High School,70.7,72,Proficient,Focus School,65.5,66.5,Yes,YES,Yes,No,42,N/A,N/A,SESC,907
20132014,063,LAUREL,311,Laurel County,200,North Laurel Middle School,311200,A1,063311200,210321001589,Accountability,Middle School,70.5,86,Proficient/Progressing,Focus School,62.8,63.8,Yes,YES,Yes,N/A,51,N/A,N/A,SESC,907
20132014,063,LAUREL,311,Laurel County,210,South Laurel High School,311210,A1,063311210,210321000865,Accountability,High School,66.7,50,Needs Improvement/Progressing,,62.8,63.8,Yes,YES,Yes,Yes,29,N/A,N/A,SESC,907
20132014,063,LAUREL,311,Laurel County,040,South Laurel Middle School,311040,A1,063311040,210321000858,Accountability,Middle School,70.3,85,Proficient/Progressing,Focus School,64.1,65.1,Yes,YES,Yes,N/A,58,N/A,N/A,SESC,907
20132014,063,LAUREL,311,Laurel County,420,Sublimity Elementary School,311420,A1,063311420,210321000869,Accountability,Elementary School,82.6,99,Distinguished/Progressing,School of Distinction/High Progress School,68.2,69.2,Yes,YES,Yes,N/A,64,N/A,N/A,SESC,907
20132014,063,LAUREL,311,Laurel County,018,Wyan-Pine Grove Elementary,311018,A1,063311018,210321002030,Accountability,Elementary School,73.3,85,Proficient/Progressing,,63.2,64.2,Yes,YES,Yes,N/A,41,N/A,N/A,SESC,907
20132014,064,LAWRENCE,315,Lawrence County,030,Blaine Elementary School,315030,A1,064315030,210324000870,Accountability,Middle School,62.8,51,Needs Improvement/Progressing,,52.2,53.2,Yes,YES,Yes,N/A,14,N/A,N/A,KEDC,903
20132014,064,LAWRENCE,315,Lawrence County,030,Blaine Elementary School,315030,A1,064315030,210324000870,Accountability,Elementary School,65.3,52,Needs Improvement/Progressing,,53.3,54.3,Yes,YES,Yes,N/A,12,N/A,N/A,KEDC,903
20132014,064,LAWRENCE,315,Lawrence County,150,Fallsburg Elementary School,315150,A1,064315150,210324000871,Accountability,Elementary School,56.6,20,Needs Improvement/Progressing,,55.5,56.5,Yes,YES,Yes,N/A,18,N/A,N/A,KEDC,903
20132014,064,LAWRENCE,315,Lawrence County,150,Fallsburg Elementary School,315150,A1,064315150,210324000871,Accountability,Middle School,64.5,59,Needs Improvement/Progressing,,61.6,62.6,Yes,YES,Yes,N/A,46,N/A,N/A,KEDC,903
20132014,064,LAWRENCE,315,Lawrence County,260,Lawrence County High School,315260,A1,064315260,210324000874,Accountability,High School,66.3,47,Needs Improvement,Priority School,58.7,59.7,Yes,YES,No,No,15,N/A,N/A,KEDC,903
20132014,064,LAWRENCE,315,Lawrence County,020,Louisa East Elementary School,315020,A1,064315020,210324002079,Accountability,Elementary School,58.9,27,Needs Improvement,Focus School,58.6,59.6,No,YES,Yes,N/A,26,N/A,N/A,KEDC,903
20132014,064,LAWRENCE,315,Lawrence County,200,Louisa Middle School,315200,A1,064315200,210324000872,Accountability,Middle School,58.3,32,Needs Improvement/Progressing,,55.4,56.4,Yes,YES,Yes,N/A,21,N/A,N/A,KEDC,903
20132014,065,LEE,321,Lee County,010,Beattyville Elementary,321010,A1,065321010,210327000875,Accountability,Elementary School,70.6,75,Proficient/Progressing,,65.9,66.9,Yes,YES,Yes,N/A,54,N/A,N/A,KVEC,904
20132014,065,LEE,321,Lee County,050,Lee County High School,321050,A1,065321050,210327000876,Accountability,High School,72.7,78,Proficient/Progressing,Priority School,67.0,68.0,Yes,YES,Yes,Yes,51,N/A,N/A,KVEC,904
20132014,065,LEE,321,Lee County,055,Lee County Middle School,321055,A1,065321055,210327000877,Accountability,Middle School,62.3,49,Needs Improvement/Progressing,,57.8,58.8,Yes,YES,Yes,N/A,30,N/A,N/A,KVEC,904
20132014,065,LEE,321,Lee County,100,Southside Elementary School,321100,A1,065321100,210327000216,Accountability,Elementary School,77.1,94,Distinguished/Progressing,High Performing School,65.5,66.5,Yes,YES,Yes,N/A,53,N/A,N/A,KVEC,904
20132014,066,LESLIE,325,Leslie County,280,Hayes Lewis Elementary School,325280,A1,066325280,210333000882,Accountability,Elementary School,48.5,5,Needs Improvement,Focus School,49.8,50.8,No,YES,Yes,N/A,7,N/A,N/A,KVEC,904
20132014,066,LESLIE,325,Leslie County,280,Hayes Lewis Elementary School,325280,A1,066325280,210333000882,Accountability,Middle School,63.4,54,Needs Improvement/Progressing,,60.0,61.0,Yes,YES,Yes,N/A,39,N/A,N/A,KVEC,904
20132014,066,LESLIE,325,Leslie County,350,Leslie County High School,325350,A1,066325350,210333000885,Accountability,High School,76.3,94,Distinguished/Progressing,High Performing School,70.3,70.8,Yes,YES,Yes,Yes,70,N/A,N/A,KVEC,904
20132014,066,LESLIE,325,Leslie County,300,Mountain View Elementary,325300,A1,066325300,210333000883,Accountability,Middle School,47.6,7,Needs Improvement/Progressing,Focus School,46.4,47.4,Yes,YES,Yes,N/A,6,N/A,N/A,KVEC,904
20132014,066,LESLIE,325,Leslie County,300,Mountain View Elementary,325300,A1,066325300,210333000883,Accountability,Elementary School,53.3,12,Needs Improvement/Progressing,Focus School,44.7,45.7,Yes,YES,Yes,N/A,2,N/A,N/A,KVEC,904
20132014,066,LESLIE,325,Leslie County,570,Stinnett Elementary School,325570,A1,066325570,210333000887,Accountability,Elementary School,53.9,13,Needs Improvement,,55.4,56.4,No,YES,Yes,N/A,17,N/A,N/A,KVEC,904
20132014,066,LESLIE,325,Leslie County,570,Stinnett Elementary School,325570,A1,066325570,210333000887,Accountability,Middle School,57.1,27,Needs Improvement/Progressing,,55.8,56.8,Yes,YES,Yes,N/A,22,N/A,N/A,KVEC,904
20132014,066,LESLIE,325,Leslie County,420,W B Muncy Elementary School,325420,A1,066325420,210333000886,Accountability,Elementary School,37.4,1,Needs Improvement,Focus School,42.3,43.3,No,YES,Yes,N/A,1,N/A,N/A,KVEC,904
20132014,066,LESLIE,325,Leslie County,420,W B Muncy Elementary School,325420,A1,066325420,210333000886,Accountability,Middle School,46.9,6,Needs Improvement,,55.1,56.1,No,YES,Yes,N/A,20,N/A,N/A,KVEC,904
20132014,067,LETCHER,331,Letcher County,210,Arlie Boggs Elementary School,331210,A1,067331210,210336000892,Accountability,Elementary School,64.6,49,Needs Improvement/Progressing,,55.1,56.1,Yes,YES,Yes,N/A,16,N/A,N/A,KVEC,904
20132014,067,LETCHER,331,Letcher County,210,Arlie Boggs Elementary School,331210,A1,067331210,210336000892,Accountability,Middle School,67.5,71,Proficient/Progressing,,62.7,63.7,Yes,YES,Yes,N/A,50,N/A,N/A,KVEC,904
20132014,067,LETCHER,331,Letcher County,380,Cowan Elementary School,331380,A1,067331380,210336000900,Accountability,Middle School,70.5,86,Proficient/Progressing,,66.7,67.7,Yes,YES,Yes,N/A,69,N/A,N/A,KVEC,904
20132014,067,LETCHER,331,Letcher County,380,Cowan Elementary School,331380,A1,067331380,210336000900,Accountability,Elementary School,62.4,39,Needs Improvement,,64.3,65.3,No,YES,Yes,N/A,47,N/A,N/A,KVEC,904
