SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,COOP,COOP_CODE,LEVEL,STARS,GAP_REDUCTION,FED_CLASS,PROFICIENCY_RATE,PROFICIENCY_RATING,SEPERATE_RATE,SEPERATE_RATING,GROWTH_RATE,GROWTH_RATING,ELP_GROWTH,TRANSITION_RATE,TRANSITION_RATING,TRANSITION_ELP,GRAD_RATE,GRAD_RATING,OVERALL_SCORE,REASON,GAP_DEMO,FEED_SCHOOL,PROF_WGHT,SEP_WGHT,GROWTH_WGHT,TRANS_WGHT,GRAD_WGHT
20182019,030,DAVIESS,145,Daviess County,085,Audubon Elementary School,145085,030145085,210147000054,GRREC,902,ES,3,N,,74.8,Medium,58.9,Low,62.7,High,,.,,,.,,66.1,,,,27.3,16.0,22.9,.,.
20182019,030,DAVIESS,145,Daviess County,155,College View Middle School,145155,030145155,210147000961,GRREC,902,MS,3,N,,76.5,High,65.0,Medium,48.4,Low,73.5,.,,,.,,63.1,,Disability:Non-Disability,,27.9,17.6,17.6,.,.
20182019,030,DAVIESS,145,Daviess County,150,Country Heights Elementary School,145150,030145150,210147001581,GRREC,902,ES,3,N,,80.3,High,68.0,Medium,62.3,High,,.,,,.,,70.4,,,,29.3,18.4,22.7,.,.
20182019,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,HS,3,N,,66.3,High,67.0,Medium,.,,,66.2,Low,43.8,98.6,Very High,68.4,,,,31.1,10.5,.,20.7,6.2
20182019,030,DAVIESS,145,Daviess County,020,Daviess County Middle School,145020,030145020,210147000298,GRREC,902,MS,3,Y,,80.4,High,72.0,High,54.8,Medium,,.,,,.,,68.8,,Disability:Non-Disability,,29.3,19.5,20.0,.,.
20182019,030,DAVIESS,145,Daviess County,040,Deer Park Elementary School,145040,030145040,210147000301,GRREC,902,ES,3,N,,82.1,High,69.8,Medium,56.2,Medium,,.,,,.,,69.3,,,,29.9,18.9,20.5,.,.
20182019,030,DAVIESS,145,Daviess County,007,East View Elementary School,145007,030145007,210147001625,GRREC,902,ES,3,N,,71.1,Medium,65.9,Medium,59.6,Medium,140.0,.,,,.,,65.5,,,,25.9,17.8,21.7,.,.
20182019,030,DAVIESS,145,Daviess County,145,F T Burns Elementary School,145145,030145145,210147000311,GRREC,902,ES,3,N,,78.6,High,72.9,High,57.0,Medium,100.0,.,,,.,,69.2,,,,28.7,19.7,20.8,.,.
20182019,030,DAVIESS,145,Daviess County,008,F T Burns Middle School,145008,030145008,210147000296,GRREC,902,MS,2,N,,67.3,Low,58.4,Low,44.3,Very Low,63.6,.,,,.,,56.5,,,,24.5,15.8,16.2,.,.
20182019,030,DAVIESS,145,Daviess County,025,Highland Elementary School,145025,030145025,210147000299,GRREC,902,ES,3,N,,81.4,High,66.3,Medium,57.3,Medium,,.,,,.,,68.5,,,,29.7,18.0,20.9,.,.
20182019,030,DAVIESS,145,Daviess County,006,Meadow Lands Elementary School,145006,030145006,210147001949,GRREC,902,ES,2,N,,63.1,Low,57.9,Low,50.5,Low,,.,,,.,,57.1,,,,23.0,15.7,18.4,.,.
20182019,030,DAVIESS,145,Daviess County,070,Sorgho Elementary School,145070,030145070,210147000303,GRREC,902,ES,3,N,,67.7,Medium,64.2,Medium,50.9,Low,,.,,,.,,60.6,,,,24.7,17.4,18.6,.,.
20182019,030,DAVIESS,145,Daviess County,011,Southern Oaks Elementary School,145011,030145011,210147002230,GRREC,902,ES,3,N,,78.3,High,71.6,Medium,63.0,High,,.,,,.,,70.9,,,,28.5,19.4,23.0,.,.
20182019,030,DAVIESS,145,Daviess County,095,Tamarack Elementary School,145095,030145095,210147000306,GRREC,902,ES,3,N,,82.8,High,73.7,High,54.9,Low,,.,,,.,,70.2,,,,30.2,20.0,20.0,.,.
20182019,030,DAVIESS,145,Daviess County,130,West Louisville Elementary School,145130,030145130,210147000309,GRREC,902,ES,3,N,,78.7,High,72.6,High,56.2,Medium,,.,,,.,,68.8,,,,28.7,19.7,20.5,.,.
20182019,030,DAVIESS,145,Daviess County,140,Whitesville Elementary School,145140,030145140,210147000310,GRREC,902,ES,3,N,,74.6,Medium,55.7,Low,70.2,Very High,,.,,,.,,67.9,,,,27.2,15.1,25.6,.,.
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,ES,3,N,,76.2,Medium,66.8,Medium,58.0,Medium,99.3,.,,,.,,67.0,,,,27.8,18.1,21.1,.,.
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,HS,3,N,,61.6,Medium,61.7,Medium,.,,,57.4,Low,13.3,93.6,Medium,62.3,,English Learners plus Monitored:Non-English Learners plus Monitored; Disability:Non-Disability,,28.9,9.6,.,17.9,5.9
20182019,030,DAVIESS,145,Daviess County,,---District Total---,145,,,GRREC,902,MS,3,N,,74.7,Medium,65.2,Medium,49.2,Low,69.6,.,,,.,,62.8,,,,27.2,17.7,17.9,.,.
20182019,054,HOPKINS,146,Dawson Springs Independent,017,Dawson Springs Elementary,146017,054146017,210150002200,WKEC,908,ES,2,N,,57.2,Low,45.2,Very Low,57.3,Medium,,.,,,.,,54.0,,,,20.9,12.2,20.9,.,.
20182019,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,HS,3,N,,68.3,High,81.3,Very High,.,,,66.1,Low,,97.1,Very High,71.4,,,,32.0,12.7,.,20.7,6.1
20182019,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,MS,3,N,,62.5,Low,59.6,Low,68.8,Very High,,.,,,.,,64.0,,,,22.8,16.1,25.1,.,.
20182019,054,HOPKINS,146,Dawson Springs Independent,,---District Total---,146,,,WKEC,908,MS,3,N,,62.1,Low,59.6,Low,68.3,Very High,,.,,,.,,63.7,,,,22.6,16.1,24.9,.,.
20182019,054,HOPKINS,146,Dawson Springs Independent,,---District Total---,146,,,WKEC,908,ES,2,N,,55.8,Low,45.2,Very Low,52.0,Low,,.,,,.,,51.5,,,,20.3,12.2,19.0,.,.
20182019,054,HOPKINS,146,Dawson Springs Independent,,---District Total---,146,,,WKEC,908,HS,3,N,,68.3,High,81.3,Very High,.,,,66.1,Low,,97.1,Very High,71.4,,,,32.0,12.7,.,20.7,6.1
20182019,019,CAMPBELL,147,Dayton Independent,010,Dayton High School,147010,019147010,210153000316,NKCES,905,HS,3,N,,45.5,Low,59.0,Low,.,,,92.0,Very High,,90.5,Low,65.0,,,,21.3,9.2,.,28.8,5.7
20182019,019,CAMPBELL,147,Dayton Independent,010,Dayton High School,147010,019147010,210153000316,NKCES,905,MS,2,N,,67.4,Low,58.0,Low,44.5,Very Low,,.,,,.,,56.5,,,,24.6,15.7,16.2,.,.
20182019,019,CAMPBELL,147,Dayton Independent,030,Lincoln Elementary School,147030,019147030,210153000317,NKCES,905,ES,3,N,,59.5,Low,54.6,Low,67.6,High,,.,,,.,,61.1,,,,21.7,14.8,24.6,.,.
20182019,019,CAMPBELL,147,Dayton Independent,,---District Total---,147,,,NKCES,905,MS,3,N,,71.3,Medium,58.0,Low,53.0,Medium,,.,,,.,,61.0,,,,26.0,15.7,19.3,.,.
20182019,019,CAMPBELL,147,Dayton Independent,,---District Total---,147,,,NKCES,905,HS,3,N,,45.5,Low,59.0,Low,.,,,92.0,Very High,,90.5,Low,65.0,,,,21.3,9.2,.,28.8,5.7
20182019,019,CAMPBELL,147,Dayton Independent,,---District Total---,147,,,NKCES,905,ES,2,N,,52.5,Low,53.9,Low,65.6,High,,.,,,.,,57.7,,,,19.1,14.6,23.9,.,.
20182019,063,LAUREL,149,East Bernstadt Independent,010,East Bernstadt Elementary School,149010,063149010,210159000318,SESC,907,ES,4,N,,83.1,High,78.5,High,58.0,Medium,,.,,,.,,72.7,,,,30.3,21.3,21.1,.,.
20182019,063,LAUREL,149,East Bernstadt Independent,010,East Bernstadt Elementary School,149010,063149010,210159000318,SESC,907,MS,4,N,,85.1,High,83.2,Very High,51.2,Medium,,.,,,.,,72.2,,,,31.0,22.5,18.7,.,.
20182019,063,LAUREL,149,East Bernstadt Independent,,---District Total---,149,,,SESC,907,MS,4,N,,85.1,High,83.2,Very High,51.2,Medium,,.,,,.,,72.2,,,,31.0,22.5,18.7,.,.
20182019,063,LAUREL,149,East Bernstadt Independent,,---District Total---,149,,,SESC,907,ES,4,N,,83.1,High,78.5,High,58.0,Medium,,.,,,.,,72.7,,,,30.3,21.3,21.1,.,.
20182019,031,EDMONSON,151,Edmonson County,022,Edmonson County 5/6 Center,151022,031151022,210162001985,GRREC,902,MS,3,N,,77.1,High,62.1,Medium,55.9,Medium,,.,,,.,,65.3,,,,28.1,16.8,20.4,.,.
20182019,031,EDMONSON,151,Edmonson County,060,Edmonson County High School,151060,031151060,210162001442,GRREC,902,HS,3,N,,58.4,Medium,68.3,Medium,.,,,77.2,Medium,,93.1,Medium,68.0,,,,27.4,10.7,.,24.1,5.8
20182019,031,EDMONSON,151,Edmonson County,050,Edmonson County Middle School,151050,031151050,210162000321,GRREC,902,MS,4,N,,82.9,High,68.5,Medium,58.8,High,,.,,,.,,70.2,,,,30.2,18.6,21.4,.,.
20182019,031,EDMONSON,151,Edmonson County,080,Kyrock Elementary School,151080,031151080,210162000322,GRREC,902,ES,4,N,,92.6,Very High,79.2,High,57.8,Medium,,.,,,.,,76.3,,,,33.8,21.5,21.1,.,.
20182019,031,EDMONSON,151,Edmonson County,020,South Edmonson Elementary School,151020,031151020,210162000319,GRREC,902,ES,3,N,,74.8,Medium,64.2,Medium,54.7,Low,,.,,,.,,64.6,,,,27.3,17.4,19.9,.,.
20182019,031,EDMONSON,151,Edmonson County,,---District Total---,151,,,GRREC,902,ES,3,N,,79.1,High,64.9,Medium,53.3,Low,,.,,,.,,65.8,,,,28.8,17.6,19.4,.,.
20182019,031,EDMONSON,151,Edmonson County,,---District Total---,151,,,GRREC,902,HS,3,N,,58.4,Medium,68.3,Medium,.,,,77.2,Medium,,93.1,Medium,68.0,,,,27.4,10.7,.,24.1,5.8
20182019,031,EDMONSON,151,Edmonson County,,---District Total---,151,,,GRREC,902,MS,4,N,,82.5,High,68.5,Medium,59.7,High,,.,,,.,,70.4,,,,30.1,18.6,21.8,.,.
20182019,047,HARDIN,152,Elizabethtown Independent,010,Elizabethtown High School,152010,047152010,210165000323,GRREC,902,HS,4,N,,73.6,High,72.0,High,.,,,78.9,Medium,,97.3,Very High,76.5,,,,34.5,11.3,.,24.7,6.1
20182019,047,HARDIN,152,Elizabethtown Independent,015,Helmwood Heights Elementary School,152015,047152015,210165000324,GRREC,902,ES,3,N,,67.8,Medium,61.0,Low,54.0,Low,,.,,,.,,60.9,,,,24.7,16.5,19.7,.,.
20182019,047,HARDIN,152,Elizabethtown Independent,020,Morningside Elementary School,152020,047152020,210165000325,GRREC,902,ES,3,N,,75.1,Medium,69.4,Medium,52.5,Low,,.,,,.,,65.3,,,,27.4,18.8,19.1,.,.
20182019,047,HARDIN,152,Elizabethtown Independent,035,Talton K Stone Middle School,152035,047152035,210165000326,GRREC,902,MS,3,Y,,79.3,High,68.4,Medium,55.2,Medium,70.8,.,,,.,,67.6,,African American:White; Disability:Non-Disability,,28.9,18.5,20.1,.,.
20182019,047,HARDIN,152,Elizabethtown Independent,,---District Total---,152,,,GRREC,902,ES,3,N,,71.6,Medium,65.1,Medium,53.2,Low,100.0,.,,,.,,63.1,,,,26.1,17.6,19.4,.,.
20182019,047,HARDIN,152,Elizabethtown Independent,,---District Total---,152,,,GRREC,902,HS,4,N,,71.8,High,71.0,High,.,,,77.3,Medium,,95.2,High,74.9,,,,33.7,11.1,.,24.2,6.0
20182019,047,HARDIN,152,Elizabethtown Independent,,---District Total---,152,,,GRREC,902,MS,3,Y,,79.3,High,68.4,Medium,55.2,Medium,70.8,.,,,.,,67.6,,African American:White; Disability:Non-Disability,,28.9,18.5,20.1,.,.
20182019,032,ELLIOTT,155,Elliott County,280,Elliott County High School,155280,032155280,210168000331,KEDC,903,HS,2,N,,47.8,Low,63.0,Medium,.,,,61.0,Low,,95.4,High,57.3,,,,22.4,9.8,.,19.1,6.0
20182019,032,ELLIOTT,155,Elliott County,280,Elliott County High School,155280,032155280,210168000331,KEDC,903,MS,2,N,,62.3,Low,58.0,Low,47.1,Low,,.,,,.,,55.6,,,,22.7,15.7,17.2,.,.
20182019,032,ELLIOTT,155,Elliott County,140,Isonville Elementary School,155140,032155140,210168000328,KEDC,903,ES,3,N,,67.9,Medium,63.3,Medium,49.3,Low,,.,,,.,,59.9,,,,24.8,17.1,18.0,.,.
20182019,032,ELLIOTT,155,Elliott County,160,Lakeside Elementary School,155160,032155160,210168000329,KEDC,903,ES,2,N,,62.1,Low,50.0,Low,52.0,Low,,.,,,.,,55.1,,,,22.6,13.5,19.0,.,.
20182019,032,ELLIOTT,155,Elliott County,270,Sandy Hook Elementary School,155270,032155270,210168000330,KEDC,903,ES,3,N,,67.8,Medium,69.8,Medium,60.9,High,,.,,,.,,65.8,,,,24.7,18.9,22.2,.,.
20182019,032,ELLIOTT,155,Elliott County,,---District Total---,155,,,KEDC,903,ES,3,N,,66.1,Low,63.7,Medium,53.7,Low,,.,,,.,,60.9,,,,24.1,17.3,19.6,.,.
20182019,032,ELLIOTT,155,Elliott County,,---District Total---,155,,,KEDC,903,HS,2,N,,47.8,Low,63.0,Medium,.,,,61.0,Low,,95.4,High,57.3,,,,22.4,9.8,.,19.1,6.0
20182019,032,ELLIOTT,155,Elliott County,,---District Total---,155,,,KEDC,903,MS,2,N,,63.5,Low,58.0,Low,51.7,Medium,,.,,,.,,57.7,,,,23.2,15.7,18.8,.,.
20182019,052,HENRY,156,Eminence Independent,020,Eminence Elementary School,156020,052156020,210171000333,OVEC,906,ES,3,N,,60.9,Low,62.1,Medium,63.2,High,,.,,,.,,62.1,,,,22.2,16.8,23.0,.,.
20182019,052,HENRY,156,Eminence Independent,010,Eminence High School,156010,052156010,210171000332,OVEC,906,HS,3,N,,54.5,Medium,58.9,Low,.,,,70.5,Medium,,91.5,Low,62.5,,,,25.5,9.2,.,22.0,5.7
20182019,052,HENRY,156,Eminence Independent,010,Eminence High School,156010,052156010,210171000332,OVEC,906,MS,2,N,,62.7,Low,57.4,Low,50.8,Low,,.,,,.,,56.9,,,,22.9,15.5,18.5,.,.
20182019,052,HENRY,156,Eminence Independent,,---District Total---,156,,,OVEC,906,ES,3,N,,60.9,Low,62.1,Medium,63.2,High,,.,,,.,,62.1,,,,22.2,16.8,23.0,.,.
20182019,052,HENRY,156,Eminence Independent,,---District Total---,156,,,OVEC,906,MS,2,N,,62.7,Low,57.4,Low,50.8,Low,,.,,,.,,56.9,,,,22.9,15.5,18.5,.,.
20182019,052,HENRY,156,Eminence Independent,,---District Total---,156,,,OVEC,906,HS,2,N,,54.5,Medium,58.9,Low,.,,,70.5,Medium,,79.8,Very Low,61.8,,,,25.5,9.2,.,22.0,5.0
20182019,059,KENTON,157,Erlanger-Elsmere Independent,005,Arnett Elementary School,157005,059157005,210174000335,NKCES,905,ES,2,N,,46.2,Very Low,46.2,Very Low,52.6,Low,,.,,,.,,48.5,,,,16.8,12.5,19.2,.,.
20182019,059,KENTON,157,Erlanger-Elsmere Independent,010,Howell Elementary School,157010,059157010,210174000336,NKCES,905,ES,2,N,,45.8,Very Low,48.0,Very Low,47.7,Very Low,,.,,,.,,47.1,,,,16.7,13.0,17.4,.,.
20182019,059,KENTON,157,Erlanger-Elsmere Independent,003,Lindeman Elementary School,157003,059157003,210174000334,NKCES,905,ES,3,N,,68.1,Medium,70.8,Medium,61.3,High,,.,,,.,,66.4,,,,24.8,19.2,22.3,.,.
20182019,059,KENTON,157,Erlanger-Elsmere Independent,030,Lloyd High School,157030,059157030,210174000337,NKCES,905,HS,3,N,,52.5,Low,65.9,Medium,.,,,72.5,Medium,55.6,96.2,High,63.6,,,,24.6,10.3,.,22.7,6.0
20182019,059,KENTON,157,Erlanger-Elsmere Independent,050,Miles Elementary School,157050,059157050,210174000338,NKCES,905,ES,3,N,,65.3,Low,62.6,Medium,57.0,Medium,,.,,,.,,61.5,,,,23.8,17.0,20.8,.,.
20182019,059,KENTON,157,Erlanger-Elsmere Independent,060,Tichenor Middle School,157060,059157060,210174000339,NKCES,905,MS,2,N,,59.5,Very Low,50.5,Very Low,47.0,Low,80.8,.,,,.,,52.5,,,,21.7,13.7,17.1,.,.
20182019,059,KENTON,157,Erlanger-Elsmere Independent,,---District Total---,157,,,NKCES,905,HS,2,N,,50.0,Low,64.8,Medium,.,,,70.2,Medium,55.6,92.4,Low,61.3,,,,23.4,10.1,.,21.9,5.8
20182019,059,KENTON,157,Erlanger-Elsmere Independent,,---District Total---,157,,,NKCES,905,MS,1,N,,58.8,Very Low,49.4,Very Low,46.7,Low,80.8,.,,,.,,51.8,,,,21.4,13.4,17.0,.,.
20182019,059,KENTON,157,Erlanger-Elsmere Independent,,---District Total---,157,,,NKCES,905,ES,2,N,,56.1,Low,56.1,Low,54.3,Low,90.5,.,,,.,,55.4,,,,20.5,15.2,19.8,.,.
20182019,033,ESTILL,161,Estill County,090,Estill County High School,161090,033161090,210176000342,SESC,907,HS,2,N,,45.9,Low,57.9,Low,.,,,47.1,Very Low,,96.0,High,51.3,,,,21.5,9.0,.,14.7,6.0
20182019,033,ESTILL,161,Estill County,085,Estill County Middle School,161085,033161085,210176000341,SESC,907,MS,3,Y,,74.7,Medium,61.9,Medium,64.4,Very High,,.,,,.,,67.5,,Disability:Non-Disability,,27.2,16.8,23.5,.,.
20182019,033,ESTILL,161,Estill County,011,Estill Springs Elementary,161011,033161011,210176001746,SESC,907,ES,2,N,,57.4,Low,51.0,Low,51.4,Low,,.,,,.,,53.5,,,West Irvine Intermediate,20.9,13.8,18.7,.,.
20182019,033,ESTILL,161,Estill County,280,West Irvine Intermediate,161280,033161280,210176000346,SESC,907,ES,2,N,,57.4,Low,51.0,Low,51.4,Low,,.,,,.,,53.5,,,,20.9,13.8,18.7,.,.
20182019,033,ESTILL,161,Estill County,,---District Total---,161,,,SESC,907,ES,2,N,,57.4,Low,51.0,Low,51.4,Low,,.,,,.,,53.5,,,,20.9,13.8,18.7,.,.
20182019,033,ESTILL,161,Estill County,,---District Total---,161,,,SESC,907,HS,2,N,,45.9,Low,57.9,Low,.,,,47.1,Very Low,,94.9,Medium,51.2,,,,21.5,9.0,.,14.7,5.9
20182019,033,ESTILL,161,Estill County,,---District Total---,161,,,SESC,907,MS,3,Y,,74.3,Medium,61.0,Medium,64.2,Very High,,.,,,.,,67.0,,Disability:Non-Disability,,27.1,16.5,23.4,.,.
20182019,010,BOYD,162,Fairview Independent,011,Fairview Elementary School,162011,010162011,210180001889,KEDC,903,ES,1,N,CSI,52.8,Low,33.5,Very Low,44.0,Very Low,,.,,,.,,44.4,Bottom 5%,,,19.3,9.1,16.0,.,.
20182019,010,BOYD,162,Fairview Independent,020,Fairview High School,162020,010162020,210180000348,KEDC,903,MS,1,N,CSI,51.9,Very Low,49.5,Very Low,47.5,Low,,.,,,.,,49.6,Bottom 5%,,,18.9,13.4,17.3,.,.
20182019,010,BOYD,162,Fairview Independent,020,Fairview High School,162020,010162020,210180000348,KEDC,903,HS,2,N,,56.2,Medium,66.5,Medium,.,,,48.0,Very Low,,92.4,Low,57.5,,,,26.3,10.4,.,15.0,5.8
20182019,010,BOYD,162,Fairview Independent,,---District Total---,162,,,KEDC,903,MS,1,N,,51.9,Very Low,49.5,Very Low,47.5,Low,,.,,,.,,49.6,,,,18.9,13.4,17.3,.,.
20182019,010,BOYD,162,Fairview Independent,,---District Total---,162,,,KEDC,903,HS,2,N,,56.2,Medium,66.5,Medium,.,,,48.0,Very Low,,92.4,Low,57.5,,,,26.3,10.4,.,15.0,5.8
20182019,010,BOYD,162,Fairview Independent,,---District Total---,162,,,KEDC,903,ES,1,N,,52.8,Low,33.5,Very Low,44.0,Very Low,,.,,,.,,44.4,,,,19.3,9.1,16.0,.,.
20182019,034,FAYETTE,165,Fayette County,005,Arlington Elementary School,165005,034165005,210186000350,CKEC,901,ES,2,N,,49.5,Very Low,34.3,Very Low,65.4,High,96.3,.,,,.,,51.2,,,,18.0,9.3,23.8,.,.
20182019,034,FAYETTE,165,Fayette County,007,Ashland Elementary School,165007,034165007,210186000351,CKEC,901,ES,3,N,,83.6,High,74.0,High,55.4,Medium,,.,,,.,,70.7,,African American:White; Economically Disadvantaged:Non-Economically Disadvantaged,,30.5,20.0,20.2,.,.
20182019,034,FAYETTE,165,Fayette County,045,Athens-Chilesburg Elementary,165045,034165045,210186001987,CKEC,901,ES,4,N,,95.3,Very High,82.0,Very High,57.3,Medium,103.8,.,,,.,,77.8,,,,34.7,22.2,20.9,.,.
20182019,034,FAYETTE,165,Fayette County,015,Beaumont Middle School,165015,034165015,210186000353,CKEC,901,MS,3,Y,,87.9,Very High,77.9,High,56.9,Medium,96.0,.,,,.,,73.9,,African American:White; Hispanic:White; English Learners plus Monitored:Non-English Learners plus Monitored; Economically Disadvantaged:Non-Economically Disadvantaged; Disability:Non-Disability,,32.0,21.1,20.7,.,.
20182019,034,FAYETTE,165,Fayette County,055,Booker T Washington Elementary School,165055,034165055,210186002426,CKEC,901,ES,2,N,,46.2,Very Low,46.6,Very Low,64.1,High,83.3,.,,,.,,52.8,,,,16.8,12.6,23.4,.,.
20182019,034,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,034165170,210186000388,CKEC,901,HS,1,N,,39.6,Very Low,33.8,Very Low,.,,,51.8,Very Low,17.8,88.9,Very Low,45.6,,,,18.6,5.3,.,16.2,5.6
20182019,034,FAYETTE,165,Fayette County,030,Bryan Station Middle School,165030,034165030,210186000358,CKEC,901,MS,3,N,ATSI,68.5,Low,58.4,Low,54.0,Medium,57.7,.,,,.,,60.5,English Learners plus Monitored,English Learners plus Monitored:Non-English Learners plus Monitored; Disability:Non-Disability,,25.0,15.8,19.7,.,.
20182019,034,FAYETTE,165,Fayette County,240,Cardinal Valley Elementary School,165240,034165240,210186000392,CKEC,901,ES,2,N,,52.0,Low,43.9,Very Low,72.0,Very High,109.0,.,,,.,,57.1,,,,19.0,11.9,26.3,.,.
20182019,034,FAYETTE,165,Fayette County,032,Cassidy Elementary School,165032,034165032,210186000359,CKEC,901,ES,4,Y,,93.5,Very High,84.1,Very High,62.2,High,117.9,.,,,.,,79.5,,Economically Disadvantaged:Non-Economically Disadvantaged,,34.1,22.8,22.7,.,.
20182019,034,FAYETTE,165,Fayette County,120,Clays Mill Elementary School,165120,034165120,210186000384,CKEC,901,ES,4,Y,,93.8,Very High,88.9,Very High,59.9,Medium,,.,,,.,,80.1,,Disability:Non-Disability,,34.2,24.1,21.8,.,.
20182019,034,FAYETTE,165,Fayette County,098,Coventry Oak Elementary,165098,034165098,210186002433,CKEC,901,ES,2,N,,59.3,Low,49.6,Very Low,60.0,High,97.7,.,,,.,,56.9,,,,21.6,13.4,21.9,.,.
20182019,034,FAYETTE,165,Fayette County,025,Crawford Middle School,165025,034165025,210186000357,CKEC,901,MS,2,N,,59.7,Very Low,50.5,Very Low,58.6,High,63.5,.,,,.,,56.8,,Disability:Non-Disability,,21.8,13.7,21.4,.,.
20182019,034,FAYETTE,165,Fayette County,035,Deep Springs Elementary School,165035,034165035,210186000360,CKEC,901,ES,3,N,,55.5,Low,50.7,Low,71.8,Very High,115.0,.,,,.,,60.1,,,,20.2,13.7,26.2,.,.
20182019,034,FAYETTE,165,Fayette County,036,Dixie Elementary Magnet School,165036,034165036,210186000361,CKEC,901,ES,4,N,,76.0,Medium,62.3,Medium,73.6,Very High,120.6,.,,,.,,71.4,,,,27.7,16.9,26.8,.,.
20182019,034,FAYETTE,165,Fayette County,034,Edythe Jones Hayes Middle School,165034,034165034,210186001957,CKEC,901,MS,4,Y,,88.7,Very High,78.8,High,57.3,High,79.5,.,,,.,,74.6,,Disability:Non-Disability,,32.3,21.3,20.9,.,.
20182019,034,FAYETTE,165,Fayette County,125,Frederick Douglass High School,165125,034165125,210186002459,CKEC,901,HS,2,N,,51.6,Low,59.6,Low,.,,,38.6,Very Low,4.2,88.6,Very Low,51.1,,,,24.2,9.3,.,12.1,5.5
20182019,034,FAYETTE,165,Fayette County,037,Garden Springs Elementary School,165037,034165037,210186000362,CKEC,901,ES,4,N,,77.8,High,73.8,High,63.7,High,116.7,.,,,.,,71.6,,,,28.4,20.0,23.2,.,.
20182019,034,FAYETTE,165,Fayette County,099,Garrett Morgan Elementary,165099,034165099,210186002435,CKEC,901,ES,4,N,,82.2,High,79.3,High,69.9,Very High,145.8,.,,,.,,76.9,,,,30.0,21.5,25.5,.,.
20182019,034,FAYETTE,165,Fayette County,150,Glendover Elementary School,165150,034165150,210186000386,CKEC,901,ES,4,N,,85.6,High,78.1,High,70.6,Very High,130.0,.,,,.,,78.1,,,,31.2,21.2,25.7,.,.
20182019,034,FAYETTE,165,Fayette County,038,Harrison Elementary School,165038,034165038,210186000363,CKEC,901,ES,1,N,,47.6,Very Low,32.8,Very Low,51.8,Low,,.,,,.,,45.1,,,,17.4,8.9,18.9,.,.
20182019,034,FAYETTE,165,Fayette County,039,Henry Clay High School,165039,034165039,210186000364,CKEC,901,HS,3,N,,70.8,High,68.6,Medium,.,,,63.6,Low,28.6,91.8,Low,69.5,,African American:White; Hispanic:White; English Learners plus Monitored:Non-English Learners plus Monitored; Economically Disadvantaged:Non-Economically Disadvantaged; Disability:Non-Disability,,33.2,10.7,.,19.9,5.7
20182019,034,FAYETTE,165,Fayette County,190,James Lane Allen Elementary School,165190,034165190,210186000390,CKEC,901,ES,2,N,,54.7,Low,56.4,Low,60.8,High,80.0,.,,,.,,57.4,,Economically Disadvantaged:Non-Economically Disadvantaged,,19.9,15.3,22.2,.,.
20182019,034,FAYETTE,165,Fayette County,225,Jessie M Clark Middle School,165225,034165225,210186000391,CKEC,901,MS,3,Y,,86.0,Very High,72.1,High,52.0,Medium,78.8,.,,,.,,69.8,,Disability:Non-Disability,,31.4,19.5,19.0,.,.
20182019,034,FAYETTE,165,Fayette County,620,Julius Marks Elementary School,165620,034165620,210186000395,CKEC,901,ES,2,N,,59.9,Low,54.2,Low,49.5,Low,120.0,.,,,.,,54.6,,,,21.8,14.7,18.0,.,.
20182019,034,FAYETTE,165,Fayette County,060,Lafayette High School,165060,034165060,210186000367,CKEC,901,HS,3,Y,,73.7,High,66.9,Medium,.,,,70.3,Medium,29.9,96.1,High,73.0,,English Learners plus Monitored:Non-English Learners plus Monitored; Economically Disadvantaged:Non-Economically Disadvantaged; Disability:Non-Disability,,34.5,10.5,.,22.0,6.0
20182019,034,FAYETTE,165,Fayette County,062,Lansdowne Elementary School,165062,034165062,210186000368,CKEC,901,ES,3,N,,60.6,Low,53.7,Low,71.5,Very High,125.0,.,,,.,,62.7,,,,22.1,14.5,26.1,.,.
20182019,034,FAYETTE,165,Fayette County,065,Leestown Middle School,165065,034165065,210186000369,CKEC,901,MS,3,N,,76.5,High,62.7,Medium,58.9,High,71.3,.,,,.,,66.3,,English Learners plus Monitored:Non-English Learners plus Monitored; Disability:Non-Disability,,27.9,17.0,21.5,.,.
20182019,034,FAYETTE,165,Fayette County,067,Lexington Trad Magnet School,165067,034165067,210186000370,CKEC,901,MS,2,N,,57.6,Very Low,46.1,Very Low,51.1,Medium,102.5,.,,,.,,52.1,,,,21.0,12.5,18.6,.,.
20182019,034,FAYETTE,165,Fayette County,057,Liberty Elementary,165057,034165057,210186002207,CKEC,901,ES,4,N,,86.4,High,76.1,High,64.3,High,100.0,.,,,.,,75.6,,,,31.5,20.6,23.4,.,.
