SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,COOP,COOP_CODE,LEVEL,STARS,GAP_REDUCTION,FED_CLASS,PROFICIENCY_RATE,PROFICIENCY_RATING,SEPERATE_RATE,SEPERATE_RATING,GROWTH_RATE,GROWTH_RATING,ELP_GROWTH,TRANSITION_RATE,TRANSITION_RATING,TRANSITION_ELP,GRAD_RATE,GRAD_RATING,OVERALL_SCORE,REASON,GAP_DEMO,FEED_SCHOOL,PROF_WGHT,SEP_WGHT,GROWTH_WGHT,TRANS_WGHT,GRAD_WGHT
20182019,059,KENTON,291,Kenton County,100,Taylor Mill Elementary School,291100,059291100,210309000819,NKCES,905,ES,4,N,,78.0,High,68.2,Medium,76.5,Very High,,.,,,.,,74.8,,,,28.4,18.5,27.9,.,.
20182019,059,KENTON,291,Kenton County,103,Turkey Foot Middle School,291103,059291103,210309000820,NKCES,905,MS,3,N,,76.0,High,67.5,Medium,47.1,Low,70.0,.,,,.,,63.2,,Disability:Non-Disability,,27.7,18.3,17.2,.,.
20182019,059,KENTON,291,Kenton County,105,Twenhofel Middle School,291105,059291105,210309000821,NKCES,905,MS,3,N,,81.3,High,71.7,High,48.8,Low,,.,,,.,,66.9,,Disability:Non-Disability,,29.6,19.4,17.8,.,.
20182019,059,KENTON,291,Kenton County,495,White's Tower Elementary School,291495,059291495,210309000824,NKCES,905,ES,3,N,,90.9,Very High,72.0,High,46.4,Very Low,,.,,,.,,69.6,,,,33.1,19.5,16.9,.,.
20182019,059,KENTON,291,Kenton County,108,Woodland Middle School,291108,059291108,210309001588,NKCES,905,MS,3,N,,75.6,Medium,64.8,Medium,50.9,Low,,.,,,.,,63.7,,Disability:Non-Disability,,27.6,17.6,18.6,.,.
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,HS,3,N,,68.4,High,68.8,Medium,.,,,71.2,Medium,46.9,94.9,Medium,71.0,,,,32.1,10.8,.,22.3,5.9
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,ES,4,N,,80.6,High,75.7,High,59.3,Medium,118.6,.,,,.,,71.5,,,,29.4,20.5,21.6,.,.
20182019,059,KENTON,291,Kenton County,,---District Total---,291,,,NKCES,905,MS,3,N,,78.2,High,68.5,Medium,50.9,Low,70.3,.,,,.,,65.6,,English Learners plus Monitored:Non-English Learners plus Monitored; Disability:Non-Disability,,28.5,18.6,18.6,.,.
20182019,060,KNOTT,295,Knott County,035,Beaver Creek Elementary School,295035,060295035,210312000826,KVEC,904,ES,2,N,,60.3,Low,54.7,Low,59.6,Medium,,.,,,.,,58.5,,,,22.0,14.8,21.7,.,.
20182019,060,KNOTT,295,Knott County,035,Beaver Creek Elementary School,295035,060295035,210312000826,KVEC,904,MS,3,N,,69.4,Low,58.0,Low,56.7,Medium,,.,,,.,,61.7,,,,25.3,15.7,20.7,.,.
20182019,060,KNOTT,295,Knott County,100,Carr Creek Elementary School,295100,060295100,210312000830,KVEC,904,ES,3,N,,82.6,High,64.2,Medium,48.7,Low,,.,,,.,,65.3,,,,30.1,17.4,17.8,.,.
20182019,060,KNOTT,295,Knott County,100,Carr Creek Elementary School,295100,060295100,210312000830,KVEC,904,MS,2,N,,68.0,Low,48.0,Very Low,48.2,Low,,.,,,.,,55.4,,,,24.8,13.0,17.6,.,.
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,HS,1,N,CSI,21.5,Very Low,54.4,Low,.,,,35.7,Very Low,,94.9,Medium,35.7,Bottom 5%,,,10.1,8.5,.,11.2,5.9
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,ES,3,N,,64.0,Low,64.2,Medium,65.3,High,,.,,,.,,64.5,,,,23.3,17.4,23.8,.,.
20182019,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,MS,1,N,CSI,45.3,Very Low,45.7,Very Low,41.7,Very Low,,.,,,.,,44.1,Bottom 5%,,,16.5,12.4,15.2,.,.
20182019,060,KNOTT,295,Knott County,210,Emmalena Elementary School,295210,060295210,210312000834,KVEC,904,ES,1,N,CSI,42.4,Very Low,41.1,Very Low,42.3,Very Low,,.,,,.,,42.0,Bottom 5%,,,15.5,11.1,15.4,.,.
20182019,060,KNOTT,295,Knott County,210,Emmalena Elementary School,295210,060295210,210312000834,KVEC,904,MS,2,N,,64.6,Low,55.0,Low,41.8,Very Low,,.,,,.,,53.7,,,,23.6,14.9,15.2,.,.
20182019,060,KNOTT,295,Knott County,230,Hindman Elementary School,295230,060295230,210312000835,KVEC,904,ES,3,N,,77.9,High,79.2,High,53.5,Low,,.,,,.,,69.4,,,,28.4,21.5,19.5,.,.
20182019,060,KNOTT,295,Knott County,230,Hindman Elementary School,295230,060295230,210312000835,KVEC,904,MS,2,N,,71.4,Medium,56.6,Low,44.2,Very Low,,.,,,.,,57.5,,,,26.0,15.3,16.1,.,.
20182019,060,KNOTT,295,Knott County,255,Jones Fork Elementary School,295255,060295255,210312000836,KVEC,904,ES,2,N,,63.3,Low,50.1,Low,47.5,Very Low,,.,,,.,,54.0,,,,23.1,13.6,17.3,.,.
20182019,060,KNOTT,295,Knott County,255,Jones Fork Elementary School,295255,060295255,210312000836,KVEC,904,MS,2,N,,70.1,Medium,49.5,Very Low,53.3,Medium,,.,,,.,,58.4,,,,25.6,13.4,19.4,.,.
20182019,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,HS,3,N,,50.7,Low,64.0,Medium,.,,,89.8,Very High,,96.9,High,67.9,,,,23.8,10.0,.,28.1,6.1
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,ES,3,N,,70.6,Medium,65.1,Medium,52.5,Low,,.,,,.,,62.5,,,,25.7,17.6,19.1,.,.
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,HS,3,N,,46.8,Low,62.7,Medium,.,,,84.6,High,,96.7,High,64.2,,,,21.9,9.8,.,26.4,6.0
20182019,060,KNOTT,295,Knott County,,---District Total---,295,,,KVEC,904,MS,2,N,,67.1,Low,52.9,Low,47.2,Low,,.,,,.,,56.0,,,,24.5,14.3,17.2,.,.
20182019,061,KNOX,301,Knox County,071,Central Elementary School,301071,061301071,210315002235,SESC,907,ES,4,N,,73.5,Medium,63.6,Medium,76.0,Very High,,.,,,.,,71.7,,,,26.8,17.2,27.7,.,.
20182019,061,KNOX,301,Knox County,170,Dewitt Elementary School,301170,061301170,210315000842,SESC,907,ES,4,N,,78.7,High,76.9,High,77.5,Very High,,.,,,.,,77.8,,,,28.7,20.8,28.3,.,.
20182019,061,KNOX,301,Knox County,240,Flat Lick Elementary School,301240,061301240,210315000843,SESC,907,ES,3,N,,66.3,Low,72.1,High,56.0,Medium,,.,,,.,,64.1,,,,24.2,19.5,20.4,.,.
20182019,061,KNOX,301,Knox County,320,G R Hampton Elementary School,301320,061301320,210315000846,SESC,907,ES,5,N,,93.0,Very High,78.6,High,91.4,Very High,,.,,,.,,88.5,,,,33.9,21.3,33.3,.,.
20182019,061,KNOX,301,Knox County,260,Girdler Elementary School,301260,061301260,210315000844,SESC,907,ES,3,N,,75.8,Medium,67.0,Medium,68.3,High,,.,,,.,,70.7,,,,27.6,18.1,24.9,.,.
20182019,061,KNOX,301,Knox County,430,Jesse D Lay Elementary School,301430,061301430,210315000848,SESC,907,ES,4,N,,77.7,High,75.3,High,64.4,High,,.,,,.,,72.2,,,,28.3,20.4,23.5,.,.
20182019,061,KNOX,301,Knox County,410,Knox Central High School,301410,061301410,210315000847,SESC,907,HS,3,N,,49.0,Low,62.0,Medium,.,,,76.8,Medium,,93.8,Medium,62.5,,,,23.0,9.7,.,24.0,5.9
20182019,061,KNOX,301,Knox County,023,Knox County Middle School,301023,061301023,210315002029,SESC,907,MS,4,N,,80.8,High,80.9,Very High,61.1,Very High,,.,,,.,,73.6,,,,29.5,21.9,22.3,.,.
20182019,061,KNOX,301,Knox County,450,Lynn Camp Schools,301450,061301450,210315000850,SESC,907,HS,2,N,,42.7,Very Low,66.5,Medium,.,,,70.2,Medium,,92.6,Low,58.1,,,,20.0,10.4,.,21.9,5.8
20182019,061,KNOX,301,Knox County,450,Lynn Camp Schools,301450,061301450,210315000850,SESC,907,ES,3,N,,60.0,Low,77.1,High,67.9,High,,.,,,.,,67.5,,,,21.9,20.9,24.8,.,.
20182019,061,KNOX,301,Knox County,450,Lynn Camp Schools,301450,061301450,210315000850,SESC,907,MS,3,N,,60.1,Low,61.5,Medium,60.6,High,,.,,,.,,60.7,,,,21.9,16.7,22.1,.,.
20182019,061,KNOX,301,Knox County,,---District Total---,301,,,SESC,907,ES,3,N,,69.6,Medium,71.8,Medium,68.7,High,,.,,,.,,69.9,,,,25.4,19.4,25.0,.,.
20182019,061,KNOX,301,Knox County,,---District Total---,301,,,SESC,907,HS,2,N,,45.4,Low,62.2,Medium,.,,,71.6,Medium,,88.8,Very Low,58.9,,,,21.3,9.7,.,22.4,5.6
20182019,061,KNOX,301,Knox County,,---District Total---,301,,,SESC,907,MS,4,N,,77.6,High,75.2,High,66.0,Very High,,.,,,.,,72.7,,,,28.3,20.4,24.1,.,.
20182019,062,LARUE,305,LaRue County,015,Abraham Lincoln Elementary School,305015,062305015,210318002044,GRREC,902,ES,3,N,,67.0,Medium,79.0,High,48.2,Low,,.,,,.,,63.4,,,,24.4,21.4,17.6,.,.
20182019,062,LARUE,305,LaRue County,030,Hodgenville Elementary School,305030,062305030,210318000852,GRREC,902,ES,3,N,,73.0,Medium,82.0,Very High,56.6,Medium,,.,,,.,,69.5,,,,26.6,22.2,20.6,.,.
20182019,062,LARUE,305,LaRue County,040,LaRue County High School,305040,062305040,210318000853,GRREC,902,HS,3,N,,58.7,Medium,69.6,Medium,.,,,63.1,Low,,96.7,High,64.2,,,,27.5,10.9,.,19.7,6.0
20182019,062,LARUE,305,LaRue County,045,LaRue County Middle School,305045,062305045,210318000854,GRREC,902,MS,4,N,,80.6,High,74.3,High,51.8,Medium,,.,,,.,,68.4,,,,29.4,20.1,18.9,.,.
20182019,062,LARUE,305,LaRue County,,---District Total---,305,,,GRREC,902,ES,3,N,,69.9,Medium,80.4,Very High,52.4,Low,,.,,,.,,66.4,,,,25.5,21.8,19.1,.,.
20182019,062,LARUE,305,LaRue County,,---District Total---,305,,,GRREC,902,HS,3,N,,58.7,Medium,69.6,Medium,.,,,63.1,Low,,96.7,High,64.2,,,,27.5,10.9,.,19.7,6.0
20182019,062,LARUE,305,LaRue County,,---District Total---,305,,,GRREC,902,MS,4,N,,80.6,High,74.3,High,51.8,Medium,,.,,,.,,68.4,,,,29.4,20.1,18.9,.,.
20182019,063,LAUREL,311,Laurel County,030,Bush Elementary School,311030,063311030,210321000857,SESC,907,ES,5,N,,96.7,Very High,93.6,Very High,52.5,Low,,.,,,.,,79.7,,,,35.3,25.4,19.1,.,.
20182019,063,LAUREL,311,Laurel County,055,Camp Ground Elementary School,311055,063311055,210321000859,SESC,907,ES,3,N,,74.3,Medium,64.2,Medium,44.8,Very Low,,.,,,.,,60.8,,,,27.1,17.4,16.3,.,.
20182019,063,LAUREL,311,Laurel County,430,Cold Hill Elementary School,311430,063311430,210321001483,SESC,907,ES,3,N,,86.9,High,78.2,High,44.8,Very Low,,.,,,.,,69.2,,,,31.7,21.2,16.3,.,.
20182019,063,LAUREL,311,Laurel County,070,Colony Elementary School,311070,063311070,210321000860,SESC,907,ES,3,N,,82.5,High,74.2,High,54.0,Low,,.,,,.,,69.9,,,,30.1,20.1,19.7,.,.
20182019,063,LAUREL,311,Laurel County,130,Hazel Green Elementary School,311130,063311130,210321000862,SESC,907,ES,5,N,,91.7,Very High,89.6,Very High,67.0,High,,.,,,.,,82.1,,,,33.4,24.3,24.4,.,.
20182019,063,LAUREL,311,Laurel County,175,Hunter Hills Elementary School,311175,063311175,210321000715,SESC,907,ES,5,N,,88.8,High,87.5,Very High,77.5,Very High,,.,,,.,,84.3,,,,32.4,23.7,28.3,.,.
20182019,063,LAUREL,311,Laurel County,165,Johnson Elementary School,311165,063311165,210321000863,SESC,907,ES,4,N,,83.3,High,86.8,Very High,66.7,High,,.,,,.,,78.2,,,,30.4,23.5,24.3,.,.
20182019,063,LAUREL,311,Laurel County,180,Keavy Elementary School,311180,063311180,210321000864,SESC,907,ES,4,N,,93.2,Very High,76.8,High,58.8,Medium,,.,,,.,,76.2,,,,34.0,20.8,21.4,.,.
20182019,063,LAUREL,311,Laurel County,010,London Elementary School,311010,063311010,210321000856,SESC,907,ES,4,N,,82.0,High,71.5,Medium,71.8,Very High,,.,,,.,,75.4,,,,29.9,19.4,26.2,.,.
20182019,063,LAUREL,311,Laurel County,205,North Laurel High School,311205,063311205,210321000215,SESC,907,HS,3,N,,59.2,Medium,66.9,Medium,.,,,65.8,Low,,90.0,Low,64.4,,,,27.8,10.5,.,20.6,5.6
20182019,063,LAUREL,311,Laurel County,200,North Laurel Middle School,311200,063311200,210321001589,SESC,907,MS,3,Y,,91.9,Very High,76.1,High,54.0,Medium,,.,,,.,,73.8,,Disability:Non-Disability,,33.5,20.6,19.7,.,.
20182019,063,LAUREL,311,Laurel County,210,South Laurel High School,311210,063311210,210321000865,SESC,907,HS,3,N,,66.2,High,64.5,Medium,.,,,68.9,Low,,91.6,Low,68.4,,Disability:Non-Disability,,31.0,10.1,.,21.5,5.7
20182019,063,LAUREL,311,Laurel County,040,South Laurel Middle School,311040,063311040,210321000858,SESC,907,MS,3,N,,80.5,High,72.6,High,48.3,Low,,.,,,.,,66.6,,Disability:Non-Disability,,29.3,19.7,17.6,.,.
20182019,063,LAUREL,311,Laurel County,420,Sublimity Elementary School,311420,063311420,210321000869,SESC,907,ES,5,N,,99.9,Very High,90.3,Very High,65.2,High,,.,,,.,,84.6,,,,36.4,24.5,23.8,.,.
20182019,063,LAUREL,311,Laurel County,018,Wyan-Pine Grove Elementary,311018,063311018,210321002030,SESC,907,ES,3,N,,76.3,Medium,64.4,Medium,53.2,Low,,.,,,.,,64.7,,,,27.8,17.4,19.4,.,.
20182019,063,LAUREL,311,Laurel County,,---District Total---,311,,,SESC,907,ES,4,N,,86.2,High,79.2,High,60.9,High,,.,,,.,,75.1,,,,31.4,21.5,22.2,.,.
20182019,063,LAUREL,311,Laurel County,,---District Total---,311,,,SESC,907,HS,3,N,,61.8,Medium,65.7,Medium,.,,,66.9,Low,,86.2,Very Low,65.5,,,,29.0,10.3,.,20.9,5.4
20182019,063,LAUREL,311,Laurel County,,---District Total---,311,,,SESC,907,MS,3,Y,,86.0,Very High,74.5,High,51.1,Medium,,.,,,.,,70.2,,Disability:Non-Disability,,31.4,20.2,18.6,.,.
20182019,064,LAWRENCE,315,Lawrence County,030,Blaine Elementary School,315030,064315030,210324000870,KEDC,903,MS,5,N,,75.7,Medium,73.5,High,81.8,Very High,,.,,,.,,77.3,,,,27.6,19.9,29.8,.,.
20182019,064,LAWRENCE,315,Lawrence County,030,Blaine Elementary School,315030,064315030,210324000870,KEDC,903,ES,2,N,,60.2,Low,58.7,Low,46.2,Very Low,,.,,,.,,54.7,,,,21.9,15.9,16.8,.,.
20182019,064,LAWRENCE,315,Lawrence County,150,Fallsburg Elementary School,315150,064315150,210324000871,KEDC,903,ES,3,N,,68.5,Medium,69.3,Medium,73.7,Very High,,.,,,.,,70.6,,,,25.0,18.8,26.9,.,.
20182019,064,LAWRENCE,315,Lawrence County,150,Fallsburg Elementary School,315150,064315150,210324000871,KEDC,903,MS,4,N,,69.3,Low,73.6,High,62.9,Very High,,.,,,.,,68.1,,,,25.3,19.9,22.9,.,.
20182019,064,LAWRENCE,315,Lawrence County,260,Lawrence County High School,315260,064315260,210324000874,KEDC,903,HS,3,N,,51.8,Low,58.5,Low,.,,,74.5,Medium,,96.3,High,62.7,,,,24.3,9.1,.,23.3,6.0
20182019,064,LAWRENCE,315,Lawrence County,020,Louisa East Elementary School,315020,064315020,210324002079,KEDC,903,ES,3,N,,75.9,Medium,73.0,High,63.7,High,,.,,,.,,70.7,,,,27.7,19.8,23.2,.,.
20182019,064,LAWRENCE,315,Lawrence County,200,Louisa Middle School,315200,064315200,210324000872,KEDC,903,MS,3,N,,71.7,Medium,63.6,Medium,51.3,Medium,,.,,,.,,62.1,,,,26.1,17.2,18.7,.,.
20182019,064,LAWRENCE,315,Lawrence County,021,Louisa West Elementary School,315021,064315021,210324002155,KEDC,903,ES,3,N,,75.9,Medium,73.0,High,63.7,High,,.,,,.,,70.7,,,Louisa East Elementary School,27.7,19.8,23.2,.,.
20182019,064,LAWRENCE,315,Lawrence County,,---District Total---,315,,,KEDC,903,HS,3,N,,51.8,Low,58.5,Low,.,,,74.5,Medium,,96.3,High,62.7,,,,24.3,9.1,.,23.3,6.0
20182019,064,LAWRENCE,315,Lawrence County,,---District Total---,315,,,KEDC,903,ES,3,N,,73.3,Medium,71.4,Medium,63.8,High,,.,,,.,,69.3,,,,26.7,19.3,23.3,.,.
20182019,064,LAWRENCE,315,Lawrence County,,---District Total---,315,,,KEDC,903,MS,3,N,,71.8,Medium,65.7,Medium,56.0,Medium,,.,,,.,,64.4,,,,26.2,17.8,20.4,.,.
20182019,065,LEE,321,Lee County,100,Lee County Elementary School,321100,065321100,210327000216,KVEC,904,ES,2,N,,65.0,Low,57.4,Low,51.5,Low,,.,,,.,,58.0,,,,23.7,15.5,18.8,.,.
20182019,065,LEE,321,Lee County,060,Lee County Middle High School,321060,065321060,210327002434,KVEC,904,HS,4,N,,56.8,Medium,72.6,High,.,,,97.1,Very High,,94.2,Medium,74.2,,,,26.6,11.3,.,30.3,5.9
20182019,065,LEE,321,Lee County,060,Lee County Middle High School,321060,065321060,210327002434,KVEC,904,MS,2,N,,67.8,Low,61.0,Medium,47.9,Low,,.,,,.,,58.7,,,,24.7,16.5,17.5,.,.
20182019,065,LEE,321,Lee County,,---District Total---,321,,,KVEC,904,MS,2,N,,67.8,Low,61.0,Medium,47.9,Low,,.,,,.,,58.7,,,,24.7,16.5,17.5,.,.
20182019,065,LEE,321,Lee County,,---District Total---,321,,,KVEC,904,HS,4,N,,56.8,Medium,72.6,High,.,,,97.1,Very High,,94.2,Medium,74.2,,,,26.6,11.3,.,30.3,5.9
20182019,065,LEE,321,Lee County,,---District Total---,321,,,KVEC,904,ES,2,N,,65.0,Low,57.4,Low,51.5,Low,,.,,,.,,58.0,,,,23.7,15.5,18.8,.,.
20182019,066,LESLIE,325,Leslie County,280,Hayes Lewis Elementary School,325280,066325280,210333000882,KVEC,904,ES,2,N,,57.3,Low,59.9,Low,42.6,Very Low,,.,,,.,,52.6,,,,20.9,16.2,15.5,.,.
20182019,066,LESLIE,325,Leslie County,280,Hayes Lewis Elementary School,325280,066325280,210333000882,KVEC,904,MS,2,N,,71.7,Medium,48.0,Very Low,44.9,Very Low,,.,,,.,,55.5,,,,26.1,13.0,16.4,.,.
20182019,066,LESLIE,325,Leslie County,350,Leslie County High School,325350,066325350,210333000885,KVEC,904,HS,3,N,,55.3,Medium,70.5,High,.,,,87.6,High,,97.4,Very High,70.4,,,,25.9,11.0,.,27.4,6.1
20182019,066,LESLIE,325,Leslie County,300,Mountain View Elementary,325300,066325300,210333000883,KVEC,904,ES,3,N,,77.9,High,70.3,Medium,56.3,Medium,,.,,,.,,68.0,,,,28.4,19.0,20.5,.,.
20182019,066,LESLIE,325,Leslie County,300,Mountain View Elementary,325300,066325300,210333000883,KVEC,904,MS,4,N,,76.0,High,77.2,High,51.6,Medium,,.,,,.,,67.4,,,,27.7,20.9,18.8,.,.
20182019,066,LESLIE,325,Leslie County,570,Stinnett Elementary School,325570,066325570,210333000887,KVEC,904,ES,2,N,,60.3,Low,61.0,Low,53.5,Low,,.,,,.,,58.0,,,,22.0,16.5,19.5,.,.
20182019,066,LESLIE,325,Leslie County,570,Stinnett Elementary School,325570,066325570,210333000887,KVEC,904,MS,3,N,,74.3,Medium,62.2,Medium,60.7,High,,.,,,.,,66.1,,,,27.1,16.8,22.1,.,.
20182019,066,LESLIE,325,Leslie County,420,W B Muncy Elementary School,325420,066325420,210333000886,KVEC,904,ES,4,N,,89.7,High,81.8,Very High,49.0,Low,,.,,,.,,72.7,,,,32.7,22.2,17.9,.,.
20182019,066,LESLIE,325,Leslie County,420,W B Muncy Elementary School,325420,066325420,210333000886,KVEC,904,MS,5,N,,91.4,Very High,81.5,Very High,52.7,Medium,,.,,,.,,74.6,,,,33.3,22.1,19.2,.,.
20182019,066,LESLIE,325,Leslie County,,---District Total---,325,,,KVEC,904,ES,3,N,,72.7,Medium,68.9,Medium,52.2,Low,,.,,,.,,64.2,,,,26.5,18.7,19.0,.,.
20182019,066,LESLIE,325,Leslie County,,---District Total---,325,,,KVEC,904,HS,3,N,,55.3,Medium,70.5,High,.,,,87.6,High,,97.0,Very High,70.4,,,,25.9,11.0,.,27.4,6.1
20182019,066,LESLIE,325,Leslie County,,---District Total---,325,,,KVEC,904,MS,4,N,,77.7,High,71.2,High,54.0,Medium,,.,,,.,,67.3,,,,28.3,19.3,19.7,.,.
20182019,067,LETCHER,331,Letcher County,210,Arlie Boggs Elementary School,331210,067331210,210336000892,KVEC,904,ES,4,N,,70.5,Medium,75.6,High,68.2,High,,.,,,.,,71.0,,,,25.7,20.5,24.9,.,.
20182019,067,LETCHER,331,Letcher County,210,Arlie Boggs Elementary School,331210,067331210,210336000892,KVEC,904,MS,4,N,,79.0,High,76.7,High,48.0,Low,,.,,,.,,67.1,,,,28.8,20.8,17.5,.,.
20182019,067,LETCHER,331,Letcher County,380,Cowan Elementary School,331380,067331380,210336000900,KVEC,904,MS,3,N,,68.4,Low,61.9,Medium,59.2,High,,.,,,.,,63.3,,,,24.9,16.8,21.6,.,.
20182019,067,LETCHER,331,Letcher County,380,Cowan Elementary School,331380,067331380,210336000900,KVEC,904,ES,1,N,,49.8,Very Low,47.8,Very Low,39.6,Very Low,,.,,,.,,45.5,,,,18.2,12.9,14.4,.,.
20182019,067,LETCHER,331,Letcher County,250,Fleming Neon Middle School,331250,067331250,210336000894,KVEC,904,MS,3,N,,75.1,Medium,70.4,High,53.7,Medium,,.,,,.,,66.0,,,,27.4,19.1,19.6,.,.
20182019,067,LETCHER,331,Letcher County,056,Letcher County Central High School,331056,067331056,210336001998,KVEC,904,HS,3,N,,56.6,Medium,77.2,Very High,.,,,83.8,High,,96.8,High,70.8,,,,26.5,12.1,.,26.2,6.1
20182019,067,LETCHER,331,Letcher County,350,Letcher Elementary School,331350,067331350,210336000898,KVEC,904,ES,3,N,,70.9,Medium,68.7,Medium,65.9,High,,.,,,.,,68.5,,,,25.8,18.6,24.0,.,.
20182019,067,LETCHER,331,Letcher County,355,Letcher Middle School,331355,067331355,210336002318,KVEC,904,MS,3,N,,67.4,Low,51.8,Very Low,60.8,High,,.,,,.,,60.8,,,,24.6,14.0,22.2,.,.
20182019,067,LETCHER,331,Letcher County,425,Martha Jane Potter Elementary School,331425,067331425,210336000901,KVEC,904,ES,3,N,,64.9,Low,65.8,Medium,55.4,Medium,,.,,,.,,61.7,,,,23.7,17.8,20.2,.,.
20182019,067,LETCHER,331,Letcher County,650,West Whitesburg Elementary School,331650,067331650,210336000903,KVEC,904,ES,3,N,,76.6,Medium,70.5,Medium,56.4,Medium,,.,,,.,,67.6,,,,27.9,19.1,20.6,.,.
20182019,067,LETCHER,331,Letcher County,710,Whitesburg Middle School,331710,067331710,210336000904,KVEC,904,MS,4,N,,84.7,High,71.1,High,52.9,Medium,,.,,,.,,69.4,,,,30.9,19.3,19.3,.,.
20182019,067,LETCHER,331,Letcher County,,---District Total---,331,,,KVEC,904,ES,3,N,,67.8,Medium,65.3,Medium,56.5,Medium,,.,,,.,,63.0,,,,24.7,17.7,20.6,.,.
20182019,067,LETCHER,331,Letcher County,,---District Total---,331,,,KVEC,904,MS,3,N,,75.4,Medium,65.9,Medium,55.5,Medium,,.,,,.,,65.6,,,,27.5,17.8,20.2,.,.
20182019,067,LETCHER,331,Letcher County,,---District Total---,331,,,KVEC,904,HS,3,N,,56.6,Medium,77.2,Very High,.,,,83.8,High,,96.6,High,70.8,,,,26.5,12.1,.,26.2,6.0
20182019,068,LEWIS,335,Lewis County,040,Garrison Elementary School,335040,068335040,210339000906,KEDC,903,ES,3,N,,61.2,Low,63.4,Medium,66.4,High,,.,,,.,,63.7,,,,22.3,17.2,24.2,.,.
20182019,068,LEWIS,335,Lewis County,090,Laurel Elementary School,335090,068335090,210339000908,KEDC,903,ES,3,N,,70.6,Medium,66.7,Medium,63.3,High,,.,,,.,,66.9,,,,25.7,18.1,23.1,.,.
20182019,068,LEWIS,335,Lewis County,095,Lewis County Central Elementary School,335095,068335095,210339000909,KEDC,903,ES,2,N,,52.9,Low,51.8,Low,40.6,Very Low,,.,,,.,,48.1,,,,19.3,14.0,14.8,.,.
20182019,068,LEWIS,335,Lewis County,120,Lewis County High School,335120,068335120,210339000910,KEDC,903,HS,3,N,,51.0,Low,65.8,Medium,.,,,74.2,Medium,,96.9,High,63.4,,,,23.9,10.3,.,23.2,6.1
20182019,068,LEWIS,335,Lewis County,100,Lewis County Middle School,335100,068335100,210339001503,KEDC,903,MS,3,N,,68.0,Low,66.8,Medium,58.6,High,,.,,,.,,64.2,,Disability:Non-Disability,,24.8,18.1,21.4,.,.
20182019,068,LEWIS,335,Lewis County,140,Tollesboro Elementary School,335140,068335140,210339000911,KEDC,903,ES,3,N,,67.9,Medium,78.8,High,62.9,High,,.,,,.,,69.0,,,,24.8,21.3,22.9,.,.
20182019,068,LEWIS,335,Lewis County,,---District Total---,335,,,KEDC,903,MS,3,N,,69.0,Low,66.8,Medium,59.0,High,,.,,,.,,64.8,,Disability:Non-Disability,,25.2,18.1,21.5,.,.
20182019,068,LEWIS,335,Lewis County,,---District Total---,335,,,KEDC,903,HS,3,N,,51.0,Low,65.8,Medium,.,,,74.2,Medium,,96.9,High,63.4,,,,23.9,10.3,.,23.2,6.1
20182019,068,LEWIS,335,Lewis County,,---District Total---,335,,,KEDC,903,ES,2,N,,58.3,Low,62.7,Medium,55.6,Medium,,.,,,.,,58.5,,,,21.3,17.0,20.3,.,.
20182019,069,LINCOLN,341,Lincoln County,040,Crab Orchard Elementary School,341040,069341040,210348000914,SESC,907,ES,3,N,,58.8,Low,63.5,Medium,62.6,High,,.,,,.,,61.5,,,,21.4,17.2,22.8,.,.
20182019,069,LINCOLN,341,Lincoln County,050,Highland Elementary School,341050,069341050,210348000915,SESC,907,ES,3,N,,67.0,Medium,60.1,Low,63.7,High,,.,,,.,,63.9,,,,24.4,16.3,23.2,.,.
20182019,069,LINCOLN,341,Lincoln County,070,Hustonville Elementary School,341070,069341070,210348000916,SESC,907,ES,3,N,,75.7,Medium,73.8,High,58.2,Medium,,.,,,.,,68.8,,,,27.6,20.0,21.2,.,.
20182019,069,LINCOLN,341,Lincoln County,095,Lincoln County High School,341095,069341095,210348000918,SESC,907,HS,3,N,,56.1,Medium,58.1,Low,.,,,76.3,Medium,,91.8,Low,65.0,,Disability:Non-Disability,,26.3,9.1,.,23.8,5.7
20182019,069,LINCOLN,341,Lincoln County,065,Lincoln County Middle School,341065,069341065,210348000478,SESC,907,MS,3,N,,63.8,Low,68.8,Medium,52.2,Medium,,.,,,.,,60.9,,,,23.3,18.6,19.0,.,.
20182019,069,LINCOLN,341,Lincoln County,100,McKinney Elementary School,341100,069341100,210348000919,SESC,907,ES,3,N,,59.6,Low,58.8,Low,64.1,High,,.,,,.,,61.0,,,,21.7,15.9,23.4,.,.
