SCH_YEAR,CATEGORY,SCH_CD,DIST_NAME,SCH_NAME,CONTENT_LEVEL,OVERALL_SCORE,KY_RANK,CLASSIFICATION,REWARD_RECOGNITION,BASE_YR_SCORE,GAIN_NEEDED,AMO_GOAL,NEXT_YR_SCORE,AMO_MET
20112012,Accountability,525050,Scott County,Stamping Ground Elementary School,Elementary School,62.7,70,Proficient,,62.7,0.5,63.2,,
20112012,Accountability,525080,Scott County,Western Elementary School,Elementary School,71.1,93,Distinguished,High Performing School,71.1,0.5,71.6,,
20112012,Accountability,531120,Shelby County,Clear Creek Elementary,Elementary School,61.4,65,Needs Improvement,,61.4,1.0,62.4,,
20112012,Accountability,531065,Shelby County,Heritage Elementary School,Elementary School,57.1,48,Needs Improvement,,57.1,1.0,58.1,,
20112012,Accountability,531040,Shelby County,Martha Layne Collins High School,Middle School,43.9,13,Needs Improvement,Focus School,43.9,1.0,44.9,,
20112012,Accountability,531040,Shelby County,Martha Layne Collins High School,High School,57.5,66,Needs Improvement,Focus School,57.5,1.0,58.5,,
20112012,Accountability,531014,Shelby County,Painted Stone Elementary,Elementary School,63.0,72,Proficient,,63.0,0.5,63.5,,
20112012,Accountability,531110,Shelby County,Shelby County East Middle School,Middle School,51.5,38,Needs Improvement,,51.5,1.0,52.5,,
20112012,Accountability,531090,Shelby County,Shelby County High School,High School,54.7,51,Needs Improvement,Focus School,54.7,1.0,55.7,,
20112012,Accountability,531090,Shelby County,Shelby County High School,Middle School,46.5,19,Needs Improvement,,46.5,1.0,47.5,,
20112012,Accountability,531080,Shelby County,Shelby County West Middle School,Middle School,58.8,70,Proficient,,58.8,0.5,59.3,,
20112012,Accountability,531100,Shelby County,Simpsonville Elementary,Elementary School,64.2,76,Proficient,,64.2,0.5,64.7,,
20112012,Accountability,531015,Shelby County,Southside Elementary School,Elementary School,46.6,14,Needs Improvement,Focus School,46.6,1.0,47.6,,
20112012,Accountability,531130,Shelby County,Wright Elementary,Elementary School,62.9,71,Proficient,,62.9,0.5,63.4,,
20112012,Accountability,533012,Silver Grove Independent,Silver Grove School,Elementary School,38.2,2,Needs Improvement,Focus School,38.2,1.0,39.2,,
20112012,Accountability,533012,Silver Grove Independent,Silver Grove School,Middle School,32.9,1,Needs Improvement,Focus School,32.9,1.0,33.9,,
20112012,Accountability,533012,Silver Grove Independent,Silver Grove School,High School,43.9,9,Needs Improvement,,43.9,1.0,44.9,,
20112012,Accountability,535040,Simpson County,Franklin-Simpson High School,High School,53.7,45,Needs Improvement,Priority School,53.7,1.0,54.7,,
20112012,Accountability,535030,Simpson County,Franklin-Simpson Middle School,Middle School,52.8,45,Needs Improvement,Focus School,52.8,1.0,53.8,,
20112012,Accountability,535045,Simpson County,Lincoln Elementary School,Elementary School,54.7,38,Needs Improvement,,54.7,1.0,55.7,,
20112012,Accountability,535100,Simpson County,Simpson Elementary School,Elementary School,56.7,46,Needs Improvement,,56.7,1.0,57.7,,
20112012,Accountability,536050,Somerset Independent,Hopkins Elementary School,Elementary School,56.6,45,Needs Improvement,,56.6,1.0,57.6,,
20112012,Accountability,536090,Somerset Independent,Meece Middle School,Middle School,60.3,77,Proficient,,60.3,0.5,60.8,,
20112012,Accountability,536070,Somerset Independent,Somerset High School,High School,64.1,89,Proficient,,64.1,0.5,64.6,,
20112012,Accountability,537010,Southgate Independent,Southgate Public School,Middle School,58.7,70,Proficient,,58.7,0.5,59.2,,
20112012,Accountability,537010,Southgate Independent,Southgate Public School,Elementary School,44.0,8,Needs Improvement,,44.0,1.0,45.0,,
20112012,Accountability,541040,Spencer County,Spencer County Elementary School,Elementary School,69.8,90,Distinguished,High Performing School,69.8,0.5,70.3,,
20112012,Accountability,541050,Spencer County,Spencer County High School,High School,52.5,39,Needs Improvement,,52.5,1.0,53.5,,
20112012,Accountability,541041,Spencer County,Spencer County Middle School,Middle School,56.3,59,Needs Improvement,,56.3,1.0,57.3,,
20112012,Accountability,541044,Spencer County,Taylorsville Elementary School,Elementary School,63.1,73,Proficient,,63.1,0.5,63.6,,
20112012,Accountability,545020,Taylor County,Taylor County Elementary School,Elementary School,57.8,51,Needs Improvement,,57.8,1.0,58.8,,
20112012,Accountability,545030,Taylor County,Taylor County High School,High School,57.2,64,Needs Improvement,Focus School,57.2,1.0,58.2,,
20112012,Accountability,545040,Taylor County,Taylor County Middle School,Middle School,60.5,77,Proficient,,60.5,0.5,61.0,,
20112012,Accountability,551005,Todd County,North Todd Elementary School,Elementary School,58.2,52,Needs Improvement,,58.2,1.0,59.2,,
20112012,Accountability,551015,Todd County,South Todd Elementary School,Elementary School,65.4,80,Proficient,,65.4,0.5,65.9,,
20112012,Accountability,551095,Todd County,Todd County Central High School,High School,51.1,32,Needs Improvement,Focus School,51.1,1.0,52.1,,
20112012,Accountability,551080,Todd County,Todd County Middle School,Middle School,53.3,47,Needs Improvement,Focus School,53.3,1.0,54.3,,
20112012,Accountability,555070,Trigg County,Trigg County High School,High School,57.7,68,Needs Improvement,,57.7,1.0,58.7,,
20112012,Accountability,555014,Trigg County,Trigg County Intermediate School,Elementary School,62.8,71,Proficient,,62.8,0.5,63.3,,
20112012,Accountability,555050,Trigg County,Trigg County Middle School,Middle School,53.9,48,Needs Improvement,Focus School,53.9,1.0,54.9,,
20112012,Accountability,561010,Trimble County,Bedford Elementary School,Elementary School,49.3,20,Needs Improvement,,49.3,1.0,50.3,,
20112012,Accountability,561020,Trimble County,Milton Elementary School,Elementary School,64.6,78,Proficient,,64.6,0.5,65.1,,
20112012,Accountability,561030,Trimble County,Trimble County High School,High School,48.7,20,Needs Improvement,Priority School,48.7,1.0,49.7,,
20112012,Accountability,561015,Trimble County,Trimble County Middle School,Middle School,46.0,18,Needs Improvement,Focus School,46.0,1.0,47.0,,
20112012,Accountability,565020,Union County,Morganfield Elementary School,Elementary School,50.4,24,Needs Improvement,,50.4,1.0,51.4,,
20112012,Accountability,565050,Union County,Sturgis Elementary School,Elementary School,55.1,39,Needs Improvement,,55.1,1.0,56.1,,
20112012,Accountability,565065,Union County,Union County High School,High School,50.0,25,Needs Improvement,Focus School,50.0,1.0,51.0,,
20112012,Accountability,565055,Union County,Union County Middle School,Middle School,48.6,28,Needs Improvement,Focus School,48.6,1.0,49.6,,
20112012,Accountability,565070,Union County,Uniontown Elementary School,Elementary School,57.7,50,Needs Improvement,,57.7,1.0,58.7,,
20112012,Accountability,567010,Walton-Verona Independent,Walton-Verona Elementary School,Elementary School,63.8,75,Proficient,,63.8,0.5,64.3,,
20112012,Accountability,567020,Walton-Verona Independent,Walton-Verona High School,High School,77.0,98,Distinguished,School of Distinction,77.0,0.5,77.5,,
20112012,Accountability,567015,Walton-Verona Independent,Walton-Verona Middle School,Middle School,60.0,74,Proficient,,60.0,0.5,60.5,,
20112012,Accountability,571010,Warren County,Alvaton Elementary,Elementary School,61.2,64,Needs Improvement,,61.2,1.0,62.2,,
20112012,Accountability,571015,Warren County,Briarwood Elementary School,Elementary School,64.1,75,Proficient,Focus School,64.1,0.5,64.6,,
20112012,Accountability,571040,Warren County,Bristow Elementary,Elementary School,55.9,42,Needs Improvement,,55.9,1.0,56.9,,
20112012,Accountability,571070,Warren County,Cumberland Trace Elementary,Elementary School,69.3,88,Proficient,,69.3,0.5,69.8,,
20112012,Accountability,571075,Warren County,Drakes Creek Middle School,Middle School,60.2,76,Proficient,Focus School,60.2,0.5,60.7,,
20112012,Accountability,571230,Warren County,Greenwood High School,High School,65.2,91,Distinguished,Focus School,65.2,0.5,65.7,,
20112012,Accountability,571175,Warren County,Henry F. Moss Middle School,Middle School,49.9,32,Needs Improvement,Focus School,49.9,1.0,50.9,,
20112012,Accountability,571080,Warren County,Lost River Elementary,Elementary School,54.7,38,Needs Improvement,Focus School,54.7,1.0,55.7,,
20112012,Accountability,571110,Warren County,North Warren Elementary,Elementary School,56.7,46,Needs Improvement,,56.7,1.0,57.7,,
20112012,Accountability,571130,Warren County,Oakland Elementary,Elementary School,51.0,25,Needs Improvement,,51.0,1.0,52.0,,
20112012,Accountability,571018,Warren County,Plano Elementary,Elementary School,61.2,64,Needs Improvement,,61.2,1.0,62.2,,
20112012,Accountability,571140,Warren County,Rich Pond Elementary,Elementary School,60.9,63,Needs Improvement,,60.9,1.0,61.9,,
20112012,Accountability,571150,Warren County,Richardsville Elementary,Elementary School,51.1,26,Needs Improvement,,51.1,1.0,52.1,,
20112012,Accountability,571170,Warren County,Rockfield Elementary,Elementary School,59.7,58,Needs Improvement,,59.7,1.0,60.7,,
20112012,Accountability,571003,Warren County,South Warren High School,High School,68.1,95,Distinguished,School of Distinction,68.1,0.5,68.6,,
20112012,Accountability,571002,Warren County,South Warren Middle School,Middle School,63.0,86,Proficient,,63.0,0.5,63.5,,
20112012,Accountability,571210,Warren County,Warren Central High School,High School,50.9,29,Needs Improvement,,50.9,1.0,51.9,,
20112012,Accountability,571220,Warren County,Warren East High School,High School,52.1,37,Needs Improvement,Focus School,52.1,1.0,53.1,,
20112012,Accountability,571205,Warren County,Warren East Middle School,Middle School,61.3,80,Proficient,,61.3,0.5,61.8,,
20112012,Accountability,571200,Warren County,Warren Elementary,Elementary School,43.4,7,Needs Improvement,Focus School,43.4,1.0,44.4,,
20112012,Accountability,571100,Warren County,William H. Natcher Elementary,Elementary School,64.3,76,Proficient,,64.3,0.5,64.8,,
20112012,Accountability,575031,Washington County,North Washington Elementary School,Elementary School,50.5,24,Needs Improvement,,50.5,1.0,51.5,,
20112012,Accountability,575031,Washington County,North Washington Elementary School,Middle School,61.3,80,Proficient,,61.3,0.5,61.8,,
20112012,Accountability,575080,Washington County,Washington County Elementary School,Elementary School,54.8,39,Needs Improvement,,54.8,1.0,55.8,,
20112012,Accountability,575074,Washington County,Washington County High School,High School,48.9,21,Needs Improvement,Focus School,48.9,1.0,49.9,,
20112012,Accountability,575034,Washington County,Washington County Middle School,Middle School,45.5,17,Needs Improvement,Focus School,45.5,1.0,46.5,,
20112012,Accountability,581437,Wayne County,Bell Elementary School,Elementary School,52.6,31,Needs Improvement,,52.6,1.0,53.6,,
20112012,Accountability,581440,Wayne County,Turner Intermediate School,Elementary School,46.4,13,Needs Improvement,,46.4,1.0,47.4,,
20112012,Accountability,581200,Wayne County,Wayne County High School,High School,58.0,71,Proficient,,58.0,0.5,58.5,,
20112012,Accountability,581051,Wayne County,Wayne County Middle School,Middle School,52.3,40,Needs Improvement,,52.3,1.0,53.3,,
20112012,Accountability,585020,Webster County,Clay Elementary School,Middle School,62.5,84,Proficient,,62.5,0.5,63.0,,
20112012,Accountability,585020,Webster County,Clay Elementary School,Elementary School,59.0,56,Needs Improvement,,59.0,1.0,60.0,,
20112012,Accountability,585050,Webster County,Dixon Elementary School,Middle School,49.6,31,Needs Improvement,,49.6,1.0,50.6,,
20112012,Accountability,585050,Webster County,Dixon Elementary School,Elementary School,56.5,45,Needs Improvement,,56.5,1.0,57.5,,
20112012,Accountability,585060,Webster County,Providence Elementary School,Elementary School,50.7,25,Needs Improvement,,50.7,1.0,51.7,,
20112012,Accountability,585060,Webster County,Providence Elementary School,Middle School,49.6,31,Needs Improvement,,49.6,1.0,50.6,,
20112012,Accountability,585090,Webster County,Sebree Elementary School,Middle School,48.3,25,Needs Improvement,,48.3,1.0,49.3,,
20112012,Accountability,585090,Webster County,Sebree Elementary School,Elementary School,56.0,42,Needs Improvement,Focus School,56.0,1.0,57.0,,
20112012,Accountability,585110,Webster County,Slaughters Elementary School,Elementary School,56.7,46,Needs Improvement,,56.7,1.0,57.7,,
20112012,Accountability,585110,Webster County,Slaughters Elementary School,Middle School,62.4,84,Proficient,,62.4,0.5,62.9,,
20112012,Accountability,585130,Webster County,Webster County High School,High School,54.9,53,Needs Improvement,,54.9,1.0,55.9,,
20112012,Accountability,586010,West Point Independent,West Point Elementary School,Elementary School,66.2,82,Proficient,,66.2,0.5,66.7,,
20112012,Accountability,586010,West Point Independent,West Point Elementary School,Middle School,60.7,78,Proficient,,60.7,0.5,61.2,,
20112012,Accountability,591060,Whitley County,Boston Elementary School,Elementary School,50.0,23,Needs Improvement,,50.0,1.0,51.0,,
20112012,Accountability,591290,Whitley County,Oak Grove Elementary School,Elementary School,62.1,68,Needs Improvement,,62.1,1.0,63.1,,
20112012,Accountability,591320,Whitley County,Pleasant View Elementary School,Elementary School,58.0,52,Needs Improvement,,58.0,1.0,59.0,,
20112012,Accountability,591061,Whitley County,Whitley Central Intermediate School,Elementary School,65.1,79,Proficient,,65.1,0.5,65.6,,
20112012,Accountability,591062,Whitley County,Whitley County East Elementary School,Elementary School,72.1,94,Distinguished,High Performing School,72.1,0.5,72.6,,
20112012,Accountability,591430,Whitley County,Whitley County High School,High School,51.6,34,Needs Improvement,,51.6,1.0,52.6,,
20112012,Accountability,591435,Whitley County,Whitley County Middle School,Middle School,54.7,52,Needs Improvement,,54.7,1.0,55.7,,
20112012,Accountability,591350,Whitley County,Whitley County North Elementary School,Elementary School,58.4,54,Needs Improvement,,58.4,1.0,59.4,,
20112012,Accountability,592012,Williamsburg Independent,Williamsburg City School,Elementary School,62.2,69,Needs Improvement,,62.2,1.0,63.2,,
20112012,Accountability,592012,Williamsburg Independent,Williamsburg City School,High School,55.5,57,Needs Improvement,,55.5,1.0,56.5,,
20112012,Accountability,592012,Williamsburg Independent,Williamsburg City School,Middle School,59.7,73,Proficient,,59.7,0.5,60.2,,
20112012,Accountability,593010,Williamstown Independent,Williamstown Elementary,Elementary School,57.1,48,Needs Improvement,,57.1,1.0,58.1,,
20112012,Accountability,593020,Williamstown Independent,Williamstown Jr. High,Middle School,52.6,43,Needs Improvement,Focus School,52.6,1.0,53.6,,
20112012,Accountability,593030,Williamstown Independent,Williamstown Sr. High,High School,66.6,94,Distinguished,High Performing School,66.6,0.5,67.1,,
20112012,Accountability,595310,Wolfe County,Campton Elementary School,Elementary School,43.8,8,Needs Improvement,,43.8,1.0,44.8,,
20112012,Accountability,595205,Wolfe County,Red River Valley Elementary School,Elementary School,56.7,46,Needs Improvement,,56.7,1.0,57.7,,
20112012,Accountability,595220,Wolfe County,Rogers Elementary School,Elementary School,63.7,75,Proficient,,63.7,0.5,64.2,,
20112012,Accountability,595320,Wolfe County,Wolfe County High School,High School,57.5,66,Needs Improvement,,57.5,1.0,58.5,,
20112012,Accountability,595315,Wolfe County,Wolfe County Middle School,Middle School,53.0,46,Needs Improvement,,53.0,1.0,54.0,,
20112012,Accountability,601090,Woodford County,Huntertown Elementary School,Elementary School,65.0,79,Proficient,,65.0,0.5,65.5,,
20112012,Accountability,601120,Woodford County,Northside Elementary School,Elementary School,64.0,75,Proficient,,64.0,0.5,64.5,,
20112012,Accountability,601075,Woodford County,Simmons Elementary School,Elementary School,53.6,35,Needs Improvement,Focus School,53.6,1.0,54.6,,
20112012,Accountability,601050,Woodford County,Southside Elementary School,Elementary School,62.1,68,Needs Improvement,,62.1,1.0,63.1,,
20112012,Accountability,601084,Woodford County,Woodford County High School,High School,63.3,87,Proficient,,63.3,0.5,63.8,,
20112012,Accountability,601085,Woodford County,Woodford County Middle School,Middle School,55.1,54,Needs Improvement,Focus School,55.1,1.0,56.1,,
