SCH_YEAR,CATEGORY,SCH_CD,DIST_NAME,SCH_NAME,CONTENT_LEVEL,OVERALL_SCORE,KY_RANK,CLASSIFICATION,REWARD_RECOGNITION,BASE_YR_SCORE,GAIN_NEEDED,AMO_GOAL,NEXT_YR_SCORE,AMO_MET
20112012,Accountability,426080,Middlesboro Independent,Middlesboro High School,High School,54.7,51,Needs Improvement,,54.7,1.0,55.7,,
20112012,Accountability,426040,Middlesboro Independent,Middlesboro Middle School,Middle School,42.4,11,Needs Improvement,Focus School,42.4,1.0,43.4,,
20112012,Accountability,426030,Middlesboro Independent,West End Primary School,Elementary School,35.7,1,Needs Improvement,Focus School,35.7,1.0,36.7,,
20112012,Accountability,431150,Monroe County,Gamaliel Elementary,Elementary School,65.8,81,Proficient,,65.8,0.5,66.3,,
20112012,Accountability,431212,Monroe County,Joe Harrison Carter,Elementary School,53.2,33,Needs Improvement,,53.2,1.0,54.2,,
20112012,Accountability,431450,Monroe County,Monroe Co High,High School,62.4,84,Proficient,,62.4,0.5,62.9,,
20112012,Accountability,431160,Monroe County,Monroe Co Middle,Middle School,41.0,8,Needs Improvement,Focus School,41.0,1.0,42.0,,
20112012,Accountability,431440,Monroe County,Tompkinsville Elem,Elementary School,53.6,35,Needs Improvement,,53.6,1.0,54.6,,
20112012,Accountability,435010,Montgomery County,Camargo Elementary School,Elementary School,66.3,82,Proficient,,66.3,0.5,66.8,,
20112012,Accountability,435030,Montgomery County,Mapleton Elementary School,Elementary School,74.3,97,Distinguished,School of Distinction,74.3,0.5,74.8,,
20112012,Accountability,435070,Montgomery County,McNabb Middle School,Middle School,52.6,43,Needs Improvement,Focus School,52.6,1.0,53.6,,
20112012,Accountability,435040,Montgomery County,Montgomery County High School,High School,55.6,58,Needs Improvement,Focus School,55.6,1.0,56.6,,
20112012,Accountability,435050,Montgomery County,Mount Sterling Elementary School,Elementary School,63.0,72,Proficient,,63.0,0.5,63.5,,
20112012,Accountability,436020,Monticello Independent,Monticello Elementary School,Elementary School,49.8,22,Needs Improvement,,49.8,1.0,50.8,,
20112012,Accountability,436010,Monticello Independent,Monticello High School,High School,51.1,32,Needs Improvement,Priority School,51.1,1.0,52.1,,
20112012,Accountability,436015,Monticello Independent,Monticello Middle School,Middle School,48.5,26,Needs Improvement,,48.5,1.0,49.5,,
20112012,Accountability,441050,Morgan County,East Valley Elementary School,Elementary School,50.3,23,Needs Improvement,,50.3,1.0,51.3,,
20112012,Accountability,441090,Morgan County,Ezel Elementary School,Elementary School,60.5,61,Needs Improvement,,60.5,1.0,61.5,,
20112012,Accountability,441015,Morgan County,Morgan Central Elementary School,Elementary School,62.0,67,Needs Improvement,,62.0,1.0,63.0,,
20112012,Accountability,441150,Morgan County,Morgan County High School,High School,51.8,35,Needs Improvement,,51.8,1.0,52.8,,
20112012,Accountability,441140,Morgan County,Morgan County Middle School,Middle School,49.3,31,Needs Improvement,Focus School,49.3,1.0,50.3,,
20112012,Accountability,441018,Morgan County,West Liberty Elementary School,Elementary School,62.6,70,Proficient,,62.6,0.5,63.1,,
20112012,Accountability,445010,Muhlenberg County,Bremen Elementary School,Elementary School,63.0,72,Proficient,,63.0,0.5,63.5,,
20112012,Accountability,445030,Muhlenberg County,Central City Elementary,Elementary School,53.6,35,Needs Improvement,,53.6,1.0,54.6,,
20112012,Accountability,445040,Muhlenberg County,Greenville Elementary School,Elementary School,58.3,53,Needs Improvement,,58.3,1.0,59.3,,
20112012,Accountability,445115,Muhlenberg County,Longest Elementary,Elementary School,51.9,28,Needs Improvement,,51.9,1.0,52.9,,
20112012,Accountability,445175,Muhlenberg County,Muhlenberg County High School,High School,53.4,43,Needs Improvement,Focus School,53.4,1.0,54.4,,
20112012,Accountability,445150,Muhlenberg County,Muhlenberg North Middle,Middle School,51.5,38,Needs Improvement,,51.5,1.0,52.5,,
20112012,Accountability,445012,Muhlenberg County,Muhlenberg South Elementary,Elementary School,60.1,60,Needs Improvement,,60.1,1.0,61.1,,
20112012,Accountability,445045,Muhlenberg County,Muhlenberg South Middle School,Middle School,57.2,64,Needs Improvement,,57.2,1.0,58.2,,
20112012,Accountability,446020,Murray Independent,Murray Elementary School,Elementary School,85.2,99,Distinguished,School of Distinction,85.2,0.5,85.7,,
20112012,Accountability,446050,Murray Independent,Murray High School,High School,69.6,96,Distinguished,School of Distinction,69.6,0.5,70.1,,
20112012,Accountability,446030,Murray Independent,Murray Middle School,Elementary School,72.1,94,Distinguished,High Performing School,72.1,0.5,72.6,,
20112012,Accountability,446030,Murray Independent,Murray Middle School,Middle School,76.1,99,Distinguished,School of Distinction,76.1,0.5,76.6,,
20112012,Accountability,451013,Nelson County,Bloomfield Elementary School,Elementary School,62.0,67,Needs Improvement,,62.0,1.0,63.0,,
20112012,Accountability,451010,Nelson County,Bloomfield Middle School,Middle School,53.1,46,Needs Improvement,Focus School,53.1,1.0,54.1,,
20112012,Accountability,451030,Nelson County,Boston School,Elementary School,70.9,92,Distinguished,High Performing School,70.9,0.5,71.4,,
20112012,Accountability,451030,Nelson County,Boston School,Middle School,56.1,57,Needs Improvement,,56.1,1.0,57.1,,
20112012,Accountability,451050,Nelson County,Coxs Creek Elementary School,Elementary School,53.1,33,Needs Improvement,,53.1,1.0,54.1,,
20112012,Accountability,451070,Nelson County,Foster Heights Elementary School,Elementary School,57.4,49,Needs Improvement,,57.4,1.0,58.4,,
20112012,Accountability,451100,Nelson County,Nelson County High School,High School,50.1,25,Needs Improvement,Focus School,50.1,1.0,51.1,,
20112012,Accountability,451090,Nelson County,Old Kentucky Home Middle School,Middle School,52.3,40,Needs Improvement,,52.3,1.0,53.3,,
20112012,Accountability,451011,Nelson County,The New Haven School,Elementary School,57.5,49,Needs Improvement,,57.5,1.0,58.5,,
20112012,Accountability,451011,Nelson County,The New Haven School,Middle School,52.7,44,Needs Improvement,,52.7,1.0,53.7,,
20112012,Accountability,452070,Newport Independent,Newport High School,High School,48.2,20,Needs Improvement,Priority School,48.2,1.0,49.2,,
20112012,Accountability,452040,Newport Independent,Newport Intermediate School,Elementary School,37.8,2,Needs Improvement,Focus School,37.8,1.0,38.8,,
20112012,Accountability,452080,Newport Independent,Newport Middle School,Middle School,36.8,4,Needs Improvement,Focus School,36.8,1.0,37.8,,
20112012,Accountability,455020,Nicholas County,Nicholas County Elementary School,Elementary School,51.2,26,Needs Improvement,,51.2,1.0,52.2,,
20112012,Accountability,455030,Nicholas County,Nicholas County High School,Middle School,45.2,16,Needs Improvement,,45.2,1.0,46.2,,
20112012,Accountability,455030,Nicholas County,Nicholas County High School,High School,42.3,7,Needs Improvement,Focus School,42.3,1.0,43.3,,
20112012,Accountability,461010,Ohio County,Beaver Dam Elementary School,Elementary School,64.5,77,Proficient,,64.5,0.5,65.0,,
20112012,Accountability,461090,Ohio County,Fordsville Elementary School,Elementary School,57.1,48,Needs Improvement,,57.1,1.0,58.1,,
20112012,Accountability,461140,Ohio County,Horse Branch Elementary School,Elementary School,68.0,86,Proficient,,68.0,0.5,68.5,,
20112012,Accountability,461155,Ohio County,Ohio County High School,High School,54.2,47,Needs Improvement,,54.2,1.0,55.2,,
20112012,Accountability,461110,Ohio County,Ohio County Middle School,Middle School,60.2,76,Proficient,Focus School,60.2,0.5,60.7,,
20112012,Accountability,461170,Ohio County,Southern Elementary School,Elementary School,66.6,83,Proficient,,66.6,0.5,67.1,,
20112012,Accountability,461190,Ohio County,Wayland Alexander Elementary School,Elementary School,63.6,74,Proficient,,63.6,0.5,64.1,,
20112012,Accountability,461200,Ohio County,Western Elementary School,Elementary School,53.2,33,Needs Improvement,,53.2,1.0,54.2,,
20112012,Accountability,465007,Oldham County,Buckner Elementary School,Elementary School,70.7,91,Distinguished,High Performing School,70.7,0.5,71.2,,
20112012,Accountability,465005,Oldham County,Camden Station Elementary School,Elementary School,67.0,84,Proficient,,67.0,0.5,67.5,,
20112012,Accountability,465010,Oldham County,Centerfield Elementary School,Elementary School,60.4,60,Needs Improvement,,60.4,1.0,61.4,,
20112012,Accountability,465020,Oldham County,Crestwood Elementary School,Elementary School,61.2,64,Needs Improvement,,61.2,1.0,62.2,,
20112012,Accountability,465015,Oldham County,East Oldham Middle School,Middle School,66.9,93,Distinguished,High Performing School,66.9,0.5,67.4,,
20112012,Accountability,465025,Oldham County,Goshen At Hillcrest Elementary School,Elementary School,76.3,99,Distinguished,School of Distinction,76.3,0.5,76.8,,
20112012,Accountability,465014,Oldham County,Harmony Elementary School,Elementary School,73.2,95,Distinguished,School of Distinction,73.2,0.5,73.7,,
20112012,Accountability,465013,Oldham County,Kenwood Station Elementary School,Elementary School,62.1,68,Needs Improvement,,62.1,1.0,63.1,,
20112012,Accountability,465030,Oldham County,LaGrange Elementary School,Elementary School,56.1,43,Needs Improvement,,56.1,1.0,57.1,,
20112012,Accountability,465050,Oldham County,Liberty Elementary School,Elementary School,57.8,51,Needs Improvement,,57.8,1.0,58.8,,
20112012,Accountability,465028,Oldham County,Locust Grove Elementary School,Elementary School,65.0,79,Proficient,,65.0,0.5,65.5,,
20112012,Accountability,465012,Oldham County,North Oldham High School,High School,76.0,97,Distinguished,School of Distinction,76.0,0.5,76.5,,
20112012,Accountability,465350,Oldham County,North Oldham Middle School,Middle School,65.1,90,Distinguished,High Performing School,65.1,0.5,65.6,,
20112012,Accountability,465060,Oldham County,Oldham County High School,High School,67.8,95,Distinguished,School of Distinction,67.8,0.5,68.3,,
20112012,Accountability,465070,Oldham County,Oldham County Middle School,Middle School,56.1,57,Needs Improvement,,56.1,1.0,57.1,,
20112012,Accountability,465095,Oldham County,South Oldham High School,High School,68.9,96,Distinguished,Focus School,68.9,0.5,69.4,,
20112012,Accountability,465090,Oldham County,South Oldham Middle School,Middle School,68.2,95,Distinguished,School of Distinction,68.2,0.5,68.7,,
20112012,Accountability,471078,Owen County,Maurice Bowling Middle School,Middle School,48.6,28,Needs Improvement,,48.6,1.0,49.6,,
20112012,Accountability,471075,Owen County,Owen County Elementary School,Elementary School,56.0,42,Needs Improvement,,56.0,1.0,57.0,,
20112012,Accountability,471080,Owen County,Owen County High School,High School,53.7,45,Needs Improvement,,53.7,1.0,54.7,,
20112012,Accountability,472010,Owensboro Independent,Cravens Elementary School,Elementary School,55.4,40,Needs Improvement,,55.4,1.0,56.4,,
20112012,Accountability,472030,Owensboro Independent,Estes Elementary School,Elementary School,40.5,4,Needs Improvement,Focus School,40.5,1.0,41.5,,
20112012,Accountability,472060,Owensboro Independent,Foust Elementary School,Elementary School,46.0,11,Needs Improvement,,46.0,1.0,47.0,,
20112012,Accountability,472100,Owensboro Independent,Newton Parrish Elementary School,Elementary School,64.3,76,Proficient,,64.3,0.5,64.8,,
20112012,Accountability,472110,Owensboro Independent,Owensboro High School,High School,48.8,21,Needs Improvement,Focus School,48.8,1.0,49.8,,
20112012,Accountability,472108,Owensboro Independent,Owensboro Middle School North,Middle School,44.8,15,Needs Improvement,Focus School,44.8,1.0,45.8,,
20112012,Accountability,472102,Owensboro Independent,Owensboro Middle School South,Elementary School,36.3,1,Needs Improvement,Focus School,36.3,1.0,37.3,,
20112012,Accountability,472140,Owensboro Independent,Sutton Elementary School,Elementary School,62.4,69,Needs Improvement,,62.4,1.0,63.4,,
20112012,Accountability,475020,Owsley County,Owsley County Elementary School,Elementary School,44.4,9,Needs Improvement,,44.4,1.0,45.4,,
20112012,Accountability,475080,Owsley County,Owsley County High School,High School,49.6,23,Needs Improvement,,49.6,1.0,50.6,,
20112012,Accountability,475080,Owsley County,Owsley County High School,Middle School,47.0,21,Needs Improvement,,47.0,1.0,48.0,,
20112012,Accountability,476020,Paducah Independent,Clark Elementary School,Elementary School,68.4,87,Proficient,,68.4,0.5,68.9,,
20112012,Accountability,476080,Paducah Independent,McNabb Elementary School,Elementary School,45.5,10,Needs Improvement,Focus School,45.5,1.0,46.5,,
20112012,Accountability,476150,Paducah Independent,Morgan Elementary School,Elementary School,45.7,11,Needs Improvement,Focus School,45.7,1.0,46.7,,
20112012,Accountability,476010,Paducah Independent,Paducah Middle School,Middle School,50.1,33,Needs Improvement,Focus School,50.1,1.0,51.1,,
20112012,Accountability,476170,Paducah Independent,Paducah Tilghman High School,High School,50.7,28,Needs Improvement,,50.7,1.0,51.7,,
20112012,Accountability,477010,Paintsville Independent,Paintsville Elementary School,Elementary School,63.1,73,Proficient,,63.1,0.5,63.6,,
20112012,Accountability,477020,Paintsville Independent,Paintsville High School,High School,65.5,92,Distinguished,Focus School,65.5,0.5,66.0,,
20112012,Accountability,477020,Paintsville Independent,Paintsville High School,Middle School,59.7,73,Proficient,,59.7,0.5,60.2,,
20112012,Accountability,478010,Paris Independent,Paris Elementary School,Elementary School,48.0,17,Needs Improvement,,48.0,1.0,49.0,,
20112012,Accountability,478020,Paris Independent,Paris High School,High School,51.8,35,Needs Improvement,,51.8,1.0,52.8,,
20112012,Accountability,478030,Paris Independent,Paris Middle School,Middle School,38.8,7,Needs Improvement,Focus School,38.8,1.0,39.8,,
20112012,Accountability,481060,Pendleton County,Northern Elementary School,Elementary School,58.4,54,Needs Improvement,,58.4,1.0,59.4,,
20112012,Accountability,481070,Pendleton County,Pendleton County High School,High School,58.1,71,Proficient,,58.1,0.5,58.6,,
20112012,Accountability,481061,Pendleton County,Phillip Sharp Middle School,Middle School,55.4,55,Needs Improvement,,55.4,1.0,56.4,,
20112012,Accountability,481080,Pendleton County,Southern Elementary School,Elementary School,53.8,35,Needs Improvement,,53.8,1.0,54.8,,
20112012,Accountability,485750,Perry County,AB Combs Elementary School,Middle School,45.9,17,Needs Improvement,,45.9,1.0,46.9,,
20112012,Accountability,485750,Perry County,AB Combs Elementary School,Elementary School,52.7,32,Needs Improvement,,52.7,1.0,53.7,,
20112012,Accountability,485065,Perry County,Big Creek Elementary School,Middle School,52.1,40,Needs Improvement,,52.1,1.0,53.1,,
20112012,Accountability,485065,Perry County,Big Creek Elementary School,Elementary School,52.3,30,Needs Improvement,,52.3,1.0,53.3,,
20112012,Accountability,485130,Perry County,Buckhorn School,High School,46.4,14,Needs Improvement,,46.4,1.0,47.4,,
20112012,Accountability,485130,Perry County,Buckhorn School,Middle School,43.9,13,Needs Improvement,Focus School,43.9,1.0,44.9,,
20112012,Accountability,485130,Perry County,Buckhorn School,Elementary School,49.8,22,Needs Improvement,,49.8,1.0,50.8,,
20112012,Accountability,485150,Perry County,Chavies Elementary School,Elementary School,28.0,1,Needs Improvement,Focus School,28.0,1.0,29.0,,
20112012,Accountability,485150,Perry County,Chavies Elementary School,Middle School,37.4,4,Needs Improvement,Focus School,37.4,1.0,38.4,,
20112012,Accountability,485235,Perry County,Dennis C Wooton Elementary School,Elementary School,67.3,84,Proficient,,67.3,0.5,67.8,,
20112012,Accountability,485480,Perry County,Leatherwood Elementary School,Middle School,61.5,81,Proficient,,61.5,0.5,62.0,,
20112012,Accountability,485480,Perry County,Leatherwood Elementary School,Elementary School,57.1,48,Needs Improvement,,57.1,1.0,58.1,,
20112012,Accountability,485250,Perry County,Perry County Central High School,High School,41.3,5,Needs Improvement,Priority School,41.3,1.0,42.3,,
20112012,Accountability,485635,Perry County,Robert W Combs Elementary School,Elementary School,53.4,34,Needs Improvement,,53.4,1.0,54.4,,
20112012,Accountability,485635,Perry County,Robert W Combs Elementary School,Middle School,44.5,14,Needs Improvement,,44.5,1.0,45.5,,
20112012,Accountability,485640,Perry County,Robinson Elementary School,Elementary School,55.5,41,Needs Improvement,,55.5,1.0,56.5,,
20112012,Accountability,485640,Perry County,Robinson Elementary School,Middle School,59.4,72,Proficient,,59.4,0.5,59.9,,
20112012,Accountability,485890,Perry County,Viper Elementary School,Elementary School,46.2,12,Needs Improvement,,46.2,1.0,47.2,,
20112012,Accountability,485890,Perry County,Viper Elementary School,Middle School,41.9,10,Needs Improvement,,41.9,1.0,42.9,,
20112012,Accountability,485895,Perry County,Willard Elementary School,Elementary School,47.1,15,Needs Improvement,,47.1,1.0,48.1,,
20112012,Accountability,485895,Perry County,Willard Elementary School,Middle School,33.6,2,Needs Improvement,Focus School,33.6,1.0,34.6,,
20112012,Accountability,491090,Pike County,Belfry High School,High School,47.5,17,Needs Improvement,Focus School,47.5,1.0,48.5,,
20112012,Accountability,491058,Pike County,Belfry Middle School,Middle School,45.9,17,Needs Improvement,,45.9,1.0,46.9,,
20112012,Accountability,491130,Pike County,Bevins Elementary School,Elementary School,54.9,39,Needs Improvement,,54.9,1.0,55.9,,
20112012,Accountability,491160,Pike County,Blackberry Elementary School,Elementary School,49.4,21,Needs Improvement,,49.4,1.0,50.4,,
20112012,Accountability,491250,Pike County,Dorton Elementary School,Middle School,52.5,42,Needs Improvement,,52.5,1.0,53.5,,
20112012,Accountability,491250,Pike County,Dorton Elementary School,Elementary School,68.6,87,Proficient,,68.6,0.5,69.1,,
20112012,Accountability,491054,Pike County,East Ridge High School,High School,42.2,6,Needs Improvement,,42.2,1.0,43.2,,
20112012,Accountability,491300,Pike County,Elkhorn City Elementary School,Middle School,35.0,2,Needs Improvement,,35.0,1.0,36.0,,
20112012,Accountability,491300,Pike County,Elkhorn City Elementary School,Elementary School,32.7,1,Needs Improvement,Focus School,32.7,1.0,33.7,,
20112012,Accountability,491057,Pike County,Feds Creek Elementary School,Elementary School,47.1,15,Needs Improvement,,47.1,1.0,48.1,,
20112012,Accountability,491057,Pike County,Feds Creek Elementary School,Middle School,52.8,45,Needs Improvement,,52.8,1.0,53.8,,
20112012,Accountability,491620,Pike County,Johns Creek Elementary School,Middle School,47.7,23,Needs Improvement,,47.7,1.0,48.7,,
20112012,Accountability,491620,Pike County,Johns Creek Elementary School,Elementary School,52.2,30,Needs Improvement,,52.2,1.0,53.2,,
20112012,Accountability,491650,Pike County,Kimper Elementary School,Middle School,44.7,14,Needs Improvement,,44.7,1.0,45.7,,
20112012,Accountability,491650,Pike County,Kimper Elementary School,Elementary School,51.9,28,Needs Improvement,,51.9,1.0,52.9,,
20112012,Accountability,491407,Pike County,Majestic Knox Creek Elementary School,Elementary School,42.6,6,Needs Improvement,,42.6,1.0,43.6,,
20112012,Accountability,491059,Pike County,Millard School,Elementary School,51.3,26,Needs Improvement,,51.3,1.0,52.3,,
20112012,Accountability,491059,Pike County,Millard School,Middle School,49.1,29,Needs Improvement,,49.1,1.0,50.1,,
20112012,Accountability,491950,Pike County,Mullins Elementary School,Middle School,57.6,65,Needs Improvement,,57.6,1.0,58.6,,
20112012,Accountability,491950,Pike County,Mullins Elementary School,Elementary School,56.3,44,Needs Improvement,,56.3,1.0,57.3,,
20112012,Accountability,491952,Pike County,Phelps Elementary School,Elementary School,47.8,16,Needs Improvement,,47.8,1.0,48.8,,
20112012,Accountability,491954,Pike County,Phelps High School,High School,41.1,4,Needs Improvement,,41.1,1.0,42.1,,
20112012,Accountability,491954,Pike County,Phelps High School,Middle School,41.5,9,Needs Improvement,,41.5,1.0,42.5,,
20112012,Accountability,491190,Pike County,Pike County Central High School,High School,54.5,49,Needs Improvement,,54.5,1.0,55.5,,
20112012,Accountability,491980,Pike County,Shelby Valley High School,High School,51.5,33,Needs Improvement,,51.5,1.0,52.5,,
20112012,Accountability,491051,Pike County,Southside Elementary School,Elementary School,49.8,22,Needs Improvement,,49.8,1.0,50.8,,
20112012,Accountability,491060,Pike County,Virgie School,Elementary School,65.5,80,Proficient,,65.5,0.5,66.0,,
20112012,Accountability,491060,Pike County,Virgie School,Middle School,64.7,89,Proficient,,64.7,0.5,65.2,,
20112012,Accountability,492020,Pikeville Independent,Pikeville Elementary School,Elementary School,69.5,89,Proficient,,69.5,0.5,70.0,,
20112012,Accountability,492030,Pikeville Independent,Pikeville High School,Middle School,62.7,85,Proficient,,62.7,0.5,63.2,,
20112012,Accountability,492030,Pikeville Independent,Pikeville High School,High School,65.4,91,Distinguished,High Performing School,65.4,0.5,65.9,,
20112012,Accountability,493010,Pineville Independent,Pineville Elementary School,Elementary School,48.3,18,Needs Improvement,,48.3,1.0,49.3,,
20112012,Accountability,493020,Pineville Independent,Pineville High School,High School,49.7,24,Needs Improvement,,49.7,1.0,50.7,,
20112012,Accountability,493020,Pineville Independent,Pineville High School,Middle School,54.3,50,Needs Improvement,,54.3,1.0,55.3,,
20112012,Accountability,495010,Powell County,Bowen Elementary School,Elementary School,56.8,46,Needs Improvement,,56.8,1.0,57.8,,
20112012,Accountability,495020,Powell County,Clay City Elementary School,Elementary School,54.5,37,Needs Improvement,Focus School,54.5,1.0,55.5,,
20112012,Accountability,495040,Powell County,Powell County High School,High School,48.5,20,Needs Improvement,Focus School,48.5,1.0,49.5,,
20112012,Accountability,495015,Powell County,Powell County Middle School,Middle School,50.3,34,Needs Improvement,,50.3,1.0,51.3,,
20112012,Accountability,495060,Powell County,Stanton Elementary School,Elementary School,55.2,40,Needs Improvement,,55.2,1.0,56.2,,
20112012,Accountability,501070,Pulaski County,Burnside Elementary School,Elementary School,66.5,83,Proficient,,66.5,0.5,67.0,,
20112012,Accountability,501180,Pulaski County,Eubank Elementary School,Elementary School,66.6,83,Proficient,,66.6,0.5,67.1,,
20112012,Accountability,501280,Pulaski County,Nancy Elementary School,Elementary School,71.0,92,Distinguished,High Performing School,71.0,0.5,71.5,,
20112012,Accountability,501560,Pulaski County,Northern Elementary School,Elementary School,74.3,97,Distinguished,School of Distinction,74.3,0.5,74.8,,
20112012,Accountability,501395,Pulaski County,Northern Middle School,Middle School,56.8,61,Needs Improvement,,56.8,1.0,57.8,,
20112012,Accountability,501420,Pulaski County,Oak Hill Elementary School,Elementary School,69.7,89,Proficient,,69.7,0.5,70.2,,
20112012,Accountability,501380,Pulaski County,Pulaski County High School,High School,61.6,82,Proficient,Priority School,61.6,0.5,62.1,,
20112012,Accountability,501385,Pulaski County,Pulaski Elementary School,Elementary School,69.6,89,Proficient,,69.6,0.5,70.1,,
20112012,Accountability,501440,Pulaski County,Shopville Elementary School,Elementary School,73.6,96,Distinguished,School of Distinction,73.6,0.5,74.1,,
20112012,Accountability,501570,Pulaski County,Southern Elementary School,Elementary School,72.3,94,Distinguished,High Performing School,72.3,0.5,72.8,,
20112012,Accountability,501390,Pulaski County,Southern Middle School,Middle School,55.9,56,Needs Improvement,Focus School,55.9,1.0,56.9,,
20112012,Accountability,501400,Pulaski County,Southwestern High School,High School,65.1,90,Distinguished,Focus School,65.1,0.5,65.6,,
20112012,Accountability,502010,Raceland-Worthington Independent,Campbell Elementary School,Elementary School,53.6,35,Needs Improvement,,53.6,1.0,54.6,,
20112012,Accountability,502020,Raceland-Worthington Independent,Raceland-Worthington High School,High School,54.2,47,Needs Improvement,,54.2,1.0,55.2,,
20112012,Accountability,502020,Raceland-Worthington Independent,Raceland-Worthington High School,Middle School,52.8,45,Needs Improvement,,52.8,1.0,53.8,,
20112012,Accountability,502030,Raceland-Worthington Independent,Worthington Elementary School,Elementary School,59.9,59,Needs Improvement,,59.9,1.0,60.9,,
20112012,Accountability,505010,Robertson County,Deming School,High School,45.6,12,Needs Improvement,Focus School,45.6,1.0,46.6,,
20112012,Accountability,505010,Robertson County,Deming School,Elementary School,38.5,2,Needs Improvement,Focus School,38.5,1.0,39.5,,
20112012,Accountability,505010,Robertson County,Deming School,Middle School,38.8,7,Needs Improvement,Focus School,38.8,1.0,39.8,,
20112012,Accountability,511020,Rockcastle County,Brodhead Elementary School,Elementary School,54.8,39,Needs Improvement,,54.8,1.0,55.8,,
20112012,Accountability,511170,Rockcastle County,Mt. Vernon Elementary,Elementary School,49.9,22,Needs Improvement,,49.9,1.0,50.9,,
20112012,Accountability,511310,Rockcastle County,Rockcastle County High School,High School,54.5,49,Needs Improvement,Focus School,54.5,1.0,55.5,,
20112012,Accountability,511100,Rockcastle County,Rockcastle County Middle School,Middle School,54.8,53,Needs Improvement,,54.8,1.0,55.8,,
20112012,Accountability,511320,Rockcastle County,Roundstone Elementary School,Elementary School,62.5,70,Proficient,,62.5,0.5,63.0,,
20112012,Accountability,515040,Rowan County,Clearfield Elementary School,Elementary School,55.7,41,Needs Improvement,,55.7,1.0,56.7,,
20112012,Accountability,515043,Rowan County,McBrayer Elementary School,Elementary School,57.4,49,Needs Improvement,Focus School,57.4,1.0,58.4,,
20112012,Accountability,515250,Rowan County,Rodburn Elementary School,Elementary School,54.2,36,Needs Improvement,,54.2,1.0,55.2,,
20112012,Accountability,515210,Rowan County,Rowan County Middle School,Middle School,50.4,35,Needs Improvement,Focus School,50.4,1.0,51.4,,
20112012,Accountability,515180,Rowan County,Rowan County Senior High School,High School,54.9,53,Needs Improvement,Focus School,54.9,1.0,55.9,,
20112012,Accountability,515200,Rowan County,Tilden Hogge Elementary School,Elementary School,47.2,15,Needs Improvement,Focus School,47.2,1.0,48.2,,
20112012,Accountability,521140,Russell County,Jamestown Elementary School,Elementary School,66.1,82,Proficient,,66.1,0.5,66.6,,
20112012,Accountability,521240,Russell County,Russell County High School,High School,56.4,61,Needs Improvement,Focus School,56.4,1.0,57.4,,
20112012,Accountability,521260,Russell County,Russell County Middle School,Middle School,58.0,67,Needs Improvement,Focus School,58.0,1.0,59.0,,
20112012,Accountability,521230,Russell County,Russell Springs Elementary School,Elementary School,59.2,56,Needs Improvement,,59.2,1.0,60.2,,
20112012,Accountability,521250,Russell County,Salem Elementary School,Elementary School,65.8,81,Proficient,,65.8,0.5,66.3,,
20112012,Accountability,521290,Russell County,Union Chapel Elementary School,Elementary School,58.7,55,Needs Improvement,,58.7,1.0,59.7,,
20112012,Accountability,522050,Russell Independent,Russell High School,High School,64.0,88,Proficient,,64.0,0.5,64.5,,
20112012,Accountability,522060,Russell Independent,Russell Middle School,Middle School,64.9,90,Distinguished,High Performing School,64.9,0.5,65.4,,
20112012,Accountability,522011,Russell Independent,Russell Primary School,Elementary School,67.6,85,Proficient,,67.6,0.5,68.1,,
20112012,Accountability,522030,Russell Independent,Russell-McDowell Intermediate School,Elementary School,62.5,70,Proficient,,62.5,0.5,63.0,,
20112012,Accountability,523025,Russellville Independent,R E Stevenson Elementary School,Elementary School,40.2,4,Needs Improvement,Focus School,40.2,1.0,41.2,,
20112012,Accountability,523030,Russellville Independent,Russellville Junior/Senior High School,Middle School,44.4,14,Needs Improvement,Focus School,44.4,1.0,45.4,,
20112012,Accountability,523030,Russellville Independent,Russellville Junior/Senior High School,High School,47.9,18,Needs Improvement,,47.9,1.0,48.9,,
20112012,Accountability,524010,Science Hill Independent,Science Hill Elementary School,Middle School,64.0,87,Proficient,,64.0,0.5,64.5,,
20112012,Accountability,524010,Science Hill Independent,Science Hill Elementary School,Elementary School,66.1,82,Proficient,,66.1,0.5,66.6,,
20112012,Accountability,525012,Scott County,Anne Mason Elementary School,Elementary School,60.6,61,Needs Improvement,,60.6,1.0,61.6,,
20112012,Accountability,525010,Scott County,Eastern Elementary School,Elementary School,73.2,95,Distinguished,School of Distinction,73.2,0.5,73.7,,
20112012,Accountability,525015,Scott County,Garth Elementary School,Elementary School,63.8,75,Proficient,,63.8,0.5,64.3,,
20112012,Accountability,525018,Scott County,Georgetown Middle School,Middle School,42.3,10,Needs Improvement,Focus School,42.3,1.0,43.3,,
20112012,Accountability,525035,Scott County,Northern Elementary School,Elementary School,72.0,93,Distinguished,High Performing School,72.0,0.5,72.5,,
20112012,Accountability,525013,Scott County,Royal Spring Middle School,Middle School,66.9,93,Distinguished,High Performing School,66.9,0.5,67.4,,
20112012,Accountability,525040,Scott County,Scott County High School,High School,57.4,65,Needs Improvement,,57.4,1.0,58.4,,
20112012,Accountability,525060,Scott County,Scott County Middle School,Middle School,54.3,50,Needs Improvement,Focus School,54.3,1.0,55.3,,
20112012,Accountability,525070,Scott County,Southern Elementary School,Elementary School,56.2,43,Needs Improvement,,56.2,1.0,57.2,,
