SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,SCHOOL TYPE,LEVEL,FEDERAL CLASSIFICATION,READING_MATH INDICATOR RATE,READING_MATH INDICATOR RATING,SCIENCE_SOCIAL STUDIES_COMBINED WRITING INDICATOR RATE,SCIENCE_SOCIAL STUDIES_COMBINED WRITING INDICATOR RATING,GRADUATION RATE INDICATOR,GRADUATION RATING INDICATOR,REASON FOR FEDERAL CLASSIFICATION,FEEDER SCHOOL,OVERALL INDICATOR RATE,OVERALL INDICATOR RATING,ENGLISH LEARNERS PROGRESS INDICATOR RATE,ENGLISH LEARNERS PROGRESS INDICATOR RATING,QUALITY OF SCHOOL CLIMATE AND SAFETY INDICATOR RATE,QUALITY OF SCHOOL CLIMATE AND SAFETY INDICATOR RATING,POSTSECONDARY INDICATOR RATE,POSTSECONDARY INDICATOR RATING
20212022,008,BOONE,035,Boone County,012,Thornwilde Elementary School,035012,008035012,210051002290,NKCES,905,A1,ES,"",85.1,5,81.4,5,"","","","",83.2,5,"","",77.6,4,"",""
20212022,008,BOONE,035,Boone County,015,Randall K. Cooper High School,035015,008035015,210051002206,NKCES,905,A1,HS,"",71.8,4,61.7,4,95.2,4,"","",72.3,4,"","",65.7,4,78.7,3
20212022,008,BOONE,035,Boone County,017,Longbranch Elementary School,035017,008035017,210051002245,NKCES,905,A1,ES,"",87.6,5,73.0,4,"","","","",81.1,5,"","",78.2,4,"",""
20212022,008,BOONE,035,Boone County,018,Steeplechase Elementary School,035018,008035018,"",NKCES,905,A1,ES,TSI,64.4,3,60.8,3,"","",Disability,"",62.8,3,53.3,3,74.7,3,"",""
20212022,008,BOONE,035,Boone County,020,Rector A. Jones Middle School,035020,008035020,210051000080,NKCES,905,A1,MS,TSI,38.3,2,35.7,2,"","",African American; Hispanic; English Learners plus Monitored; Disability,"",37.3,2,21.9,2,62.8,2,"",""
20212022,008,BOONE,035,Boone County,025,Ballyshannon Middle School,035025,008035025,210051002460,NKCES,905,A1,MS,TSI,72.4,4,60.6,4,"","",Disability,"",66.7,4,"","",70.4,4,"",""
20212022,008,BOONE,035,Boone County,030,Boone County High School,035030,008035030,210051000081,NKCES,905,A1,HS,TSI,55.7,3,46.7,2,92.8,3,African American; English Learners plus Monitored; Disability,"",57.2,2,23.8,2,62.5,3,67.8,2
20212022,008,BOONE,035,Boone County,040,Burlington Elementary School,035040,008035040,210051000082,NKCES,905,A1,ES,TSI,75.3,4,61.5,3,"","",Disability,"",69.5,4,"","",74.4,3,"",""
20212022,008,BOONE,035,Boone County,041,Charles H. Kelly Elementary School,035041,008035041,210051001519,NKCES,905,A1,ES,"",76.4,4,72.2,4,"","","","",74.8,4,"","",81.4,4,"",""
20212022,008,BOONE,035,Boone County,043,Conner Middle School,035043,008035043,210051000083,NKCES,905,A1,MS,TSI,83.3,5,74.7,5,"","",Disability,"",78.7,5,"","",70.6,4,"",""
20212022,008,BOONE,035,Boone County,045,Conner High School,035045,008035045,210051000084,NKCES,905,A1,HS,TSI,67.7,4,57.1,4,97.6,4,Disability,"",72.2,4,"","",65.2,4,91.2,4
20212022,008,BOONE,035,Boone County,050,Florence Elementary School,035050,008035050,210051000085,NKCES,905,A1,ES,"",60.5,3,52.6,3,"","","","",58.0,3,60.8,4,76.1,3,"",""
20212022,008,BOONE,035,Boone County,055,Chester Goodridge Elementary School,035055,008035055,210051000086,NKCES,905,A1,ES,TSI,70.8,4,52.9,3,"","",Disability,"",63.3,3,"","",71.7,2,"",""
20212022,008,BOONE,035,Boone County,065,Hillard Collins Elementary School,035065,008035065,210051001608,NKCES,905,A1,ES,"",54.7,3,54.6,3,"","","","",55.8,3,61.1,4,75.9,3,"",""
20212022,008,BOONE,035,Boone County,071,Larry A. Ryle High School,035071,008035071,210051000011,NKCES,905,A1,HS,TSI,71.2,4,55.8,4,94.6,3,Disability,"",69.7,4,27.8,3,67.2,4,83.9,3
20212022,008,BOONE,035,Boone County,075,Gray Middle School,035075,008035075,210051000638,NKCES,905,A1,MS,TSI,83.3,5,71.6,5,"","",Disability,"",77.3,5,"","",71.9,4,"",""
20212022,008,BOONE,035,Boone County,080,New Haven Elementary School,035080,008035080,210051000088,NKCES,905,A1,ES,"",87.9,5,75.2,4,"","","","",82.3,5,"","",82.2,5,"",""
20212022,008,BOONE,035,Boone County,081,Ockerman Elementary School,035081,008035081,210051000089,NKCES,905,A1,ES,TSI,56.0,3,45.9,2,"","",Disability,"",52.7,2,56.7,3,73.2,2,"",""
20212022,008,BOONE,035,Boone County,083,Stephens Elementary School,035083,008035083,210051001695,NKCES,905,A1,ES,"",70.8,4,54.3,3,"","","","",62.7,3,37.4,2,74.9,3,"",""
20212022,008,BOONE,035,Boone County,085,Ockerman Middle School,035085,008035085,210051000090,NKCES,905,A1,MS,TSI,64.0,3,56.9,3,"","",English Learners plus Monitored; Disability,"",59.1,3,29.0,3,64.3,3,"",""
20212022,009,BOURBON,041,Bourbon County,"",---District Total---,041,"","",CKEC,901,"",ES,"",53.0,2,51.4,3,"","","","",53.1,3,50.7,3,75.1,3,"",""
20212022,009,BOURBON,041,Bourbon County,"",---District Total---,041,"","",CKEC,901,"",HS,"",62.1,3,41.4,2,96.7,4,"","",61.9,3,"","",58.6,2,72.1,2
20212022,009,BOURBON,041,Bourbon County,"",---District Total---,041,"","",CKEC,901,"",MS,"",48.8,2,54.4,3,"","","","",52.1,3,"","",63.6,2,"",""
20212022,009,BOURBON,041,Bourbon County,010,Bourbon Central Elementary School,041010,009041010,210054001576,CKEC,901,A1,ES,"",52.5,2,51.5,3,"","","","",52.8,2,49.1,3,73.4,2,"",""
20212022,009,BOURBON,041,Bourbon County,030,Cane Ridge Elementary School,041030,009041030,210054000024,CKEC,901,A1,ES,TSI,55.9,3,50.2,3,"","",Disability,"",54.3,3,"","",75.6,3,"",""
20212022,009,BOURBON,041,Bourbon County,090,North Middletown Elementary School,041090,009041090,210054000096,CKEC,901,A1,ES,"",47.5,2,54.8,3,"","","","",51.9,2,"","",79.2,4,"",""
20212022,009,BOURBON,041,Bourbon County,110,Bourbon County High School,041110,009041110,210054000098,CKEC,901,A1,HS,"",62.1,3,41.4,2,96.7,4,"","",61.9,3,"","",58.6,2,72.1,2
20212022,009,BOURBON,041,Bourbon County,120,Bourbon County Middle School,041120,009041120,210054000099,CKEC,901,A1,MS,TSI,48.8,2,54.4,3,"","",English Learners plus Monitored; Disability,"",52.1,3,"","",63.6,2,"",""
20212022,114,WARREN,042,Bowling Green Independent,"",---District Total---,042,"","",GRREC,902,"",ES,"",61.6,3,63.4,3,"","","","",62.6,3,54.0,3,78.1,4,"",""
20212022,114,WARREN,042,Bowling Green Independent,"",---District Total---,042,"","",GRREC,902,"",HS,"",61.9,3,46.7,2,97.7,4,"","",62.8,3,21.0,2,63.1,3,80.9,3
20212022,114,WARREN,042,Bowling Green Independent,"",---District Total---,042,"","",GRREC,902,"",MS,"",65.9,4,60.7,4,"","","","",61.5,3,23.8,2,67.0,3,"",""
20212022,114,WARREN,042,Bowling Green Independent,010,Dishman McGinnis Elementary School,042010,114042010,210057000100,GRREC,902,A1,ES,TSI,46.9,2,48.6,2,"","",Disability,"",49.7,2,62.5,4,79.4,4,"",""
20212022,114,WARREN,042,Bowling Green Independent,057,Parker-Bennett-Curry School,042057,114042057,210057000102,GRREC,902,A1,ES,TSI,40.2,2,39.3,2,"","",African American,"",41.5,2,46.3,2,75.1,3,"",""
20212022,114,WARREN,042,Bowling Green Independent,060,Potter Gray Elementary,042060,114042060,210057000103,GRREC,902,A1,ES,"",83.9,5,74.5,4,"","","","",79.7,5,"","",78.9,4,"",""
20212022,114,WARREN,042,Bowling Green Independent,065,Bowling Green Junior High,042065,114042065,210057000104,GRREC,902,A1,MS,TSI,65.9,4,60.8,4,"","",Disability,"",61.5,3,23.8,2,67.0,3,"",""
20212022,114,WARREN,042,Bowling Green Independent,070,Bowling Green High School,042070,114042070,210057000105,GRREC,902,A1,HS,TSI,62.6,3,47.7,3,98.9,5,African American; English Learners plus Monitored,"",63.8,3,21.5,2,63.3,3,82.9,3
20212022,114,WARREN,042,Bowling Green Independent,080,T C Cherry Elementary School,042080,114042080,210057000106,GRREC,902,A1,ES,"",54.9,3,62.3,3,"","","","",59.4,3,67.3,5,78.8,4,"",""
20212022,114,WARREN,042,Bowling Green Independent,090,W R McNeill Elementary School,042090,114042090,210057000107,GRREC,902,A1,ES,"",72.8,4,84.2,5,"","","","",76.6,4,53.5,3,78.2,4,"",""
20212022,010,BOYD,045,Boyd County,"",---District Total---,045,"","",KEDC,903,"",ES,"",57.7,3,56.9,3,"","","","",58.2,3,"","",78.4,4,"",""
20212022,010,BOYD,045,Boyd County,"",---District Total---,045,"","",KEDC,903,"",HS,"",52.3,2,42.7,2,92.7,3,"","",61.8,3,"","",58.5,2,93.5,4
20212022,010,BOYD,045,Boyd County,"",---District Total---,045,"","",KEDC,903,"",MS,"",47.4,2,48.7,3,"","","","",48.9,2,"","",69.2,4,"",""
20212022,010,BOYD,045,Boyd County,010,Boyd County High School,045010,010045010,210062000108,KEDC,903,A1,HS,TSI,53.2,3,43.1,2,94.3,3,Disability,"",62.7,3,"","",58.4,2,94.9,4
20212022,010,BOYD,045,Boyd County,020,Cannonsburg Elementary School,045020,010045020,210062000109,KEDC,903,A1,ES,"",44.8,2,44.2,2,"","","","",46.0,2,"","",78.5,4,"",""
20212022,010,BOYD,045,Boyd County,035,Boyd County Middle School,045035,010045035,210062000112,KEDC,903,A1,MS,TSI,47.4,2,48.7,3,"","",Disability,"",48.9,2,"","",69.2,4,"",""
20212022,010,BOYD,045,Boyd County,080,Summit Elementary School,045080,010045080,210062000117,KEDC,903,A1,ES,"",54.2,3,60.4,3,"","","","",57.8,3,"","",78.8,4,"",""
20212022,010,BOYD,045,Boyd County,095,Catlettsburg Elementary School,045095,010045095,210062000118,KEDC,903,A1,ES,"",56.9,3,54.6,3,"","","","",56.9,3,"","",79.0,4,"",""
20212022,010,BOYD,045,Boyd County,097,Ponderosa Elementary School,045097,010045097,210062000030,KEDC,903,A1,ES,"",73.9,4,63.8,3,"","","","",69.8,4,"","",77.6,4,"",""
20212022,011,BOYLE,051,Boyle County,"",---District Total---,051,"","",CKEC,901,"",ES,"",82.0,5,80.5,5,"","","","",81.3,5,"","",80.0,4,"",""
20212022,011,BOYLE,051,Boyle County,"",---District Total---,051,"","",CKEC,901,"",HS,"",82.1,5,68.9,5,95.2,4,"","",81.3,5,"","",67.8,4,90.5,4
20212022,011,BOYLE,051,Boyle County,"",---District Total---,051,"","",CKEC,901,"",MS,"",73.5,5,65.5,4,"","","","",69.5,4,"","",68.8,4,"",""
20212022,011,BOYLE,051,Boyle County,003,Boyle County Middle School,051003,011051003,210063000119,CKEC,901,A1,MS,"",73.5,5,65.5,4,"","","","",69.5,4,"","",68.8,4,"",""
20212022,011,BOYLE,051,Boyle County,005,Boyle County High School,051005,011051005,210063000120,CKEC,901,A1,HS,"",82.1,5,68.9,5,95.2,4,"","",81.3,5,"","",67.8,4,90.5,4
20212022,011,BOYLE,051,Boyle County,040,Junction City Elementary School,051040,011051040,210063000121,CKEC,901,A1,ES,"",78.7,4,75.5,4,"","","","",77.3,4,"","",78.5,4,"",""
20212022,011,BOYLE,051,Boyle County,050,Woodlawn Elementary School,051050,011051050,210063000122,CKEC,901,A1,ES,"",82.2,5,82.0,5,"","","","",82.0,5,"","",79.3,4,"",""
20212022,011,BOYLE,051,Boyle County,080,Perryville Elementary School,051080,011051080,210063000124,CKEC,901,A1,ES,"",85.8,5,83.7,5,"","","","",84.8,5,"","",83.5,5,"",""
20212022,012,BRACKEN,055,Bracken County,"",---District Total---,055,"","",NKCES,905,"",ES,"",51.7,2,53.0,3,"","","","",53.4,3,"","",79.0,4,"",""
20212022,012,BRACKEN,055,Bracken County,"",---District Total---,055,"","",NKCES,905,"",HS,"",42.2,2,44.4,2,90.6,2,"","",58.6,2,"","",59.2,3,100.0,5
20212022,012,BRACKEN,055,Bracken County,"",---District Total---,055,"","",NKCES,905,"",MS,"",62.5,3,58.9,3,"","","","",61.0,3,"","",67.7,3,"",""
20212022,012,BRACKEN,055,Bracken County,010,Bracken County High School,055010,012055010,210066000125,NKCES,905,A1,HS,"",42.2,2,44.4,2,90.6,2,"","",58.6,2,"","",59.2,3,100.0,5
20212022,012,BRACKEN,055,Bracken County,050,Taylor Elementary School,055050,012055050,210066000128,NKCES,905,A1,ES,TSI,51.7,2,53.0,3,"","",Disability,"",53.4,3,"","",79.0,4,"",""
20212022,012,BRACKEN,055,Bracken County,060,Bracken County Middle School,055060,012055060,210066001560,NKCES,905,A1,MS,"",62.5,3,58.9,3,"","","","",61.0,3,"","",67.7,3,"",""
20212022,013,BREATHITT,061,Breathitt County,"",---District Total---,061,"","",KVEC,904,"",ES,"",48.4,2,53.3,3,"","","","",51.7,2,"","",78.4,4,"",""
20212022,013,BREATHITT,061,Breathitt County,"",---District Total---,061,"","",KVEC,904,"",HS,"",46.8,2,43.3,2,91.0,2,"","",58.2,2,"","",59.1,3,88.6,4
20212022,013,BREATHITT,061,Breathitt County,"",---District Total---,061,"","",KVEC,904,"",MS,"",48.0,2,37.5,2,"","","","",43.8,2,"","",66.6,3,"",""
20212022,013,BREATHITT,061,Breathitt County,030,Highland-Turner Elementary School,061030,013061030,210069001659,KVEC,904,A1,ES,"",72.4,4,75.1,4,"","","","",74.0,4,"","",82.4,5,"",""
20212022,013,BREATHITT,061,Breathitt County,060,Breathitt County High School,061060,013061060,210069000129,KVEC,904,A1,HS,"",46.8,2,43.7,2,91.0,2,"","",58.4,2,"","",59.1,3,89.3,4
20212022,013,BREATHITT,061,Breathitt County,060,Breathitt County High School,061060,013061060,210069000129,KVEC,904,A1,MS,"",46.9,2,37.5,2,"","","","",43.1,2,"","",62.7,2,"",""
20212022,013,BREATHITT,061,Breathitt County,150,Sebastian Elementary School,061150,013061150,210069000132,KVEC,904,A1,ES,TSI,44.2,2,44.5,2,"","",Disability,"",45.6,2,"","",75.1,3,"",""
20212022,013,BREATHITT,061,Breathitt County,185,Marie Roberts-Caney Elementary School,061185,013061185,210069000133,KVEC,904,A1,ES,"",42.8,2,56.4,3,"","","","",50.0,2,"","",77.2,4,"",""
20212022,014,BRECKINRIDGE,065,Breckinridge County,"",---District Total---,065,"","",GRREC,902,"",ES,"",63.1,3,58.7,3,"","","","",61.9,3,"","",78.2,4,"",""
20212022,014,BRECKINRIDGE,065,Breckinridge County,"",---District Total---,065,"","",GRREC,902,"",HS,"",60.4,3,51.7,3,91.8,2,"","",63.5,3,"","",58.5,2,75.0,2
20212022,014,BRECKINRIDGE,065,Breckinridge County,"",---District Total---,065,"","",GRREC,902,"",MS,"",60.6,3,54.0,3,"","","","",57.7,3,"","",66.3,3,"",""
20212022,014,BRECKINRIDGE,065,Breckinridge County,010,Breckinridge County High School,065010,014065010,210072000137,GRREC,902,A1,HS,"",60.4,3,51.7,3,91.8,2,"","",63.5,3,"","",58.5,2,75.0,2
20212022,014,BRECKINRIDGE,065,Breckinridge County,020,Hardinsburg Elementary School,065020,014065020,210072000138,GRREC,902,A1,ES,"",72.6,4,63.5,3,"","","","",69.0,4,"","",78.1,4,"",""
20212022,014,BRECKINRIDGE,065,Breckinridge County,030,Ben Johnson Elementary School,065030,014065030,210072000139,GRREC,902,A1,ES,"",40.5,2,53.0,3,"","","","",47.2,2,"","",75.6,3,"",""
20212022,014,BRECKINRIDGE,065,Breckinridge County,040,Custer Elementary School,065040,014065040,210072000140,GRREC,902,A1,ES,"",58.2,3,54.0,3,"","","","",57.2,3,"","",77.6,4,"",""
20212022,014,BRECKINRIDGE,065,Breckinridge County,050,Irvington Elementary School,065050,014065050,210072000141,GRREC,902,A1,ES,"",70.0,4,59.0,3,"","","","",65.8,3,"","",80.6,4,"",""
20212022,014,BRECKINRIDGE,065,Breckinridge County,100,Breckinridge County Middle School,065100,014065100,210072001304,GRREC,902,A1,MS,TSI,60.6,3,54.0,3,"","",Disability,"",57.7,3,"","",66.3,3,"",""
20212022,015,BULLITT,071,Bullitt County,"",---District Total---,071,"","",OVEC,906,"",ES,"",64.4,3,59.8,3,"","","","",62.3,3,50.2,3,76.5,3,"",""
20212022,015,BULLITT,071,Bullitt County,"",---District Total---,071,"","",OVEC,906,"",HS,"",50.6,2,37.4,2,91.7,2,"","",59.7,3,"","",58.1,2,93.1,4
20212022,015,BULLITT,071,Bullitt County,"",---District Total---,071,"","",OVEC,906,"",MS,"",60.7,3,50.9,3,"","","","",56.3,3,"","",67.4,3,"",""
20212022,015,BULLITT,071,Bullitt County,005,Bernheim Middle School,071005,015071005,210075000414,OVEC,906,A1,MS,TSI,61.0,3,55.8,3,"","",Disability,"",58.8,3,"","",66.3,3,"",""
20212022,015,BULLITT,071,Bullitt County,006,Freedom Elementary School,071006,015071006,210075001958,OVEC,906,A1,ES,"",71.0,4,62.3,3,"","","","",67.6,3,"","",77.1,4,"",""
20212022,015,BULLITT,071,Bullitt County,007,Zoneton Middle School,071007,015071007,210075001973,OVEC,906,A1,MS,TSI,51.1,2,45.7,2,"","",Disability,"",49.2,2,"","",66.1,3,"",""
20212022,015,BULLITT,071,Bullitt County,008,Shepherdsville Elementary,071008,015071008,210075001974,OVEC,906,A1,ES,TSI,51.2,2,47.4,2,"","",Disability,"",50.6,2,"","",74.2,3,"",""
20212022,015,BULLITT,071,Bullitt County,009,Eastside Middle School,071009,015071009,210075001975,OVEC,906,A1,MS,"",75.9,5,66.8,4,"","","","",71.5,5,"","",73.0,4,"",""
20212022,015,BULLITT,071,Bullitt County,010,Brooks Elementary School,071010,015071010,210075000144,OVEC,906,A1,ES,TSI,51.8,2,56.6,3,"","",Disability,"",54.7,3,"","",73.6,2,"",""
20212022,015,BULLITT,071,Bullitt County,015,Bullitt Central High School,071015,015071015,210075000145,OVEC,906,A1,HS,TSI,44.9,2,30.7,1,91.9,2,Disability,"",55.5,2,"","",57.5,2,92.6,4
20212022,015,BULLITT,071,Bullitt County,016,Bullitt East High School,071016,015071016,210075001409,OVEC,906,A1,HS,"",56.3,3,46.1,2,94.4,3,"","",65.2,3,"","",60.9,3,96.6,5
20212022,015,BULLITT,071,Bullitt County,018,Bullitt Lick Middle School,071018,015071018,210075001410,OVEC,906,A1,MS,TSI,44.8,2,36.0,2,"","",Disability,"",41.4,2,"","",63.6,2,"",""
20212022,015,BULLITT,071,Bullitt County,020,Cedar Grove Elementary,071020,015071020,210075000146,OVEC,906,A1,ES,"",67.5,3,68.8,4,"","","","",68.4,3,"","",75.3,3,"",""
20212022,015,BULLITT,071,Bullitt County,025,Hebron Middle School,071025,015071025,210075000147,OVEC,906,A1,MS,TSI,64.5,3,47.0,2,"","",Disability,"",56.3,3,"","",66.4,3,"",""
20212022,015,BULLITT,071,Bullitt County,030,Lebanon Junction Elementary,071030,015071030,210075000148,OVEC,906,A1,ES,"",57.6,3,53.1,3,"","","","",56.6,3,"","",78.7,4,"",""
20212022,015,BULLITT,071,Bullitt County,045,Maryville Elementary School,071045,015071045,210075000149,OVEC,906,A1,ES,"",62.3,3,54.9,3,"","","","",59.7,3,"","",74.5,3,"",""
20212022,015,BULLITT,071,Bullitt County,050,MT. Washington Middle School,071050,015071050,210075000150,OVEC,906,A1,MS,TSI,60.3,3,48.8,3,"","",Disability,"",55.1,3,"","",67.0,3,"",""
20212022,015,BULLITT,071,Bullitt County,055,MT. Washington Elementary,071055,015071055,210075000151,OVEC,906,A1,ES,"",69.9,3,66.3,3,"","","","",68.7,3,"","",78.3,4,"",""
20212022,015,BULLITT,071,Bullitt County,060,Crossroads Elementary,071060,015071060,210075002286,OVEC,906,A1,ES,"",63.6,3,54.8,3,"","","","",60.5,3,"","",77.3,4,"",""
20212022,015,BULLITT,071,Bullitt County,065,Pleasant Grove Elementary School,071065,015071065,210075001305,OVEC,906,A1,ES,"",82.2,5,72.1,4,"","","","",77.8,4,"","",79.7,4,"",""
20212022,015,BULLITT,071,Bullitt County,070,Nichols Elementary,071070,015071070,210075000153,OVEC,906,A1,ES,"",54.4,3,53.5,3,"","","","",54.9,3,"","",76.3,3,"",""
20212022,015,BULLITT,071,Bullitt County,075,North Bullitt High School,071075,015071075,210075000154,OVEC,906,A1,HS,"",49.9,2,34.1,2,89.3,2,"","",57.7,2,"","",55.0,2,89.8,4
20212022,015,BULLITT,071,Bullitt County,078,Old Mill Elementary School,071078,015071078,210075001578,OVEC,906,A1,ES,"",73.4,4,67.9,4,"","","","",71.3,4,"","",78.0,4,"",""
20212022,015,BULLITT,071,Bullitt County,080,Overdale Elementary School,071080,015071080,210075000155,OVEC,906,A1,ES,"",62.2,3,56.3,3,"","","","",60.3,3,"","",77.2,4,"",""
20212022,015,BULLITT,071,Bullitt County,090,Roby Elementary School,071090,015071090,210075000156,OVEC,906,A1,ES,TSI,50.0,2,47.3,2,"","",Disability,"",49.7,2,"","",70.9,2,"",""
20212022,084,MERCER,072,Burgin Independent,"",---District Total---,072,"","",CKEC,901,"",ES,"",71.6,4,46.2,2,"","","","",60.9,3,"","",72.2,2,"",""
20212022,084,MERCER,072,Burgin Independent,"",---District Total---,072,"","",CKEC,901,"",HS,"",60.9,3,51.8,3,100.0,5,"","",68.1,4,"","","","",90.9,4
20212022,084,MERCER,072,Burgin Independent,"",---District Total---,072,"","",CKEC,901,"",MS,"",65.3,4,55.1,3,"","","","",60.2,3,"","",59.1,2,"",""
20212022,084,MERCER,072,Burgin Independent,030,Burgin Independent School,072030,084072030,210078002407,CKEC,901,A1,ES,"",71.6,4,46.2,2,"","","","",60.9,3,"","",72.2,2,"",""
20212022,084,MERCER,072,Burgin Independent,030,Burgin Independent School,072030,084072030,210078002407,CKEC,901,A1,HS,"",60.9,3,51.8,3,100.0,5,"","",68.1,4,"","","","",90.9,4
20212022,084,MERCER,072,Burgin Independent,030,Burgin Independent School,072030,084072030,210078002407,CKEC,901,A1,MS,"",65.3,4,55.1,3,"","","","",60.2,3,"","",59.1,2,"",""
20212022,016,BUTLER,075,Butler County,"",---District Total---,075,"","",GRREC,902,"",ES,"",49.0,2,47.0,2,"","","","",48.7,2,37.9,2,74.4,3,"",""
20212022,016,BUTLER,075,Butler County,"",---District Total---,075,"","",GRREC,902,"",HS,"",55.9,3,39.2,2,93.3,3,"","",61.3,3,"","",57.3,2,86.9,3
20212022,016,BUTLER,075,Butler County,"",---District Total---,075,"","",GRREC,902,"",MS,"",53.0,2,48.5,3,"","","","",50.7,2,36.4,4,66.7,3,"",""
20212022,016,BUTLER,075,Butler County,030,Butler County High School,075030,016075030,210081000160,GRREC,902,A1,HS,"",55.9,3,39.2,2,93.3,3,"","",61.3,3,"","",57.3,2,86.9,3
20212022,016,BUTLER,075,Butler County,031,North Butler Elementary,075031,016075031,210081001976,GRREC,902,A1,ES,"",46.4,2,44.6,2,"","","","",46.8,2,"","",73.8,2,"",""
20212022,016,BUTLER,075,Butler County,035,Butler County Middle School,075035,016075035,210081001697,GRREC,902,A1,MS,TSI,53.1,2,48.5,3,"","",Disability,"",50.7,2,36.4,4,66.6,3,"",""
20212022,016,BUTLER,075,Butler County,120,Morgantown Elementary School,075120,016075120,210081000164,GRREC,902,A1,ES,TSI,50.7,2,48.6,2,"","",Hispanic; English Learners plus Monitored; Disability,"",50.2,2,37.9,2,74.7,3,"",""
20212022,017,CALDWELL,081,Caldwell County,"",---District Total---,081,"","",WKEC,908,"",ES,"",64.3,3,60.4,3,"","","","",63.2,3,"","",77.4,4,"",""
20212022,017,CALDWELL,081,Caldwell County,"",---District Total---,081,"","",WKEC,908,"",HS,"",60.6,3,60.1,4,97.2,4,"","",66.1,3,"","",60.3,3,76.5,3
20212022,017,CALDWELL,081,Caldwell County,"",---District Total---,081,"","",WKEC,908,"",MS,"",64.4,3,54.6,3,"","","","",59.8,3,"","",65.4,3,"",""
20212022,017,CALDWELL,081,Caldwell County,010,Caldwell County High School,081010,017081010,210084000166,WKEC,908,A1,HS,"",60.6,3,60.1,4,97.2,4,"","",66.1,3,"","",60.3,3,76.1,3
20212022,017,CALDWELL,081,Caldwell County,020,Caldwell County Middle School,081020,017081020,210084000167,WKEC,908,A1,MS,"",64.4,3,54.6,3,"","","","",59.8,3,"","",65.4,3,"",""
20212022,017,CALDWELL,081,Caldwell County,030,Caldwell County Primary School,081030,017081030,210084001660,WKEC,908,A1,ES,"",64.3,3,60.4,3,"","","",Caldwell County Elementary School,63.2,3,"","",77.4,4,"",""
20212022,017,CALDWELL,081,Caldwell County,070,Caldwell County Elementary School,081070,017081070,210084000170,WKEC,908,A1,ES,"",64.3,3,60.4,3,"","","","",63.2,3,"","",77.4,4,"",""
20212022,018,CALLOWAY,085,Calloway County,"",---District Total---,085,"","",WKEC,908,"",ES,"",73.7,4,70.5,4,"","","","",71.4,4,51.6,3,76.4,3,"",""
20212022,018,CALLOWAY,085,Calloway County,"",---District Total---,085,"","",WKEC,908,"",HS,"",67.0,4,56.8,4,94.3,3,"","",66.7,3,"","",57.4,2,69.5,2
20212022,018,CALLOWAY,085,Calloway County,"",---District Total---,085,"","",WKEC,908,"",MS,"",65.6,4,68.6,4,"","","","",66.9,4,"","",62.5,2,"",""
20212022,018,CALLOWAY,085,Calloway County,020,Calloway County High School,085020,018085020,210087000171,WKEC,908,A1,HS,"",67.9,4,59.3,4,94.4,3,"","",68.5,4,"","",57.1,2,73.5,2
20212022,018,CALLOWAY,085,Calloway County,025,East Calloway Elementary School,085025,018085025,210087000172,WKEC,908,A1,ES,"",69.1,3,65.7,3,"","","","",67.9,3,"","",73.7,2,"",""
20212022,018,CALLOWAY,085,Calloway County,035,North Calloway Elementary School,085035,018085035,210087000173,WKEC,908,A1,ES,"",68.7,3,67.5,4,"","","","",68.5,3,"","",76.7,3,"",""
20212022,018,CALLOWAY,085,Calloway County,045,Southwest Calloway Elementary School,085045,018085045,210087000174,WKEC,908,A1,ES,"",83.2,5,77.8,5,"","","","",80.7,5,"","",77.8,4,"",""
20212022,018,CALLOWAY,085,Calloway County,055,Calloway County Middle School,085055,018085055,210087001411,WKEC,908,A1,MS,TSI,65.8,4,69.0,5,"","",Disability,"",67.2,4,"","",62.4,2,"",""
20212022,019,CAMPBELL,091,Campbell County,"",---District Total---,091,"","",NKCES,905,"",ES,"",78.7,4,67.2,4,"","","","",73.9,4,"","",79.1,4,"",""
20212022,019,CAMPBELL,091,Campbell County,"",---District Total---,091,"","",NKCES,905,"",HS,"",68.1,4,62.9,4,97.7,4,"","",74.4,4,"","",68.2,5,94.5,4
20212022,019,CAMPBELL,091,Campbell County,"",---District Total---,091,"","",NKCES,905,"",MS,"",63.0,3,53.0,3,"","","","",58.5,3,"","",68.7,4,"",""
20212022,019,CAMPBELL,091,Campbell County,011,Campbell County Middle School,091011,019091011,210090001306,NKCES,905,A1,MS,TSI,63.1,3,53.2,3,"","",Disability,"",58.7,3,"","",68.8,4,"",""
20212022,019,CAMPBELL,091,Campbell County,012,John W. Reiley Elementary School,091012,019091012,210090001320,NKCES,905,A1,ES,"",77.1,4,66.3,3,"","","","",72.6,4,"","",78.4,4,"",""
20212022,019,CAMPBELL,091,Campbell County,013,Donald E. Cline Elementary School,091013,019091013,210090001335,NKCES,905,A1,ES,"",91.6,5,75.3,4,"","","","",84.1,5,"","",77.0,4,"",""
20212022,019,CAMPBELL,091,Campbell County,019,Campbell Ridge Elementary,091019,019091019,210090001978,NKCES,905,A1,ES,"",76.9,4,63.5,3,"","","","",71.4,4,"","",79.4,4,"",""
