SCH_YEAR,CATEGORY,SCH_CD,DIST_NAME,SCH_NAME,CONTENT_LEVEL,OVERALL_SCORE,KY_RANK,CLASSIFICATION,REWARD_RECOGNITION,BASE_YR_SCORE,AMO_GOAL,AMO_MET,PARTICIPATION_NEXT_YR,GRADUATION_RATE_GOAL
20122013,Accountability,001016,Adair County,Adair County Elementary School,Elementary School,62.9,71,Proficient,,62.9,63.4,No,Yes,N/A
20122013,Accountability,001010,Adair County,Adair County High School,High School,54.4,48,Needs Improvement,,55.4,56.4,No,Yes,No
20122013,Accountability,001014,Adair County,Adair County Middle School,Middle School,53.0,46,Needs Improvement/Progressing,Focus School,48.3,49.3,Yes,Yes,N/A
20122013,Accountability,001013,Adair County,John Adair Intermediate School,Elementary School,61.5,65,Needs Improvement,,69.0,69.5,No,Yes,N/A
20122013,Accountability,005060,Allen County,Allen County Intermediate Center,Elementary School,58.0,52,Needs Improvement/Progressing,,56.5,57.5,Yes,Yes,N/A
20122013,Accountability,005010,Allen County,Allen County Primary Center,Elementary School,59.0,56,Needs Improvement/Progressing,,49.7,50.7,Yes,Yes,N/A
20122013,Accountability,005020,Allen County,Allen County-Scottsville High School,High School,61.3,81,Proficient/Progressing,Focus School/High Progress School,50.6,51.6,Yes,Yes,Yes
20122013,Accountability,005015,Allen County,James E Bazzell Middle School,Middle School,57.5,64,Needs Improvement,,56.7,57.7,No,Yes,N/A
20122013,Accountability,006010,Anchorage Independent,Anchorage Independent Public School,Elementary School,80.8,99,Distinguished/Progressing,School of Distinction/High Progress School,71.1,71.6,Yes,Yes,N/A
20122013,Accountability,006010,Anchorage Independent,Anchorage Independent Public School,Middle School,79.1,99,Distinguished,,91.6,92.1,No,Yes,N/A
20122013,Accountability,011020,Anderson County,Anderson County High School,High School,60.9,79,Proficient,Focus School,59.9,60.4,Yes,Yes,No
20122013,Accountability,011025,Anderson County,Anderson County Middle School,Middle School,53.2,46,Needs Improvement,,52.7,53.7,No,Yes,N/A
20122013,Accountability,011110,Anderson County,Emma B. Ward Elementary School,Elementary School,58.8,55,Needs Improvement,,62.1,63.1,No,Yes,N/A
20122013,Accountability,011022,Anderson County,Robert B. Turner Elementary School,Elementary School,65.3,80,Proficient,,67.3,67.8,No,Yes,N/A
20122013,Accountability,011050,Anderson County,Saffell Street Elementary School,Elementary School,62.5,70,Proficient/Progressing,,53.5,54.5,Yes,Yes,N/A
20122013,Accountability,012130,Ashland Independent,Charles Russell Elementary School,Elementary School,66.9,84,Proficient/Progressing,,65.1,65.6,Yes,Yes,N/A
20122013,Accountability,012070,Ashland Independent,Crabbe Elementary School,Elementary School,49.9,22,Needs Improvement/Progressing,Focus School,48.2,49.2,Yes,Yes,N/A
20122013,Accountability,012050,Ashland Independent,George M. Verity Middle School,Middle School,59.3,71,Proficient/Progressing,Focus School,56.4,57.4,Yes,Yes,N/A
20122013,Accountability,012080,Ashland Independent,Hager Elementary School,Elementary School,69.3,88,Proficient,,76.3,76.8,No,Yes,N/A
20122013,Accountability,012100,Ashland Independent,Oakview Elementary School,Elementary School,63.4,74,Proficient,,63.0,63.5,No,Yes,N/A
20122013,Accountability,012010,Ashland Independent,Paul G. Blazer High School,High School,63.0,86,Proficient/Progressing,,58.9,59.4,Yes,Yes,Yes
20122013,Accountability,012110,Ashland Independent,Poage Elementary School,Elementary School,61.9,67,Needs Improvement,,63.7,64.2,No,Yes,N/A
20122013,Accountability,013011,Augusta Independent,Augusta Independent School,Middle School,45.9,17,Needs Improvement,,47.4,48.4,No,Yes,N/A
20122013,Accountability,013011,Augusta Independent,Augusta Independent School,Elementary School,58.2,52,Needs Improvement/Progressing,High Progress School,46.1,47.1,Yes,Yes,N/A
20122013,Accountability,013011,Augusta Independent,Augusta Independent School,High School,53.5,43,Needs Improvement,,57.9,58.9,No,Yes,Yes
20122013,Accountability,015050,Ballard County,Ballard County Elementary School,Elementary School,54.1,36,Needs Improvement,,58.8,59.8,No,Yes,N/A
20122013,Accountability,015005,Ballard County,Ballard County Middle School,Middle School,58.9,71,Proficient,,63.1,63.6,No,Yes,N/A
20122013,Accountability,015010,Ballard County,Ballard Memorial High School,High School,66.8,94,Distinguished/Progressing,High Performing School/High Progress School,54.3,55.3,Yes,Yes,Yes
20122013,Accountability,016011,Barbourville Independent,Barbourville City School,Elementary School,44.4,9,Needs Improvement,,44.9,45.9,No,Yes,N/A
20122013,Accountability,016011,Barbourville Independent,Barbourville City School,Middle School,58.3,68,Needs Improvement/Progressing,,50.3,51.3,Yes,Yes,N/A
20122013,Accountability,016011,Barbourville Independent,Barbourville City School,High School,59.7,75,Proficient,,57.3,58.3,Yes,Yes,No
20122013,Accountability,017010,Bardstown Independent,Bardstown Elementary School,Elementary School,54.1,36,Needs Improvement/Progressing,,51.3,52.3,Yes,Yes,N/A
20122013,Accountability,017020,Bardstown Independent,Bardstown High School,High School,57.5,66,Needs Improvement,Focus School,56.0,57.0,Yes,Yes,No
20122013,Accountability,017030,Bardstown Independent,Bardstown Middle School,Middle School,52.7,44,Needs Improvement/Progressing,Focus School/High Progress School,47.5,48.5,Yes,Yes,N/A
20122013,Accountability,021010,Barren County,Austin Tracy Elementary School,Elementary School,57.3,48,Needs Improvement,,56.4,57.4,No,Yes,N/A
20122013,Accountability,021027,Barren County,Barren County High School,High School,61.1,80,Proficient/Progressing,High Progress School,49.5,50.5,Yes,Yes,Yes
20122013,Accountability,021050,Barren County,Barren County Middle School,Middle School,55.7,56,Needs Improvement,Focus School,62.1,62.6,No,Yes,N/A
20122013,Accountability,021035,Barren County,Eastern Elementary School,Elementary School,59.1,56,Needs Improvement,,60.8,61.8,No,Yes,N/A
20122013,Accountability,021080,Barren County,Hiseville Elementary School,Elementary School,68.1,86,Proficient/Progressing,Focus School,61.2,62.2,Yes,Yes,N/A
20122013,Accountability,021014,Barren County,North Jackson Elementary,Elementary School,65.9,81,Proficient,,72.4,72.9,No,Yes,N/A
20122013,Accountability,021130,Barren County,Park City Elementary School,Elementary School,58.5,54,Needs Improvement/Progressing,,56.5,57.5,Yes,Yes,N/A
20122013,Accountability,021150,Barren County,Red Cross Elementary School,Elementary School,59.4,57,Needs Improvement,,58.7,59.7,No,Yes,N/A
20122013,Accountability,021180,Barren County,Temple Hill Elementary School,Elementary School,64.7,78,Proficient,,70.4,70.9,No,Yes,N/A
20122013,Accountability,025040,Bath County,Bath County High School,High School,58.1,71,Proficient,Focus School,46.9,47.9,Yes,Yes,No
20122013,Accountability,025020,Bath County,Bath County Middle School,Middle School,57.0,62,Needs Improvement/Progressing,,52.6,53.6,Yes,Yes,N/A
20122013,Accountability,025014,Bath County,Crossroads Elementary School,Elementary School,50.1,23,Needs Improvement,,54.8,55.8,No,Yes,N/A
20122013,Accountability,025030,Bath County,Owingsville Elementary School,Elementary School,54.3,36,Needs Improvement,,60.1,61.1,No,Yes,N/A
20122013,Accountability,026010,Beechwood Independent,Beechwood Elementary School,Elementary School,76.9,99,Distinguished/Progressing,School of Distinction,73.9,74.4,Yes,Yes,N/A
20122013,Accountability,026020,Beechwood Independent,Beechwood High School,Middle School,67.9,94,Distinguished,,68.8,69.3,No,Yes,N/A
20122013,Accountability,026020,Beechwood Independent,Beechwood High School,High School,83.1,99,Distinguished,,84.5,85.0,No,Yes,Yes
20122013,Accountability,031012,Bell County,Bell Central School Center,Elementary School,66.9,84,Proficient/Progressing,,64.9,65.4,Yes,Yes,N/A
20122013,Accountability,031012,Bell County,Bell Central School Center,Middle School,63.5,87,Proficient/Progressing,,56.1,57.1,Yes,Yes,N/A
20122013,Accountability,031040,Bell County,Bell County High School,High School,57.6,67,Needs Improvement/Progressing,,50.9,51.9,Yes,Yes,Yes
20122013,Accountability,031180,Bell County,Frakes School Center,Elementary School,51.4,26,Needs Improvement,,60.4,61.4,No,Yes,N/A
20122013,Accountability,031180,Bell County,Frakes School Center,Middle School,59.1,71,Proficient,,62.6,63.1,No,Yes,N/A
20122013,Accountability,031250,Bell County,Lone Jack School Center,Middle School,35.3,3,Needs Improvement,,44.2,45.2,No,Yes,N/A
20122013,Accountability,031250,Bell County,Lone Jack School Center,Elementary School,49.8,22,Needs Improvement,,49.4,50.4,No,Yes,N/A
20122013,Accountability,031013,Bell County,Page School Center,Elementary School,52.4,31,Needs Improvement/Progressing,,48.0,49.0,Yes,Yes,N/A
20122013,Accountability,031013,Bell County,Page School Center,Middle School,56.6,60,Needs Improvement/Progressing,,54.2,55.2,Yes,Yes,N/A
20122013,Accountability,031345,Bell County,Right Fork School Center,Elementary School,50.8,25,Needs Improvement/Progressing,,46.8,47.8,Yes,Yes,N/A
20122013,Accountability,031345,Bell County,Right Fork School Center,Middle School,64.0,87,Proficient/Progressing,,61.7,62.2,Yes,Yes,N/A
20122013,Accountability,031390,Bell County,Yellow Creek School Center,Middle School,59.0,71,Proficient,,59.4,59.9,No,Yes,N/A
20122013,Accountability,031390,Bell County,Yellow Creek School Center,Elementary School,53.3,33,Needs Improvement,,57.4,58.4,No,Yes,N/A
20122013,Accountability,032010,Bellevue Independent,Bellevue High School,High School,54.2,47,Needs Improvement,,54.7,55.7,No,Yes,No
20122013,Accountability,032010,Bellevue Independent,Bellevue High School,Middle School,49.7,32,Needs Improvement/Progressing,Focus School/High Progress School,38.1,39.1,Yes,Yes,N/A
20122013,Accountability,032020,Bellevue Independent,Grandview Elementary School,Elementary School,49.3,20,Needs Improvement,,58.7,59.7,No,Yes,N/A
20122013,Accountability,034010,Berea Independent,Berea Community Elementary School,Elementary School,42.2,5,Needs Improvement,,53.3,54.3,No,Yes,N/A
20122013,Accountability,034020,Berea Independent,Berea Community High School,High School,56.0,58,Needs Improvement,,56.8,57.8,No,Yes,No
20122013,Accountability,034015,Berea Independent,Berea Community Middle School,Middle School,51.8,39,Needs Improvement/Progressing,,49.5,50.5,Yes,Yes,N/A
20122013,Accountability,035005,Boone County,A M Yealey Elementary School,Elementary School,61.9,67,Needs Improvement,,61.7,62.7,No,Yes,N/A
20122013,Accountability,035030,Boone County,Boone County High School,High School,64.7,90,Distinguished/Progressing,High Performing School,57.6,58.6,Yes,Yes,Yes
20122013,Accountability,035040,Boone County,Burlington Elementary School,Elementary School,56.5,45,Needs Improvement,,63.3,63.8,No,Yes,N/A
20122013,Accountability,035010,Boone County,Camp Ernst Middle School,Middle School,62.1,83,Proficient,Focus School,63.5,64.0,No,Yes,N/A
20122013,Accountability,035041,Boone County,Charles H. Kelly Elementary School,Elementary School,73.4,96,Distinguished/Progressing,School of Distinction/High Progress School,61.9,62.9,Yes,Yes,N/A
20122013,Accountability,035055,Boone County,Chester Goodridge Elementary School,Elementary School,61.2,64,Needs Improvement,,61.5,62.5,No,Yes,N/A
20122013,Accountability,035045,Boone County,Conner High School,High School,67.9,95,Distinguished,Focus School,64.0,64.5,Yes,Yes,No
20122013,Accountability,035043,Boone County,Conner Middle School,Middle School,62.2,83,Proficient,,66.1,66.6,No,Yes,N/A
20122013,Accountability,035006,Boone County,Erpenbeck Elementary School,Elementary School,67.7,85,Proficient,,69.7,70.2,No,Yes,N/A
20122013,Accountability,035050,Boone County,Florence Elementary School,Elementary School,57.1,48,Needs Improvement/Progressing,,55.0,56.0,Yes,Yes,N/A
20122013,Accountability,035075,Boone County,Gray Middle School,Middle School,65.3,90,Distinguished,,66.1,66.6,No,Yes,N/A
20122013,Accountability,035065,Boone County,Hillard Collins Elementary School,Elementary School,44.3,9,Needs Improvement,,54.1,55.1,No,Yes,N/A
20122013,Accountability,035071,Boone County,Larry A. Ryle High School,High School,71.4,97,Distinguished/Progressing,School of Distinction,67.6,68.1,Yes,Yes,Yes
20122013,Accountability,035017,Boone County,Longbranch Elementary School,Elementary School,58.3,53,Needs Improvement,,63.0,63.5,No,Yes,N/A
20122013,Accountability,035080,Boone County,New Haven Elementary School,Elementary School,56.0,42,Needs Improvement,,61.8,62.8,No,Yes,N/A
20122013,Accountability,035008,Boone County,North Pointe Elementary School,Elementary School,74.2,97,Distinguished/Progressing,School of Distinction,,,,Yes,N/A
20122013,Accountability,035081,Boone County,Ockerman Elementary School,Elementary School,63.9,75,Proficient/Progressing,,60.8,61.8,Yes,Yes,N/A
20122013,Accountability,035085,Boone County,Ockerman Middle School,Middle School,62.6,85,Proficient,,62.4,62.9,No,Yes,N/A
20122013,Accountability,035015,Boone County,Randall K. Cooper High School,High School,68.7,96,Distinguished/Progressing,Focus School,64.6,65.1,Yes,Yes,Yes
20122013,Accountability,035020,Boone County,Rector A. Jones Middle School,Middle School,47.8,24,Needs Improvement,Focus School,47.0,48.0,No,Yes,N/A
20122013,Accountability,035011,Boone County,Shirley Mann Elementary School,Elementary School,71.2,93,Distinguished,,72.9,73.4,No,Yes,N/A
20122013,Accountability,035083,Boone County,Stephens Elementary School,Elementary School,58.8,55,Needs Improvement,,61.2,62.2,No,Yes,N/A
20122013,Accountability,035012,Boone County,Thornwilde Elementary School,Elementary School,72.1,94,Distinguished/Progressing,High Performing School,,,,Yes,N/A
20122013,Accountability,041010,Bourbon County,Bourbon Central Elementary School,Elementary School,63.0,72,Proficient,,63.2,63.7,No,Yes,N/A
20122013,Accountability,041110,Bourbon County,Bourbon County High School,High School,61.6,82,Proficient,Focus School,57.1,58.1,Yes,Yes,No
20122013,Accountability,041120,Bourbon County,Bourbon County Middle School,Middle School,61.1,79,Proficient/Progressing,Focus School,57.2,58.2,Yes,Yes,N/A
20122013,Accountability,041030,Bourbon County,Cane Ridge Elementary School,Elementary School,58.9,55,Needs Improvement/Progressing,,53.3,54.3,Yes,Yes,N/A
20122013,Accountability,041090,Bourbon County,North Middletown Elementary School,Elementary School,68.8,88,Proficient/Progressing,,62.6,63.1,Yes,Yes,N/A
20122013,Accountability,042070,Bowling Green Independent,Bowling Green High School,High School,63.6,87,Proficient/Progressing,,59.1,59.6,Yes,Yes,Yes
20122013,Accountability,042065,Bowling Green Independent,Bowling Green Junior High,Middle School,59.6,73,Proficient,,60.0,60.5,No,Yes,N/A
20122013,Accountability,042010,Bowling Green Independent,Dishman McGinnis Elementary School,Elementary School,53.1,33,Needs Improvement,,52.4,53.4,No,Yes,N/A
20122013,Accountability,042057,Bowling Green Independent,Parker-Bennett-Curry School,Elementary School,50.3,23,Needs Improvement/Progressing,,45.5,46.5,Yes,Yes,N/A
20122013,Accountability,042060,Bowling Green Independent,Potter Gray Elementary,Elementary School,58.9,55,Needs Improvement,,71.0,71.5,No,Yes,N/A
20122013,Accountability,042080,Bowling Green Independent,T C Cherry Elementary School,Elementary School,57.1,48,Needs Improvement,,57.1,58.1,No,Yes,N/A
20122013,Accountability,042090,Bowling Green Independent,W R McNeill Elementary School,Elementary School,69.3,88,Proficient,,71.0,71.5,No,Yes,N/A
20122013,Accountability,045010,Boyd County,Boyd County High School,High School,56.5,61,Needs Improvement,Focus School,53.2,54.2,Yes,Yes,No
20122013,Accountability,045035,Boyd County,Boyd County Middle School,Middle School,58.7,70,Proficient/Progressing,,57.2,58.2,Yes,Yes,N/A
20122013,Accountability,045020,Boyd County,Cannonsburg Elementary School,Elementary School,52.9,32,Needs Improvement/Progressing,,49.6,50.6,Yes,Yes,N/A
20122013,Accountability,045095,Boyd County,Catlettsburg Elementary School,Elementary School,63.7,75,Proficient/Progressing,High Progress School,44.2,45.2,Yes,Yes,N/A
20122013,Accountability,045097,Boyd County,Ponderosa Elementary School,Elementary School,56.5,45,Needs Improvement,,58.5,59.5,No,Yes,N/A
20122013,Accountability,045080,Boyd County,Summit Elementary School,Elementary School,62.1,68,Needs Improvement,,64.9,65.4,No,Yes,N/A
20122013,Accountability,051005,Boyle County,Boyle County High School,High School,67.6,94,Distinguished,,62.1,62.6,Yes,Yes,No
20122013,Accountability,051003,Boyle County,Boyle County Middle School,Middle School,63.8,87,Proficient,,64.6,65.1,No,Yes,N/A
20122013,Accountability,051040,Boyle County,Junction City Elementary School,Elementary School,63.1,73,Proficient,,69.5,70.0,No,Yes,N/A
20122013,Accountability,051080,Boyle County,Perryville Elementary School,Elementary School,71.0,92,Distinguished,,71.5,72.0,No,Yes,N/A
20122013,Accountability,051050,Boyle County,Woodlawn Elementary School,Elementary School,67.3,84,Proficient,,67.3,67.8,No,Yes,N/A
20122013,Accountability,055010,Bracken County,Bracken County High School,High School,63.0,86,Proficient,,57.8,58.8,Yes,Yes,No
20122013,Accountability,055060,Bracken County,Bracken County Middle School,Middle School,52.2,40,Needs Improvement,,52.6,53.6,No,Yes,N/A
20122013,Accountability,055050,Bracken County,Taylor Elementary School,Elementary School,50.6,25,Needs Improvement,,52.1,53.1,No,Yes,N/A
20122013,Accountability,061060,Breathitt County,Breathitt County High School,High School,50.3,26,Needs Improvement/Progressing,Focus School/High Progress School,41.8,42.8,Yes,Yes,Yes
20122013,Accountability,061030,Breathitt County,Highland-Turner Elementary School,Elementary School,52.7,32,Needs Improvement,,54.7,55.7,No,Yes,N/A
20122013,Accountability,061030,Breathitt County,Highland-Turner Elementary School,Middle School,60.9,79,Proficient,,60.7,61.2,No,Yes,N/A
20122013,Accountability,061150,Breathitt County,LBJ Elementary School,Elementary School,61.1,63,Needs Improvement/Progressing,High Progress School,49.0,50.0,Yes,Yes,N/A
20122013,Accountability,061150,Breathitt County,LBJ Elementary School,Middle School,50.5,36,Needs Improvement/Progressing,,44.2,45.2,Yes,Yes,N/A
20122013,Accountability,061185,Breathitt County,Marie Roberts-Caney Elementary School,Middle School,55.4,55,Needs Improvement/Progressing,High Progress School,43.6,44.6,Yes,Yes,N/A
20122013,Accountability,061185,Breathitt County,Marie Roberts-Caney Elementary School,Elementary School,50.8,25,Needs Improvement/Progressing,,43.7,44.7,Yes,Yes,N/A
20122013,Accountability,061270,Breathitt County,Rousseau Elementary School,Elementary School,44.1,8,Needs Improvement/Progressing,,37.8,38.8,Yes,Yes,N/A
20122013,Accountability,061270,Breathitt County,Rousseau Elementary School,Middle School,29.7,1,Needs Improvement,,51.9,52.9,No,Yes,N/A
20122013,Accountability,061390,Breathitt County,Sebastian Middle School,Middle School,62.3,84,Proficient/Progressing,High Progress School,49.8,50.8,Yes,Yes,N/A
20122013,Accountability,065030,Breckinridge County,Ben Johnson Elementary School,Elementary School,71.2,93,Distinguished/Progressing,High Performing School,68.2,68.7,Yes,Yes,N/A
20122013,Accountability,065010,Breckinridge County,Breckinridge County High School,High School,64.4,90,Distinguished/Progressing,High Performing School,59.1,59.6,Yes,Yes,Yes
20122013,Accountability,065100,Breckinridge County,Breckinridge County Middle School,Middle School,56.3,59,Needs Improvement,,58.9,59.4,No,Yes,N/A
20122013,Accountability,065040,Breckinridge County,Custer Elementary School,Elementary School,57.6,50,Needs Improvement/Progressing,,50.0,51.0,Yes,Yes,N/A
20122013,Accountability,065020,Breckinridge County,Hardinsburg Elementary School,Elementary School,67.4,84,Proficient,,70.7,71.2,No,Yes,N/A
20122013,Accountability,065050,Breckinridge County,Irvington Elementary School,Elementary School,64.4,77,Proficient/Progressing,High Progress School,48.4,49.4,Yes,Yes,N/A
20122013,Accountability,071005,Bullitt County,Bernheim Middle School,Middle School,63.3,87,Proficient/Progressing,Focus School,56.4,57.4,Yes,Yes,N/A
20122013,Accountability,071010,Bullitt County,Brooks Elementary School,Elementary School,59.7,58,Needs Improvement/Progressing,,56.6,57.6,Yes,Yes,N/A
20122013,Accountability,071015,Bullitt County,Bullitt Central High School,High School,60.7,79,Proficient/Progressing,Focus School/High Progress School,48.0,49.0,Yes,Yes,Yes
20122013,Accountability,071016,Bullitt County,Bullitt East High School,High School,63.7,87,Proficient,,56.9,57.9,Yes,Yes,No
20122013,Accountability,071018,Bullitt County,Bullitt Lick Middle School,Middle School,47.8,24,Needs Improvement,,47.0,48.0,No,Yes,N/A
20122013,Accountability,071020,Bullitt County,Cedar Grove Elementary,Elementary School,61.6,65,Needs Improvement,,67.0,67.5,No,Yes,N/A
20122013,Accountability,071060,Bullitt County,Crossroads Elementary,Elementary School,54.3,36,Needs Improvement/Progressing,,52.1,53.1,Yes,Yes,N/A
20122013,Accountability,071009,Bullitt County,Eastside Middle School,Middle School,66.7,92,Distinguished/Progressing,High Performing School/High Progress School,61.5,62.0,Yes,Yes,N/A
20122013,Accountability,071006,Bullitt County,Freedom Elementary School,Elementary School,61.7,66,Needs Improvement,,64.8,65.3,No,Yes,N/A
20122013,Accountability,071025,Bullitt County,Hebron Middle School,Middle School,51.2,38,Needs Improvement/Progressing,Focus School,46.7,47.7,Yes,Yes,N/A
20122013,Accountability,071030,Bullitt County,Lebanon Junction Elementary,Elementary School,57.7,50,Needs Improvement,,66.4,66.9,No,Yes,N/A
20122013,Accountability,071055,Bullitt County,MT. Washington Elementary,Elementary School,64.5,77,Proficient,,64.9,65.4,No,Yes,N/A
20122013,Accountability,071050,Bullitt County,MT. Washington Middle School,Middle School,58.8,70,Proficient,,58.4,59.4,No,Yes,N/A
20122013,Accountability,071045,Bullitt County,Maryville Elementary School,Elementary School,63.8,75,Proficient/Progressing,,57.4,58.4,Yes,Yes,N/A
20122013,Accountability,071070,Bullitt County,Nichols Elementary,Elementary School,52.2,30,Needs Improvement,,59.9,60.9,No,Yes,N/A
20122013,Accountability,071075,Bullitt County,North Bullitt High School,High School,57.1,64,Needs Improvement/Progressing,Focus School,48.5,49.5,Yes,Yes,Yes
20122013,Accountability,071078,Bullitt County,Old Mill Elementary School,Elementary School,61.7,66,Needs Improvement,,68.4,68.9,No,Yes,N/A
20122013,Accountability,071080,Bullitt County,Overdale Elementary School,Elementary School,61.2,64,Needs Improvement,,65.0,65.5,No,Yes,N/A
20122013,Accountability,071065,Bullitt County,Pleasant Grove Elementary School,Elementary School,61.1,63,Needs Improvement,,63.5,64.0,No,Yes,N/A
20122013,Accountability,071090,Bullitt County,Roby Elementary School,Elementary School,59.0,56,Needs Improvement/Progressing,,51.9,52.9,Yes,Yes,N/A
20122013,Accountability,071008,Bullitt County,Shepherdsville Elementary,Elementary School,53.1,33,Needs Improvement,,52.9,53.9,No,Yes,N/A
20122013,Accountability,071007,Bullitt County,Zoneton Middle School,Middle School,50.5,36,Needs Improvement,Focus School,51.9,52.9,No,Yes,N/A
20122013,Accountability,072020,Burgin Independent,Burgin Elementary School,Elementary School,53.7,35,Needs Improvement,,63.7,64.2,No,Yes,N/A
20122013,Accountability,072010,Burgin Independent,Burgin High School,High School,54.4,48,Needs Improvement,,57.7,58.7,No,Yes,No
20122013,Accountability,072010,Burgin Independent,Burgin High School,Middle School,53.0,46,Needs Improvement,,52.5,53.5,No,Yes,N/A
20122013,Accountability,075030,Butler County,Butler County High School,High School,60.9,79,Proficient,Focus School,52.5,53.5,Yes,Yes,No
20122013,Accountability,075035,Butler County,Butler County Middle School,Middle School,56.7,60,Needs Improvement/Progressing,Focus School/High Progress School,45.1,46.1,Yes,Yes,N/A
20122013,Accountability,075120,Butler County,Morgantown Elementary School,Elementary School,59.5,57,Needs Improvement/Progressing,High Progress School,48.9,49.9,Yes,Yes,N/A
20122013,Accountability,075031,Butler County,North Butler Elementary,Elementary School,59.3,56,Needs Improvement/Progressing,,53.0,54.0,Yes,Yes,N/A
20122013,Accountability,081070,Caldwell County,Caldwell County Elementary School,Elementary School,59.3,56,Needs Improvement,,58.5,59.5,No,Yes,N/A
20122013,Accountability,081010,Caldwell County,Caldwell County High School,High School,64.9,90,Distinguished,,57.2,58.2,Yes,Yes,No
20122013,Accountability,081020,Caldwell County,Caldwell County Middle School,Middle School,58.0,67,Needs Improvement,Focus School,60.2,60.7,No,Yes,N/A
20122013,Accountability,085020,Calloway County,Calloway County High School,High School,68.9,96,Distinguished/Progressing,School of Distinction,64.8,65.3,Yes,Yes,Yes
20122013,Accountability,085055,Calloway County,Calloway County Middle School,Middle School,61.8,81,Proficient,,63.3,63.8,No,Yes,N/A
20122013,Accountability,085025,Calloway County,East Calloway Elementary School,Elementary School,56.7,46,Needs Improvement,,64.2,64.7,No,Yes,N/A
20122013,Accountability,085035,Calloway County,North Calloway Elementary School,Elementary School,67.2,84,Proficient,,68.3,68.8,No,Yes,N/A
20122013,Accountability,085045,Calloway County,Southwest Calloway Elementary School,Elementary School,63.6,74,Proficient,,68.3,68.8,No,Yes,N/A
20122013,Accountability,091100,Campbell County,Campbell County High School,High School,67.5,94,Distinguished/Progressing,High Performing School,62.7,63.2,Yes,Yes,Yes
20122013,Accountability,091011,Campbell County,Campbell County Middle School,Middle School,59.2,71,Proficient,Focus School,58.5,59.5,No,Yes,N/A
20122013,Accountability,091019,Campbell County,Campbell Ridge Elementary,Elementary School,62.3,69,Needs Improvement/Progressing,,61.3,62.3,Yes,Yes,N/A
20122013,Accountability,091035,Campbell County,Crossroads Elementary School,Elementary School,61.2,64,Needs Improvement/Progressing,Focus School,58.5,59.5,Yes,Yes,N/A
20122013,Accountability,091013,Campbell County,Donald E. Cline Elementary School,Elementary School,74.0,97,Distinguished/Progressing,School of Distinction,68.0,68.5,Yes,Yes,N/A
20122013,Accountability,091050,Campbell County,Grant's Lick Elementary School,Elementary School,73.7,96,Distinguished/Progressing,School of Distinction/High Progress School,67.5,68.0,Yes,Yes,N/A
20122013,Accountability,091012,Campbell County,John W. Reiley Elementary School,Elementary School,72.0,93,Distinguished/Progressing,High Performing School,70.0,70.5,Yes,Yes,N/A
20122013,Accountability,092010,Campbellsville Independent,Campbellsville Elementary School,Elementary School,61.3,64,Needs Improvement/Progressing,,56.1,57.1,Yes,Yes,N/A
20122013,Accountability,092020,Campbellsville Independent,Campbellsville High School,High School,57.8,69,Needs Improvement,,51.9,52.9,Yes,Yes,No
20122013,Accountability,092025,Campbellsville Independent,Campbellsville Middle School,Middle School,52.7,44,Needs Improvement,,52.8,53.8,No,Yes,N/A
20122013,Accountability,095060,Carlisle County,Carlisle County Elementary School,Elementary School,55.5,41,Needs Improvement/Progressing,,53.6,54.6,Yes,Yes,N/A
20122013,Accountability,095040,Carlisle County,Carlisle County High School,High School,63.6,87,Proficient/Progressing,,58.5,59.0,Yes,Yes,Yes
20122013,Accountability,095020,Carlisle County,Carlisle County Middle School,Middle School,54.9,54,Needs Improvement/Progressing,,52.7,53.7,Yes,Yes,N/A
20122013,Accountability,101018,Carroll County,Carroll County High School,High School,54.6,51,Needs Improvement,,52.8,53.8,Yes,Yes,No
20122013,Accountability,101019,Carroll County,Carroll County Middle School,Middle School,45.7,17,Needs Improvement,Focus School,46.2,47.2,No,Yes,N/A
20122013,Accountability,101005,Carroll County,Cartmell Elementary,Elementary School,48.8,19,Needs Improvement,Focus School,47.9,48.9,No,Yes,N/A
20122013,Accountability,105050,Carter County,Carter Elementary School,Elementary School,61.4,65,Needs Improvement/Progressing,,59.2,60.2,Yes,Yes,N/A
20122013,Accountability,105120,Carter County,East Carter County High School,High School,67.3,94,Distinguished,Priority School,58.0,58.5,Yes,Yes,No
20122013,Accountability,105130,Carter County,East Carter Middle School,Middle School,63.8,87,Proficient/Progressing,,57.8,58.8,Yes,Yes,N/A
20122013,Accountability,105052,Carter County,Heritage Elementary School,Elementary School,51.3,26,Needs Improvement,,56.3,57.3,No,Yes,N/A
20122013,Accountability,105250,Carter County,Olive Hill Elementary School,Elementary School,51.1,26,Needs Improvement,,53.0,54.0,No,Yes,N/A
20122013,Accountability,105340,Carter County,Prichard Elementary School,Elementary School,61.1,63,Needs Improvement,,62.2,63.2,No,Yes,N/A
20122013,Accountability,105450,Carter County,Star Elementary School,Elementary School,66.9,84,Proficient,,72.9,73.4,No,Yes,N/A
20122013,Accountability,105490,Carter County,Upper Tygart Elementary School,Elementary School,58.0,52,Needs Improvement,,60.0,61.0,No,Yes,N/A
20122013,Accountability,105500,Carter County,West Carter County High School,High School,62.4,84,Proficient/Progressing,High Progress School,49.8,50.8,Yes,Yes,Yes
20122013,Accountability,105505,Carter County,West Carter Middle School,Middle School,59.0,71,Proficient,,58.7,59.2,No,Yes,N/A
