SCH_YEAR,CATEGORY,SCH_CD,DIST_NAME,SCH_NAME,CONTENT_LEVEL,OVERALL_SCORE,KY_RANK,CLASSIFICATION,REWARD_RECOGNITION,BASE_YR_SCORE,AMO_GOAL,AMO_MET,PARTICIPATION_NEXT_YR,GRADUATION_RATE_GOAL
20122013,Accountability,445012,Muhlenberg County,Muhlenberg South Elementary,Elementary School,69.5,89,Proficient/Progressing,High Progress School,60.1,61.1,Yes,Yes,N/A
20122013,Accountability,445045,Muhlenberg County,Muhlenberg South Middle School,Middle School,56.7,60,Needs Improvement,,57.2,58.2,No,Yes,N/A
20122013,Accountability,446020,Murray Independent,Murray Elementary School,Elementary School,78.2,99,Distinguished,,85.2,85.7,No,Yes,N/A
20122013,Accountability,446050,Murray Independent,Murray High School,High School,73.2,97,Distinguished/Progressing,School of Distinction,69.6,70.1,Yes,Yes,Yes
20122013,Accountability,446030,Murray Independent,Murray Middle School,Elementary School,70.6,91,Distinguished,,72.1,72.6,No,Yes,N/A
20122013,Accountability,446030,Murray Independent,Murray Middle School,Middle School,71.6,97,Distinguished,,76.1,76.6,No,Yes,N/A
20122013,Accountability,451013,Nelson County,Bloomfield Elementary School,Elementary School,55.8,42,Needs Improvement,,62.0,63.0,No,Yes,N/A
20122013,Accountability,451010,Nelson County,Bloomfield Middle School,Middle School,54.4,51,Needs Improvement/Progressing,Focus School,53.1,54.1,Yes,Yes,N/A
20122013,Accountability,451030,Nelson County,Boston School,Elementary School,67.9,86,Proficient,,70.9,71.4,No,Yes,N/A
20122013,Accountability,451030,Nelson County,Boston School,Middle School,67.4,94,Distinguished/Progressing,High Performing School/High Progress School,56.1,57.1,Yes,Yes,N/A
20122013,Accountability,451050,Nelson County,Coxs Creek Elementary School,Elementary School,53.1,33,Needs Improvement,,53.1,54.1,No,Yes,N/A
20122013,Accountability,451070,Nelson County,Foster Heights Elementary School,Elementary School,51.9,28,Needs Improvement,,57.4,58.4,No,Yes,N/A
20122013,Accountability,451100,Nelson County,Nelson County High School,High School,52.8,40,Needs Improvement/Progressing,,,,,Yes,N/A
20122013,Accountability,451090,Nelson County,Old Kentucky Home Middle School,Middle School,47.7,23,Needs Improvement,,52.3,53.3,No,Yes,N/A
20122013,Accountability,451011,Nelson County,The New Haven School,Elementary School,50.0,23,Needs Improvement,,57.5,58.5,No,Yes,N/A
20122013,Accountability,451011,Nelson County,The New Haven School,Middle School,53.8,48,Needs Improvement/Progressing,,52.7,53.7,Yes,Yes,N/A
20122013,Accountability,451101,Nelson County,Thomas Nelson High School,High School,58.1,71,Proficient/Progressing,,,,,Yes,N/A
20122013,Accountability,452070,Newport Independent,Newport High School,High School,51.8,35,Needs Improvement/Progressing,Priority School,48.2,49.2,Yes,Yes,Yes
20122013,Accountability,452040,Newport Independent,Newport Intermediate School,Elementary School,33.4,1,Needs Improvement,Focus School,37.8,38.8,No,Yes,N/A
20122013,Accountability,452080,Newport Independent,Newport Middle School,Middle School,39.7,8,Needs Improvement/Progressing,Focus School,36.8,37.8,Yes,Yes,N/A
20122013,Accountability,455020,Nicholas County,Nicholas County Elementary School,Elementary School,56.5,45,Needs Improvement/Progressing,,51.2,52.2,Yes,Yes,N/A
20122013,Accountability,455030,Nicholas County,Nicholas County High School,Middle School,53.5,47,Needs Improvement/Progressing,High Progress School,45.2,46.2,Yes,Yes,N/A
20122013,Accountability,455030,Nicholas County,Nicholas County High School,High School,58.3,71,Proficient/Progressing,Focus School/High Progress School,42.3,43.3,Yes,Yes,Yes
20122013,Accountability,461010,Ohio County,Beaver Dam Elementary School,Elementary School,59.4,57,Needs Improvement,,64.5,65.0,No,Yes,N/A
20122013,Accountability,461090,Ohio County,Fordsville Elementary School,Elementary School,67.8,85,Proficient/Progressing,High Progress School,57.1,58.1,Yes,Yes,N/A
20122013,Accountability,461140,Ohio County,Horse Branch Elementary School,Elementary School,57.6,50,Needs Improvement,,68.0,68.5,No,Yes,N/A
20122013,Accountability,461155,Ohio County,Ohio County High School,High School,61.0,80,Proficient/Progressing,,54.2,55.2,Yes,Yes,Yes
20122013,Accountability,461110,Ohio County,Ohio County Middle School,Middle School,60.3,77,Proficient,Focus School,60.2,60.7,No,Yes,N/A
20122013,Accountability,461170,Ohio County,Southern Elementary School,Elementary School,67.8,85,Proficient/Progressing,,66.6,67.1,Yes,Yes,N/A
20122013,Accountability,461190,Ohio County,Wayland Alexander Elementary School,Elementary School,64.9,78,Proficient/Progressing,,63.6,64.1,Yes,Yes,N/A
20122013,Accountability,461200,Ohio County,Western Elementary School,Elementary School,53.6,35,Needs Improvement,,53.2,54.2,No,Yes,N/A
20122013,Accountability,465007,Oldham County,Buckner Elementary School,Elementary School,72.0,93,Distinguished/Progressing,High Performing School,70.7,71.2,Yes,Yes,N/A
20122013,Accountability,465005,Oldham County,Camden Station Elementary School,Elementary School,65.1,79,Proficient,,67.0,67.5,No,Yes,N/A
20122013,Accountability,465010,Oldham County,Centerfield Elementary School,Elementary School,52.2,30,Needs Improvement,,60.4,61.4,No,Yes,N/A
20122013,Accountability,465020,Oldham County,Crestwood Elementary School,Elementary School,61.4,65,Needs Improvement,,61.2,62.2,No,Yes,N/A
20122013,Accountability,465015,Oldham County,East Oldham Middle School,Middle School,63.7,87,Proficient,,66.9,67.4,No,Yes,N/A
20122013,Accountability,465025,Oldham County,Goshen At Hillcrest Elementary School,Elementary School,73.4,96,Distinguished,,76.3,76.8,No,Yes,N/A
20122013,Accountability,465014,Oldham County,Harmony Elementary School,Elementary School,72.7,95,Distinguished,,73.2,73.7,No,Yes,N/A
20122013,Accountability,465013,Oldham County,Kenwood Station Elementary School,Elementary School,66.9,84,Proficient/Progressing,,62.1,63.1,Yes,Yes,N/A
20122013,Accountability,465030,Oldham County,LaGrange Elementary School,Elementary School,54.6,37,Needs Improvement,,56.1,57.1,No,Yes,N/A
20122013,Accountability,465050,Oldham County,Liberty Elementary School,Elementary School,63.9,75,Proficient/Progressing,,57.8,58.8,Yes,Yes,N/A
20122013,Accountability,465028,Oldham County,Locust Grove Elementary School,Elementary School,65.6,80,Proficient/Progressing,,65.0,65.5,Yes,Yes,N/A
20122013,Accountability,465012,Oldham County,North Oldham High School,High School,73.8,97,Distinguished,,76.0,76.5,No,Yes,Yes
20122013,Accountability,465350,Oldham County,North Oldham Middle School,Middle School,60.9,79,Proficient,,65.1,65.6,No,Yes,N/A
20122013,Accountability,465060,Oldham County,Oldham County High School,High School,68.8,96,Distinguished,,67.8,68.3,Yes,Yes,No
20122013,Accountability,465070,Oldham County,Oldham County Middle School,Middle School,59.7,73,Proficient/Progressing,,56.1,57.1,Yes,Yes,N/A
20122013,Accountability,465095,Oldham County,South Oldham High School,High School,76.7,98,Distinguished/Progressing,Focus School,68.9,69.4,Yes,Yes,Yes
20122013,Accountability,465090,Oldham County,South Oldham Middle School,Middle School,62.9,86,Proficient,,68.2,68.7,No,Yes,N/A
20122013,Accountability,471078,Owen County,Maurice Bowling Middle School,Middle School,53.0,46,Needs Improvement/Progressing,,48.6,49.6,Yes,Yes,N/A
20122013,Accountability,471075,Owen County,Owen County Elementary/Primary School,Elementary School,50.6,25,Needs Improvement,,56.0,57.0,No,Yes,N/A
20122013,Accountability,471080,Owen County,Owen County High School,High School,56.4,61,Needs Improvement/Progressing,,53.7,54.7,Yes,Yes,Yes
20122013,Accountability,472010,Owensboro Independent,Cravens Elementary School,Elementary School,64.5,77,Proficient/Progressing,,55.4,56.4,Yes,Yes,N/A
20122013,Accountability,472030,Owensboro Independent,Estes Elementary School,Elementary School,43.2,7,Needs Improvement/Progressing,Focus School,40.5,41.5,Yes,Yes,N/A
20122013,Accountability,472060,Owensboro Independent,Foust Elementary School,Elementary School,57.8,51,Needs Improvement/Progressing,High Progress School,46.0,47.0,Yes,Yes,N/A
20122013,Accountability,472100,Owensboro Independent,Newton Parrish Elementary School,Elementary School,68.6,87,Proficient/Progressing,,64.3,64.8,Yes,Yes,N/A
20122013,Accountability,472110,Owensboro Independent,Owensboro High School,High School,56.4,61,Needs Improvement,Focus School,48.8,49.8,Yes,Yes,No
20122013,Accountability,472108,Owensboro Independent,Owensboro Middle School North,Middle School,52.0,40,Needs Improvement/Progressing,Focus School,44.8,45.8,Yes,Yes,N/A
20122013,Accountability,472102,Owensboro Independent,Owensboro Middle School South,Elementary School,51.2,26,Needs Improvement/Progressing,Focus School/High Progress School,36.3,37.3,Yes,Yes,N/A
20122013,Accountability,472140,Owensboro Independent,Sutton Elementary School,Elementary School,68.7,88,Proficient/Progressing,,62.4,63.4,Yes,Yes,N/A
20122013,Accountability,475020,Owsley County,Owsley County Elementary School,Elementary School,49.6,21,Needs Improvement/Progressing,,44.4,45.4,Yes,Yes,N/A
20122013,Accountability,475080,Owsley County,Owsley County High School,High School,59.7,75,Proficient/Progressing,High Progress School,49.6,50.6,Yes,Yes,Yes
20122013,Accountability,475080,Owsley County,Owsley County High School,Middle School,48.1,24,Needs Improvement/Progressing,,47.0,48.0,Yes,Yes,N/A
20122013,Accountability,476020,Paducah Independent,Clark Elementary School,Elementary School,62.7,70,Proficient,,68.4,68.9,No,Yes,N/A
20122013,Accountability,476080,Paducah Independent,McNabb Elementary School,Elementary School,52.1,29,Needs Improvement/Progressing,Focus School,45.5,46.5,Yes,Yes,N/A
20122013,Accountability,476150,Paducah Independent,Morgan Elementary School,Elementary School,55.9,42,Needs Improvement/Progressing,Focus School/High Progress School,45.7,46.7,Yes,Yes,N/A
20122013,Accountability,476010,Paducah Independent,Paducah Middle School,Middle School,46.6,20,Needs Improvement,Focus School,50.1,51.1,No,Yes,N/A
20122013,Accountability,476170,Paducah Independent,Paducah Tilghman High School,High School,59.7,75,Proficient/Progressing,,50.7,51.7,Yes,Yes,Yes
20122013,Accountability,477010,Paintsville Independent,Paintsville Elementary School,Elementary School,51.5,27,Needs Improvement,,63.1,63.6,No,Yes,N/A
20122013,Accountability,477020,Paintsville Independent,Paintsville High School,High School,69.1,96,Distinguished/Progressing,Focus School,65.5,66.0,Yes,Yes,Yes
20122013,Accountability,477020,Paintsville Independent,Paintsville High School,Middle School,56.0,57,Needs Improvement,,59.7,60.2,No,Yes,N/A
20122013,Accountability,478010,Paris Independent,Paris Elementary School,Elementary School,49.9,22,Needs Improvement/Progressing,,48.0,49.0,Yes,Yes,N/A
20122013,Accountability,478020,Paris Independent,Paris High School,High School,58.8,72,Proficient/Progressing,,51.8,52.8,Yes,Yes,Yes
20122013,Accountability,478030,Paris Independent,Paris Middle School,Middle School,52.2,40,Needs Improvement/Progressing,Focus School/High Progress School,38.8,39.8,Yes,Yes,N/A
20122013,Accountability,481060,Pendleton County,Northern Elementary School,Elementary School,54.6,37,Needs Improvement,,58.4,59.4,No,Yes,N/A
20122013,Accountability,481070,Pendleton County,Pendleton County High School,High School,60.8,79,Proficient,,58.1,58.6,Yes,Yes,No
20122013,Accountability,481061,Pendleton County,Phillip Sharp Middle School,Middle School,53.1,46,Needs Improvement,,55.4,56.4,No,Yes,N/A
20122013,Accountability,481080,Pendleton County,Southern Elementary School,Elementary School,47.8,16,Needs Improvement,,53.8,54.8,No,Yes,N/A
20122013,Accountability,485750,Perry County,A.B. Combs Elementary School,Middle School,52.2,40,Needs Improvement/Progressing,,45.9,46.9,Yes,Yes,N/A
20122013,Accountability,485750,Perry County,A.B. Combs Elementary School,Elementary School,48.9,19,Needs Improvement,,52.7,53.7,No,Yes,N/A
20122013,Accountability,485065,Perry County,Big Creek Elementary School,Middle School,50.9,37,Needs Improvement,,52.1,53.1,No,Yes,N/A
20122013,Accountability,485065,Perry County,Big Creek Elementary School,Elementary School,62.7,70,Proficient/Progressing,High Progress School,52.3,53.3,Yes,Yes,N/A
20122013,Accountability,485130,Perry County,Buckhorn School,High School,50.8,29,Needs Improvement/Progressing,,46.4,47.4,Yes,Yes,Yes
20122013,Accountability,485130,Perry County,Buckhorn School,Middle School,42.5,11,Needs Improvement,Focus School,43.9,44.9,No,Yes,N/A
20122013,Accountability,485130,Perry County,Buckhorn School,Elementary School,49.3,20,Needs Improvement,,49.8,50.8,No,Yes,N/A
20122013,Accountability,485150,Perry County,Chavies Elementary School,Elementary School,44.5,9,Needs Improvement/Progressing,Focus School/High Progress School,28.0,29.0,Yes,Yes,N/A
20122013,Accountability,485150,Perry County,Chavies Elementary School,Middle School,53.8,48,Needs Improvement/Progressing,Focus School/High Progress School,37.4,38.4,Yes,Yes,N/A
20122013,Accountability,485235,Perry County,Dennis C Wooton Elementary School,Elementary School,68.4,87,Proficient/Progressing,,67.3,67.8,Yes,Yes,N/A
20122013,Accountability,485480,Perry County,Leatherwood Elementary School,Middle School,50.7,37,Needs Improvement,,61.5,62.0,No,Yes,N/A
20122013,Accountability,485480,Perry County,Leatherwood Elementary School,Elementary School,52.4,31,Needs Improvement,,57.1,58.1,No,Yes,N/A
20122013,Accountability,485250,Perry County,Perry County Central High School,High School,55.3,55,Needs Improvement,Priority School,41.3,42.3,Yes,Yes,No
20122013,Accountability,485635,Perry County,Robert W Combs Elementary School,Elementary School,39.6,3,Needs Improvement,,53.4,54.4,No,Yes,N/A
20122013,Accountability,485635,Perry County,Robert W Combs Elementary School,Middle School,52.4,42,Needs Improvement/Progressing,,44.5,45.5,Yes,Yes,N/A
20122013,Accountability,485640,Perry County,Robinson Elementary School,Elementary School,53.8,35,Needs Improvement,,55.5,56.5,No,Yes,N/A
20122013,Accountability,485640,Perry County,Robinson Elementary School,Middle School,61.8,81,Proficient/Progressing,,59.4,59.9,Yes,Yes,N/A
20122013,Accountability,485890,Perry County,Viper Elementary School,Elementary School,46.9,14,Needs Improvement,,46.2,47.2,No,Yes,N/A
20122013,Accountability,485890,Perry County,Viper Elementary School,Middle School,53.5,47,Needs Improvement/Progressing,High Progress School,41.9,42.9,Yes,Yes,N/A
20122013,Accountability,485895,Perry County,Willard Elementary School,Elementary School,53.3,33,Needs Improvement/Progressing,,47.1,48.1,Yes,Yes,N/A
20122013,Accountability,485895,Perry County,Willard Elementary School,Middle School,46.2,18,Needs Improvement/Progressing,Focus School/High Progress School,33.6,34.6,Yes,Yes,N/A
20122013,Accountability,491090,Pike County,Belfry High School,High School,52.8,40,Needs Improvement,Focus School,47.5,48.5,Yes,Yes,No
20122013,Accountability,491058,Pike County,Belfry Middle School,Middle School,56.3,59,Needs Improvement/Progressing,High Progress School,45.9,46.9,Yes,Yes,N/A
20122013,Accountability,491130,Pike County,Bevins Elementary School,Elementary School,63.3,73,Proficient/Progressing,,54.9,55.9,Yes,Yes,N/A
20122013,Accountability,491160,Pike County,Blackberry Elementary School,Elementary School,24.0,1,Needs Improvement,,49.4,50.4,No,Yes,N/A
20122013,Accountability,491250,Pike County,Dorton Elementary School,Middle School,63.3,87,Proficient/Progressing,High Progress School,52.5,53.5,Yes,Yes,N/A
20122013,Accountability,491250,Pike County,Dorton Elementary School,Elementary School,59.9,59,Needs Improvement,,68.6,69.1,No,Yes,N/A
20122013,Accountability,491054,Pike County,East Ridge High School,High School,55.6,58,Needs Improvement,,42.2,43.2,Yes,Yes,No
20122013,Accountability,491300,Pike County,Elkhorn City Elementary School,Elementary School,52.9,32,Needs Improvement/Progressing,Focus School/High Progress School,32.7,33.7,Yes,Yes,N/A
20122013,Accountability,491300,Pike County,Elkhorn City Elementary School,Middle School,53.0,46,Needs Improvement/Progressing,High Progress School,35.0,36.0,Yes,Yes,N/A
20122013,Accountability,491057,Pike County,Feds Creek Elementary School,Middle School,49.3,31,Needs Improvement,,52.8,53.8,No,Yes,N/A
20122013,Accountability,491057,Pike County,Feds Creek Elementary School,Elementary School,49.1,20,Needs Improvement/Progressing,,47.1,48.1,Yes,Yes,N/A
20122013,Accountability,491620,Pike County,Johns Creek Elementary School,Elementary School,53.8,35,Needs Improvement/Progressing,,52.2,53.2,Yes,Yes,N/A
20122013,Accountability,491620,Pike County,Johns Creek Elementary School,Middle School,48.8,28,Needs Improvement/Progressing,,47.7,48.7,Yes,Yes,N/A
20122013,Accountability,491650,Pike County,Kimper Elementary School,Elementary School,67.8,85,Proficient/Progressing,High Progress School,51.9,52.9,Yes,Yes,N/A
20122013,Accountability,491650,Pike County,Kimper Elementary School,Middle School,58.0,67,Needs Improvement/Progressing,High Progress School,44.7,45.7,Yes,Yes,N/A
20122013,Accountability,491407,Pike County,Majestic Knox Creek Elementary School,Elementary School,60.2,60,Needs Improvement/Progressing,High Progress School,42.6,43.6,Yes,Yes,N/A
20122013,Accountability,491059,Pike County,Millard School,Elementary School,47.8,16,Needs Improvement,,51.3,52.3,No,Yes,N/A
20122013,Accountability,491059,Pike County,Millard School,Middle School,48.2,25,Needs Improvement,,49.1,50.1,No,Yes,N/A
20122013,Accountability,491950,Pike County,Mullins Elementary School,Elementary School,56.7,46,Needs Improvement,,56.3,57.3,No,Yes,N/A
20122013,Accountability,491950,Pike County,Mullins Elementary School,Middle School,52.8,45,Needs Improvement,,57.6,58.6,No,Yes,N/A
20122013,Accountability,491952,Pike County,Phelps Elementary School,Elementary School,47.4,15,Needs Improvement,,47.8,48.8,No,Yes,N/A
20122013,Accountability,491954,Pike County,Phelps High School,Middle School,50.7,37,Needs Improvement/Progressing,High Progress School,41.5,42.5,Yes,Yes,N/A
20122013,Accountability,491954,Pike County,Phelps High School,High School,48.9,21,Needs Improvement,,41.1,42.1,Yes,Yes,No
20122013,Accountability,491190,Pike County,Pike County Central High School,High School,57.5,66,Needs Improvement/Progressing,,54.5,55.5,Yes,Yes,Yes
20122013,Accountability,491980,Pike County,Shelby Valley High School,High School,65.0,90,Distinguished/Progressing,High Performing School/High Progress School,51.5,52.5,Yes,Yes,Yes
20122013,Accountability,491051,Pike County,Southside Elementary School,Elementary School,52.5,31,Needs Improvement/Progressing,,49.8,50.8,Yes,Yes,N/A
20122013,Accountability,491060,Pike County,Valley Elementary School,Elementary School,66.8,84,Proficient/Progressing,,65.5,66.0,Yes,Yes,N/A
20122013,Accountability,491060,Pike County,Valley Elementary School,Middle School,64.2,87,Proficient,,64.7,65.2,No,Yes,N/A
20122013,Accountability,492020,Pikeville Independent,Pikeville Elementary School,Elementary School,62.8,71,Proficient,,69.5,70.0,No,Yes,N/A
20122013,Accountability,492030,Pikeville Independent,Pikeville High School,Middle School,70.1,97,Distinguished/Progressing,School of Distinction/High Progress School,62.7,63.2,Yes,Yes,N/A
20122013,Accountability,492030,Pikeville Independent,Pikeville High School,High School,72.4,97,Distinguished,,65.4,65.9,Yes,Yes,No
20122013,Accountability,493010,Pineville Independent,Pineville Elementary School,Elementary School,48.7,18,Needs Improvement,,48.3,49.3,No,Yes,N/A
20122013,Accountability,493020,Pineville Independent,Pineville High School,High School,50.5,27,Needs Improvement,,49.7,50.7,No,Yes,No
20122013,Accountability,493020,Pineville Independent,Pineville High School,Middle School,63.5,87,Proficient/Progressing,,54.3,55.3,Yes,Yes,N/A
20122013,Accountability,495010,Powell County,Bowen Elementary School,Elementary School,55.4,40,Needs Improvement,,56.8,57.8,No,Yes,N/A
20122013,Accountability,495020,Powell County,Clay City Elementary School,Elementary School,56.7,46,Needs Improvement/Progressing,Focus School,54.5,55.5,Yes,Yes,N/A
20122013,Accountability,495040,Powell County,Powell County High School,High School,54.3,48,Needs Improvement/Progressing,Focus School,48.5,49.5,Yes,Yes,Yes
20122013,Accountability,495015,Powell County,Powell County Middle School,Middle School,55.5,55,Needs Improvement/Progressing,High Progress School,50.3,51.3,Yes,Yes,N/A
20122013,Accountability,495060,Powell County,Stanton Elementary School,Elementary School,50.4,24,Needs Improvement,,55.2,56.2,No,Yes,N/A
20122013,Accountability,501070,Pulaski County,Burnside Elementary School,Elementary School,62.9,71,Proficient,,66.5,67.0,No,Yes,N/A
20122013,Accountability,501180,Pulaski County,Eubank Elementary School,Elementary School,68.4,87,Proficient/Progressing,,66.6,67.1,Yes,Yes,N/A
20122013,Accountability,501280,Pulaski County,Nancy Elementary School,Elementary School,72.9,95,Distinguished/Progressing,School of Distinction,71.0,71.5,Yes,Yes,N/A
20122013,Accountability,501560,Pulaski County,Northern Elementary School,Elementary School,66.9,84,Proficient,,74.3,74.8,No,Yes,N/A
20122013,Accountability,501395,Pulaski County,Northern Middle School,Middle School,56.7,60,Needs Improvement,,56.8,57.8,No,Yes,N/A
20122013,Accountability,501420,Pulaski County,Oak Hill Elementary School,Elementary School,66.1,82,Proficient,,69.7,70.2,No,Yes,N/A
20122013,Accountability,501380,Pulaski County,Pulaski County High School,High School,70.2,97,Distinguished,Priority School,61.6,62.1,Yes,Yes,No
20122013,Accountability,501385,Pulaski County,Pulaski Elementary School,Elementary School,64.7,78,Proficient,,69.6,70.1,No,Yes,N/A
20122013,Accountability,501440,Pulaski County,Shopville Elementary School,Elementary School,62.6,70,Proficient,,73.6,74.1,No,Yes,N/A
20122013,Accountability,501570,Pulaski County,Southern Elementary School,Elementary School,69.8,90,Distinguished,,72.3,72.8,No,Yes,N/A
20122013,Accountability,501390,Pulaski County,Southern Middle School,Middle School,59.7,73,Proficient/Progressing,Focus School,55.9,56.9,Yes,Yes,N/A
20122013,Accountability,501400,Pulaski County,Southwestern High School,High School,71.0,97,Distinguished/Progressing,Focus School,65.1,65.6,Yes,Yes,Yes
20122013,Accountability,502010,Raceland-Worthington Independent,Campbell Elementary School,Elementary School,56.7,46,Needs Improvement/Progressing,,53.6,54.6,Yes,Yes,N/A
20122013,Accountability,502020,Raceland-Worthington Independent,Raceland-Worthington High School,High School,63.9,88,Proficient/Progressing,High Progress School,54.2,55.2,Yes,Yes,Yes
20122013,Accountability,502020,Raceland-Worthington Independent,Raceland-Worthington High School,Middle School,56.8,61,Needs Improvement/Progressing,,52.8,53.8,Yes,Yes,N/A
20122013,Accountability,502030,Raceland-Worthington Independent,Worthington Elementary School,Elementary School,57.3,48,Needs Improvement,,59.9,60.9,No,Yes,N/A
20122013,Accountability,505010,Robertson County,Robertson County School,High School,48.9,21,Needs Improvement/Progressing,Focus School,45.6,46.6,Yes,Yes,Yes
20122013,Accountability,505010,Robertson County,Robertson County School,Elementary School,52.2,30,Needs Improvement/Progressing,Focus School/High Progress School,38.5,39.5,Yes,Yes,N/A
20122013,Accountability,505010,Robertson County,Robertson County School,Middle School,41.3,9,Needs Improvement/Progressing,Focus School,38.8,39.8,Yes,Yes,N/A
20122013,Accountability,511020,Rockcastle County,Brodhead Elementary School,Elementary School,76.2,98,Distinguished/Progressing,School of Distinction/High Progress School,54.8,55.8,Yes,Yes,N/A
20122013,Accountability,511170,Rockcastle County,Mt. Vernon Elementary,Elementary School,53.0,32,Needs Improvement/Progressing,,49.9,50.9,Yes,Yes,N/A
20122013,Accountability,511310,Rockcastle County,Rockcastle County High School,High School,62.9,86,Proficient/Progressing,Focus School,54.5,55.5,Yes,Yes,Yes
20122013,Accountability,511100,Rockcastle County,Rockcastle County Middle School,Middle School,56.6,60,Needs Improvement/Progressing,,54.8,55.8,Yes,Yes,N/A
20122013,Accountability,511320,Rockcastle County,Roundstone Elementary School,Elementary School,70.7,91,Distinguished/Progressing,High Performing School,62.5,63.0,Yes,Yes,N/A
20122013,Accountability,515040,Rowan County,Clearfield Elementary School,Elementary School,64.0,75,Proficient/Progressing,,55.7,56.7,Yes,Yes,N/A
20122013,Accountability,515043,Rowan County,McBrayer Elementary School,Elementary School,52.5,31,Needs Improvement,Focus School,57.4,58.4,No,Yes,N/A
20122013,Accountability,515250,Rowan County,Rodburn Elementary School,Elementary School,54.0,36,Needs Improvement,,54.2,55.2,No,Yes,N/A
20122013,Accountability,515210,Rowan County,Rowan County Middle School,Middle School,51.3,38,Needs Improvement,Focus School,50.4,51.4,No,Yes,N/A
20122013,Accountability,515180,Rowan County,Rowan County Senior High School,High School,62.3,84,Proficient/Progressing,Focus School,54.9,55.9,Yes,Yes,Yes
20122013,Accountability,515200,Rowan County,Tilden Hogge Elementary School,Elementary School,57.2,48,Needs Improvement/Progressing,Focus School/High Progress School,47.2,48.2,Yes,Yes,N/A
20122013,Accountability,521140,Russell County,Jamestown Elementary School,Elementary School,61.9,67,Needs Improvement,,66.1,66.6,No,Yes,N/A
20122013,Accountability,521240,Russell County,Russell County High School,High School,63.7,87,Proficient,Focus School,56.4,57.4,Yes,Yes,No
20122013,Accountability,521260,Russell County,Russell County Middle School,Middle School,54.8,53,Needs Improvement,Focus School,58.0,59.0,No,Yes,N/A
20122013,Accountability,521230,Russell County,Russell Springs Elementary School,Elementary School,56.8,46,Needs Improvement,,59.2,60.2,No,Yes,N/A
20122013,Accountability,521250,Russell County,Salem Elementary School,Elementary School,61.5,65,Needs Improvement,,65.8,66.3,No,Yes,N/A
20122013,Accountability,521290,Russell County,Union Chapel Elementary School,Elementary School,66.3,82,Proficient/Progressing,,58.7,59.7,Yes,Yes,N/A
20122013,Accountability,522050,Russell Independent,Russell High School,High School,67.7,95,Distinguished/Progressing,School of Distinction,64.0,64.5,Yes,Yes,Yes
20122013,Accountability,522060,Russell Independent,Russell Middle School,Middle School,62.8,86,Proficient,,64.9,65.4,No,Yes,N/A
20122013,Accountability,522011,Russell Independent,Russell Primary School,Elementary School,65.1,79,Proficient,,67.6,68.1,No,Yes,N/A
20122013,Accountability,522030,Russell Independent,Russell-McDowell Intermediate School,Elementary School,65.8,81,Proficient/Progressing,,62.5,63.0,Yes,Yes,N/A
20122013,Accountability,523025,Russellville Independent,R E Stevenson Elementary School,Elementary School,43.5,7,Needs Improvement/Progressing,Focus School,40.2,41.2,Yes,Yes,N/A
20122013,Accountability,523030,Russellville Independent,Russellville Junior/Senior High School,Middle School,41.9,10,Needs Improvement,Focus School,44.4,45.4,No,Yes,N/A
20122013,Accountability,523030,Russellville Independent,Russellville Junior/Senior High School,High School,53.3,43,Needs Improvement/Progressing,,47.9,48.9,Yes,Yes,Yes
20122013,Accountability,524010,Science Hill Independent,Science Hill Elementary School,Middle School,70.2,97,Distinguished/Progressing,School of Distinction,64.0,64.5,Yes,Yes,N/A
20122013,Accountability,524010,Science Hill Independent,Science Hill Elementary School,Elementary School,65.2,79,Proficient,,66.1,66.6,No,Yes,N/A
20122013,Accountability,525012,Scott County,Anne Mason Elementary School,Elementary School,57.3,48,Needs Improvement,,60.6,61.6,No,Yes,N/A
20122013,Accountability,525010,Scott County,Eastern Elementary School,Elementary School,66.8,84,Proficient,,73.2,73.7,No,Yes,N/A
20122013,Accountability,525015,Scott County,Garth Elementary School,Elementary School,56.2,43,Needs Improvement,,63.8,64.3,No,Yes,N/A
20122013,Accountability,525018,Scott County,Georgetown Middle School,Middle School,45.7,17,Needs Improvement/Progressing,Focus School,42.3,43.3,Yes,Yes,N/A
20122013,Accountability,525035,Scott County,Northern Elementary School,Elementary School,75.9,98,Distinguished/Progressing,School of Distinction,72.0,72.5,Yes,Yes,N/A
20122013,Accountability,525013,Scott County,Royal Spring Middle School,Middle School,61.9,82,Proficient,,66.9,67.4,No,Yes,N/A
20122013,Accountability,525040,Scott County,Scott County High School,High School,63.5,87,Proficient,,57.4,58.4,Yes,Yes,No
20122013,Accountability,525060,Scott County,Scott County Middle School,Middle School,51.8,39,Needs Improvement,Focus School,54.3,55.3,No,Yes,N/A
20122013,Accountability,525070,Scott County,Southern Elementary School,Elementary School,57.9,51,Needs Improvement/Progressing,,56.2,57.2,Yes,Yes,N/A
20122013,Accountability,525050,Scott County,Stamping Ground Elementary School,Elementary School,67.7,85,Proficient/Progressing,,62.7,63.2,Yes,Yes,N/A
20122013,Accountability,525080,Scott County,Western Elementary School,Elementary School,68.2,86,Proficient,,71.1,71.6,No,Yes,N/A
20122013,Accountability,531120,Shelby County,Clear Creek Elementary,Elementary School,62.2,69,Needs Improvement,,61.4,62.4,No,Yes,N/A
20122013,Accountability,531065,Shelby County,Heritage Elementary School,Elementary School,60.9,63,Needs Improvement/Progressing,,57.1,58.1,Yes,Yes,N/A
