End Year,End Year Code,District Code,District,School Code,School,Level,Level Code,Reported Spending per student,Student Count,Educator Count,Years of experience,Teacher salary based on experience,District teacher salary average,Money Difference per school,Money Difference per student,Estimated Spending per student
2019,7,12,Ashland Independent,12110,Poage Elementary School,ES,0,18681,259,23,12,51103,48992,48553,187,18868
2019,7,12,Ashland Independent,12130,Charles Russell Elementary School,ES,0,19190,263,25,14,52119,48992,78175,297,19487
2019,7,13,Augusta Independent,13011,Augusta Independent School,ES,0,13185,286,19,11,45729,44756,18487,65,13250
2019,7,13,Augusta Independent,13011,Augusta Independent School,MS,1,13185,286,19,11,45729,44756,18487,65,13250
2019,7,13,Augusta Independent,13011,Augusta Independent School,HS,2,13185,286,19,11,45729,44756,18487,65,13250
2019,7,15,Ballard County,15005,Ballard County Middle School,MS,1,12980,267,24,12,48892,46500,57408,215,13195
2019,7,15,Ballard County,15010,Ballard Memorial High School,HS,2,16176,380,32,12,48892,46500,76544,201,16377
2019,7,15,Ballard County,15050,Ballard County Elementary School,ES,0,12805,534,29,13,49129,46500,76241,143,12948
2019,7,16,Barbourville Independent,16011,Barbourville City School,HS,2,12378,622,42,13,48518,48987,-19698,-32,12346
2019,7,16,Barbourville Independent,16011,Barbourville City School,ES,0,12378,622,42,13,48518,48987,-19698,-32,12346
2019,7,16,Barbourville Independent,16011,Barbourville City School,MS,1,12378,622,42,13,48518,48987,-19698,-32,12346
2019,7,17,Bardstown Independent,17010,Bardstown Elementary School,ES,0,12964,621,35,13,57933,59270,-46795,-75,12889
2019,7,17,Bardstown Independent,17012,Bardstown Primary School,ES,0,14379,599,32,13,57933,59270,-42784,-71,14308
2019,7,17,Bardstown Independent,17020,Bardstown High School,HS,2,14193,592,41,11,56875,59270,-98195,-166,14027
2019,7,17,Bardstown Independent,17030,Bardstown Middle School,MS,1,11519,607,38,15,60673,59270,53314,88,11607
2019,7,21,Barren County,21010,Austin Tracy Elementary School,ES,0,16153,230,15,12,57142,50361,101715,442,16595
2019,7,21,Barren County,21014,North Jackson Elementary,ES,0,13914,509,29,12,57142,50361,196649,386,14300
2019,7,21,Barren County,21027,Barren County High School,HS,2,14386,1262,76,15,59394,50361,686508,544,14930
2019,7,21,Barren County,21035,Eastern Elementary School,ES,0,14994,343,27,9,51046,50361,18495,54,15048
2019,7,21,Barren County,21050,Barren County Middle School,MS,1,12589,746,47,10,56950,50361,309683,415,13004
2019,7,21,Barren County,21080,Hiseville Elementary School,ES,0,17988,224,21,17,59585,50361,193704,865,18853
2019,7,21,Barren County,21130,Park City Elementary School,ES,0,14969,390,23,12,57142,50361,155963,400,15369
2019,7,21,Barren County,21150,Red Cross Elementary School,ES,0,15310,584,38,15,59394,50361,343254,588,15898
2019,7,21,Barren County,21180,Temple Hill Elementary School,ES,0,16315,267,21,13,57237,50361,144396,541,16856
2019,7,25,Bath County,25014,Crossroads Elementary School,ES,0,13213,416,29,12,49043,49352,-8961,-22,13191
2019,7,25,Bath County,25020,Bath County Middle School,MS,1,10246,476,24,10,48793,49352,-13416,-28,10218
2019,7,25,Bath County,25030,Owingsville Elementary School,ES,0,10990,494,30,12,49043,49352,-9270,-19,10971
2019,7,25,Bath County,25040,Bath County High School,HS,2,17217,557,40,16,50896,49352,61760,111,17328
2019,7,26,Beechwood Independent,26010,Beechwood Elementary School,ES,0,10699,692,36,15,55179,55000,6444,9,10708
2019,7,26,Beechwood Independent,26020,Beechwood High School,HS,2,11199,646,39,14,53616,55000,-53976,-84,11115
2019,7,26,Beechwood Independent,26020,Beechwood High School,MS,1,11199,646,39,14,53616,55000,-53976,-84,11115
2019,7,31,Bell County,31012,Bell Central School Center,ES,0,15653,487,33,15,50339,48612,56991,117,15770
2019,7,31,Bell County,31012,Bell Central School Center,MS,1,15653,487,33,15,50339,48612,56991,117,15770
2019,7,31,Bell County,31013,Page School Center,MS,1,15698,325,22,18,50339,48612,37994,117,15815
2019,7,31,Bell County,31013,Page School Center,ES,0,15698,325,22,18,50339,48612,37994,117,15815
2019,7,31,Bell County,31040,Bell County High School,HS,2,13826,688,38,13,48778,48612,6308,9,13835
2019,7,31,Bell County,31180,Frakes School Center,ES,0,18580,120,12,15,50339,48612,20724,173,18753
2019,7,31,Bell County,31180,Frakes School Center,MS,1,18580,120,12,15,50339,48612,20724,173,18753
2019,7,31,Bell County,31250,Lone Jack School Center,MS,1,16012,176,12,13,48778,48612,1992,11,16023
2019,7,31,Bell County,31250,Lone Jack School Center,ES,0,16012,176,12,13,48778,48612,1992,11,16023
2019,7,31,Bell County,31345,Right Fork School Center,MS,1,15588,191,13,15,50339,48612,22451,118,15706
2019,7,31,Bell County,31345,Right Fork School Center,ES,0,15588,191,13,15,50339,48612,22451,118,15706
2019,7,31,Bell County,31390,Yellow Creek School Center,ES,0,14065,572,33,15,50339,48612,56991,100,14165
2019,7,31,Bell County,31390,Yellow Creek School Center,MS,1,14065,572,33,15,50339,48612,56991,100,14165
2019,7,32,Bellevue Independent,32010,Bellevue High School,HS,2,13190,356,25,10,48456,47208,31200,88,13278
2019,7,32,Bellevue Independent,32010,Bellevue High School,MS,1,13190,356,25,10,48456,47208,31200,88,13278
2019,7,32,Bellevue Independent,32020,Grandview Elementary School,ES,0,16146,293,21,11,48941,47208,36393,124,16270
2019,7,34,Berea Independent,34010,Berea Community Elementary School,ES,0,11453,501,32,13,52044,50454,50880,102,11555
2019,7,34,Berea Independent,34015,Berea Community Middle School,MS,1,10773,277,35,13,52044,50454,55650,201,10974
2019,7,34,Berea Independent,34020,Berea Community High School,HS,2,11699,310,27,13,52044,50454,42930,138,11837
2019,7,35,Boone County,35005,A M Yealey Elementary School,ES,0,10612,539,30,15,56807,54749,61740,115,10727
2019,7,35,Boone County,35006,Erpenbeck Elementary School,ES,0,9318,676,39,14,55837,54749,42432,63,9381
2019,7,35,Boone County,35008,North Pointe Elementary School,ES,0,11018,451,33,14,55837,54749,35904,80,11098
2019,7,35,Boone County,35010,Camp Ernst Middle School,MS,1,8793,1001,66,12,53897,54749,-56232,-56,8737
2019,7,35,Boone County,35011,Shirley Mann Elementary School,ES,0,9282,752,46,14,55837,54749,50048,67,9349
2019,7,35,Boone County,35012,Thornwilde Elementary School,ES,0,8525,650,32,11,52927,54749,-58304,-90,8435
2019,7,35,Boone County,35015,Randall K. Cooper High School,HS,2,8927,1332,83,11,52927,54749,-151226,-114,8813
2019,7,35,Boone County,35017,Longbranch Elementary School,ES,0,8638,794,43,14,55837,54749,46784,59,8697
2019,7,35,Boone County,35020,Rector A. Jones Middle School,MS,1,10038,735,55,9,50987,54749,-206910,-282,9756
2019,7,35,Boone County,35030,Boone County High School,HS,2,9817,1337,92,14,55837,54749,100096,75,9892
2019,7,35,Boone County,35040,Burlington Elementary School,ES,0,9832,796,48,13,54867,54749,5664,7,9839
2019,7,35,Boone County,35041,Charles H. Kelly Elementary School,ES,0,13317,227,21,14,55837,54749,22848,101,13418
2019,7,35,Boone County,35043,Conner Middle School,MS,1,8798,1114,67,12,53897,54749,-57084,-51,8747
2019,7,35,Boone County,35045,Conner High School,HS,2,9249,1398,89,11,52927,54749,-162158,-116,9133
2019,7,35,Boone County,35050,Florence Elementary School,ES,0,10328,541,35,7,49047,54749,-199570,-369,9959
2019,7,35,Boone County,35055,Chester Goodridge Elementary School,ES,0,10184,689,44,13,54867,54749,5192,8,10192
2019,7,35,Boone County,35065,Hillard Collins Elementary School,ES,0,9442,790,43,8,50017,54749,-203476,-258,9184
2019,7,35,Boone County,35071,Larry A. Ryle High School,HS,2,8992,1866,112,14,55837,54749,121856,65,9057
2019,7,35,Boone County,35075,Gray Middle School,MS,1,8675,1065,68,13,54867,54749,8024,8,8683
2019,7,35,Boone County,35080,New Haven Elementary School,ES,0,8638,880,51,11,52927,54749,-92922,-106,8532
2019,7,35,Boone County,35081,Ockerman Elementary School,ES,0,9789,737,41,11,52927,54749,-74702,-101,9688
2019,7,35,Boone County,35083,Stephens Elementary School,ES,0,10161,611,40,11,52927,54749,-72880,-119,10042
2019,7,35,Boone County,35085,Ockerman Middle School,MS,1,9930,784,59,13,54867,54749,6962,9,9939
2019,7,41,Bourbon County,41010,Bourbon Central Elementary School,ES,0,11201,589,28,8,45464,46894,-40040,-68,11133
2019,7,41,Bourbon County,41030,Cane Ridge Elementary School,ES,0,11544,483,30,11,49897,46894,90090,187,11731
2019,7,41,Bourbon County,41090,North Middletown Elementary School,ES,0,13581,150,7,8,45464,46894,-10010,-67,13514
2019,7,41,Bourbon County,41110,Bourbon County High School,HS,2,11355,782,54,10,49897,46894,162162,207,11562
2019,7,41,Bourbon County,41120,Bourbon County Middle School,MS,1,10727,665,45,12,49897,46894,135135,203,10930
2019,7,42,Bowling Green Independent,42010,Dishman McGinnis Elementary School,ES,0,13013,476,34,12,52434,50918,51544,108,13121
2019,7,42,Bowling Green Independent,42057,Parker-Bennett-Curry School,ES,0,15017,305,28,9,47738,50918,-89040,-292,14725
2019,7,42,Bowling Green Independent,42060,Potter Gray Elementary,ES,0,11160,448,27,14,52692,50918,47898,107,11267
2019,7,42,Bowling Green Independent,42065,Bowling Green Junior High,MS,1,11468,959,63,12,52434,50918,95508,100,11568
2019,7,42,Bowling Green Independent,42070,Bowling Green High School,HS,2,12732,1184,80,13,52563,50918,131600,111,12843
2019,7,42,Bowling Green Independent,42080,T C Cherry Elementary School,ES,0,15762,248,24,12,52434,50918,36384,147,15909
2019,7,42,Bowling Green Independent,42090,W R McNeill Elementary School,ES,0,11342,409,26,12,52434,50918,39416,96,11438
2019,7,45,Boyd County,45010,Boyd County High School,HS,2,12601,847,62,14,51731,49970,109182,129,12730
2019,7,45,Boyd County,45020,Cannonsburg Elementary School,ES,0,13422,269,25,14,51731,49970,44025,164,13586
2019,7,45,Boyd County,45035,Boyd County Middle School,MS,1,10590,678,45,12,51321,49970,60795,90,10680
2019,7,45,Boyd County,45080,Summit Elementary School,ES,0,11259,470,32,14,51731,49970,56352,120,11379
2019,7,45,Boyd County,45095,Catlettsburg Elementary School,ES,0,15611,241,23,12,51321,49970,31073,129,15740
2019,7,45,Boyd County,45097,Ponderosa Elementary School,ES,0,10794,381,25,14,51731,49970,44025,116,10910
2019,7,51,Boyle County,51003,Boyle County Middle School,MS,1,12133,643,42,14,51819,50997,34524,54,12187
2019,7,51,Boyle County,51005,Boyle County High School,HS,2,12584,876,54,13,51699,50997,37908,43,12627
2019,7,51,Boyle County,51040,Junction City Elementary School,ES,0,16917,305,31,9,47153,50997,-119164,-391,16526
2019,7,51,Boyle County,51050,Woodlawn Elementary School,ES,0,12880,535,31,11,51456,50997,14229,27,12907
2019,7,51,Boyle County,51080,Perryville Elementary School,ES,0,16412,229,16,14,51819,50997,13152,57,16469
2019,7,55,Bracken County,55010,Bracken County High School,HS,2,12350,377,22,10,49296,49455,-3498,-9,12341
2019,7,55,Bracken County,55050,Taylor Elementary School,ES,0,10798,539,32,15,51903,49455,78336,145,10943
2019,7,55,Bracken County,55060,Bracken County Middle School,MS,1,,276,17,9,44684,49455,-81107,-294,
2019,7,61,Breathitt County,61030,Highland-Turner Elementary School,ES,0,14881,194,10,16,53548,52867,6810,35,14916
2019,7,61,Breathitt County,61030,Highland-Turner Elementary School,MS,1,14881,194,10,16,53548,52867,6810,35,14916
2019,7,61,Breathitt County,61060,Breathitt County High School,MS,1,12818,504,31,11,51821,52867,-32426,-64,12754
2019,7,61,Breathitt County,61060,Breathitt County High School,HS,2,12818,504,31,11,51821,52867,-32426,-64,12754
2019,7,61,Breathitt County,61150,LBJ Elementary School,MS,1,12942,512,32,16,53548,52867,21792,43,12985
2019,7,61,Breathitt County,61150,Sebastian Elementary School,ES,0,12942,512,32,16,53548,52867,21792,43,12985
2019,7,61,Breathitt County,61185,Marie Roberts-Caney Elementary School,ES,0,14536,241,15,12,51821,52867,-15690,-65,14471
2019,7,61,Breathitt County,61185,Marie Roberts-Caney Elementary School,MS,1,14536,241,15,12,51821,52867,-15690,-65,14471
2019,7,61,Breathitt County,61390,Sebastian Middle School,MS,1,12516,281,15,17,53548,52867,10215,36,12552
2019,7,65,Breckinridge County,65010,Breckinridge County High School,HS,2,16151,881,53,12,50783,50987,-10812,-12,16139
2019,7,65,Breckinridge County,65020,Hardinsburg Elementary School,ES,0,20437,383,27,15,53617,50987,71010,185,20622
2019,7,65,Breckinridge County,65030,Ben Johnson Elementary School,ES,0,18444,213,14,10,50597,50987,-5460,-26,18418
2019,7,65,Breckinridge County,65040,Custer Elementary School,ES,0,19031,195,14,11,50700,50987,-4018,-21,19010
2019,7,65,Breckinridge County,65050,Irvington Elementary School,ES,0,18430,366,24,11,50700,50987,-6888,-19,18411
2019,7,65,Breckinridge County,65100,Breckinridge County Middle School,MS,1,16476,609,35,12,50783,50987,-7140,-12,16464
2019,7,71,Bullitt County,71005,Bernheim Middle School,MS,1,11987,435,27,9,53327,54721,-37638,-87,11900
2019,7,71,Bullitt County,71006,Freedom Elementary School,ES,0,12801,437,22,11,55638,54721,20174,46,12847
2019,7,71,Bullitt County,71007,Zoneton Middle School,MS,1,11852,448,28,7,51458,54721,-91364,-204,11648
2019,7,71,Bullitt County,71008,Shepherdsville Elementary,ES,0,12150,507,23,6,50532,54721,-96347,-190,11960
2019,7,71,Bullitt County,71009,Eastside Middle School,MS,1,11575,626,33,15,59876,54721,170115,272,11847
2019,7,71,Bullitt County,71010,Brooks Elementary School,ES,0,13961,445,23,11,55638,54721,21091,47,14008
2019,7,71,Bullitt County,71015,Bullitt Central High School,HS,2,11334,1359,77,10,55198,54721,36729,27,11361
2019,7,71,Bullitt County,71016,Bullitt East High School,HS,2,10895,1493,79,12,56594,54721,147967,99,10994
2019,7,71,Bullitt County,71018,Bullitt Lick Middle School,MS,1,12396,505,32,11,55638,54721,29344,58,12454
2019,7,71,Bullitt County,71020,Cedar Grove Elementary,ES,0,12163,478,27,12,56594,54721,50571,106,12269
2019,7,71,Bullitt County,71025,Hebron Middle School,MS,1,11975,464,26,13,57551,54721,73580,159,12134
2019,7,71,Bullitt County,71030,Lebanon Junction Elementary,ES,0,13318,411,22,12,56594,54721,41206,100,13418
2019,7,71,Bullitt County,71045,Maryville Elementary School,ES,0,13997,315,19,9,53327,54721,-26486,-84,13913
2019,7,71,Bullitt County,71050,MT. Washington Middle School,MS,1,11957,482,23,17,61788,54721,162541,337,12294
2019,7,71,Bullitt County,71055,MT. Washington Elementary,ES,0,10888,600,29,11,55638,54721,26593,44,10932
2019,7,71,Bullitt County,71060,Crossroads Elementary,ES,0,13063,473,26,11,55638,54721,23842,50,13113
2019,7,71,Bullitt County,71065,Pleasant Grove Elementary School,ES,0,11802,605,30,14,58504,54721,113490,188,11990
2019,7,71,Bullitt County,71070,Nichols Elementary,ES,0,16528,135,8,11,55638,54721,7336,54,16582
2019,7,71,Bullitt County,71075,North Bullitt High School,HS,2,11576,1257,73,11,55638,54721,66941,53,11629
2019,7,71,Bullitt County,71078,Old Mill Elementary School,ES,0,12005,461,23,11,55638,54721,21091,46,12051
2019,7,71,Bullitt County,71080,Overdale Elementary School,ES,0,13500,402,21,10,55198,54721,10017,25,13525
2019,7,71,Bullitt County,71090,Roby Elementary School,ES,0,12651,421,21,10,55198,54721,10017,24,12675
2019,7,72,Burgin Independent,72030,Burgin Independent School,ES,0,12263,507,35,10,49171,46601,89950,177,12440
2019,7,72,Burgin Independent,72030,Burgin Independent School,HS,2,12263,507,35,10,49171,46601,89950,177,12440
2019,7,72,Burgin Independent,72030,Burgin Independent School,MS,1,12263,507,35,10,49171,46601,89950,177,12440
2019,7,75,Butler County,75030,Butler County High School,HS,2,10072,642,39,11,50251,48070,85059,132,10204
2019,7,75,Butler County,75031,North Butler Elementary,ES,0,9481,393,30,13,51173,48070,93090,237,9718
2019,7,75,Butler County,75035,Butler County Middle School,MS,1,9828,468,34,13,51173,48070,105502,225,10053
2019,7,75,Butler County,75120,Morgantown Elementary School,ES,0,9128,607,36,12,50675,48070,93780,154,9282
2019,7,81,Caldwell County,81010,Caldwell County High School,HS,2,14708,563,36,12,50074,48439,58860,105,14813
2019,7,81,Caldwell County,81020,Caldwell County Middle School,MS,1,10641,412,27,14,50074,48439,44145,107,10748
2019,7,81,Caldwell County,81030,Caldwell County Primary School,ES,0,11255,435,29,13,50074,48439,47415,109,11364
2019,7,81,Caldwell County,81070,Caldwell County Elementary School,ES,0,9971,460,25,12,50074,48439,40875,89,10060
2019,7,85,Calloway County,85020,Calloway County High School,HS,2,12038,829,56,16,54893,52361,141792,171,12209
2019,7,85,Calloway County,85025,East Calloway Elementary School,ES,0,13257,321,18,11,53110,52361,13482,42,13299
2019,7,85,Calloway County,85035,North Calloway Elementary School,ES,0,11482,548,33,10,53110,52361,24717,45,11527
2019,7,85,Calloway County,85045,Southwest Calloway Elementary School,ES,0,11769,442,25,16,54893,52361,63300,143,11912
2019,7,85,Calloway County,85055,Calloway County Middle School,MS,1,11243,638,38,14,53110,52361,28462,45,11288
2019,7,91,Campbell County,91011,Campbell County Middle School,MS,1,11998,1089,63,9,50183,53187,-189252,-174,11824
2019,7,91,Campbell County,91012,John W. Reiley Elementary School,ES,0,12679,424,21,12,52475,53187,-14952,-35,12644
2019,7,91,Campbell County,91013,Donald E. Cline Elementary School,ES,0,13481,366,21,12,52475,53187,-14952,-41,13440
2019,7,91,Campbell County,91019,Campbell Ridge Elementary,ES,0,12784,586,29,13,53262,53187,2175,4,12788
2019,7,91,Campbell County,91035,Crossroads Elementary School,ES,0,13440,551,28,12,52475,53187,-19936,-36,13404
2019,7,91,Campbell County,91050,Grant's Lick Elementary School,ES,0,13232,331,18,13,53262,53187,1350,4,13236
2019,7,91,Campbell County,91100,Campbell County High School,HS,2,13658,1402,81,12,52475,53187,-57672,-41,13617
2019,7,92,Campbellsville Independent,92010,Campbellsville Elementary School,ES,0,12228,535,39,14,51225,50342,34437,64,12292
2019,7,92,Campbellsville Independent,92020,Campbellsville High School,HS,2,14920,290,27,13,51225,50342,23841,82,15002
2019,7,92,Campbellsville Independent,92025,Campbellsville Middle School,ES,0,15348,215,23,13,51225,50342,20309,94,15442
2019,7,92,Campbellsville Independent,92025,Campbellsville Middle School,MS,1,15348,215,23,13,51225,50342,20309,94,15442
2019,7,95,Carlisle County,95020,Carlisle County Middle School,MS,1,19425,180,13,10,48305,46402,24739,137,19562
2019,7,95,Carlisle County,95040,Carlisle County High School,HS,2,19797,223,20,11,48305,46402,38060,171,19968
2019,7,95,Carlisle County,95060,Carlisle County Elementary School,ES,0,21575,317,25,10,48305,46402,47575,150,21725
2019,7,101,Carroll County,101005,Cartmell Elementary,ES,0,28161,488,28,6,46743,49139,-67088,-137,28024
2019,7,101,Carroll County,101010,Kathryn Winn Primary,ES,0,26016,467,28,10,50218,49139,30212,65,26081
2019,7,101,Carroll County,101018,Carroll County High School,HS,2,29276,515,33,10,50218,49139,35607,69,29345
2019,7,101,Carroll County,101019,Carroll County Middle School,MS,1,33241,416,29,9,48861,49139,-8062,-19,33222
2019,7,105,Carter County,105052,Heritage Elementary School,ES,0,12148,327,22,12,49392,49436,-968,-3,12145
2019,7,105,Carter County,105053,Tygart Creek Elementary School,ES,0,11909,369,23,12,49392,49436,-1012,-3,11906
2019,7,105,Carter County,105060,Carter City Elementary School,ES,0,14417,117,8,7,44423,49436,-40104,-343,14074
2019,7,105,Carter County,105120,East Carter County High School,HS,2,11650,694,46,11,48124,49436,-60352,-87,11563
2019,7,105,Carter County,105130,East Carter Middle School,MS,1,10445,543,33,12,49392,49436,-1452,-3,10442
2019,7,105,Carter County,105250,Olive Hill Elementary School,ES,0,13032,400,19,12,49392,49436,-836,-2,13030
2019,7,105,Carter County,105340,Prichard Elementary School,ES,0,11120,606,37,14,50586,49436,42550,70,11190
2019,7,105,Carter County,105450,Star Elementary School,ES,0,13665,116,12,15,50881,49436,17340,149,13814
2019,7,105,Carter County,105500,West Carter County High School,HS,2,12671,534,41,12,49392,49436,-1804,-3,12668
2019,7,105,Carter County,105505,West Carter Middle School,MS,1,10985,445,29,13,50288,49436,24708,56,11041
2019,7,111,Casey County,111015,Walnut Hill Elementary School,ES,0,12725,514,27,9,48965,46962,54081,105,12830
2019,7,111,Casey County,111026,Jones Park Elementary,ES,0,15008,347,25,15,50532,46962,89250,257,15265
2019,7,111,Casey County,111045,Casey County High School,HS,2,13931,670,46,11,48965,46962,92138,138,14069
2019,7,111,Casey County,111070,Casey County Middle School,MS,1,14141,318,23,9,48965,46962,46069,145,14286
2019,7,111,Casey County,111190,Liberty Elementary School,ES,0,13115,383,25,11,48965,46962,50075,131,13246
2019,7,113,Caverna Independent,113025,Caverna Elementary School,ES,0,15281,296,19,12,71225,50233,398848,1347,16628
2019,7,113,Caverna Independent,113026,Caverna Middle School,MS,1,13199,124,17,10,71225,50233,356864,2878,16077
2019,7,113,Caverna Independent,113030,Caverna High School,HS,2,15617,199,16,11,71225,50233,335872,1688,17305
2019,7,115,Christian County,115017,Martin Luther King Jr. Elementary School,ES,0,13219,642,43,8,46407,47948,-66263,-103,13116
2019,7,115,Christian County,115026,Freedom Elementary School,ES,0,12309,623,38,10,47817,47948,-4978,-8,12301
2019,7,115,Christian County,115030,Christian County High School,HS,2,10869,1249,68,8,46407,47948,-104788,-84,10785
2019,7,115,Christian County,115035,Christian County Middle School,MS,1,10918,686,39,10,47817,47948,-5109,-7,10911
2019,7,115,Christian County,115040,Crofton Elementary School,ES,0,11642,383,20,10,47817,47948,-2620,-7,11635
2019,7,115,Christian County,115050,Hopkinsville High School,HS,2,10600,1139,66,10,47817,47948,-8646,-8,10592
2019,7,115,Christian County,115055,Indian Hills Elementary School,ES,0,12585,487,30,12,50900,47948,88560,182,12767
2019,7,115,Christian County,115058,Hopkinsville Middle School,MS,1,11058,599,36,10,47817,47948,-4716,-8,11050
2019,7,115,Christian County,115125,Millbrooke Elementary School,ES,0,10647,750,34,9,47113,47948,-28390,-38,10609
2019,7,115,Christian County,115130,Pembroke Elementary School,ES,0,11615,719,39,11,50723,47948,108225,151,11766
2019,7,115,Christian County,115150,Sinking Fork Elementary School,ES,0,12628,451,25,15,51438,47948,87250,193,12821
2019,7,115,Christian County,115170,South Christian Elementary School,ES,0,11956,605,35,9,47113,47948,-29225,-48,11908
2019,7,121,Clark County,121002,Willis H. Justice Elementary School,ES,0,15220,447,33,14,54143,50372,124443,278,15498
2019,7,121,Clark County,121004,Strode Station Elementary School,ES,0,13914,508,32,15,55767,50372,172640,340,14254
2019,7,121,Clark County,121006,Shearer Elementary School,ES,0,15198,396,24,18,56608,50372,149664,378,15576
2019,7,121,Clark County,121008,William G. Conkwright Elementary,ES,0,14134,506,36,11,53339,50372,106812,211,14345
2019,7,121,Clark County,121023,Robert D. Campbell Jr. High,MS,1,12401,816,52,9,49797,50372,-29900,-37,12364
2019,7,121,Clark County,121026,Rev. Henry E. Baker Sr. Interm. School,MS,1,11817,881,48,10,53073,50372,129648,147,11964
2019,7,121,Clark County,121026,Rev. Henry E. Baker Sr. Interm. School,ES,0,11817,881,48,10,53073,50372,129648,147,11964
2019,7,121,Clark County,121030,George Rogers Clark High School,HS,2,15598,1525,92,8,48836,50372,-141312,-93,15505
2019,7,125,Clay County,125040,Big Creek Elementary,ES,0,14947,200,17,12,48564,48578,-238,-1,14946
2019,7,125,Clay County,125070,Burning Springs Elementary,ES,0,13917,286,21,15,50244,48578,34986,122,14039
2019,7,125,Clay County,125095,Clay County Middle School,MS,1,14130,461,33,16,50244,48578,54978,119,14249
2019,7,125,Clay County,125100,Clay County High School,HS,2,14023,783,56,14,48564,48578,-784,-1,14022
2019,7,125,Clay County,125200,Goose Rock Elementary,ES,0,16239,183,17,12,48564,48578,-238,-1,16238
2019,7,125,Clay County,125220,Hacker Elementary School,ES,0,13234,268,21,10,48564,48578,-294,-1,13233
2019,7,125,Clay County,125500,Manchester Elementary School,ES,0,12855,413,30,12,48564,48578,-420,-1,12854
2019,7,125,Clay County,125570,Oneida Elementary School,ES,0,15365,116,10,15,50244,48578,16660,144,15509
2019,7,125,Clay County,125580,Paces Creek Elementary,ES,0,12190,316,19,12,48564,48578,-266,-1,12189
2019,7,131,Clinton County,131015,Albany Elementary School,ES,0,12876,525,37,9,44113,48403,-158730,-302,12574
2019,7,131,Clinton County,131020,Clinton County Early Childhood Center,ES,0,18659,127,11,19,50711,48403,25388,200,18859
2019,7,131,Clinton County,131045,Clinton County Middle School,MS,1,12552,485,33,9,44113,48403,-141570,-292,12260
2019,7,131,Clinton County,131050,Clinton County High School,HS,2,12705,496,33,12,48575,48403,5676,11,12716
2019,7,132,Cloverport Independent,132010,Frederick Fraize High School,HS,2,12183,121,12,9,44044,44285,-2892,-24,12159
2019,7,132,Cloverport Independent,132020,William H Natcher Elementary School,ES,0,11690,157,12,6,43693,44285,-7104,-45,11645
2019,7,132,Cloverport Independent,132025,Frederick Fraize Middle School,MS,1,14599,93,9,8,43932,44285,-3177,-34,14565
2019,7,133,Corbin Independent,133017,Corbin Elementary,ES,0,16015,425,25,11,52526,52006,13000,31,16046
2019,7,133,Corbin Independent,133018,Corbin Intermediate,MS,1,15268,444,31,14,53122,52006,34596,78,15346
2019,7,133,Corbin Independent,133018,Corbin Intermediate,ES,0,15268,444,31,14,53122,52006,34596,78,15346
2019,7,133,Corbin Independent,133040,Corbin High School,HS,2,15904,894,57,12,52727,52006,41097,46,15950
2019,7,133,Corbin Independent,133050,Corbin Middle School,MS,1,16987,462,39,13,52924,52006,35802,77,17064
2019,7,133,Corbin Independent,133070,Corbin Primary,ES,0,16376,594,33,14,53122,52006,36828,62,16438
2019,7,134,Covington Independent,134017,Holmes Middle School,MS,1,14192,717,43,6,46119,48502,-102469,-143,14049
2019,7,134,Covington Independent,134019,Holmes High School,HS,2,22215,734,63,10,49751,48502,78687,107,22322
2019,7,134,Covington Independent,134110,John G Carlisle Elementary,ES,0,16708,319,20,10,49751,48502,24980,78,16786
2019,7,134,Covington Independent,134115,Latonia Elementary School,ES,0,15314,372,21,6,46119,48502,-50043,-135,15179
2019,7,134,Covington Independent,134150,Ninth District Elementary,ES,0,15065,373,21,7,46877,48502,-34125,-91,14974
2019,7,134,Covington Independent,134160,Glenn O Swing Elementary,ES,0,14882,480,26,8,47809,48502,-18018,-38,14844
2019,7,134,Covington Independent,134170,Sixth District Elementary School,ES,0,16553,408,25,13,52390,48502,97200,238,16791
2019,7,135,Crittenden County,135020,Crittenden County High School,HS,2,13843,350,31,13,50750,45864,151466,433,14276
2019,7,135,Crittenden County,135025,Crittenden County Middle School,MS,1,10447,334,24,11,48709,45864,68280,204,10651
2019,7,135,Crittenden County,135100,Crittenden County Elementary School,ES,0,11461,586,33,9,45511,45864,-11649,-20,11441
2019,7,141,Cumberland County,141070,Cumberland County Elementary School,ES,0,22375,437,29,12,48569,45564,87145,199,22574
2019,7,141,Cumberland County,141075,Cumberland County Middle School,MS,1,19096,193,16,11,48569,45564,48080,249,19345
2019,7,141,Cumberland County,141080,Cumberland County High School,HS,2,26615,265,18,11,48569,45564,54090,204,26819
2019,7,143,Danville Independent,143005,John W. Bate Middle School,MS,1,14645,406,26,11,52510,50811,44174,109,14754
2019,7,143,Danville Independent,143030,Danville High School,HS,2,15597,528,35,13,52714,50811,66605,126,15723
2019,7,143,Danville Independent,143040,Hogsett Elementary School,ES,0,18134,279,19,10,52408,50811,30343,109,18243
2019,7,143,Danville Independent,143060,Toliver Elementary School,ES,0,30075,307,18,11,52510,50811,30582,100,30175
2019,7,143,Danville Independent,143110,Jennie Rogers Elementary School,ES,0,14461,299,18,11,52510,50811,30582,102,14563
2019,7,145,Daviess County,145005,Apollo High School,HS,2,11889,1376,80,14,53831,53690,11280,8,11897
2019,7,145,Daviess County,145006,Meadow Lands Elementary School,ES,0,12618,425,27,13,52692,53690,-26946,-63,12555
