End Year,End Year Code,District Code,District,School Code,School,Level,Level Code,Reported Spending per student,Student Count,Educator Count,Years of experience,Teacher salary based on experience,District teacher salary average,Money Difference per school,Money Difference per student,Estimated Spending per student
2012,0,147,Dayton Independent,147010,Dayton High School,HS,2,9947,338,29,9,44729,47150,-70209,-208,9739
2012,0,147,Dayton Independent,147030,Lincoln Elementary School,ES,0,7621,501,35,15,53246,47150,213360,426,8047
2012,0,149,East Bernstadt Independent,149010,East Bernstadt Elementary School,ES,0,7118,500,29,15,51290,52190,-26100,-52,7066
2012,0,149,East Bernstadt Independent,149010,East Bernstadt Elementary School,MS,1,7118,500,29,15,51290,52190,-26100,-52,7066
2012,0,151,Edmonson County,151020,South Edmonson Elementary School,ES,0,7086,445,29,13,48338,48096,7018,16,7102
2012,0,151,Edmonson County,151022,Edmonson County 5/6 Center,ES,0,6906,293,16,12,48129,48096,528,2,6908
2012,0,151,Edmonson County,151022,Edmonson County 5/6 Center,MS,1,6906,293,16,12,48129,48096,528,2,6908
2012,0,151,Edmonson County,151050,Edmonson County Middle School,MS,1,6456,295,15,13,48338,48096,3630,12,6468
2012,0,151,Edmonson County,151060,Edmonson County High School,HS,2,7232,616,36,13,48338,48096,8712,14,7246
2012,0,151,Edmonson County,151080,Kyrock Elementary School,ES,0,9528,273,20,16,50038,48096,38840,142,9670
2012,0,152,Elizabethtown Independent,152010,Elizabethtown High School,HS,2,6875,761,42,13,49885,50879,-41748,-55,6820
2012,0,152,Elizabethtown Independent,152015,Helmwood Heights Elementary School,ES,0,8571,485,33,14,50477,50879,-13266,-27,8544
2012,0,152,Elizabethtown Independent,152020,Morningside Elementary School,ES,0,8038,556,34,13,49885,50879,-33796,-61,7977
2012,0,152,Elizabethtown Independent,152035,Talton K Stone Middle School,MS,1,6229,583,33,14,50477,50879,-13266,-23,6206
2012,0,155,Elliott County,155140,Isonville Elementary School,ES,0,9167,102,6,17,46559,44143,14496,142,9309
2012,0,155,Elliott County,155160,Lakeside Elementary School,ES,0,8004,192,13,10,44929,44143,10218,53,8057
2012,0,155,Elliott County,155270,Elliott County Intermediate School,ES,0,7693,278,17,10,44929,44143,13362,48,7741
2012,0,155,Elliott County,155280,Elliott County High School,HS,2,7600,479,38,13,45094,44143,36138,75,7675
2012,0,155,Elliott County,155280,Elliott County High School,MS,1,7600,479,38,13,45094,44143,36138,75,7675
2012,0,156,Eminence Independent,156010,Eminence High School,HS,2,7666,295,26,12,46570,44740,47580,161,7827
2012,0,156,Eminence Independent,156010,Eminence High School,MS,1,7666,295,26,12,46570,44740,47580,161,7827
2012,0,156,Eminence Independent,156020,Eminence Elementary School,ES,0,9975,248,16,11,46421,44740,26896,108,10083
2012,0,157,Erlanger-Elsmere Independent,157003,Lindeman Elementary School,ES,0,6791,306,16,13,48557,46603,31264,102,6893
2012,0,157,Erlanger-Elsmere Independent,157005,Arnett Elementary School,ES,0,10191,257,22,13,48557,46603,42988,167,10358
2012,0,157,Erlanger-Elsmere Independent,157010,Howell Elementary School,ES,0,6973,298,18,13,48557,46603,35172,118,7091
2012,0,157,Erlanger-Elsmere Independent,157030,Lloyd High School,HS,2,7627,534,38,9,46134,46603,-17822,-33,7594
2012,0,157,Erlanger-Elsmere Independent,157050,Miles Elementary School,ES,0,6081,294,16,8,45456,46603,-18352,-62,6019
2012,0,157,Erlanger-Elsmere Independent,157060,Tichenor Middle School,MS,1,6811,461,31,10,47027,46603,13144,29,6840
2012,0,157,Erlanger-Elsmere Independent,157061,Bartlett Educational Center,HS,2,,21,,,,,,,
2012,0,161,Estill County,161011,Estill Springs Elementary,ES,0,5662,604,36,12,49185,48995,6840,11,5673
2012,0,161,Estill County,161085,Estill County Middle School,MS,1,5288,550,28,13,49592,48995,16716,30,5318
2012,0,161,Estill County,161090,Estill County High School,HS,2,69006,678,46,14,49992,48995,45862,68,69074
2012,0,161,Estill County,161280,West Irvine Intermediate,ES,0,5799,396,27,14,49992,48995,26919,68,5867
2012,0,162,Fairview Independent,162011,Fairview Elementary School,ES,0,7497,359,22,14,47138,44320,61996,173,7670
2012,0,162,Fairview Independent,162020,Fairview High School,HS,2,7124,507,29,11,46957,44320,76473,151,7275
2012,0,162,Fairview Independent,162020,Fairview High School,MS,1,7124,507,29,11,46957,44320,76473,151,7275
2012,0,165,Fayette County,165005,Arlington Elementary School,ES,0,10955,336,33,8,49136,54842,-188298,-560,10395
2012,0,165,Fayette County,165007,Ashland Elementary School,ES,0,8597,370,29,10,53052,54842,-51910,-140,8457
2012,0,165,Fayette County,165012,Veterans Park Elementary School,ES,0,7467,661,43,14,56644,54842,77486,117,7584
2012,0,165,Fayette County,165015,Beaumont Middle School,MS,1,6084,1088,68,15,59476,54842,315112,290,6374
2012,0,165,Fayette County,165018,Scapa At Bluegrass,ES,0,9039,276,26,13,55715,54842,22698,82,9121
2012,0,165,Fayette County,165018,Scapa At Bluegrass,MS,1,9039,276,26,13,55715,54842,22698,82,9121
2012,0,165,Fayette County,165021,Martin L King Acad for Excellence Alt,HS,2,,137,,,,,,,
2012,0,165,Fayette County,165025,Crawford Middle School,MS,1,9876,407,41,11,53857,54842,-40385,-99,9777
2012,0,165,Fayette County,165030,Bryan Station Middle School,MS,1,7384,613,46,11,53857,54842,-45310,-74,7310
2012,0,165,Fayette County,165032,Cassidy Elementary School,ES,0,7499,639,47,12,54790,54842,-2444,-4,7495
2012,0,165,Fayette County,165034,Edythe Jones Hayes Middle School,MS,1,6493,919,67,10,53052,54842,-119930,-131,6362
2012,0,165,Fayette County,165035,Deep Springs Elementary School,ES,0,7326,501,37,2,43327,54842,-426055,-850,6476
2012,0,165,Fayette County,165036,Dixie Elementary Magnet School,ES,0,7196,577,40,8,49136,54842,-228240,-396,6800
2012,0,165,Fayette County,165037,Garden Springs Elementary School,ES,0,7526,574,39,16,60369,54842,215553,376,7902
2012,0,165,Fayette County,165038,Harrison Elementary School,ES,0,9651,392,32,7,48226,54842,-211712,-540,9111
2012,0,165,Fayette County,165039,Henry Clay High School,HS,2,5713,2107,123,12,54790,54842,-6396,-3,5710
2012,0,165,Fayette County,165045,Athens-Chilesburg Elementary,ES,0,6583,749,49,9,50050,54842,-234808,-313,6270
2012,0,165,Fayette County,165046,Booker T Washington Academy Elementary,ES,0,9737,594,51,6,47381,54842,-380511,-641,9096
2012,0,165,Fayette County,165052,Rosa Parks Elementary School,ES,0,6800,756,45,16,60369,54842,248715,329,7129
2012,0,165,Fayette County,165056,William Wells Brown Elementary,ES,0,11243,325,34,8,49136,54842,-194004,-597,10646
2012,0,165,Fayette County,165057,Liberty Elementary,ES,0,6864,785,49,12,54790,54842,-2548,-3,6861
2012,0,165,Fayette County,165058,Sandersville Elementary,ES,0,6435,694,47,8,49136,54842,-268182,-386,6049
2012,0,165,Fayette County,165059,Wellington Elementary,ES,0,9191,540,41,4,45322,54842,-390320,-723,8468
2012,0,165,Fayette County,165060,Lafayette High School,HS,2,6346,1824,118,11,53857,54842,-116230,-64,6282
2012,0,165,Fayette County,165062,Lansdowne Elementary School,ES,0,7385,693,48,11,53857,54842,-47280,-68,7317
2012,0,165,Fayette County,165065,Leestown Middle School,MS,1,8974,569,53,9,50050,54842,-253976,-446,8528
2012,0,165,Fayette County,165067,Lexington Trad Magnet School,MS,1,6363,715,48,9,50050,54842,-230016,-322,6041
2012,0,165,Fayette County,165072,Madeline M Breckinridge Elem School,ES,0,8538,557,45,8,49136,54842,-256770,-461,8077
2012,0,165,Fayette County,165074,Maxwell Spanish Immersion Elem School,ES,0,6891,522,36,9,50050,54842,-172512,-330,6561
2012,0,165,Fayette County,165076,Morton Middle School,MS,1,6953,755,55,14,56644,54842,99110,131,7084
2012,0,165,Fayette County,165077,Northern Elementary School,ES,0,8767,490,38,8,49136,54842,-216828,-443,8324
2012,0,165,Fayette County,165080,Picadome Elementary School,ES,0,10067,456,41,15,59476,54842,189994,417,10484
2012,0,165,Fayette County,165081,Southern Elementary School,ES,0,7455,682,51,11,53857,54842,-50235,-74,7381
2012,0,165,Fayette County,165082,Squires Elementary School,ES,0,7600,616,42,10,53052,54842,-75180,-122,7478
2012,0,165,Fayette County,165085,Stonewall Elementary School,ES,0,6981,689,45,16,60369,54842,248715,361,7342
2012,0,165,Fayette County,165090,Russell Cave Elementary School,ES,0,11643,299,33,7,48226,54842,-218328,-730,10913
2012,0,165,Fayette County,165095,Tates Creek Elementary School,ES,0,7663,625,43,11,53857,54842,-42355,-68,7595
2012,0,165,Fayette County,165100,Tates Creek Middle School,MS,1,7082,836,66,9,50050,54842,-316272,-378,6704
2012,0,165,Fayette County,165105,Tates Creek High School,HS,2,6137,1710,104,12,54790,54842,-5408,-3,6134
2012,0,165,Fayette County,165120,Clays Mill Elementary School,ES,0,7587,562,38,12,54790,54842,-1976,-4,7583
2012,0,165,Fayette County,165140,Yates Elementary School,ES,0,8192,463,36,6,47381,54842,-268596,-580,7612
2012,0,165,Fayette County,165150,Glendover Elementary School,ES,0,7465,574,41,12,54790,54842,-2132,-4,7461
2012,0,165,Fayette County,165160,Meadowthorpe Elementary School,ES,0,6892,538,34,11,53857,54842,-33490,-62,6830
2012,0,165,Fayette County,165170,Bryan Station High School,HS,2,6649,1772,122,10,53052,54842,-218380,-123,6526
2012,0,165,Fayette County,165180,Mary Todd Elementary School,ES,0,9594,410,36,11,53857,54842,-35460,-86,9508
2012,0,165,Fayette County,165190,James Lane Allen Elementary School,ES,0,8827,523,41,9,50050,54842,-196472,-376,8451
2012,0,165,Fayette County,165200,Paul Laurence Dunbar High School,HS,2,5880,2087,121,13,55715,54842,105633,51,5931
2012,0,165,Fayette County,165225,Jessie M Clark Middle School,MS,1,6757,877,62,14,56644,54842,111724,127,6884
2012,0,165,Fayette County,165240,Cardinal Valley Elementary School,ES,0,8616,550,43,7,48226,54842,-284488,-517,8099
2012,0,165,Fayette County,165245,Winburn Middle School,MS,1,8312,614,53,10,53052,54842,-94870,-155,8157
2012,0,165,Fayette County,165255,Millcreek Elementary School,ES,0,10067,428,40,7,48226,54842,-264640,-618,9449
2012,0,165,Fayette County,165525,Southern Middle School,MS,1,7531,650,50,12,54790,54842,-2600,-4,7527
2012,0,165,Fayette County,165620,Julius Marks Elementary School,ES,0,7950,594,41,11,53857,54842,-40385,-68,7882
2012,0,165,Fayette County,165651,Audrey Grevious Center,HS,2,,43,,,,,,,
2012,0,165,Fayette County,165898,Fayette County Learning Center,HS,2,,134,,,,,,,
2012,0,165,Fayette County,165899,Opportunity Middle College,HS,2,,76,,,,,,,
2012,0,171,Fleming County,171020,Ewing Elementary School,ES,0,8654,206,14,13,47793,46736,14798,72,8726
2012,0,171,Fleming County,171030,Simons Middle School,MS,1,7356,348,22,9,43999,46736,-60214,-173,7183
2012,0,171,Fleming County,171035,Fleming County High School,HS,2,8451,698,55,11,47793,46736,58135,83,8534
2012,0,171,Fleming County,171040,Flemingsburg Elementary School,ES,0,6774,653,37,14,47793,46736,39109,60,6834
2012,0,171,Fleming County,171050,E P Ward Elementary School,ES,0,7995,226,14,12,47793,46736,14798,65,8060
2012,0,171,Fleming County,171060,Hillsboro Elementary School,ES,0,10215,162,14,11,47793,46736,14798,91,10306
2012,0,175,Floyd County,175019,Prestonsburg Elementary School,ES,0,6970,748,38,16,50141,46874,124146,166,7136
2012,0,175,Floyd County,175020,Allen Elementary School,MS,1,8296,481,33,13,48697,46874,60159,125,8421
2012,0,175,Floyd County,175020,Allen Elementary School,ES,0,8296,481,33,13,48697,46874,60159,125,8421
2012,0,175,Floyd County,175021,May Valley Elementary School,ES,0,10072,338,26,15,50141,46874,84942,251,10323
2012,0,175,Floyd County,175022,Allen Central Middle School,MS,1,7528,293,20,15,50141,46874,65340,223,7751
2012,0,175,Floyd County,175023,South Floyd Middle School,MS,1,7418,224,15,13,48697,46874,27345,122,7540
2012,0,175,Floyd County,175025,Allen Central High School,HS,2,8847,383,25,11,48697,46874,45575,119,8966
