End Year,End Year Code,District,District Code,School,School Code,Level,Level Code,Proficiency Score,Classification,Classification Code,Rating,Rating Code,Reported Spending per student,Money Difference per school
2013,1,Boone County,35,North Pointe Elementary School,35008,ES,0,74,Distinguished,2.0,Medium,2.0,9460.0,900.0
2013,1,Boone County,35,Camp Ernst Middle School,35010,MS,1,62,Proficient,1.0,Medium,2.0,7250.0,1600.0
2013,1,Boone County,35,Shirley Mann Elementary School,35011,ES,0,71,Distinguished,2.0,Medium,2.0,7490.0,43000.0
2013,1,Boone County,35,Thornwilde Elementary School,35012,ES,0,72,Distinguished,2.0,Medium,2.0,7440.0,-122600.0
2013,1,Boone County,35,Randall K. Cooper High School,35015,HS,2,69,Distinguished,2.0,Medium,2.0,7740.0,-178100.0
2013,1,Boone County,35,Longbranch Elementary School,35017,ES,0,58,Needs Improvement,0.0,Low,1.0,7140.0,81100.0
2013,1,Boone County,35,Rector A. Jones Middle School,35020,MS,1,48,Needs Improvement,0.0,Low,1.0,8760.0,-140300.0
2013,1,Boone County,35,Boone County High School,35030,HS,2,65,Distinguished,2.0,Medium,2.0,8000.0,79500.0
2013,1,Boone County,35,Burlington Elementary School,35040,ES,0,56,Needs Improvement,0.0,Low,1.0,8190.0,51400.0
2013,1,Boone County,35,Charles H. Kelly Elementary School,35041,ES,0,73,Distinguished,2.0,Medium,2.0,12630.0,42400.0
2013,1,Boone County,35,Conner Middle School,35043,MS,1,62,Proficient,1.0,Medium,2.0,7260.0,-116400.0
2013,1,Boone County,35,Conner High School,35045,HS,2,68,Distinguished,2.0,Medium,2.0,7880.0,-67000.0
2013,1,Boone County,35,Florence Elementary School,35050,ES,0,57,Needs Improvement,0.0,Low,1.0,9760.0,-39600.0
2013,1,Boone County,35,Chester Goodridge Elementary School,35055,ES,0,61,Needs Improvement,0.0,Low,1.0,8400.0,1400.0
2013,1,Boone County,35,Hillard Collins Elementary School,35065,ES,0,44,Needs Improvement,0.0,Very Low,0.0,9400.0,-85900.0
2013,1,Boone County,35,Larry A. Ryle High School,35071,HS,2,71,Distinguished,2.0,Medium,2.0,7280.0,2600.0
2013,1,Boone County,35,Gray Middle School,35075,MS,1,65,Distinguished,2.0,Medium,2.0,7210.0,1600.0
2013,1,Boone County,35,New Haven Elementary School,35080,ES,0,56,Needs Improvement,0.0,Low,1.0,8850.0,43000.0
2013,1,Boone County,35,Ockerman Elementary School,35081,ES,0,64,Proficient,1.0,Low,1.0,7950.0,-85900.0
2013,1,Boone County,35,Stephens Elementary School,35083,ES,0,59,Needs Improvement,0.0,Low,1.0,8060.0,-42300.0
2013,1,Boone County,35,Ockerman Middle School,35085,MS,1,63,Proficient,1.0,Medium,2.0,7520.0,1500.0
2013,1,Bourbon County,41,Bourbon Central Elementary School,41010,ES,0,63,Proficient,1.0,Low,1.0,10280.0,95600.0
2013,1,Bourbon County,41,Cane Ridge Elementary School,41030,ES,0,59,Needs Improvement,0.0,Low,1.0,11380.0,75900.0
2013,1,Bourbon County,41,North Middletown Elementary School,41090,ES,0,69,Proficient,1.0,Medium,2.0,19640.0,-16500.0
2013,1,Bourbon County,41,Bourbon County High School,41110,HS,2,62,Proficient,1.0,Medium,2.0,8220.0,-62200.0
2013,1,Bourbon County,41,Bourbon County Middle School,41120,MS,1,61,Proficient,1.0,Medium,2.0,9090.0,98000.0
2013,1,Bowling Green Independent,42,Dishman McGinnis Elementary School,42010,ES,0,53,Needs Improvement,0.0,Low,1.0,10040.0,16100.0
2013,1,Bowling Green Independent,42,Parker-Bennett-Curry School,42057,ES,0,50,Needs Improvement,0.0,Low,1.0,12090.0,15200.0
2013,1,Bowling Green Independent,42,Potter Gray Elementary,42060,ES,0,59,Needs Improvement,0.0,Low,1.0,8200.0,58000.0
2013,1,Bowling Green Independent,42,Bowling Green Junior High,42065,MS,1,60,Proficient,1.0,Medium,2.0,7100.0,21100.0
2013,1,Bowling Green Independent,42,Bowling Green High School,42070,HS,2,64,Proficient,1.0,Medium,2.0,8020.0,63900.0
2013,1,Bowling Green Independent,42,T C Cherry Elementary School,42080,ES,0,57,Needs Improvement,0.0,Low,1.0,10470.0,14200.0
2013,1,Bowling Green Independent,42,W R McNeill Elementary School,42090,ES,0,69,Proficient,1.0,Medium,2.0,8210.0,21300.0
2013,1,Boyd County,45,Boyd County High School,45010,HS,2,56,Needs Improvement,0.0,Medium,2.0,7920.0,95400.0
2013,1,Boyd County,45,Cannonsburg Elementary School,45020,ES,0,53,Needs Improvement,0.0,Low,1.0,7190.0,38300.0
2013,1,Boyd County,45,Boyd County Middle School,45035,MS,1,59,Proficient,1.0,Medium,2.0,6560.0,78300.0
2013,1,Boyd County,45,Summit Elementary School,45080,ES,0,62,Needs Improvement,0.0,Low,1.0,6580.0,57900.0
2013,1,Boyd County,45,Catlettsburg Elementary School,45095,ES,0,64,Proficient,1.0,Low,1.0,8550.0,37600.0
2013,1,Boyd County,45,Ponderosa Elementary School,45097,ES,0,56,Needs Improvement,0.0,Low,1.0,6590.0,46600.0
2013,1,Boyle County,51,Boyle County Middle School,51003,MS,1,64,Proficient,1.0,Medium,2.0,6280.0,-47200.0
2013,1,Boyle County,51,Boyle County High School,51005,HS,2,68,Distinguished,2.0,Medium,2.0,6000.0,-62000.0
2013,1,Boyle County,51,Junction City Elementary School,51040,ES,0,63,Proficient,1.0,Low,1.0,8160.0,-173100.0
2013,1,Boyle County,51,Woodlawn Elementary School,51050,ES,0,67,Proficient,1.0,Medium,2.0,6630.0,-41000.0
2013,1,Boyle County,51,Perryville Elementary School,51080,ES,0,71,Distinguished,2.0,Medium,2.0,8920.0,-24400.0
2013,1,Bracken County,55,Bracken County High School,55010,HS,2,63,Proficient,1.0,Medium,2.0,7940.0,18200.0
2013,1,Bracken County,55,Taylor Elementary School,55050,ES,0,51,Needs Improvement,0.0,Low,1.0,7630.0,51700.0
2013,1,Bracken County,55,Bracken County Middle School,55060,MS,1,52,Needs Improvement,0.0,Low,1.0,6760.0,54700.0
2013,1,Breathitt County,61,Highland-Turner Elementary School,61030,ES,0,53,Needs Improvement,0.0,Low,1.0,10030.0,-11400.0
2013,1,Breathitt County,61,Highland-Turner Elementary School,61030,MS,1,61,Proficient,1.0,Medium,2.0,10030.0,-11400.0
2013,1,Breathitt County,61,Breathitt County High School,61060,HS,2,50,Needs Improvement,0.0,Medium,2.0,8790.0,-21300.0
2013,1,Breathitt County,61,LBJ Elementary School,61150,MS,1,50,Needs Improvement,0.0,Low,1.0,8370.0,31700.0
2013,1,Breathitt County,61,Sebastian Elementary School,61150,ES,0,61,Needs Improvement,0.0,Low,1.0,8370.0,31700.0
2013,1,Breathitt County,61,Marie Roberts-Caney Elementary School,61185,ES,0,51,Needs Improvement,0.0,Low,1.0,9470.0,19600.0
2013,1,Breathitt County,61,Marie Roberts-Caney Elementary School,61185,MS,1,55,Needs Improvement,0.0,Low,1.0,9470.0,19600.0
2013,1,Breathitt County,61,Rousseau Elementary School,61270,MS,1,30,Needs Improvement,0.0,Very Low,0.0,13550.0,-6100.0
2013,1,Breathitt County,61,Rousseau Elementary School,61270,ES,0,44,Needs Improvement,0.0,Very Low,0.0,13550.0,-6100.0
2013,1,Breathitt County,61,Sebastian Middle School,61390,MS,1,62,Proficient,1.0,Medium,2.0,8930.0,-16000.0
2013,1,Breckinridge County,65,Breckinridge County High School,65010,HS,2,64,Distinguished,2.0,Medium,2.0,6460.0,48600.0
2013,1,Breckinridge County,65,Hardinsburg Elementary School,65020,ES,0,67,Proficient,1.0,Medium,2.0,10500.0,40000.0
2013,1,Breckinridge County,65,Ben Johnson Elementary School,65030,ES,0,71,Distinguished,2.0,Medium,2.0,9990.0,28300.0
2013,1,Breckinridge County,65,Custer Elementary School,65040,ES,0,58,Needs Improvement,0.0,Low,1.0,10230.0,13900.0
2013,1,Breckinridge County,65,Irvington Elementary School,65050,ES,0,64,Proficient,1.0,Low,1.0,9330.0,-59000.0
2013,1,Breckinridge County,65,Breckinridge County Middle School,65100,MS,1,56,Needs Improvement,0.0,Medium,2.0,7140.0,41000.0
2013,1,Bullitt County,71,Bernheim Middle School,71005,MS,1,63,Proficient,1.0,Medium,2.0,5990.0,-29100.0
2013,1,Bullitt County,71,Freedom Elementary School,71006,ES,0,62,Needs Improvement,0.0,Low,1.0,7770.0,155200.0
2013,1,Bullitt County,71,Zoneton Middle School,71007,MS,1,50,Needs Improvement,0.0,Low,1.0,6630.0,-96200.0
2013,1,Bullitt County,71,Shepherdsville Elementary,71008,ES,0,53,Needs Improvement,0.0,Low,1.0,7400.0,-93400.0
2013,1,Bullitt County,71,Eastside Middle School,71009,MS,1,67,Distinguished,2.0,Medium,2.0,5850.0,82400.0
2013,1,Bullitt County,71,Brooks Elementary School,71010,ES,0,60,Needs Improvement,0.0,Low,1.0,8260.0,17100.0
2013,1,Bullitt County,71,Bullitt Central High School,71015,HS,2,61,Proficient,1.0,Medium,2.0,6050.0,-76200.0
2013,1,Bullitt County,71,Bullitt East High School,71016,HS,2,64,Proficient,1.0,Medium,2.0,5640.0,40200.0
2013,1,Bullitt County,71,Bullitt Lick Middle School,71018,MS,1,48,Needs Improvement,0.0,Low,1.0,7130.0,-57300.0
2013,1,Bullitt County,71,Cedar Grove Elementary,71020,ES,0,62,Needs Improvement,0.0,Low,1.0,8270.0,76900.0
2013,1,Bullitt County,71,Hebron Middle School,71025,MS,1,51,Needs Improvement,0.0,Low,1.0,6780.0,46700.0
2013,1,Bullitt County,71,Lebanon Junction Elementary,71030,ES,0,58,Needs Improvement,0.0,Low,1.0,7500.0,16500.0
2013,1,Bullitt County,71,Maryville Elementary School,71045,ES,0,64,Proficient,1.0,Low,1.0,9050.0,41100.0
2013,1,Bullitt County,71,MT. Washington Middle School,71050,MS,1,59,Proficient,1.0,Medium,2.0,6310.0,94000.0
2013,1,Bullitt County,71,MT. Washington Elementary,71055,ES,0,64,Proficient,1.0,Low,1.0,7080.0,97600.0
2013,1,Bullitt County,71,Crossroads Elementary,71060,ES,0,54,Needs Improvement,0.0,Low,1.0,7120.0,-90500.0
2013,1,Bullitt County,71,Pleasant Grove Elementary School,71065,ES,0,61,Needs Improvement,0.0,Low,1.0,6680.0,56100.0
2013,1,Bullitt County,71,Nichols Elementary,71070,ES,0,52,Needs Improvement,0.0,Low,1.0,10260.0,9900.0
2013,1,Bullitt County,71,North Bullitt High School,71075,HS,2,57,Needs Improvement,0.0,Medium,2.0,7000.0,39000.0
2013,1,Bullitt County,71,Old Mill Elementary School,71078,ES,0,62,Needs Improvement,0.0,Low,1.0,7320.0,48600.0
2013,1,Bullitt County,71,Overdale Elementary School,71080,ES,0,61,Needs Improvement,0.0,Low,1.0,7020.0,-90500.0
2013,1,Bullitt County,71,Roby Elementary School,71090,ES,0,59,Needs Improvement,0.0,Low,1.0,8040.0,-32500.0
2013,1,Burgin Independent,72,Burgin High School,72010,MS,1,53,Needs Improvement,0.0,Low,1.0,6390.0,38700.0
2013,1,Burgin Independent,72,Burgin High School,72010,HS,2,54,Needs Improvement,0.0,Medium,2.0,6390.0,38700.0
2013,1,Burgin Independent,72,Burgin Elementary School,72020,ES,0,54,Needs Improvement,0.0,Low,1.0,5590.0,43500.0
2013,1,Butler County,75,Butler County High School,75030,HS,2,61,Proficient,1.0,Medium,2.0,7300.0,15800.0
2013,1,Butler County,75,North Butler Elementary,75031,ES,0,59,Needs Improvement,0.0,Low,1.0,6920.0,28400.0
2013,1,Butler County,75,Butler County Middle School,75035,MS,1,57,Needs Improvement,0.0,Medium,2.0,6490.0,48800.0
2013,1,Butler County,75,Morgantown Elementary School,75120,ES,0,60,Needs Improvement,0.0,Low,1.0,6430.0,20000.0
2013,1,Caldwell County,81,Caldwell County High School,81010,HS,2,65,Distinguished,2.0,Medium,2.0,6690.0,43100.0
2013,1,Caldwell County,81,Caldwell County Middle School,81020,MS,1,58,Needs Improvement,0.0,Medium,2.0,6540.0,34300.0
2013,1,Caldwell County,81,Caldwell County Elementary School,81070,ES,0,59,Needs Improvement,0.0,Low,1.0,6240.0,69600.0
2013,1,Calloway County,85,Calloway County High School,85020,HS,2,69,Distinguished,2.0,Medium,2.0,7140.0,178500.0
2013,1,Calloway County,85,East Calloway Elementary School,85025,ES,0,57,Needs Improvement,0.0,Low,1.0,7840.0,-91100.0
2013,1,Calloway County,85,North Calloway Elementary School,85035,ES,0,67,Proficient,1.0,Medium,2.0,6670.0,-96300.0
2013,1,Calloway County,85,Southwest Calloway Elementary School,85045,ES,0,64,Proficient,1.0,Low,1.0,7040.0,147200.0
2013,1,Calloway County,85,Calloway County Middle School,85055,MS,1,62,Proficient,1.0,Medium,2.0,6120.0,-114500.0
2013,1,Campbell County,91,Campbell County Middle School,91011,MS,1,59,Proficient,1.0,Medium,2.0,6820.0,-17000.0
2013,1,Campbell County,91,John W. Reiley Elementary School,91012,ES,0,72,Distinguished,2.0,Medium,2.0,9590.0,13100.0
2013,1,Campbell County,91,Donald E. Cline Elementary School,91013,ES,0,74,Distinguished,2.0,Medium,2.0,12170.0,-5900.0
2013,1,Campbell County,91,Campbell Ridge Elementary,91019,ES,0,62,Needs Improvement,0.0,Low,1.0,8960.0,-10300.0
2013,1,Campbell County,91,Crossroads Elementary School,91035,ES,0,61,Needs Improvement,0.0,Low,1.0,10870.0,-40900.0
2013,1,Campbell County,91,Grant's Lick Elementary School,91050,ES,0,74,Distinguished,2.0,Medium,2.0,10770.0,-4700.0
2013,1,Campbell County,91,Campbell County High School,91100,HS,2,68,Distinguished,2.0,Medium,2.0,7160.0,41800.0
2013,1,Campbellsville Independent,92,Campbellsville Elementary School,92010,ES,0,61,Needs Improvement,0.0,Low,1.0,10600.0,104400.0
2013,1,Campbellsville Independent,92,Campbellsville High School,92020,HS,2,58,Needs Improvement,0.0,Medium,2.0,13180.0,27500.0
2013,1,Campbellsville Independent,92,Campbellsville Middle School,92025,MS,1,53,Needs Improvement,0.0,Low,1.0,10280.0,33000.0
2013,1,Carlisle County,95,Carlisle County Middle School,95020,MS,1,55,Needs Improvement,0.0,Low,1.0,5400.0,2900.0
2013,1,Carlisle County,95,Carlisle County High School,95040,HS,2,64,Proficient,1.0,Medium,2.0,7210.0,81200.0
2013,1,Carlisle County,95,Carlisle County Elementary School,95060,ES,0,56,Needs Improvement,0.0,Low,1.0,7760.0,167500.0
2013,1,Carroll County,101,Cartmell Elementary,101005,ES,0,49,Needs Improvement,0.0,Low,1.0,7710.0,-77400.0
2013,1,Carroll County,101,Carroll County High School,101018,HS,2,55,Needs Improvement,0.0,Medium,2.0,8770.0,2100.0
2013,1,Carroll County,101,Carroll County Middle School,101019,MS,1,46,Needs Improvement,0.0,Low,1.0,8360.0,1700.0
2013,1,Carter County,105,Carter Elementary School,105050,ES,0,61,Needs Improvement,0.0,Low,1.0,11000.0,-29500.0
2013,1,Carter County,105,Heritage Elementary School,105052,ES,0,51,Needs Improvement,0.0,Low,1.0,10330.0,61200.0
2013,1,Carter County,105,East Carter County High School,105120,HS,2,67,Distinguished,2.0,Medium,2.0,8020.0,-79700.0
2013,1,Carter County,105,East Carter Middle School,105130,MS,1,64,Proficient,1.0,Medium,2.0,7100.0,-28500.0
2013,1,Carter County,105,Olive Hill Elementary School,105250,ES,0,51,Needs Improvement,0.0,Low,1.0,8410.0,54200.0
2013,1,Carter County,105,Prichard Elementary School,105340,ES,0,61,Needs Improvement,0.0,Low,1.0,7980.0,71900.0
2013,1,Carter County,105,Star Elementary School,105450,ES,0,67,Proficient,1.0,Medium,2.0,10910.0,21800.0
2013,1,Carter County,105,Upper Tygart Elementary School,105490,ES,0,58,Needs Improvement,0.0,Very Low,0.0,,24400.0
2013,1,Carter County,105,West Carter County High School,105500,HS,2,62,Proficient,1.0,Medium,2.0,8120.0,70600.0
2013,1,Carter County,105,West Carter Middle School,105505,MS,1,59,Proficient,1.0,Medium,2.0,7430.0,50700.0
2013,1,Casey County,111,Walnut Hill Elementary School,111015,ES,0,62,Needs Improvement,0.0,Low,1.0,9030.0,5700.0
2013,1,Casey County,111,Jones Park Elementary,111026,ES,0,60,Needs Improvement,0.0,Low,1.0,9620.0,5700.0
2013,1,Casey County,111,Casey County High School,111045,HS,2,65,Distinguished,2.0,Medium,2.0,7780.0,7300.0
2013,1,Casey County,111,Casey County Middle School,111070,MS,1,53,Needs Improvement,0.0,Low,1.0,7220.0,4100.0
2013,1,Casey County,111,Liberty Elementary School,111190,ES,0,73,Distinguished,2.0,Medium,2.0,7900.0,4100.0
2013,1,Caverna Independent,113,Caverna Elementary School,113025,ES,0,43,Needs Improvement,0.0,Very Low,0.0,8240.0,75800.0
2013,1,Caverna Independent,113,Caverna Middle School,113026,MS,1,35,Needs Improvement,0.0,Low,1.0,8060.0,10800.0
2013,1,Caverna Independent,113,Caverna High School,113030,HS,2,52,Needs Improvement,0.0,Medium,2.0,11480.0,28100.0
2013,1,Christian County,115,Martin Luther King Jr. Elementary School,115017,ES,0,42,Needs Improvement,0.0,Very Low,0.0,11400.0,-39600.0
2013,1,Christian County,115,Belmont Elementary School,115020,ES,0,65,Proficient,1.0,Low,1.0,10880.0,70600.0
2013,1,Christian County,115,Christian County High School,115030,HS,2,56,Needs Improvement,0.0,Medium,2.0,9000.0,218600.0
2013,1,Christian County,115,Christian County Middle School,115035,MS,1,46,Needs Improvement,0.0,Low,1.0,8810.0,-16300.0
2013,1,Christian County,115,Crofton Elementary School,115040,ES,0,60,Needs Improvement,0.0,Low,1.0,11430.0,54300.0
2013,1,Christian County,115,North Drive Middle School,115045,MS,1,43,Needs Improvement,0.0,Low,1.0,14210.0,-46200.0
2013,1,Christian County,115,Hopkinsville High School,115050,HS,2,57,Needs Improvement,0.0,Medium,2.0,7960.0,193700.0
2013,1,Christian County,115,Indian Hills Elementary School,115055,ES,0,40,Needs Improvement,0.0,Very Low,0.0,12560.0,98300.0
2013,1,Christian County,115,Hopkinsville Middle School,115058,MS,1,58,Needs Improvement,0.0,Medium,2.0,6530.0,111800.0
2013,1,Christian County,115,Holiday Elementary School,115105,ES,0,59,Needs Improvement,0.0,Low,1.0,10390.0,105900.0
2013,1,Christian County,115,Lacy Elementary School,115110,ES,0,66,Proficient,1.0,Medium,2.0,11960.0,61000.0
2013,1,Christian County,115,Millbrooke Elementary School,115125,ES,0,64,Proficient,1.0,Low,1.0,8640.0,86900.0
2013,1,Christian County,115,Pembroke Elementary School,115130,ES,0,68,Proficient,1.0,Medium,2.0,10200.0,-63000.0
2013,1,Christian County,115,Sinking Fork Elementary School,115150,ES,0,54,Needs Improvement,0.0,Low,1.0,13110.0,68000.0
2013,1,Christian County,115,South Christian Elementary School,115170,ES,0,64,Proficient,1.0,Low,1.0,12320.0,111800.0
2013,1,Clark County,121,Central Elementary School,121020,ES,0,60,Needs Improvement,0.0,Low,1.0,7640.0,63600.0
2013,1,Clark County,121,George Rogers Clark High School,121030,HS,2,61,Proficient,1.0,Medium,2.0,5880.0,210400.0
2013,1,Clark County,121,Conkwright Middle School,121035,MS,1,56,Needs Improvement,0.0,Medium,2.0,5860.0,75800.0
2013,1,Clark County,121,Fannie Bush Elementary,121040,ES,0,58,Needs Improvement,0.0,Low,1.0,9330.0,51400.0
2013,1,Clark County,121,Hannah McClure Elementary,121050,ES,0,64,Proficient,1.0,Low,1.0,7250.0,41600.0
2013,1,Clark County,121,Clark Middle School,121070,MS,1,55,Needs Improvement,0.0,Low,1.0,5190.0,-99300.0
2013,1,Clark County,121,Pilot View Elementary School,121080,ES,0,78,Distinguished,2.0,Medium,2.0,8580.0,48700.0
2013,1,Clark County,121,Providence Elementary,121090,ES,0,74,Distinguished,2.0,Medium,2.0,7050.0,90200.0
2013,1,Clark County,121,Shearer Elementary School,121095,ES,0,47,Needs Improvement,0.0,Very Low,0.0,8870.0,70900.0
2013,1,Clark County,121,Trapp Elementary School,121100,ES,0,74,Distinguished,2.0,Medium,2.0,9320.0,22000.0
2013,1,Clark County,121,Strode Station Elementary,121120,ES,0,61,Needs Improvement,0.0,Low,1.0,7610.0,105200.0
2013,1,Clay County,125,Big Creek Elementary,125040,ES,0,67,Proficient,1.0,Medium,2.0,6990.0,-92600.0
2013,1,Clay County,125,Burning Springs Elementary,125070,ES,0,50,Needs Improvement,0.0,Low,1.0,7830.0,4000.0
2013,1,Clay County,125,Clay County Middle School,125095,MS,1,40,Needs Improvement,0.0,Low,1.0,7830.0,-55800.0
2013,1,Clay County,125,Clay County High School,125100,HS,2,50,Needs Improvement,0.0,Medium,2.0,7750.0,11800.0
2013,1,Clay County,125,Goose Rock Elementary,125200,ES,0,51,Needs Improvement,0.0,Low,1.0,7230.0,-32900.0
2013,1,Clay County,125,Hacker Elementary School,125220,ES,0,70,Distinguished,2.0,Medium,2.0,6260.0,-30100.0
2013,1,Clay County,125,Manchester Elementary School,125500,ES,0,71,Distinguished,2.0,Medium,2.0,5950.0,5900.0
2013,1,Clay County,125,Oneida Elementary School,125570,ES,0,46,Needs Improvement,0.0,Very Low,0.0,6620.0,-11500.0
2013,1,Clay County,125,Paces Creek Elementary,125580,ES,0,52,Needs Improvement,0.0,Low,1.0,5940.0,-30100.0
2013,1,Clinton County,131,Albany Elementary School,131015,ES,0,53,Needs Improvement,0.0,Low,1.0,8110.0,-1800.0
2013,1,Clinton County,131,Clinton County Middle School,131045,MS,1,51,Needs Improvement,0.0,Low,1.0,7480.0,-7300.0
2013,1,Clinton County,131,Clinton County High School,131050,HS,2,64,Proficient,1.0,Medium,2.0,8940.0,13000.0
2013,1,Cloverport Independent,132,Frederick Fraize High School,132010,HS,2,50,Needs Improvement,0.0,Very Low,0.0,,33200.0
2013,1,Cloverport Independent,132,William H Natcher Elementary School,132020,ES,0,66,Proficient,1.0,Very Low,0.0,,-400.0
2013,1,Cloverport Independent,132,Frederick Fraize Middle School,132025,MS,1,56,Needs Improvement,0.0,Very Low,0.0,,28400.0
2013,1,Corbin Independent,133,Corbin Elementary,133017,ES,0,65,Proficient,1.0,Low,1.0,6340.0,-51800.0
2013,1,Corbin Independent,133,Corbin Intermediate,133018,ES,0,67,Proficient,1.0,Medium,2.0,5890.0,58700.0
2013,1,Corbin Independent,133,Corbin High School,133040,HS,2,64,Proficient,1.0,Medium,2.0,6620.0,119900.0
2013,1,Corbin Independent,133,Corbin Middle School,133050,MS,1,74,Distinguished,2.0,Medium,2.0,6410.0,71100.0
2013,1,Covington Independent,134,Holmes Middle School,134017,MS,1,42,Needs Improvement,0.0,Low,1.0,8330.0,14600.0
2013,1,Covington Independent,134,Holmes High School,134019,HS,2,44,Needs Improvement,0.0,Low,1.0,12720.0,304400.0
2013,1,Covington Independent,134,John G Carlisle Elementary,134110,ES,0,44,Needs Improvement,0.0,Very Low,0.0,7510.0,97900.0
2013,1,Covington Independent,134,Latonia Elementary School,134115,ES,0,64,Proficient,1.0,Low,1.0,7860.0,-11600.0
2013,1,Covington Independent,134,Ninth District Elementary,134150,ES,0,36,Needs Improvement,0.0,Very Low,0.0,8350.0,47300.0
2013,1,Covington Independent,134,Glenn O Swing Elementary,134160,ES,0,62,Needs Improvement,0.0,Low,1.0,7740.0,60200.0
2013,1,Covington Independent,134,Sixth District Elementary School,134170,ES,0,42,Needs Improvement,0.0,Very Low,0.0,7430.0,101000.0
2013,1,Crittenden County,135,Crittenden County High School,135020,HS,2,57,Needs Improvement,0.0,Medium,2.0,9060.0,60600.0
2013,1,Crittenden County,135,Crittenden County Middle School,135025,MS,1,50,Needs Improvement,0.0,Low,1.0,7750.0,45000.0
2013,1,Crittenden County,135,Crittenden County Elementary School,135100,ES,0,59,Needs Improvement,0.0,Low,1.0,6620.0,27800.0
2013,1,Cumberland County,141,Cumberland County Elementary School,141070,ES,0,49,Needs Improvement,0.0,Low,1.0,8060.0,28600.0
2013,1,Cumberland County,141,Cumberland County Middle School,141075,MS,1,57,Needs Improvement,0.0,Medium,2.0,8380.0,12900.0
2013,1,Cumberland County,141,Cumberland County High School,141080,HS,2,56,Needs Improvement,0.0,Medium,2.0,8760.0,18400.0
2013,1,Danville Independent,143,John W. Bate Middle School,143005,MS,1,52,Needs Improvement,0.0,Low,1.0,7380.0,39000.0
2013,1,Danville Independent,143,Danville High School,143030,HS,2,58,Proficient,1.0,Medium,2.0,9400.0,63100.0
2013,1,Danville Independent,143,Hogsett Elementary School,143040,ES,0,53,Needs Improvement,0.0,Low,1.0,9820.0,44900.0
2013,1,Danville Independent,143,Toliver Elementary School,143060,ES,0,58,Needs Improvement,0.0,Low,1.0,8040.0,35400.0
2013,1,Danville Independent,143,Jennie Rogers Elementary School,143110,ES,0,49,Needs Improvement,0.0,Low,1.0,8710.0,37400.0
2013,1,Daviess County,145,Apollo High School,145005,HS,2,62,Proficient,1.0,Medium,2.0,8460.0,-136900.0
2013,1,Daviess County,145,Meadow Lands Elementary School,145006,ES,0,68,Proficient,1.0,Medium,2.0,8060.0,-170800.0
2013,1,Daviess County,145,East View Elementary School,145007,ES,0,60,Needs Improvement,0.0,Low,1.0,8440.0,9100.0
2013,1,Daviess County,145,F T Burns Middle School,145008,MS,1,66,Distinguished,2.0,Medium,2.0,7820.0,17900.0
2013,1,Daviess County,145,Daviess County High School,145010,HS,2,62,Proficient,1.0,Medium,2.0,7850.0,31200.0
2013,1,Daviess County,145,Southern Oaks Elementary School,145011,ES,0,70,Distinguished,2.0,Medium,2.0,9860.0,-64200.0
2013,1,Daviess County,145,Daviess County Middle School,145020,MS,1,68,Distinguished,2.0,Medium,2.0,6630.0,-86600.0
2013,1,Daviess County,145,Highland Elementary School,145025,ES,0,66,Proficient,1.0,Medium,2.0,7640.0,-25300.0
2013,1,Daviess County,145,Deer Park Elementary School,145040,ES,0,63,Proficient,1.0,Low,1.0,8360.0,138800.0
2013,1,Daviess County,145,Sorgho Elementary School,145070,ES,0,63,Proficient,1.0,Low,1.0,9770.0,10200.0
2013,1,Daviess County,145,Audubon Elementary School,145085,ES,0,65,Proficient,1.0,Low,1.0,7790.0,-21700.0
2013,1,Daviess County,145,Tamarack Elementary School,145095,ES,0,54,Needs Improvement,0.0,Low,1.0,8840.0,-81700.0
2013,1,Daviess County,145,West Louisville Elementary School,145130,ES,0,65,Proficient,1.0,Low,1.0,8950.0,-16600.0
2013,1,Daviess County,145,Whitesville Elementary School,145140,ES,0,66,Proficient,1.0,Medium,2.0,8230.0,-38100.0
2013,1,Daviess County,145,F T Burns Elementary School,145145,ES,0,71,Distinguished,2.0,Medium,2.0,9100.0,-110900.0
2013,1,Daviess County,145,Country Heights Elementary School,145150,ES,0,59,Needs Improvement,0.0,Low,1.0,9880.0,9500.0
2013,1,Daviess County,145,College View Middle School,145155,MS,1,65,Distinguished,2.0,Medium,2.0,7700.0,237400.0
2013,1,Dawson Springs Independent,146,Dawson Springs Elementary,146017,ES,0,58,Needs Improvement,0.0,Low,1.0,6890.0,64700.0
2013,1,Dawson Springs Independent,146,Dawson Springs Jr/Sr High School,146018,HS,2,61,Proficient,1.0,Medium,2.0,6890.0,0.0
2013,1,Dawson Springs Independent,146,Dawson Springs Jr/Sr High School,146018,MS,1,57,Needs Improvement,0.0,Medium,2.0,6890.0,0.0
2013,1,Dayton Independent,147,Dayton High School,147010,MS,1,50,Needs Improvement,0.0,Low,1.0,11120.0,67600.0
2013,1,Dayton Independent,147,Dayton High School,147010,HS,2,56,Needs Improvement,0.0,Medium,2.0,11120.0,67600.0
2013,1,Dayton Independent,147,Lincoln Elementary School,147030,ES,0,62,Needs Improvement,0.0,Low,1.0,8080.0,134200.0
2013,1,East Bernstadt Independent,149,East Bernstadt Elementary School,149010,ES,0,62,Needs Improvement,0.0,Low,1.0,6860.0,-25800.0
2013,1,East Bernstadt Independent,149,East Bernstadt Elementary School,149010,MS,1,52,Needs Improvement,0.0,Low,1.0,6860.0,-25800.0
