End Year,End Year Code,District,District Code,School,School Code,Level,Level Code,Proficiency Score,Classification,Classification Code,Rating,Rating Code
2023,11,Dayton Independent,147,Dayton High School,147010,HS,2,65,,,Medium,2.0
2023,11,Dayton Independent,147,Lincoln Elementary School,147030,ES,0,65,,,Medium,2.0
2023,11,East Bernstadt Independent,149,East Bernstadt Elementary School,149010,ES,0,102,,,Very High,4.0
2023,11,East Bernstadt Independent,149,East Bernstadt Elementary School,149010,MS,1,85,,,Very High,4.0
2023,11,Edmonson County,151,Edmonson County 5/6 Center,151022,MS,1,64,,,Medium,2.0
2023,11,Edmonson County,151,Edmonson County High School,151060,HS,2,69,,,Medium,2.0
2023,11,Edmonson County,151,Edmonson County Middle School,151050,MS,1,60,,,Medium,2.0
2023,11,Edmonson County,151,Kyrock Elementary School,151080,ES,0,102,,,Very High,4.0
2023,11,Edmonson County,151,South Edmonson Elementary School,151020,ES,0,85,,,Very High,4.0
2023,11,Elizabethtown Independent,152,Elizabethtown High School,152010,HS,2,73,,,High,3.0
2023,11,Elizabethtown Independent,152,Helmwood Heights Elementary School,152015,ES,0,70,,,High,3.0
2023,11,Elizabethtown Independent,152,Morningside Elementary School,152020,ES,0,73,,,High,3.0
2023,11,Elizabethtown Independent,152,Talton K Stone Middle School,152035,MS,1,63,,,Medium,2.0
2023,11,Elliott County,155,Elliott County High School,155280,HS,2,60,,,Medium,2.0
2023,11,Elliott County,155,Elliott County Intermediate School,155270,ES,0,63,,,Medium,2.0
2023,11,Elliott County,155,Elliott County Middle School,155275,MS,1,35,,,Very Low,0.0
2023,11,Elliott County,155,Elliott County Primary School,155100,ES,0,63,,,Medium,2.0
2023,11,Eminence Independent,156,Eminence Elementary School,156020,ES,0,58,,,Medium,2.0
2023,11,Eminence Independent,156,Eminence High School,156010,HS,2,73,,,High,3.0
2023,11,Eminence Independent,156,Eminence High School,156010,MS,1,61,,,Medium,2.0
2023,11,Erlanger-Elsmere Independent,157,Arnett Elementary School,157005,ES,0,34,,,Very Low,0.0
2023,11,Erlanger-Elsmere Independent,157,Howell Elementary School,157010,ES,0,47,,,Low,1.0
2023,11,Erlanger-Elsmere Independent,157,Lindeman Elementary School,157003,ES,0,68,,,Medium,2.0
2023,11,Erlanger-Elsmere Independent,157,Lloyd High School,157030,HS,2,54,,,Low,1.0
2023,11,Erlanger-Elsmere Independent,157,Miles Elementary School,157050,ES,0,53,,,Low,1.0
2023,11,Erlanger-Elsmere Independent,157,Tichenor Middle School,157060,MS,1,41,,,Low,1.0
2023,11,Estill County,161,Estill County High School,161090,HS,2,60,,,Medium,2.0
2023,11,Estill County,161,Estill County Middle School,161085,MS,1,51,,,Low,1.0
2023,11,Estill County,161,Estill Springs Elementary,161011,ES,0,52,,,Low,1.0
2023,11,Estill County,161,West Irvine Intermediate,161280,ES,0,52,,,Low,1.0
2023,11,Fairview Independent,162,Fairview Elementary School,162011,ES,0,55,,,Medium,2.0
2023,11,Fairview Independent,162,Fairview High School,162020,HS,2,68,,,Medium,2.0
2023,11,Fairview Independent,162,Fairview High School,162020,MS,1,46,,,Low,1.0
2023,11,Fayette County,165,Arlington Elementary School,165005,ES,0,38,,,Very Low,0.0
2023,11,Fayette County,165,Ashland Elementary School,165007,ES,0,89,,,Very High,4.0
2023,11,Fayette County,165,Athens-Chilesburg Elementary,165045,ES,0,97,,,Very High,4.0
2023,11,Fayette County,165,Beaumont Middle School,165015,MS,1,68,,,High,3.0
2023,11,Fayette County,165,Booker T Washington Elementary School,165055,ES,0,43,,,Low,1.0
2023,11,Fayette County,165,Brenda Cowan Elementary,165531,ES,0,78,,,High,3.0
2023,11,Fayette County,165,Bryan Station High School,165170,HS,2,58,,,Low,1.0
2023,11,Fayette County,165,Bryan Station Middle School,165030,MS,1,48,,,Low,1.0
2023,11,Fayette County,165,Cardinal Valley Elementary School,165240,ES,0,44,,,Low,1.0
2023,11,Fayette County,165,Cassidy Elementary School,165032,ES,0,90,,,Very High,4.0
2023,11,Fayette County,165,Clays Mill Elementary School,165120,ES,0,90,,,Very High,4.0
2023,11,Fayette County,165,Coventry Oak Elementary,165098,ES,0,51,,,Low,1.0
2023,11,Fayette County,165,Crawford Middle School,165025,MS,1,40,,,Low,1.0
2023,11,Fayette County,165,Deep Springs Elementary School,165035,ES,0,55,,,Medium,2.0
2023,11,Fayette County,165,Dixie Elementary Magnet School,165036,ES,0,83,,,Very High,4.0
2023,11,Fayette County,165,Edythe Jones Hayes Middle School,165034,MS,1,75,,,High,3.0
2023,11,Fayette County,165,Frederick Douglass High School,165125,HS,2,62,,,Medium,2.0
2023,11,Fayette County,165,Garden Springs Elementary School,165037,ES,0,61,,,Medium,2.0
2023,11,Fayette County,165,Garrett Morgan Elementary,165099,ES,0,76,,,High,3.0
2023,11,Fayette County,165,Glendover Elementary School,165150,ES,0,84,,,Very High,4.0
2023,11,Fayette County,165,Harrison Elementary School,165038,ES,0,49,,,Low,1.0
2023,11,Fayette County,165,Henry Clay High School,165039,HS,2,69,,,Medium,2.0
2023,11,Fayette County,165,James Lane Allen Elementary School,165190,ES,0,58,,,Medium,2.0
2023,11,Fayette County,165,Jessie M Clark Middle School,165225,MS,1,74,,,High,3.0
2023,11,Fayette County,165,Julius Marks Elementary School,165620,ES,0,67,,,Medium,2.0
2023,11,Fayette County,165,Lafayette High School,165060,HS,2,72,,,High,3.0
2023,11,Fayette County,165,Lansdowne Elementary School,165062,ES,0,53,,,Low,1.0
2023,11,Fayette County,165,Leestown Middle School,165065,MS,1,63,,,Medium,2.0
2023,11,Fayette County,165,Lexington Trad Magnet School,165067,MS,1,30,,,Very Low,0.0
2023,11,Fayette County,165,Liberty Elementary,165057,ES,0,82,,,High,3.0
2023,11,Fayette County,165,Madeline M Breckinridge Elem School,165072,ES,0,69,,,Medium,2.0
2023,11,Fayette County,165,Mary Todd Elementary School,165180,ES,0,41,,,Low,1.0
2023,11,Fayette County,165,Maxwell Spanish Immersion Elem School,165074,ES,0,85,,,Very High,4.0
2023,11,Fayette County,165,Meadowthorpe Elementary School,165160,ES,0,89,,,Very High,4.0
2023,11,Fayette County,165,Millcreek Elementary School,165255,ES,0,53,,,Low,1.0
2023,11,Fayette County,165,Morton Middle School,165076,MS,1,66,,,High,3.0
2023,11,Fayette County,165,Northern Elementary School,165077,ES,0,61,,,Medium,2.0
2023,11,Fayette County,165,Paul Laurence Dunbar High School,165200,HS,2,60,,,Medium,2.0
2023,11,Fayette County,165,Picadome Elementary School,165080,ES,0,64,,,Medium,2.0
2023,11,Fayette County,165,Rosa Parks Elementary School,165052,ES,0,91,,,Very High,4.0
2023,11,Fayette County,165,Russell Cave Elementary School,165090,ES,0,33,,,Very Low,0.0
2023,11,Fayette County,165,Sandersville Elementary,165058,ES,0,73,,,High,3.0
2023,11,Fayette County,165,Scapa At Bluegrass,165018,ES,0,94,,,Very High,4.0
2023,11,Fayette County,165,Scapa At Bluegrass,165018,MS,1,96,,,Very High,4.0
2023,11,Fayette County,165,Southern Elementary School,165081,ES,0,66,,,Medium,2.0
2023,11,Fayette County,165,Southern Middle School,165525,MS,1,51,,,Low,1.0
2023,11,Fayette County,165,Squires Elementary School,165082,ES,0,78,,,High,3.0
2023,11,Fayette County,165,Stonewall Elementary School,165085,ES,0,80,,,High,3.0
2023,11,Fayette County,165,Tates Creek Elementary School,165095,ES,0,58,,,Medium,2.0
2023,11,Fayette County,165,Tates Creek High School,165105,HS,2,50,,,Low,1.0
2023,11,Fayette County,165,Tates Creek Middle School,165100,MS,1,56,,,Medium,2.0
2023,11,Fayette County,165,Veterans Park Elementary School,165012,ES,0,81,,,High,3.0
2023,11,Fayette County,165,Wellington Elementary,165059,ES,0,90,,,Very High,4.0
2023,11,Fayette County,165,William Wells Brown Elementary,165056,ES,0,50,,,Low,1.0
2023,11,Fayette County,165,Winburn Middle School,165245,MS,1,40,,,Low,1.0
2023,11,Fayette County,165,Yates Elementary School,165140,ES,0,62,,,Medium,2.0
2023,11,Fleming County,171,E P Ward Elementary School,171050,ES,0,74,,,High,3.0
2023,11,Fleming County,171,Ewing Elementary School,171020,ES,0,59,,,Medium,2.0
2023,11,Fleming County,171,Fleming County High School,171035,HS,2,62,,,Medium,2.0
2023,11,Fleming County,171,Flemingsburg Elementary School,171040,ES,0,51,,,Low,1.0
2023,11,Fleming County,171,Hillsboro Elementary School,171060,ES,0,60,,,Medium,2.0
2023,11,Fleming County,171,Simons Middle School,171030,MS,1,59,,,Medium,2.0
2023,11,Floyd County,175,Allen Elementary School,175020,MS,1,56,,,Medium,2.0
2023,11,Floyd County,175,Allen Elementary School,175020,ES,0,43,,,Low,1.0
2023,11,Floyd County,175,Betsy Layne Elementary School,175120,ES,0,48,,,Low,1.0
2023,11,Floyd County,175,Betsy Layne Elementary School,175120,MS,1,42,,,Low,1.0
2023,11,Floyd County,175,Betsy Layne High School,175110,HS,2,55,,,Low,1.0
2023,11,Floyd County,175,Duff-Allen Central Elementary,175010,MS,1,58,,,Medium,2.0
2023,11,Floyd County,175,Duff-Allen Central Elementary,175010,ES,0,50,,,Low,1.0
2023,11,Floyd County,175,Floyd Central High School,175115,HS,2,68,,,Medium,2.0
2023,11,Floyd County,175,James D. Adams Middle School,175440,MS,1,54,,,Medium,2.0
2023,11,Floyd County,175,John M. Stumbo Elementary School,175485,MS,1,63,,,Medium,2.0
2023,11,Floyd County,175,John M. Stumbo Elementary School,175485,ES,0,74,,,High,3.0
2023,11,Floyd County,175,May Valley Elementary School,175021,ES,0,73,,,High,3.0
2023,11,Floyd County,175,Prestonsburg Elementary School,175019,ES,0,46,,,Low,1.0
2023,11,Floyd County,175,Prestonsburg High School,175850,HS,2,77,,,High,3.0
2023,11,Floyd County,175,South Floyd Elementary School,175030,ES,0,50,,,Low,1.0
2023,11,Floyd County,175,South Floyd Elementary School,175030,MS,1,54,,,Medium,2.0
2023,11,Fort Thomas Independent,176,Highlands High School,176010,HS,2,79,,,High,3.0
2023,11,Fort Thomas Independent,176,Highlands Middle School,176011,MS,1,71,,,High,3.0
2023,11,Fort Thomas Independent,176,Johnson Elementary School,176020,ES,0,84,,,Very High,4.0
2023,11,Fort Thomas Independent,176,Moyer Elementary School,176030,ES,0,81,,,High,3.0
2023,11,Fort Thomas Independent,176,Woodfill Elementary School,176040,ES,0,96,,,Very High,4.0
2023,11,Frankfort Independent,177,Frankfort High School,177070,HS,2,56,,,Low,1.0
2023,11,Frankfort Independent,177,Second Street School,177050,ES,0,57,,,Medium,2.0
2023,11,Frankfort Independent,177,Second Street School,177050,MS,1,48,,,Low,1.0
2023,11,Franklin County,181,Bondurant Middle School,181015,MS,1,53,,,Medium,2.0
2023,11,Franklin County,181,Bridgeport Elementary School,181014,ES,0,75,,,High,3.0
2023,11,Franklin County,181,Collins Lane,181025,ES,0,64,,,Medium,2.0
2023,11,Franklin County,181,Elkhorn Elementary School,181035,ES,0,45,,,Low,1.0
2023,11,Franklin County,181,Elkhorn Middle School,181030,MS,1,50,,,Low,1.0
2023,11,Franklin County,181,Franklin County High School,181040,HS,2,69,,,Medium,2.0
2023,11,Franklin County,181,Hearn Elementary,181045,ES,0,65,,,Medium,2.0
2023,11,Franklin County,181,Peaks Mill Elementary,181050,ES,0,61,,,Medium,2.0
2023,11,Franklin County,181,Western Hills High School,181070,HS,2,57,,,Low,1.0
2023,11,Franklin County,181,Westridge Elementary,181013,ES,0,67,,,Medium,2.0
2023,11,Fulton County,185,Fulton County Elementary,185020,ES,0,51,,,Low,1.0
2023,11,Fulton County,185,Fulton County High School,185030,HS,2,83,,,Very High,4.0
2023,11,Fulton County,185,Fulton County Middle School,185015,MS,1,46,,,Low,1.0
2023,11,Fulton Independent,186,Fulton Independent School,186018,ES,0,58,,,Medium,2.0
2023,11,Fulton Independent,186,Fulton Independent School,186018,MS,1,22,,,Very Low,0.0
2023,11,Fulton Independent,186,Fulton Independent School,186018,HS,2,54,,,Low,1.0
2023,11,Gallatin County,191,Gallatin County High School,191020,HS,2,47,,,Very Low,0.0
2023,11,Gallatin County,191,Gallatin County Lower Elementary,191010,ES,0,44,,,Low,1.0
2023,11,Gallatin County,191,Gallatin County Middle School,191005,MS,1,47,,,Low,1.0
2023,11,Gallatin County,191,Gallatin County Upper Elementary,191006,ES,0,44,,,Low,1.0
2023,11,Garrard County,195,Camp Dick Robinson Elementary School,195050,ES,0,72,,,High,3.0
2023,11,Garrard County,195,Garrard County High School,195060,HS,2,73,,,High,3.0
2023,11,Garrard County,195,Garrard Middle School,195070,MS,1,51,,,Medium,2.0
2023,11,Garrard County,195,Lancaster Elementary School,195220,ES,0,60,,,Medium,2.0
2023,11,Garrard County,195,Paint Lick Elementary School,195090,ES,0,63,,,Medium,2.0
2023,11,Glasgow Independent,197,Glasgow High School,197030,HS,2,60,,,Low,1.0
2023,11,Glasgow Independent,197,Glasgow Middle School,197035,MS,1,64,,,Medium,2.0
2023,11,Glasgow Independent,197,Highland Elementary School,197013,ES,0,65,,,Medium,2.0
2023,11,Glasgow Independent,197,South Green Elementary School,197065,ES,0,71,,,High,3.0
2023,11,Grant County,201,Crittenden-Mt. Zion Elementary,201020,ES,0,62,,,Medium,2.0
2023,11,Grant County,201,Dry Ridge Elementary,201030,ES,0,58,,,Medium,2.0
2023,11,Grant County,201,Grant County High School,201040,HS,2,57,,,Low,1.0
2023,11,Grant County,201,Grant County Middle School,201080,MS,1,48,,,Low,1.0
2023,11,Grant County,201,Mason-Corinth Elementary,201050,ES,0,56,,,Medium,2.0
2023,11,Grant County,201,Sherman Elementary,201016,ES,0,59,,,Medium,2.0
2023,11,Graves County,205,Fancy Farm Elementary School,205040,ES,0,83,,,Very High,4.0
2023,11,Graves County,205,Farmington Elementary School,205060,ES,0,105,,,Very High,4.0
2023,11,Graves County,205,Graves County Central Elementary,205013,ES,0,77,,,High,3.0
2023,11,Graves County,205,Graves County High School,205215,HS,2,81,,,Very High,4.0
2023,11,Graves County,205,Graves County Middle School,205100,MS,1,69,,,High,3.0
2023,11,Graves County,205,Sedalia Elementary School,205150,ES,0,81,,,High,3.0
2023,11,Graves County,205,Symsonia Elementary School,205170,ES,0,97,,,Very High,4.0
2023,11,Graves County,205,Wingo Elementary School,205200,ES,0,61,,,Medium,2.0
2023,11,Grayson County,211,Caneyville Elementary School,211030,ES,0,74,,,High,3.0
2023,11,Grayson County,211,Clarkson Elementary School,211080,ES,0,79,,,High,3.0
2023,11,Grayson County,211,Grayson County High School,211085,HS,2,66,,,Medium,2.0
2023,11,Grayson County,211,Grayson County Middle School,211095,MS,1,72,,,High,3.0
2023,11,Grayson County,211,H W Wilkey Elementary School,211010,ES,0,62,,,Medium,2.0
2023,11,Grayson County,211,Oran P Lawler Elementary School,211050,ES,0,81,,,High,3.0
2023,11,Green County,215,Green County High School,215065,HS,2,91,,,Very High,4.0
2023,11,Green County,215,Green County Intermediate School,215040,ES,0,64,,,Medium,2.0
2023,11,Green County,215,Green County Middle School,215055,MS,1,73,,,High,3.0
2023,11,Green County,215,Green County Primary School,215030,ES,0,64,,,Medium,2.0
2023,11,Greenup County,221,Argillite Elementary School,221010,ES,0,54,,,Low,1.0
2023,11,Greenup County,221,Greenup County High School,221027,HS,2,64,,,Medium,2.0
2023,11,Greenup County,221,Greysbranch Elementary School,221040,ES,0,60,,,Medium,2.0
2023,11,Greenup County,221,Mckell Elementary School,221060,ES,0,55,,,Medium,2.0
2023,11,Greenup County,221,Mckell Middle School,221105,MS,1,62,,,Medium,2.0
2023,11,Greenup County,221,Wurtland Elementary School,221110,ES,0,58,,,Medium,2.0
2023,11,Greenup County,221,Wurtland Middle School,221024,MS,1,67,,,High,3.0
2023,11,Hancock County,225,Hancock County High School,225005,HS,2,78,,,High,3.0
2023,11,Hancock County,225,Hancock County Middle School,225007,MS,1,60,,,Medium,2.0
2023,11,Hancock County,225,North Hancock Elementary School,225006,ES,0,62,,,Medium,2.0
2023,11,Hancock County,225,South Hancock Elementary School,225070,ES,0,72,,,High,3.0
2023,11,Hardin County,231,Bluegrass Middle School,231015,MS,1,57,,,Medium,2.0
2023,11,Hardin County,231,Cecilia Valley Elementary School,231030,ES,0,81,,,High,3.0
2023,11,Hardin County,231,Central Hardin High School,231190,HS,2,71,,,High,3.0
2023,11,Hardin County,231,Creekside Elementary School,231017,ES,0,73,,,High,3.0
2023,11,Hardin County,231,East Hardin Middle School,231005,MS,1,75,,,High,3.0
2023,11,Hardin County,231,G C Burkhead Elementary School,231020,ES,0,70,,,High,3.0
2023,11,Hardin County,231,Heartland Elementary School,231018,ES,0,68,,,Medium,2.0
2023,11,Hardin County,231,James T Alton Middle School,231077,MS,1,62,,,Medium,2.0
2023,11,Hardin County,231,John Hardin High School,231013,HS,2,76,,,High,3.0
2023,11,Hardin County,231,Lakewood Elementary School,231014,ES,0,71,,,High,3.0
2023,11,Hardin County,231,Lincoln Trail Elementary School,231050,ES,0,85,,,Very High,4.0
2023,11,Hardin County,231,Meadow View Elementary School,231210,ES,0,47,,,Low,1.0
2023,11,Hardin County,231,New Highland Elementary School,231040,ES,0,69,,,Medium,2.0
2023,11,Hardin County,231,North Hardin High School,231075,HS,2,68,,,Medium,2.0
2023,11,Hardin County,231,North Middle School,231080,MS,1,48,,,Low,1.0
2023,11,Hardin County,231,Radcliff Elementary School,231079,ES,0,40,,,Low,1.0
2023,11,Hardin County,231,Rineyville Elementary School,231090,ES,0,86,,,Very High,4.0
2023,11,Hardin County,231,Vine Grove Elementary School,231165,ES,0,83,,,High,3.0
2023,11,Hardin County,231,West Hardin Middle School,231168,MS,1,68,,,High,3.0
2023,11,Hardin County,231,Woodland Elementary School,231008,ES,0,56,,,Medium,2.0
2023,11,Harlan County,235,Black Mountain Elementary School,235060,ES,0,83,,,Very High,4.0
2023,11,Harlan County,235,Black Mountain Elementary School,235060,MS,1,58,,,Medium,2.0
2023,11,Harlan County,235,Cawood Elementary School,235110,MS,1,107,,,Very High,4.0
2023,11,Harlan County,235,Cawood Elementary School,235110,ES,0,114,,,Very High,4.0
2023,11,Harlan County,235,Cumberland Elementary School,235195,ES,0,72,,,High,3.0
2023,11,Harlan County,235,Cumberland Elementary School,235195,MS,1,66,,,High,3.0
2023,11,Harlan County,235,Evarts Elementary School,235290,ES,0,67,,,Medium,2.0
2023,11,Harlan County,235,Evarts Elementary School,235290,MS,1,64,,,Medium,2.0
2023,11,Harlan County,235,Green Hills Elementary School,235325,ES,0,82,,,High,3.0
2023,11,Harlan County,235,Green Hills Elementary School,235325,MS,1,97,,,Very High,4.0
2023,11,Harlan County,235,Harlan County High School,235025,HS,2,78,,,High,3.0
2023,11,Harlan County,235,James A. Cawood Elementary,235340,MS,1,75,,,High,3.0
2023,11,Harlan County,235,James A. Cawood Elementary,235340,ES,0,83,,,High,3.0
2023,11,Harlan County,235,Rosspoint Elementary School,235540,ES,0,83,,,Very High,4.0
2023,11,Harlan County,235,Rosspoint Elementary School,235540,MS,1,79,,,Very High,4.0
2023,11,Harlan County,235,Wallins Elementary School,235640,ES,0,44,,,Low,1.0
2023,11,Harlan County,235,Wallins Elementary School,235640,MS,1,55,,,Medium,2.0
2023,11,Harlan Independent,236,Harlan Elementary School,236020,ES,0,82,,,High,3.0
2023,11,Harlan Independent,236,Harlan High School,236030,HS,2,80,,,High,3.0
2023,11,Harlan Independent,236,Harlan High School,236030,MS,1,53,,,Medium,2.0
2023,11,Harrison County,241,Eastside Elementary School,241035,ES,0,43,,,Low,1.0
2023,11,Harrison County,241,Harrison County High School,241040,HS,2,60,,,Medium,2.0
2023,11,Harrison County,241,Harrison County Middle School,241043,MS,1,55,,,Medium,2.0
2023,11,Harrison County,241,Northside Elementary School,241045,ES,0,62,,,Medium,2.0
2023,11,Harrison County,241,Southside Elementary School,241038,ES,0,68,,,Medium,2.0
2023,11,Harrison County,241,Westside Elementary School,241075,ES,0,66,,,Medium,2.0
2023,11,Hart County,245,Bonnieville Elementary School,245010,MS,1,59,,,Medium,2.0
2023,11,Hart County,245,Bonnieville Elementary School,245010,ES,0,41,,,Low,1.0
2023,11,Hart County,245,Cub Run Elementary School,245030,ES,0,50,,,Low,1.0
2023,11,Hart County,245,Cub Run Elementary School,245030,MS,1,48,,,Low,1.0
2023,11,Hart County,245,Hart County High School,245045,HS,2,84,,,Very High,4.0
2023,11,Hart County,245,Legrande Elementary School,245050,MS,1,47,,,Low,1.0
2023,11,Hart County,245,Legrande Elementary School,245050,ES,0,34,,,Very Low,0.0
2023,11,Hart County,245,Memorial Elementary School,245070,MS,1,68,,,High,3.0
2023,11,Hart County,245,Memorial Elementary School,245070,ES,0,66,,,Medium,2.0
2023,11,Hart County,245,Munfordville Elementary School,245090,ES,0,76,,,High,3.0
2023,11,Hart County,245,Munfordville Elementary School,245090,MS,1,62,,,Medium,2.0
2023,11,Hazard Independent,246,Hazard High School,246010,HS,2,74,,,High,3.0
2023,11,Hazard Independent,246,Hazard Middle School,246045,MS,1,68,,,High,3.0
2023,11,Hazard Independent,246,Roy G. Eversole Elementary School,246060,ES,0,70,,,High,3.0
2023,11,Henderson County,251,A B Chandler Elementary School,251030,ES,0,84,,,Very High,4.0
2023,11,Henderson County,251,Bend Gate Elementary School,251010,ES,0,68,,,Medium,2.0
2023,11,Henderson County,251,Cairo Elementary School,251020,ES,0,102,,,Very High,4.0
2023,11,Henderson County,251,East Heights Elementary School,251033,ES,0,75,,,High,3.0
2023,11,Henderson County,251,Henderson County High School,251060,HS,2,68,,,Medium,2.0
2023,11,Henderson County,251,Henderson County North Middle School,251065,MS,1,57,,,Medium,2.0
2023,11,Henderson County,251,Henderson County South Middle School,251150,MS,1,74,,,High,3.0
2023,11,Henderson County,251,Jefferson Elementary School,251160,ES,0,63,,,Medium,2.0
2023,11,Henderson County,251,Niagara Elementary School,251070,ES,0,95,,,Very High,4.0
2023,11,Henderson County,251,South Heights Elementary School,251091,ES,0,66,,,Medium,2.0
2023,11,Henderson County,251,Spottsville Elementary School,251110,ES,0,97,,,Very High,4.0
2023,11,Henry County,255,Campbellsburg Elementary School,255010,ES,0,50,,,Low,1.0
2023,11,Henry County,255,Eastern Elementary School,255020,ES,0,75,,,High,3.0
2023,11,Henry County,255,Henry County High School,255035,HS,2,58,,,Low,1.0
2023,11,Henry County,255,Henry County Middle School,255038,MS,1,59,,,Medium,2.0
2023,11,Henry County,255,New Castle Elementary School,255040,ES,0,39,,,Low,1.0
2023,11,Hickman County,261,Hickman County Elementary School,261020,ES,0,69,,,Medium,2.0
2023,11,Hickman County,261,Hickman County High School,261050,HS,2,88,,,Very High,4.0
2023,11,Hickman County,261,Hickman County High School,261050,MS,1,69,,,High,3.0
2023,11,Hopkins County,265,Browning Springs Middle School,265140,MS,1,55,,,Medium,2.0
2023,11,Hopkins County,265,Earlington Elementary School,265330,ES,0,69,,,Medium,2.0
2023,11,Hopkins County,265,Grapevine Elementary School,265090,ES,0,80,,,High,3.0
2023,11,Hopkins County,265,Hanson Elementary School,265110,ES,0,81,,,High,3.0
2023,11,Hopkins County,265,Hopkins County Central High School,265130,HS,2,65,,,Medium,2.0
2023,11,Hopkins County,265,James Madison Middle School,265075,MS,1,68,,,High,3.0
2023,11,Hopkins County,265,Jesse Stuart Elementary School,265020,ES,0,70,,,High,3.0
2023,11,Hopkins County,265,Madisonville North Hopkins High School,265145,HS,2,62,,,Medium,2.0
2023,11,Hopkins County,265,Pride Elementary School,265200,ES,0,86,,,Very High,4.0
2023,11,Hopkins County,265,South Hopkins Middle School,265185,MS,1,63,,,Medium,2.0
2023,11,Hopkins County,265,Southside Elementary School,265280,ES,0,84,,,Very High,4.0
2023,11,Hopkins County,265,West Broadway Elementary School,265250,ES,0,73,,,High,3.0
2023,11,Hopkins County,265,West Hopkins School,265006,ES,0,58,,,Medium,2.0
2023,11,Hopkins County,265,West Hopkins School,265006,MS,1,46,,,Low,1.0
2023,11,Jackson County,271,Jackson County High School,271020,HS,2,82,,,Very High,4.0
2023,11,Jackson County,271,Jackson County Middle School,271025,MS,1,49,,,Low,1.0
2023,11,Jackson County,271,McKee Elementary School,271180,ES,0,91,,,Very High,4.0
2023,11,Jackson County,271,Sand Gap Elementary School,271280,ES,0,75,,,High,3.0
2023,11,Jackson County,271,Tyner Elementary School,271340,ES,0,74,,,High,3.0
2023,11,Jackson Independent,272,Jackson City School,272011,ES,0,66,,,Medium,2.0
2023,11,Jackson Independent,272,Jackson City School,272011,HS,2,83,,,Very High,4.0
2023,11,Jackson Independent,272,Jackson City School,272011,MS,1,59,,,Medium,2.0
2023,11,Jefferson County,275,Alex R. Kennedy Elementary,275175,ES,0,69,,,Medium,2.0
2023,11,Jefferson County,275,Atherton High,275018,HS,2,71,,,Medium,2.0
2023,11,Jefferson County,275,Atkinson Academy,275185,ES,0,26,,,Very Low,0.0
2023,11,Jefferson County,275,Auburndale Elementary,275127,ES,0,46,,,Low,1.0
2023,11,Jefferson County,275,Audubon Traditional Elementary,275044,ES,0,74,,,High,3.0
2023,11,Jefferson County,275,Ballard High,275105,HS,2,74,,,High,3.0
2023,11,Jefferson County,275,Barret Traditional Middle,275040,MS,1,68,,,High,3.0
2023,11,Jefferson County,275,Bates Elementary,275055,ES,0,82,,,High,3.0
2023,11,Jefferson County,275,Blake Elementary,275149,ES,0,31,,,Very Low,0.0
2023,11,Jefferson County,275,Bloom Elementary,275225,ES,0,84,,,Very High,4.0
2023,11,Jefferson County,275,Blue Lick Elementary,275091,ES,0,57,,,Medium,2.0
2023,11,Jefferson County,275,Bowen Elementary,275094,ES,0,79,,,High,3.0
2023,11,Jefferson County,275,Brandeis Elementary,275260,ES,0,69,,,Medium,2.0
2023,11,Jefferson County,275,Breckinridge-Franklin Elementary,275038,ES,0,61,,,Medium,2.0
2023,11,Jefferson County,275,Butler Traditional High,275045,HS,2,64,,,Medium,2.0
2023,11,Jefferson County,275,Byck Elementary,275243,ES,0,30,,,Very Low,0.0
2023,11,Jefferson County,275,Camp Taylor Elementary,275004,ES,0,47,,,Low,1.0
2023,11,Jefferson County,275,Cane Run Elementary,275005,ES,0,18,,,Very Low,0.0
2023,11,Jefferson County,275,Carrithers Middle,275167,MS,1,37,,,Low,1.0
2023,11,Jefferson County,275,Carter Traditional Elementary,275680,ES,0,55,,,Low,1.0
2023,11,Jefferson County,275,Central High Magnet Career Academy,275179,HS,2,54,,,Low,1.0
2023,11,Jefferson County,275,Chancey Elementary,275102,ES,0,60,,,Medium,2.0
2023,11,Jefferson County,275,Chenoweth Elementary,275046,ES,0,76,,,High,3.0
2023,11,Jefferson County,275,Cochran Elementary,275323,ES,0,43,,,Low,1.0
2023,11,Jefferson County,275,Cochrane Elementary,275083,ES,0,49,,,Low,1.0
2023,11,Jefferson County,275,Coleridge-Taylor Montessori Elementary,275660,ES,0,30,,,Very Low,0.0
2023,11,Jefferson County,275,Conway Middle,275164,MS,1,21,,,Very Low,0.0
2023,11,Jefferson County,275,Coral Ridge Elementary,275060,ES,0,53,,,Low,1.0
2023,11,Jefferson County,275,Crosby Middle,275119,MS,1,47,,,Low,1.0
2023,11,Jefferson County,275,Crums Lane Elementary,275092,ES,0,44,,,Low,1.0
2023,11,Jefferson County,275,Dixie Elementary,275082,ES,0,54,,,Low,1.0
2023,11,Jefferson County,275,Doss High,275100,HS,2,31,,,Very Low,0.0
2023,11,Jefferson County,275,Dunn Elementary,275156,ES,0,86,,,Very High,4.0
2023,11,Jefferson County,275,Eastern High,275007,HS,2,60,,,Medium,2.0
2023,11,Jefferson County,275,Eisenhower Elementary,275131,ES,0,59,,,Medium,2.0
2023,11,Jefferson County,275,Engelhard Elementary,275240,ES,0,29,,,Very Low,0.0
2023,11,Jefferson County,275,Fairdale Elementary,275010,ES,0,64,,,Medium,2.0
