End Year,End Year Code,District,District Code,School,School Code,Level,Level Code,Proficiency Score,Classification,Classification Code,Rating,Rating Code
2014,2,Rockcastle County,511,Rockcastle County Middle School,511100,MS,1,65,Needs Improvement,0.0,,
2014,2,Rockcastle County,511,Roundstone Elementary School,511320,ES,0,76,Distinguished,2.0,,
2014,2,Rowan County,515,Clearfield Elementary School,515040,ES,0,64,Needs Improvement,0.0,,
2014,2,Rowan County,515,McBrayer Elementary School,515043,ES,0,70,Proficient,1.0,,
2014,2,Rowan County,515,Rodburn Elementary School,515250,ES,0,67,Needs Improvement,0.0,,
2014,2,Rowan County,515,Rowan County Middle School,515210,MS,1,67,Proficient,1.0,,
2014,2,Rowan County,515,Rowan County Senior High School,515180,HS,2,71,Proficient,1.0,,
2014,2,Rowan County,515,Tilden Hogge Elementary School,515200,ES,0,60,Needs Improvement,0.0,,
2014,2,Russell County,521,Jamestown Elementary School,521140,ES,0,71,Proficient,1.0,,
2014,2,Russell County,521,Russell County High School,521240,HS,2,70,Needs Improvement,0.0,,
2014,2,Russell County,521,Russell County Middle School,521260,MS,1,62,Needs Improvement,0.0,,
2014,2,Russell County,521,Russell Springs Elementary School,521230,ES,0,68,Needs Improvement,0.0,,
2014,2,Russell County,521,Salem Elementary School,521250,ES,0,63,Needs Improvement,0.0,,
2014,2,Russell Independent,522,Russell High School,522050,HS,2,78,Distinguished,2.0,,
2014,2,Russell Independent,522,Russell Middle School,522060,MS,1,72,Proficient,1.0,,
2014,2,Russell Independent,522,Russell Primary School,522011,ES,0,78,Distinguished,2.0,,
2014,2,Russell Independent,522,Russell-McDowell Intermediate School,522030,ES,0,73,Proficient,1.0,,
2014,2,Russellville Independent,523,R E Stevenson Elementary School,523025,ES,0,49,Needs Improvement,0.0,,
2014,2,Russellville Independent,523,Russellville High School,523030,HS,2,67,Needs Improvement,0.0,,
2014,2,Russellville Independent,523,Russellville Junior/Senior High School,523030,MS,1,56,Needs Improvement,0.0,,
2014,2,Science Hill Independent,524,Science Hill Elementary School,524010,MS,1,74,Distinguished,2.0,,
2014,2,Science Hill Independent,524,Science Hill Elementary School,524010,ES,0,69,Needs Improvement,0.0,,
2014,2,Scott County,525,Anne Mason Elementary School,525012,ES,0,63,Needs Improvement,0.0,,
2014,2,Scott County,525,Eastern Elementary School,525010,ES,0,75,Distinguished,2.0,,
2014,2,Scott County,525,Garth Elementary School,525015,ES,0,62,Needs Improvement,0.0,,
2014,2,Scott County,525,Georgetown Middle School,525018,MS,1,57,Needs Improvement,0.0,,
2014,2,Scott County,525,Lemons Mill Elementary School,525014,ES,0,70,Proficient,1.0,,
2014,2,Scott County,525,Northern Elementary School,525035,ES,0,81,Distinguished,2.0,,
2014,2,Scott County,525,Royal Spring Middle School,525013,MS,1,75,Distinguished,2.0,,
2014,2,Scott County,525,Scott County High School,525040,HS,2,73,Proficient,1.0,,
2014,2,Scott County,525,Scott County Middle School,525060,MS,1,64,Needs Improvement,0.0,,
2014,2,Scott County,525,Southern Elementary School,525070,ES,0,67,Needs Improvement,0.0,,
2014,2,Scott County,525,Stamping Ground Elementary School,525050,ES,0,72,Proficient,1.0,,
2014,2,Scott County,525,Western Elementary School,525080,ES,0,76,Distinguished,2.0,,
2014,2,Shelby County,531,Clear Creek Elementary,531120,ES,0,72,Proficient,1.0,,
2014,2,Shelby County,531,Heritage Elementary,531065,ES,0,64,Needs Improvement,0.0,,
2014,2,Shelby County,531,Martha Layne Collins High School,531040,HS,2,72,Proficient,1.0,,
2014,2,Shelby County,531,Painted Stone Elementary,531014,ES,0,67,Needs Improvement,0.0,,
2014,2,Shelby County,531,Shelby County East Middle School,531110,MS,1,63,Needs Improvement,0.0,,
2014,2,Shelby County,531,Shelby County High School,531090,HS,2,72,Proficient,1.0,,
2014,2,Shelby County,531,Shelby County West Middle School,531080,MS,1,69,Proficient,1.0,,
2014,2,Shelby County,531,Simpsonville Elementary,531100,ES,0,72,Proficient,1.0,,
2014,2,Shelby County,531,Southside Elementary,531015,ES,0,64,Needs Improvement,0.0,,
2014,2,Shelby County,531,Wright Elementary,531130,ES,0,69,Needs Improvement,0.0,,
2014,2,Silver Grove Independent,533,Silver Grove School,533012,HS,2,65,Needs Improvement,0.0,,
2014,2,Silver Grove Independent,533,Silver Grove School,533012,MS,1,63,Needs Improvement,0.0,,
2014,2,Silver Grove Independent,533,Silver Grove School,533012,ES,0,43,Needs Improvement,0.0,,
2014,2,Simpson County,535,Franklin-Simpson High School,535040,HS,2,79,Distinguished,2.0,,
2014,2,Simpson County,535,Franklin-Simpson Middle School,535030,MS,1,70,Proficient,1.0,,
2014,2,Simpson County,535,Lincoln Elementary School,535045,ES,0,62,Needs Improvement,0.0,,
2014,2,Simpson County,535,Simpson Elementary School,535100,ES,0,64,Needs Improvement,0.0,,
2014,2,Somerset Independent,536,Hopkins Elementary School,536050,ES,0,73,Proficient,1.0,,
2014,2,Somerset Independent,536,Meece Middle School,536090,MS,1,72,Proficient,1.0,,
2014,2,Somerset Independent,536,Somerset High School,536070,HS,2,76,Distinguished,2.0,,
2014,2,Southgate Independent,537,Southgate Public School,537010,ES,0,65,Needs Improvement,0.0,,
2014,2,Southgate Independent,537,Southgate Public School,537010,MS,1,57,Needs Improvement,0.0,,
2014,2,Spencer County,541,Spencer County Elementary School,541040,ES,0,75,Distinguished,2.0,,
2014,2,Spencer County,541,Spencer County High School,541050,HS,2,72,Proficient,1.0,,
2014,2,Spencer County,541,Spencer County Middle School,541041,MS,1,69,Proficient,1.0,,
2014,2,Spencer County,541,Taylorsville Elementary School,541044,ES,0,68,Needs Improvement,0.0,,
2014,2,Taylor County,545,Taylor County Elementary School,545020,ES,0,69,Needs Improvement,0.0,,
2014,2,Taylor County,545,Taylor County High School,545030,HS,2,73,Proficient,1.0,,
2014,2,Taylor County,545,Taylor County Middle School,545040,MS,1,68,Proficient,1.0,,
2014,2,Todd County,551,North Todd Elementary School,551005,ES,0,66,Needs Improvement,0.0,,
2014,2,Todd County,551,South Todd Elementary School,551015,ES,0,70,Proficient,1.0,,
2014,2,Todd County,551,Todd County Central High School,551095,HS,2,77,Distinguished,2.0,,
2014,2,Todd County,551,Todd County Middle School,551080,MS,1,61,Needs Improvement,0.0,,
2014,2,Trigg County,555,Trigg County High School,555070,HS,2,72,Proficient,1.0,,
2014,2,Trigg County,555,Trigg County Intermediate School,555014,ES,0,68,Needs Improvement,0.0,,
2014,2,Trigg County,555,Trigg County Middle School,555050,MS,1,65,Needs Improvement,0.0,,
2014,2,Trimble County,561,Bedford Elementary School,561010,ES,0,63,Needs Improvement,0.0,,
2014,2,Trimble County,561,Milton Elementary School,561020,ES,0,58,Needs Improvement,0.0,,
2014,2,Trimble County,561,Trimble County High School,561030,HS,2,69,Needs Improvement,0.0,,
2014,2,Trimble County,561,Trimble County Middle School,561015,MS,1,56,Needs Improvement,0.0,,
2014,2,Union County,565,Morganfield Elementary School,565020,ES,0,70,Proficient,1.0,,
2014,2,Union County,565,Sturgis Elementary School,565050,ES,0,64,Needs Improvement,0.0,,
2014,2,Union County,565,Union County High School,565065,HS,2,70,Proficient,1.0,,
2014,2,Union County,565,Union County Middle School,565055,MS,1,64,Needs Improvement,0.0,,
2014,2,Union County,565,Uniontown Elementary School,565070,ES,0,63,Needs Improvement,0.0,,
2014,2,Walton-Verona Independent,567,Walton-Verona Elementary School,567010,ES,0,77,Distinguished,2.0,,
2014,2,Walton-Verona Independent,567,Walton-Verona High School,567020,HS,2,84,Distinguished,2.0,,
2014,2,Walton-Verona Independent,567,Walton-Verona Middle School,567015,MS,1,72,Distinguished,2.0,,
2014,2,Warren County,571,Alvaton Elementary,571010,ES,0,74,Proficient,1.0,,
2014,2,Warren County,571,Briarwood Elementary School,571015,ES,0,72,Proficient,1.0,,
2014,2,Warren County,571,Bristow Elementary,571040,ES,0,59,Needs Improvement,0.0,,
2014,2,Warren County,571,Cumberland Trace Elementary,571070,ES,0,80,Distinguished,2.0,,
2014,2,Warren County,571,Drakes Creek Middle School,571075,MS,1,71,Proficient,1.0,,
2014,2,Warren County,571,Greenwood High School,571230,HS,2,76,Distinguished,2.0,,
2014,2,Warren County,571,Henry F. Moss Middle School,571175,MS,1,56,Needs Improvement,0.0,,
2014,2,Warren County,571,Jody Richards Elementary,571030,ES,0,75,Distinguished,2.0,,
2014,2,Warren County,571,Lost River Elementary,571080,ES,0,69,Needs Improvement,0.0,,
2014,2,Warren County,571,North Warren Elementary,571110,ES,0,72,Proficient,1.0,,
2014,2,Warren County,571,Oakland Elementary,571130,ES,0,65,Needs Improvement,0.0,,
2014,2,Warren County,571,Plano Elementary,571018,ES,0,75,Distinguished,2.0,,
2014,2,Warren County,571,Rich Pond Elementary,571140,ES,0,73,Proficient,1.0,,
2014,2,Warren County,571,Richardsville Elementary,571150,ES,0,67,Needs Improvement,0.0,,
2014,2,Warren County,571,Rockfield Elementary,571170,ES,0,70,Proficient,1.0,,
2014,2,Warren County,571,South Warren High School,571003,HS,2,80,Distinguished,2.0,,
2014,2,Warren County,571,South Warren Middle School,571002,MS,1,75,Distinguished,2.0,,
2014,2,Warren County,571,Warren Central High School,571210,HS,2,69,Needs Improvement,0.0,,
2014,2,Warren County,571,Warren East High School,571220,HS,2,67,Needs Improvement,0.0,,
2014,2,Warren County,571,Warren East Middle School,571205,MS,1,70,Proficient,1.0,,
2014,2,Warren County,571,Warren Elementary,571200,ES,0,63,Needs Improvement,0.0,,
2014,2,Warren County,571,William H. Natcher Elementary,571100,ES,0,69,Needs Improvement,0.0,,
2014,2,Washington County,575,North Washington Elementary School,575031,MS,1,69,Proficient,1.0,,
2014,2,Washington County,575,North Washington Elementary School,575031,ES,0,64,Needs Improvement,0.0,,
2014,2,Washington County,575,Washington County Elementary School,575080,ES,0,64,Needs Improvement,0.0,,
2014,2,Washington County,575,Washington County High School,575074,HS,2,68,Needs Improvement,0.0,,
2014,2,Washington County,575,Washington County Middle School,575034,MS,1,63,Needs Improvement,0.0,,
2014,2,Wayne County,581,Monticello Elementary School,581190,ES,0,62,Needs Improvement,0.0,,
2014,2,Wayne County,581,Wayne County High School,581200,HS,2,74,Proficient,1.0,,
2014,2,Wayne County,581,Wayne County Middle School,581051,MS,1,63,Needs Improvement,0.0,,
2014,2,Webster County,585,Clay Elementary School,585020,ES,0,51,Needs Improvement,0.0,,
2014,2,Webster County,585,Clay Elementary School,585020,MS,1,66,Needs Improvement,0.0,,
2014,2,Webster County,585,Dixon Elementary School,585050,ES,0,57,Needs Improvement,0.0,,
2014,2,Webster County,585,Dixon Elementary School,585050,MS,1,66,Needs Improvement,0.0,,
2014,2,Webster County,585,Providence Elementary School,585060,ES,0,54,Needs Improvement,0.0,,
2014,2,Webster County,585,Providence Elementary School,585060,MS,1,59,Needs Improvement,0.0,,
2014,2,Webster County,585,Sebree Elementary School,585090,ES,0,59,Needs Improvement,0.0,,
2014,2,Webster County,585,Sebree Elementary School,585090,MS,1,56,Needs Improvement,0.0,,
2014,2,Webster County,585,Webster County High School,585130,HS,2,61,Needs Improvement,0.0,,
2014,2,West Point Independent,586,West Point Elementary School,586010,ES,0,64,Needs Improvement,0.0,,
2014,2,West Point Independent,586,West Point Elementary School,586010,MS,1,62,Needs Improvement,0.0,,
2014,2,Whitley County,591,Boston Elementary School,591060,ES,0,69,Proficient,1.0,,
2014,2,Whitley County,591,Oak Grove Elementary School,591290,ES,0,73,Proficient,1.0,,
2014,2,Whitley County,591,Pleasant View Elementary School,591320,ES,0,76,Distinguished,2.0,,
2014,2,Whitley County,591,Whitley Central Intermediate School,591061,ES,0,76,Distinguished,2.0,,
2014,2,Whitley County,591,Whitley County East Elementary School,591062,ES,0,84,Distinguished,2.0,,
2014,2,Whitley County,591,Whitley County High School,591430,HS,2,72,Proficient,1.0,,
2014,2,Whitley County,591,Whitley County Middle School,591435,MS,1,72,Distinguished,2.0,,
2014,2,Whitley County,591,Whitley County North Elementary School,591350,ES,0,72,Proficient,1.0,,
2014,2,Williamsburg Independent,592,Williamsburg City School,592012,ES,0,52,Needs Improvement,0.0,,
2014,2,Williamsburg Independent,592,Williamsburg City School,592012,MS,1,52,Needs Improvement,0.0,,
2014,2,Williamsburg Independent,592,Williamsburg City School,592012,HS,2,62,Needs Improvement,0.0,,
2014,2,Williamstown Independent,593,Williamstown Elementary,593010,ES,0,72,Proficient,1.0,,
2014,2,Williamstown Independent,593,Williamstown Jr. High,593020,MS,1,63,Needs Improvement,0.0,,
2014,2,Williamstown Independent,593,Williamstown Sr. High,593030,HS,2,72,Proficient,1.0,,
2014,2,Wolfe County,595,Campton Elementary School,595310,ES,0,65,Needs Improvement,0.0,,
2014,2,Wolfe County,595,Red River Valley Elementary School,595205,ES,0,70,Proficient,1.0,,
2014,2,Wolfe County,595,Rogers Elementary School,595220,ES,0,67,Needs Improvement,0.0,,
2014,2,Wolfe County,595,Wolfe County High School,595320,HS,2,68,Needs Improvement,0.0,,
2014,2,Wolfe County,595,Wolfe County Middle School,595315,MS,1,65,Needs Improvement,0.0,,
2014,2,Woodford County,601,Huntertown Elementary School,601090,ES,0,77,Distinguished,2.0,,
2014,2,Woodford County,601,Northside Elementary School,601120,ES,0,71,Proficient,1.0,,
2014,2,Woodford County,601,Simmons Elementary School,601075,ES,0,68,Needs Improvement,0.0,,
2014,2,Woodford County,601,Southside Elementary School,601050,ES,0,78,Distinguished,2.0,,
2014,2,Woodford County,601,Woodford County High School,601084,HS,2,80,Distinguished,2.0,,
2014,2,Woodford County,601,Woodford County Middle School,601085,MS,1,67,Needs Improvement,0.0,,
2015,3,Adair County,1,Adair County Elementary School,1016,ES,0,60,Needs Improvement,0.0,,
2015,3,Adair County,1,Adair County High School,1010,HS,2,71,Proficient,1.0,,
2015,3,Adair County,1,Adair County Middle School,1014,MS,1,63,Needs Improvement,0.0,,
2015,3,Allen County,5,Allen County Intermediate Center,5060,ES,0,70,Proficient,1.0,,
2015,3,Allen County,5,Allen County Primary Center,5010,ES,0,68,Proficient,1.0,,
2015,3,Allen County,5,Allen County-Scottsville High School,5020,HS,2,68,Needs Improvement,0.0,,
2015,3,Allen County,5,James E Bazzell Middle School,5015,MS,1,69,Proficient,1.0,,
2015,3,Anchorage Independent,6,Anchorage Independent Public School,6010,MS,1,79,Distinguished,2.0,,
2015,3,Anchorage Independent,6,Anchorage Independent Public School,6010,ES,0,79,Distinguished,2.0,,
2015,3,Anderson County,11,Anderson County High School,11020,HS,2,74,Proficient,1.0,,
2015,3,Anderson County,11,Anderson County Middle School,11025,MS,1,61,Needs Improvement,0.0,,
2015,3,Anderson County,11,Emma B. Ward Elementary School,11110,ES,0,75,Distinguished,2.0,,
2015,3,Anderson County,11,Robert B. Turner Elementary School,11022,ES,0,78,Distinguished,2.0,,
2015,3,Anderson County,11,Saffell Street Elementary School,11050,ES,0,69,Proficient,1.0,,
2015,3,Ashland Independent,12,Ashland Middle School,12050,MS,1,66,Proficient,1.0,,
2015,3,Ashland Independent,12,Charles Russell Elementary School,12130,ES,0,69,Proficient,1.0,,
2015,3,Ashland Independent,12,Crabbe Elementary School,12070,ES,0,61,Needs Improvement,0.0,,
2015,3,Ashland Independent,12,Hager Elementary School,12080,ES,0,75,Distinguished,2.0,,
2015,3,Ashland Independent,12,Oakview Elementary School,12100,ES,0,68,Proficient,1.0,,
2015,3,Ashland Independent,12,Paul G. Blazer High School,12010,HS,2,76,Distinguished,2.0,,
2015,3,Ashland Independent,12,Poage Elementary School,12110,ES,0,65,Needs Improvement,0.0,,
2015,3,Augusta Independent,13,Augusta Independent School,13011,ES,0,65,Needs Improvement,0.0,,
2015,3,Augusta Independent,13,Augusta Independent School,13011,MS,1,63,Needs Improvement,0.0,,
2015,3,Augusta Independent,13,Augusta Independent School,13011,HS,2,76,Distinguished,2.0,,
2015,3,Ballard County,15,Ballard County Elementary School,15050,ES,0,63,Needs Improvement,0.0,,
2015,3,Ballard County,15,Ballard County Middle School,15005,MS,1,71,Distinguished,2.0,,
2015,3,Ballard County,15,Ballard Memorial High School,15010,HS,2,78,Distinguished,2.0,,
2015,3,Barbourville Independent,16,Barbourville City School,16011,HS,2,75,Distinguished,2.0,,
2015,3,Barbourville Independent,16,Barbourville City School,16011,ES,0,58,Needs Improvement,0.0,,
2015,3,Barbourville Independent,16,Barbourville City School,16011,MS,1,67,Proficient,1.0,,
2015,3,Bardstown Independent,17,Bardstown Elementary School,17010,ES,0,67,Needs Improvement,0.0,,
2015,3,Bardstown Independent,17,Bardstown High School,17020,HS,2,70,Proficient,1.0,,
2015,3,Bardstown Independent,17,Bardstown Middle School,17030,MS,1,61,Needs Improvement,0.0,,
2015,3,Barren County,21,Austin Tracy Elementary School,21010,ES,0,75,Distinguished,2.0,,
2015,3,Barren County,21,Barren County High School,21027,HS,2,74,Proficient,1.0,,
2015,3,Barren County,21,Barren County Middle School,21050,MS,1,64,Needs Improvement,0.0,,
2015,3,Barren County,21,Eastern Elementary School,21035,ES,0,74,Distinguished,2.0,,
2015,3,Barren County,21,Hiseville Elementary School,21080,ES,0,77,Distinguished,2.0,,
2015,3,Barren County,21,North Jackson Elementary,21014,ES,0,75,Distinguished,2.0,,
2015,3,Barren County,21,Park City Elementary School,21130,ES,0,68,Proficient,1.0,,
2015,3,Barren County,21,Red Cross Elementary School,21150,ES,0,69,Proficient,1.0,,
2015,3,Barren County,21,Temple Hill Elementary School,21180,ES,0,74,Distinguished,2.0,,
2015,3,Bath County,25,Bath County High School,25040,HS,2,68,Needs Improvement,0.0,,
2015,3,Bath County,25,Bath County Middle School,25020,MS,1,63,Needs Improvement,0.0,,
2015,3,Bath County,25,Crossroads Elementary School,25014,ES,0,63,Needs Improvement,0.0,,
2015,3,Bath County,25,Owingsville Elementary School,25030,ES,0,60,Needs Improvement,0.0,,
2015,3,Beechwood Independent,26,Beechwood Elementary School,26010,ES,0,80,Distinguished,2.0,,
2015,3,Beechwood Independent,26,Beechwood High School,26020,HS,2,89,Distinguished,2.0,,
2015,3,Beechwood Independent,26,Beechwood High School,26020,MS,1,70,Proficient,1.0,,
2015,3,Bell County,31,Bell Central School Center,31012,ES,0,73,Distinguished,2.0,,
2015,3,Bell County,31,Bell Central School Center,31012,MS,1,75,Distinguished,2.0,,
2015,3,Bell County,31,Bell County High School,31040,HS,2,70,Needs Improvement,0.0,,
2015,3,Bell County,31,Frakes School Center,31180,ES,0,51,Needs Improvement,0.0,,
2015,3,Bell County,31,Frakes School Center,31180,MS,1,57,Needs Improvement,0.0,,
2015,3,Bell County,31,Lone Jack School Center,31250,MS,1,60,Needs Improvement,0.0,,
2015,3,Bell County,31,Lone Jack School Center,31250,ES,0,61,Needs Improvement,0.0,,
2015,3,Bell County,31,Page School Center,31013,MS,1,66,Proficient,1.0,,
2015,3,Bell County,31,Page School Center,31013,ES,0,63,Needs Improvement,0.0,,
2015,3,Bell County,31,Right Fork School Center,31345,MS,1,65,Needs Improvement,0.0,,
2015,3,Bell County,31,Right Fork School Center,31345,ES,0,54,Needs Improvement,0.0,,
2015,3,Bell County,31,Yellow Creek School Center,31390,ES,0,65,Needs Improvement,0.0,,
2015,3,Bell County,31,Yellow Creek School Center,31390,MS,1,57,Needs Improvement,0.0,,
2015,3,Bellevue Independent,32,Bellevue High School,32010,HS,2,65,Needs Improvement,0.0,,
2015,3,Bellevue Independent,32,Bellevue High School,32010,MS,1,58,Needs Improvement,0.0,,
2015,3,Bellevue Independent,32,Grandview Elementary School,32020,ES,0,65,Needs Improvement,0.0,,
2015,3,Berea Independent,34,Berea Community Elementary School,34010,ES,0,56,Needs Improvement,0.0,,
2015,3,Berea Independent,34,Berea Community High School,34020,HS,2,71,Proficient,1.0,,
2015,3,Berea Independent,34,Berea Community Middle School,34015,MS,1,63,Needs Improvement,0.0,,
2015,3,Boone County,35,A M Yealey Elementary School,35005,ES,0,63,Needs Improvement,0.0,,
2015,3,Boone County,35,Boone County High School,35030,HS,2,79,Distinguished,2.0,,
2015,3,Boone County,35,Burlington Elementary School,35040,ES,0,64,Needs Improvement,0.0,,
2015,3,Boone County,35,Camp Ernst Middle School,35010,MS,1,65,Needs Improvement,0.0,,
2015,3,Boone County,35,Charles H. Kelly Elementary School,35041,ES,0,78,Distinguished,2.0,,
2015,3,Boone County,35,Chester Goodridge Elementary School,35055,ES,0,65,Needs Improvement,0.0,,
2015,3,Boone County,35,Conner High School,35045,HS,2,77,Distinguished,2.0,,
2015,3,Boone County,35,Conner Middle School,35043,MS,1,67,Proficient,1.0,,
2015,3,Boone County,35,Erpenbeck Elementary School,35006,ES,0,74,Distinguished,2.0,,
2015,3,Boone County,35,Florence Elementary School,35050,ES,0,64,Needs Improvement,0.0,,
2015,3,Boone County,35,Gray Middle School,35075,MS,1,74,Distinguished,2.0,,
2015,3,Boone County,35,Hillard Collins Elementary School,35065,ES,0,55,Needs Improvement,0.0,,
2015,3,Boone County,35,Larry A. Ryle High School,35071,HS,2,78,Distinguished,2.0,,
2015,3,Boone County,35,Longbranch Elementary School,35017,ES,0,72,Proficient,1.0,,
2015,3,Boone County,35,New Haven Elementary School,35080,ES,0,68,Proficient,1.0,,
2015,3,Boone County,35,North Pointe Elementary School,35008,ES,0,69,Proficient,1.0,,
2015,3,Boone County,35,Ockerman Elementary School,35081,ES,0,69,Proficient,1.0,,
2015,3,Boone County,35,Ockerman Middle School,35085,MS,1,67,Proficient,1.0,,
2015,3,Boone County,35,Randall K. Cooper High School,35015,HS,2,77,Distinguished,2.0,,
2015,3,Boone County,35,Rector A. Jones Middle School,35020,MS,1,57,Needs Improvement,0.0,,
2015,3,Boone County,35,Shirley Mann Elementary School,35011,ES,0,75,Distinguished,2.0,,
2015,3,Boone County,35,Stephens Elementary School,35083,ES,0,66,Needs Improvement,0.0,,
2015,3,Boone County,35,Thornwilde Elementary School,35012,ES,0,74,Distinguished,2.0,,
2015,3,Bourbon County,41,Bourbon Central Elementary School,41010,ES,0,68,Proficient,1.0,,
2015,3,Bourbon County,41,Bourbon County High School,41110,HS,2,76,Distinguished,2.0,,
2015,3,Bourbon County,41,Bourbon County Middle School,41120,MS,1,66,Proficient,1.0,,
2015,3,Bourbon County,41,Cane Ridge Elementary School,41030,ES,0,68,Proficient,1.0,,
2015,3,Bourbon County,41,North Middletown Elementary School,41090,ES,0,72,Proficient,1.0,,
2015,3,Bowling Green Independent,42,Bowling Green High School,42070,HS,2,74,Proficient,1.0,,
2015,3,Bowling Green Independent,42,Bowling Green Junior High,42065,MS,1,69,Proficient,1.0,,
2015,3,Bowling Green Independent,42,Dishman McGinnis Elementary School,42010,ES,0,58,Needs Improvement,0.0,,
2015,3,Bowling Green Independent,42,Parker-Bennett-Curry School,42057,ES,0,54,Needs Improvement,0.0,,
2015,3,Bowling Green Independent,42,Potter Gray Elementary,42060,ES,0,71,Proficient,1.0,,
2015,3,Bowling Green Independent,42,T C Cherry Elementary School,42080,ES,0,63,Needs Improvement,0.0,,
2015,3,Bowling Green Independent,42,W R McNeill Elementary School,42090,ES,0,78,Distinguished,2.0,,
2015,3,Boyd County,45,Boyd County High School,45010,HS,2,71,Proficient,1.0,,
2015,3,Boyd County,45,Boyd County Middle School,45035,MS,1,64,Needs Improvement,0.0,,
2015,3,Boyd County,45,Cannonsburg Elementary School,45020,ES,0,65,Needs Improvement,0.0,,
2015,3,Boyd County,45,Catlettsburg Elementary School,45095,ES,0,75,Distinguished,2.0,,
2015,3,Boyd County,45,Ponderosa Elementary School,45097,ES,0,78,Distinguished,2.0,,
2015,3,Boyd County,45,Summit Elementary School,45080,ES,0,66,Needs Improvement,0.0,,
2015,3,Boyle County,51,Boyle County High School,51005,HS,2,80,Distinguished,2.0,,
2015,3,Boyle County,51,Boyle County Middle School,51003,MS,1,76,Distinguished,2.0,,
2015,3,Boyle County,51,Junction City Elementary School,51040,ES,0,68,Proficient,1.0,,
2015,3,Boyle County,51,Perryville Elementary School,51080,ES,0,84,Distinguished,2.0,,
2015,3,Boyle County,51,Woodlawn Elementary School,51050,ES,0,74,Distinguished,2.0,,
2015,3,Bracken County,55,Bracken County High School,55010,HS,2,72,Proficient,1.0,,
2015,3,Bracken County,55,Bracken County Middle School,55060,MS,1,61,Needs Improvement,0.0,,
2015,3,Bracken County,55,Taylor Elementary School,55050,ES,0,66,Needs Improvement,0.0,,
2015,3,Breathitt County,61,Breathitt County High School,61060,HS,2,65,Needs Improvement,0.0,,
2015,3,Breathitt County,61,Highland-Turner Elementary School,61030,ES,0,65,Needs Improvement,0.0,,
2015,3,Breathitt County,61,Marie Roberts-Caney Elementary School,61185,ES,0,60,Needs Improvement,0.0,,
2015,3,Breathitt County,61,Sebastian Elementary School,61150,ES,0,53,Needs Improvement,0.0,,
2015,3,Breathitt County,61,Sebastian Middle School,61390,MS,1,59,Needs Improvement,0.0,,
2015,3,Breckinridge County,65,Ben Johnson Elementary School,65030,ES,0,69,Proficient,1.0,,
2015,3,Breckinridge County,65,Breckinridge County High School,65010,HS,2,76,Distinguished,2.0,,
2015,3,Breckinridge County,65,Breckinridge County Middle School,65100,MS,1,62,Needs Improvement,0.0,,
2015,3,Breckinridge County,65,Custer Elementary School,65040,ES,0,61,Needs Improvement,0.0,,
2015,3,Breckinridge County,65,Hardinsburg Elementary School,65020,ES,0,76,Distinguished,2.0,,
2015,3,Breckinridge County,65,Irvington Elementary School,65050,ES,0,65,Needs Improvement,0.0,,
2015,3,Bullitt County,71,Bernheim Middle School,71005,MS,1,69,Proficient,1.0,,
2015,3,Bullitt County,71,Brooks Elementary School,71010,ES,0,60,Needs Improvement,0.0,,
2015,3,Bullitt County,71,Bullitt Central High School,71015,HS,2,76,Distinguished,2.0,,
2015,3,Bullitt County,71,Bullitt East High School,71016,HS,2,84,Distinguished,2.0,,
2015,3,Bullitt County,71,Bullitt Lick Middle School,71018,MS,1,56,Needs Improvement,0.0,,
2015,3,Bullitt County,71,Cedar Grove Elementary,71020,ES,0,65,Needs Improvement,0.0,,
2015,3,Bullitt County,71,Crossroads Elementary,71060,ES,0,65,Needs Improvement,0.0,,
2015,3,Bullitt County,71,Eastside Middle School,71009,MS,1,73,Distinguished,2.0,,
2015,3,Bullitt County,71,Freedom Elementary School,71006,ES,0,69,Proficient,1.0,,
2015,3,Bullitt County,71,Hebron Middle School,71025,MS,1,60,Needs Improvement,0.0,,
2015,3,Bullitt County,71,Lebanon Junction Elementary,71030,ES,0,69,Proficient,1.0,,
2015,3,Bullitt County,71,MT. Washington Elementary,71055,ES,0,68,Proficient,1.0,,
2015,3,Bullitt County,71,MT. Washington Middle School,71050,MS,1,61,Needs Improvement,0.0,,
2015,3,Bullitt County,71,Maryville Elementary School,71045,ES,0,70,Proficient,1.0,,
2015,3,Bullitt County,71,Nichols Elementary,71070,ES,0,59,Needs Improvement,0.0,,
2015,3,Bullitt County,71,North Bullitt High School,71075,HS,2,76,Distinguished,2.0,,
2015,3,Bullitt County,71,Old Mill Elementary School,71078,ES,0,72,Proficient,1.0,,
2015,3,Bullitt County,71,Overdale Elementary School,71080,ES,0,72,Proficient,1.0,,
2015,3,Bullitt County,71,Pleasant Grove Elementary School,71065,ES,0,73,Distinguished,2.0,,
2015,3,Bullitt County,71,Roby Elementary School,71090,ES,0,68,Proficient,1.0,,
2015,3,Bullitt County,71,Shepherdsville Elementary,71008,ES,0,63,Needs Improvement,0.0,,
2015,3,Bullitt County,71,Zoneton Middle School,71007,MS,1,55,Needs Improvement,0.0,,
2015,3,Burgin Independent,72,Burgin Independent School,72030,ES,0,76,Distinguished,2.0,,
2015,3,Burgin Independent,72,Burgin Independent School,72030,HS,2,70,Proficient,1.0,,
2015,3,Burgin Independent,72,Burgin Independent School,72030,MS,1,64,Needs Improvement,0.0,,
2015,3,Butler County,75,Butler County High School,75030,HS,2,71,Proficient,1.0,,
