District Code,District,School,School Code,Level,End Year,Reported Spending per student,Student Count,Educator Count,Years of experience
31,Bell County,Bell County High School,31040,HS,2019,20431.0,678.0,36.0,13.0
31,Bell County,Frakes School Center,31180,ES,2019,24486.0,117.0,12.0,17.0
31,Bell County,Frakes School Center,31180,MS,2019,24486.0,117.0,12.0,17.0
31,Bell County,Lone Jack School Center,31250,MS,2019,25587.0,142.0,12.0,12.0
31,Bell County,Lone Jack School Center,31250,ES,2019,25587.0,142.0,12.0,12.0
31,Bell County,Right Fork School Center,31345,MS,2019,25625.0,160.0,13.0,12.0
31,Bell County,Right Fork School Center,31345,ES,2019,25625.0,160.0,13.0,12.0
31,Bell County,Yellow Creek School Center,31390,ES,2019,20371.0,616.0,35.0,12.0
31,Bell County,Yellow Creek School Center,31390,MS,2019,20371.0,616.0,35.0,12.0
32,Bellevue Independent,Bellevue High School,32010,HS,2019,14834.0,342.0,24.0,10.0
32,Bellevue Independent,Bellevue High School,32010,MS,2019,14834.0,342.0,24.0,10.0
32,Bellevue Independent,Grandview Elementary School,32020,ES,2019,14985.0,252.0,18.0,6.0
34,Berea Independent,Berea Community Elementary School,34010,ES,2019,13492.0,499.0,33.0,11.0
34,Berea Independent,Berea Community Middle School,34015,MS,2019,12435.0,287.0,34.0,12.0
34,Berea Independent,Berea Community High School,34020,HS,2019,14806.0,295.0,30.0,13.0
35,Boone County,A M Yealey Elementary School,35005,ES,2019,10779.0,526.0,30.0,16.0
35,Boone County,Erpenbeck Elementary School,35006,ES,2019,9011.0,682.0,38.0,14.0
35,Boone County,North Pointe Elementary School,35008,ES,2019,10343.0,465.0,32.0,14.0
35,Boone County,Camp Ernst Middle School,35010,MS,2019,9937.0,758.0,60.0,10.0
35,Boone County,Shirley Mann Elementary School,35011,ES,2019,8790.0,807.0,45.0,15.0
35,Boone County,Thornwilde Elementary School,35012,ES,2019,8822.0,660.0,34.0,11.0
35,Boone County,Randall K. Cooper High School,35015,HS,2019,9148.0,1371.0,83.0,11.0
35,Boone County,Longbranch Elementary School,35017,ES,2019,8485.0,814.0,41.0,13.0
35,Boone County,Rector A. Jones Middle School,35020,MS,2019,9584.0,783.0,56.0,10.0
35,Boone County,Ballyshannon Middle School,35025,MS,2019,9870.0,583.0,39.0,10.0
35,Boone County,Boone County High School,35030,HS,2019,9997.0,1327.0,96.0,14.0
35,Boone County,Burlington Elementary School,35040,ES,2019,9538.0,768.0,46.0,14.0
35,Boone County,Charles H. Kelly Elementary School,35041,ES,2019,13496.0,237.0,21.0,15.0
35,Boone County,Conner Middle School,35043,MS,2019,9034.0,948.0,67.0,13.0
35,Boone County,Conner High School,35045,HS,2019,9113.0,1434.0,93.0,12.0
35,Boone County,Florence Elementary School,35050,ES,2019,10502.0,524.0,35.0,8.0
35,Boone County,Chester Goodridge Elementary School,35055,ES,2019,10163.0,694.0,43.0,14.0
35,Boone County,Hillard Collins Elementary School,35065,ES,2019,9783.0,756.0,44.0,10.0
35,Boone County,Larry A. Ryle High School,35071,HS,2019,9065.0,1927.0,113.0,14.0
35,Boone County,Gray Middle School,35075,MS,2019,8726.0,1030.0,63.0,14.0
35,Boone County,New Haven Elementary School,35080,ES,2019,8539.0,919.0,51.0,12.0
35,Boone County,Ockerman Elementary School,35081,ES,2019,10081.0,702.0,41.0,12.0
35,Boone County,Stephens Elementary School,35083,ES,2019,10383.0,568.0,41.0,11.0
35,Boone County,Ockerman Middle School,35085,MS,2019,10159.0,666.0,47.0,14.0
41,Bourbon County,Bourbon Central Elementary School,41010,ES,2019,11804.0,554.0,28.0,8.0
41,Bourbon County,Cane Ridge Elementary School,41030,ES,2019,12052.0,482.0,31.0,12.0
41,Bourbon County,North Middletown Elementary School,41090,ES,2019,13838.0,152.0,8.0,8.0
41,Bourbon County,Bourbon County High School,41110,HS,2019,12801.0,775.0,51.0,9.0
41,Bourbon County,Bourbon County Middle School,41120,MS,2019,12190.0,646.0,44.0,12.0
42,Bowling Green Independent,Dishman McGinnis Elementary School,42010,ES,2019,14630.0,504.0,34.0,13.0
42,Bowling Green Independent,Parker-Bennett-Curry School,42057,ES,2019,16643.0,304.0,22.0,11.0
42,Bowling Green Independent,Potter Gray Elementary,42060,ES,2019,13858.0,406.0,26.0,15.0
42,Bowling Green Independent,Bowling Green Junior High,42065,MS,2019,13742.0,956.0,62.0,13.0
42,Bowling Green Independent,Bowling Green High School,42070,HS,2019,13873.0,1230.0,80.0,12.0
42,Bowling Green Independent,T C Cherry Elementary School,42080,ES,2019,14826.0,258.0,25.0,13.0
42,Bowling Green Independent,W R McNeill Elementary School,42090,ES,2019,13424.0,415.0,24.0,12.0
45,Boyd County,Boyd County High School,45010,HS,2019,11670.0,815.0,64.0,14.0
45,Boyd County,Cannonsburg Elementary School,45020,ES,2019,13808.0,298.0,23.0,15.0
45,Boyd County,Boyd County Middle School,45035,MS,2019,11110.0,688.0,46.0,11.0
45,Boyd County,Summit Elementary School,45080,ES,2019,11805.0,473.0,31.0,14.0
45,Boyd County,Catlettsburg Elementary School,45095,ES,2019,18457.0,234.0,20.0,12.0
45,Boyd County,Ponderosa Elementary School,45097,ES,2019,12571.0,350.0,23.0,14.0
51,Boyle County,Boyle County Middle School,51003,MS,2019,10597.0,639.0,40.0,12.0
51,Boyle County,Boyle County High School,51005,HS,2019,11318.0,855.0,52.0,13.0
51,Boyle County,Junction City Elementary School,51040,ES,2019,14391.0,330.0,24.0,10.0
51,Boyle County,Woodlawn Elementary School,51050,ES,2019,11375.0,525.0,33.0,11.0
51,Boyle County,Perryville Elementary School,51080,ES,2019,13830.0,245.0,16.0,15.0
55,Bracken County,Bracken County High School,55010,HS,2019,11945.0,390.0,23.0,12.0
55,Bracken County,Taylor Elementary School,55050,ES,2019,10746.0,547.0,30.0,15.0
55,Bracken County,Bracken County Middle School,55060,MS,2019,10576.0,291.0,18.0,10.0
61,Breathitt County,Highland-Turner Elementary School,61030,ES,2019,14163.0,182.0,11.0,17.0
61,Breathitt County,Highland-Turner Elementary School,61030,MS,2019,14163.0,182.0,11.0,17.0
61,Breathitt County,Breathitt County High School,61060,MS,2019,12099.0,814.0,41.0,12.0
61,Breathitt County,Breathitt County High School,61060,HS,2019,12099.0,814.0,41.0,12.0
61,Breathitt County,LBJ Elementary School,61150,MS,2019,13999.0,471.0,29.0,16.0
61,Breathitt County,Sebastian Elementary School,61150,ES,2019,13999.0,471.0,29.0,16.0
61,Breathitt County,Marie Roberts-Caney Elementary School,61185,ES,2019,13178.0,256.0,16.0,14.0
61,Breathitt County,Marie Roberts-Caney Elementary School,61185,MS,2019,13178.0,256.0,16.0,14.0
65,Breckinridge County,Breckinridge County High School,65010,HS,2019,14877.0,838.0,52.0,12.0
65,Breckinridge County,Hardinsburg Elementary School,65020,ES,2019,17932.0,387.0,25.0,13.0
65,Breckinridge County,Ben Johnson Elementary School,65030,ES,2019,15831.0,232.0,15.0,9.0
65,Breckinridge County,Custer Elementary School,65040,ES,2019,18299.0,176.0,13.0,9.0
65,Breckinridge County,Irvington Elementary School,65050,ES,2019,17667.0,325.0,23.0,13.0
65,Breckinridge County,Breckinridge County Middle School,65100,MS,2019,14934.0,598.0,35.0,12.0
71,Bullitt County,Bernheim Middle School,71005,MS,2019,12495.0,436.0,28.0,9.0
71,Bullitt County,Freedom Elementary School,71006,ES,2019,13149.0,446.0,23.0,13.0
71,Bullitt County,Zoneton Middle School,71007,MS,2019,12676.0,432.0,26.0,8.0
71,Bullitt County,Shepherdsville Elementary,71008,ES,2019,12731.0,505.0,26.0,8.0
71,Bullitt County,Eastside Middle School,71009,MS,2019,11837.0,639.0,35.0,15.0
71,Bullitt County,Brooks Elementary School,71010,ES,2019,14274.0,426.0,24.0,10.0
71,Bullitt County,Bullitt Central High School,71015,HS,2019,11563.0,1385.0,74.0,9.0
71,Bullitt County,Bullitt East High School,71016,HS,2019,11286.0,1476.0,75.0,12.0
71,Bullitt County,Bullitt Lick Middle School,71018,MS,2019,12649.0,530.0,34.0,7.0
71,Bullitt County,Cedar Grove Elementary,71020,ES,2019,12643.0,473.0,27.0,11.0
71,Bullitt County,Hebron Middle School,71025,MS,2019,12052.0,490.0,26.0,12.0
71,Bullitt County,Lebanon Junction Elementary,71030,ES,2019,14724.0,378.0,22.0,11.0
71,Bullitt County,Maryville Elementary School,71045,ES,2019,13694.0,325.0,19.0,10.0
71,Bullitt County,MT. Washington Middle School,71050,MS,2019,12541.0,469.0,26.0,15.0
71,Bullitt County,MT. Washington Elementary,71055,ES,2019,11717.0,588.0,32.0,12.0
71,Bullitt County,Crossroads Elementary,71060,ES,2019,13172.0,480.0,25.0,10.0
71,Bullitt County,Pleasant Grove Elementary School,71065,ES,2019,11767.0,591.0,29.0,14.0
71,Bullitt County,Nichols Elementary,71070,ES,2019,16793.0,132.0,8.0,12.0
71,Bullitt County,North Bullitt High School,71075,HS,2019,12269.0,1177.0,69.0,10.0
71,Bullitt County,Old Mill Elementary School,71078,ES,2019,12489.0,482.0,24.0,12.0
71,Bullitt County,Overdale Elementary School,71080,ES,2019,13824.0,367.0,21.0,9.0
71,Bullitt County,Roby Elementary School,71090,ES,2019,12771.0,446.0,25.0,8.0
72,Burgin Independent,Burgin Independent School,72030,ES,2019,13367.0,482.0,35.0,10.0
72,Burgin Independent,Burgin Independent School,72030,HS,2019,13367.0,482.0,35.0,10.0
72,Burgin Independent,Burgin Independent School,72030,MS,2019,13367.0,482.0,35.0,10.0
75,Butler County,Butler County High School,75030,HS,2019,9224.0,663.0,42.0,12.0
75,Butler County,North Butler Elementary,75031,ES,2019,10502.0,389.0,29.0,14.0
75,Butler County,Butler County Middle School,75035,MS,2019,9537.0,472.0,32.0,12.0
75,Butler County,Morgantown Elementary School,75120,ES,2019,9358.0,603.0,31.0,11.0
81,Caldwell County,Caldwell County High School,81010,HS,2019,14492.0,551.0,36.0,12.0
81,Caldwell County,Caldwell County Middle School,81020,MS,2019,13588.0,437.0,26.0,14.0
81,Caldwell County,Caldwell County Primary School,81030,ES,2019,15013.0,414.0,29.0,14.0
81,Caldwell County,Caldwell County Elementary School,81070,ES,2019,13203.0,450.0,23.0,13.0
85,Calloway County,Calloway County High School,85020,HS,2019,11390.0,821.0,50.0,17.0
85,Calloway County,East Calloway Elementary School,85025,ES,2019,13696.0,305.0,17.0,12.0
85,Calloway County,North Calloway Elementary School,85035,ES,2019,11050.0,550.0,32.0,11.0
85,Calloway County,Southwest Calloway Elementary School,85045,ES,2019,11123.0,446.0,23.0,15.0
85,Calloway County,Calloway County Middle School,85055,MS,2019,10526.0,681.0,38.0,13.0
91,Campbell County,Campbell County Middle School,91011,MS,2019,12339.0,1137.0,65.0,9.0
91,Campbell County,John W. Reiley Elementary School,91012,ES,2019,13618.0,427.0,22.0,13.0
91,Campbell County,Donald E. Cline Elementary School,91013,ES,2019,15131.0,338.0,21.0,11.0
91,Campbell County,Campbell Ridge Elementary,91019,ES,2019,13194.0,600.0,30.0,13.0
91,Campbell County,Crossroads Elementary School,91035,ES,2019,15135.0,494.0,29.0,11.0
91,Campbell County,Grant's Lick Elementary School,91050,ES,2019,14014.0,336.0,20.0,13.0
91,Campbell County,Campbell County High School,91100,HS,2019,13004.0,1361.0,78.0,13.0
92,Campbellsville Independent,Campbellsville Elementary School,92010,ES,2019,11089.0,597.0,34.0,13.0
92,Campbellsville Independent,Campbellsville High School,92020,HS,2019,14770.0,292.0,26.0,15.0
92,Campbellsville Independent,Campbellsville Middle School,92025,ES,2019,14914.0,236.0,26.0,14.0
92,Campbellsville Independent,Campbellsville Middle School,92025,MS,2019,14914.0,236.0,26.0,14.0
95,Carlisle County,Carlisle County Middle School,95020,MS,2019,13600.0,183.0,14.0,7.0
95,Carlisle County,Carlisle County High School,95040,HS,2019,15988.0,184.0,19.0,12.0
95,Carlisle County,Carlisle County Elementary School,95060,ES,2019,16812.0,311.0,25.0,11.0
101,Carroll County,Cartmell Elementary,101005,ES,2019,12011.0,469.0,26.0,7.0
101,Carroll County,Kathryn Winn Primary,101010,ES,2019,16685.0,289.0,21.0,9.0
101,Carroll County,Carroll County High School,101018,HS,2019,12541.0,532.0,33.0,9.0
101,Carroll County,Carroll County Middle School,101019,MS,2019,11946.0,604.0,43.0,11.0
105,Carter County,Heritage Elementary School,105052,ES,2019,11439.0,319.0,16.0,9.0
105,Carter County,Tygart Creek Elementary School,105053,ES,2019,11535.0,356.0,18.0,11.0
105,Carter County,Carter City Elementary School,105060,ES,2019,14003.0,115.0,9.0,9.0
105,Carter County,East Carter County High School,105120,HS,2019,11612.0,673.0,41.0,12.0
105,Carter County,East Carter Middle School,105130,MS,2019,10510.0,566.0,33.0,12.0
105,Carter County,Olive Hill Elementary School,105250,ES,2019,12471.0,390.0,19.0,13.0
105,Carter County,Prichard Elementary School,105340,ES,2019,10376.0,631.0,28.0,13.0
105,Carter County,Star Elementary School,105450,ES,2019,13249.0,112.0,9.0,16.0
105,Carter County,West Carter County High School,105500,HS,2019,12832.0,527.0,40.0,10.0
105,Carter County,West Carter Middle School,105505,MS,2019,11675.0,433.0,30.0,12.0
111,Casey County,Walnut Hill Elementary School,111015,ES,2019,12419.0,508.0,29.0,10.0
111,Casey County,Jones Park Elementary,111026,ES,2019,14048.0,355.0,25.0,13.0
111,Casey County,Casey County High School,111045,HS,2019,13777.0,633.0,47.0,11.0
111,Casey County,Casey County Middle School,111070,MS,2019,14101.0,319.0,20.0,9.0
111,Casey County,Liberty Elementary School,111190,ES,2019,11892.0,434.0,23.0,10.0
113,Caverna Independent,Caverna Elementary School,113025,ES,2019,14414.0,267.0,20.0,10.0
113,Caverna Independent,Caverna Middle School,113026,MS,2019,13518.0,141.0,10.0,8.0
113,Caverna Independent,Caverna High School,113030,HS,2019,14815.0,199.0,12.0,10.0
115,Christian County,Martin Luther King Jr. Elementary School,115017,ES,2019,12785.0,636.0,36.0,9.0
115,Christian County,Freedom Elementary School,115026,ES,2019,12969.0,595.0,38.0,11.0
115,Christian County,Christian County High School,115030,HS,2019,11364.0,1262.0,68.0,8.0
115,Christian County,Christian County Middle School,115035,MS,2019,11005.0,680.0,38.0,9.0
115,Christian County,Crofton Elementary School,115040,ES,2019,12065.0,388.0,19.0,12.0
115,Christian County,Hopkinsville High School,115050,HS,2019,11387.0,1075.0,61.0,12.0
115,Christian County,Indian Hills Elementary School,115055,ES,2019,13167.0,483.0,31.0,12.0
115,Christian County,Hopkinsville Middle School,115058,MS,2019,11158.0,585.0,32.0,10.0
115,Christian County,Millbrooke Elementary School,115125,ES,2019,11060.0,759.0,34.0,10.0
115,Christian County,Pembroke Elementary School,115130,ES,2019,11874.0,705.0,38.0,11.0
115,Christian County,Sinking Fork Elementary School,115150,ES,2019,12964.0,444.0,25.0,13.0
115,Christian County,South Christian Elementary School,115170,ES,2019,11831.0,630.0,31.0,10.0
121,Clark County,Willis H. Justice Elementary School,121002,ES,2019,16967.0,460.0,25.0,12.0
121,Clark County,Strode Station Elementary School,121004,ES,2019,15854.0,522.0,25.0,14.0
121,Clark County,Shearer Elementary School,121006,ES,2019,16795.0,415.0,19.0,16.0
121,Clark County,William G. Conkwright Elementary,121008,ES,2019,16998.0,483.0,26.0,11.0
121,Clark County,Robert D. Campbell Jr. High,121023,MS,2019,14860.0,849.0,55.0,9.0
121,Clark County,Rev. Henry E. Baker Sr. Interm. School,121026,MS,2019,14817.0,829.0,47.0,10.0
121,Clark County,Rev. Henry E. Baker Sr. Interm. School,121026,ES,2019,14817.0,829.0,47.0,10.0
121,Clark County,George Rogers Clark High School,121030,HS,2019,15531.0,1505.0,90.0,8.0
125,Clay County,Big Creek Elementary,125040,ES,2019,15051.0,183.0,13.0,13.0
125,Clay County,Burning Springs Elementary,125070,ES,2019,12484.0,277.0,17.0,14.0
125,Clay County,Clay County Middle School,125095,MS,2019,13552.0,450.0,36.0,16.0
125,Clay County,Clay County High School,125100,HS,2019,13666.0,800.0,54.0,14.0
125,Clay County,Goose Rock Elementary,125200,ES,2019,14131.0,200.0,12.0,12.0
125,Clay County,Hacker Elementary School,125220,ES,2019,11801.0,283.0,16.0,8.0
125,Clay County,Manchester Elementary School,125500,ES,2019,12991.0,408.0,26.0,12.0
125,Clay County,Oneida Elementary School,125570,ES,2019,14827.0,108.0,8.0,13.0
125,Clay County,Paces Creek Elementary,125580,ES,2019,12101.0,298.0,17.0,14.0
131,Clinton County,Albany Elementary School,131015,ES,2019,12944.0,490.0,37.0,10.0
131,Clinton County,Clinton County Early Childhood Center,131020,ES,2019,10612.0,123.0,10.0,21.0
131,Clinton County,Clinton County Middle School,131045,MS,2019,11456.0,497.0,32.0,10.0
131,Clinton County,Clinton County High School,131050,HS,2019,12952.0,466.0,32.0,10.0
132,Cloverport Independent,Frederick Fraize High School,132010,HS,2019,13156.0,122.0,11.0,8.0
132,Cloverport Independent,William H Natcher Elementary School,132020,ES,2019,15157.0,140.0,13.0,8.0
132,Cloverport Independent,Frederick Fraize Middle School,132025,MS,2019,14078.0,89.0,9.0,10.0
133,Corbin Independent,Corbin Elementary,133017,ES,2019,14909.0,402.0,24.0,8.0
133,Corbin Independent,Corbin Intermediate,133018,MS,2019,14841.0,227.0,18.0,13.0
133,Corbin Independent,Corbin Intermediate,133018,ES,2019,14841.0,227.0,18.0,13.0
133,Corbin Independent,Corbin High School,133040,HS,2019,14988.0,889.0,54.0,12.0
133,Corbin Independent,Corbin Middle School,133050,MS,2019,15081.0,693.0,49.0,14.0
133,Corbin Independent,Corbin Primary,133070,ES,2019,16014.0,593.0,32.0,15.0
134,Covington Independent,Holmes Middle School,134017,MS,2019,13561.0,711.0,38.0,7.0
134,Covington Independent,Holmes High School,134019,HS,2019,20530.0,772.0,63.0,10.0
134,Covington Independent,John G Carlisle Elementary,134110,ES,2019,15676.0,316.0,21.0,9.0
134,Covington Independent,Latonia Elementary School,134115,ES,2019,14897.0,374.0,22.0,6.0
134,Covington Independent,Ninth District Elementary,134150,ES,2019,15246.0,385.0,23.0,7.0
134,Covington Independent,Glenn O Swing Elementary,134160,ES,2019,14681.0,458.0,25.0,8.0
134,Covington Independent,Sixth District Elementary School,134170,ES,2019,15912.0,415.0,23.0,12.0
135,Crittenden County,Crittenden County High School,135020,HS,2019,12925.0,367.0,30.0,11.0
135,Crittenden County,Crittenden County Middle School,135025,MS,2019,9360.0,334.0,21.0,9.0
135,Crittenden County,Crittenden County Elementary School,135100,ES,2019,10787.0,596.0,33.0,10.0
141,Cumberland County,Cumberland County Elementary School,141070,ES,2019,20088.0,426.0,30.0,11.0
141,Cumberland County,Cumberland County Middle School,141075,MS,2019,20880.0,204.0,16.0,10.0
141,Cumberland County,Cumberland County High School,141080,HS,2019,23028.0,262.0,21.0,11.0
143,Danville Independent,Mary G. Hogsett Primary School,143003,ES,2019,13275.0,268.0,21.0,13.0
143,Danville Independent,John W. Bate Middle School,143005,MS,2019,13126.0,413.0,28.0,11.0
143,Danville Independent,Edna L. Toliver Intermediate School,143010,ES,2019,13154.0,594.0,32.0,9.0
143,Danville Independent,Danville High School,143030,HS,2019,14492.0,525.0,37.0,12.0
145,Daviess County,Apollo High School,145005,HS,2019,14202.0,1441.0,77.0,14.0
145,Daviess County,Meadow Lands Elementary School,145006,ES,2019,12575.0,416.0,29.0,13.0
145,Daviess County,East View Elementary School,145007,ES,2019,13523.0,492.0,31.0,11.0
145,Daviess County,F T Burns Middle School,145008,MS,2019,11545.0,820.0,56.0,11.0
145,Daviess County,Daviess County High School,145010,HS,2019,13248.0,1687.0,96.0,16.0
145,Daviess County,Southern Oaks Elementary School,145011,ES,2019,12288.0,406.0,23.0,12.0
145,Daviess County,Daviess County Middle School,145020,MS,2019,18371.0,845.0,54.0,14.0
145,Daviess County,Highland Elementary School,145025,ES,2019,11661.0,509.0,28.0,17.0
145,Daviess County,Deer Park Elementary School,145040,ES,2019,13014.0,517.0,29.0,16.0
145,Daviess County,Sorgho Elementary School,145070,ES,2019,15855.0,422.0,22.0,11.0
145,Daviess County,Audubon Elementary School,145085,ES,2019,12648.0,398.0,26.0,12.0
145,Daviess County,Tamarack Elementary School,145095,ES,2019,12316.0,492.0,28.0,16.0
145,Daviess County,West Louisville Elementary School,145130,ES,2019,13013.0,322.0,21.0,12.0
145,Daviess County,Whitesville Elementary School,145140,ES,2019,13354.0,318.0,19.0,12.0
145,Daviess County,F T Burns Elementary School,145145,ES,2019,11349.0,491.0,29.0,10.0
145,Daviess County,Country Heights Elementary School,145150,ES,2019,11554.0,449.0,26.0,9.0
145,Daviess County,College View Middle School,145155,MS,2019,11528.0,838.0,57.0,14.0
146,Dawson Springs Independent,Dawson Springs Elementary,146017,ES,2019,12339.0,322.0,14.0,10.0
146,Dawson Springs Independent,Dawson Springs Jr/Sr High School,146018,HS,2019,12837.0,266.0,22.0,13.0
146,Dawson Springs Independent,Dawson Springs Jr/Sr High School,146018,MS,2019,12837.0,266.0,22.0,13.0
147,Dayton Independent,Dayton High School,147010,MS,2019,15191.0,361.0,27.0,9.0
147,Dayton Independent,Dayton High School,147010,HS,2019,15191.0,361.0,27.0,9.0
147,Dayton Independent,Lincoln Elementary School,147030,ES,2019,12003.0,484.0,26.0,11.0
149,East Bernstadt Independent,East Bernstadt Elementary School,149010,ES,2019,13000.0,464.0,27.0,13.0
149,East Bernstadt Independent,East Bernstadt Elementary School,149010,MS,2019,13000.0,464.0,27.0,13.0
151,Edmonson County,South Edmonson Elementary School,151020,ES,2019,11418.0,430.0,25.0,12.0
151,Edmonson County,Edmonson County 5/6 Center,151022,ES,2019,11775.0,270.0,17.0,14.0
151,Edmonson County,Edmonson County 5/6 Center,151022,MS,2019,11775.0,270.0,17.0,14.0
151,Edmonson County,Edmonson County Middle School,151050,MS,2019,9956.0,299.0,19.0,12.0
151,Edmonson County,Edmonson County High School,151060,HS,2019,11530.0,554.0,34.0,13.0
151,Edmonson County,Kyrock Elementary School,151080,ES,2019,13447.0,275.0,16.0,13.0
152,Elizabethtown Independent,Elizabethtown High School,152010,HS,2019,13922.0,706.0,48.0,16.0
152,Elizabethtown Independent,Helmwood Heights Elementary School,152015,ES,2019,9613.0,394.0,27.0,12.0
152,Elizabethtown Independent,Morningside Elementary School,152020,ES,2019,9671.0,458.0,25.0,15.0
152,Elizabethtown Independent,Panther Academy,152025,ES,2019,15148.0,151.0,12.0,12.0
152,Elizabethtown Independent,Talton K Stone Middle School,152035,MS,2019,7463.0,617.0,37.0,13.0
155,Elliott County,Isonville Elementary School,155140,ES,2019,14642.0,81.0,6.0,15.0
155,Elliott County,Lakeside Elementary School,155160,ES,2019,11505.0,168.0,9.0,13.0
155,Elliott County,Elliott County Intermediate School,155270,ES,2019,10792.0,272.0,15.0,11.0
155,Elliott County,Elliott County High School,155280,HS,2019,9865.0,489.0,36.0,12.0
155,Elliott County,Elliott County High School,155280,MS,2019,9865.0,489.0,36.0,12.0
156,Eminence Independent,Eminence High School,156010,HS,2019,15850.0,383.0,37.0,9.0
156,Eminence Independent,Eminence High School,156010,MS,2019,15850.0,383.0,37.0,9.0
156,Eminence Independent,Eminence Elementary School,156020,ES,2019,13925.0,358.0,23.0,7.0
157,Erlanger-Elsmere Independent,Lindeman Elementary School,157003,ES,2019,14224.0,319.0,17.0,14.0
157,Erlanger-Elsmere Independent,Arnett Elementary School,157005,ES,2019,15882.0,277.0,19.0,4.0
157,Erlanger-Elsmere Independent,Howell Elementary School,157010,ES,2019,13846.0,309.0,16.0,7.0
157,Erlanger-Elsmere Independent,Lloyd High School,157030,HS,2019,13916.0,614.0,44.0,9.0
157,Erlanger-Elsmere Independent,Miles Elementary School,157050,ES,2019,14534.0,277.0,15.0,11.0
157,Erlanger-Elsmere Independent,Tichenor Middle School,157060,MS,2019,12775.0,588.0,41.0,9.0
161,Estill County,Estill Springs Elementary,161011,ES,2019,9583.0,468.0,22.0,14.0
161,Estill County,Estill County Middle School,161085,MS,2019,18013.0,514.0,31.0,11.0
161,Estill County,Estill County High School,161090,HS,2019,9583.0,695.0,39.0,13.0
161,Estill County,West Irvine Intermediate,161280,ES,2019,19890.0,516.0,25.0,12.0
162,Fairview Independent,Fairview Elementary School,162011,ES,2019,11710.0,283.0,21.0,12.0
162,Fairview Independent,Fairview High School,162020,HS,2019,11756.0,392.0,27.0,10.0
162,Fairview Independent,Fairview High School,162020,MS,2019,11756.0,392.0,27.0,10.0
165,Fayette County,Arlington Elementary School,165005,ES,2019,19293.0,269.0,20.0,9.0
165,Fayette County,Ashland Elementary School,165007,ES,2019,16097.0,313.0,21.0,13.0
165,Fayette County,Veterans Park Elementary School,165012,ES,2019,14105.0,763.0,45.0,14.0
165,Fayette County,Beaumont Middle School,165015,MS,2019,13885.0,962.0,63.0,14.0
165,Fayette County,Scapa At Bluegrass,165018,ES,2019,18625.0,279.0,30.0,14.0
165,Fayette County,Scapa At Bluegrass,165018,MS,2019,18625.0,279.0,30.0,14.0
165,Fayette County,Crawford Middle School,165025,MS,2019,15711.0,725.0,55.0,11.0
165,Fayette County,Bryan Station Middle School,165030,MS,2019,15601.0,726.0,52.0,15.0
165,Fayette County,Cassidy Elementary School,165032,ES,2019,13868.0,723.0,41.0,12.0
165,Fayette County,Edythe Jones Hayes Middle School,165034,MS,2019,13216.0,1123.0,69.0,12.0
165,Fayette County,Deep Springs Elementary School,165035,ES,2019,15269.0,503.0,29.0,6.0
165,Fayette County,Dixie Elementary Magnet School,165036,ES,2019,14808.0,553.0,29.0,12.0
165,Fayette County,Garden Springs Elementary School,165037,ES,2019,16455.0,439.0,27.0,14.0
165,Fayette County,Harrison Elementary School,165038,ES,2019,19877.0,262.0,20.0,9.0
165,Fayette County,Henry Clay High School,165039,HS,2019,13044.0,2074.0,122.0,15.0
165,Fayette County,Athens-Chilesburg Elementary,165045,ES,2019,13802.0,780.0,41.0,13.0
165,Fayette County,Rosa Parks Elementary School,165052,ES,2019,13933.0,731.0,37.0,13.0
165,Fayette County,Booker T Washington Elementary School,165055,ES,2019,17685.0,257.0,21.0,8.0
165,Fayette County,William Wells Brown Elementary,165056,ES,2019,18509.0,286.0,18.0,9.0
165,Fayette County,Liberty Elementary,165057,ES,2019,13967.0,763.0,41.0,15.0
165,Fayette County,Sandersville Elementary,165058,ES,2019,14475.0,574.0,35.0,12.0
165,Fayette County,Wellington Elementary,165059,ES,2019,13707.0,722.0,36.0,9.0
165,Fayette County,Lafayette High School,165060,HS,2019,12839.0,2188.0,135.0,12.0
165,Fayette County,Lansdowne Elementary School,165062,ES,2019,15714.0,580.0,35.0,11.0
165,Fayette County,Leestown Middle School,165065,MS,2019,14544.0,932.0,67.0,12.0
165,Fayette County,Lexington Trad Magnet School,165067,MS,2019,17328.0,459.0,38.0,9.0
165,Fayette County,Madeline M Breckinridge Elem School,165072,ES,2019,15435.0,528.0,35.0,8.0
165,Fayette County,Maxwell Spanish Immersion Elem School,165074,ES,2019,13855.0,546.0,30.0,14.0
165,Fayette County,Morton Middle School,165076,MS,2019,14020.0,782.0,54.0,14.0
165,Fayette County,Northern Elementary School,165077,ES,2019,16301.0,460.0,26.0,8.0
165,Fayette County,Picadome Elementary School,165080,ES,2019,15500.0,474.0,33.0,10.0
165,Fayette County,Southern Elementary School,165081,ES,2019,15306.0,542.0,32.0,12.0
165,Fayette County,Squires Elementary School,165082,ES,2019,14688.0,597.0,30.0,14.0
165,Fayette County,Stonewall Elementary School,165085,ES,2019,13715.0,696.0,42.0,13.0
165,Fayette County,Russell Cave Elementary School,165090,ES,2019,17448.0,262.0,18.0,6.0
165,Fayette County,Tates Creek Elementary School,165095,ES,2019,15464.0,629.0,33.0,10.0
165,Fayette County,Coventry Oak Elementary,165098,ES,2019,14771.0,564.0,31.0,7.0
165,Fayette County,Garrett Morgan Elementary,165099,ES,2019,13081.0,757.0,38.0,8.0
