District Code,District,School,School Code,Level,End Year,Reported Spending per student,Student Count,Educator Count,Years of experience
502,Raceland-Worthington Independent,Raceland-Worthington High School,502020,HS,2012,7054.0,469.0,25.0,17.0
502,Raceland-Worthington Independent,Worthington Elementary School,502030,ES,2012,6121.0,226.0,11.0,15.0
502,Raceland-Worthington Independent,Raceland-Worthington Middle School,502030,MS,2012,6121.0,226.0,11.0,15.0
502,Raceland-Worthington Independent,Raceland-Worthington Schools Campus A,502160,HS,2012,,28.0,,
505,Robertson County,Robertson County School,505010,HS,2012,11652.0,337.0,30.0,12.0
505,Robertson County,Robertson County School,505010,ES,2012,11652.0,337.0,30.0,12.0
505,Robertson County,Robertson County School,505010,MS,2012,11652.0,337.0,30.0,12.0
511,Rockcastle County,Brodhead Elementary School,511020,ES,2012,7950.0,397.0,27.0,13.0
511,Rockcastle County,Rockcastle Academy for Academic Achievement,511022,HS,2012,,27.0,,
511,Rockcastle County,Rockcastle County Middle School,511100,MS,2012,7576.0,647.0,41.0,15.0
511,Rockcastle County,Mt. Vernon Elementary,511170,ES,2012,8461.0,656.0,49.0,13.0
511,Rockcastle County,Rockcastle County High School,511310,HS,2012,8048.0,817.0,53.0,12.0
511,Rockcastle County,Roundstone Elementary School,511320,ES,2012,8992.0,283.0,19.0,17.0
515,Rowan County,Clearfield Elementary School,515040,ES,2012,7899.0,287.0,18.0,14.0
515,Rowan County,McBrayer Elementary School,515043,ES,2012,6517.0,555.0,32.0,13.0
515,Rowan County,Morehead Youth Development Center,515130,HS,2012,,17.0,,
515,Rowan County,Rowan County Senior High School,515180,HS,2012,6787.0,877.0,49.0,13.0
515,Rowan County,Tilden Hogge Elementary School,515200,ES,2012,7794.0,197.0,13.0,11.0
515,Rowan County,Rowan County Middle School,515210,MS,2012,5886.0,731.0,38.0,16.0
515,Rowan County,Rodburn Elementary School,515250,ES,2012,6878.0,457.0,26.0,16.0
521,Russell County,Jamestown Elementary School,521140,ES,2012,5471.0,478.0,27.0,15.0
521,Russell County,Russell Springs Elementary School,521230,ES,2012,5791.0,664.0,44.0,15.0
521,Russell County,Russell County High School,521240,HS,2012,5155.0,840.0,48.0,12.0
521,Russell County,Salem Elementary School,521250,ES,2012,6380.0,328.0,21.0,17.0
521,Russell County,Russell County Middle School,521260,MS,2012,6457.0,407.0,28.0,14.0
521,Russell County,Union Chapel Elementary School,521290,ES,2012,8725.0,146.0,13.0,13.0
522,Russell Independent,Russell Primary School,522011,ES,2012,5915.0,737.0,39.0,11.0
522,Russell Independent,Russell-McDowell Intermediate School,522030,ES,2012,5698.0,311.0,16.0,12.0
522,Russell Independent,Russell High School,522050,HS,2012,6965.0,625.0,40.0,16.0
522,Russell Independent,Russell Middle School,522060,MS,2012,5859.0,493.0,31.0,13.0
523,Russellville Independent,R E Stevenson Elementary School,523025,ES,2012,8101.0,612.0,41.0,9.0
523,Russellville Independent,Russellville Junior/Senior High School,523030,MS,2012,9199.0,423.0,29.0,12.0
523,Russellville Independent,Russellville High School,523030,HS,2012,9199.0,423.0,29.0,12.0
524,Science Hill Independent,Science Hill Elementary School,524010,MS,2012,7366.0,507.0,29.0,12.0
524,Science Hill Independent,Science Hill Elementary School,524010,ES,2012,7366.0,507.0,29.0,12.0
525,Scott County,Eastern Elementary School,525010,ES,2012,6351.0,631.0,32.0,10.0
525,Scott County,Anne Mason Elementary School,525012,ES,2012,7264.0,692.0,40.0,10.0
525,Scott County,Royal Spring Middle School,525013,MS,2012,6828.0,690.0,38.0,10.0
525,Scott County,Garth Elementary School,525015,ES,2012,8041.0,484.0,28.0,12.0
525,Scott County,Georgetown Middle School,525018,MS,2012,7898.0,511.0,32.0,15.0
525,Scott County,Northern Elementary School,525035,ES,2012,8349.0,383.0,26.0,11.0
525,Scott County,Scott County High School,525040,HS,2012,6808.0,1594.0,75.0,11.0
525,Scott County,Scott County Ninth Grade School,525045,HS,2012,6808.0,616.0,33.0,12.0
525,Scott County,Stamping Ground Elementary School,525050,ES,2012,8550.0,358.0,22.0,11.0
525,Scott County,Scott County Middle School,525060,MS,2012,6375.0,729.0,41.0,14.0
525,Scott County,Southern Elementary School,525070,ES,2012,6713.0,739.0,36.0,12.0
525,Scott County,Western Elementary School,525080,ES,2012,7081.0,701.0,37.0,14.0
531,Shelby County,Painted Stone Elementary,531014,ES,2012,7771.0,561.0,36.0,9.0
531,Shelby County,Southside Elementary,531015,ES,2012,8927.0,316.0,20.0,8.0
531,Shelby County,Martha Layne Collins High School,531040,MS,2012,6751.0,1156.0,66.0,11.0
531,Shelby County,Martha Layne Collins High School,531040,HS,2012,6751.0,1156.0,66.0,11.0
531,Shelby County,Heritage Elementary,531065,ES,2012,7859.0,489.0,27.0,13.0
531,Shelby County,Shelby County West Middle School,531080,MS,2012,6724.0,498.0,29.0,11.0
531,Shelby County,Shelby County High School,531090,MS,2012,7253.0,1200.0,69.0,11.0
531,Shelby County,Shelby County High School,531090,HS,2012,7253.0,1200.0,69.0,11.0
531,Shelby County,Simpsonville Elementary,531100,ES,2012,6362.0,657.0,34.0,11.0
531,Shelby County,Shelby County East Middle School,531110,MS,2012,7048.0,511.0,31.0,13.0
531,Shelby County,Clear Creek Elementary,531120,ES,2012,7197.0,699.0,37.0,11.0
531,Shelby County,Wright Elementary,531130,ES,2012,8439.0,475.0,32.0,12.0
531,Shelby County,Ascension Academy,531170,HS,2012,,76.0,,
533,Silver Grove Independent,Silver Grove School,533012,HS,2012,15423.0,201.0,21.0,9.0
533,Silver Grove Independent,Silver Grove School,533012,MS,2012,15423.0,201.0,21.0,9.0
533,Silver Grove Independent,Silver Grove School,533012,ES,2012,15423.0,201.0,21.0,9.0
535,Simpson County,Franklin Elementary School,535020,ES,2012,9940.0,226.0,18.0,12.0
535,Simpson County,Franklin-Simpson Middle School,535030,MS,2012,6159.0,713.0,41.0,8.0
535,Simpson County,Franklin-Simpson High School,535040,HS,2012,6876.0,858.0,54.0,11.0
535,Simpson County,Lincoln Elementary School,535045,ES,2012,6926.0,442.0,26.0,7.0
535,Simpson County,Simpson Elementary School,535100,ES,2012,6774.0,650.0,40.0,10.0
536,Somerset Independent,Hopkins Elementary School,536050,ES,2012,7088.0,593.0,39.0,11.0
536,Somerset Independent,Somerset High School,536070,HS,2012,8163.0,478.0,29.0,14.0
536,Somerset Independent,Meece Middle School,536090,MS,2012,8128.0,424.0,29.0,15.0
537,Southgate Independent,Southgate Public School,537010,ES,2012,10760.0,200.0,19.0,9.0
537,Southgate Independent,Southgate Public School,537010,MS,2012,10760.0,200.0,19.0,9.0
541,Spencer County,Spencer County Elementary School,541040,ES,2012,6322.0,812.0,43.0,13.0
541,Spencer County,Spencer County Middle School,541041,MS,2012,5782.0,647.0,32.0,11.0
541,Spencer County,Hillview Academy,541042,HS,2012,,55.0,,
541,Spencer County,Taylorsville Elementary School,541044,ES,2012,8439.0,430.0,29.0,12.0
541,Spencer County,Spencer County High School,541050,HS,2012,6846.0,780.0,40.0,12.0
545,Taylor County,Taylor County Elementary School,545020,ES,2012,7828.0,1130.0,73.0,15.0
545,Taylor County,Taylor County High School,545030,HS,2012,7248.0,848.0,46.0,14.0
545,Taylor County,Taylor County Middle School,545040,MS,2012,6488.0,595.0,32.0,14.0
551,Todd County,North Todd Elementary School,551005,ES,2012,6756.0,492.0,34.0,11.0
551,Todd County,South Todd Elementary School,551015,ES,2012,7025.0,495.0,36.0,11.0
551,Todd County,Todd County Middle School,551080,MS,2012,5167.0,450.0,25.0,10.0
551,Todd County,Todd County Central High School,551095,HS,2012,6282.0,564.0,33.0,11.0
555,Trigg County,Trigg County Primary School,555013,ES,2012,6612.0,474.0,29.0,12.0
555,Trigg County,Trigg County Intermediate School,555014,ES,2012,5457.0,443.0,28.0,13.0
555,Trigg County,Trigg County Middle School,555050,MS,2012,5078.0,512.0,27.0,10.0
555,Trigg County,Trigg County High School,555070,HS,2012,6541.0,626.0,40.0,12.0
561,Trimble County,Bedford Elementary School,561010,ES,2012,6987.0,395.0,25.0,12.0
561,Trimble County,Trimble County Middle School,561015,MS,2012,7067.0,335.0,19.0,10.0
561,Trimble County,Milton Elementary School,561020,ES,2012,7215.0,258.0,15.0,13.0
561,Trimble County,Trimble County High School,561030,HS,2012,7457.0,400.0,22.0,12.0
565,Union County,Morganfield Elementary School,565020,ES,2012,9021.0,368.0,30.0,7.0
565,Union County,Union County Learning Academy,565021,HS,2012,,20.0,,
565,Union County,Sturgis Elementary School,565050,ES,2012,7211.0,419.0,28.0,7.0
565,Union County,Union County Middle School,565055,MS,2012,8401.0,469.0,39.0,7.0
565,Union County,Union County High School,565065,HS,2012,8212.0,647.0,44.0,8.0
565,Union County,Uniontown Elementary School,565070,ES,2012,8589.0,215.0,13.0,9.0
567,Walton-Verona Independent,Walton-Verona Elementary School,567010,ES,2012,8455.0,554.0,34.0,11.0
567,Walton-Verona Independent,Walton-Verona Middle School,567015,MS,2012,7193.0,509.0,28.0,10.0
567,Walton-Verona Independent,Walton-Verona High School,567020,HS,2012,7953.0,459.0,28.0,13.0
571,Warren County,South Warren Middle School,571002,MS,2012,5480.0,578.0,32.0,9.0
571,Warren County,South Warren High School,571003,HS,2012,6834.0,897.0,52.0,10.0
571,Warren County,Alvaton Elementary,571010,ES,2012,7153.0,574.0,40.0,11.0
571,Warren County,Briarwood Elementary School,571015,ES,2012,6526.0,709.0,46.0,10.0
571,Warren County,Lighthouse Academy,571016,HS,2012,,96.0,,
571,Warren County,Plano Elementary,571018,ES,2012,6001.0,589.0,36.0,6.0
571,Warren County,Bristow Elementary,571040,ES,2012,6835.0,638.0,42.0,10.0
571,Warren County,Cumberland Trace Elementary,571070,ES,2012,8288.0,403.0,30.0,15.0
571,Warren County,Drakes Creek Middle School,571075,MS,2012,6966.0,542.0,37.0,15.0
571,Warren County,Lost River Elementary,571080,ES,2012,6525.0,712.0,45.0,10.0
571,Warren County,William H. Natcher Elementary,571100,ES,2012,6526.0,636.0,42.0,12.0
571,Warren County,North Warren Elementary,571110,ES,2012,7877.0,401.0,26.0,11.0
571,Warren County,Oakland Elementary,571130,ES,2012,8454.0,275.0,20.0,12.0
571,Warren County,Rich Pond Elementary,571140,ES,2012,5726.0,712.0,40.0,10.0
571,Warren County,Richardsville Elementary,571150,ES,2012,7312.0,427.0,26.0,13.0
571,Warren County,Rockfield Elementary,571170,ES,2012,611.0,624.0,43.0,10.0
571,Warren County,Henry F. Moss Middle School,571175,MS,2012,7380.0,508.0,32.0,13.0
571,Warren County,Warren Elementary,571200,ES,2012,7191.0,698.0,50.0,6.0
571,Warren County,Warren East Middle School,571205,MS,2012,7495.0,458.0,31.0,12.0
571,Warren County,Warren Central High School,571210,HS,2012,7962.0,969.0,65.0,11.0
571,Warren County,Warren East High School,571220,HS,2012,7669.0,863.0,58.0,9.0
571,Warren County,Greenwood High School,571230,HS,2012,7061.0,1065.0,68.0,11.0
571,Warren County,Rivendell Elementary,571300,MS,2012,,37.0,,
571,Warren County,Rivendell High School,571305,HS,2012,,42.0,,
571,Warren County,Warren County Day Treatment,571455,HS,2012,,28.0,,
575,Washington County,North Washington Elementary School,575031,MS,2012,7310.0,525.0,35.0,9.0
575,Washington County,North Washington Elementary School,575031,ES,2012,7310.0,525.0,35.0,9.0
575,Washington County,Washington County Middle School,575034,MS,2012,7025.0,184.0,13.0,15.0
575,Washington County,Washington County High School,575074,HS,2012,7214.0,549.0,33.0,11.0
575,Washington County,Washington County Elementary School,575080,ES,2012,8100.0,390.0,26.0,16.0
581,Wayne County,Wayne County Middle School,581051,MS,2012,6652.0,394.0,23.0,14.0
581,Wayne County,Lake Cumberland Youth Development Center,581170,HS,2012,,37.0,,
581,Wayne County,Otter Creek Academy,581180,HS,2012,,28.0,,
581,Wayne County,Wayne County High School,581200,HS,2012,6500.0,677.0,38.0,14.0
581,Wayne County,Walker Early Learning Center,581430,ES,2012,17006.0,351.0,23.0,16.0
581,Wayne County,Bell Elementary School,581437,ES,2012,6466.0,573.0,31.0,15.0
581,Wayne County,Turner Intermediate School,581440,ES,2012,7120.0,370.0,23.0,14.0
585,Webster County,Clay Elementary School,585020,ES,2012,6139.0,330.0,23.0,11.0
585,Webster County,Clay Elementary School,585020,MS,2012,6139.0,330.0,23.0,11.0
585,Webster County,Dixon Elementary School,585050,ES,2012,5035.0,380.0,22.0,12.0
585,Webster County,Dixon Elementary School,585050,MS,2012,5035.0,380.0,22.0,12.0
585,Webster County,Providence Elementary School,585060,ES,2012,6554.0,279.0,20.0,11.0
585,Webster County,Providence Elementary School,585060,MS,2012,6554.0,279.0,20.0,11.0
585,Webster County,Sebree Elementary School,585090,ES,2012,6279.0,333.0,23.0,11.0
585,Webster County,Sebree Elementary School,585090,MS,2012,6279.0,333.0,23.0,11.0
585,Webster County,Slaughters Elementary School,585110,ES,2012,6831.0,165.0,12.0,14.0
585,Webster County,Slaughters Elementary School,585110,MS,2012,6831.0,165.0,12.0,14.0
585,Webster County,Webster County High School,585130,HS,2012,5752.0,603.0,40.0,10.0
586,West Point Independent,West Point Elementary School,586010,ES,2012,12851.0,110.0,11.0,7.0
586,West Point Independent,West Point Elementary School,586010,MS,2012,12851.0,110.0,11.0,7.0
591,Whitley County,Boston Elementary School,591060,ES,2012,9593.0,230.0,18.0,10.0
591,Whitley County,Whitley Central Intermediate School,591061,ES,2012,8513.0,442.0,31.0,8.0
591,Whitley County,Whitley County East Elementary School,591062,ES,2012,11891.0,225.0,22.0,12.0
591,Whitley County,Whitley County Alternative School,591225,HS,2012,,42.0,,
591,Whitley County,Oak Grove Elementary School,591290,ES,2012,7896.0,632.0,41.0,10.0
591,Whitley County,Pleasant View Elementary School,591320,ES,2012,11657.0,270.0,25.0,12.0
591,Whitley County,Whitley County North Elementary School,591350,ES,2012,9482.0,379.0,28.0,14.0
591,Whitley County,Whitley County Central Primary School,591365,ES,2012,11800.0,321.0,32.0,9.0
591,Whitley County,Whitley County High School,591430,HS,2012,8370.0,1094.0,80.0,12.0
591,Whitley County,Whitley County Middle School,591435,MS,2012,8573.0,604.0,46.0,13.0
592,Williamsburg Independent,Williamsburg City School,592012,ES,2012,11109.0,701.0,65.0,9.0
592,Williamsburg Independent,Williamsburg City School,592012,MS,2012,11109.0,701.0,65.0,9.0
592,Williamsburg Independent,Williamsburg City School,592012,HS,2012,11109.0,701.0,65.0,9.0
593,Williamstown Independent,Williamstown Elementary,593010,ES,2012,6788.0,422.0,26.0,11.0
593,Williamstown Independent,Williamstown Jr. High,593020,MS,2012,5384.0,238.0,13.0,11.0
593,Williamstown Independent,Williamstown Sr. High,593030,HS,2012,7245.0,231.0,18.0,13.0
595,Wolfe County,Red River Valley Elementary School,595205,ES,2012,8553.0,183.0,14.0,11.0
595,Wolfe County,Rogers Elementary School,595220,ES,2012,8231.0,148.0,11.0,11.0
595,Wolfe County,Campton Elementary School,595310,ES,2012,7062.0,401.0,25.0,15.0
595,Wolfe County,Wolfe County Middle School,595315,MS,2012,8600.0,189.0,12.0,12.0
595,Wolfe County,Wolfe County High School,595320,HS,2012,10666.0,378.0,25.0,13.0
601,Woodford County,Safe Harbor Academy,601013,HS,2012,,34.0,,
601,Woodford County,Southside Elementary School,601050,ES,2012,12165.0,527.0,34.0,15.0
601,Woodford County,Simmons Elementary School,601075,ES,2012,13626.0,416.0,32.0,8.0
601,Woodford County,Woodford County High School,601084,HS,2012,9649.0,1199.0,65.0,10.0
601,Woodford County,Woodford County Middle School,601085,MS,2012,8972.0,903.0,49.0,11.0
601,Woodford County,Huntertown Elementary School,601090,ES,2012,11720.0,493.0,31.0,16.0
601,Woodford County,Northside Elementary School,601120,ES,2012,14458.0,322.0,27.0,16.0
1,Adair County,Adair County High School,1010,HS,2013,6377.0,750.0,42.0,17.0
1,Adair County,Adair Learning Academy,1012,HS,2013,13426.0,45.0,8.0,9.0
1,Adair County,John Adair Intermediate School,1013,ES,2013,6902.0,373.0,23.0,20.0
1,Adair County,Adair County Middle School,1014,MS,2013,6776.0,399.0,24.0,16.0
1,Adair County,Adair County Elementary School,1016,ES,2013,7330.0,594.0,40.0,19.0
5,Allen County,Allen County Primary Center,5010,ES,2013,7884.0,889.0,62.0,13.0
5,Allen County,James E Bazzell Middle School,5015,MS,2013,6906.0,475.0,26.0,11.0
5,Allen County,Allen County-Scottsville High School,5020,HS,2013,9037.0,800.0,53.0,11.0
5,Allen County,Allen County Intermediate Center,5060,ES,2013,6445.0,692.0,38.0,11.0
5,Allen County,Allen County Career and Technical Center,5901,HS,2013,,469.0,,
6,Anchorage Independent,Anchorage Independent Public School,6010,MS,2013,18275.0,375.0,38.0,16.0
6,Anchorage Independent,Anchorage Independent Public School,6010,ES,2013,18275.0,375.0,38.0,16.0
11,Anderson County,Anderson County High School,11020,HS,2013,6360.0,1159.0,69.0,11.0
11,Anderson County,Robert B. Turner Elementary School,11022,ES,2013,5928.0,556.0,34.0,10.0
11,Anderson County,Anderson County Middle School,11025,MS,2013,5360.0,874.0,46.0,10.0
11,Anderson County,Saffell Street Elementary School,11050,ES,2013,6520.0,458.0,27.0,13.0
11,Anderson County,Emma B. Ward Elementary School,11110,ES,2013,6583.0,481.0,31.0,11.0
11,Anderson County,Ezra Sparrow Early Childhood Center,11120,ES,2013,13963.0,214.0,19.0,10.0
12,Ashland Independent,Paul G. Blazer High School,12010,HS,2013,7378.0,855.0,57.0,14.0
12,Ashland Independent,Ashland Middle School,12050,MS,2013,8522.0,435.0,33.0,17.0
12,Ashland Independent,Crabbe Elementary School,12070,ES,2013,7847.0,382.0,24.0,14.0
12,Ashland Independent,Hager Elementary School,12080,ES,2013,6520.0,343.0,19.0,16.0
12,Ashland Independent,Oakview Elementary School,12100,ES,2013,7126.0,436.0,28.0,15.0
12,Ashland Independent,Poage Elementary School,12110,ES,2013,8894.0,251.0,15.0,13.0
12,Ashland Independent,Charles Russell Elementary School,12130,ES,2013,7513.0,318.0,19.0,16.0
13,Augusta Independent,Augusta Independent School,13011,ES,2013,8501.0,284.0,21.0,6.0
13,Augusta Independent,Augusta Independent School,13011,MS,2013,8501.0,284.0,21.0,6.0
13,Augusta Independent,Augusta Independent School,13011,HS,2013,8501.0,284.0,21.0,6.0
15,Ballard County,Ballard County Middle School,15005,MS,2013,5306.0,346.0,18.0,9.0
15,Ballard County,Ballard Memorial High School,15010,HS,2013,7717.0,400.0,30.0,10.0
15,Ballard County,Ballard County Elementary School,15050,ES,2013,6115.0,563.0,35.0,14.0
15,Ballard County,Ballard County Career and Technology Ctr,15905,HS,2013,,406.0,,
16,Barbourville Independent,Barbourville City School,16011,HS,2013,5317.0,640.0,38.0,13.0
16,Barbourville Independent,Barbourville City School,16011,ES,2013,5317.0,640.0,38.0,13.0
16,Barbourville Independent,Barbourville City School,16011,MS,2013,5317.0,640.0,38.0,13.0
17,Bardstown Independent,Bardstown Elementary School,17010,ES,2013,5953.0,628.0,35.0,12.0
17,Bardstown Independent,Bardstown Primary School,17012,ES,2013,6819.0,682.0,41.0,12.0
17,Bardstown Independent,Bardstown High School,17020,HS,2013,6469.0,611.0,39.0,9.0
17,Bardstown Independent,Bardstown Middle School,17030,MS,2013,6364.0,522.0,30.0,12.0
21,Barren County,Austin Tracy Elementary School,21010,ES,2013,9950.0,231.0,20.0,12.0
21,Barren County,College Street Campus,21011,HS,2013,,65.0,8.0,10.0
21,Barren County,BAVEL,21012,HS,2013,4103.0,174.0,2.0,
21,Barren County,North Jackson Elementary,21014,ES,2013,8157.0,479.0,28.0,10.0
21,Barren County,Barren County High School,21027,HS,2013,8113.0,1280.0,78.0,12.0
21,Barren County,Eastern Elementary School,21035,ES,2013,8334.0,351.0,25.0,8.0
21,Barren County,Barren County Middle School,21050,MS,2013,6950.0,687.0,39.0,10.0
21,Barren County,Hiseville Elementary School,21080,ES,2013,9940.0,231.0,18.0,14.0
21,Barren County,Park City Elementary School,21130,ES,2013,9180.0,337.0,23.0,12.0
21,Barren County,Red Cross Elementary School,21150,ES,2013,8760.0,643.0,42.0,14.0
21,Barren County,Temple Hill Elementary School,21180,ES,2013,9693.0,324.0,22.0,14.0
25,Bath County,Crossroads Elementary School,25014,ES,2013,6579.0,464.0,28.0,11.0
25,Bath County,Bath County Middle School,25020,MS,2013,5842.0,475.0,31.0,8.0
25,Bath County,Owingsville Elementary School,25030,ES,2013,6896.0,537.0,36.0,10.0
25,Bath County,Bath County High School,25040,HS,2013,7055.0,598.0,38.0,13.0
26,Beechwood Independent,Beechwood Elementary School,26010,ES,2013,7388.0,611.0,42.0,13.0
26,Beechwood Independent,Beechwood High School,26020,HS,2013,7500.0,587.0,34.0,10.0
26,Beechwood Independent,Beechwood High School,26020,MS,2013,7500.0,587.0,34.0,10.0
31,Bell County,Bell Central School Center,31012,ES,2013,7288.0,604.0,42.0,12.0
31,Bell County,Bell Central School Center,31012,MS,2013,7288.0,604.0,42.0,12.0
31,Bell County,Page School Center,31013,MS,2013,6756.0,420.0,27.0,16.0
31,Bell County,Page School Center,31013,ES,2013,6756.0,420.0,27.0,16.0
31,Bell County,Bell County High School,31040,HS,2013,7315.0,771.0,48.0,15.0
31,Bell County,Frakes School Center,31180,ES,2013,9217.0,146.0,12.0,12.0
31,Bell County,Frakes School Center,31180,MS,2013,9217.0,146.0,12.0,12.0
31,Bell County,Lone Jack School Center,31250,MS,2013,9161.0,196.0,16.0,16.0
31,Bell County,Lone Jack School Center,31250,ES,2013,9161.0,196.0,16.0,16.0
31,Bell County,Right Fork School Center,31345,MS,2013,7610.0,217.0,16.0,11.0
31,Bell County,Right Fork School Center,31345,ES,2013,7610.0,217.0,16.0,11.0
31,Bell County,Yellow Creek School Center,31390,ES,2013,5834.0,496.0,29.0,14.0
31,Bell County,Yellow Creek School Center,31390,MS,2013,5834.0,496.0,29.0,14.0
32,Bellevue Independent,Bellevue High School,32010,HS,2013,7589.0,330.0,23.0,10.0
32,Bellevue Independent,Bellevue High School,32010,MS,2013,7589.0,330.0,23.0,10.0
32,Bellevue Independent,Grandview Elementary School,32020,ES,2013,6978.0,403.0,27.0,10.0
34,Berea Independent,Berea Community Elementary School,34010,ES,2013,12902.0,495.0,40.0,11.0
34,Berea Independent,Berea Community Middle School,34015,MS,2013,12055.0,282.0,21.0,10.0
34,Berea Independent,Berea Community High School,34020,HS,2013,9820.0,311.0,19.0,10.0
35,Boone County,A M Yealey Elementary School,35005,ES,2013,9163.0,589.0,42.0,14.0
35,Boone County,Erpenbeck Elementary School,35006,ES,2013,8274.0,651.0,41.0,11.0
35,Boone County,North Pointe Elementary School,35008,ES,2013,9465.0,477.0,35.0,12.0
35,Boone County,Camp Ernst Middle School,35010,MS,2013,7247.0,1012.0,60.0,12.0
35,Boone County,Shirley Mann Elementary School,35011,ES,2013,7487.0,801.0,46.0,13.0
35,Boone County,Thornwilde Elementary School,35012,ES,2013,7441.0,618.0,34.0,8.0
35,Boone County,Randall K. Cooper High School,35015,HS,2013,7738.0,1091.0,66.0,9.0
35,Boone County,Longbranch Elementary School,35017,ES,2013,7138.0,810.0,44.0,14.0
35,Boone County,Rector A. Jones Middle School,35020,MS,2013,8755.0,669.0,52.0,9.0
35,Boone County,Boone County High School,35030,HS,2013,8000.0,1367.0,85.0,13.0
35,Boone County,Burlington Elementary School,35040,ES,2013,8194.0,842.0,55.0,13.0
35,Boone County,Charles H. Kelly Elementary School,35041,ES,2013,12631.0,236.0,23.0,14.0
35,Boone County,Conner Middle School,35043,MS,2013,7259.0,1091.0,65.0,10.0
35,Boone County,Conner High School,35045,HS,2013,7875.0,1223.0,76.0,11.0
35,Boone County,Florence Elementary School,35050,ES,2013,9759.0,602.0,45.0,11.0
35,Boone County,Chester Goodridge Elementary School,35055,ES,2013,8402.0,787.0,50.0,12.0
35,Boone County,Hillard Collins Elementary School,35065,ES,2013,9401.0,679.0,48.0,10.0
35,Boone County,Larry A. Ryle High School,35071,HS,2013,7279.0,1654.0,95.0,12.0
35,Boone County,Gray Middle School,35075,MS,2013,7210.0,1043.0,61.0,12.0
35,Boone County,New Haven Elementary School,35080,ES,2013,8850.0,722.0,46.0,13.0
35,Boone County,Ockerman Elementary School,35081,ES,2013,7954.0,800.0,48.0,10.0
35,Boone County,Stephens Elementary School,35083,ES,2013,8064.0,682.0,48.0,11.0
35,Boone County,Ockerman Middle School,35085,MS,2013,7522.0,883.0,54.0,12.0
41,Bourbon County,Bourbon Central Elementary School,41010,ES,2013,10281.0,569.0,36.0,14.0
41,Bourbon County,Cane Ridge Elementary School,41030,ES,2013,11383.0,446.0,31.0,11.0
41,Bourbon County,North Middletown Elementary School,41090,ES,2013,19635.0,158.0,13.0,9.0
41,Bourbon County,Bourbon County High School,41110,HS,2013,8225.0,874.0,49.0,9.0
41,Bourbon County,Bourbon County Middle School,41120,MS,2013,9091.0,611.0,40.0,11.0
42,Bowling Green Independent,Dishman McGinnis Elementary School,42010,ES,2013,10045.0,321.0,25.0,12.0
42,Bowling Green Independent,Childrens Crisis Stabilization Unit,42011,HS,2013,9572.0,8.0,1.0,3.0
42,Bowling Green Independent,Warren Regional Juvenile Detention Ctr,42013,HS,2013,16216.0,18.0,4.0,18.0
42,Bowling Green Independent,Parker-Bennett-Curry School,42057,ES,2013,12088.0,366.0,29.0,11.0
42,Bowling Green Independent,Potter Gray Elementary,42060,ES,2013,8205.0,459.0,26.0,15.0
42,Bowling Green Independent,Bowling Green Junior High,42065,MS,2013,7099.0,868.0,52.0,10.0
42,Bowling Green Independent,Bowling Green High School,42070,HS,2013,8022.0,1127.0,72.0,14.0
42,Bowling Green Independent,T C Cherry Elementary School,42080,ES,2013,10469.0,285.0,22.0,12.0
42,Bowling Green Independent,W R McNeill Elementary School,42090,ES,2013,8208.0,417.0,24.0,14.0
42,Bowling Green Independent,Bowling Green Learning Center,42098,HS,2013,24983.0,30.0,6.0,14.0
45,Boyd County,Boyd County High School,45010,HS,2013,7925.0,855.0,56.0,13.0
45,Boyd County,Cannonsburg Elementary School,45020,ES,2013,7194.0,336.0,24.0,12.0
45,Boyd County,Boyd County Middle School,45035,MS,2013,6564.0,686.0,46.0,13.0
45,Boyd County,Summit Elementary School,45080,ES,2013,6578.0,486.0,34.0,13.0
45,Boyd County,Ramey-Estep High School,45085,HS,2013,9652.0,138.0,15.0,10.0
45,Boyd County,Catlettsburg Elementary School,45095,ES,2013,8551.0,256.0,25.0,11.0
45,Boyd County,Ponderosa Elementary School,45097,ES,2013,6586.0,415.0,26.0,14.0
45,Boyd County,Boyd Co Career & Tech Educ Ctr Voc Sch,45120,HS,2013,,542.0,11.0,
51,Boyle County,Boyle County Middle School,51003,MS,2013,6284.0,644.0,38.0,14.0
51,Boyle County,Boyle County High School,51005,HS,2013,6000.0,832.0,50.0,14.0
51,Boyle County,Junction City Elementary School,51040,ES,2013,8156.0,344.0,30.0,9.0
51,Boyle County,Woodlawn Elementary School,51050,ES,2013,6627.0,544.0,33.0,14.0
51,Boyle County,Perryville Elementary School,51080,ES,2013,8915.0,244.0,18.0,13.0
55,Bracken County,Bracken County High School,55010,HS,2013,7937.0,327.0,20.0,10.0
55,Bracken County,Taylor Elementary School,55050,ES,2013,7632.0,569.0,37.0,13.0
55,Bracken County,Bracken County Middle School,55060,MS,2013,6757.0,298.0,16.0,15.0
61,Breathitt County,Highland-Turner Elementary School,61030,ES,2013,10033.0,213.0,15.0,11.0
61,Breathitt County,Highland-Turner Elementary School,61030,MS,2013,10033.0,213.0,15.0,11.0
61,Breathitt County,Breathitt Regional School,61031,HS,2013,17278.0,26.0,4.0,18.0
61,Breathitt County,Breathitt County Day Treatment,61033,HS,2013,8923.0,34.0,3.0,16.0
61,Breathitt County,Breathitt County High School,61060,MS,2013,8791.0,614.0,28.0,13.0
61,Breathitt County,Breathitt County High School,61060,HS,2013,8791.0,614.0,28.0,13.0
