District Code,District,School,School Code,Level,End Year,Reported Spending per student,Student Count,Educator Count,Years of experience
246,Hazard Independent,Roy G. Eversole Elementary School,246060,ES,2014,6949,343,26,11
251,Henderson County,Bend Gate Elementary School,251010,ES,2014,7099,562,33,10
251,Henderson County,Cairo Elementary School,251020,ES,2014,8055,297,17,12
251,Henderson County,A B Chandler Elementary School,251030,ES,2014,9150,367,24,13
251,Henderson County,East Heights Elementary School,251033,ES,2014,7130,567,32,11
251,Henderson County,Henderson County High School,251060,HS,2014,8566,1843,134,11
251,Henderson County,Henderson County North Middle School,251065,MS,2014,7204,875,54,12
251,Henderson County,Niagara Elementary School,251070,ES,2014,7610,315,18,14
251,Henderson County,South Heights Elementary School,251091,ES,2014,8714,559,37,9
251,Henderson County,Spottsville Elementary School,251110,ES,2014,6722,499,26,12
251,Henderson County,Henderson County South Middle School,251150,MS,2014,8448,690,52,13
251,Henderson County,Jefferson Elementary School,251160,ES,2014,8252,353,24,8
255,Henry County,Campbellsburg Elementary School,255010,ES,2014,6020,372,20,8
255,Henry County,Eastern Elementary School,255020,ES,2014,7555,201,15,10
255,Henry County,Henry County High School,255035,HS,2014,7777,639,42,9
255,Henry County,Henry County Middle School,255038,MS,2014,6565,523,31,8
255,Henry County,New Castle Elementary School,255040,ES,2014,7244,346,26,8
261,Hickman County,Hickman County Elementary School,261020,ES,2014,8808,369,33,11
261,Hickman County,Hickman County High School,261050,HS,2014,7732,351,24,13
261,Hickman County,Hickman County High School,261050,MS,2014,7732,351,24,13
265,Hopkins County,Hopkins County Schools Academy,265004,HS,2014,,56,5,
265,Hopkins County,Hopkins County Day Treatment,265005,HS,2014,91370,15,5,20
265,Hopkins County,West Hopkins School,265006,ES,2014,7582,406,31,9
265,Hopkins County,West Hopkins School,265006,MS,2014,7582,406,31,9
265,Hopkins County,Jesse Stuart Elementary School,265020,ES,2014,6594,537,35,11
265,Hopkins County,James Madison Middle School,265075,MS,2014,5239,549,29,14
265,Hopkins County,Grapevine Elementary School,265090,ES,2014,7596,334,26,11
265,Hopkins County,Hanson Elementary School,265110,ES,2014,6094,564,33,11
265,Hopkins County,Hopkins County Central High School,265130,HS,2014,7761,862,63,12
265,Hopkins County,Browning Springs Middle School,265140,MS,2014,6414,412,28,8
265,Hopkins County,Madisonville North Hopkins High School,265145,HS,2014,5982,1061,71,10
265,Hopkins County,South Hopkins Middle School,265185,MS,2014,6287,440,29,13
265,Hopkins County,Pride Elementary School,265200,ES,2014,7322,448,31,10
265,Hopkins County,West Broadway Elementary School,265250,ES,2014,6894,413,27,15
265,Hopkins County,Southside Elementary School,265280,ES,2014,7207,421,30,12
265,Hopkins County,Earlington Elementary School,265330,ES,2014,8030,335,25,11
271,Jackson County,Jackson County High School,271020,HS,2014,8018,566,39,13
271,Jackson County,Jackson County Middle School,271025,MS,2014,7419,511,31,14
271,Jackson County,Barnabus Home Middle School,271027,MS,2014,,5,,
271,Jackson County,Barnabus Home High School,271029,HS,2014,,8,,22
271,Jackson County,McKee Elementary School,271180,ES,2014,9792,346,26,15
271,Jackson County,Sand Gap Elementary School,271280,ES,2014,11276,247,20,15
271,Jackson County,Tyner Elementary School,271340,ES,2014,8757,452,33,16
272,Jackson Independent,Jackson City School,272011,ES,2014,8574,375,21,14
272,Jackson Independent,Jackson City School,272011,HS,2014,8574,375,21,14
272,Jackson Independent,Jackson City School,272011,MS,2014,8574,375,21,14
275,Jefferson County,Camp Taylor Elementary,275004,ES,2014,11874,437,31,12
275,Jefferson County,Cane Run Elementary,275005,ES,2014,12226,379,29,10
275,Jefferson County,Eastern High,275007,HS,2014,7156,1937,112,12
275,Jefferson County,Fairdale Elementary,275010,ES,2014,8499,580,34,9
275,Jefferson County,Fern Creek Elementary,275011,ES,2014,7537,760,38,14
275,Jefferson County,Fern Creek High,275012,HS,2014,8268,1389,79,8
275,Jefferson County,Greathouse/Shryock Traditional,275013,ES,2014,6752,584,30,12
275,Jefferson County,Greenwood Elementary,275014,ES,2014,8568,545,31,10
275,Jefferson County,Tully Elementary,275016,ES,2014,8184,718,42,15
275,Jefferson County,Atherton High,275018,HS,2014,8229,1223,65,14
275,Jefferson County,The Brook-Dupont,275019,MS,2014,31595,27,7,14
275,Jefferson County,The Brook-KMI,275020,HS,2014,24683,56,7,12
275,Jefferson County,Medora Elementary,275022,ES,2014,8556,418,22,13
275,Jefferson County,Middletown Elementary,275024,ES,2014,9012,588,35,12
275,Jefferson County,Okolona Elementary,275027,ES,2014,11638,286,21,8
275,Jefferson County,Boys & Girls Haven,275028,HS,2014,18688,27,3,9
275,Jefferson County,St Joseph Children's Home,275029,MS,2014,18481,27,3,15
275,Jefferson County,Liberty High,275030,HS,2014,22761,385,48,13
275,Jefferson County,Southern High,275031,HS,2014,10807,1068,79,8
275,Jefferson County,Valley High,275033,HS,2014,10191,1019,64,6
275,Jefferson County,Valley High,275033,MS,2014,10191,1019,64,6
275,Jefferson County,Waller-Williams Environmental,275034,HS,2014,43376,105,23,10
275,Jefferson County,Breckinridge-Franklin Elementary,275038,ES,2014,12670,424,35,10
275,Jefferson County,Barret Traditional Middle,275040,MS,2014,7353,628,30,16
275,Jefferson County,Newburg Middle,275041,MS,2014,7193,1001,53,11
275,Jefferson County,Audubon Traditional Elementary,275044,ES,2014,7470,608,29,18
275,Jefferson County,Butler Traditional High,275045,HS,2014,6936,1645,80,13
275,Jefferson County,Chenoweth Elementary,275046,ES,2014,8542,516,28,13
275,Jefferson County,Louisville Male High,275047,HS,2014,6524,1724,84,14
275,Jefferson County,Hawthorne Elementary,275048,ES,2014,10438,417,28,12
275,Jefferson County,Farnsley Middle,275049,MS,2014,6920,1162,58,11
275,Jefferson County,Georgia Chaffee Teenage Parent Program,275050,HS,2014,40850,107,16,11
275,Jefferson County,Waggener High,275051,HS,2014,13091,709,55,8
275,Jefferson County,Bates Elementary,275055,ES,2014,8995,530,30,15
275,Jefferson County,Fairdale High,275057,HS,2014,10330,1049,67,9
275,Jefferson County,Gilmore Lane Elementary,275058,ES,2014,10866,292,18,6
275,Jefferson County,Kenwood Elementary,275059,ES,2014,9015,579,32,9
275,Jefferson County,Coral Ridge Elementary,275060,ES,2014,10686,470,33,8
275,Jefferson County,Goldsmith Elementary,275061,ES,2014,8903,615,39,12
275,Jefferson County,Schaffner Traditional Elementary,275063,ES,2014,7210,590,27,16
275,Jefferson County,St Matthews Elementary,275064,ES,2014,8942,574,31,20
275,Jefferson County,Jeffersontown High,275065,HS,2014,8806,1336,85,12
275,Jefferson County,Wilkerson Elementary School,275066,ES,2014,9677,479,30,11
275,Jefferson County,Wilder Elementary,275067,ES,2014,8668,564,26,18
275,Jefferson County,Watson Lane Elementary,275069,ES,2014,10419,379,20,12
275,Jefferson County,Stonestreet Elementary,275071,ES,2014,10585,460,30,12
275,Jefferson County,Watterson Elementary,275072,ES,2014,7347,588,30,9
275,Jefferson County,Seneca High,275073,HS,2014,9726,1429,90,9
275,Jefferson County,Pleasure Ridge Park High,275075,HS,2014,7841,1764,95,12
275,Jefferson County,Indian Trail Elementary,275076,ES,2014,9582,450,26,13
275,Jefferson County,Westport Middle,275077,MS,2014,10031,913,64,8
275,Jefferson County,Zachary Taylor Elementary,275078,ES,2014,9729,473,28,16
275,Jefferson County,Kerrick Elementary,275079,ES,2014,10260,424,26,12
275,Jefferson County,Rangeland Elementary,275081,ES,2014,8666,534,35,10
275,Jefferson County,Dixie Elementary,275082,ES,2014,10980,382,24,11
275,Jefferson County,Cochrane Elementary,275083,ES,2014,11397,380,27,10
275,Jefferson County,Western High,275084,HS,2014,11773,717,48,6
275,Jefferson County,Robert Frost Sixth-Grade Academy,275085,ES,2014,10483,467,33,6
275,Jefferson County,Robert Frost Sixth-Grade Academy,275085,MS,2014,10483,467,33,6
275,Jefferson County,Sanders Elementary,275086,ES,2014,8651,491,26,9
275,Jefferson County,Smyrna Elementary School,275087,ES,2014,7543,561,26,11
275,Jefferson County,Thomas Jefferson Middle,275090,MS,2014,8652,834,51,7
275,Jefferson County,Blue Lick Elementary,275091,ES,2014,10280,430,28,9
275,Jefferson County,Crums Lane Elementary,275092,ES,2014,12451,400,32,10
275,Jefferson County,Bowen Elementary,275094,ES,2014,8179,724,37,18
275,Jefferson County,Hite Elementary,275095,ES,2014,8919,473,25,17
275,Jefferson County,Norton Elementary,275096,ES,2014,7881,714,38,15
275,Jefferson County,Shacklette Elementary,275097,ES,2014,10330,443,27,8
275,Jefferson County,Minors Lane Elementary,275099,ES,2014,12988,339,24,7
275,Jefferson County,Doss High,275100,HS,2014,9923,978,58,7
275,Jefferson County,Chancey Elementary,275102,ES,2014,8265,682,38,15
275,Jefferson County,Slaughter Elementary,275103,ES,2014,10799,434,33,8
275,Jefferson County,Trunnell Elementary,275104,ES,2014,8764,548,28,9
275,Jefferson County,Ballard High,275105,HS,2014,7365,1919,101,14
275,Jefferson County,Johnsontown Road Elementary,275106,ES,2014,9102,403,24,9
275,Jefferson County,Luhr Elementary,275107,ES,2014,10487,463,28,17
275,Jefferson County,Wheeler Elementary,275109,ES,2014,6960,651,31,10
275,Jefferson County,Western Day Treatment,275110,ES,2014,24066,23,2,13
275,Jefferson County,Gutermuth Elementary,275115,ES,2014,10844,414,26,11
275,Jefferson County,Wellington Elementary,275116,ES,2014,9729,442,29,7
275,Jefferson County,Wilt Elementary,275117,ES,2014,9472,435,27,9
275,Jefferson County,Crosby Middle,275119,MS,2014,6779,1387,66,14
275,Jefferson County,Hartstern Elementary,275121,ES,2014,10012,455,27,13
275,Jefferson County,U of L PACT Program,275124,HS,2014,13841,9,1,9
275,Jefferson County,Layne Elementary,275126,ES,2014,10427,439,31,10
275,Jefferson County,Auburndale Elementary,275127,ES,2014,9455,590,33,13
275,Jefferson County,Price Elementary,275128,ES,2014,9411,555,33,8
275,Jefferson County,Breckinridge Metropolitan High,275129,HS,2014,56333,134,24,9
275,Jefferson County,Eisenhower Elementary,275131,ES,2014,8145,577,30,12
275,Jefferson County,Lassiter Middle,275133,MS,2014,8336,862,47,10
275,Jefferson County,Klondike Lane Elementary,275134,ES,2014,8023,590,33,7
275,Jefferson County,Louisville Day,275138,HS,2014,28985,31,5,13
275,Jefferson County,Stuart Academy,275144,MS,2014,8121,983,53,8
275,Jefferson County,Laukhuf Elementary,275145,ES,2014,9161,437,25,10
275,Jefferson County,Lowe Elementary,275146,ES,2014,7917,606,31,16
275,Jefferson County,Mill Creek Elementary,275147,ES,2014,9860,430,28,5
275,Jefferson County,Blake Elementary,275149,ES,2014,10303,425,21,12
275,Jefferson County,Marion C. Moore School,275155,MS,2014,8001,1873,109,8
275,Jefferson County,Marion C. Moore School,275155,HS,2014,8001,1873,109,8
275,Jefferson County,Dunn Elementary,275156,ES,2014,7482,610,32,14
275,Jefferson County,Myers Middle School,275159,MS,2014,10045,721,47,6
275,Jefferson County,Kammerer Middle,275162,MS,2014,7834,1039,56,12
275,Jefferson County,Knight Middle,275163,MS,2014,11846,413,28,5
275,Jefferson County,Conway Middle,275164,MS,2014,7415,944,46,9
275,Jefferson County,J. Graham Brown School,275165,HS,2014,8903,726,44,14
275,Jefferson County,J. Graham Brown School,275165,ES,2014,8903,726,44,14
275,Jefferson County,J. Graham Brown School,275165,MS,2014,8903,726,44,14
275,Jefferson County,Jeffersontown Elementary,275166,ES,2014,8151,775,44,14
275,Jefferson County,Carrithers Middle,275167,MS,2014,9807,490,33,11
275,Jefferson County,Central High Magnet Career Academy,275179,HS,2014,9776,1088,71,13
275,Jefferson County,Wheatley Elementary,275182,ES,2014,12344,354,28,7
275,Jefferson County,Binet School,275183,HS,2014,47238,71,17,14
275,Jefferson County,Atkinson Academy,275185,ES,2014,12573,357,28,7
275,Jefferson County,Newcomer Academy,275186,HS,2014,7595,504,19,11
275,Jefferson County,Mary Jo and William MacDonald Maryhurst,275193,HS,2014,14611,68,6,4
275,Jefferson County,duPont Manual High,275200,HS,2014,7845,1860,92,16
275,Jefferson County,The Phoenix School of Discovery,275201,HS,2014,21371,220,28,11
275,Jefferson County,Stopher Elementary,275211,ES,2014,7502,758,40,13
275,Jefferson County,Farmer Elementary,275212,ES,2014,7731,728,39,14
275,Jefferson County,Ramsey Middle,275219,MS,2014,6788,943,47,10
275,Jefferson County,Bloom Elementary,275225,ES,2014,8441,525,26,18
275,Jefferson County,Engelhard Elementary,275240,ES,2014,10581,414,30,8
275,Jefferson County,Byck Elementary,275243,ES,2014,9845,562,33,7
275,Jefferson County,Field Elementary,275250,ES,2014,9233,427,23,13
275,Jefferson County,Brandeis Elementary,275260,ES,2014,8553,537,30,12
275,Jefferson County,Foster Traditional Academy,275270,ES,2014,8532,604,33,10
275,Jefferson County,Frayser Elementary,275290,ES,2014,11643,344,27,7
275,Jefferson County,Hazelwood Elementary,275300,ES,2014,14283,328,27,6
275,Jefferson County,Highland Middle,275320,MS,2014,7276,1120,57,14
275,Jefferson County,Cochran Elementary,275323,ES,2014,13482,329,28,7
275,Jefferson County,Jacob Elementary,275325,ES,2014,8963,659,37,7
275,Jefferson County,Iroquois High,275335,HS,2014,11920,982,79,8
275,Jefferson County,Meyzeek Middle,275340,MS,2014,6634,1121,59,11
275,Jefferson County,Young Elementary,275374,ES,2014,12331,458,36,8
275,Jefferson County,Jefferson County Traditional Middle,275396,MS,2014,7175,911,43,16
275,Jefferson County,King Elementary,275432,ES,2014,10231,451,28,10
275,Jefferson County,Noe Middle,275435,MS,2014,7497,1291,65,12
275,Jefferson County,Mcferran Preparatory Academy,275440,ES,2014,8961,745,48,10
275,Jefferson County,Ackerly,275456,HS,2014,,12,,9
275,Jefferson County,Mary Ryan Academy,275458,HS,2014,36299,29,6,11
275,Jefferson County,Jefferson Regional Juvenile Detention Ce,275463,HS,2014,30267,62,,20
275,Jefferson County,Heuser Hearing & Language Academy,275465,ES,2014,209470,3,,5
275,Jefferson County,Johnson Traditional Middle,275470,MS,2014,7788,898,46,14
275,Jefferson County,Maupin Elementary,275480,ES,2014,10686,455,30,7
275,Jefferson County,Portland Elementary,275500,ES,2014,12709,282,21,7
275,Jefferson County,Lincoln Elementary Performing Arts,275520,ES,2014,10036,479,31,7
275,Jefferson County,Roosevelt-Perry Elementary,275530,ES,2014,10129,400,27,6
275,Jefferson County,Rutherford Elementary,275560,ES,2014,9510,582,37,7
275,Jefferson County,Semple Elementary,275580,ES,2014,11435,472,35,6
275,Jefferson County,The Academy @ Shawnee,275590,HS,2014,17293,488,44,7
275,Jefferson County,The Academy @ Shawnee,275590,MS,2014,17293,488,44,7
275,Jefferson County,Shelby Traditional Academy,275610,ES,2014,8544,673,38,8
275,Jefferson County,Frederick Law Olmsted Academy North,275620,MS,2014,12118,653,59,5
275,Jefferson County,Coleridge-Taylor Montessori Elementary,275660,ES,2014,10328,574,36,12
275,Jefferson County,Carter Traditional Elementary,275680,ES,2014,12225,582,32,14
275,Jefferson County,Western Middle School for the Arts,275710,MS,2014,11191,461,34,5
275,Jefferson County,Kennedy Montessori Elementary,275720,ES,2014,8448,590,35,8
275,Jefferson County,Frederick Law Olmsted Academy South,275730,MS,2014,11261,688,62,8
275,Jefferson County,Home of the Innocents Discovery,275768,HS,2014,20342,33,10,15
275,Jefferson County,Home of the Innocents School,275769,HS,2014,20342,43,,11
275,Jefferson County,Peace Academy,275784,HS,2014,19645,167,25,17
275,Jefferson County,Churchill Park School,275917,HS,2014,63731,85,25,9
275,Jefferson County,Ahrens Educational Resource Center,275920,HS,2014,42589,38,,11
275,Jefferson County,Pathfinder School of Innovation,275951,HS,2014,30267,279,23,8
276,Jenkins Independent,Jenkins Independent School,276011,MS,2014,,505,34,10
276,Jenkins Independent,Jenkins Independent School,276011,ES,2014,,505,34,10
276,Jenkins Independent,Jenkins Independent School,276011,HS,2014,,505,34,10
281,Jessamine County,Hattie C. Warner Elementary School,281018,ES,2014,7607,467,32,9
281,Jessamine County,West Jessamine High School,281019,HS,2014,7419,1082,54,10
281,Jessamine County,East Jessamine High School,281021,HS,2014,7993,1037,56,10
281,Jessamine County,Jessamine Early Learning Village,281022,ES,2014,7690,632,49,7
281,Jessamine County,The Providence School,281023,HS,2014,21405,150,18,12
281,Jessamine County,Jessamine Career and Technology Center,281024,HS,2014,,1576,23,
281,Jessamine County,East Jessamine Middle School,281025,MS,2014,6614,820,51,8
281,Jessamine County,West Jessamine Middle School,281026,MS,2014,,877,51,12
281,Jessamine County,Red Oak Elementary School,281040,ES,2014,7785,495,34,9
281,Jessamine County,Nicholasville Elementary School,281050,ES,2014,7376,499,31,7
281,Jessamine County,Rosenwald Dunbar Elementary School,281060,ES,2014,6448,567,35,10
281,Jessamine County,Brookside Elementary School,281070,ES,2014,,446,34,10
281,Jessamine County,Wilmore Elementary School,281090,ES,2014,583,598,36,13
285,Johnson County,Johnson County Eagle Academy,285050,HS,2014,51531,25,3,18
285,Johnson County,Johnson County Middle School,285060,MS,2014,7607,612,39,14
285,Johnson County,Central Elementary School,285075,ES,2014,8998,306,20,14
285,Johnson County,Flat Gap Elementary School,285100,ES,2014,8375,316,23,14
285,Johnson County,Johnson Central High School,285115,HS,2014,7975,1058,65,11
285,Johnson County,Porter Elementary School,285250,ES,2014,9176,369,26,14
285,Johnson County,Meade Memorial Elementary School,285270,ES,2014,10170,170,14,11
285,Johnson County,W R Castle Memorial Elementary School,285320,ES,2014,8279,359,25,14
285,Johnson County,Highland Elementary School,285340,ES,2014,7624,466,30,13
291,Kenton County,Beechgrove Elementary School,291005,ES,2014,7829,612,37,15
291,Kenton County,River Ridge Elementary School,291006,ES,2014,7935,977,64,12
291,Kenton County,Summit View Elementary School,291007,ES,2014,7150,733,46,12
291,Kenton County,Summit View Middle School,291008,MS,2014,7127,714,49,12
291,Kenton County,James A Caywood Elementary School,291020,ES,2014,7058,654,40,10
291,Kenton County,Dixie Heights High School,291040,HS,2014,6902,1383,73,12
291,Kenton County,R C Hinsdale Elementary School,291045,ES,2014,5597,655,32,11
291,Kenton County,Kenton Elementary School,291050,ES,2014,6785,666,39,15
291,Kenton County,Northern Ky Youth Dev Center,291055,HS,2014,9725,41,2,24
291,Kenton County,Ft Wright Elementary School,291060,ES,2014,7587,493,29,15
291,Kenton County,Piner Elementary School,291070,ES,2014,7832,332,21,12
291,Kenton County,Ryland Heights Elementary School,291080,ES,2014,7390,568,35,13
291,Kenton County,Simon Kenton High School,291090,HS,2014,6602,1678,87,10
291,Kenton County,Taylor Mill Elementary School,291100,ES,2014,6928,608,35,15
291,Kenton County,Turkey Foot Middle School,291103,MS,2014,6201,1042,59,11
291,Kenton County,Twenhofel Middle School,291105,MS,2014,6725,834,53,12
291,Kenton County,Woodland Middle School,291108,MS,2014,6745,736,44,10
291,Kenton County,Scott High School,291120,HS,2014,7462,942,49,10
291,Kenton County,White's Tower Elementary School,291495,ES,2014,7565,492,30,12
295,Knott County,Beaver Creek Elementary School,295035,ES,2014,9507,273,20,11
295,Knott County,Beaver Creek Elementary School,295035,MS,2014,9507,273,20,11
295,Knott County,Carr Creek Elementary School,295100,ES,2014,9888,351,21,14
295,Knott County,Carr Creek Elementary School,295100,MS,2014,9888,351,21,14
295,Knott County,Cordia School,295150,MS,2014,10584,243,17,16
295,Knott County,Cordia School,295150,ES,2014,10584,243,17,16
295,Knott County,Cordia School,295150,HS,2014,10584,243,17,16
295,Knott County,Emmalena Elementary School,295210,ES,2014,10022,212,15,15
295,Knott County,Emmalena Elementary School,295210,MS,2014,10022,212,15,15
295,Knott County,Hindman Elementary School,295230,MS,2014,9330,565,37,15
295,Knott County,Hindman Elementary School,295230,ES,2014,9330,565,37,15
295,Knott County,Jones Fork Elementary School,295255,MS,2014,9588,157,10,6
295,Knott County,Jones Fork Elementary School,295255,ES,2014,9588,157,10,6
295,Knott County,Knott County Central High School,295265,HS,2014,9532,591,37,17
301,Knox County,Knox Appalachian School,301022,HS,2014,10940,50,5,14
301,Knox County,Knox County Middle School,301023,MS,2014,9518,492,39,12
301,Knox County,Central Elementary School,301071,ES,2014,8745,463,36,9
301,Knox County,Knox County Day Treatment,301140,HS,2014,17646,23,2,5
301,Knox County,Knox County Learning Academy,301150,HS,2014,19656,50,4,11
301,Knox County,Dewitt Elementary School,301170,ES,2014,12021,187,16,15
301,Knox County,Flat Lick Elementary School,301240,ES,2014,107,205,19,15
301,Knox County,Girdler Elementary School,301260,ES,2014,8413,386,27,14
301,Knox County,G R Hampton Elementary School,301320,ES,2014,9673,286,24,13
301,Knox County,Knox Central High School,301410,HS,2014,8150,832,50,11
301,Knox County,Jesse D Lay Elementary School,301430,ES,2014,9185,366,28,15
301,Knox County,Lynn Camp Schools,301450,MS,2014,9138,1037,76,9
301,Knox County,Lynn Camp Schools,301450,ES,2014,9138,1037,76,9
301,Knox County,Lynn Camp Schools,301450,HS,2014,9138,1037,76,9
305,LaRue County,Abraham Lincoln Elementary School,305015,ES,2014,7891,509,34,14
305,LaRue County,Hodgenville Elementary School,305030,ES,2014,7815,545,37,10
305,LaRue County,LaRue County High School,305040,HS,2014,7148,723,41,11
305,LaRue County,LaRue County Middle School,305045,MS,2014,7471,560,35,11
305,LaRue County,The Life Connection,305100,HS,2014,9635,39,3,14
311,Laurel County,London Elementary School,311010,ES,2014,7771,561,37,12
311,Laurel County,McDaniel Learning Center,311016,HS,2014,,64,5,19
311,Laurel County,Wyan-Pine Grove Elementary,311018,ES,2014,7599,437,27,14
311,Laurel County,Bush Elementary School,311030,ES,2014,6000,524,31,10
311,Laurel County,South Laurel Middle School,311040,MS,2014,6338,1094,59,10
311,Laurel County,Laurel County Day Treatment,311050,HS,2014,24061,36,4,19
311,Laurel County,Camp Ground Elementary School,311055,ES,2014,7308,304,19,11
311,Laurel County,Colony Elementary School,311070,ES,2014,330,350,22,12
311,Laurel County,Hazel Green Elementary School,311130,ES,2014,8038,315,19,13
311,Laurel County,Johnson Elementary School,311165,ES,2014,8087,277,18,13
311,Laurel County,Hunter Hills Elementary School,311175,ES,2014,8672,632,41,13
311,Laurel County,Keavy Elementary School,311180,ES,2014,7825,271,19,14
311,Laurel County,North Laurel Middle School,311200,MS,2014,6357,1110,60,11
311,Laurel County,North Laurel High School,311205,HS,2014,6714,1298,72,12
311,Laurel County,South Laurel High School,311210,HS,2014,7247,1150,70,13
311,Laurel County,Sublimity Elementary School,311420,ES,2014,6721,335,19,12
311,Laurel County,Cold Hill Elementary School,311430,ES,2014,7184,295,16,14
315,Lawrence County,Louisa East Elementary School,315020,ES,2014,6001,536,30,12
315,Lawrence County,Louisa West Elementary School,315021,ES,2014,8238,289,25,8
315,Lawrence County,Blaine Elementary School,315030,ES,2014,10263,211,19,10
315,Lawrence County,Blaine Elementary School,315030,MS,2014,10263,211,19,10
315,Lawrence County,Fallsburg Elementary School,315150,MS,2014,7029,345,25,12
315,Lawrence County,Fallsburg Elementary School,315150,ES,2014,7029,345,25,12
315,Lawrence County,Louisa Middle School,315200,MS,2014,7028,395,23,12
315,Lawrence County,Lawrence County High School,315260,HS,2014,7671,605,44,10
321,Lee County,Beattyville Elementary,321010,ES,2014,6829,300,17,17
321,Lee County,Lee County High School,321050,HS,2014,8163,309,17,16
321,Lee County,Lee County Middle School,321055,MS,2014,7941,229,14,14
321,Lee County,Lee County Elementary School,321100,ES,2014,8907,175,12,14
325,Leslie County,Hayes Lewis Elementary School,325280,ES,2014,9800,150,10,11
325,Leslie County,Hayes Lewis Elementary School,325280,MS,2014,9800,150,10,11
325,Leslie County,Mountain View Elementary,325300,MS,2014,7047,477,28,16
325,Leslie County,Mountain View Elementary,325300,ES,2014,7047,477,28,16
325,Leslie County,Leslie County High School,325350,HS,2014,9155,471,30,13
325,Leslie County,W B Muncy Elementary School,325420,ES,2014,8298,216,13,15
325,Leslie County,W B Muncy Elementary School,325420,MS,2014,8298,216,13,15
325,Leslie County,Stinnett Elementary School,325570,MS,2014,8578,399,27,16
325,Leslie County,Stinnett Elementary School,325570,ES,2014,8578,399,27,16
331,Letcher County,Letcher County Alternative Education Ctr,331055,HS,2014,,15,3,27
331,Letcher County,Letcher County Central High School,331056,HS,2014,7891,913,56,14
331,Letcher County,Arlie Boggs Elementary School,331210,ES,2014,9324,134,10,15
331,Letcher County,Arlie Boggs Elementary School,331210,MS,2014,9324,134,10,15
331,Letcher County,Fleming Neon Middle School,331250,ES,2014,147,162,10,16
331,Letcher County,Fleming Neon Middle School,331250,MS,2014,147,162,10,16
331,Letcher County,Letcher Elementary School,331350,MS,2014,8028,361,24,13
331,Letcher County,Letcher Elementary School,331350,ES,2014,8028,361,24,13
331,Letcher County,Letcher Middle School,331355,MS,2014,7016,170,9,10
331,Letcher County,Cowan Elementary School,331380,MS,2014,7081,415,29,13
331,Letcher County,Cowan Elementary School,331380,ES,2014,7081,415,29,13
331,Letcher County,Martha Jane Potter Elementary School,331425,ES,2014,6629,437,27,16
331,Letcher County,Martha Jane Potter Elementary School,331425,MS,2014,6629,437,27,16
331,Letcher County,West Whitesburg Elementary School,331650,ES,2014,8795,384,34,14
331,Letcher County,Whitesburg Middle School,331710,MS,2014,7342,182,11,16
335,Lewis County,Garrison Elementary School,335040,ES,2014,7915,329,22,12
335,Lewis County,Laurel Elementary School,335090,ES,2014,11819,80,7,12
335,Lewis County,Lewis County Central Elementary School,335095,ES,2014,7559,459,28,12
335,Lewis County,Lewis County Middle School,335100,MS,2014,6448,470,27,12
335,Lewis County,Lewis County High School,335120,HS,2014,7303,689,35,11
335,Lewis County,Tollesboro Elementary School,335140,ES,2014,9290,259,20,13
335,Lewis County,Foster Meade Career & Technical Center,335970,HS,2014,7303,,7,
341,Lincoln County,Lloyd Mcguffey Sixth Grade Center,341023,MS,2014,7403,318,21,9
341,Lincoln County,Crab Orchard Elementary School,341040,ES,2014,8751,283,19,13
341,Lincoln County,Highland Elementary School,341050,ES,2014,8020,251,17,15
341,Lincoln County,Lincoln County Middle School,341065,MS,2014,6330,601,32,14
341,Lincoln County,Hustonville Elementary School,341070,ES,2014,7190,347,22,12
341,Lincoln County,Lincoln County High School,341095,HS,2014,6948,1020,62,12
341,Lincoln County,McKinney Elementary School,341100,ES,2014,9574,130,10,13
341,Lincoln County,Stanford Elementary School,341130,ES,2014,8509,503,32,13
341,Lincoln County,Waynesburg Elementary School,341150,ES,2014,8780,261,18,15
345,Livingston County,North Livingston Elementary School,345020,ES,2014,9404,188,14,13
345,Livingston County,South Livingston Elementary School,345021,ES,2014,6904,446,30,12
345,Livingston County,Livingston Central High School,345050,HS,2014,9499,318,27,13
345,Livingston County,Livingston County Middle School,345065,MS,2014,7671,190,15,14
351,Logan County,Adairville Elementary School,351011,MS,2014,9564,321,26,11
351,Logan County,Adairville Elementary School,351011,ES,2014,9564,321,26,11
351,Logan County,Auburn Elementary School,351012,ES,2014,6737,689,46,10
351,Logan County,Auburn Elementary School,351012,MS,2014,6737,689,46,10
351,Logan County,Chandlers Elementary School,351013,MS,2014,7451,444,27,10
351,Logan County,Chandlers Elementary School,351013,ES,2014,7451,444,27,10
351,Logan County,Lewisburg Elementary School,351014,ES,2014,7859,525,35,12
351,Logan County,Lewisburg Elementary School,351014,MS,2014,7859,525,35,12
351,Logan County,Olmstead Elementary School,351016,MS,2014,9006,367,28,12
351,Logan County,Olmstead Elementary School,351016,ES,2014,9006,367,28,12
351,Logan County,Logan County High School,351140,HS,2014,6571,1085,60,12
354,Ludlow Independent,Mary A. Goetz Elementary School,354010,ES,2014,5915,435,27,11
354,Ludlow Independent,Ludlow High School,354020,MS,2014,7860,397,28,14
354,Ludlow Independent,Ludlow High School,354020,HS,2014,7860,397,28,14
361,Lyon County,Lyon County Elementary School,361020,ES,2014,6214,390,26,12
361,Lyon County,Lyon County Middle School,361023,MS,2014,5480,200,12,13
361,Lyon County,Lyon County High School,361070,HS,2014,6568,261,19,11
