SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,STATE_SCH_ID,NCESID,COOP,COOP_CODE,PERSON_PER_STU_FED,NONPERSON_PER_STU_FED,TOTAL_PER_STU_FED,PERSON_PER_STU_STATELOCAL,NONPERSON_PER_STU_STATELOCAL,TOTAL_PER_STU_STATELOCAL,TOTAL_PER_STU_ALLFUNDS
20172018,8,BOONE,35,Boone County,10,Camp Ernst Middle School,8035010,210051001971,NKCES,905,64,45,109,7774,909,8683,8793
20172018,8,BOONE,35,Boone County,11,Shirley Mann Elementary School,8035011,210051002022,NKCES,905,147,45,192,8191,899,9090,9282
20172018,8,BOONE,35,Boone County,12,Thornwilde Elementary School,8035012,210051002290,NKCES,905,57,67,124,7549,852,8401,8525
20172018,8,BOONE,35,Boone County,15,Randall K. Cooper High School,8035015,210051002206,NKCES,905,63,64,127,7765,1034,8800,8927
20172018,8,BOONE,35,Boone County,17,Longbranch Elementary School,8035017,210051002245,NKCES,905,57,66,122,7714,802,8516,8638
20172018,8,BOONE,35,Boone County,20,Rector A. Jones Middle School,8035020,210051000080,NKCES,905,349,278,626,8300,1112,9412,10038
20172018,8,BOONE,35,Boone County,30,Boone County High School,8035030,210051000081,NKCES,905,59,65,123,8589,1104,9693,9817
20172018,8,BOONE,35,Boone County,40,Burlington Elementary School,8035040,210051000082,NKCES,905,326,144,471,8514,847,9361,9832
20172018,8,BOONE,35,Boone County,41,Charles H. Kelly Elementary School,8035041,210051001519,NKCES,905,228,244,471,11675,1171,12846,13317
20172018,8,BOONE,35,Boone County,43,Conner Middle School,8035043,210051000083,NKCES,905,71,45,116,7791,892,8683,8798
20172018,8,BOONE,35,Boone County,45,Conner High School,8035045,210051000084,NKCES,905,59,62,121,8101,1027,9128,9249
20172018,8,BOONE,35,Boone County,50,Florence Elementary School,8035050,210051000085,NKCES,905,416,141,557,8676,1095,9772,10328
20172018,8,BOONE,35,Boone County,55,Chester Goodridge Elementary School,8035055,210051000086,NKCES,905,367,281,648,8594,941,9536,10184
20172018,8,BOONE,35,Boone County,65,Hillard Collins Elementary School,8035065,210051001608,NKCES,905,513,145,658,7534,1250,8784,9442
20172018,8,BOONE,35,Boone County,71,Larry A. Ryle High School,8035071,210051000011,NKCES,905,60,64,124,7902,966,8868,8992
20172018,8,BOONE,35,Boone County,75,Gray Middle School,8035075,210051000638,NKCES,905,70,47,117,7607,951,8558,8675
20172018,8,BOONE,35,Boone County,80,New Haven Elementary School,8035080,210051000088,NKCES,905,159,60,219,7558,862,8420,8638
20172018,8,BOONE,35,Boone County,81,Ockerman Elementary School,8035081,210051000089,NKCES,905,461,165,626,8082,1080,9162,9789
20172018,8,BOONE,35,Boone County,83,Stephens Elementary School,8035083,210051001695,NKCES,905,290,108,399,8839,924,9763,10161
20172018,8,BOONE,35,Boone County,85,Ockerman Middle School,8035085,210051000090,NKCES,905,186,50,236,8779,915,9694,9930
20172018,9,BOURBON,41,Bourbon County,10,Bourbon Central Elementary School,9041010,210054001576,CKEC,901,921,271,1192,7432,1906,9338,11201
20172018,9,BOURBON,41,Bourbon County,30,Cane Ridge Elementary School,9041030,210054000024,CKEC,901,1236,262,1498,7550,1887,9437,11544
20172018,9,BOURBON,41,Bourbon County,90,North Middletown Elementary School,9041090,210054000096,CKEC,901,1454,390,1844,8737,2188,10925,13581
20172018,9,BOURBON,41,Bourbon County,110,Bourbon County High School,9041110,210054000098,CKEC,901,477,206,651,7891,2165,10088,11355
20172018,9,BOURBON,41,Bourbon County,120,Bourbon County Middle School,9041120,210054000099,CKEC,901,522,120,642,7673,1836,9509,10727
20172018,114,WARREN,42,Bowling Green Independent,10,Dishman McGinnis Elementary School,114042010,210057000100,GRREC,902,780,103,883,9213,1542,10755,13013
20172018,114,WARREN,42,Bowling Green Independent,57,Parker-Bennett-Curry School,114042057,210057000102,GRREC,902,1257,128,1385,10046,2152,12197,15017
20172018,114,WARREN,42,Bowling Green Independent,60,Potter Gray Elementary,114042060,210057000103,GRREC,902,185,63,248,8002,1579,9581,11160
20172018,114,WARREN,42,Bowling Green Independent,65,Bowling Green Junior High,114042065,210057000104,GRREC,902,480,102,582,7943,1683,9626,11468
20172018,114,WARREN,42,Bowling Green Independent,70,Bowling Green High School,114042070,210057000105,GRREC,902,289,110,399,8822,2204,11027,12732
20172018,114,WARREN,42,Bowling Green Independent,80,T C Cherry Elementary School,114042080,210057000106,GRREC,902,886,189,1075,11628,1901,13528,15762
20172018,114,WARREN,42,Bowling Green Independent,90,W R McNeill Elementary School,114042090,210057000107,GRREC,902,236,64,299,8410,1475,9885,11342
20172018,10,BOYD,45,Boyd County,10,Boyd County High School,10045010,210062000108,KEDC,903,130,251,381,10215,2005,12220,12601
20172018,10,BOYD,45,Boyd County,20,Cannonsburg Elementary School,10045020,210062000109,KEDC,903,799,262,1061,10451,1910,12361,13422
20172018,10,BOYD,45,Boyd County,35,Boyd County Middle School,10045035,210062000112,KEDC,903,547,232,779,8085,1726,9811,10590
20172018,10,BOYD,45,Boyd County,80,Summit Elementary School,10045080,210062000117,KEDC,903,610,247,857,8763,1640,10403,11259
20172018,10,BOYD,45,Boyd County,95,Catlettsburg Elementary School,10045095,210062000118,KEDC,903,1939,323,2262,11093,2256,13349,15611
20172018,10,BOYD,45,Boyd County,97,Ponderosa Elementary School,10045097,210062000030,KEDC,903,733,234,967,8092,1736,9828,10794
20172018,11,BOYLE,51,Boyle County,3,Boyle County Middle School,11051003,210063000119,CKEC,901,166,94,258,8570,1449,10019,12133
20172018,11,BOYLE,51,Boyle County,5,Boyle County High School,11051005,210063000120,CKEC,901,279,111,391,8662,1677,10339,12584
20172018,11,BOYLE,51,Boyle County,40,Junction City Elementary School,11051040,210063000121,CKEC,901,1054,93,1147,12259,1657,13916,16917
20172018,11,BOYLE,51,Boyle County,50,Woodlawn Elementary School,11051050,210063000122,CKEC,901,196,93,289,9315,1422,10737,12880
20172018,11,BOYLE,51,Boyle County,80,Perryville Elementary School,11051080,210063000124,CKEC,901,854,93,947,11974,1637,13611,16412
20172018,12,BRACKEN,55,Bracken County,10,Bracken County High School,12055010,210066000125,NKCES,905,371,131,502,7744,2303,10047,12350
20172018,12,BRACKEN,55,Bracken County,50,Taylor Elementary School,12055050,210066000128,NKCES,905,677,79,756,8407,1635,10042,10798
20172018,12,BRACKEN,55,Bracken County,60,Bracken County Middle School,12055060,210066001560,NKCES,905,389,60,449,7543,1878,9421,1299
20172018,13,BREATHITT,61,Breathitt County,30,Highland-Turner Elementary School,13061030,210069001659,KVEC,904,657,250,907,10333,2378,12711,14881
20172018,13,BREATHITT,61,Breathitt County,60,Breathitt County High School,13061060,210069000129,KVEC,904,1074,579,1652,8050,1858,9909,12818
20172018,13,BREATHITT,61,Breathitt County,150,LBJ Elementary School,13061150,210069000132,KVEC,904,1146,194,1340,8939,1586,10525,12942
20172018,13,BREATHITT,61,Breathitt County,185,Marie Roberts-Caney Elementary School,13061185,210069000133,KVEC,904,1147,221,1368,10460,1911,11981,14536
20172018,13,BREATHITT,61,Breathitt County,390,Sebastian Middle School,13061390,210069000136,KVEC,904,1154,274,1428,8425,1513,9938,12516
20172018,14,BRECKINRIDGE,65,Breckinridge County,10,Breckinridge County High School,14065010,210072000137,GRREC,902,415,119,534,7748,1796,9544,16151
20172018,14,BRECKINRIDGE,65,Breckinridge County,20,Hardinsburg Elementary School,14065020,210072000138,GRREC,902,2250,89,2339,10112,1830,11942,20437
20172018,14,BRECKINRIDGE,65,Breckinridge County,30,Ben Johnson Elementary School,14065030,210072000139,GRREC,902,839,65,904,9539,1893,11432,18444
20172018,14,BRECKINRIDGE,65,Breckinridge County,40,Custer Elementary School,14065040,210072000140,GRREC,902,1179,70,1249,9772,1900,11672,19031
20172018,14,BRECKINRIDGE,65,Breckinridge County,50,Irvington Elementary School,14065050,210072000141,GRREC,902,1300,72,1372,8782,2152,10934,18430
20172018,14,BRECKINRIDGE,65,Breckinridge County,100,Breckinridge County Middle School,14065100,210072001304,GRREC,902,768,54,822,7928,1634,9562,16476
20172018,15,BULLITT,71,Bullitt County,5,Bernheim Middle School,15071005,210075000414,OVEC,906,271,43,315,8727,1349,10076,11987
20172018,15,BULLITT,71,Bullitt County,6,Freedom Elementary School,15071006,210075001958,OVEC,906,381,43,423,9392,1502,10893,12801
20172018,15,BULLITT,71,Bullitt County,7,Zoneton Middle School,15071007,210075001973,OVEC,906,460,66,526,8543,1400,9944,11852
20172018,15,BULLITT,71,Bullitt County,8,Shepherdsville Elementary,15071008,210075001974,OVEC,906,555,45,600,8704,1538,10242,12150
20172018,15,BULLITT,71,Bullitt County,9,Eastside Middle School,15071009,210075001975,OVEC,906,280,40,320,8304,1364,9668,11575
20172018,15,BULLITT,71,Bullitt County,10,Brooks Elementary School,15071010,210075000144,OVEC,906,654,198,852,10341,1712,12053,13961
20172018,15,BULLITT,71,Bullitt County,15,Bullitt Central High School,15071015,210075000145,OVEC,906,295,85,380,8068,1358,9427,11334
20172018,15,BULLITT,71,Bullitt County,16,Bullitt East High School,15071016,210075001409,OVEC,906,312,56,368,7706,1282,8987,10895
20172018,15,BULLITT,71,Bullitt County,18,Bullitt Lick Middle School,15071018,210075001410,OVEC,906,441,44,484,9049,1439,10488,12396
20172018,15,BULLITT,71,Bullitt County,20,Cedar Grove Elementary,15071020,210075000146,OVEC,906,262,45,307,8815,1440,10256,12163
20172018,15,BULLITT,71,Bullitt County,25,Hebron Middle School,15071025,210075000147,OVEC,906,252,58,310,8596,1471,10067,11975
20172018,15,BULLITT,71,Bullitt County,30,Lebanon Junction Elementary,15071030,210075000148,OVEC,906,347,65,412,9916,1494,11410,13318
20172018,15,BULLITT,71,Bullitt County,45,Maryville Elementary School,15071045,210075000149,OVEC,906,305,181,486,10385,1704,12089,13997
20172018,15,BULLITT,71,Bullitt County,50,MT. Washington Middle School,15071050,210075000150,OVEC,906,481,43,524,8581,1467,10049,11957
20172018,15,BULLITT,71,Bullitt County,55,MT. Washington Elementary,15071055,210075000151,OVEC,906,161,40,202,7672,1308,8980,10888
20172018,15,BULLITT,71,Bullitt County,60,Crossroads Elementary,15071060,210075002286,OVEC,906,675,120,795,9620,1535,11155,13063
20172018,15,BULLITT,71,Bullitt County,65,Pleasant Grove Elementary School,15071065,210075001305,OVEC,906,301,40,342,8579,1315,9894,11802
20172018,15,BULLITT,71,Bullitt County,70,Nichols Elementary,15071070,210075000153,OVEC,906,259,142,401,12793,1828,14621,16528
20172018,15,BULLITT,71,Bullitt County,75,North Bullitt High School,15071075,210075000154,OVEC,906,237,82,318,8282,1386,9668,11576
20172018,15,BULLITT,71,Bullitt County,78,Old Mill Elementary School,15071078,210075001578,OVEC,906,313,40,353,8793,1304,10097,12005
20172018,15,BULLITT,71,Bullitt County,80,Overdale Elementary School,15071080,210075000155,OVEC,906,333,58,391,10000,1592,11592,13500
20172018,15,BULLITT,71,Bullitt County,90,Roby Elementary School,15071090,210075000156,OVEC,906,499,71,570,9259,1484,10743,12651
20172018,84,MERCER,72,Burgin Independent,30,Burgin Independent School,84072030,210078002407,CKEC,901,699,223,922,8469,1980,10449,12263
20172018,16,BUTLER,75,Butler County,30,Butler County High School,16075030,210081000160,GRREC,902,324,125,449,7493,1747,8731,10072
20172018,16,BUTLER,75,Butler County,31,North Butler Elementary,16075031,210081001976,GRREC,902,757,111,868,7152,1634,8731,9481
20172018,16,BUTLER,75,Butler County,35,Butler County Middle School,16075035,210081001697,GRREC,902,420,103,523,7425,1584,8487,9828
20172018,16,BUTLER,75,Butler County,120,Morgantown Elementary School,16075120,210081000164,GRREC,902,835,129,964,6834,1563,7787,9128
20172018,17,CALDWELL,81,Caldwell County,10,Caldwell County High School,17081010,210084000166,WKEC,908,295,30,325,8524,1756,10258,14708
20172018,17,CALDWELL,81,Caldwell County,20,Caldwell County Middle School,17081020,210084000167,WKEC,908,600,38,637,7990,1515,9513,10641
20172018,17,CALDWELL,81,Caldwell County,30,Caldwell County Primary School,17081030,210084001660,WKEC,908,758,151,909,8353,1494,9857,11255
20172018,17,CALDWELL,81,Caldwell County,70,Caldwell County Elementary School,17081070,210084000170,WKEC,908,784,68,852,7080,1541,8630,9971
20172018,18,CALLOWAY,85,Calloway County,20,Calloway County High School,18085020,210087000171,WKEC,908,523,311,834,8377,2018,10395,12038
20172018,18,CALLOWAY,85,Calloway County,25,East Calloway Elementary School,18085025,210087000172,WKEC,908,582,315,897,9708,1693,11401,13257
20172018,18,CALLOWAY,85,Calloway County,35,North Calloway Elementary School,18085035,210087000173,WKEC,908,782,303,1085,8167,1510,9677,11482
20172018,18,CALLOWAY,85,Calloway County,45,Southwest Calloway Elementary School,18085045,210087000174,WKEC,908,715,292,1007,8515,1528,10043,11769
20172018,18,CALLOWAY,85,Calloway County,55,Calloway County Middle School,18085055,210087001411,WKEC,908,476,288,764,7908,1755,9663,11243
20172018,19,CAMPBELL,91,Campbell County,11,Campbell County Middle School,19091011,210090001306,NKCES,905,428,189,617,8404,1764,10168,11998
20172018,19,CAMPBELL,91,Campbell County,12,John W. Reiley Elementary School,19091012,210090001320,NKCES,905,526,213,739,9155,1525,10680,12679
20172018,19,CAMPBELL,91,Campbell County,13,Donald E. Cline Elementary School,19091013,210090001335,NKCES,905,692,235,927,9693,1733,11426,13481
20172018,19,CAMPBELL,91,Campbell County,19,Campbell Ridge Elementary,19091019,210090001978,NKCES,905,776,208,984,9054,1541,10595,12784
20172018,19,CAMPBELL,91,Campbell County,35,Crossroads Elementary School,19091035,210090002198,NKCES,905,707,213,920,9713,1572,11285,13440
20172018,19,CAMPBELL,91,Campbell County,50,Grant's Lick Elementary School,19091050,210090000180,NKCES,905,428,191,619,9762,1720,11482,13232
20172018,19,CAMPBELL,91,Campbell County,100,Campbell County High School,19091100,210090000941,NKCES,905,323,220,543,8555,2035,10590,13658
20172018,109,TAYLOR,92,Campbellsville Independent,10,Campbellsville Elementary School,109092010,210093000182,GRREC,902,1340,120,1460,9311,1457,10768,12228
20172018,109,TAYLOR,92,Campbellsville Independent,20,Campbellsville High School,109092020,210093000183,GRREC,902,1058,103,1161,10717,3042,13759,14920
20172018,109,TAYLOR,92,Campbellsville Independent,25,Campbellsville Middle School,109092025,210093000184,GRREC,902,1768,210,1978,11334,2036,13370,15348
20172018,20,CARLISLE,95,Carlisle County,20,Carlisle County Middle School,20095020,210096000185,WKEC,908,572,90,662,8369,1787,10155,19425
20172018,20,CARLISLE,95,Carlisle County,40,Carlisle County High School,20095040,210096000186,WKEC,908,175,176,351,8874,1964,10838,19797
20172018,20,CARLISLE,95,Carlisle County,60,Carlisle County Elementary School,20095060,210096000187,WKEC,908,881,95,976,10227,1765,11992,21575
20172018,21,CARROLL,101,Carroll County,5,Cartmell Elementary,21101005,210099000188,OVEC,906,904,497,1401,15682,6282,21964,28161
20172018,21,CARROLL,101,Carroll County,10,Kathryn Winn Primary,21101010,210099000189,OVEC,906,1277,559,1837,17277,6903,24180,26016
20172018,21,CARROLL,101,Carroll County,18,Carroll County High School,21101018,210099000190,OVEC,906,634,444,1079,15711,7560,23271,29276
20172018,21,CARROLL,101,Carroll County,19,Carroll County Middle School,21101019,210099000191,OVEC,906,1381,556,1937,18188,7489,25677,33241
20172018,22,CARTER,105,Carter County,52,Heritage Elementary School,22105052,210102001884,KEDC,903,510,263,773,8926,1499,10425,12148
20172018,22,CARTER,105,Carter County,53,Tygart Creek Elementary School,22105053,210102002340,KEDC,903,809,162,971,8528,1444,9972,11909
20172018,22,CARTER,105,Carter County,60,Carter City Elementary School,22105060,210102002356,KEDC,903,1331,143,1474,9755,2222,11977,14417
20172018,22,CARTER,105,Carter County,120,East Carter County High School,22105120,210102000194,KEDC,903,519,318,837,8364,1563,9927,11650
20172018,22,CARTER,105,Carter County,130,East Carter Middle School,22105130,210102001698,KEDC,903,472,199,671,7452,1441,8893,10445
20172018,22,CARTER,105,Carter County,250,Olive Hill Elementary School,22105250,210102000198,KEDC,903,817,153,970,9681,1437,11118,13032
20172018,22,CARTER,105,Carter County,340,Prichard Elementary School,22105340,210102000199,KEDC,903,518,163,681,8344,1147,9491,11120
20172018,22,CARTER,105,Carter County,450,Star Elementary School,22105450,210102000200,KEDC,903,451,147,598,10758,1363,12121,13665
20172018,22,CARTER,105,Carter County,500,West Carter County High School,22105500,210102000202,KEDC,903,425,234,659,9277,1838,11115,12671
20172018,22,CARTER,105,Carter County,505,West Carter Middle School,22105505,210102001661,KEDC,903,465,171,636,8076,1378,9454,10985
20172018,23,CASEY,111,Casey County,15,Walnut Hill Elementary School,23111015,210105002211,SESC,907,1016,170,1186,7683,1454,9138,12725
20172018,23,CASEY,111,Casey County,26,Jones Park Elementary,23111026,210105001981,SESC,907,1318,175,1493,9376,1636,11012,15008
20172018,23,CASEY,111,Casey County,45,Casey County High School,23111045,210105000204,SESC,907,895,225,1120,8662,1862,10524,13931
20172018,23,CASEY,111,Casey County,70,Casey County Middle School,23111070,210105001579,SESC,907,1218,206,1424,8808,1638,10446,14141
20172018,23,CASEY,111,Casey County,190,Liberty Elementary School,23111190,210105000208,SESC,907,873,152,1025,8214,1604,9818,13115
20172018,5,BARREN,113,Caverna Independent,25,Caverna Elementary School,5113025,210111000213,GRREC,902,1724,173,1897,10935,2449,13384,15281
20172018,5,BARREN,113,Caverna Independent,26,Caverna Middle School,5113026,210111001914,GRREC,902,746,148,894,10185,2120,12305,13199
20172018,5,BARREN,113,Caverna Independent,30,Caverna High School,5113030,210111000214,GRREC,902,171,112,282,11232,4102,15335,15617
20172018,24,CHRISTIAN,115,Christian County,17,Martin Luther King Jr. Elementary School,24115017,210115002024,WKEC,908,1165,415,1580,9191,1713,10904,13219
20172018,24,CHRISTIAN,115,Christian County,26,Freedom Elementary School,24115026,210115002415,WKEC,908,808,287,1095,8749,1741,10490,12309
20172018,24,CHRISTIAN,115,Christian County,30,Christian County High School,24115030,210115000220,WKEC,908,615,188,803,7780,1623,9403,10869
20172018,24,CHRISTIAN,115,Christian County,35,Christian County Middle School,24115035,210115000221,WKEC,908,383,216,599,8027,1575,9602,10918
20172018,24,CHRISTIAN,115,Christian County,40,Crofton Elementary School,24115040,210115000222,WKEC,908,606,174,780,8501,1605,10106,11642
20172018,24,CHRISTIAN,115,Christian County,50,Hopkinsville High School,24115050,210115000223,WKEC,908,459,114,573,7725,1603,9328,10600
20172018,24,CHRISTIAN,115,Christian County,55,Indian Hills Elementary School,24115055,210115000224,WKEC,908,1224,169,1393,8813,1623,10436,12585
20172018,24,CHRISTIAN,115,Christian County,58,Hopkinsville Middle School,24115058,210115000225,WKEC,908,833,144,977,7696,1671,9367,11058
20172018,24,CHRISTIAN,115,Christian County,125,Millbrooke Elementary School,24115125,210115000229,WKEC,908,689,251,940,7436,1547,8983,10647
20172018,24,CHRISTIAN,115,Christian County,130,Pembroke Elementary School,24115130,210115000231,WKEC,908,972,183,1155,8125,1633,9758,11615
20172018,24,CHRISTIAN,115,Christian County,150,Sinking Fork Elementary School,24115150,210115000232,WKEC,908,1028,216,1244,9005,1636,10641,12628
20172018,24,CHRISTIAN,115,Christian County,170,South Christian Elementary School,24115170,210115000233,WKEC,908,817,194,1011,8554,1676,10230,11956
