SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,SCHOOL TYPE,TOTAL YEARS EXPERIENCE,EDUCATOR COUNT,AVERAGE YEARS OF EXPERIENCE
20202021,10,BOYD,12,Ashland Independent,130,Charles Russell Elementary School,12130,10012130,210015000031,KEDC,903,A1,280,18,15.6
20202021,12,BRACKEN,13,Augusta Independent,,---District Total---,13,,,KEDC,903,,250,22,11.4
20202021,12,BRACKEN,13,Augusta Independent,11,Augusta Independent School,13011,12013011,210018001968,KEDC,903,A1,250,22,11.4
20202021,4,BALLARD,15,Ballard County,,---District Total---,15,,,WKEC,908,,739,65,11.4
20202021,4,BALLARD,15,Ballard County,5,Ballard County Middle School,15005,4015005,210021000035,WKEC,908,A1,163,18,9.1
20202021,4,BALLARD,15,Ballard County,10,Ballard Memorial High School,15010,4015010,210021000036,WKEC,908,A1,269,26,10.3
20202021,4,BALLARD,15,Ballard County,50,Ballard County Elementary School,15050,4015050,210021000356,WKEC,908,A1,307,27,11.4
20202021,4,BALLARD,15,Ballard County,70,Ballard Co. Preschool/Headstart Center,15070,4015070,210021000040,WKEC,908,A4,44,3,14.7
20202021,61,KNOX,16,Barbourville Independent,,---District Total---,16,,,SESC,907,,448,37,12.1
20202021,61,KNOX,16,Barbourville Independent,11,Barbourville City School,16011,61016011,210024001969,SESC,907,A1,448,37,12.1
20202021,90,NELSON,17,Bardstown Independent,,---District Total---,17,,,CKEC,901,,2310,148,15.6
20202021,90,NELSON,17,Bardstown Independent,5,Bardstown Alternative School,17005,90017005,210027002359,CKEC,901,A5,60,3,20
20202021,90,NELSON,17,Bardstown Independent,9,Bardstown Early Childhood Center,17009,90017009,210027002222,CKEC,901,A4,106,7,15.1
20202021,90,NELSON,17,Bardstown Independent,10,Bardstown Elementary School,17010,90017010,210027000044,CKEC,901,A1,387,31,12.5
20202021,90,NELSON,17,Bardstown Independent,12,Bardstown Primary School,17012,90017012,210027002050,CKEC,901,A1,510,32,15.9
20202021,90,NELSON,17,Bardstown Independent,20,Bardstown High School,17020,90017020,210027000045,CKEC,901,A1,829,47,17.6
20202021,90,NELSON,17,Bardstown Independent,30,Bardstown Middle School,17030,90017030,210027000046,CKEC,901,A1,596,39,15.3
20202021,5,BARREN,21,Barren County,,---District Total---,21,,,GRREC,902,,3488,281,12.4
20202021,5,BARREN,21,Barren County,10,Austin Tracy Elementary School,21010,5021010,210030000047,GRREC,902,A1,174,17,10.2
20202021,5,BARREN,21,Barren County,11,College Street Campus,21011,5021011,210030001303,GRREC,902,A5,50,5,10
20202021,5,BARREN,21,Barren County,14,North Jackson Elementary,21014,5021014,210030002232,GRREC,902,A1,294,28,10.5
20202021,5,BARREN,21,Barren County,27,Barren County High School,21027,5021027,210030000048,GRREC,902,A1,1167,78,15
20202021,5,BARREN,21,Barren County,35,Eastern Elementary School,21035,5021035,210030000049,GRREC,902,A1,266,24,11.1
20202021,5,BARREN,21,Barren County,50,Barren County Middle School,21050,5021050,210030000607,GRREC,902,A1,470,45,10.4
20202021,5,BARREN,21,Barren County,80,Hiseville Elementary School,21080,5021080,210030000050,GRREC,902,A1,298,22,13.5
20202021,5,BARREN,21,Barren County,130,Park City Elementary School,21130,5021130,210030000051,GRREC,902,A1,236,23,10.3
20202021,5,BARREN,21,Barren County,150,Red Cross Elementary School,21150,5021150,210030000052,GRREC,902,A1,493,30,16.4
20202021,5,BARREN,21,Barren County,180,Temple Hill Elementary School,21180,5021180,210030000053,GRREC,902,A1,178,18,9.9
20202021,6,BATH,25,Bath County,,---District Total---,25,,,KEDC,903,,1593,102,15.6
20202021,6,BATH,25,Bath County,14,Crossroads Elementary School,25014,6025014,210033002223,KEDC,903,A1,324,22,14.7
20202021,6,BATH,25,Bath County,20,Bath County Middle School,25020,6025020,210033001606,KEDC,903,A1,281,22,12.8
20202021,6,BATH,25,Bath County,30,Owingsville Elementary School,25030,6025030,210033000056,KEDC,903,A1,360,22,16.4
20202021,6,BATH,25,Bath County,40,Bath County High School,25040,6025040,210033000057,KEDC,903,A1,649,37,17.5
20202021,59,KENTON,26,Beechwood Independent,,---District Total---,26,,,NKCES,905,,1213,83,14.6
20202021,59,KENTON,26,Beechwood Independent,10,Beechwood Elementary School,26010,59026010,210036000059,NKCES,905,A1,554,38,14.6
20202021,59,KENTON,26,Beechwood Independent,20,Beechwood High School,26020,59026020,210036000060,NKCES,905,A1,606,43,14.1
20202021,59,KENTON,26,Beechwood Independent,420,Guardian Angel,26420,59026420,210036002409,NKCES,905,A6,66,5,13.2
20202021,7,BELL,31,Bell County,,---District Total---,31,,,SESC,907,,2093,151,13.9
20202021,7,BELL,31,Bell County,12,Bell Central School Center,31012,7031012,210039001881,SESC,907,A1,508,29,17.5
20202021,7,BELL,31,Bell County,13,Page School Center,31013,7031013,210039001882,SESC,907,A1,307,22,14
20202021,7,BELL,31,Bell County,40,Bell County High School,31040,7031040,210039000062,SESC,907,A1,480,38,12.6
20202021,7,BELL,31,Bell County,180,Frakes School Center,31180,7031180,210039000067,SESC,907,A1,216,11,19.6
20202021,7,BELL,31,Bell County,250,Lone Jack School Center,31250,7031250,210039000068,SESC,907,A1,165,13,12.7
20202021,7,BELL,31,Bell County,345,Right Fork School Center,31345,7031345,210039000072,SESC,907,A1,200,15,13.3
20202021,7,BELL,31,Bell County,390,Yellow Creek School Center,31390,7031390,210039000074,SESC,907,A1,354,31,11.4
20202021,19,CAMPBELL,32,Bellevue Independent,,---District Total---,32,,,NKCES,905,,392,43,9.1
20202021,19,CAMPBELL,32,Bellevue Independent,10,Bellevue High School,32010,19032010,210042000075,NKCES,905,A1,309,26,11.9
20202021,19,CAMPBELL,32,Bellevue Independent,20,Grandview Elementary School,32020,19032020,210042000076,NKCES,905,A1,83,17,4.9
20202021,73,MADISON,34,Berea Independent,,---District Total---,34,,,SESC,907,,942,67,14.1
20202021,73,MADISON,34,Berea Independent,10,Berea Community Elementary School,34010,73034010,210048000077,SESC,907,A1,375,27,13.9
20202021,73,MADISON,34,Berea Independent,15,Berea Community Middle School,34015,73034015,210048001658,SESC,907,A1,341,26,13.1
20202021,73,MADISON,34,Berea Independent,20,Berea Community High School,34020,73034020,210048000078,SESC,907,A1,414,26,15.9
20202021,8,BOONE,35,Boone County,,---District Total---,35,,,NKCES,905,,15936,1229,13
20202021,8,BOONE,35,Boone County,5,A M Yealey Elementary School,35005,8035005,210051000079,NKCES,905,A1,546,33,16.5
20202021,8,BOONE,35,Boone County,6,Erpenbeck Elementary School,35006,8035006,210051001710,NKCES,905,A1,567,39,14.5
20202021,8,BOONE,35,Boone County,8,North Pointe Elementary School,35008,8035008,210051001883,NKCES,905,A1,536,33,16.2
20202021,8,BOONE,35,Boone County,10,Camp Ernst Middle School,35010,8035010,210051001971,NKCES,905,A1,520,49,10.6
20202021,8,BOONE,35,Boone County,11,Shirley Mann Elementary School,35011,8035011,210051002022,NKCES,905,A1,798,49,16.3
20202021,8,BOONE,35,Boone County,12,Thornwilde Elementary School,35012,8035012,210051002290,NKCES,905,A1,538,39,13.8
20202021,8,BOONE,35,Boone County,15,Randall K. Cooper High School,35015,8035015,210051002206,NKCES,905,A1,908,79,11.5
20202021,8,BOONE,35,Boone County,17,Longbranch Elementary School,35017,8035017,210051002245,NKCES,905,A1,658,47,14
20202021,8,BOONE,35,Boone County,20,Rector A. Jones Middle School,35020,8035020,210051000080,NKCES,905,A1,505,58,8.7
20202021,8,BOONE,35,Boone County,25,Ballyshannon Middle School,35025,8035025,210051002460,NKCES,905,A1,457,43,10.6
20202021,8,BOONE,35,Boone County,30,Boone County High School,35030,8035030,210051000081,NKCES,905,A1,1229,85,14.5
20202021,8,BOONE,35,Boone County,40,Burlington Elementary School,35040,8035040,210051000082,NKCES,905,A1,625,45,13.9
20202021,8,BOONE,35,Boone County,41,Charles H. Kelly Elementary School,35041,8035041,210051001519,NKCES,905,A1,361,27,13.4
20202021,8,BOONE,35,Boone County,43,Conner Middle School,35043,8035043,210051000083,NKCES,905,A1,797,59,13.5
20202021,8,BOONE,35,Boone County,45,Conner High School,35045,8035045,210051000084,NKCES,905,A1,1120,87,12.9
20202021,8,BOONE,35,Boone County,50,Florence Elementary School,35050,8035050,210051000085,NKCES,905,A1,352,38,9.3
20202021,8,BOONE,35,Boone County,55,Chester Goodridge Elementary School,35055,8035055,210051000086,NKCES,905,A1,544,44,12.4
20202021,8,BOONE,35,Boone County,65,Hillard Collins Elementary School,35065,8035065,210051001608,NKCES,905,A1,516,48,10.8
20202021,8,BOONE,35,Boone County,71,Larry A. Ryle High School,35071,8035071,210051000011,NKCES,905,A1,1497,111,13.5
20202021,8,BOONE,35,Boone County,75,Gray Middle School,35075,8035075,210051000638,NKCES,905,A1,941,65,14.5
20202021,8,BOONE,35,Boone County,80,New Haven Elementary School,35080,8035080,210051000088,NKCES,905,A1,644,48,13.4
20202021,8,BOONE,35,Boone County,81,Ockerman Elementary School,35081,8035081,210051000089,NKCES,905,A1,576,47,12.3
20202021,8,BOONE,35,Boone County,83,Stephens Elementary School,35083,8035083,210051001695,NKCES,905,A1,512,41,12.5
20202021,8,BOONE,35,Boone County,85,Ockerman Middle School,35085,8035085,210051000090,NKCES,905,A1,605,45,13.4
20202021,8,BOONE,35,Boone County,170,RISE Academy,35170,8035170,210051002266,NKCES,905,A5,186,15,12.4
20202021,9,BOURBON,41,Bourbon County,,---District Total---,41,,,CKEC,901,,1660,166,10
20202021,9,BOURBON,41,Bourbon County,10,Bourbon Central Elementary School,41010,9041010,210054001576,CKEC,901,A1,198,25,7.9
20202021,9,BOURBON,41,Bourbon County,11,Bourbon County Preschool Headstart,41011,9041011,210054002054,CKEC,901,A4,76,10,7.6
20202021,9,BOURBON,41,Bourbon County,30,Cane Ridge Elementary School,41030,9041030,210054000024,CKEC,901,A1,383,33,11.6
20202021,9,BOURBON,41,Bourbon County,90,North Middletown Elementary School,41090,9041090,210054000096,CKEC,901,A1,56,9,6.2
20202021,9,BOURBON,41,Bourbon County,110,Bourbon County High School,41110,9041110,210054000098,CKEC,901,A1,497,51,9.7
20202021,9,BOURBON,41,Bourbon County,120,Bourbon County Middle School,41120,9041120,210054000099,CKEC,901,A1,471,41,11.5
20202021,114,WARREN,42,Bowling Green Independent,,---District Total---,42,,,GRREC,902,,3159,261,12.1
20202021,114,WARREN,42,Bowling Green Independent,10,Dishman McGinnis Elementary School,42010,114042010,210057000100,GRREC,902,A1,390,29,13.4
20202021,114,WARREN,42,Bowling Green Independent,11,Childrens Crisis Stabilization Unit,42011,114042011,210057001830,GRREC,902,A6,14,1,14
20202021,114,WARREN,42,Bowling Green Independent,13,Warren Regional Juvenile Detention Ctr,42013,114042013,210057001911,GRREC,902,A6,60,3,20
20202021,114,WARREN,42,Bowling Green Independent,20,Virtual Academy,42020,114042020,210057002516,GRREC,902,A5,857,64,13.4
20202021,114,WARREN,42,Bowling Green Independent,57,Parker-Bennett-Curry School,42057,114042057,210057000102,GRREC,902,A1,271,26,10.4
20202021,114,WARREN,42,Bowling Green Independent,60,Potter Gray Elementary,42060,114042060,210057000103,GRREC,902,A1,350,22,15.9
20202021,114,WARREN,42,Bowling Green Independent,65,Bowling Green Junior High,42065,114042065,210057000104,GRREC,902,A1,736,61,12.1
20202021,114,WARREN,42,Bowling Green Independent,70,Bowling Green High School,42070,114042070,210057000105,GRREC,902,A1,926,80,11.6
20202021,114,WARREN,42,Bowling Green Independent,80,T C Cherry Elementary School,42080,114042080,210057000106,GRREC,902,A1,277,23,12
20202021,114,WARREN,42,Bowling Green Independent,90,W R McNeill Elementary School,42090,114042090,210057000107,GRREC,902,A1,286,24,11.9
20202021,114,WARREN,42,Bowling Green Independent,98,Bowling Green Learning Center,42098,114042098,210057001696,GRREC,902,A5,32,2,16
20202021,10,BOYD,45,Boyd County,,---District Total---,45,,,KEDC,903,,2724,222,12.3
20202021,10,BOYD,45,Boyd County,10,Boyd County High School,45010,10045010,210062000108,KEDC,903,A1,907,62,14.6
20202021,10,BOYD,45,Boyd County,20,Cannonsburg Elementary School,45020,10045020,210062000109,KEDC,903,A1,258,21,12.3
20202021,10,BOYD,45,Boyd County,35,Boyd County Middle School,45035,10045035,210062000112,KEDC,903,A1,470,46,10.2
20202021,10,BOYD,45,Boyd County,45,Boyd County Central School,45045,10045045,210062002466,KEDC,903,A5,36,3,12
20202021,10,BOYD,45,Boyd County,80,Summit Elementary School,45080,10045080,210062000117,KEDC,903,A1,475,33,14.4
20202021,10,BOYD,45,Boyd County,85,Ramey-Estep High School,45085,10045085,210062000640,KEDC,903,A6,125,11,11.4
20202021,10,BOYD,45,Boyd County,95,Catlettsburg Elementary School,45095,10045095,210062000118,KEDC,903,A1,235,20,11.8
20202021,10,BOYD,45,Boyd County,97,Ponderosa Elementary School,45097,10045097,210062000030,KEDC,903,A1,264,23,11.5
20202021,10,BOYD,45,Boyd County,198,Boyd Co Early Childhood Academy,45198,10045198,210062001923,KEDC,903,A4,106,13,8.2
20202021,11,BOYLE,51,Boyle County,,---District Total---,51,,,CKEC,901,,1921,162,11.9
20202021,11,BOYLE,51,Boyle County,3,Boyle County Middle School,51003,11051003,210063000119,CKEC,901,A1,464,37,12.5
20202021,11,BOYLE,51,Boyle County,4,Boyle County Day Treatment,51004,11051004,210063001713,CKEC,901,A6,23,1,23
20202021,11,BOYLE,51,Boyle County,5,Boyle County High School,51005,11051005,210063000120,CKEC,901,A1,649,52,12.5
20202021,11,BOYLE,51,Boyle County,40,Junction City Elementary School,51040,11051040,210063000121,CKEC,901,A1,272,26,10.5
20202021,11,BOYLE,51,Boyle County,50,Woodlawn Elementary School,51050,11051050,210063000122,CKEC,901,A1,318,34,9.4
20202021,11,BOYLE,51,Boyle County,80,Perryville Elementary School,51080,11051080,210063000124,CKEC,901,A1,276,19,14.5
20202021,12,BRACKEN,55,Bracken County,,---District Total---,55,,,NKCES,905,,877,67,13.1
20202021,12,BRACKEN,55,Bracken County,10,Bracken County High School,55010,12055010,210066000125,NKCES,905,A1,314,23,13.7
20202021,12,BRACKEN,55,Bracken County,50,Taylor Elementary School,55050,12055050,210066000128,NKCES,905,A1,406,30,13.5
20202021,12,BRACKEN,55,Bracken County,60,Bracken County Middle School,55060,12055060,210066001560,NKCES,905,A1,194,18,10.8
20202021,13,BREATHITT,61,Breathitt County,,---District Total---,61,,,KVEC,904,,1259,91,13.8
20202021,13,BREATHITT,61,Breathitt County,30,Highland-Turner Elementary School,61030,13061030,210069001659,KVEC,904,A1,127,8,15.9
20202021,13,BREATHITT,61,Breathitt County,31,Breathitt Regional Juvenile Det Ctr,61031,13061031,210069001623,KVEC,904,A6,23,1,23
20202021,13,BREATHITT,61,Breathitt County,33,Breathitt County Day Treatment,61033,13061033,210069001842,KVEC,904,A6,43,2,21.5
20202021,13,BREATHITT,61,Breathitt County,60,Breathitt County High School,61060,13061060,210069000129,KVEC,904,A1,533,43,12.4
20202021,13,BREATHITT,61,Breathitt County,150,Sebastian Elementary School,61150,13061150,210069000132,KVEC,904,A1,346,23,15
20202021,13,BREATHITT,61,Breathitt County,185,Marie Roberts-Caney Elementary School,61185,13061185,210069000133,KVEC,904,A1,187,14,13.4
20202021,14,BRECKINRIDGE,65,Breckinridge County,,---District Total---,65,,,GRREC,902,,1896,157,12.1
20202021,14,BRECKINRIDGE,65,Breckinridge County,10,Breckinridge County High School,65010,14065010,210072000137,GRREC,902,A1,663,51,13
20202021,14,BRECKINRIDGE,65,Breckinridge County,20,Hardinsburg Elementary School,65020,14065020,210072000138,GRREC,902,A1,354,26,13.6
20202021,14,BRECKINRIDGE,65,Breckinridge County,30,Ben Johnson Elementary School,65030,14065030,210072000139,GRREC,902,A1,131,14,9.4
20202021,14,BRECKINRIDGE,65,Breckinridge County,40,Custer Elementary School,65040,14065040,210072000140,GRREC,902,A1,96,12,8
20202021,14,BRECKINRIDGE,65,Breckinridge County,50,Irvington Elementary School,65050,14065050,210072000141,GRREC,902,A1,213,23,9.3
20202021,14,BRECKINRIDGE,65,Breckinridge County,100,Breckinridge County Middle School,65100,14065100,210072001304,GRREC,902,A1,476,36,13.2
20202021,15,BULLITT,71,Bullitt County,,---District Total---,71,,,OVEC,906,,7659,701,10.9
20202021,15,BULLITT,71,Bullitt County,5,Bernheim Middle School,71005,15071005,210075000414,OVEC,906,A1,213,27,7.9
20202021,15,BULLITT,71,Bullitt County,6,Freedom Elementary School,71006,15071006,210075001958,OVEC,906,A1,258,26,9.9
20202021,15,BULLITT,71,Bullitt County,7,Zoneton Middle School,71007,15071007,210075001973,OVEC,906,A1,281,34,8.3
20202021,15,BULLITT,71,Bullitt County,8,Shepherdsville Elementary,71008,15071008,210075001974,OVEC,906,A1,349,37,9.4
20202021,15,BULLITT,71,Bullitt County,9,Eastside Middle School,71009,15071009,210075001975,OVEC,906,A1,568,39,14.6
20202021,15,BULLITT,71,Bullitt County,10,Brooks Elementary School,71010,15071010,210075000144,OVEC,906,A1,429,40,10.7
20202021,15,BULLITT,71,Bullitt County,15,Bullitt Central High School,71015,15071015,210075000145,OVEC,906,A1,786,76,10.3
20202021,15,BULLITT,71,Bullitt County,16,Bullitt East High School,71016,15071016,210075001409,OVEC,906,A1,836,76,11
20202021,15,BULLITT,71,Bullitt County,18,Bullitt Lick Middle School,71018,15071018,210075001410,OVEC,906,A1,229,36,6.4
20202021,15,BULLITT,71,Bullitt County,20,Cedar Grove Elementary,71020,15071020,210075000146,OVEC,906,A1,395,30,13.2
20202021,15,BULLITT,71,Bullitt County,25,Hebron Middle School,71025,15071025,210075000147,OVEC,906,A1,418,39,10.7
20202021,15,BULLITT,71,Bullitt County,30,Lebanon Junction Elementary,71030,15071030,210075000148,OVEC,906,A1,389,32,12.2
20202021,15,BULLITT,71,Bullitt County,32,Spring Meadows,71032,15071032,210075002169,OVEC,906,A6,23,1,23
20202021,15,BULLITT,71,Bullitt County,45,Maryville Elementary School,71045,15071045,210075000149,OVEC,906,A1,283,26,10.9
20202021,15,BULLITT,71,Bullitt County,50,MT. Washington Middle School,71050,15071050,210075000150,OVEC,906,A1,431,31,13.9
20202021,15,BULLITT,71,Bullitt County,55,MT. Washington Elementary,71055,15071055,210075000151,OVEC,906,A1,406,35,11.6
20202021,15,BULLITT,71,Bullitt County,60,Crossroads Elementary,71060,15071060,210075002286,OVEC,906,A1,301,29,10.4
20202021,15,BULLITT,71,Bullitt County,65,Pleasant Grove Elementary School,71065,15071065,210075001305,OVEC,906,A1,460,36,12.8
20202021,15,BULLITT,71,Bullitt County,70,Nichols Elementary,71070,15071070,210075000153,OVEC,906,A1,203,17,11.9
20202021,15,BULLITT,71,Bullitt County,75,North Bullitt High School,71075,15071075,210075000154,OVEC,906,A1,695,62,11.2
20202021,15,BULLITT,71,Bullitt County,78,Old Mill Elementary School,71078,15071078,210075001578,OVEC,906,A1,354,28,12.6
20202021,15,BULLITT,71,Bullitt County,80,Overdale Elementary School,71080,15071080,210075000155,OVEC,906,A1,181,24,7.5
20202021,15,BULLITT,71,Bullitt County,90,Roby Elementary School,71090,15071090,210075000156,OVEC,906,A1,299,32,9.3
20202021,15,BULLITT,71,Bullitt County,110,Riverview Opportunity Center,71110,15071110,210075000157,OVEC,906,A5,76,6,12.7
20202021,15,BULLITT,71,Bullitt County,120,Bullitt Alternative Center,71120,15071120,210075000929,OVEC,906,A6,100,6,16.7
20202021,84,MERCER,72,Burgin Independent,,---District Total---,72,,,CKEC,901,,390,33,11.8
20202021,84,MERCER,72,Burgin Independent,30,Burgin Independent School,72030,84072030,210078002407,CKEC,901,A1,390,33,11.8
20202021,16,BUTLER,75,Butler County,,---District Total---,75,,,GRREC,902,,1449,130,11.1
20202021,16,BUTLER,75,Butler County,30,Butler County High School,75030,16075030,210081000160,GRREC,902,A1,476,40,11.9
20202021,16,BUTLER,75,Butler County,31,North Butler Elementary,75031,16075031,210081001976,GRREC,902,A1,317,24,13.2
20202021,16,BUTLER,75,Butler County,32,Butler County Learning Center,75032,16075032,210081001977,GRREC,902,A5,11,1,11
20202021,16,BUTLER,75,Butler County,35,Butler County Middle School,75035,16075035,210081001697,GRREC,902,A1,279,31,9
20202021,16,BUTLER,75,Butler County,110,Green River School,75110,16075110,210081000163,GRREC,902,A6,32,3,10.7
20202021,16,BUTLER,75,Butler County,120,Morgantown Elementary School,75120,16075120,210081000164,GRREC,902,A1,354,33,10.7
20202021,17,CALDWELL,81,Caldwell County,,---District Total---,81,,,WKEC,908,,1447,102,14.2
20202021,17,CALDWELL,81,Caldwell County,10,Caldwell County High School,81010,17081010,210084000166,WKEC,908,A1,520,34,15.3
20202021,17,CALDWELL,81,Caldwell County,20,Caldwell County Middle School,81020,17081020,210084000167,WKEC,908,A1,317,25,12.7
20202021,17,CALDWELL,81,Caldwell County,30,Caldwell County Primary School,81030,17081030,210084001660,WKEC,908,A1,305,22,13.9
20202021,17,CALDWELL,81,Caldwell County,70,Caldwell County Elementary School,81070,17081070,210084000170,WKEC,908,A1,316,22,14.4
20202021,18,CALLOWAY,85,Calloway County,,---District Total---,85,,,WKEC,908,,2569,171,15
20202021,18,CALLOWAY,85,Calloway County,20,Calloway County High School,85020,18085020,210087000171,WKEC,908,A1,893,53,16.8
20202021,18,CALLOWAY,85,Calloway County,25,East Calloway Elementary School,85025,18085025,210087000172,WKEC,908,A1,284,21,13.5
20202021,18,CALLOWAY,85,Calloway County,35,North Calloway Elementary School,85035,18085035,210087000173,WKEC,908,A1,429,35,12.3
20202021,18,CALLOWAY,85,Calloway County,45,Southwest Calloway Elementary School,85045,18085045,210087000174,WKEC,908,A1,435,27,16.1
20202021,18,CALLOWAY,85,Calloway County,55,Calloway County Middle School,85055,18085055,210087001411,WKEC,908,A1,567,38,14.9
20202021,18,CALLOWAY,85,Calloway County,75,Calloway County Preschool Center,85075,18085075,210087000931,WKEC,908,A4,99,5,19.8
20202021,18,CALLOWAY,85,Calloway County,95,Calloway County Day Treatment,85095,18085095,210087002366,WKEC,908,A6,62,5,12.4
20202021,18,CALLOWAY,85,Calloway County,96,Calloway County Alternative Program,85096,18085096,210087002370,WKEC,908,A5,52,4,13
20202021,19,CAMPBELL,91,Campbell County,,---District Total---,91,,,NKCES,905,,3195,269,11.9
20202021,19,CAMPBELL,91,Campbell County,11,Campbell County Middle School,91011,19091011,210090001306,NKCES,905,A1,719,70,10.3
20202021,19,CAMPBELL,91,Campbell County,12,John W. Reiley Elementary School,91012,19091012,210090001320,NKCES,905,A1,282,22,12.8
20202021,19,CAMPBELL,91,Campbell County,13,Donald E. Cline Elementary School,91013,19091013,210090001335,NKCES,905,A1,208,19,10.9
20202021,19,CAMPBELL,91,Campbell County,16,Alexandria Educational Center,91016,19091016,210090001398,NKCES,905,A6,14,3,4.7
20202021,19,CAMPBELL,91,Campbell County,19,Campbell Ridge Elementary,91019,19091019,210090001978,NKCES,905,A1,403,28,14.4
20202021,19,CAMPBELL,91,Campbell County,35,Crossroads Elementary School,91035,19091035,210090002198,NKCES,905,A1,342,31,11
20202021,19,CAMPBELL,91,Campbell County,50,Grant's Lick Elementary School,91050,19091050,210090000180,NKCES,905,A1,235,17,13.8
20202021,19,CAMPBELL,91,Campbell County,100,Campbell County High School,91100,19091100,210090000941,NKCES,905,A1,992,79,12.6
20202021,109,TAYLOR,92,Campbellsville Independent,,---District Total---,92,,,GRREC,902,,1002,79,12.7
20202021,109,TAYLOR,92,Campbellsville Independent,10,Campbellsville Elementary School,92010,109092010,210093000182,GRREC,902,A1,350,31,11.3
20202021,109,TAYLOR,92,Campbellsville Independent,11,Campbellsville Eagle Academy,92011,109092011,210093001653,GRREC,902,A5,16,1,16
