SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,SCHOOL TYPE,EDUCATOR COUNT,AVERAGE YEARS OF EXPERIENCE
20212022,30,DAVIESS,145,Daviess County,25,Highland Elementary School,145025,A1,27,15.1
20212022,30,DAVIESS,145,Daviess County,40,Deer Park Elementary School,145040,A1,26,16.8
20212022,30,DAVIESS,145,Daviess County,70,Sorgho Elementary School,145070,A1,23,13.0
20212022,30,DAVIESS,145,Daviess County,85,Audubon Elementary School,145085,A1,25,10.9
20212022,30,DAVIESS,145,Daviess County,95,Tamarack Elementary School,145095,A1,29,14.0
20212022,30,DAVIESS,145,Daviess County,130,West Louisville Elementary School,145130,A1,21,11.8
20212022,30,DAVIESS,145,Daviess County,140,Whitesville Elementary School,145140,A1,19,11.9
20212022,30,DAVIESS,145,Daviess County,145,F T Burns Elementary School,145145,A1,28,11.3
20212022,30,DAVIESS,145,Daviess County,150,Country Heights Elementary School,145150,A1,24,9.2
20212022,30,DAVIESS,145,Daviess County,155,College View Middle School,145155,A1,59,12.4
20212022,30,DAVIESS,145,Daviess County,160,Owensboro Day Treatment,145160,A6,4,15.3
20212022,30,DAVIESS,145,Daviess County,170,Valley High School,145170,A6,4,12.8
20212022,30,DAVIESS,145,Daviess County,175,Valley Elementary School,145175,A6,5,13.2
20212022,30,DAVIESS,145,Daviess County,180,Heritage Park High School,145180,A5,16,9.3
20212022,54,HOPKINS,146,Dawson Springs Independent,17,Dawson Springs Elementary,146017,A1,13,10.4
20212022,54,HOPKINS,146,Dawson Springs Independent,18,Dawson Springs Jr/Sr High School,146018,A1,22,10.9
20212022,19,CAMPBELL,147,Dayton Independent,10,Dayton High School,147010,A1,25,11.8
20212022,19,CAMPBELL,147,Dayton Independent,30,Lincoln Elementary School,147030,A1,24,11.8
20212022,63,LAUREL,149,East Bernstadt Independent,10,East Bernstadt Elementary School,149010,A1,29,9.1
20212022,31,EDMONSON,151,Edmonson County,20,South Edmonson Elementary School,151020,A1,24,12.2
20212022,31,EDMONSON,151,Edmonson County,22,Edmonson County 5/6 Center,151022,A1,17,12.2
20212022,31,EDMONSON,151,Edmonson County,50,Edmonson County Middle School,151050,A1,20,13.0
20212022,31,EDMONSON,151,Edmonson County,60,Edmonson County High School,151060,A1,38,12.8
20212022,31,EDMONSON,151,Edmonson County,80,Kyrock Elementary School,151080,A1,19,12.7
20212022,47,HARDIN,152,Elizabethtown Independent,10,Elizabethtown High School,152010,A1,52,15.2
20212022,47,HARDIN,152,Elizabethtown Independent,15,Helmwood Heights Elementary School,152015,A1,22,11.8
20212022,47,HARDIN,152,Elizabethtown Independent,20,Morningside Elementary School,152020,A1,24,15.1
20212022,47,HARDIN,152,Elizabethtown Independent,25,Panther Academy,152025,A1,13,11.1
20212022,47,HARDIN,152,Elizabethtown Independent,35,Talton K Stone Middle School,152035,A1,36,9.2
20212022,47,HARDIN,152,Elizabethtown Independent,41,Valley View Education Center,152041,A5,4,12.3
20212022,32,ELLIOTT,155,Elliott County,100,Elliott County Primary School,155100,A1,14,8.1
20212022,32,ELLIOTT,155,Elliott County,270,Elliott County Intermediate School,155270,A1,13,10.5
20212022,32,ELLIOTT,155,Elliott County,275,Elliott County Middle School,155275,A1,17,14.3
20212022,32,ELLIOTT,155,Elliott County,280,Elliott County High School,155280,A1,26,12.3
20212022,52,HENRY,156,Eminence Independent,10,Eminence High School,156010,A1,39,10.8
20212022,52,HENRY,156,Eminence Independent,20,Eminence Elementary School,156020,A1,23,9.0
20212022,59,KENTON,157,Erlanger-Elsmere Independent,3,Lindeman Elementary School,157003,A1,18,17.3
20212022,59,KENTON,157,Erlanger-Elsmere Independent,5,Arnett Elementary School,157005,A1,17,6.1
20212022,59,KENTON,157,Erlanger-Elsmere Independent,10,Howell Elementary School,157010,A1,17,5.5
20212022,59,KENTON,157,Erlanger-Elsmere Independent,15,Early Learning Center,157015,A4,1,12.0
20212022,59,KENTON,157,Erlanger-Elsmere Independent,30,Lloyd High School,157030,A1,45,10.3
20212022,59,KENTON,157,Erlanger-Elsmere Independent,50,Miles Elementary School,157050,A1,14,7.1
20212022,59,KENTON,157,Erlanger-Elsmere Independent,60,Tichenor Middle School,157060,A1,38,9.9
20212022,59,KENTON,157,Erlanger-Elsmere Independent,61,Bartlett Educational Center,157061,A5,7,13.0
20212022,33,ESTILL,161,Estill County,11,Estill Springs Elementary,161011,A1,23,10.2
20212022,33,ESTILL,161,Estill County,14,Estill County Success Academy,161014,A5,1,24.0
20212022,33,ESTILL,161,Estill County,85,Estill County Middle School,161085,A1,34,9.9
20212022,33,ESTILL,161,Estill County,90,Estill County High School,161090,A1,36,9.7
20212022,33,ESTILL,161,Estill County,220,South Irvine Early Learning Center,161220,A4,9,8.3
20212022,33,ESTILL,161,Estill County,280,West Irvine Intermediate,161280,A1,19,7.9
20212022,10,BOYD,162,Fairview Independent,11,Fairview Elementary School,162011,A1,14,11.5
20212022,10,BOYD,162,Fairview Independent,20,Fairview High School,162020,A1,26,8.6
20212022,34,FAYETTE,165,Fayette County,5,Arlington Elementary School,165005,A1,22,7.0
20212022,34,FAYETTE,165,Fayette County,7,Ashland Elementary School,165007,A1,22,10.1
20212022,34,FAYETTE,165,Fayette County,12,Veterans Park Elementary School,165012,A1,43,16.2
20212022,34,FAYETTE,165,Fayette County,15,Beaumont Middle School,165015,A1,58,13.4
20212022,34,FAYETTE,165,Fayette County,18,Scapa At Bluegrass,165018,A1,28,15.8
20212022,34,FAYETTE,165,Fayette County,21,Martin L King Acad for Excellence Alt,165021,A5,20,14.2
20212022,34,FAYETTE,165,Fayette County,25,Crawford Middle School,165025,A1,57,11.8
20212022,34,FAYETTE,165,Fayette County,30,Bryan Station Middle School,165030,A1,53,13.6
20212022,34,FAYETTE,165,Fayette County,32,Cassidy Elementary School,165032,A1,40,12.3
20212022,34,FAYETTE,165,Fayette County,34,Edythe Jones Hayes Middle School,165034,A1,79,12.1
20212022,34,FAYETTE,165,Fayette County,35,Deep Springs Elementary School,165035,A1,32,8.4
20212022,34,FAYETTE,165,Fayette County,36,Dixie Elementary Magnet School,165036,A1,31,13.4
20212022,34,FAYETTE,165,Fayette County,37,Garden Springs Elementary School,165037,A1,26,14.3
20212022,34,FAYETTE,165,Fayette County,38,Harrison Elementary School,165038,A1,19,11.5
20212022,34,FAYETTE,165,Fayette County,39,Henry Clay High School,165039,A1,123,15.5
20212022,34,FAYETTE,165,Fayette County,45,Athens-Chilesburg Elementary,165045,A1,27,15.6
20212022,34,FAYETTE,165,Fayette County,52,Rosa Parks Elementary School,165052,A1,36,12.8
20212022,34,FAYETTE,165,Fayette County,54,The Stables,165054,A5,4,12.0
20212022,34,FAYETTE,165,Fayette County,55,Booker T Washington Elementary School,165055,A1,18,9.0
20212022,34,FAYETTE,165,Fayette County,56,William Wells Brown Elementary,165056,A1,18,7.3
20212022,34,FAYETTE,165,Fayette County,57,Liberty Elementary,165057,A1,37,14.2
20212022,34,FAYETTE,165,Fayette County,58,Sandersville Elementary,165058,A1,37,15.3
20212022,34,FAYETTE,165,Fayette County,59,Wellington Elementary,165059,A1,35,10.7
20212022,34,FAYETTE,165,Fayette County,60,Lafayette High School,165060,A1,136,12.8
20212022,34,FAYETTE,165,Fayette County,62,Lansdowne Elementary School,165062,A1,34,10.0
20212022,34,FAYETTE,165,Fayette County,65,Leestown Middle School,165065,A1,68,13.4
20212022,34,FAYETTE,165,Fayette County,66,Family Care Center,165066,A5,4,20.3
20212022,34,FAYETTE,165,Fayette County,67,Lexington Trad Magnet School,165067,A1,33,9.7
20212022,34,FAYETTE,165,Fayette County,68,Locust Trace AgriScience Center,165068,A2,15,12.7
20212022,34,FAYETTE,165,Fayette County,72,Madeline M Breckinridge Elem School,165072,A1,35,6.8
20212022,34,FAYETTE,165,Fayette County,74,Maxwell Spanish Immersion Elem School,165074,A1,28,16.4
20212022,34,FAYETTE,165,Fayette County,76,Morton Middle School,165076,A1,52,14.0
20212022,34,FAYETTE,165,Fayette County,77,Northern Elementary School,165077,A1,29,8.7
20212022,34,FAYETTE,165,Fayette County,79,Fayette County Preschool Center,165079,A4,4,12.5
20212022,34,FAYETTE,165,Fayette County,80,Picadome Elementary School,165080,A1,30,9.6
20212022,34,FAYETTE,165,Fayette County,81,Southern Elementary School,165081,A1,29,12.3
20212022,34,FAYETTE,165,Fayette County,82,Squires Elementary School,165082,A1,25,16.0
20212022,34,FAYETTE,165,Fayette County,85,Stonewall Elementary School,165085,A1,38,13.1
20212022,34,FAYETTE,165,Fayette County,90,Russell Cave Elementary School,165090,A1,19,9.5
20212022,34,FAYETTE,165,Fayette County,95,Tates Creek Elementary School,165095,A1,39,9.3
20212022,34,FAYETTE,165,Fayette County,98,Coventry Oak Elementary,165098,A1,31,4.1
20212022,34,FAYETTE,165,Fayette County,99,Garrett Morgan Elementary,165099,A1,39,9.6
20212022,34,FAYETTE,165,Fayette County,100,Tates Creek Middle School,165100,A1,61,12.4
20212022,34,FAYETTE,165,Fayette County,105,Tates Creek High School,165105,A1,108,12.0
20212022,34,FAYETTE,165,Fayette County,106,Rise STEM Academy for Girls,165106,A5,12,4.0
20212022,34,FAYETTE,165,Fayette County,120,Clays Mill Elementary School,165120,A1,31,18.5
20212022,34,FAYETTE,165,Fayette County,125,Frederick Douglass High School,165125,A1,100,10.0
20212022,34,FAYETTE,165,Fayette County,130,STEAM Academy,165130,A5,18,10.7
20212022,34,FAYETTE,165,Fayette County,133,Success Academy,165133,A5,6,19.3
20212022,34,FAYETTE,165,Fayette County,140,Yates Elementary School,165140,A1,26,7.2
20212022,34,FAYETTE,165,Fayette County,150,Glendover Elementary School,165150,A1,34,15.1
20212022,34,FAYETTE,165,Fayette County,160,Meadowthorpe Elementary School,165160,A1,26,12.8
20212022,34,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,A1,116,12.0
20212022,34,FAYETTE,165,Fayette County,180,Mary Todd Elementary School,165180,A1,22,10.0
20212022,34,FAYETTE,165,Fayette County,190,James Lane Allen Elementary School,165190,A1,31,14.8
20212022,34,FAYETTE,165,Fayette County,200,Paul Laurence Dunbar High School,165200,A1,114,14.6
20212022,34,FAYETTE,165,Fayette County,225,Jessie M Clark Middle School,165225,A1,72,14.6
20212022,34,FAYETTE,165,Fayette County,240,Cardinal Valley Elementary School,165240,A1,35,9.9
20212022,34,FAYETTE,165,Fayette County,245,Winburn Middle School,165245,A1,68,10.9
20212022,34,FAYETTE,165,Fayette County,255,Millcreek Elementary School,165255,A1,31,5.9
20212022,34,FAYETTE,165,Fayette County,270,Carter G. Woodson Preparatory Academy,165270,A5,10,5.7
20212022,34,FAYETTE,165,Fayette County,275,Carter G. Woodson Academy,165275,A5,32,10.0
20212022,34,FAYETTE,165,Fayette County,525,Southern Middle School,165525,A1,54,13.0
20212022,34,FAYETTE,165,Fayette County,531,Brenda Cowan Elementary,165531,A1,34,9.3
20212022,34,FAYETTE,165,Fayette County,620,Julius Marks Elementary School,165620,A1,32,12.3
20212022,34,FAYETTE,165,Fayette County,645,FCPS Virtual Academy,165645,A5,28,9.1
20212022,34,FAYETTE,165,Fayette County,651,Audrey Grevious Center,165651,A6,4,16.0
20212022,34,FAYETTE,165,Fayette County,887,Fayette Pre-School,165887,A4,1,3.0
20212022,34,FAYETTE,165,Fayette County,898,Fayette County Learning Center,165898,A5,24,11.6
20212022,34,FAYETTE,165,Fayette County,904,Southside Technical Center,165904,A2,11,24.5
20212022,34,FAYETTE,165,Fayette County,905,Eastside Technical Center,165905,A2,9,25.6
20212022,35,FLEMING,171,Fleming County,20,Ewing Elementary School,171020,A1,21,12.7
20212022,35,FLEMING,171,Fleming County,30,Simons Middle School,171030,A1,25,10.7
20212022,35,FLEMING,171,Fleming County,35,Fleming County High School,171035,A1,45,11.6
20212022,35,FLEMING,171,Fleming County,40,Flemingsburg Elementary School,171040,A1,28,14.2
20212022,35,FLEMING,171,Fleming County,50,E P Ward Elementary School,171050,A1,15,14.0
20212022,35,FLEMING,171,Fleming County,60,Hillsboro Elementary School,171060,A1,14,14.3
20212022,36,FLOYD,175,Floyd County,10,Duff-Allen Central Elementary,175010,A1,34,9.1
20212022,36,FLOYD,175,Floyd County,19,Prestonsburg Elementary School,175019,A1,42,9.2
20212022,36,FLOYD,175,Floyd County,20,Allen Elementary School,175020,A1,24,11.1
20212022,36,FLOYD,175,Floyd County,21,May Valley Elementary School,175021,A1,20,13.9
20212022,36,FLOYD,175,Floyd County,30,South Floyd Elementary School,175030,A1,33,12.6
20212022,36,FLOYD,175,Floyd County,50,Renaissance Learning Center,175050,A5,24,13.0
20212022,36,FLOYD,175,Floyd County,110,Betsy Layne High School,175110,A1,32,9.6
20212022,36,FLOYD,175,Floyd County,115,Floyd Central High School,175115,A1,48,10.6
20212022,36,FLOYD,175,Floyd County,120,Betsy Layne Elementary School,175120,A1,42,11.7
20212022,36,FLOYD,175,Floyd County,440,James D. Adams Middle School,175440,A1,19,12.6
20212022,36,FLOYD,175,Floyd County,485,John M. Stumbo Elementary School,175485,A1,20,6.3
20212022,36,FLOYD,175,Floyd County,850,Prestonsburg High School,175850,A1,39,11.5
20212022,19,CAMPBELL,176,Fort Thomas Independent,10,Highlands High School,176010,A1,67,16.0
20212022,19,CAMPBELL,176,Fort Thomas Independent,11,Highlands Middle School,176011,A1,49,16.6
20212022,19,CAMPBELL,176,Fort Thomas Independent,20,Johnson Elementary School,176020,A1,24,15.0
20212022,19,CAMPBELL,176,Fort Thomas Independent,30,Moyer Elementary School,176030,A1,27,17.8
20212022,19,CAMPBELL,176,Fort Thomas Independent,40,Woodfill Elementary School,176040,A1,24,16.1
20212022,37,FRANKLIN,177,Frankfort Independent,40,Frankfort Early Learning Academy,177040,A4,2,22.5
20212022,37,FRANKLIN,177,Frankfort Independent,50,Second Street School,177050,A1,28,8.6
20212022,37,FRANKLIN,177,Frankfort Independent,70,Frankfort High School,177070,A1,25,9.9
20212022,37,FRANKLIN,177,Frankfort Independent,80,Panther Transition Academy,177080,A5,2,23.0
20212022,37,FRANKLIN,181,Franklin County,11,The Academy,181011,A6,7,7.9
20212022,37,FRANKLIN,181,Franklin County,13,Westridge Elementary,181013,A1,21,12.0
20212022,37,FRANKLIN,181,Franklin County,14,Bridgeport Elementary School,181014,A1,23,12.8
20212022,37,FRANKLIN,181,Franklin County,15,Bondurant Middle School,181015,A1,39,10.9
20212022,37,FRANKLIN,181,Franklin County,16,Early Learning Village,181016,A1,19,7.0
20212022,37,FRANKLIN,181,Franklin County,25,Collins Lane,181025,A1,26,10.9
20212022,37,FRANKLIN,181,Franklin County,30,Elkhorn Middle School,181030,A1,47,8.6
20212022,37,FRANKLIN,181,Franklin County,35,Elkhorn Elementary School,181035,A1,21,9.5
20212022,37,FRANKLIN,181,Franklin County,40,Franklin County High School,181040,A1,65,15.3
20212022,37,FRANKLIN,181,Franklin County,45,Hearn Elementary,181045,A1,21,11.6
20212022,37,FRANKLIN,181,Franklin County,50,Peaks Mill Elementary,181050,A1,23,10.7
20212022,37,FRANKLIN,181,Franklin County,70,Western Hills High School,181070,A1,59,14.0
20212022,37,FRANKLIN,181,Franklin County,72,William Cofield High School,181072,A5,1,16.0
20212022,37,FRANKLIN,181,Franklin County,75,Future Forward Education & Career Center,181075,A6,1,26.0
20212022,38,FULTON,185,Fulton County,15,Fulton County Middle School,185015,A1,9,8.6
20212022,38,FULTON,185,Fulton County,20,Fulton County Elementary,185020,A1,19,11.2
20212022,38,FULTON,185,Fulton County,30,Fulton County High School,185030,A1,15,12.1
20212022,38,FULTON,186,Fulton Independent,18,Fulton Independent School,186018,A1,26,7.3
20212022,39,GALLATIN,191,Gallatin County,5,Gallatin County Middle School,191005,A1,26,9.1
20212022,39,GALLATIN,191,Gallatin County,6,Gallatin County Upper Elementary,191006,A1,20,11.2
20212022,39,GALLATIN,191,Gallatin County,10,Gallatin County Lower Elementary,191010,A1,20,12.0
20212022,39,GALLATIN,191,Gallatin County,20,Gallatin County High School,191020,A1,28,10.4
20212022,40,GARRARD,195,Garrard County,50,Camp Dick Robinson Elementary School,195050,A1,28,14.5
20212022,40,GARRARD,195,Garrard County,60,Garrard County High School,195060,A1,47,12.0
20212022,40,GARRARD,195,Garrard County,70,Garrard Middle School,195070,A1,43,11.4
20212022,40,GARRARD,195,Garrard County,90,Paint Lick Elementary School,195090,A1,23,12.0
20212022,40,GARRARD,195,Garrard County,220,Lancaster Elementary School,195220,A1,31,12.3
20212022,5,BARREN,197,Glasgow Independent,2,Success Academy,197002,A5,1,12.0
20212022,5,BARREN,197,Glasgow Independent,13,Highland Elementary School,197013,A1,40,12.7
20212022,5,BARREN,197,Glasgow Independent,15,Happy Valley Learning Center,197015,A5,4,23.0
20212022,5,BARREN,197,Glasgow Independent,30,Glasgow High School,197030,A1,43,15.2
20212022,5,BARREN,197,Glasgow Independent,35,Glasgow Middle School,197035,A1,39,9.9
20212022,5,BARREN,197,Glasgow Independent,65,South Green Elementary School,197065,A1,38,11.1
20212022,41,GRANT,201,Grant County,16,Sherman Elementary,201016,A1,23,10.7
20212022,41,GRANT,201,Grant County,20,Crittenden-Mt. Zion Elementary,201020,A1,26,9.4
20212022,41,GRANT,201,Grant County,30,Dry Ridge Elementary,201030,A1,23,12.1
20212022,41,GRANT,201,Grant County,40,Grant County High School,201040,A1,54,11.9
20212022,41,GRANT,201,Grant County,50,Mason-Corinth Elementary,201050,A1,18,14.1
20212022,41,GRANT,201,Grant County,80,Grant County Middle School,201080,A1,51,9.0
20212022,42,GRAVES,205,Graves County,11,Mayfield Youth Development Center,205011,A6,3,22.7
20212022,42,GRAVES,205,Graves County,12,Gateway Academy High School,205012,A5,1,8.0
20212022,42,GRAVES,205,Graves County,13,Graves County Central Elementary,205013,A1,25,15.0
20212022,42,GRAVES,205,Graves County,40,Fancy Farm Elementary School,205040,A1,17,14.6
20212022,42,GRAVES,205,Graves County,60,Farmington Elementary School,205060,A1,17,15.0
20212022,42,GRAVES,205,Graves County,100,Graves County Middle School,205100,A1,36,10.4
20212022,42,GRAVES,205,Graves County,150,Sedalia Elementary School,205150,A1,20,13.9
20212022,42,GRAVES,205,Graves County,170,Symsonia Elementary School,205170,A1,19,14.7
20212022,42,GRAVES,205,Graves County,200,Wingo Elementary School,205200,A1,24,9.5
20212022,42,GRAVES,205,Graves County,215,Graves County High School,205215,A1,69,11.6
20212022,43,GRAYSON,211,Grayson County,10,H W Wilkey Elementary School,211010,A1,37,10.9
20212022,43,GRAYSON,211,Grayson County,30,Caneyville Elementary School,211030,A1,31,11.2
20212022,43,GRAYSON,211,Grayson County,50,Oran P Lawler Elementary School,211050,A1,31,11.0
20212022,43,GRAYSON,211,Grayson County,80,Clarkson Elementary School,211080,A1,44,13.6
20212022,43,GRAYSON,211,Grayson County,85,Grayson County High School,211085,A1,76,10.2
20212022,43,GRAYSON,211,Grayson County,95,Grayson County Middle School,211095,A1,64,11.5
20212022,43,GRAYSON,211,Grayson County,220,Grayson Co. Alternative Education,211220,A5,1,23.0
20212022,44,GREEN,215,Green County,30,Green County Primary School,215030,A1,21,11.0
20212022,44,GREEN,215,Green County,40,Green County Intermediate School,215040,A1,24,12.8
20212022,44,GREEN,215,Green County,55,Green County Middle School,215055,A1,34,10.4
20212022,44,GREEN,215,Green County,65,Green County High School,215065,A1,32,12.6
20212022,45,GREENUP,221,Greenup County,10,Argillite Elementary School,221010,A1,15,10.1
20212022,45,GREENUP,221,Greenup County,24,Wurtland Middle School,221024,A1,21,11.5
20212022,45,GREENUP,221,Greenup County,27,Greenup County High School,221027,A1,44,10.1
20212022,45,GREENUP,221,Greenup County,40,Greysbranch Elementary School,221040,A1,18,10.1
20212022,45,GREENUP,221,Greenup County,60,Mckell Elementary School,221060,A1,27,11.0
20212022,45,GREENUP,221,Greenup County,105,Mckell Middle School,221105,A1,23,7.0
20212022,45,GREENUP,221,Greenup County,110,Wurtland Elementary School,221110,A1,15,6.9
20212022,46,HANCOCK,225,Hancock County,5,Hancock County High School,225005,A1,37,13.2
20212022,46,HANCOCK,225,Hancock County,6,North Hancock Elementary School,225006,A1,26,15.2
20212022,46,HANCOCK,225,Hancock County,7,Hancock County Middle School,225007,A1,31,13.6
20212022,46,HANCOCK,225,Hancock County,70,South Hancock Elementary School,225070,A1,14,10.4
20212022,47,HARDIN,231,Hardin County,5,East Hardin Middle School,231005,A1,43,13.6
20212022,47,HARDIN,231,Hardin County,8,Woodland Elementary School,231008,A1,24,9.5
20212022,47,HARDIN,231,Hardin County,13,John Hardin High School,231013,A1,50,15.1
20212022,47,HARDIN,231,Hardin County,14,Lakewood Elementary School,231014,A1,22,11.7
20212022,47,HARDIN,231,Hardin County,15,Bluegrass Middle School,231015,A1,40,9.7
20212022,47,HARDIN,231,Hardin County,17,Creekside Elementary School,231017,A1,22,15.7
20212022,47,HARDIN,231,Hardin County,18,Heartland Elementary School,231018,A1,30,7.3
20212022,47,HARDIN,231,Hardin County,20,G C Burkhead Elementary School,231020,A1,40,12.4
20212022,47,HARDIN,231,Hardin County,21,North Park Elementary School,231021,A1,31,10.8
20212022,47,HARDIN,231,Hardin County,25,College View Campus,231025,A5,22,9.0
20212022,47,HARDIN,231,Hardin County,30,Cecilia Valley Elementary School,231030,A1,21,12.7
20212022,47,HARDIN,231,Hardin County,40,New Highland Elementary School,231040,A1,24,11.7
20212022,47,HARDIN,231,Hardin County,50,Lincoln Trail Elementary School,231050,A1,30,14.4
20212022,47,HARDIN,231,Hardin County,70,Early College and Career Center,231070,A2,19,13.6
20212022,47,HARDIN,231,Hardin County,75,North Hardin High School,231075,A1,83,10.4
20212022,47,HARDIN,231,Hardin County,77,James T Alton Middle School,231077,A1,36,11.6
20212022,47,HARDIN,231,Hardin County,79,Radcliff Elementary School,231079,A1,21,7.1
20212022,47,HARDIN,231,Hardin County,80,North Middle School,231080,A1,36,8.1
20212022,47,HARDIN,231,Hardin County,90,Rineyville Elementary School,231090,A1,31,10.3
20212022,47,HARDIN,231,Hardin County,165,Vine Grove Elementary School,231165,A1,29,10.4
20212022,47,HARDIN,231,Hardin County,168,West Hardin Middle School,231168,A1,37,12.0
20212022,47,HARDIN,231,Hardin County,180,Hardin County Day Treatment Center,231180,A6,1,19.0
20212022,47,HARDIN,231,Hardin County,190,Central Hardin High School,231190,A1,92,13.3
20212022,47,HARDIN,231,Hardin County,210,Meadow View Elementary School,231210,A1,24,11.8
20212022,47,HARDIN,231,Hardin County,979,Lincoln Trail Behavioral Health Systems,231979,A6,3,19.3
20212022,47,HARDIN,231,Hardin County,982,Spectrum Care Academy,231982,A5,1,22.0
20212022,48,HARLAN,235,Harlan County,25,Harlan County High School,235025,A1,65,15.0
20212022,48,HARLAN,235,Harlan County,60,Black Mountain Elementary School,235060,A1,22,9.4
20212022,48,HARLAN,235,Harlan County,110,Cawood Elementary School,235110,A1,17,13.5
20212022,48,HARLAN,235,Harlan County,195,Cumberland Elementary School,235195,A1,27,11.2
20212022,48,HARLAN,235,Harlan County,290,Evarts Elementary School,235290,A1,23,10.0
20212022,48,HARLAN,235,Harlan County,325,Green Hills Elementary School,235325,A1,15,15.5
20212022,48,HARLAN,235,Harlan County,340,James A. Cawood Elementary,235340,A1,23,11.3
20212022,48,HARLAN,235,Harlan County,540,Rosspoint Elementary School,235540,A1,27,16.6
20212022,48,HARLAN,235,Harlan County,640,Wallins Elementary School,235640,A1,26,14.0
20212022,48,HARLAN,236,Harlan Independent,20,Harlan Elementary School,236020,A1,18,11.8
20212022,48,HARLAN,236,Harlan Independent,21,Sunshine School,236021,A4,2,14.0
20212022,48,HARLAN,236,Harlan Independent,30,Harlan High School,236030,A1,29,13.3
20212022,49,HARRISON,241,Harrison County,35,Eastside Elementary School,241035,A1,21,11.1
20212022,49,HARRISON,241,Harrison County,37,Harrison County Learning Center,241037,A5,1,23.0
20212022,49,HARRISON,241,Harrison County,38,Southside Elementary School,241038,A1,20,9.2
20212022,49,HARRISON,241,Harrison County,40,Harrison County High School,241040,A1,49,15.1
20212022,49,HARRISON,241,Harrison County,43,Harrison County Middle School,241043,A1,38,14.5
20212022,49,HARRISON,241,Harrison County,45,Northside Elementary School,241045,A1,21,14.4
20212022,49,HARRISON,241,Harrison County,75,Westside Elementary School,241075,A1,21,14.2
20212022,50,HART,245,Hart County,10,Bonnieville Elementary School,245010,A1,18,13.3
20212022,50,HART,245,Hart County,30,Cub Run Elementary School,245030,A1,14,12.0
20212022,50,HART,245,Hart County,45,Hart County High School,245045,A1,46,13.2
20212022,50,HART,245,Hart County,50,Legrande Elementary School,245050,A1,20,9.3
20212022,50,HART,245,Hart County,70,Memorial Elementary School,245070,A1,21,11.7
20212022,50,HART,245,Hart County,90,Munfordville Elementary School,245090,A1,30,10.2
20212022,97,PERRY,246,Hazard Independent,10,Hazard High School,246010,A1,27,12.6
20212022,97,PERRY,246,Hazard Independent,45,Hazard Middle School,246045,A1,26,11.1
20212022,97,PERRY,246,Hazard Independent,60,Roy G. Eversole Elementary School,246060,A1,21,8.5
20212022,51,HENDERSON,251,Henderson County,10,Bend Gate Elementary School,251010,A1,30,12.1
20212022,51,HENDERSON,251,Henderson County,15,The Central Academy,251015,A5,12,15.9
20212022,51,HENDERSON,251,Henderson County,20,Cairo Elementary School,251020,A1,22,15.0
20212022,51,HENDERSON,251,Henderson County,30,A B Chandler Elementary School,251030,A1,22,16.6
20212022,51,HENDERSON,251,Henderson County,33,East Heights Elementary School,251033,A1,33,11.5
20212022,51,HENDERSON,251,Henderson County,60,Henderson County High School,251060,A1,119,13.3
20212022,51,HENDERSON,251,Henderson County,65,Henderson County North Middle School,251065,A1,55,11.1
20212022,51,HENDERSON,251,Henderson County,70,Niagara Elementary School,251070,A1,20,11.6
20212022,51,HENDERSON,251,Henderson County,80,Thelma B. Johnson Early Learning Center,251080,A4,15,8.1
20212022,51,HENDERSON,251,Henderson County,91,South Heights Elementary School,251091,A1,25,11.4
20212022,51,HENDERSON,251,Henderson County,110,Spottsville Elementary School,251110,A1,36,12.3
20212022,51,HENDERSON,251,Henderson County,150,Henderson County South Middle School,251150,A1,55,9.7
20212022,51,HENDERSON,251,Henderson County,160,Jefferson Elementary School,251160,A1,29,9.1
20212022,52,HENRY,255,Henry County,5,Henry County Early Childhood,255005,A4,5,13.0
20212022,52,HENRY,255,Henry County,10,Campbellsburg Elementary School,255010,A1,18,7.1
20212022,52,HENRY,255,Henry County,20,Eastern Elementary School,255020,A1,14,10.3
20212022,52,HENRY,255,Henry County,35,Henry County High School,255035,A1,44,12.5
20212022,52,HENRY,255,Henry County,38,Henry County Middle School,255038,A1,31,8.7
20212022,52,HENRY,255,Henry County,40,New Castle Elementary School,255040,A1,21,9.7
20212022,53,HICKMAN,261,Hickman County,20,Hickman County Elementary School,261020,A1,30,14.0
20212022,53,HICKMAN,261,Hickman County,50,Hickman County High School,261050,A1,24,13.2
20212022,54,HOPKINS,265,Hopkins County,5,Hopkins County Day Treatment,265005,A6,2,17.5
20212022,54,HOPKINS,265,Hopkins County,6,West Hopkins School,265006,A1,32,12.3
20212022,54,HOPKINS,265,Hopkins County,20,Jesse Stuart Elementary School,265020,A1,23,10.3
20212022,54,HOPKINS,265,Hopkins County,75,James Madison Middle School,265075,A1,31,12.1
20212022,54,HOPKINS,265,Hopkins County,90,Grapevine Elementary School,265090,A1,24,10.4
20212022,54,HOPKINS,265,Hopkins County,105,Hopkins Co Career & Technology Center,265105,A2,6,10.0
20212022,54,HOPKINS,265,Hopkins County,110,Hanson Elementary School,265110,A1,29,12.9
20212022,54,HOPKINS,265,Hopkins County,130,Hopkins County Central High School,265130,A1,54,11.0
