SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,SCHOOL TYPE,EDUCATOR COUNT,AVERAGE YEARS OF EXPERIENCE
20212022,54,HOPKINS,265,Hopkins County,140,Browning Springs Middle School,265140,A1,35,6.9
20212022,54,HOPKINS,265,Hopkins County,145,Madisonville North Hopkins High School,265145,A1,73,10.6
20212022,54,HOPKINS,265,Hopkins County,185,South Hopkins Middle School,265185,A1,31,10.2
20212022,54,HOPKINS,265,Hopkins County,200,Pride Elementary School,265200,A1,29,9.8
20212022,54,HOPKINS,265,Hopkins County,250,West Broadway Elementary School,265250,A1,26,14.3
20212022,54,HOPKINS,265,Hopkins County,280,Southside Elementary School,265280,A1,25,9.4
20212022,54,HOPKINS,265,Hopkins County,330,Earlington Elementary School,265330,A1,23,9.5
20212022,55,JACKSON,271,Jackson County,20,Jackson County High School,271020,A1,34,12.9
20212022,55,JACKSON,271,Jackson County,25,Jackson County Middle School,271025,A1,31,12.8
20212022,55,JACKSON,271,Jackson County,27,Barnabus Home Middle School,271027,A6,1,24.0
20212022,55,JACKSON,271,Jackson County,29,Barnabus Home High School,271029,A6,1,24.0
20212022,55,JACKSON,271,Jackson County,31,Jackson Co Schools Learning Center,271031,A5,1,3.0
20212022,55,JACKSON,271,Jackson County,180,McKee Elementary School,271180,A1,24,13.9
20212022,55,JACKSON,271,Jackson County,280,Sand Gap Elementary School,271280,A1,21,14.3
20212022,55,JACKSON,271,Jackson County,340,Tyner Elementary School,271340,A1,28,12.4
20212022,13,BREATHITT,272,Jackson Independent,11,Jackson City School,272011,A1,21,14.7
20212022,56,JEFFERSON,275,Jefferson County,4,Camp Taylor Elementary,275004,A1,27,13.7
20212022,56,JEFFERSON,275,Jefferson County,5,Cane Run Elementary,275005,A1,20,7.8
20212022,56,JEFFERSON,275,Jefferson County,7,Eastern High,275007,A1,113,16.2
20212022,56,JEFFERSON,275,Jefferson County,10,Fairdale Elementary,275010,A1,34,9.1
20212022,56,JEFFERSON,275,Jefferson County,11,Fern Creek Elementary,275011,A1,41,12.8
20212022,56,JEFFERSON,275,Jefferson County,12,Fern Creek High,275012,A1,101,11.5
20212022,56,JEFFERSON,275,Jefferson County,13,Greathouse/Shryock Traditional,275013,A1,32,13.3
20212022,56,JEFFERSON,275,Jefferson County,14,Greenwood Elementary,275014,A1,23,10.4
20212022,56,JEFFERSON,275,Jefferson County,16,Tully Elementary,275016,A1,42,15.0
20212022,56,JEFFERSON,275,Jefferson County,18,Atherton High,275018,A1,76,17.4
20212022,56,JEFFERSON,275,Jefferson County,19,The Brook-Dupont,275019,A6,4,17.0
20212022,56,JEFFERSON,275,Jefferson County,20,The Brook-KMI,275020,A6,5,16.4
20212022,56,JEFFERSON,275,Jefferson County,22,Medora Elementary,275022,A1,24,12.0
20212022,56,JEFFERSON,275,Jefferson County,24,Middletown Elementary,275024,A1,31,17.7
20212022,56,JEFFERSON,275,Jefferson County,27,Okolona Elementary,275027,A1,22,11.2
20212022,56,JEFFERSON,275,Jefferson County,28,Boys & Girls Haven,275028,A6,4,12.5
20212022,56,JEFFERSON,275,Jefferson County,29,St Joseph Children's Home,275029,A6,5,14.2
20212022,56,JEFFERSON,275,Jefferson County,30,Liberty High,275030,A5,29,13.6
20212022,56,JEFFERSON,275,Jefferson County,31,Southern High,275031,A1,81,10.6
20212022,56,JEFFERSON,275,Jefferson County,33,Valley High,275033,A1,53,10.2
20212022,56,JEFFERSON,275,Jefferson County,34,Waller-Williams Environmental,275034,A3,17,7.7
20212022,56,JEFFERSON,275,Jefferson County,37,Dawson Orman Education Center,275037,A4,9,7.2
20212022,56,JEFFERSON,275,Jefferson County,38,Breckinridge-Franklin Elementary,275038,A1,23,12.6
20212022,56,JEFFERSON,275,Jefferson County,40,Barret Traditional Middle,275040,A1,33,14.4
20212022,56,JEFFERSON,275,Jefferson County,41,Newburg Middle,275041,A1,59,8.5
20212022,56,JEFFERSON,275,Jefferson County,44,Audubon Traditional Elementary,275044,A1,29,17.2
20212022,56,JEFFERSON,275,Jefferson County,45,Butler Traditional High,275045,A1,91,13.1
20212022,56,JEFFERSON,275,Jefferson County,46,Chenoweth Elementary,275046,A1,26,15.6
20212022,56,JEFFERSON,275,Jefferson County,47,Louisville Male High,275047,A1,101,16.6
20212022,56,JEFFERSON,275,Jefferson County,48,Hawthorne Elementary,275048,A1,27,11.3
20212022,56,JEFFERSON,275,Jefferson County,49,Farnsley Middle,275049,A1,56,11.0
20212022,56,JEFFERSON,275,Jefferson County,50,Georgia Chaffee Teenage Parent Program,275050,A5,18,9.6
20212022,56,JEFFERSON,275,Jefferson County,51,Waggener High,275051,A1,60,11.9
20212022,56,JEFFERSON,275,Jefferson County,55,Bates Elementary,275055,A1,28,14.6
20212022,56,JEFFERSON,275,Jefferson County,57,Fairdale High,275057,A1,91,10.5
20212022,56,JEFFERSON,275,Jefferson County,59,Kenwood Elementary,275059,A1,31,13.0
20212022,56,JEFFERSON,275,Jefferson County,60,Coral Ridge Elementary,275060,A1,31,11.6
20212022,56,JEFFERSON,275,Jefferson County,61,Goldsmith Elementary,275061,A1,31,15.0
20212022,56,JEFFERSON,275,Jefferson County,63,Schaffner Traditional Elementary,275063,A1,30,13.3
20212022,56,JEFFERSON,275,Jefferson County,64,St Matthews Elementary,275064,A1,29,18.1
20212022,56,JEFFERSON,275,Jefferson County,65,Jeffersontown High,275065,A1,68,14.4
20212022,56,JEFFERSON,275,Jefferson County,66,Wilkerson Elementary School,275066,A1,25,9.5
20212022,56,JEFFERSON,275,Jefferson County,67,Wilder Elementary,275067,A1,33,13.1
20212022,56,JEFFERSON,275,Jefferson County,69,Watson Lane Elementary,275069,A1,18,6.9
20212022,56,JEFFERSON,275,Jefferson County,70,DuValle Education Center,275070,A4,13,8.2
20212022,56,JEFFERSON,275,Jefferson County,71,Stonestreet Elementary,275071,A1,27,11.4
20212022,56,JEFFERSON,275,Jefferson County,72,Watterson Elementary,275072,A1,27,11.2
20212022,56,JEFFERSON,275,Jefferson County,73,Seneca High,275073,A1,88,11.7
20212022,56,JEFFERSON,275,Jefferson County,75,Pleasure Ridge Park High,275075,A1,94,13.9
20212022,56,JEFFERSON,275,Jefferson County,76,Indian Trail Elementary,275076,A1,26,11.0
20212022,56,JEFFERSON,275,Jefferson County,77,Westport Middle,275077,A1,84,10.4
20212022,56,JEFFERSON,275,Jefferson County,78,Zachary Taylor Elementary,275078,A1,23,11.2
20212022,56,JEFFERSON,275,Jefferson County,79,Kerrick Elementary,275079,A1,23,7.2
20212022,56,JEFFERSON,275,Jefferson County,81,Rangeland Elementary,275081,A1,25,7.2
20212022,56,JEFFERSON,275,Jefferson County,82,Dixie Elementary,275082,A1,20,12.9
20212022,56,JEFFERSON,275,Jefferson County,83,Cochrane Elementary,275083,A1,29,10.1
20212022,56,JEFFERSON,275,Jefferson County,84,Western High,275084,A1,58,8.2
20212022,56,JEFFERSON,275,Jefferson County,85,Robert Frost Sixth-Grade Academy,275085,A1,25,11.4
20212022,56,JEFFERSON,275,Jefferson County,86,Sanders Elementary,275086,A1,23,9.5
20212022,56,JEFFERSON,275,Jefferson County,87,Smyrna Elementary School,275087,A1,26,9.8
20212022,56,JEFFERSON,275,Jefferson County,90,Thomas Jefferson Middle,275090,A1,60,6.7
20212022,56,JEFFERSON,275,Jefferson County,91,Blue Lick Elementary,275091,A1,26,10.2
20212022,56,JEFFERSON,275,Jefferson County,92,Crums Lane Elementary,275092,A1,27,13.3
20212022,56,JEFFERSON,275,Jefferson County,94,Bowen Elementary,275094,A1,38,18.3
20212022,56,JEFFERSON,275,Jefferson County,95,Hite Elementary,275095,A1,26,14.3
20212022,56,JEFFERSON,275,Jefferson County,96,Norton Elementary,275096,A1,40,17.0
20212022,56,JEFFERSON,275,Jefferson County,97,Shacklette Elementary,275097,A1,25,9.2
20212022,56,JEFFERSON,275,Jefferson County,99,Minors Lane Elementary,275099,A1,20,9.4
20212022,56,JEFFERSON,275,Jefferson County,100,Doss High,275100,A1,70,9.8
20212022,56,JEFFERSON,275,Jefferson County,102,Chancey Elementary,275102,A1,29,13.8
20212022,56,JEFFERSON,275,Jefferson County,103,Slaughter Elementary,275103,A1,33,10.9
20212022,56,JEFFERSON,275,Jefferson County,104,Trunnell Elementary,275104,A1,26,10.7
20212022,56,JEFFERSON,275,Jefferson County,105,Ballard High,275105,A1,109,14.8
20212022,56,JEFFERSON,275,Jefferson County,106,Johnsontown Road Elementary,275106,A1,19,10.9
20212022,56,JEFFERSON,275,Jefferson County,107,Luhr Elementary,275107,A1,26,17.0
20212022,56,JEFFERSON,275,Jefferson County,109,Wheeler Elementary,275109,A1,31,13.8
20212022,56,JEFFERSON,275,Jefferson County,110,Western Day Treatment,275110,A6,4,12.5
20212022,56,JEFFERSON,275,Jefferson County,115,Gutermuth Elementary,275115,A1,21,13.1
20212022,56,JEFFERSON,275,Jefferson County,116,Wellington Elementary,275116,A1,25,8.8
20212022,56,JEFFERSON,275,Jefferson County,117,Wilt Elementary,275117,A1,24,12.8
20212022,56,JEFFERSON,275,Jefferson County,119,Crosby Middle,275119,A1,57,14.6
20212022,56,JEFFERSON,275,Jefferson County,121,Hartstern Elementary,275121,A1,25,10.4
20212022,56,JEFFERSON,275,Jefferson County,124,U of L PACT Program,275124,A3,2,10.5
20212022,56,JEFFERSON,275,Jefferson County,126,Layne Elementary,275126,A1,21,11.1
20212022,56,JEFFERSON,275,Jefferson County,127,Auburndale Elementary,275127,A1,31,11.3
20212022,56,JEFFERSON,275,Jefferson County,128,Price Elementary,275128,A1,27,8.6
20212022,56,JEFFERSON,275,Jefferson County,129,Breckinridge Metropolitan High,275129,A5,25,15.8
20212022,56,JEFFERSON,275,Jefferson County,131,Eisenhower Elementary,275131,A1,30,14.2
20212022,56,JEFFERSON,275,Jefferson County,133,Lassiter Middle,275133,A1,57,10.2
20212022,56,JEFFERSON,275,Jefferson County,134,Klondike Lane Elementary,275134,A1,26,11.6
20212022,56,JEFFERSON,275,Jefferson County,138,Louisville Day,275138,A6,6,12.2
20212022,56,JEFFERSON,275,Jefferson County,144,Stuart Academy,275144,A1,52,8.2
20212022,56,JEFFERSON,275,Jefferson County,145,Laukhuf Elementary,275145,A1,29,13.3
20212022,56,JEFFERSON,275,Jefferson County,146,Lowe Elementary,275146,A1,31,17.6
20212022,56,JEFFERSON,275,Jefferson County,147,Mill Creek Elementary,275147,A1,25,7.3
20212022,56,JEFFERSON,275,Jefferson County,149,Blake Elementary,275149,A1,27,6.9
20212022,56,JEFFERSON,275,Jefferson County,155,Marion C. Moore School,275155,A1,134,9.5
20212022,56,JEFFERSON,275,Jefferson County,156,Dunn Elementary,275156,A1,24,16.3
20212022,56,JEFFERSON,275,Jefferson County,162,Kammerer Middle,275162,A1,49,13.2
20212022,56,JEFFERSON,275,Jefferson County,163,Knight Middle,275163,A1,27,7.1
20212022,56,JEFFERSON,275,Jefferson County,164,Conway Middle,275164,A1,46,10.8
20212022,56,JEFFERSON,275,Jefferson County,165,J. Graham Brown School,275165,A1,48,14.9
20212022,56,JEFFERSON,275,Jefferson County,166,Jeffersontown Elementary,275166,A1,37,12.6
20212022,56,JEFFERSON,275,Jefferson County,167,Carrithers Middle,275167,A1,40,10.9
20212022,56,JEFFERSON,275,Jefferson County,175,Alex R. Kennedy Elementary,275175,A1,18,12.3
20212022,56,JEFFERSON,275,Jefferson County,179,Central High Magnet Career Academy,275179,A1,85,14.7
20212022,56,JEFFERSON,275,Jefferson County,182,Wheatley Elementary,275182,A1,25,8.8
20212022,56,JEFFERSON,275,Jefferson County,183,Binet School,275183,A3,10,10.4
20212022,56,JEFFERSON,275,Jefferson County,185,Atkinson Academy,275185,A1,24,7.5
20212022,56,JEFFERSON,275,Jefferson County,186,Newcomer Academy,275186,A5,45,12.0
20212022,56,JEFFERSON,275,Jefferson County,191,W.E.B. DuBois Academy,275191,A5,38,9.7
20212022,56,JEFFERSON,275,Jefferson County,193,Mary Jo and William MacDonald Maryhurst,275193,A6,13,9.6
20212022,56,JEFFERSON,275,Jefferson County,200,duPont Manual High,275200,A1,116,16.9
20212022,56,JEFFERSON,275,Jefferson County,201,The Phoenix School of Discovery,275201,A5,41,13.1
20212022,56,JEFFERSON,275,Jefferson County,202,Minor Daniels Academy,275202,A5,23,11.3
20212022,56,JEFFERSON,275,Jefferson County,211,Stopher Elementary,275211,A1,39,16.0
20212022,56,JEFFERSON,275,Jefferson County,212,Farmer Elementary,275212,A1,39,16.7
20212022,56,JEFFERSON,275,Jefferson County,219,Ramsey Middle,275219,A1,58,9.0
20212022,56,JEFFERSON,275,Jefferson County,220,Bellewood,275220,A6,5,11.6
20212022,56,JEFFERSON,275,Jefferson County,221,Brooklawn,275221,A6,18,14.2
20212022,56,JEFFERSON,275,Jefferson County,222,Westport Early Childhood Center,275222,A4,12,9.9
20212022,56,JEFFERSON,275,Jefferson County,225,Bloom Elementary,275225,A1,29,18.7
20212022,56,JEFFERSON,275,Jefferson County,240,Engelhard Elementary,275240,A1,18,9.5
20212022,56,JEFFERSON,275,Jefferson County,243,Byck Elementary,275243,A1,16,7.8
20212022,56,JEFFERSON,275,Jefferson County,250,Field Elementary,275250,A1,22,15.9
20212022,56,JEFFERSON,275,Jefferson County,260,Brandeis Elementary,275260,A1,28,12.3
20212022,56,JEFFERSON,275,Jefferson County,270,Foster Traditional Academy,275270,A1,28,13.0
20212022,56,JEFFERSON,275,Jefferson County,290,Frayser Elementary,275290,A1,18,8.0
20212022,56,JEFFERSON,275,Jefferson County,300,Hazelwood Elementary,275300,A1,29,7.1
20212022,56,JEFFERSON,275,Jefferson County,320,Highland Middle,275320,A1,49,11.5
20212022,56,JEFFERSON,275,Jefferson County,323,Cochran Elementary,275323,A1,21,7.0
20212022,56,JEFFERSON,275,Jefferson County,325,Jacob Elementary,275325,A1,23,10.8
20212022,56,JEFFERSON,275,Jefferson County,335,Iroquois High,275335,A1,79,11.6
20212022,56,JEFFERSON,275,Jefferson County,340,Meyzeek Middle,275340,A1,54,13.9
20212022,56,JEFFERSON,275,Jefferson County,371,Norton Commons Elementary,275371,A1,33,13.3
20212022,56,JEFFERSON,275,Jefferson County,374,Young Elementary,275374,A1,18,6.8
20212022,56,JEFFERSON,275,Jefferson County,396,Jefferson County Traditional Middle,275396,A1,49,17.8
20212022,56,JEFFERSON,275,Jefferson County,432,King Elementary,275432,A1,18,12.3
20212022,56,JEFFERSON,275,Jefferson County,435,Noe Middle,275435,A1,72,15.2
20212022,56,JEFFERSON,275,Jefferson County,440,Mcferran Preparatory Academy,275440,A1,40,7.7
20212022,56,JEFFERSON,275,Jefferson County,456,Ackerly,275456,A6,2,15.5
20212022,56,JEFFERSON,275,Jefferson County,458,Mary Ryan Academy,275458,A3,6,13.2
20212022,56,JEFFERSON,275,Jefferson County,463,Jefferson Regional Juvenile Detention Ce,275463,A6,1,18.0
20212022,56,JEFFERSON,275,Jefferson County,465,Heuser Hearing & Language Academy,275465,A3,5,7.8
20212022,56,JEFFERSON,275,Jefferson County,470,Johnson Traditional Middle,275470,A1,43,11.1
20212022,56,JEFFERSON,275,Jefferson County,480,Maupin Elementary,275480,A1,19,5.3
20212022,56,JEFFERSON,275,Jefferson County,500,Portland Elementary,275500,A1,18,6.1
20212022,56,JEFFERSON,275,Jefferson County,520,Lincoln Elementary Performing Arts,275520,A1,29,12.0
20212022,56,JEFFERSON,275,Jefferson County,560,Rutherford Elementary,275560,A1,20,7.0
20212022,56,JEFFERSON,275,Jefferson County,580,Semple Elementary,275580,A1,32,9.7
20212022,56,JEFFERSON,275,Jefferson County,590,The Academy @ Shawnee,275590,A1,45,9.6
20212022,56,JEFFERSON,275,Jefferson County,610,Shelby Traditional Academy,275610,A1,33,10.2
20212022,56,JEFFERSON,275,Jefferson County,620,Frederick Law Olmsted Academy North,275620,A1,44,9.3
20212022,56,JEFFERSON,275,Jefferson County,660,Coleridge-Taylor Montessori Elementary,275660,A1,20,5.4
20212022,56,JEFFERSON,275,Jefferson County,680,Carter Traditional Elementary,275680,A1,30,12.9
20212022,56,JEFFERSON,275,Jefferson County,710,Western Middle School for the Arts,275710,A1,51,9.9
20212022,56,JEFFERSON,275,Jefferson County,720,Kennedy Montessori Elementary,275720,A1,24,8.3
20212022,56,JEFFERSON,275,Jefferson County,730,Frederick Law Olmsted Academy South,275730,A1,51,12.2
20212022,56,JEFFERSON,275,Jefferson County,769,Home of the Innocents School,275769,A6,7,15.3
20212022,56,JEFFERSON,275,Jefferson County,784,Peace Academy,275784,A6,21,15.0
20212022,56,JEFFERSON,275,Jefferson County,800,Grace M. James Academy of Excellence,275800,A5,21,5.1
20212022,56,JEFFERSON,275,Jefferson County,917,Churchill Park School,275917,A3,21,8.1
20212022,56,JEFFERSON,275,Jefferson County,919,George Unseld Early Childhood Center,275919,A4,15,8.3
20212022,56,JEFFERSON,275,Jefferson County,920,Ahrens Educational Resource Center,275920,A3,3,13.3
20212022,56,JEFFERSON,275,Jefferson County,951,Pathfinder School of Innovation,275951,A5,42,12.9
20212022,67,LETCHER,276,Jenkins Independent,11,Jenkins Independent School,276011,A1,25,8.5
20212022,57,JESSAMINE,281,Jessamine County,18,Hattie C. Warner Elementary School,281018,A1,32,9.9
20212022,57,JESSAMINE,281,Jessamine County,19,West Jessamine High School,281019,A1,93,11.5
20212022,57,JESSAMINE,281,Jessamine County,21,East Jessamine High School,281021,A1,69,10.8
20212022,57,JESSAMINE,281,Jessamine County,22,Jessamine Early Learning Village,281022,A1,38,7.4
20212022,57,JESSAMINE,281,Jessamine County,23,The Providence School,281023,A5,31,8.7
20212022,57,JESSAMINE,281,Jessamine County,24,Jessamine Career and Technology Center,281024,A2,29,13.4
20212022,57,JESSAMINE,281,Jessamine County,25,East Jessamine Middle School,281025,A1,66,8.0
20212022,57,JESSAMINE,281,Jessamine County,26,West Jessamine Middle School,281026,A1,56,10.3
20212022,57,JESSAMINE,281,Jessamine County,30,Ashgrove Academy,281030,A6,2,19.5
20212022,57,JESSAMINE,281,Jessamine County,40,Red Oak Elementary School,281040,A1,27,12.0
20212022,57,JESSAMINE,281,Jessamine County,50,Nicholasville Elementary School,281050,A1,26,11.5
20212022,57,JESSAMINE,281,Jessamine County,60,Rosenwald Dunbar Elementary School,281060,A1,30,11.6
20212022,57,JESSAMINE,281,Jessamine County,70,Brookside Elementary School,281070,A1,30,12.7
20212022,57,JESSAMINE,281,Jessamine County,90,Wilmore Elementary School,281090,A1,29,13.4
20212022,58,JOHNSON,285,Johnson County,50,Johnson County Eagle Academy,285050,A5,2,20.0
20212022,58,JOHNSON,285,Johnson County,60,Johnson County Middle School,285060,A1,39,13.7
20212022,58,JOHNSON,285,Johnson County,75,Central Elementary School,285075,A1,23,10.1
20212022,58,JOHNSON,285,Johnson County,100,Flat Gap Elementary School,285100,A1,15,12.1
20212022,58,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,A1,75,13.5
20212022,58,JOHNSON,285,Johnson County,250,Porter Elementary School,285250,A1,18,11.1
20212022,58,JOHNSON,285,Johnson County,320,W R Castle Memorial Elementary School,285320,A1,23,13.7
20212022,58,JOHNSON,285,Johnson County,340,Highland Elementary School,285340,A1,24,11.0
20212022,59,KENTON,291,Kenton County,5,Beechgrove Elementary School,291005,A1,36,12.0
20212022,59,KENTON,291,Kenton County,6,River Ridge Elementary School,291006,A1,54,13.1
20212022,59,KENTON,291,Kenton County,20,James A Caywood Elementary School,291020,A1,31,12.4
20212022,59,KENTON,291,Kenton County,40,Dixie Heights High School,291040,A1,71,13.1
20212022,59,KENTON,291,Kenton County,45,R C Hinsdale Elementary School,291045,A1,29,16.4
20212022,59,KENTON,291,Kenton County,50,Kenton Elementary School,291050,A1,33,12.0
20212022,59,KENTON,291,Kenton County,55,Northern Ky Youth Dev Center,291055,A6,2,21.5
20212022,59,KENTON,291,Kenton County,60,Ft Wright Elementary School,291060,A1,31,11.0
20212022,59,KENTON,291,Kenton County,70,Piner Elementary School,291070,A1,17,15.2
20212022,59,KENTON,291,Kenton County,80,Ryland Heights Elementary School,291080,A1,24,16.9
20212022,59,KENTON,291,Kenton County,90,Simon Kenton High School,291090,A1,87,14.4
20212022,59,KENTON,291,Kenton County,100,Taylor Mill Elementary School,291100,A1,27,10.4
20212022,59,KENTON,291,Kenton County,103,Turkey Foot Middle School,291103,A1,55,11.8
20212022,59,KENTON,291,Kenton County,105,Twenhofel Middle School,291105,A1,43,13.5
20212022,59,KENTON,291,Kenton County,108,Woodland Middle School,291108,A1,40,11.0
20212022,59,KENTON,291,Kenton County,120,Scott High School,291120,A1,57,12.5
20212022,59,KENTON,291,Kenton County,475,Summit View Academy,291475,A1,86,11.9
20212022,59,KENTON,291,Kenton County,495,White's Tower Elementary School,291495,A1,35,10.6
20212022,60,KNOTT,295,Knott County,35,Beaver Creek Elementary School,295035,A1,14,11.0
20212022,60,KNOTT,295,Knott County,100,Carr Creek Elementary School,295100,A1,21,13.7
20212022,60,KNOTT,295,Knott County,150,Cordia School,295150,A1,14,7.4
20212022,60,KNOTT,295,Knott County,210,Emmalena Elementary School,295210,A1,12,14.4
20212022,60,KNOTT,295,Knott County,230,Hindman Elementary School,295230,A1,26,10.1
20212022,60,KNOTT,295,Knott County,255,Jones Fork Elementary School,295255,A1,9,10.6
20212022,60,KNOTT,295,Knott County,265,Knott County Central High School,295265,A1,38,15.5
20212022,61,KNOX,301,Knox County,22,Knox Appalachian School,301022,A6,5,17.0
20212022,61,KNOX,301,Knox County,23,Knox County Middle School,301023,A1,30,12.9
20212022,61,KNOX,301,Knox County,71,Central Elementary School,301071,A1,24,11.0
20212022,61,KNOX,301,Knox County,140,Knox County Day Treatment,301140,A6,2,19.5
20212022,61,KNOX,301,Knox County,150,Knox County Learning Academy,301150,A5,4,11.5
20212022,61,KNOX,301,Knox County,170,Dewitt Elementary School,301170,A1,8,8.4
20212022,61,KNOX,301,Knox County,240,Flat Lick Elementary School,301240,A1,12,8.2
20212022,61,KNOX,301,Knox County,260,Girdler Elementary School,301260,A1,20,7.7
20212022,61,KNOX,301,Knox County,320,G R Hampton Elementary School,301320,A1,17,11.4
20212022,61,KNOX,301,Knox County,410,Knox Central High School,301410,A1,47,12.4
20212022,61,KNOX,301,Knox County,430,Jesse D Lay Elementary School,301430,A1,21,16.7
20212022,61,KNOX,301,Knox County,450,Lynn Camp Schools,301450,A1,62,9.0
20212022,62,LARUE,305,LaRue County,5,Preschool on College Street,305005,A4,4,3.0
20212022,62,LARUE,305,LaRue County,15,Abraham Lincoln Elementary School,305015,A1,25,16.1
20212022,62,LARUE,305,LaRue County,30,Hodgenville Elementary School,305030,A1,30,14.3
20212022,62,LARUE,305,LaRue County,40,LaRue County High School,305040,A1,44,13.5
20212022,62,LARUE,305,LaRue County,45,LaRue County Middle School,305045,A1,32,14.1
20212022,62,LARUE,305,LaRue County,100,The Life Connection,305100,A6,4,16.8
20212022,63,LAUREL,311,Laurel County,10,London Elementary School,311010,A1,32,10.3
20212022,63,LAUREL,311,Laurel County,16,McDaniel Learning Center,311016,A5,3,20.0
20212022,63,LAUREL,311,Laurel County,18,Wyan-Pine Grove Elementary,311018,A1,29,9.4
20212022,63,LAUREL,311,Laurel County,19,Laurel County Virtual Academy,311019,A5,1,9.0
20212022,63,LAUREL,311,Laurel County,30,Bush Elementary School,311030,A1,27,13.7
20212022,63,LAUREL,311,Laurel County,40,South Laurel Middle School,311040,A1,61,12.3
20212022,63,LAUREL,311,Laurel County,50,Laurel County Day Treatment,311050,A6,4,18.3
20212022,63,LAUREL,311,Laurel County,55,Camp Ground Elementary School,311055,A1,17,17.2
20212022,63,LAUREL,311,Laurel County,60,Laurel Co Schools Center for Innovation,311060,A2,6,7.3
20212022,63,LAUREL,311,Laurel County,70,Colony Elementary School,311070,A1,19,12.1
20212022,63,LAUREL,311,Laurel County,130,Hazel Green Elementary School,311130,A1,19,14.9
20212022,63,LAUREL,311,Laurel County,165,Johnson Elementary School,311165,A1,16,10.8
20212022,63,LAUREL,311,Laurel County,175,Hunter Hills Elementary School,311175,A1,33,8.6
20212022,63,LAUREL,311,Laurel County,180,Keavy Elementary School,311180,A1,15,9.9
20212022,63,LAUREL,311,Laurel County,200,North Laurel Middle School,311200,A1,59,10.7
20212022,63,LAUREL,311,Laurel County,205,North Laurel High School,311205,A1,80,11.9
20212022,63,LAUREL,311,Laurel County,210,South Laurel High School,311210,A1,59,10.1
20212022,63,LAUREL,311,Laurel County,420,Sublimity Elementary School,311420,A1,19,8.9
20212022,63,LAUREL,311,Laurel County,430,Cold Hill Elementary School,311430,A1,17,12.7
20212022,64,LAWRENCE,315,Lawrence County,20,Louisa East Elementary School,315020,A1,24,12.5
20212022,64,LAWRENCE,315,Lawrence County,21,Louisa West Elementary School,315021,A1,17,7.5
20212022,64,LAWRENCE,315,Lawrence County,30,Blaine Elementary School,315030,A1,22,8.8
20212022,64,LAWRENCE,315,Lawrence County,150,Fallsburg Elementary School,315150,A1,24,9.5
20212022,64,LAWRENCE,315,Lawrence County,200,Louisa Middle School,315200,A1,32,10.7
20212022,64,LAWRENCE,315,Lawrence County,260,Lawrence County High School,315260,A1,55,11.0
20212022,65,LEE,321,Lee County,60,Lee County Middle High School,321060,A1,31,12.3
20212022,65,LEE,321,Lee County,100,Lee County Elementary School,321100,A1,25,11.2
20212022,66,LESLIE,325,Leslie County,280,Hayes Lewis Elementary School,325280,A1,7,14.4
20212022,66,LESLIE,325,Leslie County,300,Mountain View Elementary,325300,A1,16,14.6
20212022,66,LESLIE,325,Leslie County,350,Leslie County High School,325350,A1,25,14.2
20212022,66,LESLIE,325,Leslie County,420,W B Muncy Elementary School,325420,A1,10,13.8
20212022,66,LESLIE,325,Leslie County,570,Stinnett Elementary School,325570,A1,17,16.7
20212022,67,LETCHER,331,Letcher County,50,Letcher Elementary & Middle School,331050,A1,22,11.2
20212022,67,LETCHER,331,Letcher County,55,Letcher County Alternative Education Ctr,331055,A5,1,8.0
20212022,67,LETCHER,331,Letcher County,56,Letcher County Central High School,331056,A1,51,11.6
20212022,67,LETCHER,331,Letcher County,210,Arlie Boggs Elementary School,331210,A1,9,12.4
20212022,67,LETCHER,331,Letcher County,250,Fleming Neon Middle School,331250,A1,10,11.9
20212022,67,LETCHER,331,Letcher County,380,Cowan Elementary School,331380,A1,16,13.5
20212022,67,LETCHER,331,Letcher County,425,Martha Jane Potter Elementary School,331425,A1,21,8.2
20212022,67,LETCHER,331,Letcher County,650,West Whitesburg Elementary School,331650,A1,27,13.0
20212022,67,LETCHER,331,Letcher County,710,Whitesburg Middle School,331710,A1,14,17.1
20212022,68,LEWIS,335,Lewis County,40,Garrison Elementary School,335040,A1,17,12.7
20212022,68,LEWIS,335,Lewis County,90,Laurel Elementary School,335090,A1,6,14.5
20212022,68,LEWIS,335,Lewis County,95,Lewis County Central Elementary School,335095,A1,29,12.2
20212022,68,LEWIS,335,Lewis County,100,Lewis County Middle School,335100,A1,22,13.7
20212022,68,LEWIS,335,Lewis County,120,Lewis County High School,335120,A1,44,9.9
20212022,68,LEWIS,335,Lewis County,140,Tollesboro Elementary School,335140,A1,17,9.3
20212022,69,LINCOLN,341,Lincoln County,40,Crab Orchard Elementary School,341040,A1,17,8.2
20212022,69,LINCOLN,341,Lincoln County,50,Highland Elementary School,341050,A1,13,14.3
20212022,69,LINCOLN,341,Lincoln County,65,Lincoln County Middle School,341065,A1,43,10.0
20212022,69,LINCOLN,341,Lincoln County,70,Hustonville Elementary School,341070,A1,24,14.0
20212022,69,LINCOLN,341,Lincoln County,95,Lincoln County High School,341095,A1,59,10.7
