SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,SCHOOL TYPE,TOTAL YEARS EXPERIENCE,EDUCATOR COUNT,AVERAGE YEARS OF EXPERIENCE
20222023,031,EDMONSON,151,Edmonson County,022,Edmonson County 5/6 Center,151022,031151022,210162001985,GRREC,902,A1,206,16,12.88
20222023,031,EDMONSON,151,Edmonson County,050,Edmonson County Middle School,151050,031151050,210162000321,GRREC,902,A1,345,24,14.38
20222023,031,EDMONSON,151,Edmonson County,060,Edmonson County High School,151060,031151060,210162001442,GRREC,902,A1,497,40,12.43
20222023,031,EDMONSON,151,Edmonson County,080,Kyrock Elementary School,151080,031151080,210162000322,GRREC,902,A1,237,19,12.47
20222023,047,HARDIN,152,Elizabethtown Independent,"",---District Total---,152,"","",GRREC,902,"",1902,153,12.43
20222023,047,HARDIN,152,Elizabethtown Independent,010,Elizabethtown High School,152010,047152010,210165000323,GRREC,902,A1,778,51,15.25
20222023,047,HARDIN,152,Elizabethtown Independent,015,Helmwood Heights Elementary School,152015,047152015,210165000324,GRREC,902,A1,201,22,9.14
20222023,047,HARDIN,152,Elizabethtown Independent,020,Morningside Elementary School,152020,047152020,210165000325,GRREC,902,A1,358,24,14.92
20222023,047,HARDIN,152,Elizabethtown Independent,025,Panther Academy,152025,047152025,210165002319,GRREC,902,A1,137,11,12.45
20222023,047,HARDIN,152,Elizabethtown Independent,035,Talton K Stone Middle School,152035,047152035,210165000326,GRREC,902,A1,323,38,8.5
20222023,047,HARDIN,152,Elizabethtown Independent,041,Valley View Education Center,152041,047152041,210165002355,GRREC,902,A5,66,5,13.2
20222023,047,HARDIN,152,Elizabethtown Independent,045,Glen Dale Center,152045,047152045,210165002246,GRREC,902,A6,39,2,19.5
20222023,032,ELLIOTT,155,Elliott County,"",---District Total---,155,"","",KEDC,903,"",837,76,11.01
20222023,032,ELLIOTT,155,Elliott County,100,Elliott County Primary School,155100,032155100,210168002505,KEDC,903,A1,138,13,10.62
20222023,032,ELLIOTT,155,Elliott County,270,Elliott County Intermediate School,155270,032155270,210168000330,KEDC,903,A1,211,15,14.07
20222023,032,ELLIOTT,155,Elliott County,275,Elliott County Middle School,155275,032155275,210168002504,KEDC,903,A1,211,22,9.59
20222023,032,ELLIOTT,155,Elliott County,280,Elliott County High School,155280,032155280,210168000331,KEDC,903,A1,277,26,10.65
20222023,052,HENRY,156,Eminence Independent,"",---District Total---,156,"","",OVEC,906,"",678,63,10.76
20222023,052,HENRY,156,Eminence Independent,010,Eminence High School,156010,052156010,210171000332,OVEC,906,A1,478,39,12.26
20222023,052,HENRY,156,Eminence Independent,020,Eminence Elementary School,156020,052156020,210171000333,OVEC,906,A1,183,23,7.96
20222023,052,HENRY,156,Eminence Independent,025,Bluegrass Challenge Academy,156025,052156025,210171002455,OVEC,906,A5,17,1,17
20222023,059,KENTON,157,Erlanger-Elsmere Independent,"",---District Total---,157,"","",NKCES,905,"",1575,155,10.16
20222023,059,KENTON,157,Erlanger-Elsmere Independent,003,Lindeman Elementary School,157003,059157003,210174000334,NKCES,905,A1,326,18,18.11
20222023,059,KENTON,157,Erlanger-Elsmere Independent,005,Arnett Elementary School,157005,059157005,210174000335,NKCES,905,A1,66,16,4.13
20222023,059,KENTON,157,Erlanger-Elsmere Independent,010,Howell Elementary School,157010,059157010,210174000336,NKCES,905,A1,133,18,7.39
20222023,059,KENTON,157,Erlanger-Elsmere Independent,030,Lloyd High School,157030,059157030,210174000337,NKCES,905,A1,452,44,10.27
20222023,059,KENTON,157,Erlanger-Elsmere Independent,050,Miles Elementary School,157050,059157050,210174000338,NKCES,905,A1,113,15,7.53
20222023,059,KENTON,157,Erlanger-Elsmere Independent,060,Tichenor Middle School,157060,059157060,210174000339,NKCES,905,A1,397,38,10.45
20222023,059,KENTON,157,Erlanger-Elsmere Independent,061,Bartlett Educational Center,157061,059157061,210174002313,NKCES,905,A5,88,6,14.67
20222023,033,ESTILL,161,Estill County,"",---District Total---,161,"","",SESC,907,"",1215,123,9.88
20222023,033,ESTILL,161,Estill County,011,Estill Springs Elementary,161011,033161011,210176001746,SESC,907,A1,212,21,10.1
20222023,033,ESTILL,161,Estill County,085,Estill County Middle School,161085,033161085,210176000341,SESC,907,A1,310,31,10
20222023,033,ESTILL,161,Estill County,090,Estill County High School,161090,033161090,210176000342,SESC,907,A1,451,41,11
20222023,033,ESTILL,161,Estill County,220,South Irvine Early Learning Center,161220,033161220,210176000345,SESC,907,A4,54,9,6
20222023,033,ESTILL,161,Estill County,280,West Irvine Elementary,161280,033161280,210176000346,SESC,907,A1,188,21,8.95
20222023,010,BOYD,162,Fairview Independent,"",---District Total---,162,"","",KEDC,903,"",471,53,8.89
20222023,010,BOYD,162,Fairview Independent,011,Fairview Elementary School,162011,010162011,210180001889,KEDC,903,A1,249,24,10.38
20222023,010,BOYD,162,Fairview Independent,020,Fairview High School,162020,010162020,210180000348,KEDC,903,A1,222,29,7.66
20222023,034,FAYETTE,165,Fayette County,"",---District Total---,165,"","",CKEC,901,"",33086,2612,12.67
20222023,034,FAYETTE,165,Fayette County,005,Arlington Elementary School,165005,034165005,210186000350,CKEC,901,A1,208,25,8.32
20222023,034,FAYETTE,165,Fayette County,007,Ashland Elementary School,165007,034165007,210186000351,CKEC,901,A1,243,20,12.15
20222023,034,FAYETTE,165,Fayette County,012,Veterans Park Elementary School,165012,034165012,210186001421,CKEC,901,A1,627,41,15.29
20222023,034,FAYETTE,165,Fayette County,015,Beaumont Middle School,165015,034165015,210186000353,CKEC,901,A1,795,53,15
20222023,034,FAYETTE,165,Fayette County,018,Scapa At Bluegrass,165018,034165018,210186000354,CKEC,901,A1,453,27,16.78
20222023,034,FAYETTE,165,Fayette County,021,Martin L King Acad for Excellence Alt,165021,034165021,210186001848,CKEC,901,A5,408,27,15.11
20222023,034,FAYETTE,165,Fayette County,025,Crawford Middle School,165025,034165025,210186000357,CKEC,901,A1,586,55,10.65
20222023,034,FAYETTE,165,Fayette County,030,Bryan Station Middle School,165030,034165030,210186000358,CKEC,901,A1,712,47,15.15
20222023,034,FAYETTE,165,Fayette County,032,Cassidy Elementary School,165032,034165032,210186000359,CKEC,901,A1,495,39,12.69
20222023,034,FAYETTE,165,Fayette County,034,Edythe Jones Hayes Middle School,165034,034165034,210186001957,CKEC,901,A1,1004,72,13.94
20222023,034,FAYETTE,165,Fayette County,035,Deep Springs Elementary School,165035,034165035,210186000360,CKEC,901,A1,278,30,9.27
20222023,034,FAYETTE,165,Fayette County,036,Dixie Elementary Magnet School,165036,034165036,210186000361,CKEC,901,A1,400,30,13.33
20222023,034,FAYETTE,165,Fayette County,037,Garden Springs Elementary School,165037,034165037,210186000362,CKEC,901,A1,342,23,14.87
20222023,034,FAYETTE,165,Fayette County,038,Harrison Elementary School,165038,034165038,210186000363,CKEC,901,A1,158,14,11.29
20222023,034,FAYETTE,165,Fayette County,039,Henry Clay High School,165039,034165039,210186000364,CKEC,901,A1,2077,127,16.35
20222023,034,FAYETTE,165,Fayette County,045,Athens-Chilesburg Elementary,165045,034165045,210186001987,CKEC,901,A1,424,29,14.62
20222023,034,FAYETTE,165,Fayette County,052,Rosa Parks Elementary School,165052,034165052,210186001422,CKEC,901,A1,485,36,13.47
20222023,034,FAYETTE,165,Fayette County,054,The Stables,165054,034165054,210186002320,CKEC,901,A5,32,4,8
20222023,034,FAYETTE,165,Fayette County,055,Booker T Washington Elementary School,165055,034165055,210186002426,CKEC,901,A1,136,16,8.5
20222023,034,FAYETTE,165,Fayette County,056,William Wells Brown Elementary,165056,034165056,210186002199,CKEC,901,A1,157,18,8.72
20222023,034,FAYETTE,165,Fayette County,057,Liberty Elementary,165057,034165057,210186002207,CKEC,901,A1,469,34,13.79
20222023,034,FAYETTE,165,Fayette County,058,Sandersville Elementary,165058,034165058,210186002189,CKEC,901,A1,587,39,15.05
20222023,034,FAYETTE,165,Fayette County,059,Wellington Elementary,165059,034165059,210186002247,CKEC,901,A1,385,33,11.67
20222023,034,FAYETTE,165,Fayette County,060,Lafayette High School,165060,034165060,210186000367,CKEC,901,A1,1765,143,12.34
20222023,034,FAYETTE,165,Fayette County,062,Lansdowne Elementary School,165062,034165062,210186000368,CKEC,901,A1,386,35,11.03
20222023,034,FAYETTE,165,Fayette County,065,Leestown Middle School,165065,034165065,210186000369,CKEC,901,A1,941,69,13.64
20222023,034,FAYETTE,165,Fayette County,066,Family Care Center,165066,034165066,210186002325,CKEC,901,A5,85,4,21.25
20222023,034,FAYETTE,165,Fayette County,067,Lexington Trad Magnet School,165067,034165067,210186000370,CKEC,901,A1,250,31,8.06
20222023,034,FAYETTE,165,Fayette County,068,Locust Trace AgriScience Center,165068,034165068,210186002362,CKEC,901,A2,192,15,12.8
20222023,034,FAYETTE,165,Fayette County,072,Madeline M Breckinridge Elem School,165072,034165072,210186000372,CKEC,901,A1,254,37,6.86
20222023,034,FAYETTE,165,Fayette County,074,Maxwell Spanish Immersion Elem School,165074,034165074,210186000373,CKEC,901,A1,547,32,17.09
20222023,034,FAYETTE,165,Fayette County,076,Morton Middle School,165076,034165076,210186000374,CKEC,901,A1,600,47,12.77
20222023,034,FAYETTE,165,Fayette County,077,Northern Elementary School,165077,034165077,210186000375,CKEC,901,A1,256,26,9.85
20222023,034,FAYETTE,165,Fayette County,079,Fayette County Preschool Center,165079,034165079,210186002337,CKEC,901,A4,54,4,13.5
20222023,034,FAYETTE,165,Fayette County,080,Picadome Elementary School,165080,034165080,210186000376,CKEC,901,A1,296,27,10.96
20222023,034,FAYETTE,165,Fayette County,081,Southern Elementary School,165081,034165081,210186000377,CKEC,901,A1,341,28,12.18
20222023,034,FAYETTE,165,Fayette County,082,Squires Elementary School,165082,034165082,210186001584,CKEC,901,A1,404,24,16.83
20222023,034,FAYETTE,165,Fayette County,085,Stonewall Elementary School,165085,034165085,210186000378,CKEC,901,A1,527,36,14.64
20222023,034,FAYETTE,165,Fayette County,090,Russell Cave Elementary School,165090,034165090,210186000380,CKEC,901,A1,131,15,8.73
20222023,034,FAYETTE,165,Fayette County,095,Tates Creek Elementary School,165095,034165095,210186000381,CKEC,901,A1,323,37,8.73
20222023,034,FAYETTE,165,Fayette County,098,Coventry Oak Elementary,165098,034165098,210186002433,CKEC,901,A1,148,31,4.77
20222023,034,FAYETTE,165,Fayette County,099,Garrett Morgan Elementary,165099,034165099,210186002435,CKEC,901,A1,328,35,9.37
20222023,034,FAYETTE,165,Fayette County,100,Tates Creek Middle School,165100,034165100,210186000382,CKEC,901,A1,687,61,11.26
20222023,034,FAYETTE,165,Fayette County,105,Tates Creek High School,165105,034165105,210186000383,CKEC,901,A1,1207,104,11.61
20222023,034,FAYETTE,165,Fayette County,106,Rise STEM Academy for Girls,165106,034165106,210186002513,CKEC,901,A5,72,12,6
20222023,034,FAYETTE,165,Fayette County,120,Clays Mill Elementary School,165120,034165120,210186000384,CKEC,901,A1,591,32,18.47
20222023,034,FAYETTE,165,Fayette County,125,Frederick Douglass High School,165125,034165125,210186002459,CKEC,901,A1,959,86,11.15
20222023,034,FAYETTE,165,Fayette County,130,STEAM Academy,165130,034165130,210186002341,CKEC,901,A5,237,20,11.85
20222023,034,FAYETTE,165,Fayette County,133,Success Academy,165133,034165133,210186002463,CKEC,901,A5,293,19,15.42
20222023,034,FAYETTE,165,Fayette County,140,Yates Elementary School,165140,034165140,210186000385,CKEC,901,A1,183,24,7.63
20222023,034,FAYETTE,165,Fayette County,150,Glendover Elementary School,165150,034165150,210186000386,CKEC,901,A1,489,30,16.3
20222023,034,FAYETTE,165,Fayette County,160,Meadowthorpe Elementary School,165160,034165160,210186000387,CKEC,901,A1,276,26,10.62
20222023,034,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,034165170,210186000388,CKEC,901,A1,1374,109,12.61
20222023,034,FAYETTE,165,Fayette County,180,Mary Todd Elementary School,165180,034165180,210186000389,CKEC,901,A1,207,20,10.35
20222023,034,FAYETTE,165,Fayette County,190,James Lane Allen Elementary School,165190,034165190,210186000390,CKEC,901,A1,404,29,13.93
20222023,034,FAYETTE,165,Fayette County,200,Paul Laurence Dunbar High School,165200,034165200,210186001669,CKEC,901,A1,1575,106,14.86
20222023,034,FAYETTE,165,Fayette County,225,Jessie M Clark Middle School,165225,034165225,210186000391,CKEC,901,A1,1001,66,15.17
20222023,034,FAYETTE,165,Fayette County,240,Cardinal Valley Elementary School,165240,034165240,210186000392,CKEC,901,A1,398,37,10.76
20222023,034,FAYETTE,165,Fayette County,245,Winburn Middle School,165245,034165245,210186000393,CKEC,901,A1,619,58,10.67
20222023,034,FAYETTE,165,Fayette County,255,Millcreek Elementary School,165255,034165255,210186001419,CKEC,901,A1,209,26,8.04
20222023,034,FAYETTE,165,Fayette County,270,George Washington Carver STEM Academy,165270,034165270,210186002525,CKEC,901,A5,74,12,6.17
20222023,034,FAYETTE,165,Fayette County,275,Carter G. Woodson Academy,165275,034165275,210186002323,CKEC,901,A5,344,30,11.47
20222023,034,FAYETTE,165,Fayette County,525,Southern Middle School,165525,034165525,210186000394,CKEC,901,A1,707,56,12.63
20222023,034,FAYETTE,165,Fayette County,531,Brenda Cowan Elementary,165531,034165531,210186002486,CKEC,901,A1,333,32,10.41
20222023,034,FAYETTE,165,Fayette County,620,Julius Marks Elementary School,165620,034165620,210186000395,CKEC,901,A1,280,27,10.37
20222023,034,FAYETTE,165,Fayette County,651,Audrey Grevious Center,165651,034165651,210186001480,CKEC,901,A6,49,4,12.25
20222023,034,FAYETTE,165,Fayette County,887,Fayette Pre-School,165887,034165887,210186002263,CKEC,901,A4,24,2,12
20222023,034,FAYETTE,165,Fayette County,898,Fayette County Learning Center,165898,034165898,210186002251,CKEC,901,A5,298,25,11.92
20222023,034,FAYETTE,165,Fayette County,899,Opportunity Middle College,165899,034165899,210186002242,CKEC,901,A5,92,6,15.33
20222023,034,FAYETTE,165,Fayette County,904,Southside Technical Center,165904,034165904,210186001563,CKEC,901,A2,282,12,23.5
20222023,034,FAYETTE,165,Fayette County,905,Eastside Technical Center,165905,034165905,210186001564,CKEC,901,A2,161,10,16.1
20222023,035,FLEMING,171,Fleming County,"",---District Total---,171,"","",KEDC,903,"",1974,158,12.49
20222023,035,FLEMING,171,Fleming County,020,Ewing Elementary School,171020,035171020,210192000396,KEDC,903,A1,257,22,11.68
20222023,035,FLEMING,171,Fleming County,030,Simons Middle School,171030,035171030,210192000397,KEDC,903,A1,293,25,11.72
20222023,035,FLEMING,171,Fleming County,035,Fleming County High School,171035,035171035,210192000398,KEDC,903,A1,443,41,10.8
20222023,035,FLEMING,171,Fleming County,040,Flemingsburg Elementary School,171040,035171040,210192000399,KEDC,903,A1,408,33,12.36
20222023,035,FLEMING,171,Fleming County,050,E P Ward Elementary School,171050,035171050,210192000400,KEDC,903,A1,292,18,16.22
20222023,035,FLEMING,171,Fleming County,060,Hillsboro Elementary School,171060,035171060,210192000401,KEDC,903,A1,281,19,14.79
20222023,036,FLOYD,175,Floyd County,"",---District Total---,175,"","",KVEC,904,"",4351,376,11.57
20222023,036,FLOYD,175,Floyd County,010,Duff-Allen Central Elementary,175010,036175010,210195002452,KVEC,904,A1,230,31,7.42
20222023,036,FLOYD,175,Floyd County,019,Prestonsburg Elementary School,175019,036175019,210195002210,KVEC,904,A1,322,35,9.2
20222023,036,FLOYD,175,Floyd County,020,Allen Elementary School,175020,036175020,210195000403,KVEC,904,A1,250,25,10
20222023,036,FLOYD,175,Floyd County,021,May Valley Elementary School,175021,036175021,210195001426,KVEC,904,A1,318,26,12.23
20222023,036,FLOYD,175,Floyd County,030,South Floyd Elementary School,175030,036175030,210195002446,KVEC,904,A1,527,34,15.5
20222023,036,FLOYD,175,Floyd County,050,Renaissance Learning Center,175050,036175050,210195001004,KVEC,904,A5,183,13,14.08
20222023,036,FLOYD,175,Floyd County,110,Betsy Layne High School,175110,036175110,210195000406,KVEC,904,A1,344,35,9.83
20222023,036,FLOYD,175,Floyd County,115,Floyd Central High School,175115,036175115,210195002450,KVEC,904,A1,582,49,11.88
20222023,036,FLOYD,175,Floyd County,120,Betsy Layne Elementary School,175120,036175120,210195000407,KVEC,904,A1,436,36,12.11
20222023,036,FLOYD,175,Floyd County,440,James D. Adams Middle School,175440,036175440,210195001670,KVEC,904,A1,258,19,13.58
20222023,036,FLOYD,175,Floyd County,485,John M. Stumbo Elementary School,175485,036175485,210195000415,KVEC,904,A1,143,19,7.53
20222023,036,FLOYD,175,Floyd County,850,Prestonsburg High School,175850,036175850,210195000423,KVEC,904,A1,451,37,12.19
20222023,019,CAMPBELL,176,Fort Thomas Independent,"",---District Total---,176,"","",NKCES,905,"",2983,190,15.7
20222023,019,CAMPBELL,176,Fort Thomas Independent,010,Highlands High School,176010,019176010,210204000428,NKCES,905,A1,1074,66,16.27
20222023,019,CAMPBELL,176,Fort Thomas Independent,011,Highlands Middle School,176011,019176011,210204001400,NKCES,905,A1,784,49,16
20222023,019,CAMPBELL,176,Fort Thomas Independent,020,Johnson Elementary School,176020,019176020,210204000429,NKCES,905,A1,343,24,14.29
20222023,019,CAMPBELL,176,Fort Thomas Independent,030,Moyer Elementary School,176030,019176030,210204000430,NKCES,905,A1,424,28,15.14
20222023,019,CAMPBELL,176,Fort Thomas Independent,040,Woodfill Elementary School,176040,019176040,210204000431,NKCES,905,A1,358,23,15.57
20222023,037,FRANKLIN,177,Frankfort Independent,"",---District Total---,177,"","",CKEC,901,"",701,62,11.31
20222023,037,FRANKLIN,177,Frankfort Independent,040,Frankfort Early Learning Academy,177040,037177040,210198002334,CKEC,901,A4,47,2,23.5
20222023,037,FRANKLIN,177,Frankfort Independent,050,Second Street School,177050,037177050,210198000432,CKEC,901,A1,320,34,9.41
20222023,037,FRANKLIN,177,Frankfort Independent,070,Frankfort High School,177070,037177070,210198000433,CKEC,901,A1,280,23,12.17
20222023,037,FRANKLIN,177,Frankfort Independent,080,Panther Transition Academy,177080,037177080,210198001524,CKEC,901,A5,54,3,18
20222023,037,FRANKLIN,181,Franklin County,"",---District Total---,181,"","",OVEC,906,"",3991,363,10.99
20222023,037,FRANKLIN,181,Franklin County,011,The Academy,181011,037181011,210201001917,OVEC,906,A6,83,6,13.83
20222023,037,FRANKLIN,181,Franklin County,013,Westridge Elementary,181013,037181013,210201001989,OVEC,906,A1,248,19,13.05
20222023,037,FRANKLIN,181,Franklin County,014,Bridgeport Elementary School,181014,037181014,210201001990,OVEC,906,A1,245,23,10.65
20222023,037,FRANKLIN,181,Franklin County,015,Bondurant Middle School,181015,037181015,210201000435,OVEC,906,A1,392,38,10.32
20222023,037,FRANKLIN,181,Franklin County,016,Early Learning Village,181016,037181016,210201002219,OVEC,906,A1,92,19,4.84
20222023,037,FRANKLIN,181,Franklin County,025,Collins Lane,181025,037181025,210201000437,OVEC,906,A1,208,25,8.32
20222023,037,FRANKLIN,181,Franklin County,030,Elkhorn Middle School,181030,037181030,210201000438,OVEC,906,A1,350,44,7.95
20222023,037,FRANKLIN,181,Franklin County,035,Elkhorn Elementary School,181035,037181035,210201000439,OVEC,906,A1,159,19,8.37
20222023,037,FRANKLIN,181,Franklin County,040,Franklin County High School,181040,037181040,210201000440,OVEC,906,A1,1053,69,15.26
20222023,037,FRANKLIN,181,Franklin County,045,Hearn Elementary,181045,037181045,210201000441,OVEC,906,A1,189,21,9
20222023,037,FRANKLIN,181,Franklin County,050,Peaks Mill Elementary,181050,037181050,210201000442,OVEC,906,A1,204,21,9.71
20222023,037,FRANKLIN,181,Franklin County,070,Western Hills High School,181070,037181070,210201001420,OVEC,906,A1,691,55,12.56
20222023,037,FRANKLIN,181,Franklin County,072,William Cofield High School,181072,037181072,210201002471,OVEC,906,A5,50,3,16.67
20222023,037,FRANKLIN,181,Franklin County,075,Future Forward Education & Career Center,181075,037181075,210201002518,OVEC,906,A6,27,1,27
20222023,038,FULTON,185,Fulton County,"",---District Total---,185,"","",WKEC,908,"",466,39,11.95
20222023,038,FULTON,185,Fulton County,015,Fulton County Middle School,185015,038185015,210210002480,WKEC,908,A1,76,8,9.5
20222023,038,FULTON,185,Fulton County,020,Fulton County Elementary,185020,038185020,210210002113,WKEC,908,A1,230,18,12.78
20222023,038,FULTON,185,Fulton County,030,Fulton County High School,185030,038185030,210210000445,WKEC,908,A1,160,13,12.31
20222023,038,FULTON,186,Fulton Independent,"",---District Total---,186,"","",WKEC,908,"",145,26,5.58
20222023,038,FULTON,186,Fulton Independent,018,Fulton Independent School,186018,038186018,210207002205,WKEC,908,A1,145,26,5.58
20222023,039,GALLATIN,191,Gallatin County,"",---District Total---,191,"","",OVEC,906,"",895,98,9.13
20222023,039,GALLATIN,191,Gallatin County,005,Gallatin County Middle School,191005,039191005,210213001609,OVEC,906,A1,137,24,5.71
20222023,039,GALLATIN,191,Gallatin County,006,Gallatin County Upper Elementary,191006,039191006,210213001850,OVEC,906,A1,231,23,10.04
20222023,039,GALLATIN,191,Gallatin County,010,Gallatin County Lower Elementary,191010,039191010,210213000450,OVEC,906,A1,275,22,12.5
20222023,039,GALLATIN,191,Gallatin County,020,Gallatin County High School,191020,039191020,210213000451,OVEC,906,A1,252,29,8.69
20222023,040,GARRARD,195,Garrard County,"",---District Total---,195,"","",SESC,907,"",1917,172,11.15
20222023,040,GARRARD,195,Garrard County,050,Camp Dick Robinson Elementary School,195050,040195050,210216000454,SESC,907,A1,331,30,11.03
20222023,040,GARRARD,195,Garrard County,060,Garrard County High School,195060,040195060,210216000455,SESC,907,A1,482,47,10.26
20222023,040,GARRARD,195,Garrard County,070,Garrard Middle School,195070,040195070,210216001672,SESC,907,A1,430,38,11.32
20222023,040,GARRARD,195,Garrard County,090,Paint Lick Elementary School,195090,040195090,210216000456,SESC,907,A1,284,24,11.83
20222023,040,GARRARD,195,Garrard County,220,Lancaster Elementary School,195220,040195220,210216000457,SESC,907,A1,390,33,11.82
20222023,005,BARREN,197,Glasgow Independent,"",---District Total---,197,"","",GRREC,902,"",2131,169,12.61
20222023,005,BARREN,197,Glasgow Independent,002,Success Academy,197002,005197002,210222002215,GRREC,902,A5,13,1,13
20222023,005,BARREN,197,Glasgow Independent,013,Highland Elementary School,197013,005197013,210222001991,GRREC,902,A1,550,43,12.79
20222023,005,BARREN,197,Glasgow Independent,015,Happy Valley Learning Center,197015,005197015,210222002101,GRREC,902,A5,30,1,30
20222023,005,BARREN,197,Glasgow Independent,030,Glasgow High School,197030,005197030,210222000461,GRREC,902,A1,654,47,13.91
20222023,005,BARREN,197,Glasgow Independent,035,Glasgow Middle School,197035,005197035,210222000402,GRREC,902,A1,451,37,12.19
20222023,005,BARREN,197,Glasgow Independent,065,South Green Elementary School,197065,005197065,210222001565,GRREC,902,A1,433,40,10.83
20222023,041,GRANT,201,Grant County,"",---District Total---,201,"","",OVEC,906,"",1997,197,10.14
20222023,041,GRANT,201,Grant County,016,Sherman Elementary,201016,041201016,210225002201,OVEC,906,A1,211,23,9.17
20222023,041,GRANT,201,Grant County,020,Crittenden-Mt. Zion Elementary,201020,041201020,210225000465,OVEC,906,A1,219,26,8.42
20222023,041,GRANT,201,Grant County,030,Dry Ridge Elementary,201030,041201030,210225000466,OVEC,906,A1,277,26,10.65
20222023,041,GRANT,201,Grant County,040,Grant County High School,201040,041201040,210225000467,OVEC,906,A1,655,56,11.7
20222023,041,GRANT,201,Grant County,050,Mason-Corinth Elementary,201050,041201050,210225001701,OVEC,906,A1,227,18,12.61
20222023,041,GRANT,201,Grant County,080,Grant County Middle School,201080,041201080,210225000469,OVEC,906,A1,408,48,8.5
20222023,042,GRAVES,205,Graves County,"",---District Total---,205,"","",WKEC,908,"",3281,271,12.11
20222023,042,GRAVES,205,Graves County,011,Mayfield Youth Development Center,205011,042205011,210228001754,WKEC,908,A6,44,2,22
20222023,042,GRAVES,205,Graves County,012,Gateway Academy High School,205012,042205012,210228001924,WKEC,908,A5,9,1,9
20222023,042,GRAVES,205,Graves County,013,Graves County Central Elementary,205013,042205013,210228001992,WKEC,908,A1,485,31,15.65
20222023,042,GRAVES,205,Graves County,040,Fancy Farm Elementary School,205040,042205040,210228000471,WKEC,908,A1,328,24,13.67
20222023,042,GRAVES,205,Graves County,060,Farmington Elementary School,205060,042205060,210228000473,WKEC,908,A1,326,24,13.58
20222023,042,GRAVES,205,Graves County,100,Graves County Middle School,205100,042205100,210228001436,WKEC,908,A1,342,38,9
20222023,042,GRAVES,205,Graves County,150,Sedalia Elementary School,205150,042205150,210228000477,WKEC,908,A1,239,21,11.38
20222023,042,GRAVES,205,Graves County,170,Symsonia Elementary School,205170,042205170,210228000479,WKEC,908,A1,379,26,14.58
20222023,042,GRAVES,205,Graves County,200,Wingo Elementary School,205200,042205200,210228000481,WKEC,908,A1,247,31,7.97
20222023,042,GRAVES,205,Graves County,215,Graves County High School,205215,042205215,210228001490,WKEC,908,A1,882,73,12.08
20222023,043,GRAYSON,211,Grayson County,"",---District Total---,211,"","",GRREC,902,"",3481,293,11.88
20222023,043,GRAYSON,211,Grayson County,010,H W Wilkey Elementary School,211010,043211010,210230000483,GRREC,902,A1,448,39,11.49
20222023,043,GRAYSON,211,Grayson County,030,Caneyville Elementary School,211030,043211030,210230000484,GRREC,902,A1,321,31,10.35
20222023,043,GRAYSON,211,Grayson County,050,Oran P Lawler Elementary School,211050,043211050,210230001702,GRREC,902,A1,347,29,11.97
20222023,043,GRAYSON,211,Grayson County,080,Clarkson Elementary School,211080,043211080,210230000485,GRREC,902,A1,646,45,14.36
20222023,043,GRAYSON,211,Grayson County,085,Grayson County High School,211085,043211085,210230000486,GRREC,902,A1,921,80,11.51
20222023,043,GRAYSON,211,Grayson County,095,Grayson County Middle School,211095,043211095,210230000487,GRREC,902,A1,760,67,11.34
20222023,043,GRAYSON,211,Grayson County,220,Grayson Co. Alternative Education,211220,043211220,210230001852,GRREC,902,A5,38,2,19
20222023,044,GREEN,215,Green County,"",---District Total---,215,"","",GRREC,902,"",1430,127,11.26
20222023,044,GREEN,215,Green County,030,Green County Primary School,215030,044215030,210234002244,GRREC,902,A1,196,20,9.8
20222023,044,GREEN,215,Green County,040,Green County Intermediate School,215040,044215040,210234002257,GRREC,902,A1,302,24,12.58
20222023,044,GREEN,215,Green County,055,Green County Middle School,215055,044215055,210234001526,GRREC,902,A1,357,33,10.82
20222023,044,GREEN,215,Green County,065,Green County High School,215065,044215065,210234000490,GRREC,902,A1,502,42,11.95
20222023,044,GREEN,215,Green County,119,Green County ATC,215119,044215119,"",GRREC,902,A2,73,8,9.13
20222023,045,GREENUP,221,Greenup County,"",---District Total---,221,"","",KEDC,903,"",1784,174,10.25
20222023,045,GREENUP,221,Greenup County,010,Argillite Elementary School,221010,045221010,210240000493,KEDC,903,A1,173,14,12.36
20222023,045,GREENUP,221,Greenup County,024,Wurtland Middle School,221024,045221024,210240001610,KEDC,903,A1,279,26,10.73
20222023,045,GREENUP,221,Greenup County,027,Greenup County High School,221027,045221027,210240000496,KEDC,903,A1,436,49,8.9
20222023,045,GREENUP,221,Greenup County,040,Greysbranch Elementary School,221040,045221040,210240000497,KEDC,903,A1,252,19,13.26
20222023,045,GREENUP,221,Greenup County,060,Mckell Elementary School,221060,045221060,210240000499,KEDC,903,A1,284,24,11.83
20222023,045,GREENUP,221,Greenup County,105,Mckell Middle School,221105,045221105,210240001611,KEDC,903,A1,209,27,7.74
20222023,045,GREENUP,221,Greenup County,110,Wurtland Elementary School,221110,045221110,210240000504,KEDC,903,A1,151,15,10.07
20222023,046,HANCOCK,225,Hancock County,"",---District Total---,225,"","",GRREC,902,"",1518,108,14.06
