SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,MEMBERSHIP_TOTAL,MEMBERSHIP_MALE_CNT,MEMBERSHIP_MALE_PCT,MEMBERSHIP_FEMALE_CNT,MEMBERSHIP_FEMALE_PCT,MEMBERSHIP_WHITE_CNT,MEMBERSHIP_WHITE_PCT,MEMBERSHIP_BLACK_CNT,MEMBERSHIP_BLACK_PCT,MEMBERSHIP_HISPANIC_CNT,MEMBERSHIP_HISPANIC_PCT,MEMBERSHIP_ASIAN_CNT,MEMBERSHIP_ASIAN_PCT,MEMBERSHIP_AIAN_CNT,MEMBERSHIP_AIAN_PCT,MEMBERSHIP_HAWAIIAN_CNT,MEMBERSHIP_HAWAIIAN_PCT,MEMBERSHIP_TWO_OR_MORE_CNT,MEMBERSHIP_TWO_OR_MORE_PCT,ENROLLMENT_FREE_LUNCH_CNT,ENROLLMENT_FREE_LUNCH_PCT,ENROLLMENT_REDUCED_LUNCH_CNT,ENROLLMENT_REDUCED_LUNCH_PCT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_FAILURE_CNT,TRANSITION_FAILURE_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FTE_TCH_TOTAL,MALE_FTE_TOTAL,FEMALE_FTE_TOTAL,WHITE_FTE_TOTAL,BLACK_FTE_TOTAL,HISPANIC_FTE_TOTAL,ASIAN_FTE_TOTAL,AIAN_FTE_TOTAL,HAWAIIAN_FTE_TOTAL,TWO_OR_MORE_FTE_TOTAL,RACE_FTE_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS,COOP,COOP_CODE
20142015,1,ADAIR,1,Adair County,16,Adair County Elementary School,1016,1001016,210003002021,10373,540.18,560,304,54.3%,256,45.7%,515,92.0%,7,1.3%,24,4.3%,2,0.4%,0,0.0%,0,0.0%,12,2.1%,362,64.6%,28,5.0%,95.9%,0.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,41.00,5.00,36.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,2,0.0%,15.4,12.2%,31.7%,43.9%,0.0%,0.0%,88.0%,0.0%,1.2:1,100%,298,30,2,178,GRREC,902
20142015,1,ADAIR,1,Adair County,10,Adair County High School,1010,1001010,210003000001,9486,727.38,771,410,53.2%,361,46.8%,702,91.1%,20,2.6%,36,4.7%,0,0.0%,2,0.3%,1,0.1%,10,1.3%,449,58.2%,40,5.2%,93.6%,0.1%,0.3%,N/A,91,48.7%,89,47.6%,2,1.1%,N/A,0.0%,54,28.9%,15,8.0%,21,11.2%,6,3.2%,16:1,48.00,24.00,24.00,47.00,1.00,0.00,0.00,0.00,0.00,0.00,48.00,2,0.0%,14.5,16.4%,29.1%,38.2%,0.0%,0.0%,84.0%,0.0%,1.6:1,100%,306,21,2,1500,GRREC,902
20142015,1,ADAIR,1,Adair County,14,Adair County Middle School,1014,1001014,210003001919,8338,577.39,605,309,51.1%,296,48.9%,564,93.2%,12,2.0%,9,1.5%,2,0.3%,2,0.3%,0,0.0%,16,2.6%,361,59.7%,38,6.3%,95.1%,0.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,34.00,8.00,26.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,5,0.0%,14.2,9.3%,48.1%,33.3%,0.0%,0.0%,91.0%,0.0%,1.8:1,100%,825,7,2,280,GRREC,902
20142015,1,ADAIR,1,Adair County,20,Adair County Primary Center,1020,1001020,210003002345,9976,619.17,647,322,49.8%,325,50.2%,577,89.2%,9,1.4%,30,4.6%,3,0.5%,1,0.2%,0,0.0%,27,4.2%,467,72.2%,42,6.5%,94.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,40.00,1.00,39.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,6,0.0%,13.8,10.6%,21.3%,57.4%,0.0%,0.0%,89.0%,0.0%,1.8:1,100%,600,75,2,400,GRREC,902
20142015,1,ADAIR,1,Adair County,12,Adair Youth Development Center,1012,1001012,210003001913,21264,38.01,40,36,90.0%,4,10.0%,30,75.0%,9,22.5%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,2.5%,29,72.5%,0,0.0%,99.5%,5.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:1,8.00,5.00,3.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,,0.0%,16,0.0%,50.0%,50.0%,0.0%,0.0%,100.0%,0.0%,.8:1,100%,10,,,0,GRREC,902
20142015,1,ADAIR,1,Adair County,,---District Total---,1,,,9606,2502.14,2623,1381,52.6%,"1,242",47.4%,"2,388",91.0%,57,2.2%,99,3.8%,7,0.3%,5,0.2%,1,0.0%,66,2.5%,"1,668",63.6%,148,5.6%,94.9%,0.3%,0.2%,N/A,91,48.4%,89,47.3%,2,1.1%,N/A,0.0%,54,28.7%,15,8.0%,22,11.7%,6,3.2%,15:1,171.00,43.00,128.00,170.00,1.00,0.00,0.00,0.00,0.00,0.00,171.00,15,0.0%,14.5,11.8%,33.5%,42.9%,0.0%,0.0%,88.0%,0.0%,1.5:1,100%,2039,133,8,2358,GRREC,902
20142015,2,ALLEN,5,Allen County,901,Allen County Career and Technical Center,5901,2005901,210007002061,,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,N/A,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0:1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,100%,,,,,GRREC,902
20142015,2,ALLEN,5,Allen County,60,Allen County Intermediate Center,5060,2005060,210007000013,8244,623.56,658,329,50.0%,329,50.0%,620,94.2%,6,0.9%,12,1.8%,3,0.5%,0,0.0%,1,0.2%,16,2.4%,379,57.6%,52,7.9%,95.3%,0.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,38.00,4.00,34.00,37.00,1.00,0.00,0.00,0.00,0.00,0.00,38.00,6,0.0%,12.1,15.4%,41.0%,28.2%,0.0%,0.0%,85.0%,0.0%,2.1:1,100%,358,62,6,74,GRREC,902
20142015,2,ALLEN,5,Allen County,10,Allen County Primary Center,5010,2005010,210007000008,8361,911.08,968,464,47.9%,504,52.1%,907,93.7%,5,0.5%,34,3.5%,6,0.6%,0,0.0%,0,0.0%,16,1.7%,610,63.0%,64,6.6%,94.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,65.00,0.00,65.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,2,0.0%,12.1,6.0%,68.7%,19.4%,0.0%,0.0%,94.0%,1.6%,3:1,100%,641,10,7,1950,GRREC,902
20142015,2,ALLEN,5,Allen County,20,Allen County-Scottsville High School,5020,2005020,210007000010,9683,832.09,887,467,52.6%,420,47.4%,842,94.9%,10,1.1%,23,2.6%,2,0.2%,2,0.2%,0,0.0%,8,0.9%,468,52.8%,49,5.5%,93.4%,1.4%,2.2%,N/A,50,29.6%,48,28.4%,2,1.2%,34,20.1%,36,21.3%,33,19.5%,9,5.3%,7,4.1%,16:1,55.00,19.00,36.00,53.00,1.00,1.00,0.00,0.00,0.00,0.00,55.00,5,0.0%,11,8.3%,55.0%,28.3%,0.0%,0.0%,92.0%,1.8%,2.6:1,100%,473,16,27,2187,GRREC,902
20142015,2,ALLEN,5,Allen County,15,James E Bazzell Middle School,5015,2005015,210007000009,8564,443.81,468,246,52.6%,222,47.4%,448,95.7%,2,0.4%,10,2.1%,0,0.0%,0,0.0%,0,0.0%,8,1.7%,264,56.4%,27,5.8%,95.3%,1.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,27.00,9.00,18.00,26.00,0.00,0.00,0.00,0.00,1.00,0.00,27.00,2,0.0%,11,22.0%,41.5%,14.6%,0.0%,0.0%,78.0%,0.0%,2:1,100%,327,65,2,312,GRREC,902
20142015,2,ALLEN,5,Allen County,,---District Total---,5,,,9183,2810.54,2981,1506,50.5%,"1,475",49.5%,"2,817",94.5%,23,0.8%,79,2.7%,11,0.4%,2,0.1%,1,0.0%,48,1.6%,"1,721",57.7%,192,6.4%,94.5%,1.0%,1.4%,N/A,50,29.6%,48,28.4%,2,1.2%,34,20.1%,36,21.3%,33,19.5%,9,5.3%,7,4.1%,17:1,180.00,31.00,149.00,176.00,2.00,1.00,0.00,0.00,1.00,0.00,180.00,15,0.0%,11.6,11.6%,54.1%,22.7%,0.0%,0.0%,88.0%,1.1%,2.5:1,100%,1799,153,42,4523,GRREC,902
20142015,56,JEFFERSON,6,Anchorage Independent,10,Anchorage Independent Public School,6010,56006010,210009000014,18498,365.86,367,200,54.5%,167,45.5%,338,92.1%,0,0.0%,4,1.1%,18,4.9%,0,0.0%,0,0.0%,7,1.9%,1,0.3%,0,0.0%,97.1%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:1,38.00,3.00,35.00,37.00,1.00,0.00,0.00,0.00,0.00,0.00,38.00,7,0.0%,15.2,5.1%,51.3%,35.9%,0.0%,2.6%,95.0%,0.0%,1:1,100%,367,76,4,10120,OVEC,906
20142015,56,JEFFERSON,6,Anchorage Independent,,---District Total---,6,,,18498,365.86,367,200,54.5%,167,45.5%,338,92.1%,0,0.0%,4,1.1%,18,4.9%,0,0.0%,0,0.0%,7,1.9%,1,0.3%,0,0.0%,97.1%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:1,38.00,3.00,35.00,37.00,1.00,0.00,0.00,0.00,0.00,0.00,38.00,7,0.0%,15.2,5.1%,51.3%,35.9%,0.0%,2.6%,95.0%,0.0%,1:1,100%,367,76,4,10120,OVEC,906
20142015,3,ANDERSON,11,Anderson County,30,APEX Academy,11030,3011030,210012002371,16547,21.96,24,18,75.0%,6,25.0%,22,91.7%,0,0.0%,1,4.2%,0,0.0%,0,0.0%,0,0.0%,1,4.2%,16,66.7%,1,4.2%,80.9%,4.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6:1,4.00,3.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0,0.0%,20.3,0.0%,50.0%,50.0%,0.0%,0.0%,100.0%,0.0%,.6:1,100%,40,,,4,CKEC,901
20142015,3,ANDERSON,11,Anderson County,20,Anderson County High School,11020,3011020,210012000016,5113,1041.59,1102,540,49.0%,562,51.0%,"1,010",91.7%,14,1.3%,24,2.2%,4,0.4%,3,0.3%,0,0.0%,47,4.3%,366,33.2%,83,7.5%,92.1%,5.5%,0.5%,N/A,183,58.1%,179,56.8%,4,1.3%,19,6.0%,94,29.8%,12,3.8%,1,0.3%,6,1.9%,18:1,61.00,25.00,36.00,61.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00,7,0.0%,10.5,13.4%,41.5%,30.5%,1.2%,0.0%,87.0%,2.6%,4.2:1,100%,654,36,3,500,CKEC,901
20142015,3,ANDERSON,11,Anderson County,25,Anderson County Middle School,11025,3011025,210012000017,4692,765.09,792,408,51.5%,384,48.5%,708,89.4%,15,1.9%,25,3.2%,6,0.8%,0,0.0%,0,0.0%,38,4.8%,320,40.4%,56,7.1%,95.0%,0.0%,0.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,43.00,14.00,29.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,5,0.0%,11.2,11.3%,41.5%,35.8%,0.0%,0.0%,89.0%,0.0%,2.6:1,100%,419,29,8,592,CKEC,901
20142015,3,ANDERSON,11,Anderson County,110,Emma B. Ward Elementary School,11110,3011110,210012000021,5383,480.27,499,262,52.5%,237,47.5%,450,90.2%,12,2.4%,17,3.4%,5,1.0%,0,0.0%,0,0.0%,15,3.0%,195,39.1%,26,5.2%,96.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,33.00,3.00,30.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,5,0.0%,11.8,11.1%,44.4%,33.3%,0.0%,0.0%,89.0%,0.0%,2.2:1,100%,341,25,10,3080,CKEC,901
20142015,3,ANDERSON,11,Anderson County,120,Ezra Sparrow Early Childhood Center,11120,3011120,210012001298,13546,188.76,194,108,55.7%,86,44.3%,169,87.1%,4,2.1%,8,4.1%,2,1.0%,0,0.0%,0,0.0%,11,5.7%,110,56.7%,11,5.7%,94.9%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9:1,21.00,0.00,21.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0,0.0%,6.3,30.0%,40.0%,0.0%,0.0%,0.0%,70.0%,0.0%,.7:1,100%,300,20,3,1600,CKEC,901
20142015,3,ANDERSON,11,Anderson County,22,Robert B. Turner Elementary School,11022,3011022,210012001955,5002,560.24,589,311,52.8%,278,47.2%,555,94.2%,6,1.0%,12,2.0%,2,0.3%,1,0.2%,0,0.0%,13,2.2%,269,45.7%,38,6.5%,95.4%,0.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,35.00,3.00,32.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,1,0.0%,10.3,18.9%,40.5%,21.6%,0.0%,0.0%,81.0%,0.0%,3:1,100%,407,32,5,842,CKEC,901
20142015,3,ANDERSON,11,Anderson County,50,Saffell Street Elementary School,11050,3011050,210012000018,5241,460.58,472,226,47.9%,246,52.1%,408,86.4%,10,2.1%,28,5.9%,0,0.0%,0,0.0%,0,0.0%,26,5.5%,268,56.8%,23,4.9%,95.5%,0.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,30.00,3.00,27.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,3,0.0%,13.3,18.2%,45.5%,18.2%,0.0%,0.0%,82.0%,0.0%,2.6:1,100%,300,20,2,2640,CKEC,901
20142015,3,ANDERSON,11,Anderson County,,---District Total---,11,,,8403,3518.48,3672,1873,51.0%,"1,799",49.0%,"3,322",90.5%,61,1.7%,115,3.1%,19,0.5%,4,0.1%,0,0.0%,151,4.1%,"1,544",42.0%,238,6.5%,94.3%,2.6%,0.4%,N/A,183,58.1%,179,56.8%,4,1.3%,19,6.0%,94,29.8%,12,3.8%,1,0.3%,6,1.9%,16:1,227.00,51.00,176.00,227.00,0.00,0.00,0.00,0.00,0.00,0.00,227.00,21,0.0%,11,15.2%,42.2%,27.0%,0.4%,0.0%,85.0%,0.9%,2.5:1,100%,2461,162,31,9258,CKEC,901
20142015,10,BOYD,12,Ashland Independent,50,Ashland Middle School,12050,10012050,210015000023,10520,437.04,454,223,49.1%,231,50.9%,415,91.4%,9,2.0%,13,2.9%,2,0.4%,1,0.2%,0,0.0%,14,3.1%,235,51.8%,10,2.2%,95.2%,1.3%,0.2%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,31.00,10.00,21.00,30.00,1.00,0.00,0.00,0.00,0.00,0.00,31.00,1,0.0%,16.8,12.5%,45.0%,30.0%,0.0%,0.0%,88.0%,0.0%,1.5:1,100%,250,54,12,500,KEDC,903
20142015,10,BOYD,12,Ashland Independent,130,Charles Russell Elementary School,12130,10012130,210015000031,9841,326.38,340,161,47.4%,179,52.6%,314,92.4%,9,2.6%,5,1.5%,1,0.3%,1,0.3%,0,0.0%,10,2.9%,179,52.6%,24,7.1%,96.3%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,23.00,5.00,18.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0,0.0%,15.8,6.9%,51.7%,31.0%,3.4%,0.0%,93.0%,0.0%,2.4:1,100%,211,12,3,1750,KEDC,903
20142015,10,BOYD,12,Ashland Independent,70,Crabbe Elementary School,12070,10012070,210015000025,10541,345.55,370,185,50.0%,185,50.0%,297,80.3%,26,7.0%,21,5.7%,3,0.8%,0,0.0%,0,0.0%,23,6.2%,311,84.1%,22,5.9%,94.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,28.00,6.00,22.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,0,0.0%,13.5,16.2%,29.7%,37.8%,0.0%,0.0%,84.0%,0.0%,1.7:1,100%,265,56,9,1675,KEDC,903
20142015,10,BOYD,12,Ashland Independent,80,Hager Elementary School,12080,10012080,210015000026,8673,341.16,352,183,52.0%,169,48.0%,313,88.9%,7,2.0%,13,3.7%,5,1.4%,0,0.0%,0,0.0%,14,4.0%,139,39.5%,33,9.4%,96.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,21.00,0.00,21.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0,0.0%,14.6,13.3%,50.0%,23.3%,0.0%,0.0%,87.0%,0.0%,2.6:1,100%,336,48,16,625,KEDC,903
20142015,10,BOYD,12,Ashland Independent,100,Oakview Elementary School,12100,10012100,210015000028,8964,423.95,444,251,56.5%,193,43.5%,403,90.8%,18,4.1%,6,1.4%,3,0.7%,0,0.0%,0,0.0%,14,3.2%,240,54.1%,41,9.2%,95.4%,1.7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,26.00,3.00,23.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0,0.0%,12.1,23.8%,42.9%,9.5%,0.0%,0.0%,76.0%,0.0%,2.7:1,100%,421,18,21,788,KEDC,903
20142015,10,BOYD,12,Ashland Independent,10,Paul G. Blazer High School,12010,10012010,210015000022,9587,789.58,824,394,47.8%,430,52.2%,733,89.0%,44,5.3%,9,1.1%,6,0.7%,0,0.0%,0,0.0%,32,3.9%,378,45.9%,29,3.5%,93.4%,0.4%,1.1%,N/A,137,64.6%,114,53.8%,23,10.8%,19,9.0%,40,18.9%,10,4.7%,3,1.4%,3,1.4%,14:1,59.00,28.00,31.00,57.00,2.00,0.00,0.00,0.00,0.00,0.00,59.00,2,0.0%,14,11.5%,54.1%,21.3%,0.0%,1.6%,89.0%,1.8%,2.4:1,100%,137,19,2,2181,KEDC,903
20142015,10,BOYD,12,Ashland Independent,110,Poage Elementary School,12110,10012110,210015000029,12059,245.53,256,144,56.3%,112,43.8%,226,88.3%,5,2.0%,2,0.8%,1,0.4%,0,0.0%,0,0.0%,22,8.6%,139,54.3%,16,6.3%,96.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,21.00,4.00,17.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,1,0.0%,9.6,17.2%,44.8%,20.7%,0.0%,0.0%,83.0%,0.0%,1.6:1,100%,200,35,7,152,KEDC,903
20142015,10,BOYD,12,Ashland Independent,,---District Total---,12,,,10130,2909.18,3040,1541,50.7%,"1,499",49.3%,"2,701",88.8%,118,3.9%,69,2.3%,21,0.7%,2,0.1%,0,0.0%,129,4.2%,"1,621",53.3%,175,5.8%,95.0%,0.6%,0.8%,N/A,137,64.6%,114,53.8%,23,10.8%,19,9.0%,40,18.9%,10,4.7%,3,1.4%,3,1.4%,16:1,193.00,48.00,145.00,190.00,3.00,0.00,0.00,0.00,0.00,0.00,193.00,4,0.0%,13.8,14.6%,46.0%,24.1%,0.4%,0.4%,86.0%,0.4%,2.1:1,100%,1820,242,70,7671,KEDC,903
20142015,12,BRACKEN,13,Augusta Independent,11,Augusta Independent School,13011,12013011,210018001968,,260.15,273,145,53.1%,128,46.9%,267,97.8%,5,1.8%,1,0.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,152,55.7%,37,13.6%,94.7%,0.5%,0.0%,N/A,23,71.9%,23,71.9%,N/A,0.0%,N/A,0.0%,5,15.6%,2,6.3%,1,3.1%,1,3.1%,13:1,21.00,4.00,17.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0,0.0%,7.7,24.0%,36.0%,16.0%,0.0%,0.0%,76.0%,0.0%,2.2:1,100%,253,0,0,2146,KEDC,903
20142015,12,BRACKEN,13,Augusta Independent,,---District Total---,13,,,10956,260.15,273,145,53.1%,128,46.9%,267,97.8%,5,1.8%,1,0.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,152,55.7%,37,13.6%,94.7%,0.5%,0.0%,N/A,23,71.9%,23,71.9%,N/A,0.0%,N/A,0.0%,5,15.6%,2,6.3%,1,3.1%,1,3.1%,13:1,21.00,4.00,17.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0,0.0%,7.7,24.0%,36.0%,16.0%,0.0%,0.0%,76.0%,0.0%,2.2:1,100%,253,0,0,2146,KEDC,903
20142015,4,BALLARD,15,Ballard County,50,Ballard County Elementary School,15050,4015050,210021000356,7445,524.93,544,281,51.7%,263,48.3%,489,89.9%,15,2.8%,8,1.5%,0,0.0%,2,0.4%,0,0.0%,30,5.5%,313,57.5%,19,3.5%,95.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,34.00,1.00,33.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,1,0.0%,12.8,10.8%,64.9%,13.5%,0.0%,0.0%,89.0%,0.0%,3.2:1,100%,400,30,3,1078,WKEC,908
20142015,4,BALLARD,15,Ballard County,5,Ballard County Middle School,15005,4015005,210021000035,5891,304.07,318,181,56.9%,137,43.1%,287,90.3%,10,3.1%,4,1.3%,1,0.3%,1,0.3%,0,0.0%,15,4.7%,165,51.9%,22,6.9%,95.6%,0.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,20.00,3.00,17.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,1,0.0%,11.9,24.1%,37.9%,13.8%,0.0%,0.0%,76.0%,0.0%,2.9:1,100%,216,27,2,310,WKEC,908
20142015,4,BALLARD,15,Ballard County,905,Ballard County Vocational School,15905,4015905,210021002404,,,,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,,0.0%,N/A,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0:1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0:1,100%,,,,,WKEC,908
20142015,4,BALLARD,15,Ballard County,10,Ballard Memorial High School,15010,4015010,210021000036,8031,395.39,405,205,50.6%,200,49.4%,361,89.1%,23,5.7%,8,2.0%,2,0.5%,0,0.0%,0,0.0%,11,2.7%,173,42.7%,16,4.0%,94.7%,0.0%,1.0%,N/A,43,47.8%,42,46.7%,1,1.1%,N/A,0.0%,35,38.9%,N/A,0.0%,10,11.1%,2,2.2%,13:1,31.00,12.00,19.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,1,0.0%,10.7,23.5%,32.4%,20.6%,0.0%,0.0%,77.0%,0.0%,1.7:1,100%,177,35,2,189,WKEC,908
20142015,4,BALLARD,15,Ballard County,,---District Total---,15,,,10672,1224.39,1267,667,52.6%,600,47.4%,"1,137",89.7%,48,3.8%,20,1.6%,3,0.2%,3,0.2%,0,0.0%,56,4.4%,651,51.4%,57,4.5%,95.3%,0.2%,0.6%,N/A,43,47.8%,42,46.7%,1,1.1%,N/A,0.0%,35,38.9%,N/A,0.0%,10,11.1%,2,2.2%,16:1,81.00,15.00,66.00,81.00,0.00,0.00,0.00,0.00,0.00,0.00,81.00,4,0.0%,12,18.3%,47.1%,16.3%,0.0%,0.0%,82.0%,0.0%,2.4:1,100%,793,92,7,1577,WKEC,908
20142015,61,KNOX,16,Barbourville Independent,11,Barbourville City School,16011,61016011,210024001969,5056,628.29,675,325,48.1%,350,51.9%,639,94.7%,20,3.0%,6,0.9%,5,0.7%,0,0.0%,0,0.0%,5,0.7%,400,59.3%,27,4.0%,92.5%,1.7%,0.0%,N/A,30,66.7%,27,60.0%,3,6.7%,1,2.2%,11,24.4%,1,2.2%,1,2.2%,1,2.2%,17:1,40.00,8.00,32.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0,0.0%,14.4,10.0%,36.0%,44.0%,0.0%,0.0%,90.0%,2.1%,5:1,100%,403,,,3079,SESC,907
