SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,SPENDING_PER_STDNT,AVG_DAILY_ATTENDANCE,MEMBERSHIP_TOTAL,MEMBERSHIP_MALE_CNT,MEMBERSHIP_MALE_PCT,MEMBERSHIP_FEMALE_CNT,MEMBERSHIP_FEMALE_PCT,MEMBERSHIP_WHITE_CNT,MEMBERSHIP_WHITE_PCT,MEMBERSHIP_BLACK_CNT,MEMBERSHIP_BLACK_PCT,MEMBERSHIP_HISPANIC_CNT,MEMBERSHIP_HISPANIC_PCT,MEMBERSHIP_ASIAN_CNT,MEMBERSHIP_ASIAN_PCT,MEMBERSHIP_AIAN_CNT,MEMBERSHIP_AIAN_PCT,MEMBERSHIP_HAWAIIAN_CNT,MEMBERSHIP_HAWAIIAN_PCT,MEMBERSHIP_TWO_OR_MORE_CNT,MEMBERSHIP_TWO_OR_MORE_PCT,ENROLLMENT_FREE_LUNCH_CNT,ENROLLMENT_FREE_LUNCH_PCT,ENROLLMENT_REDUCED_LUNCH_CNT,ENROLLMENT_REDUCED_LUNCH_PCT,ATTENDANCE_RATE,RETENTION_RATE,DROPOUT_RATE,GRADUATION_RATE,TRANSITION_COLLEGE_INOUT_CNT,TRANSITION_COLLEGE_INOUT_PCT,TRANSITION_COLLEGE_IN_CNT,TRANSITION_COLLEGE_IN_PCT,TRANSITION_COLLEGE_OUT_CNT,TRANSITION_COLLEGE_OUT_PCT,TRANSITION_PARTTIME_CNT,TRANSITION_PARTTIME_PCT,TRANSITION_WORKFORCE_CNT,TRANSITION_WORKFORCE_PCT,TRANSITION_VOCATIONAL_CNT,TRANSITION_VOCATIONAL_PCT,TRANSITION_FAILURE_CNT,TRANSITION_FAILURE_PCT,TRANSITION_MILITARY_CNT,TRANSITION_MILITARY_PCT,STDNT_TCH_RATIO,FTE_TCH_TOTAL,MALE_FTE_TOTAL,FEMALE_FTE_TOTAL,WHITE_FTE_TOTAL,BLACK_FTE_TOTAL,HISPANIC_FTE_TOTAL,ASIAN_FTE_TOTAL,AIAN_FTE_TOTAL,HAWAIIAN_FTE_TOTAL,TWO_OR_MORE_FTE_TOTAL,RACE_FTE_TOTAL,NATIONAL_BOARD_CERT_TCH_CNT,PCT_CLS_NOT_HQ_TCH,AVG_YRS_TCH_EXP,PROF_QUAL_BA_PCT,PROF_QUAL_MA_PCT,PROF_QUAL_RANK1_PCT,PROF_QUAL_SPECIALIST_PCT,PROF_QUAL_DOCTORATE_PCT,PROF_QUAL_TCH_PCT,TCH_PROV_CERT_PCT,STDNT_COMP_RATIO,COMPUTER_5YR_OLD_PCT,PT_CONFERENCE,SBDM_VOTE,PARENTS_ON_COUNCIL,VOLUNTEER_HRS,COOP,COOP_CODE
20142015,58,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,58285115,210306000802,8042,993.5,1069,540,50.5%,529,49.5%,"1,049",98.1%,2,0.2%,5,0.5%,8,0.7%,3,0.3%,0,0.0%,2,0.2%,618,57.8%,56,5.2%,91.5%,0.1%,0.3%,N/A,111,46.1%,108,44.8%,3,1.2%,15,6.2%,78,32.4%,15,6.2%,21,8.7%,1,0.4%,16:1,68.00,29.00,39.00,67.00,0.00,0.00,1.00,0.00,0.00,0.00,68.00,2,0.0%,12.1,1.6%,48.4%,48.4%,0.0%,0.0%,98.0%,0.0%,1.4:1,100%,787,83,12,672,KEDC,903
20142015,58,JOHNSON,285,Johnson County,50,Johnson County Alternative School,285050,58285050,210306001615,14773,21.73,32,17,53.1%,15,46.9%,31,96.9%,1,3.1%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,29,90.6%,0,0.0%,92.8%,12.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8:1,4.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0,0.0%,22,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,1.1:1,100%,32,,,,KEDC,903
20142015,58,JOHNSON,285,Johnson County,60,Johnson County Middle School,285060,58285060,210306000800,7733,542.61,573,307,53.6%,266,46.4%,561,97.9%,3,0.5%,3,0.5%,2,0.3%,0,0.0%,0,0.0%,4,0.7%,363,63.4%,15,2.6%,93.9%,1.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14:1,41.00,9.00,32.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,2,0.0%,15.6,7.5%,42.5%,37.5%,2.5%,2.5%,93.0%,0.0%,1.5:1,100%,493,5,4,1130,KEDC,903
20142015,58,JOHNSON,285,Johnson County,270,Meade Memorial Elementary School,285270,58285270,210306000804,9695,156.01,173,99,57.2%,74,42.8%,171,98.8%,0,0.0%,1,0.6%,0,0.0%,0,0.0%,0,0.0%,1,0.6%,127,73.4%,8,4.6%,93.7%,5.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8:1,21.00,5.00,16.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,1,0.0%,12.8,0.0%,71.4%,28.6%,0.0%,0.0%,100.0%,0.0%,1:1,100%,170,25,2,4460,KEDC,903
20142015,58,JOHNSON,285,Johnson County,250,Porter Elementary School,285250,58285250,210306000803,9312,329.16,342,180,52.6%,162,47.4%,331,96.8%,0,0.0%,1,0.3%,4,1.2%,0,0.0%,0,0.0%,6,1.8%,218,63.7%,20,5.8%,93.3%,3.8%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:1,33.00,7.00,26.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,1,0.0%,12,20.0%,26.7%,33.3%,0.0%,0.0%,80.0%,0.0%,1.7:1,100%,335,71,11,2900,KEDC,903
20142015,58,JOHNSON,285,Johnson County,320,W R Castle Memorial Elementary School,285320,58285320,210306000805,8523,332.74,365,189,51.8%,176,48.2%,363,99.5%,1,0.3%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,0.3%,244,66.8%,13,3.6%,92.9%,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,31.00,6.00,25.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0,0.0%,14.1,0.0%,41.7%,58.3%,0.0%,0.0%,100.0%,0.0%,1.6:1,100%,340,14,2,1200,KEDC,903
20142015,58,JOHNSON,285,Johnson County,,---District Total---,285,,,10846,3428.36,3681,1935,52.6%,"1,746",47.4%,"3,605",97.9%,10,0.3%,23,0.6%,18,0.5%,3,0.1%,0,0.0%,22,0.6%,"2,372",64.4%,149,4.0%,92.8%,1.4%,0.2%,N/A,111,44.9%,108,43.7%,3,1.2%,15,6.1%,84,34.0%,15,6.1%,21,8.5%,1,0.4%,15:1,240.00,51.00,189.00,239.00,0.00,0.00,1.00,0.00,0.00,0.00,240.00,11,0.0%,13.3,7.4%,43.4%,41.1%,0.4%,0.4%,93.0%,0.0%,1.5:1,100%,3163,209,33,18372,KEDC,903
20142015,59,KENTON,291,Kenton County,5,Beechgrove Elementary School,291005,59291005,210309000807,9516,598,618,300,48.5%,318,51.5%,543,87.9%,13,2.1%,21,3.4%,1,0.2%,0,0.0%,0,0.0%,40,6.5%,337,54.5%,62,10.0%,96.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,38.00,2.00,36.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,6,0.0%,13.8,19.5%,36.6%,24.4%,0.0%,0.0%,81.0%,0.0%,3.2:1,100%,615,37,2,3245,NKCES,905
20142015,59,KENTON,291,Kenton County,40,Dixie Heights High School,291040,59291040,210309000811,9064,1338.22,1406,756,53.8%,650,46.2%,"1,226",87.2%,37,2.6%,60,4.3%,36,2.6%,3,0.2%,5,0.4%,39,2.8%,431,30.7%,62,4.4%,94.7%,7.8%,0.8%,N/A,164,55.4%,139,47.0%,25,8.4%,5,1.7%,75,25.3%,20,6.8%,25,8.4%,7,2.4%,16:1,88.00,30.00,58.00,86.00,2.00,0.00,0.00,0.00,0.00,0.00,88.00,7,0.0%,11.7,13.5%,51.0%,19.2%,1.0%,1.9%,87.0%,0.0%,2.3:1,100%,800,20,3,10000,NKCES,905
20142015,59,KENTON,291,Kenton County,60,Ft Wright Elementary School,291060,59291060,210309000815,9627,471.37,490,252,51.4%,238,48.6%,376,76.7%,31,6.3%,35,7.1%,4,0.8%,0,0.0%,1,0.2%,43,8.8%,228,46.5%,26,5.3%,96.4%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,30.00,2.00,28.00,29.00,1.00,0.00,0.00,0.00,0.00,0.00,30.00,2,0.0%,16.4,21.4%,35.7%,21.4%,0.0%,0.0%,79.0%,0.0%,2.9:1,100%,486,26,4,1823,NKCES,905
20142015,59,KENTON,291,Kenton County,20,James A Caywood Elementary School,291020,59291020,210309000809,8033,638.86,656,318,48.5%,338,51.5%,505,77.0%,17,2.6%,94,14.3%,3,0.5%,0,0.0%,1,0.2%,36,5.5%,318,48.5%,50,7.6%,96.5%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,38.00,2.00,36.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,6,0.0%,10.3,16.7%,50.0%,16.7%,0.0%,0.0%,83.0%,0.0%,2.7:1,100%,680,47,3,1200,NKCES,905
20142015,59,KENTON,291,Kenton County,50,Kenton Elementary School,291050,59291050,210309000813,8535,621.81,639,335,52.4%,304,47.6%,589,92.2%,9,1.4%,20,3.1%,5,0.8%,0,0.0%,0,0.0%,16,2.5%,185,29.0%,33,5.2%,96.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,37.00,3.00,34.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,1,0.0%,14.8,20.9%,55.8%,2.3%,0.0%,0.0%,79.0%,0.0%,3.5:1,100%,550,12,2,1235,NKCES,905
20142015,59,KENTON,291,Kenton County,541,North Key Community Care,291541,59291541,210309001534,17691,8.01,7,2,28.6%,5,71.4%,4,57.1%,2,28.6%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,1,14.3%,1,14.3%,0,0.0%,100.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7:1,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0.0%,23,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,0:1,100%,,,,,NKCES,905
20142015,59,KENTON,291,Kenton County,55,Northern Ky Youth Dev Center,291055,59291055,210309000814,11505,36.39,31,31,100.0%,0,0.0%,17,54.8%,11,35.5%,2,6.5%,0,0.0%,0,0.0%,0,0.0%,1,3.2%,29,93.5%,0,0.0%,100.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,2.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,,0.0%,25,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,.6:1,100%,,,,,NKCES,905
20142015,59,KENTON,291,Kenton County,70,Piner Elementary School,291070,59291070,210309000816,9560,329.92,342,171,50.0%,171,50.0%,327,95.6%,1,0.3%,5,1.5%,1,0.3%,0,0.0%,0,0.0%,8,2.3%,146,42.7%,27,7.9%,96.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,21.00,1.00,20.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,1,0.0%,12.6,10.0%,60.0%,20.0%,0.0%,0.0%,90.0%,0.0%,1.6:1,100%,344,22,3,1420,NKCES,905
20142015,59,KENTON,291,Kenton County,45,R C Hinsdale Elementary School,291045,59291045,210309000812,7840,625.79,644,331,51.4%,313,48.6%,589,91.5%,8,1.2%,14,2.2%,11,1.7%,0,0.0%,2,0.3%,20,3.1%,86,13.4%,32,5.0%,97.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,34.00,3.00,31.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,5,0.0%,12.6,13.9%,52.8%,19.4%,0.0%,0.0%,86.0%,0.0%,3.2:1,100%,643,78,3,500,NKCES,905
20142015,59,KENTON,291,Kenton County,6,River Ridge Elementary School,291006,59291006,210309001512,9910,902.26,917,439,47.9%,478,52.1%,723,78.8%,37,4.0%,55,6.0%,43,4.7%,1,0.1%,4,0.4%,54,5.9%,398,43.4%,54,5.9%,96.6%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,60.00,2.00,58.00,59.00,1.00,0.00,0.00,0.00,0.00,0.00,60.00,14,0.0%,13.4,18.0%,39.3%,23.0%,1.6%,0.0%,82.0%,0.0%,3.9:1,100%,900,84,4,3500,NKCES,905
20142015,59,KENTON,291,Kenton County,80,Ryland Heights Elementary School,291080,59291080,210309000817,9726,524.94,533,272,51.0%,261,49.0%,498,93.4%,10,1.9%,6,1.1%,7,1.3%,0,0.0%,0,0.0%,12,2.3%,178,33.4%,22,4.1%,96.7%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,35.00,0.00,35.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,10,0.0%,14,14.3%,45.7%,22.9%,0.0%,2.9%,86.0%,0.0%,2:1,100%,501,63,4,2150,NKCES,905
20142015,59,KENTON,291,Kenton County,120,Scott High School,291120,59291120,210309000823,9700,884.37,920,462,50.2%,458,49.8%,847,92.1%,20,2.2%,17,1.8%,5,0.5%,3,0.3%,0,0.0%,28,3.0%,297,32.3%,48,5.2%,93.6%,3.6%,1.5%,N/A,115,56.9%,92,45.5%,23,11.4%,22,10.9%,51,25.2%,2,1.0%,4,2.0%,8,4.0%,19:1,49.00,21.00,28.00,47.00,1.00,1.00,0.00,0.00,0.00,0.00,49.00,3,0.0%,9.7,21.8%,28.7%,24.1%,1.1%,2.3%,78.0%,0.0%,2.1:1,100%,400,50,100,5050,NKCES,905
20142015,59,KENTON,291,Kenton County,90,Simon Kenton High School,291090,59291090,210309000818,8623,1638.19,1708,908,53.2%,800,46.8%,"1,611",94.3%,19,1.1%,28,1.6%,9,0.5%,2,0.1%,0,0.0%,39,2.3%,455,26.6%,111,6.5%,95.0%,1.2%,0.8%,N/A,218,56.9%,205,53.5%,13,3.4%,6,1.6%,135,35.2%,8,2.1%,2,0.5%,14,3.7%,19:1,91.00,35.00,56.00,90.00,0.00,0.00,1.00,0.00,0.00,0.00,91.00,11,0.0%,10.7,16.4%,39.8%,25.8%,0.8%,0.8%,84.0%,0.9%,3.4:1,100%,1071,6,15,3000,NKCES,905
20142015,59,KENTON,291,Kenton County,7,Summit View Elementary School,291007,59291007,210309001784,9141,693.01,728,351,48.2%,377,51.8%,662,90.9%,16,2.2%,17,2.3%,7,1.0%,1,0.1%,0,0.0%,25,3.4%,223,30.6%,22,3.0%,97.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,47.00,1.00,46.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,4,0.0%,13,15.6%,51.1%,17.8%,0.0%,0.0%,85.0%,0.0%,2.2:1,100%,705,35,6,2800,NKCES,905
20142015,59,KENTON,291,Kenton County,8,Summit View Middle School,291008,59291008,210309001785,8702,686.72,709,377,53.2%,332,46.8%,639,90.1%,21,3.0%,28,3.9%,6,0.8%,1,0.1%,0,0.0%,14,2.0%,260,36.7%,52,7.3%,96.0%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,44.00,6.00,38.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,4,0.0%,11.7,8.5%,55.3%,27.7%,0.0%,0.0%,92.0%,0.0%,3.1:1,100%,350,12,3,1900,NKCES,905
20142015,59,KENTON,291,Kenton County,100,Taylor Mill Elementary School,291100,59291100,210309000819,8992,568.74,592,309,52.2%,283,47.8%,527,89.0%,18,3.0%,15,2.5%,7,1.2%,0,0.0%,1,0.2%,24,4.1%,222,37.5%,33,5.6%,96.4%,0.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:1,36.00,3.00,33.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,3,0.0%,12.6,26.7%,35.6%,11.1%,0.0%,0.0%,73.0%,0.0%,3.3:1,100%,500,46,5,4900,NKCES,905
20142015,59,KENTON,291,Kenton County,103,Turkey Foot Middle School,291103,59291103,210309000820,7988,1029.67,1067,539,50.5%,528,49.5%,890,83.4%,25,2.3%,73,6.8%,28,2.6%,1,0.1%,2,0.2%,48,4.5%,399,37.4%,42,3.9%,95.9%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19:1,55.00,14.00,41.00,54.00,0.00,0.00,1.00,0.00,0.00,0.00,55.00,2,0.0%,12.1,8.2%,63.9%,19.7%,0.0%,0.0%,92.0%,0.0%,4.4:1,100%,650,50,28,2200,NKCES,905
20142015,59,KENTON,291,Kenton County,105,Twenhofel Middle School,291105,59291105,210309000821,8251,805.12,833,427,51.3%,406,48.7%,791,95.0%,4,0.5%,7,0.8%,4,0.5%,1,0.1%,0,0.0%,26,3.1%,247,29.7%,42,5.0%,95.7%,0.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20:1,42.00,11.00,31.00,41.00,1.00,0.00,0.00,0.00,0.00,0.00,42.00,0,0.0%,13.5,12.5%,54.2%,20.8%,0.0%,0.0%,88.0%,0.0%,2.4:1,100%,400,140,3,1000,NKCES,905
20142015,59,KENTON,291,Kenton County,495,White's Tower Elementary School,291495,59291495,210309000824,9178,480.18,498,218,43.8%,280,56.2%,455,91.4%,5,1.0%,8,1.6%,2,0.4%,2,0.4%,0,0.0%,26,5.2%,215,43.2%,23,4.6%,96.2%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17:1,30.00,1.00,29.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,3,0.0%,12.8,15.6%,59.4%,9.4%,0.0%,0.0%,84.0%,0.0%,2.2:1,100%,344,21,2,976,NKCES,905
20142015,59,KENTON,291,Kenton County,108,Woodland Middle School,291108,59291108,210309001588,8644,678.95,716,382,53.4%,334,46.6%,643,89.8%,13,1.8%,20,2.8%,4,0.6%,0,0.0%,2,0.3%,34,4.7%,268,37.4%,30,4.2%,94.9%,0.1%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:1,39.00,6.00,33.00,38.00,0.00,0.00,1.00,0.00,0.00,0.00,39.00,0,0.0%,10.4,24.1%,35.2%,14.8%,1.9%,0.0%,76.0%,0.0%,3.3:1,100%,386,3,17,1480,NKCES,905
20142015,59,KENTON,291,Kenton County,,---District Total---,291,,,8930,13560.52,14054,7180,51.1%,"6,874",48.9%,"12,462",88.7%,317,2.3%,525,3.7%,183,1.3%,15,0.1%,18,0.1%,534,3.8%,"4,923",35.0%,771,5.5%,95.8%,1.7%,0.6%,N/A,498,56.1%,437,49.2%,61,6.9%,36,4.1%,264,29.7%,30,3.4%,31,3.5%,29,3.3%,17:1,815.00,144.00,671.00,805.00,6.00,1.00,3.00,0.00,0.00,0.00,815.00,86,0.0%,12.1,16.6%,45.7%,20.0%,0.5%,0.6%,83.0%,0.1%,2.7:1,100%,10325,752,207,48379,NKCES,905
20142015,60,KNOTT,295,Knott County,35,Beaver Creek Elementary School,295035,60295035,210312000826,11198,243,256,111,43.4%,145,56.6%,254,99.2%,1,0.4%,1,0.4%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,223,87.1%,6,2.3%,93.4%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13:1,20.00,3.00,17.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0,0.0%,10.2,27.3%,31.8%,13.6%,0.0%,0.0%,73.0%,0.0%,2.4:1,100%,218,30,2,160,KVEC,904
20142015,60,KNOTT,295,Knott County,100,Carr Creek Elementary School,295100,60295100,210312000830,11871,321.69,333,170,51.1%,163,48.9%,317,95.2%,12,3.6%,3,0.9%,0,0.0%,0,0.0%,0,0.0%,1,0.3%,258,77.5%,12,3.6%,93.3%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,22.00,1.00,21.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,1,0.0%,14.3,23.8%,23.8%,28.6%,0.0%,0.0%,76.0%,0.0%,2.3:1,100%,155,29,15,1200,KVEC,904
20142015,60,KNOTT,295,Knott County,150,Cordia School,295150,60295150,210312002233,12324,210.76,231,143,61.9%,88,38.1%,207,89.6%,11,4.8%,13,5.6%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,168,72.7%,6,2.6%,90.2%,2.5%,0.7%,N/A,11,32.4%,6,17.6%,5,14.7%,5,14.7%,8,23.5%,7,20.6%,3,8.8%,N/A,0.0%,15:1,15.00,3.00,12.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0,0.0%,17.4,5.6%,61.1%,27.8%,0.0%,0.0%,95.0%,0.0%,4.6:1,100%,250,2,2,75,KVEC,904
20142015,60,KNOTT,295,Knott County,210,Emmalena Elementary School,295210,60295210,210312000834,12788,177.18,194,100,51.5%,94,48.5%,191,98.5%,1,0.5%,1,0.5%,0,0.0%,0,0.0%,0,0.0%,1,0.5%,163,84.0%,3,1.5%,93.9%,1.8%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,16.00,2.00,14.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0,0.0%,15.7,0.0%,72.7%,18.2%,9.1%,0.0%,100.0%,0.0%,2.7:1,100%,165,18,25,1270,KVEC,904
20142015,60,KNOTT,295,Knott County,230,Hindman Elementary School,295230,60295230,210312000835,11219,508.7,537,288,53.6%,249,46.4%,529,98.5%,1,0.2%,7,1.3%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,347,64.6%,32,6.0%,92.5%,0.0%,0.8%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15:1,35.00,5.00,30.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0,0.0%,15.9,10.0%,56.7%,23.3%,0.0%,0.0%,90.0%,0.0%,4.5:1,100%,282,76,2,478,KVEC,904
20142015,60,KNOTT,295,Knott County,255,Jones Fork Elementary School,295255,60295255,210312000836,12159,132,140,86,61.4%,54,38.6%,140,100.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,122,87.1%,4,2.9%,92.2%,0.0%,0.0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:1,12.00,2.00,10.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0,0.0%,6,33.3%,13.3%,13.3%,6.7%,0.0%,67.0%,0.0%,2:1,100%,75,46,16,150,KVEC,904
20142015,60,KNOTT,295,Knott County,265,Knott County Central High School,295265,60295265,210312000837,11456,553.7,599,322,53.8%,277,46.2%,589,98.3%,8,1.3%,1,0.2%,0,0.0%,0,0.0%,0,0.0%,1,0.2%,425,71.0%,30,5.0%,89.9%,0.0%,2.5%,N/A,107,71.8%,107,71.8%,N/A,0.0%,5,3.4%,20,13.4%,1,0.7%,11,7.4%,5,3.4%,16:1,38.00,13.00,25.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,0,0.0%,15.8,12.5%,41.7%,33.3%,0.0%,0.0%,88.0%,0.0%,3.1:1,100%,91,25,13,1160,KVEC,904
20142015,60,KNOTT,295,Knott County,,---District Total---,295,,,11728,2147.03,2290,1220,53.3%,"1,070",46.7%,"2,227",97.2%,34,1.5%,26,1.1%,0,0.0%,0,0.0%,0,0.0%,3,0.1%,"1,706",74.5%,93,4.1%,91.9%,0.4%,1.6%,N/A,118,64.5%,113,61.7%,5,2.7%,10,5.5%,28,15.3%,8,4.4%,14,7.7%,5,2.7%,15:1,156.00,28.00,128.00,156.00,0.00,0.00,0.00,0.00,0.00,0.00,156.00,2,0.0%,14.4,15.8%,42.4%,24.8%,1.2%,0.0%,84.0%,0.0%,3.1:1,100%,1236,226,75,4493,KVEC,904
20142015,61,KNOX,301,Knox County,71,Central Elementary School,301071,61301071,210315002235,10702,429.38,459,214,46.6%,245,53.4%,427,93.0%,10,2.2%,3,0.7%,7,1.5%,0,0.0%,0,0.0%,12,2.6%,383,83.4%,13,2.8%,92.0%,0.6%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11:1,41.00,7.00,34.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,1,0.0%,10.3,23.1%,20.5%,33.3%,0.0%,0.0%,77.0%,0.0%,2.1:1,100%,350,50,2,860,SESC,907
20142015,61,KNOX,301,Knox County,170,Dewitt Elementary School,301170,61301170,210315000842,14179,178.73,184,97,52.7%,87,47.3%,178,96.7%,4,2.2%,0,0.0%,0,0.0%,1,0.5%,0,0.0%,1,0.5%,166,90.2%,6,3.3%,93.2%,1.5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8:1,23.00,7.00,16.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0,0.0%,14.4,10.0%,35.0%,45.0%,0.0%,0.0%,90.0%,0.0%,2.6:1,100%,148,14,6,800,SESC,907
