SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,MEMBERSHIP,Personnel Spending per Student - Federal Funds,Non-Personnel Spending per Student - Federal Funds,Total Spending per Student - Federal Funds,Personnel Spending per Student - State/Local Funds,Non-Personnel Spending per Student - State/Local Funds,Total Spending per Student - State/Local Funds,Total Spending per Student - All Fund Sources
20192020,056,JEFFERSON,275,Jefferson County,126,Layne Elementary,275126,056275126,210299000706,"",909,371,1314,556,1870,12630,1296,13926,16481
20192020,056,JEFFERSON,275,Jefferson County,127,Auburndale Elementary,275127,056275127,210299000707,"",909,563,1359,532,1891,11056,1369,12425,15150
20192020,056,JEFFERSON,275,Jefferson County,128,Price Elementary,275128,056275128,210299000708,"",909,437,1420,659,2079,14812,1353,16165,18929
20192020,056,JEFFERSON,275,Jefferson County,129,Breckinridge Metropolitan High,275129,056275129,210299001965,"",909,131,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,131,Eisenhower Elementary,275131,056275131,210299000710,"",909,600,642,382,1024,11119,1231,12350,14059
20192020,056,JEFFERSON,275,Jefferson County,133,Lassiter Middle,275133,056275133,210299000711,"",909,1001,1006,394,1400,10955,1242,12197,14373
20192020,056,JEFFERSON,275,Jefferson County,134,Klondike Lane Elementary,275134,056275134,210299000712,"",909,433,1227,581,1808,12478,1438,13916,16410
20192020,056,JEFFERSON,275,Jefferson County,138,Louisville Day,275138,056275138,210299000713,"",909,28,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,144,Stuart Academy,275144,056275144,210299001427,"",909,790,958,736,1694,11303,1338,12641,16439
20192020,056,JEFFERSON,275,Jefferson County,145,Laukhuf Elementary,275145,056275145,210299000716,"",909,498,719,415,1134,10926,1187,12113,14094
20192020,056,JEFFERSON,275,Jefferson County,146,Lowe Elementary,275146,056275146,210299000717,"",909,575,781,282,1063,11753,1233,12986,14902
20192020,056,JEFFERSON,275,Jefferson County,147,Mill Creek Elementary,275147,056275147,210299000718,"",909,480,1457,553,2010,10978,1302,12280,15126
20192020,056,JEFFERSON,275,Jefferson County,149,Blake Elementary,275149,056275149,210299000719,"",909,450,1421,501,1922,12147,1124,13271,16043
20192020,056,JEFFERSON,275,Jefferson County,155,Marion C. Moore School,275155,056275155,210299002026,"",909,2324,923,537,1460,10781,1170,11951,14294
20192020,056,JEFFERSON,275,Jefferson County,156,Dunn Elementary,275156,056275156,210299000722,"",909,544,456,262,718,11682,1406,13088,14492
20192020,056,JEFFERSON,275,Jefferson County,162,Kammerer Middle,275162,056275162,210299000724,"",909,927,454,322,776,11374,1237,12611,14175
20192020,056,JEFFERSON,275,Jefferson County,163,Knight Middle,275163,056275163,210299000725,"",909,460,1245,479,1724,13049,1222,14271,16680
20192020,056,JEFFERSON,275,Jefferson County,164,Conway Middle,275164,056275164,210299000726,"",909,822,946,415,1361,11094,1147,12241,14404
20192020,056,JEFFERSON,275,Jefferson County,165,J. Graham Brown School,275165,056275165,210299002027,"",909,745,415,263,678,13068,1316,14384,16042
20192020,056,JEFFERSON,275,Jefferson County,166,Jeffersontown Elementary,275166,056275166,210299000727,"",909,713,792,453,1245,11964,1165,13129,15059
20192020,056,JEFFERSON,275,Jefferson County,167,Carrithers Middle,275167,056275167,210299000728,"",909,659,1000,439,1439,10794,1273,12067,14191
20192020,056,JEFFERSON,275,Jefferson County,175,Alex R. Kennedy Elementary,275175,056275175,210299002421,"",909,288,1776,395,2171,11258,1337,12595,15677
20192020,056,JEFFERSON,275,Jefferson County,179,Central High Magnet Career Academy,275179,056275179,210299000730,"",909,1221,1058,443,1501,11910,1339,13249,15508
20192020,056,JEFFERSON,275,Jefferson County,182,Wheatley Elementary,275182,056275182,210299000731,"",909,326,1645,655,2300,15387,1141,16528,19748
20192020,056,JEFFERSON,275,Jefferson County,183,Binet School,275183,056275183,210299000732,"",909,58,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,185,Atkinson Academy,275185,056275185,210299000733,"",909,336,1946,644,2590,16559,1352,17911,21457
20192020,056,JEFFERSON,275,Jefferson County,186,Newcomer Academy,275186,056275186,210299002180,"",909,689,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,191,W.E.B. DuBois Academy,275191,056275191,210299002458,"",909,282,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,193,Mary Jo and William MacDonald Maryhurst,275193,056275193,210299001492,"",909,81,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,200,duPont Manual High,275200,056275200,210299000734,"",909,1881,524,219,743,10505,1291,11796,22113
20192020,056,JEFFERSON,275,Jefferson County,201,The Phoenix School of Discovery,275201,056275201,210299002121,"",909,360,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,202,Minor Daniels Academy,275202,056275202,210299002412,"",909,237,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,211,Stopher Elementary,275211,056275211,210299002197,"",909,778,482,240,722,11029,1196,12225,13632
20192020,056,JEFFERSON,275,Jefferson County,212,Farmer Elementary,275212,056275212,210299002187,"",909,740,756,346,1102,11542,1196,12738,14525
20192020,056,JEFFERSON,275,Jefferson County,219,Ramsey Middle,275219,056275219,210299002190,"",909,1037,581,367,948,10340,1273,11613,13318
20192020,056,JEFFERSON,275,Jefferson County,220,Bellewood,275220,056275220,210299002394,"",909,41,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,221,Brooklawn,275221,056275221,210299002399,"",909,138,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,222,Westport Early Childhood Center,275222,056275222,210299002499,"",909,0,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,225,Bloom Elementary,275225,056275225,210299000737,"",909,547,696,360,1056,11900,1142,13042,14783
20192020,056,JEFFERSON,275,Jefferson County,240,Engelhard Elementary,275240,056275240,210299000739,"",909,346,1374,577,1951,14660,1272,15932,18830
20192020,056,JEFFERSON,275,Jefferson County,243,Byck Elementary,275243,056275243,210299000740,"",909,370,2036,775,2811,13598,1153,14751,18483
20192020,056,JEFFERSON,275,Jefferson County,250,Field Elementary,275250,056275250,210299000741,"",909,414,660,394,1054,13411,1288,14699,16654
20192020,056,JEFFERSON,275,Jefferson County,260,Brandeis Elementary,275260,056275260,210299000742,"",909,506,460,348,808,11467,1166,12633,14274
20192020,056,JEFFERSON,275,Jefferson County,270,Foster Traditional Academy,275270,056275270,210299000745,"",909,566,1076,654,1730,11494,1103,12597,15166
20192020,056,JEFFERSON,275,Jefferson County,285,Center at Riverport,275285,056275285,210299002063,"",909,0,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,290,Frayser Elementary,275290,056275290,210299000747,"",909,338,1392,634,2026,15605,1340,16945,19914
20192020,056,JEFFERSON,275,Jefferson County,300,Hazelwood Elementary,275300,056275300,210299000748,"",909,378,1868,547,2415,11211,1308,12519,15968
20192020,056,JEFFERSON,275,Jefferson County,320,Highland Middle,275320,056275320,210299000750,"",909,904,759,383,1142,10634,1202,11836,14377
20192020,056,JEFFERSON,275,Jefferson County,323,Cochran Elementary,275323,056275323,210299000751,"",909,333,2079,710,2789,14816,1354,16170,19653
20192020,056,JEFFERSON,275,Jefferson County,325,Jacob Elementary,275325,056275325,210299000752,"",909,453,1423,574,1997,11409,1193,12602,15611
20192020,056,JEFFERSON,275,Jefferson County,335,Iroquois High,275335,056275335,210299000753,"",909,1124,1346,421,1767,14755,1311,16066,18598
20192020,056,JEFFERSON,275,Jefferson County,340,Meyzeek Middle,275340,056275340,210299000754,"",909,1069,683,306,989,10163,1161,11324,13158
20192020,056,JEFFERSON,275,Jefferson County,371,Norton Commons Elementary,275371,056275371,210299002430,"",909,488,917,288,1205,10719,1138,11857,13747
20192020,056,JEFFERSON,275,Jefferson County,374,Young Elementary,275374,056275374,210299000757,"",909,328,1493,672,2165,15919,1236,17155,20289
20192020,056,JEFFERSON,275,Jefferson County,396,Jefferson County Traditional Middle,275396,056275396,210299000760,"",909,922,444,256,700,10808,1253,12061,13633
20192020,056,JEFFERSON,275,Jefferson County,432,King Elementary,275432,056275432,210299000762,"",909,366,1609,490,2099,13824,1177,15001,18027
20192020,056,JEFFERSON,275,Jefferson County,435,Noe Middle,275435,056275435,210299000763,"",909,1338,504,297,801,10619,1150,11769,13324
20192020,056,JEFFERSON,275,Jefferson County,440,Mcferran Preparatory Academy,275440,056275440,210299000764,"",909,694,990,748,1738,10545,1149,11694,14197
20192020,056,JEFFERSON,275,Jefferson County,456,Ackerly,275456,056275456,210299001859,"",909,0,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,458,Mary Ryan Academy,275458,056275458,210299001860,"",909,35,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,463,Louisville Metro Youth Center,275463,056275463,210299001082,"",909,7,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,465,Heuser Hearing & Language Academy,275465,056275465,210299001941,"",909,3,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,470,Johnson Traditional Middle,275470,056275470,210299000769,"",909,875,560,422,982,10130,1228,11358,13116
20192020,056,JEFFERSON,275,Jefferson County,480,Maupin Elementary,275480,056275480,210299000770,"",909,244,2853,681,3534,13937,1169,15106,19537
20192020,056,JEFFERSON,275,Jefferson County,500,Portland Elementary,275500,056275500,210299000771,"",909,261,1674,531,2205,14633,1322,15955,19147
20192020,056,JEFFERSON,275,Jefferson County,520,Lincoln Elementary Performing Arts,275520,056275520,210299000772,"",909,572,699,384,1083,11994,1196,13190,15120
20192020,056,JEFFERSON,275,Jefferson County,530,Roosevelt-Perry Elementary,275530,056275530,210299000773,"",909,192,2736,982,3718,18286,1259,19545,24305
20192020,056,JEFFERSON,275,Jefferson County,560,Rutherford Elementary,275560,056275560,210299000775,"",909,447,1499,562,2061,11351,1207,12558,15473
20192020,056,JEFFERSON,275,Jefferson County,580,Semple Elementary,275580,056275580,210299000776,"",909,568,1387,801,2188,12265,1139,13404,16445
20192020,056,JEFFERSON,275,Jefferson County,590,The Academy @ Shawnee,275590,056275590,210299000777,"",909,518,1682,519,2201,17671,1482,19153,41726
20192020,056,JEFFERSON,275,Jefferson County,610,Shelby Traditional Academy,275610,056275610,210299000780,"",909,746,1122,966,2088,11021,1458,12479,15348
20192020,056,JEFFERSON,275,Jefferson County,620,Frederick Law Olmsted Academy North,275620,056275620,210299000781,"",909,643,1384,575,1959,12061,1162,13223,16010
20192020,056,JEFFERSON,275,Jefferson County,660,Coleridge-Taylor Montessori Elementary,275660,056275660,210299000783,"",909,432,1120,462,1582,13069,1267,14336,16756
20192020,056,JEFFERSON,275,Jefferson County,680,Carter Traditional Elementary,275680,056275680,210299000784,"",909,599,794,582,1376,11233,1165,12398,14592
20192020,056,JEFFERSON,275,Jefferson County,710,Western Middle School for the Arts,275710,056275710,210299000785,"",909,656,784,346,1130,11932,1225,13157,15101
20192020,056,JEFFERSON,275,Jefferson County,720,Kennedy Montessori Elementary,275720,056275720,210299000786,"",909,534,900,478,1378,11126,1153,12279,14342
20192020,056,JEFFERSON,275,Jefferson County,730,Frederick Law Olmsted Academy South,275730,056275730,210299001425,"",909,781,929,554,1483,12463,1297,13760,16021
20192020,056,JEFFERSON,275,Jefferson County,768,Home of the Innocents Discovery,275768,056275768,210299001943,"",909,30,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,769,Home of the Innocents School,275769,056275769,210299001946,"",909,62,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,784,Peace Academy,275784,056275784,210299001613,"",909,80,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,917,Churchill Park School,275917,056275917,210299000789,"",909,89,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,919,George Unseld Early Childhood Center,275919,056275919,210299002376,"",909,0,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,920,Ahrens Educational Resource Center,275920,056275920,210299001447,"",909,38,,,,,,,
20192020,056,JEFFERSON,275,Jefferson County,951,Jefferson County High,275951,056275951,210299001947,"",909,1095,,,,,,,
20192020,067,LETCHER,276,Jenkins Independent,"",---District Total---,276,"","",KVEC,904,397,1120,330,1450,10116,2723,12839,19111
20192020,067,LETCHER,276,Jenkins Independent,011,Jenkins Independent School,276011,067276011,210300001642,KVEC,904,397,1120,330,1450,10116,2723,12837,19111
20192020,057,JESSAMINE,281,Jessamine County,"",---District Total---,281,"","",CKEC,901,8213,496,121,618,9101,1466,10567,15423
20192020,057,JESSAMINE,281,Jessamine County,018,Hattie C. Warner Elementary School,281018,057281018,210303000795,CKEC,901,530,556,171,728,9583,1397,10980,15311
20192020,057,JESSAMINE,281,Jessamine County,019,West Jessamine High School,281019,057281019,210303001640,CKEC,901,1223,241,97,338,12720,1735,14456,18663
20192020,057,JESSAMINE,281,Jessamine County,021,East Jessamine High School,281021,057281021,210303001641,CKEC,901,1060,349,87,436,14222,2066,16288,20499
20192020,057,JESSAMINE,281,Jessamine County,022,Jessamine Early Learning Village,281022,057281022,210303001899,CKEC,901,647,881,125,1006,13390,1614,15003,19172
20192020,057,JESSAMINE,281,Jessamine County,023,The Providence School,281023,057281023,210303001900,CKEC,901,152,,,,,,,
20192020,057,JESSAMINE,281,Jessamine County,024,Jessamine Career and Technology Center,281024,057281024,210303002028,CKEC,901,0,,,,,,,
20192020,057,JESSAMINE,281,Jessamine County,025,East Jessamine Middle School,281025,057281025,210303000797,CKEC,901,980,424,150,574,7879,1379,9258,13480
20192020,057,JESSAMINE,281,Jessamine County,026,West Jessamine Middle School,281026,057281026,210303001110,CKEC,901,1030,346,143,489,8189,1456,9645,13867
20192020,057,JESSAMINE,281,Jessamine County,030,Ashgrove Academy,281030,057281030,210303002442,CKEC,901,17,,,,,,,
20192020,057,JESSAMINE,281,Jessamine County,040,Red Oak Elementary School,281040,057281040,210303002388,CKEC,901,546,641,120,761,9436,1375,10810,15085
20192020,057,JESSAMINE,281,Jessamine County,050,Nicholasville Elementary School,281050,057281050,210303000798,CKEC,901,420,802,125,927,11061,1450,12511,16812
20192020,057,JESSAMINE,281,Jessamine County,060,Rosenwald Dunbar Elementary School,281060,057281060,210303000092,CKEC,901,566,499,92,592,9166,1249,10414,14692
20192020,057,JESSAMINE,281,Jessamine County,070,Brookside Elementary School,281070,057281070,210303001429,CKEC,901,534,461,145,606,9012,1330,10342,14642
20192020,057,JESSAMINE,281,Jessamine County,090,Wilmore Elementary School,281090,057281090,210303000799,CKEC,901,508,537,102,639,9410,1404,10814,15064
20192020,058,JOHNSON,285,Johnson County,"",---District Total---,285,"","",KEDC,903,3419,1023,264,1287,9027,1760,10787,13476
20192020,058,JOHNSON,285,Johnson County,050,Johnson County Alternative School,285050,058285050,210306001615,KEDC,903,114,,,,,,,
20192020,058,JOHNSON,285,Johnson County,060,Johnson County Middle School,285060,058285060,210306000800,KEDC,903,534,1121,224,1345,10336,1635,11971,13340
20192020,058,JOHNSON,285,Johnson County,075,Central Elementary School,285075,058285075,210306000692,KEDC,903,357,1304,242,1547,10692,2420,13113,14531
20192020,058,JOHNSON,285,Johnson County,100,Flat Gap Elementary School,285100,058285100,210306000801,KEDC,903,216,1762,358,2120,12068,2856,14924,16373
20192020,058,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,058285115,210306000802,KEDC,903,1026,670,306,976,9524,1995,11519,12845
20192020,058,JOHNSON,285,Johnson County,250,Porter Elementary School,285250,058285250,210306000803,KEDC,903,370,1053,226,1278,9254,1930,11184,12777
20192020,058,JOHNSON,285,Johnson County,320,W R Castle Memorial Elementary School,285320,058285320,210306000805,KEDC,903,363,1166,240,1406,10594,1995,12589,14035
20192020,058,JOHNSON,285,Johnson County,340,Highland Elementary School,285340,058285340,210306000806,KEDC,903,439,1082,231,1313,9775,1943,11718,13122
20192020,059,KENTON,291,Kenton County,"",---District Total---,291,"","",NKCES,905,14025,351,62,412,8888,1260,10148,12747
20192020,059,KENTON,291,Kenton County,005,Beechgrove Elementary School,291005,059291005,210309000807,NKCES,905,684,404,62,467,9721,1099,10820,13230
20192020,059,KENTON,291,Kenton County,006,River Ridge Elementary School,291006,059291006,210309001512,NKCES,905,890,581,90,671,9209,1204,10414,13027
20192020,059,KENTON,291,Kenton County,020,James A Caywood Elementary School,291020,059291020,210309000809,NKCES,905,551,351,113,464,9434,1160,10594,13003
20192020,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,1464,164,37,201,7978,1211,9189,11331
20192020,059,KENTON,291,Kenton County,045,R C Hinsdale Elementary School,291045,059291045,210309000812,NKCES,905,584,347,31,377,8833,1109,9942,12306
20192020,059,KENTON,291,Kenton County,050,Kenton Elementary School,291050,059291050,210309000813,NKCES,905,585,155,111,265,8889,1200,10089,12297
20192020,059,KENTON,291,Kenton County,055,Northern Ky Youth Dev Center,291055,059291055,210309000814,NKCES,905,10,,,,,,,
20192020,059,KENTON,291,Kenton County,060,Ft Wright Elementary School,291060,059291060,210309000815,NKCES,905,493,824,48,871,9395,1272,10668,13538
20192020,059,KENTON,291,Kenton County,070,Piner Elementary School,291070,059291070,210309000816,NKCES,905,303,256,59,315,10077,2166,12243,14518
20192020,059,KENTON,291,Kenton County,080,Ryland Heights Elementary School,291080,059291080,210309000817,NKCES,905,471,642,93,735,10276,1411,11688,14373
20192020,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,1750,296,48,344,8164,1481,9644,11928
20192020,059,KENTON,291,Kenton County,100,Taylor Mill Elementary School,291100,059291100,210309000819,NKCES,905,516,239,40,279,9721,1328,11049,13271
20192020,059,KENTON,291,Kenton County,103,Turkey Foot Middle School,291103,059291103,210309000820,NKCES,905,1074,231,31,262,7702,1065,8767,11524
20192020,059,KENTON,291,Kenton County,105,Twenhofel Middle School,291105,059291105,210309000821,NKCES,905,859,605,45,650,7626,1218,8844,11437
20192020,059,KENTON,291,Kenton County,108,Woodland Middle School,291108,059291108,210309001588,NKCES,905,672,98,35,133,8783,1206,9989,12064
20192020,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,1078,255,50,305,8771,1436,10207,13042
20192020,059,KENTON,291,Kenton County,475,Summit View Academy,291475,059291475,210309002420,NKCES,905,1407,347,46,393,8660,1088,9692,12029
20192020,059,KENTON,291,Kenton County,495,White's Tower Elementary School,291495,059291495,210309000824,NKCES,905,634,325,70,395,8524,1171,9695,12035
20192020,060,KNOTT,295,Knott County,"",---District Total---,295,"","",KVEC,904,2161,1362,351,1713,9414,2256,11669,14365
20192020,060,KNOTT,295,Knott County,035,Beaver Creek Elementary School,295035,060295035,210312000826,KVEC,904,219,1301,331,1631,9559,2245,11804,14308
20192020,060,KNOTT,295,Knott County,100,Carr Creek Elementary School,295100,060295100,210312000830,KVEC,904,365,1084,360,1444,10390,1906,12296,14740
20192020,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,166,1570,264,1834,9569,2609,12178,14740
20192020,060,KNOTT,295,Knott County,210,Emmalena Elementary School,295210,060295210,210312000834,KVEC,904,195,1335,252,1587,10010,1954,11964,14445
20192020,060,KNOTT,295,Knott County,230,Hindman Elementary School,295230,060295230,210312000835,KVEC,904,441,1711,386,2097,9749,1806,11555,14603
20192020,060,KNOTT,295,Knott County,255,Jones Fork Elementary School,295255,060295255,210312000836,KVEC,904,149,1666,375,2041,9102,2009,11111,14112
20192020,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,626,1181,389,1570,8296,2041,10337,12738
20192020,061,KNOX,301,Knox County,"",---District Total---,301,"","",SESC,907,4055,1325,356,1681,9468,1721,11189,14106
20192020,061,KNOX,301,Knox County,022,Knox Appalachian School,301022,061301022,210315001997,SESC,907,0,,,,,,,
20192020,061,KNOX,301,Knox County,023,Knox County Middle School,301023,061301023,210315002029,SESC,907,425,1556,333,1887,10134,1589,11724,13612
20192020,061,KNOX,301,Knox County,071,Central Elementary School,301071,061301071,210315002235,SESC,907,419,1311,392,1703,8774,1361,10134,11837
20192020,061,KNOX,301,Knox County,140,Knox County Day Treatment,301140,061301140,210315002357,SESC,907,30,,,,,,,
20192020,061,KNOX,301,Knox County,150,Knox County Learning Academy,301150,061301150,210315000709,SESC,907,73,,,,,,,
20192020,061,KNOX,301,Knox County,155,Knox Inspire Academy,301155,061301155,210315002449,SESC,907,27,,,,,,,
20192020,061,KNOX,301,Knox County,170,Dewitt Elementary School,301170,061301170,210315000842,SESC,907,136,1097,428,1525,12932,2259,15192,16717
20192020,061,KNOX,301,Knox County,240,Flat Lick Elementary School,301240,061301240,210315000843,SESC,907,172,1109,397,1505,11096,1801,12898,14404
20192020,061,KNOX,301,Knox County,260,Girdler Elementary School,301260,061301260,210315000844,SESC,907,346,1074,403,1477,8846,1442,10288,11766
20192020,061,KNOX,301,Knox County,320,G R Hampton Elementary School,301320,061301320,210315000846,SESC,907,212,1593,479,2072,10618,1331,11949,14021
20192020,061,KNOX,301,Knox County,410,Knox Central High School,301410,061301410,210315000847,SESC,907,785,985,223,1208,8077,1506,9583,10790
20192020,061,KNOX,301,Knox County,430,Jesse D Lay Elementary School,301430,061301430,210315000848,SESC,907,336,1156,338,1494,8469,1172,9641,11136
20192020,061,KNOX,301,Knox County,450,Lynn Camp Schools,301450,061301450,210315000850,SESC,907,1094,1386,334,1720,7970,1409,9380,11100
20192020,062,LARUE,305,LaRue County,"",---District Total---,305,"","",GRREC,902,2324,543,323,866,9096,1510,10606,14765
20192020,062,LARUE,305,LaRue County,015,Abraham Lincoln Elementary School,305015,062305015,210318002044,GRREC,902,472,707,341,1048,9283,1478,10762,15019
20192020,062,LARUE,305,LaRue County,030,Hodgenville Elementary School,305030,062305030,210318000852,GRREC,902,554,775,338,1113,8630,1476,10106,14425
20192020,062,LARUE,305,LaRue County,040,LaRue County High School,305040,062305040,210318000853,GRREC,902,692,316,428,744,8655,841,9495,14188
20192020,062,LARUE,305,LaRue County,045,LaRue County Middle School,305045,062305045,210318000854,GRREC,902,565,251,138,389,8849,2240,11089,13693
20192020,062,LARUE,305,LaRue County,100,The Life Connection,305100,062305100,210318002216,GRREC,902,41,,,,,,,
20192020,063,LAUREL,311,Laurel County,"",---District Total---,311,"","",SESC,907,8879,668,240,908,7866,1382,9248,11852
20192020,063,LAUREL,311,Laurel County,010,London Elementary School,311010,063311010,210321000856,SESC,907,551,713,388,1102,9395,1755,11150,12251
20192020,063,LAUREL,311,Laurel County,016,McDaniel Learning Center,311016,063311016,210321002224,SESC,907,49,,,,,,,
20192020,063,LAUREL,311,Laurel County,018,Wyan-Pine Grove Elementary,311018,063311018,210321002030,SESC,907,438,617,281,899,8986,1658,10644,11543
20192020,063,LAUREL,311,Laurel County,019,Laurel County Virtual Academy,311019,063311019,210321002436,SESC,907,68,,,,,,,
20192020,063,LAUREL,311,Laurel County,030,Bush Elementary School,311030,063311030,210321000857,SESC,907,497,659,129,788,8573,1354,9927,10715
20192020,063,LAUREL,311,Laurel County,040,South Laurel Middle School,311040,063311040,210321000858,SESC,907,1030,935,249,1184,8177,1423,9601,10784
20192020,063,LAUREL,311,Laurel County,050,Laurel County Day Treatment,311050,063311050,210321001677,SESC,907,54,,,,,,,
20192020,063,LAUREL,311,Laurel County,055,Camp Ground Elementary School,311055,063311055,210321000859,SESC,907,294,949,267,1216,8342,1531,9873,11089
20192020,063,LAUREL,311,Laurel County,060,Laurel Co Schools Center for Innovation,311060,063311060,210321002400,SESC,907,429,,,,,,,
20192020,063,LAUREL,311,Laurel County,070,Colony Elementary School,311070,063311070,210321000860,SESC,907,326,905,362,1267,8217,1672,9889,11155
20192020,063,LAUREL,311,Laurel County,130,Hazel Green Elementary School,311130,063311130,210321000862,SESC,907,288,1111,259,1371,9637,1723,11359,12730
20192020,063,LAUREL,311,Laurel County,165,Johnson Elementary School,311165,063311165,210321000863,SESC,907,293,726,187,913,8851,1721,10571,11484
20192020,063,LAUREL,311,Laurel County,175,Hunter Hills Elementary School,311175,063311175,210321000715,SESC,907,578,1098,194,1292,9276,1576,10852,12145
20192020,063,LAUREL,311,Laurel County,180,Keavy Elementary School,311180,063311180,210321000864,SESC,907,250,966,334,1300,9712,1939,11651,12950
20192020,063,LAUREL,311,Laurel County,200,North Laurel Middle School,311200,063311200,210321001589,SESC,907,1015,895,344,1239,8281,1553,9834,11073
20192020,063,LAUREL,311,Laurel County,205,North Laurel High School,311205,063311205,210321000215,SESC,907,1195,365,157,522,8330,1607,9937,10460
20192020,063,LAUREL,311,Laurel County,210,South Laurel High School,311210,063311210,210321000865,SESC,907,963,121,154,275,7720,1703,9423,9698
20192020,063,LAUREL,311,Laurel County,420,Sublimity Elementary School,311420,063311420,210321000869,SESC,907,309,707,423,1130,8178,1562,9740,10869
20192020,063,LAUREL,311,Laurel County,430,Cold Hill Elementary School,311430,063311430,210321001483,SESC,907,252,480,145,624,8065,1696,9762,10386
20192020,064,LAWRENCE,315,Lawrence County,"",---District Total---,315,"","",KEDC,903,2412,918,339,1257,8986,1910,10895,13096
20192020,064,LAWRENCE,315,Lawrence County,020,Louisa East Elementary School,315020,064315020,210324002079,KEDC,903,577,1357,629,1986,14060,2747,16807,19864
20192020,064,LAWRENCE,315,Lawrence County,021,Louisa West Elementary School,315021,064315021,210324002155,KEDC,903,258,1854,404,2258,16471,2945,19416,22618
20192020,064,LAWRENCE,315,Lawrence County,030,Blaine Elementary School,315030,064315030,210324000870,KEDC,903,183,2981,658,3639,16686,3684,20370,25190
20192020,064,LAWRENCE,315,Lawrence County,150,Fallsburg Elementary School,315150,064315150,210324000871,KEDC,903,245,2215,604,2820,16869,3134,20004,23953
20192020,064,LAWRENCE,315,Lawrence County,200,Louisa Middle School,315200,064315200,210324000872,KEDC,903,475,1551,676,2227,14121,2746,16867,20186
20192020,064,LAWRENCE,315,Lawrence County,260,Lawrence County High School,315260,064315260,210324000874,KEDC,903,674,1355,406,1761,14793,2955,17749,20530
20192020,065,LEE,321,Lee County,"",---District Total---,321,"","",KVEC,904,877,1273,340,1613,7863,2327,10190,14106
20192020,065,LEE,321,Lee County,060,Lee County Middle High School,321060,065321060,210327002434,KVEC,904,463,1541.00,313.00,1855.00,8916.00,2726,15275.00,10915.00
20192020,065,LEE,321,Lee County,100,Lee County Elementary School,321100,065321100,210327000216,KVEC,904,414,974.00,369.00,1342.00,6685.00,2033.00,12799.00,9379.00
20192020,066,LESLIE,325,Leslie County,"",---District Total---,325,"","",KVEC,904,1598,1317,284,1602,8970,2222,11192,14915
20192020,066,LESLIE,325,Leslie County,280,Hayes Lewis Elementary School,325280,066325280,210333000882,KVEC,904,123,1906,282,2188,11800,2897,14697,18294
20192020,066,LESLIE,325,Leslie County,300,Mountain View Elementary,325300,066325300,210333000883,KVEC,904,454,1296,295,1591,8631,1940,10572,13686
20192020,066,LESLIE,325,Leslie County,350,Leslie County High School,325350,066325350,210333000885,KVEC,904,446,596,211,807,8942,2372,11314,14248
20192020,066,LESLIE,325,Leslie County,420,W B Muncy Elementary School,325420,066325420,210333000886,KVEC,904,211,1988,348,2336,8889,2299,11188,14893
20192020,066,LESLIE,325,Leslie County,570,Stinnett Elementary School,325570,066325570,210333000887,KVEC,904,364,1640,325,1965,8518,2116,10634,16136
20192020,067,LETCHER,331,Letcher County,"",---District Total---,331,"","",KVEC,904,2870,991,176,1167,9385,2270,11655,13683
20192020,067,LETCHER,331,Letcher County,055,Letcher County Alternative Education Ctr,331055,067331055,210336002344,KVEC,904,1,,,,,,,
20192020,067,LETCHER,331,Letcher County,056,Letcher County Central High School,331056,067331056,210336001998,KVEC,904,850,595,217,811,9302,2227,11529,12051
