SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,MEMBERSHIP,Personnel Spending per Student - Federal Funds,Non-Personnel Spending per Student - Federal Funds,Total Spending per Student - Federal Funds,Personnel Spending per Student - State/Local Funds,Non-Personnel Spending per Student - State/Local Funds,Total Spending per Student - State/Local Funds,Total Spending per Student - All Fund Sources
20192020,118,WHITLEY,133,Corbin Independent,"",---District Total---,133,"","",SESC,907,2894,704,412,1116,8170,1522,9692,13221
20192020,118,WHITLEY,133,Corbin Independent,012,Corbin Educational Center,133012,118133012,210132001622,SESC,907,48,,,,,,,
20192020,118,WHITLEY,133,Corbin Independent,016,Corbin Preschool,133016,118133016,210132001982,SESC,907,0,,,,,,,
20192020,118,WHITLEY,133,Corbin Independent,019,CORBIN ELEMENTARY SCHOOL,133019,118133019,210132002489,SESC,907,375,751,397,1148,9163,1490,10653,14189
20192020,118,WHITLEY,133,Corbin Independent,040,Corbin High School,133040,118133040,210132000266,SESC,907,890,350,547,897,8132,1427,9558,12970
20192020,118,WHITLEY,133,Corbin Independent,050,Corbin Middle School,133050,118133050,210132001414,SESC,907,707,722,352,1074,7732,1302,9034,12559
20192020,118,WHITLEY,133,Corbin Independent,070,Corbin Primary,133070,118133070,210132002218,SESC,907,759,932,323,1255,8252,1207,9459,13021
20192020,118,WHITLEY,133,Corbin Independent,100,Corbin School of Innovation,133100,118133100,210132002367,SESC,907,115,,,,,,,
20192020,059,KENTON,134,Covington Independent,"",---District Total---,134,"","",NKCES,905,3655,1042,320,1362,12307,2085,14392,17235
20192020,059,KENTON,134,Covington Independent,010,Biggs Early Childhood Education Ctr,134010,059134010,210135001664,NKCES,905,0,,,,,,,
20192020,059,KENTON,134,Covington Independent,011,Covington Adult High School,134011,059134011,210135001495,NKCES,905,45,,,,,,,
20192020,059,KENTON,134,Covington Independent,013,Transformational Learning Center,134013,059134013,210135001783,NKCES,905,99,,,,,,,
20192020,059,KENTON,134,Covington Independent,017,Holmes Middle School,134017,059134017,210135001944,NKCES,905,722,931,420,1351,10495,1151,11646,14225
20192020,059,KENTON,134,Covington Independent,019,Holmes High School,134019,059134019,210135002049,NKCES,905,767,935,257,1192,13208,3176,16384,18824
20192020,059,KENTON,134,Covington Independent,110,John G Carlisle Elementary,134110,059134110,210135000270,NKCES,905,387,709,231,940,10758,1771,12529,14846
20192020,059,KENTON,134,Covington Independent,115,Latonia Elementary School,134115,059134115,210135000271,NKCES,905,355,1204,211,1415,10905,1659,12564,15613
20192020,059,KENTON,134,Covington Independent,150,Ninth District Elementary,134150,059134150,210135000274,NKCES,905,398,1153,216,1369,10858,1552,12410,15188
20192020,059,KENTON,134,Covington Independent,160,Glenn O Swing Elementary,134160,059134160,210135000275,NKCES,905,459,1118,201,1319,10517,1567,12084,14810
20192020,059,KENTON,134,Covington Independent,170,Sixth District Elementary School,134170,059134170,210135000276,NKCES,905,423,1241,201,1442,11665,1673,13338,16329
20192020,059,KENTON,134,Covington Independent,906,Chapman Vocational Education Center,134906,059134906,210135002338,NKCES,905,0,,,,,,,
20192020,028,CRITTENDEN,135,Crittenden County,"",---District Total---,135,"","",WKEC,908,1336,678,287,965,8349,1760,10109,11892
20192020,028,CRITTENDEN,135,Crittenden County,020,Crittenden County High School,135020,028135020,210138000279,WKEC,908,366,464,312,776,9865,2095,11496,13405
20192020,028,CRITTENDEN,135,Crittenden County,022,Pathway Academy High School,135022,028135022,210138002225,WKEC,908,9,,,,,,,
20192020,028,CRITTENDEN,135,Crittenden County,025,Crittenden County Middle School,135025,028135025,210138000280,WKEC,908,353,529,260,789,7644,1523,8638,10135
20192020,028,CRITTENDEN,135,Crittenden County,100,Crittenden County Elementary School,135100,028135100,210138001441,WKEC,908,608,896,288,1183,9321,1700,10126,12017
20192020,029,CUMBERLAND,141,Cumberland County,"",---District Total---,141,"","",GRREC,902,907,1256,531,1787,9084,2008,11092,14374
20192020,029,CUMBERLAND,141,Cumberland County,070,Cumberland County Elementary School,141070,029141070,210141000286,GRREC,902,414,2142,944,15244,3719,3085,9539,22303
20192020,029,CUMBERLAND,141,Cumberland County,075,Cumberland County Middle School,141075,029141075,210141001561,GRREC,902,220,2250,789,15039,3297,2992,8936,20598
20192020,029,CUMBERLAND,141,Cumberland County,080,Cumberland County High School,141080,029141080,210141000287,GRREC,902,273,2196,1221,15896,4260,3416,10747,22936
20192020,011,BOYLE,143,Danville Independent,"",---District Total---,143,"","",CKEC,901,1833,621,205,826,11805,1528,13333,17916
20192020,011,BOYLE,143,Danville Independent,003,Mary G. Hogsett Primary School,143003,011143003,210144002477,CKEC,901,292,801,273,1074,11114,1314,13503,13604
20192020,011,BOYLE,143,Danville Independent,005,John W. Bate Middle School,143005,011143005,210144000290,CKEC,901,425,770,210,722,11070,1469,13261,13363
20192020,011,BOYLE,143,Danville Independent,010,Edna L. Toliver Intermediate School,143010,011143010,210144002476,CKEC,901,559,770,210,980,10567,1275,12823,12925
20192020,011,BOYLE,143,Danville Independent,030,Danville High School,143030,011143030,210144000291,CKEC,901,519,243,187,431,11371,1744,13332,13648
20192020,011,BOYLE,143,Danville Independent,350,Sunrise Academy,143350,011143350,210144000646,CKEC,901,38,,,,,,,
20192020,030,DAVIESS,145,Daviess County,"",---District Total---,145,"","",GRREC,902,11158,383,131,514,9358,1704,11062,13726
20192020,030,DAVIESS,145,Daviess County,005,Apollo High School,145005,030145005,210147000295,GRREC,902,1445,248,107,355,8923,1658,10580,16926
20192020,030,DAVIESS,145,Daviess County,006,Meadow Lands Elementary School,145006,030145006,210147001949,GRREC,902,432,436,134,570,9730,1436,11166,12581
20192020,030,DAVIESS,145,Daviess County,007,East View Elementary School,145007,030145007,210147001625,GRREC,902,511,472,154,625,9014,1305,10319,13684
20192020,030,DAVIESS,145,Daviess County,008,F T Burns Middle School,145008,030145008,210147000296,GRREC,902,824,141,90,231,9483,1360,10842,12178
20192020,030,DAVIESS,145,Daviess County,010,Daviess County High School,145010,030145010,210147000297,GRREC,902,1695,332,108,440,8399,1593,9993,13163
20192020,030,DAVIESS,145,Daviess County,011,Southern Oaks Elementary School,145011,030145011,210147002230,GRREC,902,427,542,150,692,9322,1340,10662,17328
20192020,030,DAVIESS,145,Daviess County,015,The Center for Academic Improvement,145015,030145015,210147002470,GRREC,902,0,,,,,,,
20192020,030,DAVIESS,145,Daviess County,020,Daviess County Middle School,145020,030145020,210147000298,GRREC,902,862,331,89,420,9118,1272,10390,11600
20192020,030,DAVIESS,145,Daviess County,025,Highland Elementary School,145025,030145025,210147000299,GRREC,902,511,277,87,364,9689,1233,10922,12166
20192020,030,DAVIESS,145,Daviess County,040,Deer Park Elementary School,145040,030145040,210147000301,GRREC,902,491,453,215,668,9532,1399,10931,13625
20192020,030,DAVIESS,145,Daviess County,070,Sorgho Elementary School,145070,030145070,210147000303,GRREC,902,396,437,122,559,10271,1485,11756,13243
20192020,030,DAVIESS,145,Daviess County,085,Audubon Elementary School,145085,030145085,210147000054,GRREC,902,403,883,121,1004,9725,1280,11005,12864
20192020,030,DAVIESS,145,Daviess County,095,Tamarack Elementary School,145095,030145095,210147000306,GRREC,902,500,520,210,730,9733,1293,11026,12725
20192020,030,DAVIESS,145,Daviess County,130,West Louisville Elementary School,145130,030145130,210147000309,GRREC,902,302,400,152,552,11146,1639,12785,14061
20192020,030,DAVIESS,145,Daviess County,140,Whitesville Elementary School,145140,030145140,210147000310,GRREC,902,306,389,202,592,10277,1479,11756,13072
20192020,030,DAVIESS,145,Daviess County,145,F T Burns Elementary School,145145,030145145,210147000311,GRREC,902,463,685,213,898,9198,1372,10570,12193
20192020,030,DAVIESS,145,Daviess County,150,Country Heights Elementary School,145150,030145150,210147001581,GRREC,902,453,426,144,570,9572,1329,10901,12195
20192020,030,DAVIESS,145,Daviess County,155,College View Middle School,145155,030145155,210147000961,GRREC,902,859,225,92,317,9113,1278,10391,11549
20192020,030,DAVIESS,145,Daviess County,160,Owensboro Day Treatment,145160,030145160,210147000312,GRREC,902,25,,,,,,,
20192020,030,DAVIESS,145,Daviess County,170,Valley High School,145170,030145170,210147001700,GRREC,902,11,,,,,,,
20192020,030,DAVIESS,145,Daviess County,175,Valley Elementary School,145175,030145175,210147000964,GRREC,902,17,,,,,,,
20192020,030,DAVIESS,145,Daviess County,180,Heritage Park High School,145180,030145180,210147000969,GRREC,902,225,,,,,,,
20192020,054,HOPKINS,146,Dawson Springs Independent,"",---District Total---,146,"","",WKEC,908,548,788,752,1540,9638,2099,11738,14228
20192020,054,HOPKINS,146,Dawson Springs Independent,017,Dawson Springs Elementary,146017,054146017,210150002200,WKEC,908,282,1055,1024,2079,8356,1749,10105,12925
20192020,054,HOPKINS,146,Dawson Springs Independent,018,Dawson Springs Jr/Sr High School,146018,054146018,210150002203,WKEC,908,266,334,199,533,9647,1676,11322,12597
20192020,019,CAMPBELL,147,Dayton Independent,"",---District Total---,147,"","",NKCES,905,925,1060,486,1546,9348,2273,11620,14952
20192020,019,CAMPBELL,147,Dayton Independent,010,Dayton High School,147010,019147010,210153000316,NKCES,905,401,1183,554,1737,9614,2767,12380,15769
20192020,019,CAMPBELL,147,Dayton Independent,030,Lincoln Elementary School,147030,019147030,210153000317,NKCES,905,481,857,385,1241,8107,1680,9787,12702
20192020,019,CAMPBELL,147,Dayton Independent,120,Regional Programs School,147120,019147120,210153002413,NKCES,905,43,,,,,,,
20192020,063,LAUREL,149,East Bernstadt Independent,"",---District Total---,149,"","",SESC,907,483,471,337,808,8000,1625,9625,15726
20192020,063,LAUREL,149,East Bernstadt Independent,010,East Bernstadt Elementary School,149010,063149010,210159000318,SESC,907,483,471,337,807,8093,1656,9749,13487
20192020,031,EDMONSON,151,Edmonson County,"",---District Total---,151,"","",GRREC,902,1790,674,192,866,8920,1717,10637,12250
20192020,031,EDMONSON,151,Edmonson County,020,South Edmonson Elementary School,151020,031151020,210162000319,GRREC,902,387,870.00,171.00,1041.00,10134.00,1765.00,11899.00,12604.00
20192020,031,EDMONSON,151,Edmonson County,022,Edmonson County 5/6 Center,151022,031151022,210162001985,GRREC,902,293,636.00,169.00,805.00,9110.00,1794.00,10904.00,11668.00
20192020,031,EDMONSON,151,Edmonson County,050,Edmonson County Middle School,151050,031151050,210162000321,GRREC,902,287,370.00,168.00,538.00,8245.00,1716.00,9961.00,10599.00
20192020,031,EDMONSON,151,Edmonson County,060,Edmonson County High School,151060,031151060,210162001442,GRREC,902,553,260.00,211.00,471.00,9244.00,2151.00,11395.00,12032.00
20192020,031,EDMONSON,151,Edmonson County,080,Kyrock Elementary School,151080,031151080,210162000322,GRREC,902,270,1475.00,171.00,1646.00,11184.00,1861.00,13045.00,13852.00
20192020,047,HARDIN,152,Elizabethtown Independent,"",---District Total---,152,"","",GRREC,902,2379,395,147,542,9293,1679,10972,12991
20192020,047,HARDIN,152,Elizabethtown Independent,010,Elizabethtown High School,152010,047152010,210165000323,GRREC,902,731,133,11,144,8355,807,9162,9306
20192020,047,HARDIN,152,Elizabethtown Independent,015,Helmwood Heights Elementary School,152015,047152015,210165000324,GRREC,902,342,458,41,499,9012,787,9799,10298
20192020,047,HARDIN,152,Elizabethtown Independent,020,Morningside Elementary School,152020,047152020,210165000325,GRREC,902,444,347,12,359,8138,1158,9296,9654
20192020,047,HARDIN,152,Elizabethtown Independent,025,Panther Academy,152025,047152025,210165002319,GRREC,902,191,249,101,350,12057,1423,13480,13830
20192020,047,HARDIN,152,Elizabethtown Independent,035,Talton K Stone Middle School,152035,047152035,210165000326,GRREC,902,620,213,23,235,6832,663,7495,7730
20192020,047,HARDIN,152,Elizabethtown Independent,041,Valley View Education Center,152041,047152041,210165002355,GRREC,902,51,,,,,,,
20192020,032,ELLIOTT,155,Elliott County,"",---District Total---,155,"","",KEDC,903,1005,790,295,1084,8329,2004,10333,12772
20192020,032,ELLIOTT,155,Elliott County,140,Isonville Elementary School,155140,032155140,210168000328,KEDC,903,67,2268,374,2642,15220,2895,18114,19404
20192020,032,ELLIOTT,155,Elliott County,160,Lakeside Elementary School,155160,032155160,210168000329,KEDC,903,190,983,282,1265,8513,2392,10905,12195
20192020,032,ELLIOTT,155,Elliott County,270,Sandy Hook Elementary School,155270,032155270,210168000330,KEDC,903,279,1060,230,1290,8511,2671,11183,12473
20192020,032,ELLIOTT,155,Elliott County,280,Elliott County High School,155280,032155280,210168000331,KEDC,903,469,336,194,530,8854,1954,10807,12236
20192020,052,HENRY,156,Eminence Independent,"",---District Total---,156,"","",OVEC,906,898,299,373,672,8969,1851,10820,14256
20192020,052,HENRY,156,Eminence Independent,010,Eminence High School,156010,052156010,210171000332,OVEC,906,434,198,504,10638,2217,702,12486,16252
20192020,052,HENRY,156,Eminence Independent,020,Eminence Elementary School,156020,052156020,210171000333,OVEC,906,376,486,310,10226,1861,796,11429,15290
20192020,052,HENRY,156,Eminence Independent,025,Bluegrass Challenge Academy,156025,052156025,210171002455,OVEC,906,88,,,,,,,
20192020,059,KENTON,157,Erlanger-Elsmere Independent,"",---District Total---,157,"","",NKCES,905,2414,807,360,1167,9382,1769,11150,14827
20192020,059,KENTON,157,Erlanger-Elsmere Independent,003,Lindeman Elementary School,157003,059157003,210174000334,NKCES,905,310,1674.00,514.00,2188.00,12957.00,2397.00,15354.00,17542.00
20192020,059,KENTON,157,Erlanger-Elsmere Independent,005,Arnett Elementary School,157005,059157005,210174000335,NKCES,905,253,2467.00,520.00,2987.00,14645.00,2546.00,17191.00,20178.00
20192020,059,KENTON,157,Erlanger-Elsmere Independent,010,Howell Elementary School,157010,059157010,210174000336,NKCES,905,299,1863.00,515.00,2378.00,12706.00,2380.00,15086.00,17464.00
20192020,059,KENTON,157,Erlanger-Elsmere Independent,015,Early Learning Center,157015,059157015,210174002498,NKCES,905,0,,,,,,,
20192020,059,KENTON,157,Erlanger-Elsmere Independent,030,Lloyd High School,157030,059157030,210174000337,NKCES,905,634,1324.00,483.00,1807.00,12721.00,2499.00,15220.00,17027.00
20192020,059,KENTON,157,Erlanger-Elsmere Independent,050,Miles Elementary School,157050,059157050,210174000338,NKCES,905,267,2200.00,503.00,2703.00,12729.00,2400.00,15129.00,17832.00
20192020,059,KENTON,157,Erlanger-Elsmere Independent,060,Tichenor Middle School,157060,059157060,210174000339,NKCES,905,566,1016.00,449,1465.00,12492.00,2376.00,14868.00,16333.00
20192020,059,KENTON,157,Erlanger-Elsmere Independent,061,Bartlett Educational Center,157061,059157061,210174002313,NKCES,905,85,,,,,,,
20192020,033,ESTILL,161,Estill County,"",---District Total---,161,"","",SESC,907,2186,1020,241,1262,8586,1573,10159,14551
20192020,033,ESTILL,161,Estill County,011,Estill Springs Elementary,161011,033161011,210176001746,SESC,907,487,2588,290,7833,17055,2504,18781,25609
20192020,033,ESTILL,161,Estill County,014,Estill County Success Academy,161014,033161014,210176002406,SESC,907,19,,,,,,,
20192020,033,ESTILL,161,Estill County,085,Estill County Middle School,161085,033161085,210176000341,SESC,907,540,2783,694,8612,16350,3167,18051,25479
20192020,033,ESTILL,161,Estill County,090,Estill County High School,161090,033161090,210176000342,SESC,907,668,2285,346,6917,16226,2945,18626,25207
20192020,033,ESTILL,161,Estill County,220,South Irvine Early Learning Center,161220,033161220,210176000345,SESC,907,0,,,,,,,
20192020,033,ESTILL,161,Estill County,280,West Irvine Intermediate,161280,033161280,210176000346,SESC,907,472,2461,292,9861,16642,2557,18545,25249
20192020,010,BOYD,162,Fairview Independent,"",---District Total---,162,"","",KEDC,903,634,875,552,1427,7850,2134,9984,13325
20192020,010,BOYD,162,Fairview Independent,011,Fairview Elementary School,162011,010162011,210180001889,KEDC,903,262,878,968,1846,8299,2182,10481,14242
20192020,010,BOYD,162,Fairview Independent,020,Fairview High School,162020,010162020,210180000348,KEDC,903,372,873,258,1131,7533,2101,9634,12679
20192020,034,FAYETTE,165,Fayette County,"",---District Total---,165,"","",CKEC,901,41249,516,144,659,11484,1900,13384,16200
20192020,034,FAYETTE,165,Fayette County,005,Arlington Elementary School,165005,034165005,210186000350,CKEC,901,270,1532,221,1753,15030,1838,16868,20860
20192020,034,FAYETTE,165,Fayette County,007,Ashland Elementary School,165007,034165007,210186000351,CKEC,901,297,516,102,618,13569,1703,15273,18120
20192020,034,FAYETTE,165,Fayette County,009,UK Early Childhood Lab,165009,034165009,210186002385,CKEC,901,0,,,,,,,
20192020,034,FAYETTE,165,Fayette County,012,Veterans Park Elementary School,165012,034165012,210186001421,CKEC,901,783,721,89,810,10832,1608,12440,15342
20192020,034,FAYETTE,165,Fayette County,015,Beaumont Middle School,165015,034165015,210186000353,CKEC,901,909,183,95,278,11272,1645,12917,15350
20192020,034,FAYETTE,165,Fayette County,018,Scapa At Bluegrass,165018,034165018,210186000354,CKEC,901,278,183,89,272,15580,1593,17173,19538
20192020,034,FAYETTE,165,Fayette County,021,Martin L King Acad for Excellence Alt,165021,034165021,210186001848,CKEC,901,217,,,,,,,
20192020,034,FAYETTE,165,Fayette County,025,Crawford Middle School,165025,034165025,210186000357,CKEC,901,750,886,199,1085,11526,1698,13225,16508
20192020,034,FAYETTE,165,Fayette County,030,Bryan Station Middle School,165030,034165030,210186000358,CKEC,901,744,653,128,781,11692,1692,13384,16331
20192020,034,FAYETTE,165,Fayette County,032,Cassidy Elementary School,165032,034165032,210186000359,CKEC,901,754,608,89,697,10396,1719,12116,14906
20192020,034,FAYETTE,165,Fayette County,034,Edythe Jones Hayes Middle School,165034,034165034,210186001957,CKEC,901,1169,214,113,327,10210,1653,11862,14342
20192020,034,FAYETTE,165,Fayette County,035,Deep Springs Elementary School,165035,034165035,210186000360,CKEC,901,521,690,236,926,11159,1717,12877,16022
20192020,034,FAYETTE,165,Fayette County,036,Dixie Elementary Magnet School,165036,034165036,210186000361,CKEC,901,584,508,136,644,11102,1690,12791,15628
20192020,034,FAYETTE,165,Fayette County,037,Garden Springs Elementary School,165037,034165037,210186000362,CKEC,901,395,654,118,771,14187,1757,15944,18944
20192020,034,FAYETTE,165,Fayette County,038,Harrison Elementary School,165038,034165038,210186000363,CKEC,901,249,1563,497,2060,18230,1826,20055,24425
20192020,034,FAYETTE,165,Fayette County,039,Henry Clay High School,165039,034165039,210186000364,CKEC,901,2166,184,89,273,10042,1594,11636,14040
20192020,034,FAYETTE,165,Fayette County,045,Athens-Chilesburg Elementary,165045,034165045,210186001987,CKEC,901,616,520,89,609,11125,1636,12762,15543
20192020,034,FAYETTE,165,Fayette County,051,ABLE,165051,034165051,210186002236,CKEC,901,8,,,,,,,
20192020,034,FAYETTE,165,Fayette County,052,Rosa Parks Elementary School,165052,034165052,210186001422,CKEC,901,739,782,89,871,10802,1578,12379,15343
20192020,034,FAYETTE,165,Fayette County,054,The Stables,165054,034165054,210186002320,CKEC,901,43,,,,,,,
20192020,034,FAYETTE,165,Fayette County,055,Booker T Washington Elementary School,165055,034165055,210186002426,CKEC,901,260,1152,272,1424,13731,1802,15533,19282
20192020,034,FAYETTE,165,Fayette County,056,William Wells Brown Elementary,165056,034165056,210186002199,CKEC,901,263,1607,481,2087,17151,1934,19085,23487
20192020,034,FAYETTE,165,Fayette County,057,Liberty Elementary,165057,034165057,210186002207,CKEC,901,728,185,89,274,11552,1614,13166,15608
20192020,034,FAYETTE,165,Fayette County,058,Sandersville Elementary,165058,034165058,210186002189,CKEC,901,614,183,89,272,11252,1701,12953,15450
20192020,034,FAYETTE,165,Fayette County,059,Wellington Elementary,165059,034165059,210186002247,CKEC,901,707,808,89,897,10077,1577,11654,14725
20192020,034,FAYETTE,165,Fayette County,060,Lafayette High School,165060,034165060,210186000367,CKEC,901,2407,243,100,344,9427,1803,11230,13705
20192020,034,FAYETTE,165,Fayette County,062,Lansdowne Elementary School,165062,034165062,210186000368,CKEC,901,562,751,195,947,11849,1765,13614,16751
20192020,034,FAYETTE,165,Fayette County,065,Leestown Middle School,165065,034165065,210186000369,CKEC,901,1026,510,145,655,10834,1711,12544,15352
20192020,034,FAYETTE,165,Fayette County,066,Family Care Center,165066,034165066,210186002325,CKEC,901,14,,,,,,,
20192020,034,FAYETTE,165,Fayette County,067,Lexington Trad Magnet School,165067,034165067,210186000370,CKEC,901,417,1119,277,1396,13734,1727,15462,19078
20192020,034,FAYETTE,165,Fayette County,068,Locust Trace AgriScience Center,165068,034165068,210186002362,CKEC,901,0,,,,,,,
20192020,034,FAYETTE,165,Fayette County,072,Madeline M Breckinridge Elem School,165072,034165072,210186000372,CKEC,901,525,812,233,1045,11391,1741,13133,16407
20192020,034,FAYETTE,165,Fayette County,074,Maxwell Spanish Immersion Elem School,165074,034165074,210186000373,CKEC,901,554,438,89,527,10950,1631,12582,15201
20192020,034,FAYETTE,165,Fayette County,076,Morton Middle School,165076,034165076,210186000374,CKEC,901,796,183,91,274,11159,1612,12771,15204
20192020,034,FAYETTE,165,Fayette County,077,Northern Elementary School,165077,034165077,210186000375,CKEC,901,477,913,180,1094,12233,1731,13964,17295
20192020,034,FAYETTE,165,Fayette County,079,Fayette County Preschool Center,165079,034165079,210186002337,CKEC,901,0,,,,,,,
20192020,034,FAYETTE,165,Fayette County,080,Picadome Elementary School,165080,034165080,210186000376,CKEC,901,438,826,132,958,12628,1744,14372,17547
20192020,034,FAYETTE,165,Fayette County,081,Southern Elementary School,165081,034165081,210186000377,CKEC,901,512,579,105,684,12154,1721,13875,16789
20192020,034,FAYETTE,165,Fayette County,082,Squires Elementary School,165082,034165082,210186001584,CKEC,901,472,704,134,837,12127,1699,13826,16895
20192020,034,FAYETTE,165,Fayette County,085,Stonewall Elementary School,165085,034165085,210186000378,CKEC,901,681,223,89,312,11121,1631,12751,15156
20192020,034,FAYETTE,165,Fayette County,090,Russell Cave Elementary School,165090,034165090,210186000380,CKEC,901,245,1116,131,1247,14054,1772,15826,19364
20192020,034,FAYETTE,165,Fayette County,095,Tates Creek Elementary School,165095,034165095,210186000381,CKEC,901,619,828,140,968,12279,1716,13996,17176
20192020,034,FAYETTE,165,Fayette County,098,Coventry Oak Elementary,165098,034165098,210186002433,CKEC,901,562,660,197,856,11347,1719,13065,16123
20192020,034,FAYETTE,165,Fayette County,099,Garrett Morgan Elementary,165099,034165099,210186002435,CKEC,901,722,185,89,274,10470,1591,12060,14427
20192020,034,FAYETTE,165,Fayette County,100,Tates Creek Middle School,165100,034165100,210186000382,CKEC,901,747,637,126,762,11814,1709,13524,16469
20192020,034,FAYETTE,165,Fayette County,102,Fayette Regional Juvenile Det Ctr,165102,034165102,210186002025,CKEC,901,25,,,,,,,
20192020,034,FAYETTE,165,Fayette County,105,Tates Creek High School,165105,034165105,210186000383,CKEC,901,1776,205,100,305,10214,1644,11858,14292
20192020,034,FAYETTE,165,Fayette County,111,SAP Program,165111,034165111,210186002438,CKEC,901,0,,,,,,,
20192020,034,FAYETTE,165,Fayette County,120,Clays Mill Elementary School,165120,034165120,210186000384,CKEC,901,545,1079,89,1168,12562,1595,14157,17514
20192020,034,FAYETTE,165,Fayette County,125,Frederick Douglass High School,165125,034165125,210186002459,CKEC,901,1479,188,120,308,10176,1788,11964,14422
20192020,034,FAYETTE,165,Fayette County,130,STEAM Academy,165130,034165130,210186002341,CKEC,901,249,,,,,,,
20192020,034,FAYETTE,165,Fayette County,133,Success Academy,165133,034165133,210186002463,CKEC,901,37,,,,,,,
20192020,034,FAYETTE,165,Fayette County,140,Yates Elementary School,165140,034165140,210186000385,CKEC,901,360,777,298,1075,12545,1673,14218,17537
20192020,034,FAYETTE,165,Fayette County,150,Glendover Elementary School,165150,034165150,210186000386,CKEC,901,562,511,135,646,12221,1692,13913,16795
20192020,034,FAYETTE,165,Fayette County,160,Meadowthorpe Elementary School,165160,034165160,210186000387,CKEC,901,467,382,148,530,12042,1716,13758,16381
20192020,034,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,034165170,210186000388,CKEC,901,1695,581,194,775,10337,1633,11970,14872
20192020,034,FAYETTE,165,Fayette County,180,Mary Todd Elementary School,165180,034165180,210186000389,CKEC,901,434,1108,280,1388,13905,1720,15624,19245
20192020,034,FAYETTE,165,Fayette County,190,James Lane Allen Elementary School,165190,034165190,210186000390,CKEC,901,435,954,232,1186,13207,1727,14934,18340
20192020,034,FAYETTE,165,Fayette County,200,Paul Laurence Dunbar High School,165200,034165200,210186001669,CKEC,901,2027,183,95,278,9781,1673,11454,13857
20192020,034,FAYETTE,165,Fayette County,225,Jessie M Clark Middle School,165225,034165225,210186000391,CKEC,901,1165,201,108,309,10467,1631,12098,14565
20192020,034,FAYETTE,165,Fayette County,240,Cardinal Valley Elementary School,165240,034165240,210186000392,CKEC,901,631,763,261,1024,11486,1720,13207,16447
20192020,034,FAYETTE,165,Fayette County,245,Winburn Middle School,165245,034165245,210186000393,CKEC,901,797,740,169,909,11588,1708,13297,16393
20192020,034,FAYETTE,165,Fayette County,255,Millcreek Elementary School,165255,034165255,210186001419,CKEC,901,486,961,408,1369,11829,1696,13525,17081
20192020,034,FAYETTE,165,Fayette County,275,Carter G. Woodson Academy,165275,034165275,210186002323,CKEC,901,221,,,,,,,
20192020,034,FAYETTE,165,Fayette County,525,Southern Middle School,165525,034165525,210186000394,CKEC,901,807,183,119,302,10970,1714,12685,15175
20192020,034,FAYETTE,165,Fayette County,531,Brenda Cowan Elementary,165531,034165531,210186002486,CKEC,901,441,268,89,357,12012,2470,14483,16953
20192020,034,FAYETTE,165,Fayette County,620,Julius Marks Elementary School,165620,034165620,210186000395,CKEC,901,547,663,124,787,11899,1755,13654,16535
20192020,034,FAYETTE,165,Fayette County,651,Audrey Grevious Center,165651,034165651,210186001480,CKEC,901,39,,,,,,,
20192020,034,FAYETTE,165,Fayette County,887,Fayette Pre-School,165887,034165887,210186002263,CKEC,901,0,,,,,,,
20192020,034,FAYETTE,165,Fayette County,898,Fayette County Learning Center,165898,034165898,210186002251,CKEC,901,141,,,,,,,
20192020,034,FAYETTE,165,Fayette County,899,Opportunity Middle College,165899,034165899,210186002242,CKEC,901,43,,,,,,,
20192020,034,FAYETTE,165,Fayette County,904,Southside Technical Center,165904,034165904,210186001563,CKEC,901,0,,,,,,,
20192020,034,FAYETTE,165,Fayette County,905,Eastside Technical Center,165905,034165905,210186001564,CKEC,901,0,,,,,,,
20192020,035,FLEMING,171,Fleming County,"",---District Total---,171,"","",KEDC,903,2146,783,136,919,8138,2183,10322,12757
20192020,035,FLEMING,171,Fleming County,020,Ewing Elementary School,171020,035171020,210192000396,KEDC,903,293,955,150,1105,8238,2213,10451,11556
20192020,035,FLEMING,171,Fleming County,030,Simons Middle School,171030,035171030,210192000397,KEDC,903,354,797,145,943,10185,2794,12979,13920
20192020,035,FLEMING,171,Fleming County,035,Fleming County High School,171035,035171035,210192000398,KEDC,903,677,374,170,544,8441,2419,10860,11404
20192020,035,FLEMING,171,Fleming County,040,Flemingsburg Elementary School,171040,035171040,210192000399,KEDC,903,512,1039,112,1151,9714,2179,11894,13045
20192020,035,FLEMING,171,Fleming County,050,E P Ward Elementary School,171050,035171050,210192000400,KEDC,903,167,1134,75,1209,9400,2311,11711,12920
20192020,035,FLEMING,171,Fleming County,060,Hillsboro Elementary School,171060,035171060,210192000401,KEDC,903,143,1333,135,1468,10402,2311,12714,14182
20192020,036,FLOYD,175,Floyd County,"",---District Total---,175,"","",KVEC,904,5458,1147,653,1800,8927,1928,10855,14385
20192020,036,FLOYD,175,Floyd County,010,Duff-Allen Central Elementary,175010,036175010,210195002452,KVEC,904,566,1366,744,2109,9089,1761,10851,12960
20192020,036,FLOYD,175,Floyd County,019,Prestonsburg Elementary School,175019,036175019,210195002210,KVEC,904,666,739,490,1229,7870,1551,9421,10651
