SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,STATE_SCH_ID,NCESID,COOP,COOP_CODE,WHITE_MALE_COUNT,WHITE_FEMALE_COUNT,WHITE_TOTAL,BLACK_MALE_COUNT,BLACK_FEMALE_COUNT,BLACK_TOTAL,HISPANIC_MALE_COUNT,HISPANIC_FEMALE_COUNT,HISPANIC_TOTAL,ASIAN_MALE_COUNT,ASIAN_FEMALE_COUNT,ASIAN_TOTAL,AIAN_COUNT,AIAN_FEMALE_COUNT,AIAN_TOTAL,HAWAIIAN_MALE_COUNT,HAWAIIAN_FEMALE_COUNT,HAWAIIAN_TOTAL_COUNT,TWOORMORE_MALE_COUNT,TWOORMORE_FEMALE_COUNT,TWOORMORE_TOTAL,MALE_TOTAL,FEMALE_TOTAL,MEMBERSHIP_TOTAL
20172018,1,ADAIR,1,Adair County,16,Adair County Elementary School,1001016,210003002021,GRREC,902,272,285,557,5,4,9,21,13,34,1,1,2,0,0,0,0,0,0,18,16,34,317,319,636
20172018,1,ADAIR,1,Adair County,10,Adair County High School,1001010,210003000001,GRREC,902,375,361,736,10,5,15,21,10,31,1,0,1,0,0,0,0,0,0,15,11,26,422,387,809
20172018,1,ADAIR,1,Adair County,14,Adair County Middle School,1001014,210003001919,GRREC,902,280,237,517,5,7,12,16,16,32,2,0,2,0,0,0,0,0,0,8,6,14,311,266,577
20172018,1,ADAIR,1,Adair County,20,Adair County Primary Center,1001020,210003002345,GRREC,902,258,218,476,5,2,7,12,16,28,0,1,1,0,0,0,0,0,0,12,11,23,287,248,535
20172018,1,ADAIR,1,Adair County,12,Adair Learning Academy,1001012,210003001913,GRREC,902,15,2,17,14,0,14,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3,33,2,35
20172018,1,ADAIR,1,Adair County,,---District Total---,,,GRREC,902,1200,1103,2303,39,18,57,71,55,126,4,2,6,0,0,0,0,0,0,56,44,100,1370,1222,2592
20172018,2,ALLEN,5,Allen County,901,Allen County Career and Technical Center,2005901,210007002061,GRREC,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20172018,2,ALLEN,5,Allen County,60,Allen County Intermediate Center,2005060,210007000013,GRREC,902,323,352,675,2,1,3,17,16,33,1,4,5,1,0,1,0,0,0,4,2,6,348,375,723
20172018,2,ALLEN,5,Allen County,10,Allen County Primary Center,2005010,210007000008,GRREC,902,421,399,820,2,6,8,17,20,37,4,3,7,0,0,0,0,0,0,22,8,30,466,436,902
20172018,2,ALLEN,5,Allen County,20,Allen County-Scottsville High School,2005020,210007000010,GRREC,902,423,427,850,3,5,8,21,11,32,1,2,3,0,0,0,0,0,0,4,6,10,452,451,903
20172018,2,ALLEN,5,Allen County,15,James E Bazzell Middle School,2005015,210007000009,GRREC,902,209,184,393,1,4,5,6,3,9,1,0,1,0,0,0,1,0,1,7,10,17,225,201,426
20172018,2,ALLEN,5,Allen County,,---District Total---,,,GRREC,902,1376,1362,2738,8,16,24,61,50,111,7,9,16,1,0,1,1,0,1,37,26,63,1491,1463,2954
20172018,56,JEFFERSON,6,Anchorage Independent,10,Anchorage Independent Public School,56006010,210009000014,OVEC,906,183,148,331,3,1,4,6,4,10,11,12,23,0,0,0,0,0,0,5,6,11,208,171,379
20172018,56,JEFFERSON,6,Anchorage Independent,,---District Total---,,,OVEC,906,183,148,331,3,1,4,6,4,10,11,12,23,0,0,0,0,0,0,5,6,11,208,171,379
20172018,3,ANDERSON,11,Anderson County,30,APEX Academy,3011030,210012002371,CKEC,901,17,5,22,0,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,2,2,18,11,29
20172018,3,ANDERSON,11,Anderson County,20,Anderson County High School,3011020,210012000016,CKEC,901,470,468,938,6,8,14,13,19,32,2,9,11,2,0,2,0,0,0,21,21,42,514,525,1039
20172018,3,ANDERSON,11,Anderson County,25,Anderson County Middle School,3011025,210012000017,CKEC,901,405,395,800,8,8,16,19,10,29,1,3,4,0,1,1,0,0,0,14,17,31,447,434,881
20172018,3,ANDERSON,11,Anderson County,110,Emma B. Ward Elementary School,3011110,210012000021,CKEC,901,235,197,432,3,4,7,2,5,7,4,3,7,0,0,0,0,0,0,7,10,17,251,219,470
20172018,3,ANDERSON,11,Anderson County,120,Ezra Sparrow Early Childhood Center,3011120,210012001298,CKEC,901,73,62,135,2,0,2,4,3,7,1,1,2,0,0,0,0,0,0,0,4,4,80,70,150
20172018,3,ANDERSON,11,Anderson County,22,Robert B. Turner Elementary School,3011022,210012001955,CKEC,901,257,220,477,1,2,3,9,6,15,3,1,4,0,0,0,0,0,0,12,15,27,282,244,526
20172018,3,ANDERSON,11,Anderson County,50,Saffell Street Elementary School,3011050,210012000018,CKEC,901,190,192,382,4,6,10,20,10,30,0,0,0,0,0,0,0,0,0,16,9,25,230,217,447
20172018,3,ANDERSON,11,Anderson County,,---District Total---,,,CKEC,901,1647,1539,3186,24,29,53,68,56,124,11,17,28,2,1,3,0,0,0,70,78,148,1822,1720,3542
20172018,10,BOYD,12,Ashland Independent,50,Ashland Middle School,10012050,210015000023,KEDC,903,346,331,677,20,14,34,17,9,26,2,5,7,0,0,0,0,0,0,22,19,41,407,378,785
20172018,10,BOYD,12,Ashland Independent,130,Charles Russell Elementary School,10012130,210015000031,KEDC,903,108,117,225,4,9,13,2,2,4,1,1,2,0,1,1,0,0,0,6,12,18,121,142,263
20172018,10,BOYD,12,Ashland Independent,70,Crabbe Elementary School,10012070,210015000025,KEDC,903,111,109,220,8,9,17,8,7,15,0,0,0,0,0,0,0,0,0,13,11,24,140,136,276
20172018,10,BOYD,12,Ashland Independent,80,Hager Elementary School,10012080,210015000026,KEDC,903,151,158,309,2,2,4,7,9,16,3,3,6,0,1,1,1,0,1,9,7,16,173,180,353
20172018,10,BOYD,12,Ashland Independent,100,Oakview Elementary School,10012100,210015000028,KEDC,903,153,133,286,9,4,13,4,3,7,0,0,0,0,0,0,0,0,0,2,10,12,168,150,318
20172018,10,BOYD,12,Ashland Independent,10,Paul G. Blazer High School,10012010,210015000022,KEDC,903,398,384,782,14,14,28,12,8,20,2,2,4,1,0,1,0,1,1,14,19,33,441,428,869
20172018,10,BOYD,12,Ashland Independent,110,Poage Elementary School,10012110,210015000029,KEDC,903,122,103,225,8,7,15,2,4,6,1,1,2,0,0,0,0,0,0,6,5,11,139,120,259
20172018,10,BOYD,12,Ashland Independent,,---District Total---,,,KEDC,903,1389,1335,2724,65,59,124,52,42,94,9,12,21,1,2,3,1,1,2,72,83,155,1589,1534,3123
20172018,12,BRACKEN,13,Augusta Independent,11,Augusta Independent School,12013011,210018001968,KEDC,903,148,130,278,4,2,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,154,132,286
20172018,12,BRACKEN,13,Augusta Independent,,---District Total---,,,KEDC,903,148,130,278,4,2,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,154,132,286
20172018,4,BALLARD,15,Ballard County,905,Ballard County Career and Technology Ctr,4015905,210021002404,WKEC,908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20172018,4,BALLARD,15,Ballard County,50,Ballard County Elementary School,4015050,210021000356,WKEC,908,251,229,480,5,4,9,6,6,12,0,1,1,0,0,0,0,0,0,19,13,32,281,253,534
20172018,4,BALLARD,15,Ballard County,5,Ballard County Middle School,4015005,210021000035,WKEC,908,119,117,236,10,2,12,1,2,3,1,1,2,1,1,2,0,0,0,8,4,12,140,127,267
20172018,4,BALLARD,15,Ballard County,10,Ballard Memorial High School,4015010,210021000036,WKEC,908,200,143,343,5,10,15,2,4,6,1,0,1,0,0,0,0,0,0,10,5,15,218,162,380
20172018,4,BALLARD,15,Ballard County,,---District Total---,,,WKEC,908,570,489,1059,20,16,36,9,12,21,2,2,4,1,1,2,0,0,0,37,22,59,639,542,1181
20172018,61,KNOX,16,Barbourville Independent,11,Barbourville City School,61016011,210024001969,SESC,907,296,303,599,3,9,12,2,1,3,0,3,3,0,0,0,0,0,0,2,3,5,303,319,622
20172018,61,KNOX,16,Barbourville Independent,,---District Total---,,,SESC,907,296,303,599,3,9,12,2,1,3,0,3,3,0,0,0,0,0,0,2,3,5,303,319,622
20172018,90,NELSON,17,Bardstown Independent,5,Bardstown Alternative School,90017005,210027002359,CKEC,901,8,13,21,4,3,7,2,1,3,1,0,1,0,0,0,0,0,0,2,1,3,17,18,35
20172018,90,NELSON,17,Bardstown Independent,10,Bardstown Elementary School,90017010,210027000044,CKEC,901,223,190,413,34,34,68,21,21,42,10,8,18,1,0,1,0,0,0,41,38,79,330,291,621
20172018,90,NELSON,17,Bardstown Independent,20,Bardstown High School,90017020,210027000045,CKEC,901,215,195,410,59,50,109,15,19,34,1,4,5,1,0,1,0,0,0,18,15,33,309,283,592
20172018,90,NELSON,17,Bardstown Independent,30,Bardstown Middle School,90017030,210027000046,CKEC,901,213,201,414,46,45,91,22,24,46,5,6,11,1,0,1,0,0,0,22,22,44,309,298,607
20172018,90,NELSON,17,Bardstown Independent,12,Bardstown Primary School,90017012,210027002050,CKEC,901,204,202,406,36,31,67,28,16,44,6,5,11,0,0,0,0,0,0,29,42,71,303,296,599
20172018,90,NELSON,17,Bardstown Independent,,---District Total---,,,CKEC,901,863,801,1664,179,163,342,88,81,169,23,23,46,3,0,3,0,0,0,112,118,230,1268,1186,2454
20172018,5,BARREN,21,Barren County,10,Austin Tracy Elementary School,5021010,210030000047,GRREC,902,117,100,217,0,0,0,3,1,4,0,0,0,0,1,1,0,0,0,2,6,8,122,108,230
20172018,5,BARREN,21,Barren County,12,BAVEL,5021012,210030001970,GRREC,902,68,150,218,4,4,8,3,8,11,0,3,3,0,1,1,0,0,0,6,7,13,81,173,254
20172018,5,BARREN,21,Barren County,27,Barren County High School,5021027,210030000048,GRREC,902,561,605,1166,8,7,15,24,21,45,1,1,2,1,1,2,0,1,1,15,16,31,610,652,1262
20172018,5,BARREN,21,Barren County,50,Barren County Middle School,5021050,210030000607,GRREC,902,346,339,685,6,5,11,14,12,26,1,3,4,0,0,0,1,0,1,6,13,19,374,372,746
20172018,5,BARREN,21,Barren County,11,College Street Campus,5021011,210030001303,GRREC,902,36,30,66,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,38,32,70
20172018,5,BARREN,21,Barren County,35,Eastern Elementary School,5021035,210030000049,GRREC,902,162,162,324,3,1,4,8,4,12,2,0,2,0,0,0,1,0,1,0,0,0,176,167,343
20172018,5,BARREN,21,Barren County,80,Hiseville Elementary School,5021080,210030000050,GRREC,902,98,110,208,0,1,1,5,2,7,0,0,0,0,0,0,0,0,0,2,6,8,105,119,224
20172018,5,BARREN,21,Barren County,14,North Jackson Elementary,5021014,210030002232,GRREC,902,230,231,461,4,3,7,11,8,19,2,1,3,0,0,0,0,0,0,7,12,19,254,255,509
20172018,5,BARREN,21,Barren County,130,Park City Elementary School,5021130,210030000051,GRREC,902,172,160,332,3,4,7,10,17,27,1,0,1,0,0,0,0,0,0,12,11,23,198,192,390
20172018,5,BARREN,21,Barren County,150,Red Cross Elementary School,5021150,210030000052,GRREC,902,276,249,525,3,2,5,16,11,27,2,2,4,0,0,0,0,0,0,15,8,23,312,272,584
20172018,5,BARREN,21,Barren County,180,Temple Hill Elementary School,5021180,210030000053,GRREC,902,119,116,235,1,0,1,14,10,24,0,0,0,0,0,0,0,0,0,2,5,7,136,131,267
20172018,5,BARREN,21,Barren County,,---District Total---,,,GRREC,902,2185,2252,4437,34,28,62,108,95,203,9,10,19,1,3,4,2,1,3,67,84,151,2406,2473,4879
20172018,6,BATH,25,Bath County,40,Bath County High School,6025040,210033000057,KEDC,903,285,252,537,3,2,5,6,4,10,1,0,1,0,1,1,0,0,0,0,3,3,295,262,557
20172018,6,BATH,25,Bath County,20,Bath County Middle School,6025020,210033001606,KEDC,903,229,218,447,0,1,1,6,13,19,0,1,1,0,0,0,0,0,0,3,5,8,238,238,476
20172018,6,BATH,25,Bath County,14,Crossroads Elementary School,6025014,210033002223,KEDC,903,229,169,398,2,1,3,5,4,9,0,0,0,0,0,0,0,0,0,1,5,6,237,179,416
20172018,6,BATH,25,Bath County,30,Owingsville Elementary School,6025030,210033000056,KEDC,903,242,224,466,2,0,2,9,3,12,0,1,1,0,0,0,0,1,1,4,8,12,257,237,494
20172018,6,BATH,25,Bath County,12,Second Chance Academy,6025012,210033002335,KEDC,903,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10
20172018,6,BATH,25,Bath County,,---District Total---,,,KEDC,903,993,865,1858,7,4,11,26,24,50,1,2,3,0,1,1,0,1,1,8,21,29,1035,918,1953
20172018,59,KENTON,26,Beechwood Independent,10,Beechwood Elementary School,59026010,210036000059,NKCES,905,301,291,592,2,2,4,32,30,62,6,8,14,1,1,2,0,1,1,11,6,17,353,339,692
20172018,59,KENTON,26,Beechwood Independent,20,Beechwood High School,59026020,210036000060,NKCES,905,322,262,584,1,1,2,14,9,23,6,12,18,5,0,5,0,0,0,5,9,14,353,293,646
20172018,59,KENTON,26,Beechwood Independent,420,Guardian Angel,59026420,210036002409,NKCES,905,28,7,35,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,31,8,39
20172018,59,KENTON,26,Beechwood Independent,,---District Total---,,,NKCES,905,651,560,1211,3,4,7,47,39,86,12,20,32,6,1,7,0,1,1,18,15,33,737,640,1377
20172018,7,BELL,31,Bell County,12,Bell Central School Center,7031012,210039001881,SESC,907,229,253,482,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,2,234,253,487
20172018,7,BELL,31,Bell County,340,Bell County Alternative School,7031340,210039000002,SESC,907,16,23,39,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,24,40
20172018,7,BELL,31,Bell County,40,Bell County High School,7031040,210039000062,SESC,907,371,301,672,3,1,4,3,3,6,1,0,1,1,0,1,1,0,1,1,2,3,381,307,688
20172018,7,BELL,31,Bell County,180,Frakes School Center,7031180,210039000067,SESC,907,63,51,114,2,1,3,1,1,2,0,0,0,0,0,0,0,0,0,1,0,1,67,53,120
20172018,7,BELL,31,Bell County,250,Lone Jack School Center,7031250,210039000068,SESC,907,100,72,172,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,101,75,176
20172018,7,BELL,31,Bell County,13,Page School Center,7031013,210039001882,SESC,907,166,154,320,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,2,169,156,325
20172018,7,BELL,31,Bell County,345,Right Fork School Center,7031345,210039000072,SESC,907,94,95,189,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96,95,191
20172018,7,BELL,31,Bell County,390,Yellow Creek School Center,7031390,210039000074,SESC,907,262,296,558,2,3,5,4,2,6,1,0,1,1,0,1,0,0,0,1,0,1,271,301,572
20172018,7,BELL,31,Bell County,,---District Total---,,,SESC,907,1301,1245,2546,10,6,16,13,9,22,2,0,2,2,0,2,1,0,1,6,4,10,1335,1264,2599
20172018,19,CAMPBELL,32,Bellevue Independent,10,Bellevue High School,19032010,210042000075,NKCES,905,161,138,299,2,3,5,8,7,15,0,0,0,0,0,0,1,1,2,22,13,35,194,162,356
20172018,19,CAMPBELL,32,Bellevue Independent,20,Grandview Elementary School,19032020,210042000076,NKCES,905,128,116,244,5,4,9,6,7,13,0,1,1,0,0,0,0,2,2,13,11,24,152,141,293
20172018,19,CAMPBELL,32,Bellevue Independent,,---District Total---,,,NKCES,905,289,254,543,7,7,14,14,14,28,0,1,1,0,0,0,1,3,4,35,24,59,346,303,649
20172018,73,MADISON,34,Berea Independent,10,Berea Community Elementary School,73034010,210048000077,SESC,907,216,203,419,9,7,16,23,14,37,1,2,3,0,0,0,0,0,0,14,12,26,263,238,501
20172018,73,MADISON,34,Berea Independent,20,Berea Community High School,73034020,210048000078,SESC,907,132,134,266,4,5,9,11,7,18,0,3,3,0,0,0,2,0,2,6,6,12,155,155,310
20172018,73,MADISON,34,Berea Independent,15,Berea Community Middle School,73034015,210048001658,SESC,907,111,128,239,9,7,16,10,7,17,1,0,1,0,0,0,0,0,0,2,2,4,133,144,277
20172018,73,MADISON,34,Berea Independent,,---District Total---,,,SESC,907,459,465,924,22,19,41,44,28,72,2,5,7,0,0,0,2,0,2,22,20,42,551,537,1088
20172018,8,BOONE,35,Boone County,5,A M Yealey Elementary School,8035005,210051000079,NKCES,905,222,222,444,7,6,13,16,12,28,13,11,24,0,0,0,3,0,3,16,11,27,277,262,539
20172018,8,BOONE,35,Boone County,25,Ballyshannon Middle School,8035025,,NKCES,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20172018,8,BOONE,35,Boone County,170,Boone County Alternative Center,8035170,210051002266,NKCES,905,155,114,269,11,8,19,11,10,21,1,0,1,0,0,0,0,2,2,11,3,14,189,137,326
20172018,8,BOONE,35,Boone County,30,Boone County High School,8035030,210051000081,NKCES,905,519,468,987,51,58,109,76,77,153,15,10,25,0,1,1,6,4,10,23,29,52,690,647,1337
20172018,8,BOONE,35,Boone County,16,Boone County Schools Ignite Academy,8035016,,NKCES,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20172018,8,BOONE,35,Boone County,40,Burlington Elementary School,8035040,210051000082,NKCES,905,320,342,662,27,15,42,11,16,27,3,6,9,1,1,2,2,4,6,25,23,48,389,407,796
20172018,8,BOONE,35,Boone County,10,Camp Ernst Middle School,8035010,210051001971,NKCES,905,448,416,864,24,15,39,22,17,39,7,9,16,2,0,2,1,0,1,18,22,40,522,479,1001
20172018,8,BOONE,35,Boone County,41,Charles H. Kelly Elementary School,8035041,210051001519,NKCES,905,104,104,208,0,2,2,7,3,10,0,1,1,0,0,0,0,0,0,4,2,6,115,112,227
20172018,8,BOONE,35,Boone County,55,Chester Goodridge Elementary School,8035055,210051000086,NKCES,905,281,294,575,7,4,11,24,33,57,2,3,5,0,0,0,5,1,6,14,21,35,333,356,689
20172018,8,BOONE,35,Boone County,45,Conner High School,8035045,210051000084,NKCES,905,592,635,1227,22,24,46,25,22,47,15,15,30,0,0,0,1,3,4,22,22,44,677,721,1398
20172018,8,BOONE,35,Boone County,43,Conner Middle School,8035043,210051000083,NKCES,905,499,469,968,23,15,38,24,25,49,13,10,23,1,0,1,2,1,3,20,12,32,582,532,1114
20172018,8,BOONE,35,Boone County,6,Erpenbeck Elementary School,8035006,210051001710,NKCES,905,261,250,511,13,15,28,21,21,42,35,21,56,0,0,0,1,0,1,23,15,38,354,322,676
20172018,8,BOONE,35,Boone County,50,Florence Elementary School,8035050,210051000085,NKCES,905,160,156,316,44,29,73,52,44,96,5,3,8,0,0,0,9,6,15,15,18,33,285,256,541
20172018,8,BOONE,35,Boone County,75,Gray Middle School,8035075,210051000638,NKCES,905,489,453,942,10,5,15,32,26,58,11,17,28,0,0,0,1,1,2,10,10,20,553,512,1065
20172018,8,BOONE,35,Boone County,65,Hillard Collins Elementary School,8035065,210051001608,NKCES,905,203,181,384,51,48,99,141,97,238,2,1,3,0,0,0,0,0,0,33,33,66,430,360,790
20172018,8,BOONE,35,Boone County,14,Imagineering Academy,8035014,,NKCES,905,24,7,31,1,1,2,4,1,5,0,0,0,0,0,0,0,0,0,4,0,4,33,9,42
20172018,8,BOONE,35,Boone County,71,Larry A. Ryle High School,8035071,210051000011,NKCES,905,810,743,1553,26,33,59,77,76,153,24,27,51,0,0,0,1,1,2,21,27,48,959,907,1866
20172018,8,BOONE,35,Boone County,17,Longbranch Elementary School,8035017,210051002245,NKCES,905,347,346,693,9,10,19,7,16,23,8,5,13,0,0,0,0,3,3,17,26,43,388,406,794
20172018,8,BOONE,35,Boone County,80,New Haven Elementary School,8035080,210051000088,NKCES,905,425,331,756,8,8,16,35,30,65,5,12,17,0,0,0,0,0,0,15,11,26,488,392,880
20172018,8,BOONE,35,Boone County,8,North Pointe Elementary School,8035008,210051001883,NKCES,905,198,176,374,13,5,18,6,15,21,10,7,17,0,0,0,2,4,6,4,11,15,233,218,451
20172018,8,BOONE,35,Boone County,81,Ockerman Elementary School,8035081,210051000089,NKCES,905,234,230,464,28,14,42,93,94,187,7,6,13,0,0,0,2,1,3,14,14,28,378,359,737
20172018,8,BOONE,35,Boone County,85,Ockerman Middle School,8035085,210051000090,NKCES,905,349,297,646,15,14,29,18,26,44,13,14,27,2,1,3,1,2,3,16,16,32,414,370,784
20172018,8,BOONE,35,Boone County,15,Randall K. Cooper High School,8035015,210051002206,NKCES,905,612,568,1180,28,23,51,17,11,28,17,11,28,1,0,1,4,0,4,20,20,40,699,633,1332
20172018,8,BOONE,35,Boone County,20,Rector A. Jones Middle School,8035020,210051000080,NKCES,905,191,190,381,52,51,103,81,103,184,3,0,3,0,0,0,5,3,8,28,28,56,360,375,735
20172018,8,BOONE,35,Boone County,11,Shirley Mann Elementary School,8035011,210051002022,NKCES,905,329,331,660,4,8,12,12,13,25,20,20,40,1,1,2,0,0,0,4,9,13,370,382,752
20172018,8,BOONE,35,Boone County,83,Stephens Elementary School,8035083,210051001695,NKCES,905,268,242,510,16,4,20,24,15,39,4,5,9,0,0,0,1,1,2,18,13,31,331,280,611
20172018,8,BOONE,35,Boone County,12,Thornwilde Elementary School,8035012,210051002290,NKCES,905,273,270,543,16,14,30,15,9,24,5,7,12,0,0,0,0,0,0,22,19,41,331,319,650
20172018,8,BOONE,35,Boone County,,---District Total---,,,NKCES,905,8313,7835,16148,506,429,935,851,812,1663,238,221,459,8,4,12,47,37,84,417,415,832,10380,9753,20133
20172018,9,BOURBON,41,Bourbon County,10,Bourbon Central Elementary School,9041010,210054001576,CKEC,901,222,188,410,10,5,15,70,49,119,2,0,2,0,0,0,0,0,0,30,13,43,334,255,589
20172018,9,BOURBON,41,Bourbon County,110,Bourbon County High School,9041110,210054000098,CKEC,901,326,332,658,16,9,25,48,36,84,1,1,2,0,0,0,0,0,0,9,4,13,400,382,782
20172018,9,BOURBON,41,Bourbon County,120,Bourbon County Middle School,9041120,210054000099,CKEC,901,254,278,532,11,5,16,58,45,103,1,3,4,0,0,0,0,0,0,5,5,10,329,336,665
20172018,9,BOURBON,41,Bourbon County,30,Cane Ridge Elementary School,9041030,210054000024,CKEC,901,192,206,398,4,4,8,36,30,66,0,1,1,0,0,0,0,0,0,4,6,10,236,247,483
20172018,9,BOURBON,41,Bourbon County,90,North Middletown Elementary School,9041090,210054000096,CKEC,901,63,54,117,0,0,0,15,16,31,0,0,0,0,0,0,0,0,0,1,1,2,79,71,150
20172018,9,BOURBON,41,Bourbon County,,---District Total---,,,CKEC,901,1057,1058,2115,41,23,64,227,176,403,4,5,9,0,0,0,0,0,0,49,29,78,1378,1291,2669
20172018,114,WARREN,42,Bowling Green Independent,70,Bowling Green High School,114042070,210057000105,GRREC,902,343,318,661,115,120,235,102,87,189,25,37,62,3,0,3,1,1,2,16,16,32,605,579,1184
20172018,114,WARREN,42,Bowling Green Independent,65,Bowling Green Junior High,114042065,210057000104,GRREC,902,256,277,533,81,82,163,82,80,162,28,31,59,0,1,1,1,3,4,14,23,37,462,497,959
20172018,114,WARREN,42,Bowling Green Independent,98,Bowling Green Learning Center,114042098,210057001696,GRREC,902,20,7,27,14,8,22,9,3,12,1,0,1,1,0,1,0,0,0,4,2,6,49,20,69
20172018,114,WARREN,42,Bowling Green Independent,11,Childrens Crisis Stabilization Unit,114042011,210057001830,GRREC,902,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
20172018,114,WARREN,42,Bowling Green Independent,10,Dishman McGinnis Elementary School,114042010,210057000100,GRREC,902,67,65,132,62,63,125,80,82,162,15,14,29,1,1,2,3,1,4,12,10,22,240,236,476
20172018,114,WARREN,42,Bowling Green Independent,57,Parker-Bennett-Curry School,114042057,210057000102,GRREC,902,27,32,59,76,48,124,33,57,90,10,3,13,0,0,0,0,1,1,7,11,18,153,152,305
20172018,114,WARREN,42,Bowling Green Independent,60,Potter Gray Elementary,114042060,210057000103,GRREC,902,175,183,358,10,22,32,7,6,13,12,6,18,1,0,1,1,2,3,12,11,23,218,230,448
20172018,114,WARREN,42,Bowling Green Independent,80,T C Cherry Elementary School,114042080,210057000106,GRREC,902,74,80,154,20,13,33,15,13,28,4,1,5,0,0,0,0,3,3,12,13,25,125,123,248
20172018,114,WARREN,42,Bowling Green Independent,90,W R McNeill Elementary School,114042090,210057000107,GRREC,902,144,125,269,28,31,59,12,10,22,8,14,22,1,1,2,0,0,0,15,20,35,208,201,409
20172018,114,WARREN,42,Bowling Green Independent,13,Warren Regional Juvenile Detention Ctr,114042013,210057001911,GRREC,902,4,0,4,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
20172018,114,WARREN,42,Bowling Green Independent,,---District Total---,,,GRREC,902,1112,1088,2200,406,387,793,341,339,680,103,106,209,7,3,10,6,11,17,92,106,198,2067,2040,4107
20172018,10,BOYD,45,Boyd County,120,Boyd Co Career & Tech Educ Ctr Voc Sch,10045120,210062001479,KEDC,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20172018,10,BOYD,45,Boyd County,10,Boyd County High School,10045010,210062000108,KEDC,903,468,356,824,2,2,4,3,5,8,1,1,2,0,0,0,0,0,0,8,1,9,482,365,847
20172018,10,BOYD,45,Boyd County,35,Boyd County Middle School,10045035,210062000112,KEDC,903,331,319,650,2,1,3,2,7,9,4,1,5,0,0,0,0,0,0,6,5,11,345,333,678
20172018,10,BOYD,45,Boyd County,20,Cannonsburg Elementary School,10045020,210062000109,KEDC,903,135,123,258,1,0,1,1,3,4,1,0,1,1,0,1,0,1,1,0,3,3,139,130,269
20172018,10,BOYD,45,Boyd County,95,Catlettsburg Elementary School,10045095,210062000118,KEDC,903,100,122,222,0,0,0,4,4,8,3,1,4,0,0,0,0,0,0,1,6,7,108,133,241
20172018,10,BOYD,45,Boyd County,97,Ponderosa Elementary School,10045097,210062000030,KEDC,903,182,189,371,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,3,4,7,187,194,381
20172018,10,BOYD,45,Boyd County,85,Ramey-Estep High School,10045085,210062000640,KEDC,903,45,22,67,12,0,12,2,0,2,0,0,0,0,0,0,0,0,0,3,2,5,62,24,86
20172018,10,BOYD,45,Boyd County,80,Summit Elementary School,10045080,210062000117,KEDC,903,224,217,441,1,0,1,1,3,4,0,0,0,2,0,2,1,1,2,11,9,20,240,230,470
20172018,10,BOYD,45,Boyd County,,---District Total---,,,KEDC,903,1485,1348,2833,20,3,23,13,22,35,9,3,12,3,0,3,1,3,4,32,30,62,1563,1409,2972
20172018,11,BOYLE,51,Boyle County,4,Boyle County Day Treatment,11051004,210063001713,CKEC,901,12,2,14,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,3,16
20172018,11,BOYLE,51,Boyle County,5,Boyle County High School,11051005,210063000120,CKEC,901,420,390,810,7,4,11,14,11,25,8,6,14,1,1,2,1,1,2,6,6,12,457,419,876
20172018,11,BOYLE,51,Boyle County,3,Boyle County Middle School,11051003,210063000119,CKEC,901,296,288,584,2,4,6,9,13,22,6,8,14,0,1,1,0,0,0,9,7,16,322,321,643
20172018,11,BOYLE,51,Boyle County,40,Junction City Elementary School,11051040,210063000121,CKEC,901,150,124,274,0,1,1,7,9,16,1,0,1,0,0,0,0,0,0,10,3,13,168,137,305
20172018,11,BOYLE,51,Boyle County,80,Perryville Elementary School,11051080,210063000124,CKEC,901,110,99,209,0,0,0,4,5,9,0,0,0,1,0,1,0,0,0,5,5,10,120,109,229
