SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,STATE_SCH_ID,NCESID,COOP,COOP_CODE,PERSON_PER_STU_FED,NONPERSON_PER_STU_FED,TOTAL_PER_STU_FED,PERSON_PER_STU_STATELOCAL,NONPERSON_PER_STU_STATELOCAL,TOTAL_PER_STU_STATELOCAL,TOTAL_PER_STU_ALLFUNDS
20182019,24,CHRISTIAN,115,Christian County,130,Pembroke Elementary School,24115130,210115000231,WKEC,908,933,159,1092,8226,1782,10008,11874
20182019,24,CHRISTIAN,115,Christian County,30,Christian County High School,24115030,210115000220,WKEC,908,692,177,869,7904,1927,9831,11364
20182019,24,CHRISTIAN,115,Christian County,40,Crofton Elementary School,24115040,210115000222,WKEC,908,666,224,890,8513,1869,10381,12065
20182019,24,CHRISTIAN,115,Christian County,55,Indian Hills Elementary School,24115055,210115000224,WKEC,908,1387,203,1590,8692,1869,10561,13167
20182019,24,CHRISTIAN,115,Christian County,50,Hopkinsville High School,24115050,210115000223,WKEC,908,692,187,880,7912,1924,9836,11387
20182019,24,CHRISTIAN,115,Christian County,17,Martin Luther King Jr. Elementary School,24115017,210115002024,WKEC,908,975,208,1182,8897,1906,10803,12785
20182019,24,CHRISTIAN,115,Christian County,170,South Christian Elementary School,24115170,210115000233,WKEC,908,660,157,817,8400,1841,10241,11831
20182019,24,CHRISTIAN,115,Christian County,150,Sinking Fork Elementary School,24115150,210115000232,WKEC,908,995,129,1125,8949,1931,10880,12964
20182019,24,CHRISTIAN,115,Christian County,125,Millbrooke Elementary School,24115125,210115000229,WKEC,908,666,124,791,7477,1787,9264,11060
20182019,24,CHRISTIAN,115,Christian County,58,Hopkinsville Middle School,24115058,210115000225,WKEC,908,746,212,958,7639,1843,9482,11158
20182019,24,CHRISTIAN,115,Christian County,26,Freedom Elementary School,24115026,210115002415,WKEC,908,1099,220,1319,9024,1879,10903,12969
20182019,24,CHRISTIAN,115,Christian County,35,Christian County Middle School,24115035,210115000221,WKEC,908,417,157,574,7821,1886,9707,11005
20182019,25,CLARK,121,Clark County,23,Robert D. Campbell Jr. High,25121023,210120002402,CKEC,901,457,161,618,7732,1798,9530,14860
20182019,25,CLARK,121,Clark County,30,George Rogers Clark High School,25121030,210120000237,CKEC,901,573,179,752,8097,2022,10119,15531
20182019,25,CLARK,121,Clark County,8,William G. Conkwright Elementary,25121008,210120002391,CKEC,901,847,126,973,9557,1725,11282,16998
20182019,25,CLARK,121,Clark County,6,Shearer Elementary School,25121006,210120002397,CKEC,901,651,134,785,9560,1730,11290,16795
20182019,25,CLARK,121,Clark County,4,Strode Station Elementary School,25121004,210120002395,CKEC,901,520,126,646,8834,1659,10493,15854
20182019,25,CLARK,121,Clark County,2,Willis H. Justice Elementary School,25121002,210120002405,CKEC,901,782,163,945,9496,1788,11284,16967
20182019,25,CLARK,121,Clark County,26,Rev. Henry E. Baker Sr. Interm. School,25121026,210120002389,CKEC,901,473,135,608,7966,1562,9528,14817
20182019,26,CLAY,125,Clay County,100,Clay County High School,26125100,210123000249,SESC,907,442,131,573,8563,1432,9995,13666
20182019,26,CLAY,125,Clay County,40,Big Creek Elementary,26125040,210123000247,SESC,907,1954,141,2095,10150,1785,11935,15051
20182019,26,CLAY,125,Clay County,570,Oneida Elementary School,26125570,210123000256,SESC,907,2200,86,2286,9933,1929,11861,14827
20182019,26,CLAY,125,Clay County,500,Manchester Elementary School,26125500,210123000255,SESC,907,1490,80,1570,8209,1519,9728,12991
20182019,26,CLAY,125,Clay County,220,Hacker Elementary School,26125220,210123000252,SESC,907,1448,82,1530,8042,1515,9556,11801
20182019,26,CLAY,125,Clay County,200,Goose Rock Elementary,26125200,210123000251,SESC,907,1719,80,1800,9765,1667,11432,14131
20182019,26,CLAY,125,Clay County,95,Clay County Middle School,26125095,210123001699,SESC,907,1645,119,1763,9320,1626,10946,13552
20182019,26,CLAY,125,Clay County,580,Paces Creek Elementary,26125580,210123001413,SESC,907,1658,74,1732,7766,1607,9373,12101
20182019,26,CLAY,125,Clay County,70,Burning Springs Elementary,26125070,210123000248,SESC,907,1563,90,1653,8407,1554,9961,12484
20182019,27,CLINTON,131,Clinton County,20,Clinton County Early Childhood Center,27131020,210126002228,GRREC,902,786,131,918,7049,1886,8935,10612
20182019,27,CLINTON,131,Clinton County,15,Albany Elementary School,27131015,210126000257,GRREC,902,1067,254,1321,8803,2014,10817,12944
20182019,27,CLINTON,131,Clinton County,45,Clinton County Middle School,27131045,210126000444,GRREC,902,894,233,1127,7673,1851,9524,11456
20182019,27,CLINTON,131,Clinton County,50,Clinton County High School,27131050,210126000259,GRREC,902,974,255,1229,8540,2288,10827,12952
20182019,14,BRECKINRIDGE,132,Cloverport Independent,10,Frederick Fraize High School,14132010,210129000261,GRREC,902,460,168,628,8719,2485,11204,13156
20182019,14,BRECKINRIDGE,132,Cloverport Independent,20,William H Natcher Elementary School,14132020,210129000262,GRREC,902,1590,145,1735,10758,2447,13205,15157
20182019,14,BRECKINRIDGE,132,Cloverport Independent,25,Frederick Fraize Middle School,14132025,210129000907,GRREC,902,791,118,909,9673,2453,12126,14078
20182019,118,WHITLEY,133,Corbin Independent,40,Corbin High School,118133040,210132000266,SESC,907,469,299,768,7619,1569,9188,14988
20182019,118,WHITLEY,133,Corbin Independent,18,Corbin Intermediate,118133018,210132002231,SESC,907,952,294,1246,7034,1689,8723,14841
20182019,118,WHITLEY,133,Corbin Independent,50,Corbin Middle School,118133050,210132001414,SESC,907,653,260,913,7420,1603,9023,15081
20182019,118,WHITLEY,133,Corbin Independent,17,Corbin Elementary,118133017,210132002239,SESC,907,665,286,952,7656,1327,8982,14909
20182019,118,WHITLEY,133,Corbin Independent,70,Corbin Primary,118133070,210132002218,SESC,907,1273,278,1551,7832,1435,9267,16014
20182019,59,KENTON,134,Covington Independent,19,Holmes High School,59134019,210135002049,NKCES,905,858,400,1258,12874,3549,16423,20530
20182019,59,KENTON,134,Covington Independent,150,Ninth District Elementary,59134150,210135000274,NKCES,905,1034,294,1328,10841,1959,12800,15246
20182019,59,KENTON,134,Covington Independent,160,Glenn O Swing Elementary,59134160,210135000275,NKCES,905,1136,308,1444,10389,1807,12196,14681
20182019,59,KENTON,134,Covington Independent,110,John G Carlisle Elementary,59134110,210135000270,NKCES,905,791,307,1098,11538,1849,13387,15676
20182019,59,KENTON,134,Covington Independent,115,Latonia Elementary School,59134115,210135000271,NKCES,905,1179,421,1600,10140,1902,12042,14897
20182019,59,KENTON,134,Covington Independent,17,Holmes Middle School,59134017,210135001944,NKCES,905,904,275,1179,10151,1304,11455,13561
20182019,59,KENTON,134,Covington Independent,170,Sixth District Elementary School,59134170,210135000276,NKCES,905,1264,341,1605,11304,1820,13124,15912
20182019,28,CRITTENDEN,135,Crittenden County,100,Crittenden County Elementary School,28135100,210138001441,WKEC,908,797,249,1046,7825,1848,9673,10787
20182019,28,CRITTENDEN,135,Crittenden County,25,Crittenden County Middle School,28135025,210138000280,WKEC,908,477,303,780,7155,1626,8779,9360
20182019,28,CRITTENDEN,135,Crittenden County,20,Crittenden County High School,28135020,210138000279,WKEC,908,549,320,869,9435,2187,11622,12925
20182019,29,CUMBERLAND,141,Cumberland County,80,Cumberland County High School,29141080,210141000287,GRREC,902,2556,1267,16713,4400,3823,10743,23028
20182019,29,CUMBERLAND,141,Cumberland County,75,Cumberland County Middle School,29141075,210141001561,GRREC,902,2049,816,15254,3711,2865,8606,20880
20182019,29,CUMBERLAND,141,Cumberland County,70,Cumberland County Elementary School,29141070,210141000286,GRREC,902,2509,951,15168,3805,3460,8585,20088
20182019,11,BOYLE,143,Danville Independent,5,John W. Bate Middle School,11143005,210144000290,CKEC,901,231,146,377,10461,2288,12749,13126
20182019,11,BOYLE,143,Danville Independent,30,Danville High School,11143030,210144000291,CKEC,901,307,181,488,11548,2456,14004,14492
20182019,11,BOYLE,143,Danville Independent,10,Edna L. Toliver Intermediate School,11143010,210144002476,CKEC,901,1005,181,1186,10287,1681,11968,13154
20182019,11,BOYLE,143,Danville Independent,3,Mary G. Hogsett Primary School,11143003,210144002477,CKEC,901,789,182,971,10656,1648,12304,13275
20182019,30,DAVIESS,145,Daviess County,95,Tamarack Elementary School,30145095,210147000306,GRREC,902,621,140,761,9326,1488,10815,12316
20182019,30,DAVIESS,145,Daviess County,130,West Louisville Elementary School,30145130,210147000309,GRREC,902,314,192,506,10363,1583,11946,13013
20182019,30,DAVIESS,145,Daviess County,145,F T Burns Elementary School,30145145,210147000311,GRREC,902,614,121,735,8605,1447,10052,11349
20182019,30,DAVIESS,145,Daviess County,85,Audubon Elementary School,30145085,210147000054,GRREC,902,700,160,860,9623,1472,11094,12648
20182019,30,DAVIESS,145,Daviess County,70,Sorgho Elementary School,30145070,210147000303,GRREC,902,393,76,469,9562,1635,11197,15855
20182019,30,DAVIESS,145,Daviess County,40,Deer Park Elementary School,30145040,210147000301,GRREC,902,396,70,466,9252,1489,10741,13014
20182019,30,DAVIESS,145,Daviess County,20,Daviess County Middle School,30145020,210147000298,GRREC,902,317,44,361,8816,1343,10159,18371
20182019,30,DAVIESS,145,Daviess County,10,Daviess County High School,30145010,210147000297,GRREC,902,346,62,408,8281,1715,9996,13248
20182019,30,DAVIESS,145,Daviess County,7,East View Elementary School,30145007,210147001625,GRREC,902,404,101,506,9045,1635,10680,13523
20182019,30,DAVIESS,145,Daviess County,8,F T Burns Middle School,30145008,210147000296,GRREC,902,129,46,176,9183,1551,10734,11545
20182019,30,DAVIESS,145,Daviess County,140,Whitesville Elementary School,30145140,210147000310,GRREC,902,312,150,462,9904,1631,11535,13354
20182019,30,DAVIESS,145,Daviess County,150,Country Heights Elementary School,30145150,210147001581,GRREC,902,444,88,532,9065,1395,10460,11554
20182019,30,DAVIESS,145,Daviess County,25,Highland Elementary School,30145025,210147000299,GRREC,902,253,39,292,9279,1425,10704,11661
20182019,30,DAVIESS,145,Daviess County,5,Apollo High School,30145005,210147000295,GRREC,902,232,59,291,8621,1722,10343,14202
20182019,30,DAVIESS,145,Daviess County,11,Southern Oaks Elementary School,30145011,210147002230,GRREC,902,475,178,653,9397,1553,10950,12288
20182019,30,DAVIESS,145,Daviess County,6,Meadow Lands Elementary School,30145006,210147001949,GRREC,902,373,135,508,9811,1563,11375,12575
20182019,30,DAVIESS,145,Daviess County,155,College View Middle School,30145155,210147000961,GRREC,902,215,47,261,9053,1417,10470,11528
20182019,54,HOPKINS,146,Dawson Springs Independent,18,Dawson Springs Jr/Sr High School,54146018,210150002203,WKEC,908,392,205,596,9555,1729,11284,12837
20182019,54,HOPKINS,146,Dawson Springs Independent,17,Dawson Springs Elementary,54146017,210150002200,WKEC,908,1052,196,1248,8356,1777,10133,12339
20182019,19,CAMPBELL,147,Dayton Independent,30,Lincoln Elementary School,19147030,210153000317,NKCES,905,855,196,1051,8235,1914,10149,12003
20182019,19,CAMPBELL,147,Dayton Independent,10,Dayton High School,19147010,210153000316,NKCES,905,1318,382,1700,10212,2482,12694,15191
20182019,63,LAUREL,149,East Bernstadt Independent,10,East Bernstadt Elementary School,63149010,210159000318,SESC,907,473,286,759,7229,1688,8917,13000
20182019,31,EDMONSON,151,Edmonson County,60,Edmonson County High School,31151060,210162001442,GRREC,902,214,60,274,8456,2129,10585,11530
20182019,31,EDMONSON,151,Edmonson County,50,Edmonson County Middle School,31151050,210162000321,GRREC,902,327,29,356,7260,1669,8929,9956
20182019,31,EDMONSON,151,Edmonson County,20,South Edmonson Elementary School,31151020,210162000319,GRREC,902,733,43,775,8138,1738,9877,11418
20182019,31,EDMONSON,151,Edmonson County,22,Edmonson County 5/6 Center,31151022,210162001985,GRREC,902,623,33,656,8653,1671,10324,11775
20182019,31,EDMONSON,151,Edmonson County,80,Kyrock Elementary School,31151080,210162000322,GRREC,902,1329,49,1378,9405,1838,11243,13447
20182019,47,HARDIN,152,Elizabethtown Independent,10,Elizabethtown High School,47152010,210165000323,GRREC,902,112,11,123,8436,1014,9450,13922
20182019,47,HARDIN,152,Elizabethtown Independent,20,Morningside Elementary School,47152020,210165000325,GRREC,902,309,74,382,7800,1486,9288,9671
20182019,47,HARDIN,152,Elizabethtown Independent,35,Talton K Stone Middle School,47152035,210165000326,GRREC,902,200,20,220,6610,633,7243,7463
20182019,47,HARDIN,152,Elizabethtown Independent,25,Panther Academy,47152025,210165002319,GRREC,902,672,90,485,12656,1730,14386,15148
20182019,47,HARDIN,152,Elizabethtown Independent,15,Helmwood Heights Elementary School,47152015,210165000324,GRREC,902,406,81,487,8098,1027,9126,9613
20182019,32,ELLIOTT,155,Elliott County,270,Sandy Hook Elementary School,32155270,210168000330,KEDC,903,945,266,1212,7080,2501,9580,10792
20182019,32,ELLIOTT,155,Elliott County,280,Elliott County High School,32155280,210168000331,KEDC,903,343,234,577,7516,1772,9288,9865
20182019,32,ELLIOTT,155,Elliott County,160,Lakeside Elementary School,32155160,210168000329,KEDC,903,1299,425,1723,7539,2242,9782,11505
20182019,32,ELLIOTT,155,Elliott County,140,Isonville Elementary School,32155140,210168000328,KEDC,903,1695,442,2137,9730,2776,12505,14642
20182019,52,HENRY,156,Eminence Independent,20,Eminence Elementary School,52156020,210171000333,OVEC,906,496,188,685,9754,2138,11780,13925
20182019,52,HENRY,156,Eminence Independent,10,Eminence High School,52156010,210171000332,OVEC,906,235,569,804,11251,2449,13588,15850
20182019,59,KENTON,157,Erlanger-Elsmere Independent,3,Lindeman Elementary School,59157003,210174000334,NKCES,905,996,383,1379,10234,2201,12435,14224
20182019,59,KENTON,157,Erlanger-Elsmere Independent,30,Lloyd High School,59157030,210174000337,NKCES,905,433,329,762,9946,2181,12127,13916
20182019,59,KENTON,157,Erlanger-Elsmere Independent,5,Arnett Elementary School,59157005,210174000335,NKCES,905,1269,341,1610,11597,2496,14093,15882
20182019,59,KENTON,157,Erlanger-Elsmere Independent,10,Howell Elementary School,59157010,210174000336,NKCES,905,978,346,1324,9914,2143,12057,13846
20182019,59,KENTON,157,Erlanger-Elsmere Independent,50,Miles Elementary School,59157050,210174000338,NKCES,905,1237,337,1574,10656,2090,12746,14534
20182019,59,KENTON,157,Erlanger-Elsmere Independent,60,Tichenor Middle School,59157060,210174000339,NKCES,905,183,337,520,8961,2025,10986,12775
20182019,33,ESTILL,161,Estill County,90,Estill County High School,33161090,210176000342,SESC,907,1130,242,10692,2911,1372,17953,9583
20182019,33,ESTILL,161,Estill County,11,Estill Springs Elementary,33161011,210176001746,SESC,907,1530,158,1730,16301,2571,18783,9583
20182019,33,ESTILL,161,Estill County,85,Estill County Middle School,33161085,210176000341,SESC,907,1737,253,1990,14168,2671,18636,18013
20182019,33,ESTILL,161,Estill County,280,West Irvine Intermediate,33161280,210176000346,SESC,907,1512,279,1793,15677,2501,18097,19890
20182019,10,BOYD,162,Fairview Independent,20,Fairview High School,10162020,210180000348,KEDC,903,646,130,646,7620,1614,9364,11756
20182019,10,BOYD,162,Fairview Independent,11,Fairview Elementary School,10162011,210180001889,KEDC,903,996,318,996,6827,1819,8967,11710
20182019,34,FAYETTE,165,Fayette County,57,Liberty Elementary,34165057,210186002207,CKEC,901,148,104,250,10614,1650,12262,13967
20182019,34,FAYETTE,165,Fayette County,58,Sandersville Elementary,34165058,210186002189,CKEC,901,141,104,245,11087,1622,12707,14475
20182019,34,FAYETTE,165,Fayette County,5,Arlington Elementary School,34165005,210186000350,CKEC,901,1333,257,1588,14293,1774,16067,19293
20182019,34,FAYETTE,165,Fayette County,7,Ashland Elementary School,34165007,210186000351,CKEC,901,144,104,246,12471,1730,14199,16097
20182019,34,FAYETTE,165,Fayette County,15,Beaumont Middle School,34165015,210186000353,CKEC,901,151,113,261,10543,1631,12173,13885
20182019,34,FAYETTE,165,Fayette County,25,Crawford Middle School,34165025,210186000357,CKEC,901,659,607,1264,11281,1667,12947,15711
20182019,34,FAYETTE,165,Fayette County,30,Bryan Station Middle School,34165030,210186000358,CKEC,901,658,180,836,11645,1630,13275,15601
20182019,34,FAYETTE,165,Fayette County,32,Cassidy Elementary School,34165032,210186000359,CKEC,901,586,104,688,10163,1632,11794,13868
20182019,34,FAYETTE,165,Fayette County,35,Deep Springs Elementary School,34165035,210186000360,CKEC,901,708,296,1002,10996,1764,12759,15269
20182019,34,FAYETTE,165,Fayette County,36,Dixie Elementary Magnet School,34165036,210186000361,CKEC,901,562,216,776,10877,1669,12545,14808
20182019,34,FAYETTE,165,Fayette County,37,Garden Springs Elementary School,34165037,210186000362,CKEC,901,594,146,738,12606,1604,14209,16455
20182019,34,FAYETTE,165,Fayette County,38,Harrison Elementary School,34165038,210186000363,CKEC,901,1264,198,1460,14961,1800,16760,19877
20182019,34,FAYETTE,165,Fayette County,60,Lafayette High School,34165060,210186000367,CKEC,901,204,118,320,9369,1726,11094,12839
20182019,34,FAYETTE,165,Fayette County,62,Lansdowne Elementary School,34165062,210186000368,CKEC,901,783,254,1035,11453,1732,13184,15714
20182019,34,FAYETTE,165,Fayette County,65,Leestown Middle School,34165065,210186000369,CKEC,901,558,204,760,10587,1748,12334,14544
20182019,34,FAYETTE,165,Fayette County,72,Madeline M Breckinridge Elem School,34165072,210186000372,CKEC,901,582,427,1006,11162,1745,12907,15435
20182019,34,FAYETTE,165,Fayette County,74,Maxwell Spanish Immersion Elem School,34165074,210186000373,CKEC,901,403,104,505,10383,1581,11963,13855
20182019,34,FAYETTE,165,Fayette County,76,Morton Middle School,34165076,210186000374,CKEC,901,201,106,304,10678,1583,12260,14020
20182019,34,FAYETTE,165,Fayette County,77,Northern Elementary School,34165077,210186000375,CKEC,901,898,134,1030,12009,1736,13744,16301
20182019,34,FAYETTE,165,Fayette County,80,Picadome Elementary School,34165080,210186000376,CKEC,901,742,141,881,11402,1714,13115,15500
20182019,34,FAYETTE,165,Fayette County,81,Southern Elementary School,34165081,210186000377,CKEC,901,652,257,907,11163,1721,12883,15306
20182019,34,FAYETTE,165,Fayette County,82,Squires Elementary School,34165082,210186001584,CKEC,901,535,116,648,10869,1678,12546,14688
20182019,34,FAYETTE,165,Fayette County,85,Stonewall Elementary School,34165085,210186000378,CKEC,901,164,104,266,10424,1640,12063,13715
20182019,34,FAYETTE,165,Fayette County,95,Tates Creek Elementary School,34165095,210186000381,CKEC,901,885,177,1060,11140,1756,12894,15464
20182019,34,FAYETTE,165,Fayette County,100,Tates Creek Middle School,34165100,210186000382,CKEC,901,730,276,1004,11239,1709,12946,15429
20182019,34,FAYETTE,165,Fayette County,120,Clays Mill Elementary School,34165120,210186000384,CKEC,901,1023,104,1125,12225,1614,13838,16409
20182019,34,FAYETTE,165,Fayette County,150,Glendover Elementary School,34165150,210186000386,CKEC,901,362,218,578,11309,1607,12914,15013
20182019,34,FAYETTE,165,Fayette County,160,Meadowthorpe Elementary School,34165160,210186000387,CKEC,901,444,232,673,11612,1696,13308,15368
20182019,34,FAYETTE,165,Fayette County,170,Bryan Station High School,34165170,210186000388,CKEC,901,574,215,787,10308,1680,11987,14207
20182019,34,FAYETTE,165,Fayette County,180,Mary Todd Elementary School,34165180,210186000389,CKEC,901,938,149,1085,11992,1697,13687,16288
20182019,34,FAYETTE,165,Fayette County,190,James Lane Allen Elementary School,34165190,210186000390,CKEC,901,1019,172,1189,12188,1764,13951,16645
20182019,34,FAYETTE,165,Fayette County,200,Paul Laurence Dunbar High School,34165200,210186001669,CKEC,901,143,106,247,9508,1640,11146,12801
20182019,34,FAYETTE,165,Fayette County,225,Jessie M Clark Middle School,34165225,210186000391,CKEC,901,170,109,276,10026,1579,11604,13326
20182019,34,FAYETTE,165,Fayette County,240,Cardinal Valley Elementary School,34165240,210186000392,CKEC,901,774,283,1055,11232,1719,12950,15518
20182019,34,FAYETTE,165,Fayette County,255,Millcreek Elementary School,34165255,210186001419,CKEC,901,1085,201,1284,11211,1718,12928,15701
20182019,34,FAYETTE,165,Fayette County,525,Southern Middle School,34165525,210186000394,CKEC,901,143,117,258,10317,1650,11966,13701
20182019,34,FAYETTE,165,Fayette County,620,Julius Marks Elementary School,34165620,210186000395,CKEC,901,597,248,843,11013,1752,12765,14994
20182019,34,FAYETTE,165,Fayette County,34,Edythe Jones Hayes Middle School,34165034,210186001957,CKEC,901,183,112,293,9874,1600,11473,13216
20182019,34,FAYETTE,165,Fayette County,45,Athens-Chilesburg Elementary,34165045,210186001987,CKEC,901,465,104,567,10130,1646,11775,13802
20182019,34,FAYETTE,165,Fayette County,56,William Wells Brown Elementary,34165056,210186002199,CKEC,901,1598,218,1814,13281,1822,15103,18509
20182019,34,FAYETTE,165,Fayette County,59,Wellington Elementary,34165059,210186002247,CKEC,901,836,104,938,9682,1623,11304,13707
20182019,34,FAYETTE,165,Fayette County,18,Scapa At Bluegrass,34165018,210186000354,CKEC,901,143,104,245,15356,1638,16993,18625
20182019,34,FAYETTE,165,Fayette County,39,Henry Clay High School,34165039,210186000364,CKEC,901,186,105,289,9733,1592,11324,13044
20182019,34,FAYETTE,165,Fayette County,67,Lexington Trad Magnet School,34165067,210186000370,CKEC,901,1050,460,1508,12664,1711,14374,17328
20182019,34,FAYETTE,165,Fayette County,90,Russell Cave Elementary School,34165090,210186000380,CKEC,901,1003,190,1190,12896,1785,14680,17448
20182019,34,FAYETTE,165,Fayette County,105,Tates Creek High School,34165105,210186000383,CKEC,901,174,117,288,10012,1674,11685,13399
20182019,34,FAYETTE,165,Fayette County,140,Yates Elementary School,34165140,210186000385,CKEC,901,757,170,925,11719,1682,13400,15871
20182019,34,FAYETTE,165,Fayette County,52,Rosa Parks Elementary School,34165052,210186001422,CKEC,901,695,104,797,10188,1563,11750,13933
20182019,34,FAYETTE,165,Fayette County,12,Veterans Park Elementary School,34165012,210186001421,CKEC,901,691,104,792,10380,1547,11926,14105
20182019,34,FAYETTE,165,Fayette County,55,Booker T Washington Elementary School,34165055,210186002426,CKEC,901,1066,226,1289,12980,1798,14777,17685
20182019,34,FAYETTE,165,Fayette County,98,Coventry Oak Elementary,34165098,210186002433,CKEC,901,716,193,907,10618,1756,12373,14771
20182019,34,FAYETTE,165,Fayette County,99,Garrett Morgan Elementary,34165099,210186002435,CKEC,901,189,104,291,9795,1610,11404,13081
20182019,34,FAYETTE,165,Fayette County,245,Winburn Middle School,34165245,210186000393,CKEC,901,678,258,933,10644,1635,12277,14691
20182019,34,FAYETTE,165,Fayette County,125,Frederick Douglass High School,34165125,210186002459,CKEC,901,144,136,278,10317,1732,12048,13758
20182019,35,FLEMING,171,Fleming County,20,Ewing Elementary School,35171020,210192000396,KEDC,903,1200,232,1433,10270,2569,12839,14272
20182019,35,FLEMING,171,Fleming County,30,Simons Middle School,35171030,210192000397,KEDC,903,651,221,872,8649,2097,10746,11618
20182019,35,FLEMING,171,Fleming County,35,Fleming County High School,35171035,210192000398,KEDC,903,610,268,878,7783,1973,9757,10635
20182019,35,FLEMING,171,Fleming County,40,Flemingsburg Elementary School,35171040,210192000399,KEDC,903,1056,192,1249,8162,2009,10171,11419
20182019,35,FLEMING,171,Fleming County,50,E P Ward Elementary School,35171050,210192000400,KEDC,903,695,208,903,9425,2785,12210,13113
20182019,35,FLEMING,171,Fleming County,60,Hillsboro Elementary School,35171060,210192000401,KEDC,903,708,189,897,10575,1937,12513,13410
20182019,36,FLOYD,175,Floyd County,20,Allen Elementary School,36175020,210195000403,KVEC,904,977,408,1385,8558,2197,10754,13846
20182019,36,FLOYD,175,Floyd County,850,Prestonsburg High School,36175850,210195000423,KVEC,904,326,262,588,8501,2177,10678,12945
20182019,36,FLOYD,175,Floyd County,440,James D. Adams Middle School,36175440,210195001670,KVEC,904,1033,259,1293,7346,1986,9332,12337
20182019,36,FLOYD,175,Floyd County,485,John M. Stumbo Elementary School,36175485,210195000415,KVEC,904,1199,535,1735,9034,2088,11122,14577
20182019,36,FLOYD,175,Floyd County,21,May Valley Elementary School,36175021,210195001426,KVEC,904,1045,311,1357,9922,2268,12190,15261
20182019,36,FLOYD,175,Floyd County,19,Prestonsburg Elementary School,36175019,210195002210,KVEC,904,750,149,899,8822,1711,10534,13120
20182019,36,FLOYD,175,Floyd County,120,Betsy Layne Elementary School,36175120,210195000407,KVEC,904,1282,387,1669,8333,1928,10262,13625
20182019,36,FLOYD,175,Floyd County,30,South Floyd Elementary School,36175030,210195002446,KVEC,904,1489,483,1973,8851,2039,10891,14551
20182019,36,FLOYD,175,Floyd County,110,Betsy Layne High School,36175110,210195000406,KVEC,904,643,378,1021,8086,2272,10359,13148
20182019,36,FLOYD,175,Floyd County,115,Floyd Central High School,36175115,210195002450,KVEC,904,500,319,819,8483,1753,10236,12751
20182019,36,FLOYD,175,Floyd County,10,Duff-Allen Central Elementary,36175010,210195002452,KVEC,904,1193,387,1581,8647,1975,10621,13893
20182019,19,CAMPBELL,176,Fort Thomas Independent,40,Woodfill Elementary School,19176040,210204000431,NKCES,905,676,46,722,11502,1734,13236,15343
20182019,19,CAMPBELL,176,Fort Thomas Independent,10,Highlands High School,19176010,210204000428,NKCES,905,163,63,226,9496,2513,12009,14259
20182019,19,CAMPBELL,176,Fort Thomas Independent,20,Johnson Elementary School,19176020,210204000429,NKCES,905,212,45,257,9703,1637,11340,17525
20182019,19,CAMPBELL,176,Fort Thomas Independent,30,Moyer Elementary School,19176030,210204000430,NKCES,905,358,47,405,8918,1609,10527,13727
20182019,19,CAMPBELL,176,Fort Thomas Independent,11,Highlands Middle School,19176011,210204001400,NKCES,905,60,45,105,8796,1779,10575,12681
20182019,37,FRANKLIN,177,Frankfort Independent,50,Second Street School,37177050,210198000432,CKEC,901,548,366,914,9434,2031,11465,12380
20182019,37,FRANKLIN,177,Frankfort Independent,70,Frankfort High School,37177070,210198000433,CKEC,901,695,501,1196,13011,2840,15851,17047
20182019,37,FRANKLIN,181,Franklin County,50,Peaks Mill Elementary,37181050,210201000442,OVEC,906,545,90,634,8600,1399,10005,11808
20182019,37,FRANKLIN,181,Franklin County,45,Hearn Elementary,37181045,210201000441,OVEC,906,520,98,617,8125,1177,9481,11502
20182019,37,FRANKLIN,181,Franklin County,40,Franklin County High School,37181040,210201000440,OVEC,906,210,91,301,8553,1621,10225,15987
20182019,37,FRANKLIN,181,Franklin County,35,Elkhorn Elementary School,37181035,210201000439,OVEC,906,604,97,702,7758,1405,9182,11052
20182019,37,FRANKLIN,181,Franklin County,30,Elkhorn Middle School,37181030,210201000438,OVEC,906,259,90,349,7632,1270,8908,10425
20182019,37,FRANKLIN,181,Franklin County,25,Collins Lane,37181025,210201000437,OVEC,906,514,94,608,8046,1401,9452,22931
20182019,37,FRANKLIN,181,Franklin County,15,Bondurant Middle School,37181015,210201000435,OVEC,906,286,89,375,7783,1274,9110,10717
20182019,37,FRANKLIN,181,Franklin County,70,Western Hills High School,37181070,210201001420,OVEC,906,242,93,335,8588,1537,10131,16521
20182019,37,FRANKLIN,181,Franklin County,16,Early Learning Village,37181016,210201002219,OVEC,906,447,89,536,8975,1287,10378,12245
20182019,37,FRANKLIN,181,Franklin County,14,Bridgeport Elementary School,37181014,210201001990,OVEC,906,551,102,654,8733,1292,10119,12066
20182019,37,FRANKLIN,181,Franklin County,13,Westridge Elementary,37181013,210201001989,OVEC,906,484,121,605,9054,1309,10476,12363
20182019,38,FULTON,185,Fulton County,15,Fulton County Middle School,38185015,210210002467,WKEC,908,551,110,661,6788,1879,8668,9329
20182019,38,FULTON,185,Fulton County,30,Fulton County High School,38185030,210210000445,WKEC,908,1016,145,1161,9537,2466,12003,13164
20182019,38,FULTON,185,Fulton County,20,Fulton County Elementary,38185020,210210002113,WKEC,908,748,140,887,9041,2807,11848,12736
20182019,38,FULTON,186,Fulton Independent,18,Fulton Independent School,38186018,210207002205,WKEC,908,1595,496,2092,12915,3555,16470,19480
