SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,TOTAL YEARS EXPERIENCE,EDUCATOR COUNT,AVERAGE YEARS OF EXPERIENCE
20192020,052,HENRY,156,Eminence Independent,010,Eminence High School,156010,052156010,210171000332,OVEC,906,408,37,11
20192020,052,HENRY,156,Eminence Independent,020,Eminence Elementary School,156020,052156020,210171000333,OVEC,906,198,23,8.6
20192020,052,HENRY,156,Eminence Independent,025,Bluegrass Challenge Academy,156025,052156025,210171002455,OVEC,906,14,1,14
20192020,059,KENTON,157,Erlanger-Elsmere Independent,"",---District Total---,157,"","",NKCES,905,1372,146,9.4
20192020,059,KENTON,157,Erlanger-Elsmere Independent,003,Lindeman Elementary School,157003,059157003,210174000334,NKCES,905,271,17,15.9
20192020,059,KENTON,157,Erlanger-Elsmere Independent,005,Arnett Elementary School,157005,059157005,210174000335,NKCES,905,50,17,2.9
20192020,059,KENTON,157,Erlanger-Elsmere Independent,010,Howell Elementary School,157010,059157010,210174000336,NKCES,905,125,17,7.4
20192020,059,KENTON,157,Erlanger-Elsmere Independent,015,Early Learning Center,157015,059157015,210174002498,NKCES,905,14,2,7
20192020,059,KENTON,157,Erlanger-Elsmere Independent,030,Lloyd High School,157030,059157030,210174000337,NKCES,905,382,43,8.9
20192020,059,KENTON,157,Erlanger-Elsmere Independent,050,Miles Elementary School,157050,059157050,210174000338,NKCES,905,124,15,8.3
20192020,059,KENTON,157,Erlanger-Elsmere Independent,060,Tichenor Middle School,157060,059157060,210174000339,NKCES,905,394,39,10.1
20192020,059,KENTON,157,Erlanger-Elsmere Independent,061,Bartlett Educational Center,157061,059157061,210174002313,NKCES,905,65,5,13
20192020,033,ESTILL,161,Estill County,"",---District Total---,161,"","",SESC,907,1339,119,11.3
20192020,033,ESTILL,161,Estill County,011,Estill Springs Elementary,161011,033161011,210176001746,SESC,907,259,21,12.3
20192020,033,ESTILL,161,Estill County,014,Estill County Success Academy,161014,033161014,210176002406,SESC,907,116,5,23.2
20192020,033,ESTILL,161,Estill County,085,Estill County Middle School,161085,033161085,210176000341,SESC,907,353,32,11
20192020,033,ESTILL,161,Estill County,090,Estill County High School,161090,033161090,210176000342,SESC,907,423,36,11.8
20192020,033,ESTILL,161,Estill County,220,South Irvine Early Learning Center,161220,033161220,210176000345,SESC,907,88,9,9.8
20192020,033,ESTILL,161,Estill County,280,West Irvine Intermediate,161280,033161280,210176000346,SESC,907,161,21,7.7
20192020,010,BOYD,162,Fairview Independent,"",---District Total---,162,"","",KEDC,903,376,38,9.9
20192020,010,BOYD,162,Fairview Independent,011,Fairview Elementary School,162011,010162011,210180001889,KEDC,903,194,18,10.8
20192020,010,BOYD,162,Fairview Independent,020,Fairview High School,162020,010162020,210180000348,KEDC,903,218,24,9.1
20192020,034,FAYETTE,165,Fayette County,"",---District Total---,165,"","",CKEC,901,31564,2583,12.2
20192020,034,FAYETTE,165,Fayette County,005,Arlington Elementary School,165005,034165005,210186000350,CKEC,901,204,20,10.2
20192020,034,FAYETTE,165,Fayette County,007,Ashland Elementary School,165007,034165007,210186000351,CKEC,901,225,22,10.2
20192020,034,FAYETTE,165,Fayette County,012,Veterans Park Elementary School,165012,034165012,210186001421,CKEC,901,673,46,14.6
20192020,034,FAYETTE,165,Fayette County,015,Beaumont Middle School,165015,034165015,210186000353,CKEC,901,914,62,14.7
20192020,034,FAYETTE,165,Fayette County,018,Scapa At Bluegrass,165018,034165018,210186000354,CKEC,901,460,29,15.9
20192020,034,FAYETTE,165,Fayette County,021,Martin L King Acad for Excellence Alt,165021,034165021,210186001848,CKEC,901,370,21,17.6
20192020,034,FAYETTE,165,Fayette County,025,Crawford Middle School,165025,034165025,210186000357,CKEC,901,635,58,10.9
20192020,034,FAYETTE,165,Fayette County,030,Bryan Station Middle School,165030,034165030,210186000358,CKEC,901,726,54,13.4
20192020,034,FAYETTE,165,Fayette County,032,Cassidy Elementary School,165032,034165032,210186000359,CKEC,901,508,39,13
20192020,034,FAYETTE,165,Fayette County,034,Edythe Jones Hayes Middle School,165034,034165034,210186001957,CKEC,901,928,74,12.5
20192020,034,FAYETTE,165,Fayette County,035,Deep Springs Elementary School,165035,034165035,210186000360,CKEC,901,203,29,7
20192020,034,FAYETTE,165,Fayette County,036,Dixie Elementary Magnet School,165036,034165036,210186000361,CKEC,901,307,28,11
20192020,034,FAYETTE,165,Fayette County,037,Garden Springs Elementary School,165037,034165037,210186000362,CKEC,901,415,29,14.3
20192020,034,FAYETTE,165,Fayette County,038,Harrison Elementary School,165038,034165038,210186000363,CKEC,901,161,18,8.9
20192020,034,FAYETTE,165,Fayette County,039,Henry Clay High School,165039,034165039,210186000364,CKEC,901,1853,119,15.6
20192020,034,FAYETTE,165,Fayette County,045,Athens-Chilesburg Elementary,165045,034165045,210186001987,CKEC,901,504,35,14.4
20192020,034,FAYETTE,165,Fayette County,051,ABLE,165051,034165051,210186002236,CKEC,901,155,11,14.1
20192020,034,FAYETTE,165,Fayette County,052,Rosa Parks Elementary School,165052,034165052,210186001422,CKEC,901,534,37,14.4
20192020,034,FAYETTE,165,Fayette County,054,The Stables,165054,034165054,210186002320,CKEC,901,53,5,10.6
20192020,034,FAYETTE,165,Fayette County,055,Booker T Washington Elementary School,165055,034165055,210186002426,CKEC,901,181,20,9.1
20192020,034,FAYETTE,165,Fayette County,056,William Wells Brown Elementary,165056,034165056,210186002199,CKEC,901,138,17,8.1
20192020,034,FAYETTE,165,Fayette County,057,Liberty Elementary,165057,034165057,210186002207,CKEC,901,585,41,14.3
20192020,034,FAYETTE,165,Fayette County,058,Sandersville Elementary,165058,034165058,210186002189,CKEC,901,473,34,13.9
20192020,034,FAYETTE,165,Fayette County,059,Wellington Elementary,165059,034165059,210186002247,CKEC,901,367,37,9.9
20192020,034,FAYETTE,165,Fayette County,060,Lafayette High School,165060,034165060,210186000367,CKEC,901,1666,138,12.1
20192020,034,FAYETTE,165,Fayette County,062,Lansdowne Elementary School,165062,034165062,210186000368,CKEC,901,432,36,12
20192020,034,FAYETTE,165,Fayette County,065,Leestown Middle School,165065,034165065,210186000369,CKEC,901,845,68,12.4
20192020,034,FAYETTE,165,Fayette County,066,Family Care Center,165066,034165066,210186002325,CKEC,901,107,7,15.3
20192020,034,FAYETTE,165,Fayette County,067,Lexington Trad Magnet School,165067,034165067,210186000370,CKEC,901,391,39,10
20192020,034,FAYETTE,165,Fayette County,068,Locust Trace AgriScience Center,165068,034165068,210186002362,CKEC,901,193,14,13.8
20192020,034,FAYETTE,165,Fayette County,072,Madeline M Breckinridge Elem School,165072,034165072,210186000372,CKEC,901,329,40,8.2
20192020,034,FAYETTE,165,Fayette County,074,Maxwell Spanish Immersion Elem School,165074,034165074,210186000373,CKEC,901,454,31,14.6
20192020,034,FAYETTE,165,Fayette County,076,Morton Middle School,165076,034165076,210186000374,CKEC,901,700,55,12.7
20192020,034,FAYETTE,165,Fayette County,077,Northern Elementary School,165077,034165077,210186000375,CKEC,901,272,29,9.4
20192020,034,FAYETTE,165,Fayette County,079,Fayette County Preschool Center,165079,034165079,210186002337,CKEC,901,61,4,15.3
20192020,034,FAYETTE,165,Fayette County,080,Picadome Elementary School,165080,034165080,210186000376,CKEC,901,313,32,9.8
20192020,034,FAYETTE,165,Fayette County,081,Southern Elementary School,165081,034165081,210186000377,CKEC,901,357,29,12.3
20192020,034,FAYETTE,165,Fayette County,082,Squires Elementary School,165082,034165082,210186001584,CKEC,901,438,28,15.6
20192020,034,FAYETTE,165,Fayette County,085,Stonewall Elementary School,165085,034165085,210186000378,CKEC,901,555,41,13.5
20192020,034,FAYETTE,165,Fayette County,090,Russell Cave Elementary School,165090,034165090,210186000380,CKEC,901,106,18,5.9
20192020,034,FAYETTE,165,Fayette County,095,Tates Creek Elementary School,165095,034165095,210186000381,CKEC,901,372,35,10.6
20192020,034,FAYETTE,165,Fayette County,098,Coventry Oak Elementary,165098,034165098,210186002433,CKEC,901,121,30,4
20192020,034,FAYETTE,165,Fayette County,099,Garrett Morgan Elementary,165099,034165099,210186002435,CKEC,901,300,36,8.3
20192020,034,FAYETTE,165,Fayette County,100,Tates Creek Middle School,165100,034165100,210186000382,CKEC,901,813,65,12.5
20192020,034,FAYETTE,165,Fayette County,102,Fayette Regional Juvenile Det Ctr,165102,034165102,210186002025,CKEC,901,72,5,14.4
20192020,034,FAYETTE,165,Fayette County,105,Tates Creek High School,165105,034165105,210186000383,CKEC,901,1116,105,10.6
20192020,034,FAYETTE,165,Fayette County,120,Clays Mill Elementary School,165120,034165120,210186000384,CKEC,901,571,33,17.3
20192020,034,FAYETTE,165,Fayette County,125,Frederick Douglass High School,165125,034165125,210186002459,CKEC,901,861,91,9.5
20192020,034,FAYETTE,165,Fayette County,130,STEAM Academy,165130,034165130,210186002341,CKEC,901,173,20,8.7
20192020,034,FAYETTE,165,Fayette County,133,Success Academy,165133,034165133,210186002463,CKEC,901,76,5,15.2
20192020,034,FAYETTE,165,Fayette County,140,Yates Elementary School,165140,034165140,210186000385,CKEC,901,230,24,9.6
20192020,034,FAYETTE,165,Fayette County,150,Glendover Elementary School,165150,034165150,210186000386,CKEC,901,531,37,14.4
20192020,034,FAYETTE,165,Fayette County,160,Meadowthorpe Elementary School,165160,034165160,210186000387,CKEC,901,354,27,13.1
20192020,034,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,034165170,210186000388,CKEC,901,1250,107,11.7
20192020,034,FAYETTE,165,Fayette County,180,Mary Todd Elementary School,165180,034165180,210186000389,CKEC,901,231,22,10.5
20192020,034,FAYETTE,165,Fayette County,190,James Lane Allen Elementary School,165190,034165190,210186000390,CKEC,901,469,31,15.1
20192020,034,FAYETTE,165,Fayette County,200,Paul Laurence Dunbar High School,165200,034165200,210186001669,CKEC,901,1694,111,15.3
20192020,034,FAYETTE,165,Fayette County,225,Jessie M Clark Middle School,165225,034165225,210186000391,CKEC,901,1127,73,15.4
20192020,034,FAYETTE,165,Fayette County,240,Cardinal Valley Elementary School,165240,034165240,210186000392,CKEC,901,350,35,10
20192020,034,FAYETTE,165,Fayette County,245,Winburn Middle School,165245,034165245,210186000393,CKEC,901,617,55,11.2
20192020,034,FAYETTE,165,Fayette County,255,Millcreek Elementary School,165255,034165255,210186001419,CKEC,901,207,28,7.4
20192020,034,FAYETTE,165,Fayette County,275,Carter G. Woodson Academy,165275,034165275,210186002323,CKEC,901,339,31,10.9
20192020,034,FAYETTE,165,Fayette County,525,Southern Middle School,165525,034165525,210186000394,CKEC,901,659,57,11.6
20192020,034,FAYETTE,165,Fayette County,531,Brenda Cowan Elementary,165531,034165531,210186002486,CKEC,901,231,28,8.3
20192020,034,FAYETTE,165,Fayette County,620,Julius Marks Elementary School,165620,034165620,210186000395,CKEC,901,481,31,15.5
20192020,034,FAYETTE,165,Fayette County,651,Audrey Grevious Center,165651,034165651,210186001480,CKEC,901,66,5,13.2
20192020,034,FAYETTE,165,Fayette County,898,Fayette County Learning Center,165898,034165898,210186002251,CKEC,901,331,28,11.8
20192020,034,FAYETTE,165,Fayette County,899,Opportunity Middle College,165899,034165899,210186002242,CKEC,901,21,2,10.5
20192020,034,FAYETTE,165,Fayette County,904,Southside Technical Center,165904,034165904,210186001563,CKEC,901,261,11,23.7
20192020,034,FAYETTE,165,Fayette County,905,Eastside Technical Center,165905,034165905,210186001564,CKEC,901,273,10,27.3
20192020,035,FLEMING,171,Fleming County,"",---District Total---,171,"","",KEDC,903,1530,123,12.4
20192020,035,FLEMING,171,Fleming County,020,Ewing Elementary School,171020,035171020,210192000396,KEDC,903,216,19,11.4
20192020,035,FLEMING,171,Fleming County,030,Simons Middle School,171030,035171030,210192000397,KEDC,903,295,24,12.3
20192020,035,FLEMING,171,Fleming County,035,Fleming County High School,171035,035171035,210192000398,KEDC,903,472,39,12.1
20192020,035,FLEMING,171,Fleming County,040,Flemingsburg Elementary School,171040,035171040,210192000399,KEDC,903,396,28,14.1
20192020,035,FLEMING,171,Fleming County,050,E P Ward Elementary School,171050,035171050,210192000400,KEDC,903,133,10,13.3
20192020,035,FLEMING,171,Fleming County,060,Hillsboro Elementary School,171060,035171060,210192000401,KEDC,903,158,11,14.4
20192020,036,FLOYD,175,Floyd County,"",---District Total---,175,"","",KVEC,904,3992,335,11.9
20192020,036,FLOYD,175,Floyd County,010,Duff-Allen Central Elementary,175010,036175010,210195002452,KVEC,904,367,33,11.1
20192020,036,FLOYD,175,Floyd County,019,Prestonsburg Elementary School,175019,036175019,210195002210,KVEC,904,525,44,11.9
20192020,036,FLOYD,175,Floyd County,020,Allen Elementary School,175020,036175020,210195000403,KVEC,904,258,24,10.8
20192020,036,FLOYD,175,Floyd County,021,May Valley Elementary School,175021,036175021,210195001426,KVEC,904,329,20,16.5
20192020,036,FLOYD,175,Floyd County,030,South Floyd Elementary School,175030,036175030,210195002446,KVEC,904,560,42,13.3
20192020,036,FLOYD,175,Floyd County,050,Renaissance Learning Center,175050,036175050,210195001004,KVEC,904,160,8,20
20192020,036,FLOYD,175,Floyd County,110,Betsy Layne High School,175110,036175110,210195000406,KVEC,904,228,27,8.4
20192020,036,FLOYD,175,Floyd County,115,Floyd Central High School,175115,036175115,210195002450,KVEC,904,446,37,12.1
20192020,036,FLOYD,175,Floyd County,120,Betsy Layne Elementary School,175120,036175120,210195000407,KVEC,904,469,41,11.4
20192020,036,FLOYD,175,Floyd County,440,James D. Adams Middle School,175440,036175440,210195001670,KVEC,904,202,15,13.5
20192020,036,FLOYD,175,Floyd County,485,John M. Stumbo Elementary School,175485,036175485,210195000415,KVEC,904,139,23,6
20192020,036,FLOYD,175,Floyd County,850,Prestonsburg High School,175850,036175850,210195000423,KVEC,904,393,29,13.6
20192020,019,CAMPBELL,176,Fort Thomas Independent,"",---District Total---,176,"","",NKCES,905,2845,177,16.1
20192020,019,CAMPBELL,176,Fort Thomas Independent,010,Highlands High School,176010,019176010,210204000428,NKCES,905,1043,68,15.3
20192020,019,CAMPBELL,176,Fort Thomas Independent,011,Highlands Middle School,176011,019176011,210204001400,NKCES,905,796,49,16.2
20192020,019,CAMPBELL,176,Fort Thomas Independent,020,Johnson Elementary School,176020,019176020,210204000429,NKCES,905,333,23,14.5
20192020,019,CAMPBELL,176,Fort Thomas Independent,030,Moyer Elementary School,176030,019176030,210204000430,NKCES,905,514,29,17.7
20192020,019,CAMPBELL,176,Fort Thomas Independent,040,Woodfill Elementary School,176040,019176040,210204000431,NKCES,905,389,23,16.9
20192020,037,FRANKLIN,177,Frankfort Independent,"",---District Total---,177,"","",CKEC,901,665,60,11.1
20192020,037,FRANKLIN,177,Frankfort Independent,040,Frankfort Early Learning Academy,177040,037177040,210198002334,CKEC,901,41,2,20.5
20192020,037,FRANKLIN,177,Frankfort Independent,050,Second Street School,177050,037177050,210198000432,CKEC,901,366,33,11.1
20192020,037,FRANKLIN,177,Frankfort Independent,070,Frankfort High School,177070,037177070,210198000433,CKEC,901,235,24,9.8
20192020,037,FRANKLIN,177,Frankfort Independent,080,Panther Transition Academy,177080,037177080,210198001524,CKEC,901,42,2,21
20192020,037,FRANKLIN,181,Franklin County,"",---District Total---,181,"","",OVEC,906,3753,356,10.5
20192020,037,FRANKLIN,181,Franklin County,011,The Academy,181011,037181011,210201001917,OVEC,906,80,8,10
20192020,037,FRANKLIN,181,Franklin County,013,Westridge Elementary,181013,037181013,210201001989,OVEC,906,195,21,9.3
20192020,037,FRANKLIN,181,Franklin County,014,Bridgeport Elementary School,181014,037181014,210201001990,OVEC,906,248,22,11.3
20192020,037,FRANKLIN,181,Franklin County,015,Bondurant Middle School,181015,037181015,210201000435,OVEC,906,354,39,9.1
20192020,037,FRANKLIN,181,Franklin County,016,Early Learning Village,181016,037181016,210201002219,OVEC,906,84,19,4.4
20192020,037,FRANKLIN,181,Franklin County,025,Collins Lane,181025,037181025,210201000437,OVEC,906,221,25,8.8
20192020,037,FRANKLIN,181,Franklin County,030,Elkhorn Middle School,181030,037181030,210201000438,OVEC,906,418,48,8.7
20192020,037,FRANKLIN,181,Franklin County,035,Elkhorn Elementary School,181035,037181035,210201000439,OVEC,906,207,22,9.4
20192020,037,FRANKLIN,181,Franklin County,040,Franklin County High School,181040,037181040,210201000440,OVEC,906,912,63,14.5
20192020,037,FRANKLIN,181,Franklin County,045,Hearn Elementary,181045,037181045,210201000441,OVEC,906,210,21,10
20192020,037,FRANKLIN,181,Franklin County,050,Peaks Mill Elementary,181050,037181050,210201000442,OVEC,906,220,21,10.5
20192020,037,FRANKLIN,181,Franklin County,070,Western Hills High School,181070,037181070,210201001420,OVEC,906,769,58,13.3
20192020,037,FRANKLIN,181,Franklin County,072,William Cofield High School,181072,037181072,210201002471,OVEC,906,14,1,14
20192020,038,FULTON,185,Fulton County,"",---District Total---,185,"","",WKEC,908,437,38,11.5
20192020,038,FULTON,185,Fulton County,015,Fulton County Middle School,185015,038185015,210210002467,WKEC,908,139,12,11.6
20192020,038,FULTON,185,Fulton County,020,Fulton County Elementary,185020,038185020,210210002113,WKEC,908,202,17,11.9
20192020,038,FULTON,185,Fulton County,030,Fulton County High School,185030,038185030,210210000445,WKEC,908,137,14,9.8
20192020,038,FULTON,186,Fulton Independent,"",---District Total---,186,"","",WKEC,908,197,27,7.3
20192020,038,FULTON,186,Fulton Independent,018,Fulton Independent School,186018,038186018,210207002205,WKEC,908,197,27,7.3
20192020,039,GALLATIN,191,Gallatin County,"",---District Total---,191,"","",OVEC,906,833,92,9.1
20192020,039,GALLATIN,191,Gallatin County,005,Gallatin County Middle School,191005,039191005,210213001609,OVEC,906,189,26,7.3
20192020,039,GALLATIN,191,Gallatin County,006,Gallatin County Upper Elementary,191006,039191006,210213001850,OVEC,906,189,19,9.9
20192020,039,GALLATIN,191,Gallatin County,010,Gallatin County Lower Elementary,191010,039191010,210213000450,OVEC,906,224,22,10.2
20192020,039,GALLATIN,191,Gallatin County,020,Gallatin County High School,191020,039191020,210213000451,OVEC,906,310,31,10
20192020,040,GARRARD,195,Garrard County,"",---District Total---,195,"","",SESC,907,2027,166,12.2
20192020,040,GARRARD,195,Garrard County,050,Camp Dick Robinson Elementary School,195050,040195050,210216000454,SESC,907,510,30,17
20192020,040,GARRARD,195,Garrard County,060,Garrard County High School,195060,040195060,210216000455,SESC,907,527,45,11.7
20192020,040,GARRARD,195,Garrard County,070,Garrard Middle School,195070,040195070,210216001672,SESC,907,364,39,9.3
20192020,040,GARRARD,195,Garrard County,090,Paint Lick Elementary School,195090,040195090,210216000456,SESC,907,264,24,11
20192020,040,GARRARD,195,Garrard County,220,Lancaster Elementary School,195220,040195220,210216000457,SESC,907,429,31,13.8
20192020,005,BARREN,197,Glasgow Independent,"",---District Total---,197,"","",GRREC,902,1912,146,13.1
20192020,005,BARREN,197,Glasgow Independent,002,Success Academy,197002,005197002,210222002215,GRREC,902,10,1,10
20192020,005,BARREN,197,Glasgow Independent,013,Highland Elementary School,197013,005197013,210222001991,GRREC,902,548,44,12.5
20192020,005,BARREN,197,Glasgow Independent,015,Happy Valley Learning Center,197015,005197015,210222002101,GRREC,902,81,3,27
20192020,005,BARREN,197,Glasgow Independent,030,Glasgow High School,197030,005197030,210222000461,GRREC,902,604,44,13.7
20192020,005,BARREN,197,Glasgow Independent,035,Glasgow Middle School,197035,005197035,210222000402,GRREC,902,338,31,10.9
20192020,005,BARREN,197,Glasgow Independent,065,South Green Elementary School,197065,005197065,210222001565,GRREC,902,414,35,11.8
20192020,041,GRANT,201,Grant County,"",---District Total---,201,"","",OVEC,906,2274,212,10.7
20192020,041,GRANT,201,Grant County,016,Sherman Elementary,201016,041201016,210225002201,OVEC,906,241,24,10
20192020,041,GRANT,201,Grant County,020,Crittenden-Mt. Zion Elementary,201020,041201020,210225000465,OVEC,906,308,29,10.6
20192020,041,GRANT,201,Grant County,030,Dry Ridge Elementary,201030,041201030,210225000466,OVEC,906,417,30,13.9
20192020,041,GRANT,201,Grant County,040,Grant County High School,201040,041201040,210225000467,OVEC,906,681,58,11.7
20192020,041,GRANT,201,Grant County,050,Mason-Corinth Elementary,201050,041201050,210225001701,OVEC,906,257,20,12.9
20192020,041,GRANT,201,Grant County,080,Grant County Middle School,201080,041201080,210225000469,OVEC,906,484,55,8.8
20192020,042,GRAVES,205,Graves County,"",---District Total---,205,"","",WKEC,908,3171,270,11.7
20192020,042,GRAVES,205,Graves County,011,Mayfield Youth Development Center,205011,042205011,210228001754,WKEC,908,62,3,20.7
20192020,042,GRAVES,205,Graves County,012,Gateway Academy High School,205012,042205012,210228001924,WKEC,908,6,1,6
20192020,042,GRAVES,205,Graves County,013,Graves County Central Elementary,205013,042205013,210228001992,WKEC,908,470,32,14.7
20192020,042,GRAVES,205,Graves County,040,Fancy Farm Elementary School,205040,042205040,210228000471,WKEC,908,265,17,15.6
20192020,042,GRAVES,205,Graves County,060,Farmington Elementary School,205060,042205060,210228000473,WKEC,908,348,23,15.1
20192020,042,GRAVES,205,Graves County,100,Graves County Middle School,205100,042205100,210228001436,WKEC,908,334,38,8.8
20192020,042,GRAVES,205,Graves County,110,Lowes Elementary School,205110,042205110,210228000475,WKEC,908,234,21,11.1
20192020,042,GRAVES,205,Graves County,150,Sedalia Elementary School,205150,042205150,210228000477,WKEC,908,317,26,12.2
20192020,042,GRAVES,205,Graves County,170,Symsonia Elementary School,205170,042205170,210228000479,WKEC,908,261,21,12.4
20192020,042,GRAVES,205,Graves County,200,Wingo Elementary School,205200,042205200,210228000481,WKEC,908,331,31,10.7
20192020,042,GRAVES,205,Graves County,215,Graves County High School,205215,042205215,210228001490,WKEC,908,798,71,11.2
20192020,043,GRAYSON,211,Grayson County,"",---District Total---,211,"","",GRREC,902,3143,271,11.6
20192020,043,GRAYSON,211,Grayson County,010,H W Wilkey Elementary School,211010,043211010,210230000483,GRREC,902,399,36,11.1
20192020,043,GRAYSON,211,Grayson County,030,Caneyville Elementary School,211030,043211030,210230000484,GRREC,902,413,32,12.9
20192020,043,GRAYSON,211,Grayson County,050,Oran P Lawler Elementary School,211050,043211050,210230001702,GRREC,902,333,33,10.1
20192020,043,GRAYSON,211,Grayson County,080,Clarkson Elementary School,211080,043211080,210230000485,GRREC,902,617,46,13.4
20192020,043,GRAYSON,211,Grayson County,085,Grayson County High School,211085,043211085,210230000486,GRREC,902,742,74,10
20192020,043,GRAYSON,211,Grayson County,095,Grayson County Middle School,211095,043211095,210230000487,GRREC,902,799,63,12.7
20192020,043,GRAYSON,211,Grayson County,220,Grayson Co. Alternative Education,211220,043211220,210230001852,GRREC,902,38,2,19
20192020,044,GREEN,215,Green County,"",---District Total---,215,"","",GRREC,902,1203,99,12.2
20192020,044,GREEN,215,Green County,030,Green County Primary School,215030,044215030,210234002244,GRREC,902,194,19,10.2
20192020,044,GREEN,215,Green County,040,Green County Intermediate School,215040,044215040,210234002257,GRREC,902,350,28,12.5
20192020,044,GREEN,215,Green County,055,Green County Middle School,215055,044215055,210234001526,GRREC,902,258,28,9.2
20192020,044,GREEN,215,Green County,065,Green County High School,215065,044215065,210234000490,GRREC,902,492,33,14.9
20192020,045,GREENUP,221,Greenup County,"",---District Total---,221,"","",KEDC,903,1676,168,10
20192020,045,GREENUP,221,Greenup County,010,Argillite Elementary School,221010,045221010,210240000493,KEDC,903,209,15,13.9
20192020,045,GREENUP,221,Greenup County,024,Wurtland Middle School,221024,045221024,210240001610,KEDC,903,270,26,10.4
20192020,045,GREENUP,221,Greenup County,027,Greenup County High School,221027,045221027,210240000496,KEDC,903,409,44,9.3
20192020,045,GREENUP,221,Greenup County,040,Greysbranch Elementary School,221040,045221040,210240000497,KEDC,903,278,25,11.1
20192020,045,GREENUP,221,Greenup County,060,Mckell Elementary School,221060,045221060,210240000499,KEDC,903,341,28,12.2
20192020,045,GREENUP,221,Greenup County,105,Mckell Middle School,221105,045221105,210240001611,KEDC,903,116,22,5.3
20192020,045,GREENUP,221,Greenup County,110,Wurtland Elementary School,221110,045221110,210240000504,KEDC,903,146,13,11.2
20192020,046,HANCOCK,225,Hancock County,"",---District Total---,225,"","",GRREC,902,1341,99,13.5
20192020,046,HANCOCK,225,Hancock County,005,Hancock County High School,225005,046225005,210246000507,GRREC,902,425,35,12.1
20192020,046,HANCOCK,225,Hancock County,006,North Hancock Elementary School,225006,046225006,210246001993,GRREC,902,360,27,13.3
20192020,046,HANCOCK,225,Hancock County,007,Hancock County Middle School,225007,046225007,210246000508,GRREC,902,428,28,15.3
20192020,046,HANCOCK,225,Hancock County,070,South Hancock Elementary School,225070,046225070,210246000511,GRREC,902,188,14,13.4
20192020,047,HARDIN,231,Hardin County,"",---District Total---,231,"","",GRREC,902,9450,800,11.8
20192020,047,HARDIN,231,Hardin County,005,East Hardin Middle School,231005,047231005,210249000512,GRREC,902,655,40,16.4
20192020,047,HARDIN,231,Hardin County,008,Woodland Elementary School,231008,047231008,210249001471,GRREC,902,208,24,8.7
20192020,047,HARDIN,231,Hardin County,013,John Hardin High School,231013,047231013,210249001910,GRREC,902,729,52,14
20192020,047,HARDIN,231,Hardin County,014,Lakewood Elementary School,231014,047231014,210249001963,GRREC,902,279,25,11.2
20192020,047,HARDIN,231,Hardin County,015,Bluegrass Middle School,231015,047231015,210249001673,GRREC,902,368,40,9.2
20192020,047,HARDIN,231,Hardin County,017,Creekside Elementary School,231017,047231017,210249001994,GRREC,902,350,23,15.2
20192020,047,HARDIN,231,Hardin County,018,Heartland Elementary School,231018,047231018,210249002209,GRREC,902,188,31,6.1
20192020,047,HARDIN,231,Hardin County,020,G C Burkhead Elementary School,231020,047231020,210249000513,GRREC,902,578,40,14.5
20192020,047,HARDIN,231,Hardin County,021,North Park Elementary School,231021,047231021,210249002297,GRREC,902,294,32,9.2
20192020,047,HARDIN,231,Hardin County,025,College View Campus,231025,047231025,210249002439,GRREC,902,315,20,15.8
20192020,047,HARDIN,231,Hardin County,030,Cecilia Valley Elementary School,231030,047231030,210249000514,GRREC,902,269,19,14.2
20192020,047,HARDIN,231,Hardin County,040,New Highland Elementary School,231040,047231040,210249001446,GRREC,902,355,23,15.4
20192020,047,HARDIN,231,Hardin County,050,Lincoln Trail Elementary School,231050,047231050,210249000515,GRREC,902,428,26,16.5
20192020,047,HARDIN,231,Hardin County,070,Early College and Career Center,231070,047231070,210249002373,GRREC,902,235,17,13.8
20192020,047,HARDIN,231,Hardin County,075,North Hardin High School,231075,047231075,210249000517,GRREC,902,941,85,11.1
20192020,047,HARDIN,231,Hardin County,077,James T Alton Middle School,231077,047231077,210249000518,GRREC,902,343,33,10.4
20192020,047,HARDIN,231,Hardin County,079,Radcliff Elementary School,231079,047231079,210249000519,GRREC,902,179,23,7.8
20192020,047,HARDIN,231,Hardin County,080,North Middle School,231080,047231080,210249000520,GRREC,902,315,42,7.5
20192020,047,HARDIN,231,Hardin County,090,Rineyville Elementary School,231090,047231090,210249000521,GRREC,902,302,30,10.1
20192020,047,HARDIN,231,Hardin County,165,Vine Grove Elementary School,231165,047231165,210249000524,GRREC,902,317,26,12.2
20192020,047,HARDIN,231,Hardin County,168,West Hardin Middle School,231168,047231168,210249000525,GRREC,902,402,37,10.9
20192020,047,HARDIN,231,Hardin County,180,Hardin County Day Treatment Center,231180,047231180,210249000656,GRREC,902,37,2,18.5
20192020,047,HARDIN,231,Hardin County,190,Central Hardin High School,231190,047231190,210249000528,GRREC,902,1145,96,11.9
20192020,047,HARDIN,231,Hardin County,210,Meadow View Elementary School,231210,047231210,210249001566,GRREC,902,280,24,11.7
20192020,047,HARDIN,231,Hardin County,976,Crossroads Treatment Center,231976,047231976,210249002269,GRREC,902,8,1,8
