SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,STATE SCHOOL ID,NCES ID,CO-OP,CO-OP CODE,TOTAL YEARS EXPERIENCE,EDUCATOR COUNT,AVERAGE YEARS OF EXPERIENCE
20192020,056,JEFFERSON,275,Jefferson County,127,Auburndale Elementary,275127,056275127,210299000707,"",909,376,30,12.5
20192020,056,JEFFERSON,275,Jefferson County,128,Price Elementary,275128,056275128,210299000708,"",909,260,28,9.3
20192020,056,JEFFERSON,275,Jefferson County,129,Breckinridge Metropolitan High,275129,056275129,210299001965,"",909,412,29,14.2
20192020,056,JEFFERSON,275,Jefferson County,131,Eisenhower Elementary,275131,056275131,210299000710,"",909,427,31,13.8
20192020,056,JEFFERSON,275,Jefferson County,133,Lassiter Middle,275133,056275133,210299000711,"",909,554,61,9.1
20192020,056,JEFFERSON,275,Jefferson County,134,Klondike Lane Elementary,275134,056275134,210299000712,"",909,255,24,10.6
20192020,056,JEFFERSON,275,Jefferson County,138,Louisville Day,275138,056275138,210299000713,"",909,123,8,15.4
20192020,056,JEFFERSON,275,Jefferson County,144,Stuart Academy,275144,056275144,210299001427,"",909,199,43,4.6
20192020,056,JEFFERSON,275,Jefferson County,145,Laukhuf Elementary,275145,056275145,210299000716,"",909,341,28,12.2
20192020,056,JEFFERSON,275,Jefferson County,146,Lowe Elementary,275146,056275146,210299000717,"",909,582,31,18.8
20192020,056,JEFFERSON,275,Jefferson County,147,Mill Creek Elementary,275147,056275147,210299000718,"",909,171,28,6.1
20192020,056,JEFFERSON,275,Jefferson County,149,Blake Elementary,275149,056275149,210299000719,"",909,269,26,10.3
20192020,056,JEFFERSON,275,Jefferson County,155,Marion C. Moore School,275155,056275155,210299002026,"",909,1167,138,8.5
20192020,056,JEFFERSON,275,Jefferson County,156,Dunn Elementary,275156,056275156,210299000722,"",909,366,27,13.6
20192020,056,JEFFERSON,275,Jefferson County,162,Kammerer Middle,275162,056275162,210299000724,"",909,699,57,12.3
20192020,056,JEFFERSON,275,Jefferson County,163,Knight Middle,275163,056275163,210299000725,"",909,167,32,5.2
20192020,056,JEFFERSON,275,Jefferson County,164,Conway Middle,275164,056275164,210299000726,"",909,556,53,10.5
20192020,056,JEFFERSON,275,Jefferson County,165,J. Graham Brown School,275165,056275165,210299002027,"",909,670,46,14.6
20192020,056,JEFFERSON,275,Jefferson County,166,Jeffersontown Elementary,275166,056275166,210299000727,"",909,577,38,15.2
20192020,056,JEFFERSON,275,Jefferson County,167,Carrithers Middle,275167,056275167,210299000728,"",909,371,39,9.5
20192020,056,JEFFERSON,275,Jefferson County,175,Alex R. Kennedy Elementary,275175,056275175,210299002421,"",909,192,20,9.6
20192020,056,JEFFERSON,275,Jefferson County,179,Central High Magnet Career Academy,275179,056275179,210299000730,"",909,1093,80,13.7
20192020,056,JEFFERSON,275,Jefferson County,182,Wheatley Elementary,275182,056275182,210299000731,"",909,174,22,7.9
20192020,056,JEFFERSON,275,Jefferson County,183,Binet School,275183,056275183,210299000732,"",909,146,16,9.1
20192020,056,JEFFERSON,275,Jefferson County,185,Atkinson Academy,275185,056275185,210299000733,"",909,281,29,9.7
20192020,056,JEFFERSON,275,Jefferson County,186,Newcomer Academy,275186,056275186,210299002180,"",909,536,49,10.9
20192020,056,JEFFERSON,275,Jefferson County,191,W.E.B. DuBois Academy,275191,056275191,210299002458,"",909,291,25,11.6
20192020,056,JEFFERSON,275,Jefferson County,193,Mary Jo and William MacDonald Maryhurst,275193,056275193,210299001492,"",909,89,12,7.4
20192020,056,JEFFERSON,275,Jefferson County,200,duPont Manual High,275200,056275200,210299000734,"",909,1972,118,16.7
20192020,056,JEFFERSON,275,Jefferson County,201,The Phoenix School of Discovery,275201,056275201,210299002121,"",909,398,38,10.5
20192020,056,JEFFERSON,275,Jefferson County,202,Minor Daniels Academy,275202,056275202,210299002412,"",909,414,33,12.5
20192020,056,JEFFERSON,275,Jefferson County,211,Stopher Elementary,275211,056275211,210299002197,"",909,673,40,16.8
20192020,056,JEFFERSON,275,Jefferson County,212,Farmer Elementary,275212,056275212,210299002187,"",909,651,41,15.9
20192020,056,JEFFERSON,275,Jefferson County,219,Ramsey Middle,275219,056275219,210299002190,"",909,568,55,10.3
20192020,056,JEFFERSON,275,Jefferson County,220,Bellewood,275220,056275220,210299002394,"",909,79,6,13.2
20192020,056,JEFFERSON,275,Jefferson County,221,Brooklawn,275221,056275221,210299002399,"",909,245,19,12.9
20192020,056,JEFFERSON,275,Jefferson County,222,Westport Early Childhood Center,275222,056275222,210299002499,"",909,91,9,10.1
20192020,056,JEFFERSON,275,Jefferson County,225,Bloom Elementary,275225,056275225,210299000737,"",909,491,26,18.9
20192020,056,JEFFERSON,275,Jefferson County,240,Engelhard Elementary,275240,056275240,210299000739,"",909,225,21,10.7
20192020,056,JEFFERSON,275,Jefferson County,243,Byck Elementary,275243,056275243,210299000740,"",909,129,21,6.1
20192020,056,JEFFERSON,275,Jefferson County,250,Field Elementary,275250,056275250,210299000741,"",909,297,22,13.5
20192020,056,JEFFERSON,275,Jefferson County,260,Brandeis Elementary,275260,056275260,210299000742,"",909,294,28,10.5
20192020,056,JEFFERSON,275,Jefferson County,270,Foster Traditional Academy,275270,056275270,210299000745,"",909,294,28,10.5
20192020,056,JEFFERSON,275,Jefferson County,285,Center at Riverport,275285,056275285,210299002063,"",909,12,4,3
20192020,056,JEFFERSON,275,Jefferson County,290,Frayser Elementary,275290,056275290,210299000747,"",909,181,23,7.9
20192020,056,JEFFERSON,275,Jefferson County,300,Hazelwood Elementary,275300,056275300,210299000748,"",909,193,29,6.7
20192020,056,JEFFERSON,275,Jefferson County,320,Highland Middle,275320,056275320,210299000750,"",909,569,51,11.2
20192020,056,JEFFERSON,275,Jefferson County,323,Cochran Elementary,275323,056275323,210299000751,"",909,153,22,7
20192020,056,JEFFERSON,275,Jefferson County,325,Jacob Elementary,275325,056275325,210299000752,"",909,287,26,11
20192020,056,JEFFERSON,275,Jefferson County,335,Iroquois High,275335,056275335,210299000753,"",909,976,99,9.9
20192020,056,JEFFERSON,275,Jefferson County,340,Meyzeek Middle,275340,056275340,210299000754,"",909,796,59,13.5
20192020,056,JEFFERSON,275,Jefferson County,371,Norton Commons Elementary,275371,056275371,210299002430,"",909,349,31,11.3
20192020,056,JEFFERSON,275,Jefferson County,374,Young Elementary,275374,056275374,210299000757,"",909,175,23,7.6
20192020,056,JEFFERSON,275,Jefferson County,396,Jefferson County Traditional Middle,275396,056275396,210299000760,"",909,827,47,17.6
20192020,056,JEFFERSON,275,Jefferson County,432,King Elementary,275432,056275432,210299000762,"",909,206,18,11.4
20192020,056,JEFFERSON,275,Jefferson County,435,Noe Middle,275435,056275435,210299000763,"",909,947,68,13.9
20192020,056,JEFFERSON,275,Jefferson County,440,Mcferran Preparatory Academy,275440,056275440,210299000764,"",909,349,39,8.9
20192020,056,JEFFERSON,275,Jefferson County,456,Ackerly,275456,056275456,210299001859,"",909,27,2,13.5
20192020,056,JEFFERSON,275,Jefferson County,458,Mary Ryan Academy,275458,056275458,210299001860,"",909,67,6,11.2
20192020,056,JEFFERSON,275,Jefferson County,463,Louisville Metro Youth Center,275463,056275463,210299001082,"",909,121,6,20.2
20192020,056,JEFFERSON,275,Jefferson County,465,Heuser Hearing & Language Academy,275465,056275465,210299001941,"",909,2,1,2
20192020,056,JEFFERSON,275,Jefferson County,470,Johnson Traditional Middle,275470,056275470,210299000769,"",909,468,45,10.4
20192020,056,JEFFERSON,275,Jefferson County,480,Maupin Elementary,275480,056275480,210299000770,"",909,114,17,6.7
20192020,056,JEFFERSON,275,Jefferson County,500,Portland Elementary,275500,056275500,210299000771,"",909,81,14,5.8
20192020,056,JEFFERSON,275,Jefferson County,520,Lincoln Elementary Performing Arts,275520,056275520,210299000772,"",909,379,30,12.6
20192020,056,JEFFERSON,275,Jefferson County,530,Roosevelt-Perry Elementary,275530,056275530,210299000773,"",909,99,12,8.3
20192020,056,JEFFERSON,275,Jefferson County,560,Rutherford Elementary,275560,056275560,210299000775,"",909,133,25,5.3
20192020,056,JEFFERSON,275,Jefferson County,580,Semple Elementary,275580,056275580,210299000776,"",909,249,30,8.3
20192020,056,JEFFERSON,275,Jefferson County,590,The Academy @ Shawnee,275590,056275590,210299000777,"",909,429,51,8.4
20192020,056,JEFFERSON,275,Jefferson County,610,Shelby Traditional Academy,275610,056275610,210299000780,"",909,357,39,9.2
20192020,056,JEFFERSON,275,Jefferson County,620,Frederick Law Olmsted Academy North,275620,056275620,210299000781,"",909,282,39,7.2
20192020,056,JEFFERSON,275,Jefferson County,660,Coleridge-Taylor Montessori Elementary,275660,056275660,210299000783,"",909,202,24,8.4
20192020,056,JEFFERSON,275,Jefferson County,680,Carter Traditional Elementary,275680,056275680,210299000784,"",909,435,31,14
20192020,056,JEFFERSON,275,Jefferson County,710,Western Middle School for the Arts,275710,056275710,210299000785,"",909,413,50,8.3
20192020,056,JEFFERSON,275,Jefferson County,720,Kennedy Montessori Elementary,275720,056275720,210299000786,"",909,188,27,7
20192020,056,JEFFERSON,275,Jefferson County,730,Frederick Law Olmsted Academy South,275730,056275730,210299001425,"",909,557,51,10.9
20192020,056,JEFFERSON,275,Jefferson County,768,Home of the Innocents Discovery,275768,056275768,210299001943,"",909,106,7,15.1
20192020,056,JEFFERSON,275,Jefferson County,769,Home of the Innocents School,275769,056275769,210299001946,"",909,110,8,13.8
20192020,056,JEFFERSON,275,Jefferson County,784,Peace Academy,275784,056275784,210299001613,"",909,391,25,15.6
20192020,056,JEFFERSON,275,Jefferson County,917,Churchill Park School,275917,056275917,210299000789,"",909,185,22,8.4
20192020,056,JEFFERSON,275,Jefferson County,919,George Unseld Early Childhood Center,275919,056275919,210299002376,"",909,128,14,9.1
20192020,056,JEFFERSON,275,Jefferson County,920,Ahrens Educational Resource Center,275920,056275920,210299001447,"",909,62,4,15.5
20192020,056,JEFFERSON,275,Jefferson County,951,Jefferson County High,275951,056275951,210299001947,"",909,199,16,12.4
20192020,067,LETCHER,276,Jenkins Independent,"",---District Total---,276,"","",KVEC,904,265,27,9.8
20192020,067,LETCHER,276,Jenkins Independent,011,Jenkins Independent School,276011,067276011,210300001642,KVEC,904,265,27,9.8
20192020,057,JESSAMINE,281,Jessamine County,"",---District Total---,281,"","",CKEC,901,4851,472,10.3
20192020,057,JESSAMINE,281,Jessamine County,018,Hattie C. Warner Elementary School,281018,057281018,210303000795,CKEC,901,250,28,8.9
20192020,057,JESSAMINE,281,Jessamine County,019,West Jessamine High School,281019,057281019,210303001640,CKEC,901,917,75,12.2
20192020,057,JESSAMINE,281,Jessamine County,021,East Jessamine High School,281021,057281021,210303001641,CKEC,901,527,56,9.4
20192020,057,JESSAMINE,281,Jessamine County,022,Jessamine Early Learning Village,281022,057281022,210303001899,CKEC,901,157,28,5.6
20192020,057,JESSAMINE,281,Jessamine County,023,The Providence School,281023,057281023,210303001900,CKEC,901,385,35,11
20192020,057,JESSAMINE,281,Jessamine County,024,Jessamine Career and Technology Center,281024,057281024,210303002028,CKEC,901,342,28,12.2
20192020,057,JESSAMINE,281,Jessamine County,025,East Jessamine Middle School,281025,057281025,210303000797,CKEC,901,496,55,9
20192020,057,JESSAMINE,281,Jessamine County,026,West Jessamine Middle School,281026,057281026,210303001110,CKEC,901,575,60,9.6
20192020,057,JESSAMINE,281,Jessamine County,030,Ashgrove Academy,281030,057281030,210303002442,CKEC,901,34,2,17
20192020,057,JESSAMINE,281,Jessamine County,040,Red Oak Elementary School,281040,057281040,210303002388,CKEC,901,287,30,9.6
20192020,057,JESSAMINE,281,Jessamine County,050,Nicholasville Elementary School,281050,057281050,210303000798,CKEC,901,267,22,12.1
20192020,057,JESSAMINE,281,Jessamine County,060,Rosenwald Dunbar Elementary School,281060,057281060,210303000092,CKEC,901,328,30,10.9
20192020,057,JESSAMINE,281,Jessamine County,070,Brookside Elementary School,281070,057281070,210303001429,CKEC,901,356,30,11.9
20192020,057,JESSAMINE,281,Jessamine County,090,Wilmore Elementary School,281090,057281090,210303000799,CKEC,901,371,28,13.3
20192020,058,JOHNSON,285,Johnson County,"",---District Total---,285,"","",KEDC,903,2832,210,13.5
20192020,058,JOHNSON,285,Johnson County,050,Johnson County Alternative School,285050,058285050,210306001615,KEDC,903,41,2,20.5
20192020,058,JOHNSON,285,Johnson County,060,Johnson County Middle School,285060,058285060,210306000800,KEDC,903,579,37,15.6
20192020,058,JOHNSON,285,Johnson County,075,Central Elementary School,285075,058285075,210306000692,KEDC,903,304,24,12.7
20192020,058,JOHNSON,285,Johnson County,100,Flat Gap Elementary School,285100,058285100,210306000801,KEDC,903,204,17,12
20192020,058,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,058285115,210306000802,KEDC,903,934,72,13
20192020,058,JOHNSON,285,Johnson County,250,Porter Elementary School,285250,058285250,210306000803,KEDC,903,242,19,12.7
20192020,058,JOHNSON,285,Johnson County,320,W R Castle Memorial Elementary School,285320,058285320,210306000805,KEDC,903,321,23,14
20192020,058,JOHNSON,285,Johnson County,340,Highland Elementary School,285340,058285340,210306000806,KEDC,903,371,28,13.3
20192020,059,KENTON,291,Kenton County,"",---District Total---,291,"","",NKCES,905,9400,732,12.8
20192020,059,KENTON,291,Kenton County,005,Beechgrove Elementary School,291005,059291005,210309000807,NKCES,905,383,35,10.9
20192020,059,KENTON,291,Kenton County,006,River Ridge Elementary School,291006,059291006,210309001512,NKCES,905,596,49,12.2
20192020,059,KENTON,291,Kenton County,020,James A Caywood Elementary School,291020,059291020,210309000809,NKCES,905,430,31,13.9
20192020,059,KENTON,291,Kenton County,040,Dixie Heights High School,291040,059291040,210309000811,NKCES,905,986,72,13.7
20192020,059,KENTON,291,Kenton County,045,R C Hinsdale Elementary School,291045,059291045,210309000812,NKCES,905,467,30,15.6
20192020,059,KENTON,291,Kenton County,050,Kenton Elementary School,291050,059291050,210309000813,NKCES,905,382,30,12.7
20192020,059,KENTON,291,Kenton County,055,Northern Ky Youth Dev Center,291055,059291055,210309000814,NKCES,905,38,3,12.7
20192020,059,KENTON,291,Kenton County,060,Ft Wright Elementary School,291060,059291060,210309000815,NKCES,905,333,26,12.8
20192020,059,KENTON,291,Kenton County,070,Piner Elementary School,291070,059291070,210309000816,NKCES,905,253,18,14.1
20192020,059,KENTON,291,Kenton County,080,Ryland Heights Elementary School,291080,059291080,210309000817,NKCES,905,450,27,16.7
20192020,059,KENTON,291,Kenton County,090,Simon Kenton High School,291090,059291090,210309000818,NKCES,905,1293,87,14.9
20192020,059,KENTON,291,Kenton County,100,Taylor Mill Elementary School,291100,059291100,210309000819,NKCES,905,320,29,11
20192020,059,KENTON,291,Kenton County,103,Turkey Foot Middle School,291103,059291103,210309000820,NKCES,905,650,56,11.6
20192020,059,KENTON,291,Kenton County,105,Twenhofel Middle School,291105,059291105,210309000821,NKCES,905,576,47,12.3
20192020,059,KENTON,291,Kenton County,108,Woodland Middle School,291108,059291108,210309001588,NKCES,905,429,41,10.5
20192020,059,KENTON,291,Kenton County,120,Scott High School,291120,059291120,210309000823,NKCES,905,580,48,12.1
20192020,059,KENTON,291,Kenton County,475,Summit View Academy,291475,059291475,210309002420,NKCES,905,1072,82,13.1
20192020,059,KENTON,291,Kenton County,495,White's Tower Elementary School,291495,059291495,210309000824,NKCES,905,345,33,10.5
20192020,060,KNOTT,295,Knott County,"",---District Total---,295,"","",KVEC,904,1294,116,11.2
20192020,060,KNOTT,295,Knott County,035,Beaver Creek Elementary School,295035,060295035,210312000826,KVEC,904,110,13,8.5
20192020,060,KNOTT,295,Knott County,100,Carr Creek Elementary School,295100,060295100,210312000830,KVEC,904,233,19,12.3
20192020,060,KNOTT,295,Knott County,150,Cordia School,295150,060295150,210312002233,KVEC,904,96,9,10.7
20192020,060,KNOTT,295,Knott County,210,Emmalena Elementary School,295210,060295210,210312000834,KVEC,904,177,12,14.8
20192020,060,KNOTT,295,Knott County,230,Hindman Elementary School,295230,060295230,210312000835,KVEC,904,262,24,10.9
20192020,060,KNOTT,295,Knott County,255,Jones Fork Elementary School,295255,060295255,210312000836,KVEC,904,41,8,5.1
20192020,060,KNOTT,295,Knott County,265,Knott County Central High School,295265,060295265,210312000837,KVEC,904,475,35,13.6
20192020,061,KNOX,301,Knox County,"",---District Total---,301,"","",SESC,907,3184,266,12
20192020,061,KNOX,301,Knox County,022,Knox Appalachian School,301022,061301022,210315001997,SESC,907,75,5,15
20192020,061,KNOX,301,Knox County,023,Knox County Middle School,301023,061301023,210315002029,SESC,907,440,36,12.2
20192020,061,KNOX,301,Knox County,071,Central Elementary School,301071,061301071,210315002235,SESC,907,260,25,10.4
20192020,061,KNOX,301,Knox County,140,Knox County Day Treatment,301140,061301140,210315002357,SESC,907,32,2,16
20192020,061,KNOX,301,Knox County,150,Knox County Learning Academy,301150,061301150,210315000709,SESC,907,59,5,11.8
20192020,061,KNOX,301,Knox County,170,Dewitt Elementary School,301170,061301170,210315000842,SESC,907,133,10,13.3
20192020,061,KNOX,301,Knox County,240,Flat Lick Elementary School,301240,061301240,210315000843,SESC,907,189,16,11.8
20192020,061,KNOX,301,Knox County,260,Girdler Elementary School,301260,061301260,210315000844,SESC,907,295,23,12.8
20192020,061,KNOX,301,Knox County,320,G R Hampton Elementary School,301320,061301320,210315000846,SESC,907,251,17,14.8
20192020,061,KNOX,301,Knox County,410,Knox Central High School,301410,061301410,210315000847,SESC,907,620,47,13.2
20192020,061,KNOX,301,Knox County,430,Jesse D Lay Elementary School,301430,061301430,210315000848,SESC,907,343,21,16.3
20192020,061,KNOX,301,Knox County,450,Lynn Camp Schools,301450,061301450,210315000850,SESC,907,526,63,8.3
20192020,062,LARUE,305,LaRue County,"",---District Total---,305,"","",GRREC,902,1960,135,14.5
20192020,062,LARUE,305,LaRue County,015,Abraham Lincoln Elementary School,305015,062305015,210318002044,GRREC,902,400,29,13.8
20192020,062,LARUE,305,LaRue County,030,Hodgenville Elementary School,305030,062305030,210318000852,GRREC,902,406,31,13.1
20192020,062,LARUE,305,LaRue County,040,LaRue County High School,305040,062305040,210318000853,GRREC,902,569,41,13.9
20192020,062,LARUE,305,LaRue County,045,LaRue County Middle School,305045,062305045,210318000854,GRREC,902,547,32,17.1
20192020,062,LARUE,305,LaRue County,100,The Life Connection,305100,062305100,210318002216,GRREC,902,59,4,14.8
20192020,063,LAUREL,311,Laurel County,"",---District Total---,311,"","",SESC,907,5555,496,11.2
20192020,063,LAUREL,311,Laurel County,010,London Elementary School,311010,063311010,210321000856,SESC,907,352,33,10.7
20192020,063,LAUREL,311,Laurel County,016,McDaniel Learning Center,311016,063311016,210321002224,SESC,907,72,4,18
20192020,063,LAUREL,311,Laurel County,018,Wyan-Pine Grove Elementary,311018,063311018,210321002030,SESC,907,212,23,9.2
20192020,063,LAUREL,311,Laurel County,030,Bush Elementary School,311030,063311030,210321000857,SESC,907,324,27,12
20192020,063,LAUREL,311,Laurel County,040,South Laurel Middle School,311040,063311040,210321000858,SESC,907,667,61,10.9
20192020,063,LAUREL,311,Laurel County,050,Laurel County Day Treatment,311050,063311050,210321001677,SESC,907,61,3,20.3
20192020,063,LAUREL,311,Laurel County,055,Camp Ground Elementary School,311055,063311055,210321000859,SESC,907,257,17,15.1
20192020,063,LAUREL,311,Laurel County,060,Laurel Co Schools Center for Innovation,311060,063311060,210321002400,SESC,907,37,6,6.2
20192020,063,LAUREL,311,Laurel County,070,Colony Elementary School,311070,063311070,210321000860,SESC,907,220,18,12.2
20192020,063,LAUREL,311,Laurel County,130,Hazel Green Elementary School,311130,063311130,210321000862,SESC,907,256,18,14.2
20192020,063,LAUREL,311,Laurel County,165,Johnson Elementary School,311165,063311165,210321000863,SESC,907,244,19,12.8
20192020,063,LAUREL,311,Laurel County,175,Hunter Hills Elementary School,311175,063311175,210321000715,SESC,907,347,33,10.5
20192020,063,LAUREL,311,Laurel County,180,Keavy Elementary School,311180,063311180,210321000864,SESC,907,155,14,11.1
20192020,063,LAUREL,311,Laurel County,200,North Laurel Middle School,311200,063311200,210321001589,SESC,907,630,62,10.2
20192020,063,LAUREL,311,Laurel County,205,North Laurel High School,311205,063311205,210321000215,SESC,907,914,83,11
20192020,063,LAUREL,311,Laurel County,210,South Laurel High School,311210,063311210,210321000865,SESC,907,712,65,11
20192020,063,LAUREL,311,Laurel County,420,Sublimity Elementary School,311420,063311420,210321000869,SESC,907,155,18,8.6
20192020,063,LAUREL,311,Laurel County,430,Cold Hill Elementary School,311430,063311430,210321001483,SESC,907,174,14,12.4
20192020,064,LAWRENCE,315,Lawrence County,"",---District Total---,315,"","",KEDC,903,1778,155,11.5
20192020,064,LAWRENCE,315,Lawrence County,020,Louisa East Elementary School,315020,064315020,210324002079,KEDC,903,272,24,11.3
20192020,064,LAWRENCE,315,Lawrence County,021,Louisa West Elementary School,315021,064315021,210324002155,KEDC,903,158,17,9.3
20192020,064,LAWRENCE,315,Lawrence County,030,Blaine Elementary School,315030,064315030,210324000870,KEDC,903,215,18,11.9
20192020,064,LAWRENCE,315,Lawrence County,150,Fallsburg Elementary School,315150,064315150,210324000871,KEDC,903,286,23,12.4
20192020,064,LAWRENCE,315,Lawrence County,200,Louisa Middle School,315200,064315200,210324000872,KEDC,903,352,28,12.6
20192020,064,LAWRENCE,315,Lawrence County,260,Lawrence County High School,315260,064315260,210324000874,KEDC,903,574,53,10.8
20192020,065,LEE,321,Lee County,"",---District Total---,321,"","",KVEC,904,711,50,14.2
20192020,065,LEE,321,Lee County,060,Lee County Middle High School,321060,065321060,210327002434,KVEC,904,427,29,14.7
20192020,065,LEE,321,Lee County,100,Lee County Elementary School,321100,065321100,210327000216,KVEC,904,301,22,13.7
20192020,066,LESLIE,325,Leslie County,"",---District Total---,325,"","",KVEC,904,1324,92,14.4
20192020,066,LESLIE,325,Leslie County,280,Hayes Lewis Elementary School,325280,066325280,210333000882,KVEC,904,116,8,14.5
20192020,066,LESLIE,325,Leslie County,300,Mountain View Elementary,325300,066325300,210333000883,KVEC,904,325,24,13.5
20192020,066,LESLIE,325,Leslie County,350,Leslie County High School,325350,066325350,210333000885,KVEC,904,418,28,14.9
20192020,066,LESLIE,325,Leslie County,420,W B Muncy Elementary School,325420,066325420,210333000886,KVEC,904,149,12,12.4
20192020,066,LESLIE,325,Leslie County,570,Stinnett Elementary School,325570,066325570,210333000887,KVEC,904,316,20,15.8
20192020,067,LETCHER,331,Letcher County,"",---District Total---,331,"","",KVEC,904,2030,165,12.3
20192020,067,LETCHER,331,Letcher County,055,Letcher County Alternative Education Ctr,331055,067331055,210336002344,KVEC,904,6,1,6
20192020,067,LETCHER,331,Letcher County,056,Letcher County Central High School,331056,067331056,210336001998,KVEC,904,609,48,12.7
20192020,067,LETCHER,331,Letcher County,210,Arlie Boggs Elementary School,331210,067331210,210336000892,KVEC,904,116,10,11.6
20192020,067,LETCHER,331,Letcher County,250,Fleming Neon Middle School,331250,067331250,210336000894,KVEC,904,127,13,9.8
20192020,067,LETCHER,331,Letcher County,350,Letcher Elementary School,331350,067331350,210336000898,KVEC,904,217,17,12.8
20192020,067,LETCHER,331,Letcher County,355,Letcher Middle School,331355,067331355,210336002318,KVEC,904,79,9,8.8
20192020,067,LETCHER,331,Letcher County,380,Cowan Elementary School,331380,067331380,210336000900,KVEC,904,199,18,11.1
20192020,067,LETCHER,331,Letcher County,425,Martha Jane Potter Elementary School,331425,067331425,210336000901,KVEC,904,194,21,9.2
20192020,067,LETCHER,331,Letcher County,650,West Whitesburg Elementary School,331650,067331650,210336000903,KVEC,904,434,26,16.7
20192020,067,LETCHER,331,Letcher County,710,Whitesburg Middle School,331710,067331710,210336000904,KVEC,904,271,16,16.9
20192020,068,LEWIS,335,Lewis County,"",---District Total---,335,"","",KEDC,903,1670,135,12.4
20192020,068,LEWIS,335,Lewis County,040,Garrison Elementary School,335040,068335040,210339000906,KEDC,903,222,17,13.1
20192020,068,LEWIS,335,Lewis County,090,Laurel Elementary School,335090,068335090,210339000908,KEDC,903,75,6,12.5
20192020,068,LEWIS,335,Lewis County,095,Lewis County Central Elementary School,335095,068335095,210339000909,KEDC,903,308,27,11.4
20192020,068,LEWIS,335,Lewis County,100,Lewis County Middle School,335100,068335100,210339001503,KEDC,903,311,25,12.4
20192020,068,LEWIS,335,Lewis County,120,Lewis County High School,335120,068335120,210339000910,KEDC,903,556,44,12.6
20192020,068,LEWIS,335,Lewis County,140,Tollesboro Elementary School,335140,068335140,210339000911,KEDC,903,198,17,11.6
20192020,069,LINCOLN,341,Lincoln County,"",---District Total---,341,"","",SESC,907,2622,211,12.4
20192020,069,LINCOLN,341,Lincoln County,040,Crab Orchard Elementary School,341040,069341040,210348000914,SESC,907,153,16,9.6
20192020,069,LINCOLN,341,Lincoln County,050,Highland Elementary School,341050,069341050,210348000915,SESC,907,222,14,15.9
20192020,069,LINCOLN,341,Lincoln County,065,Lincoln County Middle School,341065,069341065,210348000478,SESC,907,606,48,12.6
20192020,069,LINCOLN,341,Lincoln County,070,Hustonville Elementary School,341070,069341070,210348000916,SESC,907,378,25,15.1
20192020,069,LINCOLN,341,Lincoln County,095,Lincoln County High School,341095,069341095,210348000918,SESC,907,633,59,10.7
20192020,069,LINCOLN,341,Lincoln County,130,Stanford Elementary School,341130,069341130,210348000920,SESC,907,473,34,13.9
20192020,069,LINCOLN,341,Lincoln County,150,Waynesburg Elementary School,341150,069341150,210348000921,SESC,907,157,15,10.5
20192020,070,LIVINGSTON,345,Livingston County,"",---District Total---,345,"","",WKEC,908,966,71,13.6
20192020,070,LIVINGSTON,345,Livingston County,020,North Livingston Elementary School,345020,070345020,210351001133,WKEC,908,214,13,16.5
20192020,070,LIVINGSTON,345,Livingston County,021,South Livingston Elementary School,345021,070345021,210351001999,WKEC,908,337,22,15.3
20192020,070,LIVINGSTON,345,Livingston County,050,Livingston Central High School,345050,070345050,210351000924,WKEC,908,382,27,14.1
20192020,070,LIVINGSTON,345,Livingston County,065,Livingston County Middle School,345065,070345065,210351001484,WKEC,908,211,20,10.6
20192020,071,LOGAN,351,Logan County,"",---District Total---,351,"","",GRREC,902,2423,188,12.9
20192020,071,LOGAN,351,Logan County,011,Adairville Elementary School,351011,071351011,210354001542,GRREC,902,391,25,15.6
20192020,071,LOGAN,351,Logan County,012,Auburn Elementary School,351012,071351012,210354001543,GRREC,902,431,33,13.1
20192020,071,LOGAN,351,Logan County,013,Chandlers Elementary School,351013,071351013,210354001544,GRREC,902,265,26,10.2
20192020,071,LOGAN,351,Logan County,014,Lewisburg Elementary School,351014,071351014,210354001545,GRREC,902,330,27,12.2
20192020,071,LOGAN,351,Logan County,016,Olmstead Elementary School,351016,071351016,210354001546,GRREC,902,348,24,14.5
20192020,071,LOGAN,351,Logan County,140,Logan County High School,351140,071351140,210354001458,GRREC,902,658,53,12.4
20192020,059,KENTON,354,Ludlow Independent,"",---District Total---,354,"","",NKCES,905,682,48,14.2
20192020,059,KENTON,354,Ludlow Independent,010,Mary A. Goetz Elementary School,354010,059354010,210363000938,NKCES,905,316,23,13.7
20192020,059,KENTON,354,Ludlow Independent,020,Ludlow High School,354020,059354020,210363000939,NKCES,905,391,27,14.5
20192020,072,LYON,361,Lyon County,"",---District Total---,361,"","",WKEC,908,730,56,13
20192020,072,LYON,361,Lyon County,020,Lyon County Elementary School,361020,072361020,210369000942,WKEC,908,374,27,13.9
20192020,072,LYON,361,Lyon County,023,Lyon County Middle School,361023,072361023,210369001950,WKEC,908,237,18,13.2
20192020,072,LYON,361,Lyon County,070,Lyon County High School,361070,072361070,210369000943,WKEC,908,207,18,11.5
20192020,073,MADISON,365,Madison County,"",---District Total---,365,"","",SESC,907,7363,620,11.9
