SCHOOL YEAR,COUNTY NUMBER,COUNTY NAME,DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL CODE,SCHOOL TYPE,MEMBERSHIP,Total Spending per Student - All Fund Sources
20212022,54,HOPKINS,265,Hopkins County,5,Hopkins County Day Treatment,265005,A6,15,
20212022,54,HOPKINS,265,Hopkins County,6,West Hopkins School,265006,A1,347,14949
20212022,54,HOPKINS,265,Hopkins County,20,Jesse Stuart Elementary School,265020,A1,305,13353
20212022,54,HOPKINS,265,Hopkins County,75,James Madison Middle School,265075,A1,518,12000
20212022,54,HOPKINS,265,Hopkins County,90,Grapevine Elementary School,265090,A1,320,13372
20212022,54,HOPKINS,265,Hopkins County,105,Hopkins Co Career & Technology Center,265105,A2,0,
20212022,54,HOPKINS,265,Hopkins County,110,Hanson Elementary School,265110,A1,458,30947
20212022,54,HOPKINS,265,Hopkins County,130,Hopkins County Central High School,265130,A1,739,15951
20212022,54,HOPKINS,265,Hopkins County,140,Browning Springs Middle School,265140,A1,532,11881
20212022,54,HOPKINS,265,Hopkins County,145,Madisonville North Hopkins High School,265145,A1,1138,13789
20212022,54,HOPKINS,265,Hopkins County,185,South Hopkins Middle School,265185,A1,406,14169
20212022,54,HOPKINS,265,Hopkins County,200,Pride Elementary School,265200,A1,422,12206
20212022,54,HOPKINS,265,Hopkins County,250,West Broadway Elementary School,265250,A1,341,14291
20212022,54,HOPKINS,265,Hopkins County,280,Southside Elementary School,265280,A1,334,13798
20212022,54,HOPKINS,265,Hopkins County,330,Earlington Elementary School,265330,A1,271,14283
20212022,55,JACKSON,271,Jackson County,20,Jackson County High School,271020,A1,514,14510
20212022,55,JACKSON,271,Jackson County,25,Jackson County Middle School,271025,A1,426,13438
20212022,55,JACKSON,271,Jackson County,27,Barnabus Home Middle School,271027,A6,7,
20212022,55,JACKSON,271,Jackson County,29,Barnabus Home High School,271029,A6,8,
20212022,55,JACKSON,271,Jackson County,31,Jackson Co Schools Learning Center,271031,A5,6,
20212022,55,JACKSON,271,Jackson County,180,McKee Elementary School,271180,A1,323,15959
20212022,55,JACKSON,271,Jackson County,280,Sand Gap Elementary School,271280,A1,215,17652
20212022,55,JACKSON,271,Jackson County,340,Tyner Elementary School,271340,A1,379,15739
20212022,13,BREATHITT,272,Jackson Independent,11,Jackson City School,272011,A1,303,15546
20212022,56,JEFFERSON,275,Jefferson County,4,Camp Taylor Elementary,275004,A1,449,20256
20212022,56,JEFFERSON,275,Jefferson County,5,Cane Run Elementary,275005,A1,311,22233
20212022,56,JEFFERSON,275,Jefferson County,7,Eastern High,275007,A1,2013,16345
20212022,56,JEFFERSON,275,Jefferson County,10,Fairdale Elementary,275010,A1,590,18046
20212022,56,JEFFERSON,275,Jefferson County,11,Fern Creek Elementary,275011,A1,689,18060
20212022,56,JEFFERSON,275,Jefferson County,12,Fern Creek High,275012,A1,1716,17188
20212022,56,JEFFERSON,275,Jefferson County,13,Greathouse/Shryock Traditional,275013,A1,589,16376
20212022,56,JEFFERSON,275,Jefferson County,14,Greenwood Elementary,275014,A1,428,20864
20212022,56,JEFFERSON,275,Jefferson County,16,Tully Elementary,275016,A1,726,17519
20212022,56,JEFFERSON,275,Jefferson County,18,Atherton High,275018,A1,1447,17017
20212022,56,JEFFERSON,275,Jefferson County,19,The Brook-Dupont,275019,A6,20,
20212022,56,JEFFERSON,275,Jefferson County,20,The Brook-KMI,275020,A6,40,
20212022,56,JEFFERSON,275,Jefferson County,22,Medora Elementary,275022,A1,450,18522
20212022,56,JEFFERSON,275,Jefferson County,24,Middletown Elementary,275024,A1,539,19101
20212022,56,JEFFERSON,275,Jefferson County,27,Okolona Elementary,275027,A1,286,21834
20212022,56,JEFFERSON,275,Jefferson County,28,Boys & Girls Haven,275028,A6,28,
20212022,56,JEFFERSON,275,Jefferson County,29,St Joseph Children's Home,275029,A6,28,
20212022,56,JEFFERSON,275,Jefferson County,30,Liberty High,275030,A5,91,
20212022,56,JEFFERSON,275,Jefferson County,31,Southern High,275031,A1,1309,17349
20212022,56,JEFFERSON,275,Jefferson County,33,Valley High,275033,A1,920,18913
20212022,56,JEFFERSON,275,Jefferson County,34,Waller-Williams Environmental,275034,A3,95,
20212022,56,JEFFERSON,275,Jefferson County,37,Dawson Orman Education Center,275037,A4,0,
20212022,56,JEFFERSON,275,Jefferson County,38,Breckinridge-Franklin Elementary,275038,A1,301,28523
20212022,56,JEFFERSON,275,Jefferson County,40,Barret Traditional Middle,275040,A1,617,16754
20212022,56,JEFFERSON,275,Jefferson County,41,Newburg Middle,275041,A1,954,18262
20212022,56,JEFFERSON,275,Jefferson County,44,Audubon Traditional Elementary,275044,A1,596,16516
20212022,56,JEFFERSON,275,Jefferson County,45,Butler Traditional High,275045,A1,1431,17935
20212022,56,JEFFERSON,275,Jefferson County,46,Chenoweth Elementary,275046,A1,448,20174
20212022,56,JEFFERSON,275,Jefferson County,47,Louisville Male High,275047,A1,1966,15364
20212022,56,JEFFERSON,275,Jefferson County,48,Hawthorne Elementary,275048,A1,388,19789
20212022,56,JEFFERSON,275,Jefferson County,49,Farnsley Middle,275049,A1,1019,16559
20212022,56,JEFFERSON,275,Jefferson County,50,Georgia Chaffee Teenage Parent Program,275050,A5,64,
20212022,56,JEFFERSON,275,Jefferson County,51,Waggener High,275051,A1,833,20701
20212022,56,JEFFERSON,275,Jefferson County,55,Bates Elementary,275055,A1,562,18761
20212022,56,JEFFERSON,275,Jefferson County,57,Fairdale High,275057,A1,1352,17817
20212022,56,JEFFERSON,275,Jefferson County,59,Kenwood Elementary,275059,A1,576,19147
20212022,56,JEFFERSON,275,Jefferson County,60,Coral Ridge Elementary,275060,A1,526,19389
20212022,56,JEFFERSON,275,Jefferson County,61,Goldsmith Elementary,275061,A1,593,20127
20212022,56,JEFFERSON,275,Jefferson County,63,Schaffner Traditional Elementary,275063,A1,587,16278
20212022,56,JEFFERSON,275,Jefferson County,64,St Matthews Elementary,275064,A1,555,18728
20212022,56,JEFFERSON,275,Jefferson County,65,Jeffersontown High,275065,A1,913,20191
20212022,56,JEFFERSON,275,Jefferson County,66,Wilkerson Elementary School,275066,A1,418,18726
20212022,56,JEFFERSON,275,Jefferson County,67,Wilder Elementary,275067,A1,550,18492
20212022,56,JEFFERSON,275,Jefferson County,69,Watson Lane Elementary,275069,A1,204,23323
20212022,56,JEFFERSON,275,Jefferson County,70,DuValle Education Center,275070,A4,0,
20212022,56,JEFFERSON,275,Jefferson County,71,Stonestreet Elementary,275071,A1,436,19555
20212022,56,JEFFERSON,275,Jefferson County,72,Watterson Elementary,275072,A1,494,18364
20212022,56,JEFFERSON,275,Jefferson County,73,Seneca High,275073,A1,1227,19327
20212022,56,JEFFERSON,275,Jefferson County,75,Pleasure Ridge Park High,275075,A1,1522,17318
20212022,56,JEFFERSON,275,Jefferson County,76,Indian Trail Elementary,275076,A1,514,18852
20212022,56,JEFFERSON,275,Jefferson County,77,Westport Middle,275077,A1,1171,19287
20212022,56,JEFFERSON,275,Jefferson County,78,Zachary Taylor Elementary,275078,A1,313,22956
20212022,56,JEFFERSON,275,Jefferson County,79,Kerrick Elementary,275079,A1,402,18299
20212022,56,JEFFERSON,275,Jefferson County,81,Rangeland Elementary,275081,A1,410,19920
20212022,56,JEFFERSON,275,Jefferson County,82,Dixie Elementary,275082,A1,294,22213
20212022,56,JEFFERSON,275,Jefferson County,83,Cochrane Elementary,275083,A1,440,19353
20212022,56,JEFFERSON,275,Jefferson County,84,Western High,275084,A1,802,20991
20212022,56,JEFFERSON,275,Jefferson County,85,Robert Frost Sixth-Grade Academy,275085,A1,380,21832
20212022,56,JEFFERSON,275,Jefferson County,86,Sanders Elementary,275086,A1,393,18290
20212022,56,JEFFERSON,275,Jefferson County,87,Smyrna Elementary School,275087,A1,449,17997
20212022,56,JEFFERSON,275,Jefferson County,90,Thomas Jefferson Middle,275090,A1,966,18254
20212022,56,JEFFERSON,275,Jefferson County,91,Blue Lick Elementary,275091,A1,424,18633
20212022,56,JEFFERSON,275,Jefferson County,92,Crums Lane Elementary,275092,A1,399,20966
20212022,56,JEFFERSON,275,Jefferson County,94,Bowen Elementary,275094,A1,690,18731
20212022,56,JEFFERSON,275,Jefferson County,95,Hite Elementary,275095,A1,447,18090
20212022,56,JEFFERSON,275,Jefferson County,96,Norton Elementary,275096,A1,725,17548
20212022,56,JEFFERSON,275,Jefferson County,97,Shacklette Elementary,275097,A1,294,21814
20212022,56,JEFFERSON,275,Jefferson County,99,Minors Lane Elementary,275099,A1,299,24167
20212022,56,JEFFERSON,275,Jefferson County,100,Doss High,275100,A1,966,21088
20212022,56,JEFFERSON,275,Jefferson County,102,Chancey Elementary,275102,A1,548,18302
20212022,56,JEFFERSON,275,Jefferson County,103,Slaughter Elementary,275103,A1,414,23095
20212022,56,JEFFERSON,275,Jefferson County,104,Trunnell Elementary,275104,A1,429,18874
20212022,56,JEFFERSON,275,Jefferson County,105,Ballard High,275105,A1,1977,16270
20212022,56,JEFFERSON,275,Jefferson County,106,Johnsontown Road Elementary,275106,A1,263,23467
20212022,56,JEFFERSON,275,Jefferson County,107,Luhr Elementary,275107,A1,506,19472
20212022,56,JEFFERSON,275,Jefferson County,109,Wheeler Elementary,275109,A1,633,17261
20212022,56,JEFFERSON,275,Jefferson County,110,Western Day Treatment,275110,A6,16,
20212022,56,JEFFERSON,275,Jefferson County,115,Gutermuth Elementary,275115,A1,374,21887
20212022,56,JEFFERSON,275,Jefferson County,116,Wellington Elementary,275116,A1,387,21266
20212022,56,JEFFERSON,275,Jefferson County,117,Wilt Elementary,275117,A1,461,18370
20212022,56,JEFFERSON,275,Jefferson County,119,Crosby Middle,275119,A1,990,16494
20212022,56,JEFFERSON,275,Jefferson County,121,Hartstern Elementary,275121,A1,446,19909
20212022,56,JEFFERSON,275,Jefferson County,124,U of L PACT Program,275124,A3,20,
20212022,56,JEFFERSON,275,Jefferson County,126,Layne Elementary,275126,A1,380,18594
20212022,56,JEFFERSON,275,Jefferson County,127,Auburndale Elementary,275127,A1,568,17826
20212022,56,JEFFERSON,275,Jefferson County,128,Price Elementary,275128,A1,420,22564
20212022,56,JEFFERSON,275,Jefferson County,129,Breckinridge Metropolitan High,275129,A5,112,
20212022,56,JEFFERSON,275,Jefferson County,131,Eisenhower Elementary,275131,A1,578,16994
20212022,56,JEFFERSON,275,Jefferson County,133,Lassiter Middle,275133,A1,951,17271
20212022,56,JEFFERSON,275,Jefferson County,134,Klondike Lane Elementary,275134,A1,433,18530
20212022,56,JEFFERSON,275,Jefferson County,138,Louisville Day,275138,A6,8,
20212022,56,JEFFERSON,275,Jefferson County,144,Stuart Academy,275144,A1,797,19623
20212022,56,JEFFERSON,275,Jefferson County,145,Laukhuf Elementary,275145,A1,561,17300
20212022,56,JEFFERSON,275,Jefferson County,146,Lowe Elementary,275146,A1,560,17992
20212022,56,JEFFERSON,275,Jefferson County,147,Mill Creek Elementary,275147,A1,444,26003
20212022,56,JEFFERSON,275,Jefferson County,149,Blake Elementary,275149,A1,465,17894
20212022,56,JEFFERSON,275,Jefferson County,155,Marion C. Moore School,275155,A1,2330,16788
20212022,56,JEFFERSON,275,Jefferson County,156,Dunn Elementary,275156,A1,481,18127
20212022,56,JEFFERSON,275,Jefferson County,162,Kammerer Middle,275162,A1,791,17924
20212022,56,JEFFERSON,275,Jefferson County,163,Knight Middle,275163,A1,428,19522
20212022,56,JEFFERSON,275,Jefferson County,164,Conway Middle,275164,A1,767,18204
20212022,56,JEFFERSON,275,Jefferson County,165,J. Graham Brown School,275165,A1,731,39473
20212022,56,JEFFERSON,275,Jefferson County,166,Jeffersontown Elementary,275166,A1,673,18319
20212022,56,JEFFERSON,275,Jefferson County,167,Carrithers Middle,275167,A1,609,18355
20212022,56,JEFFERSON,275,Jefferson County,175,Alex R. Kennedy Elementary,275175,A1,281,20029
20212022,56,JEFFERSON,275,Jefferson County,179,Central High Magnet Career Academy,275179,A1,1231,22860
20212022,56,JEFFERSON,275,Jefferson County,182,Wheatley Elementary,275182,A1,320,27848
20212022,56,JEFFERSON,275,Jefferson County,183,Binet School,275183,A3,47,
20212022,56,JEFFERSON,275,Jefferson County,185,Atkinson Academy,275185,A1,337,25884
20212022,56,JEFFERSON,275,Jefferson County,186,Newcomer Academy,275186,A5,970,
20212022,56,JEFFERSON,275,Jefferson County,191,W.E.B. DuBois Academy,275191,A5,532,
20212022,56,JEFFERSON,275,Jefferson County,193,Mary Jo and William MacDonald Maryhurst,275193,A6,64,
20212022,56,JEFFERSON,275,Jefferson County,200,duPont Manual High,275200,A1,1903,16028
20212022,56,JEFFERSON,275,Jefferson County,201,The Phoenix School of Discovery,275201,A5,374,
20212022,56,JEFFERSON,275,Jefferson County,202,Minor Daniels Academy,275202,A5,210,
20212022,56,JEFFERSON,275,Jefferson County,211,Stopher Elementary,275211,A1,730,17120
20212022,56,JEFFERSON,275,Jefferson County,212,Farmer Elementary,275212,A1,716,17479
20212022,56,JEFFERSON,275,Jefferson County,219,Ramsey Middle,275219,A1,989,16789
20212022,56,JEFFERSON,275,Jefferson County,220,Bellewood,275220,A6,34,
20212022,56,JEFFERSON,275,Jefferson County,221,Brooklawn,275221,A6,85,
20212022,56,JEFFERSON,275,Jefferson County,222,Westport Early Childhood Center,275222,A4,0,
20212022,56,JEFFERSON,275,Jefferson County,225,Bloom Elementary,275225,A1,508,18348
20212022,56,JEFFERSON,275,Jefferson County,240,Engelhard Elementary,275240,A1,258,29780
20212022,56,JEFFERSON,275,Jefferson County,243,Byck Elementary,275243,A1,315,23465
20212022,56,JEFFERSON,275,Jefferson County,250,Field Elementary,275250,A1,387,21249
20212022,56,JEFFERSON,275,Jefferson County,260,Brandeis Elementary,275260,A1,448,18835
20212022,56,JEFFERSON,275,Jefferson County,270,Foster Traditional Academy,275270,A1,579,17326
20212022,56,JEFFERSON,275,Jefferson County,290,Frayser Elementary,275290,A1,294,25750
20212022,56,JEFFERSON,275,Jefferson County,300,Hazelwood Elementary,275300,A1,367,32051
20212022,56,JEFFERSON,275,Jefferson County,320,Highland Middle,275320,A1,815,17342
20212022,56,JEFFERSON,275,Jefferson County,323,Cochran Elementary,275323,A1,314,21455
20212022,56,JEFFERSON,275,Jefferson County,325,Jacob Elementary,275325,A1,419,21014
20212022,56,JEFFERSON,275,Jefferson County,335,Iroquois High,275335,A1,1055,21191
20212022,56,JEFFERSON,275,Jefferson County,340,Meyzeek Middle,275340,A1,979,16099
20212022,56,JEFFERSON,275,Jefferson County,371,Norton Commons Elementary,275371,A1,533,17463
20212022,56,JEFFERSON,275,Jefferson County,374,Young Elementary,275374,A1,212,29119
20212022,56,JEFFERSON,275,Jefferson County,396,Jefferson County Traditional Middle,275396,A1,871,17019
20212022,56,JEFFERSON,275,Jefferson County,432,King Elementary,275432,A1,299,23579
20212022,56,JEFFERSON,275,Jefferson County,435,Noe Middle,275435,A1,1289,16144
20212022,56,JEFFERSON,275,Jefferson County,440,Mcferran Preparatory Academy,275440,A1,616,16508
20212022,56,JEFFERSON,275,Jefferson County,456,Ackerly,275456,A6,18,
20212022,56,JEFFERSON,275,Jefferson County,458,Mary Ryan Academy,275458,A3,23,
20212022,56,JEFFERSON,275,Jefferson County,463,Jefferson Regional Juvenile Detention Ce,275463,A6,7,
20212022,56,JEFFERSON,275,Jefferson County,465,Heuser Hearing & Language Academy,275465,A3,8,
20212022,56,JEFFERSON,275,Jefferson County,470,Johnson Traditional Middle,275470,A1,786,16094
20212022,56,JEFFERSON,275,Jefferson County,480,Maupin Elementary,275480,A1,245,25323
20212022,56,JEFFERSON,275,Jefferson County,500,Portland Elementary,275500,A1,232,24319
20212022,56,JEFFERSON,275,Jefferson County,520,Lincoln Elementary Performing Arts,275520,A1,552,19221
20212022,56,JEFFERSON,275,Jefferson County,560,Rutherford Elementary,275560,A1,438,18531
20212022,56,JEFFERSON,275,Jefferson County,580,Semple Elementary,275580,A1,561,18767
20212022,56,JEFFERSON,275,Jefferson County,590,The Academy @ Shawnee,275590,A1,460,40401
20212022,56,JEFFERSON,275,Jefferson County,610,Shelby Traditional Academy,275610,A1,508,20110
20212022,56,JEFFERSON,275,Jefferson County,620,Frederick Law Olmsted Academy North,275620,A1,528,20552
20212022,56,JEFFERSON,275,Jefferson County,660,Coleridge-Taylor Montessori Elementary,275660,A1,406,18695
20212022,56,JEFFERSON,275,Jefferson County,680,Carter Traditional Elementary,275680,A1,536,18432
20212022,56,JEFFERSON,275,Jefferson County,710,Western Middle School for the Arts,275710,A1,681,30049
20212022,56,JEFFERSON,275,Jefferson County,720,Kennedy Montessori Elementary,275720,A1,455,18602
20212022,56,JEFFERSON,275,Jefferson County,730,Frederick Law Olmsted Academy South,275730,A1,611,21106
20212022,56,JEFFERSON,275,Jefferson County,768,Home of the Innocents Discovery,275768,A6,29,
20212022,56,JEFFERSON,275,Jefferson County,769,Home of the Innocents School,275769,A6,45,
20212022,56,JEFFERSON,275,Jefferson County,784,Peace Academy,275784,A6,141,
20212022,56,JEFFERSON,275,Jefferson County,800,Grace M. James Academy of Excellence,275800,A5,242,
20212022,56,JEFFERSON,275,Jefferson County,917,Churchill Park School,275917,A3,85,
20212022,56,JEFFERSON,275,Jefferson County,919,George Unseld Early Childhood Center,275919,A4,0,
20212022,56,JEFFERSON,275,Jefferson County,920,Ahrens Educational Resource Center,275920,A3,31,
20212022,56,JEFFERSON,275,Jefferson County,951,Pathfinder School of Innovation,275951,A5,3424,
20212022,67,LETCHER,276,Jenkins Independent,11,Jenkins Independent School,276011,A1,434,15730
20212022,57,JESSAMINE,281,Jessamine County,18,Hattie C. Warner Elementary School,281018,A1,498,16065
20212022,57,JESSAMINE,281,Jessamine County,19,West Jessamine High School,281019,A1,1242,20891
20212022,57,JESSAMINE,281,Jessamine County,21,East Jessamine High School,281021,A1,1099,22422
20212022,57,JESSAMINE,281,Jessamine County,22,Jessamine Early Learning Village,281022,A1,605,21677
20212022,57,JESSAMINE,281,Jessamine County,23,The Providence School,281023,A5,170,
20212022,57,JESSAMINE,281,Jessamine County,24,Jessamine Career and Technology Center,281024,A2,0,
20212022,57,JESSAMINE,281,Jessamine County,25,East Jessamine Middle School,281025,A1,932,14141
20212022,57,JESSAMINE,281,Jessamine County,26,West Jessamine Middle School,281026,A1,897,14603
20212022,57,JESSAMINE,281,Jessamine County,30,Ashgrove Academy,281030,A6,11,
20212022,57,JESSAMINE,281,Jessamine County,40,Red Oak Elementary School,281040,A1,529,15954
20212022,57,JESSAMINE,281,Jessamine County,50,Nicholasville Elementary School,281050,A1,447,16997
20212022,57,JESSAMINE,281,Jessamine County,60,Rosenwald Dunbar Elementary School,281060,A1,524,15535
20212022,57,JESSAMINE,281,Jessamine County,70,Brookside Elementary School,281070,A1,499,15916
20212022,57,JESSAMINE,281,Jessamine County,90,Wilmore Elementary School,281090,A1,460,15943
20212022,58,JOHNSON,285,Johnson County,50,Johnson County Eagle Academy,285050,A5,410,
20212022,58,JOHNSON,285,Johnson County,60,Johnson County Middle School,285060,A1,425,17961
20212022,58,JOHNSON,285,Johnson County,75,Central Elementary School,285075,A1,297,18427
20212022,58,JOHNSON,285,Johnson County,100,Flat Gap Elementary School,285100,A1,165,22131
20212022,58,JOHNSON,285,Johnson County,115,Johnson Central High School,285115,A1,855,20691
20212022,58,JOHNSON,285,Johnson County,250,Porter Elementary School,285250,A1,363,15363
20212022,58,JOHNSON,285,Johnson County,320,W R Castle Memorial Elementary School,285320,A1,372,19683
20212022,58,JOHNSON,285,Johnson County,340,Highland Elementary School,285340,A1,350,17470
20212022,59,KENTON,291,Kenton County,5,Beechgrove Elementary School,291005,A1,631,19820
20212022,59,KENTON,291,Kenton County,6,River Ridge Elementary School,291006,A1,854,13510
20212022,59,KENTON,291,Kenton County,20,James A Caywood Elementary School,291020,A1,512,13658
20212022,59,KENTON,291,Kenton County,40,Dixie Heights High School,291040,A1,1530,11963
20212022,59,KENTON,291,Kenton County,45,R C Hinsdale Elementary School,291045,A1,545,15791
20212022,59,KENTON,291,Kenton County,50,Kenton Elementary School,291050,A1,582,13197
20212022,59,KENTON,291,Kenton County,55,Northern Ky Youth Dev Center,291055,A6,8,
20212022,59,KENTON,291,Kenton County,60,Ft Wright Elementary School,291060,A1,439,15478
20212022,59,KENTON,291,Kenton County,70,Piner Elementary School,291070,A1,290,33094
20212022,59,KENTON,291,Kenton County,80,Ryland Heights Elementary School,291080,A1,437,20714
20212022,59,KENTON,291,Kenton County,90,Simon Kenton High School,291090,A1,1850,12214
20212022,59,KENTON,291,Kenton County,100,Taylor Mill Elementary School,291100,A1,465,13679
20212022,59,KENTON,291,Kenton County,103,Turkey Foot Middle School,291103,A1,1044,11712
20212022,59,KENTON,291,Kenton County,105,Twenhofel Middle School,291105,A1,835,11923
20212022,59,KENTON,291,Kenton County,108,Woodland Middle School,291108,A1,629,12991
20212022,59,KENTON,291,Kenton County,120,Scott High School,291120,A1,1081,21800
20212022,59,KENTON,291,Kenton County,475,Summit View Academy,291475,A1,1384,12602
20212022,59,KENTON,291,Kenton County,495,White's Tower Elementary School,291495,A1,606,19359
20212022,60,KNOTT,295,Knott County,35,Beaver Creek Elementary School,295035,A1,200,16821
20212022,60,KNOTT,295,Knott County,100,Carr Creek Elementary School,295100,A1,354,16461
20212022,60,KNOTT,295,Knott County,150,Cordia School,295150,A1,187,16277
20212022,60,KNOTT,295,Knott County,210,Emmalena Elementary School,295210,A1,188,15572
20212022,60,KNOTT,295,Knott County,230,Hindman Elementary School,295230,A1,430,14858
20212022,60,KNOTT,295,Knott County,255,Jones Fork Elementary School,295255,A1,147,15401
20212022,60,KNOTT,295,Knott County,265,Knott County Central High School,295265,A1,517,18157
20212022,61,KNOX,301,Knox County,22,Knox Appalachian School,301022,A6,47,
20212022,61,KNOX,301,Knox County,23,Knox County Middle School,301023,A1,404,16030
20212022,61,KNOX,301,Knox County,71,Central Elementary School,301071,A1,363,15089
20212022,61,KNOX,301,Knox County,140,Knox County Day Treatment,301140,A6,29,
20212022,61,KNOX,301,Knox County,150,Knox County Learning Academy,301150,A5,71,
20212022,61,KNOX,301,Knox County,155,Knox Inspire Academy,301155,A5,242,
20212022,61,KNOX,301,Knox County,170,Dewitt Elementary School,301170,A1,111,21002
20212022,61,KNOX,301,Knox County,240,Flat Lick Elementary School,301240,A1,169,16119
20212022,61,KNOX,301,Knox County,260,Girdler Elementary School,301260,A1,270,16463
20212022,61,KNOX,301,Knox County,320,G R Hampton Elementary School,301320,A1,210,15967
20212022,61,KNOX,301,Knox County,410,Knox Central High School,301410,A1,680,15979
20212022,61,KNOX,301,Knox County,430,Jesse D Lay Elementary School,301430,A1,296,14984
20212022,61,KNOX,301,Knox County,450,Lynn Camp Schools,301450,A1,917,15207
20212022,62,LARUE,305,LaRue County,5,Preschool on College Street,305005,A4,0,
20212022,62,LARUE,305,LaRue County,15,Abraham Lincoln Elementary School,305015,A1,429,13829
20212022,62,LARUE,305,LaRue County,30,Hodgenville Elementary School,305030,A1,552,13318
20212022,62,LARUE,305,LaRue County,40,LaRue County High School,305040,A1,730,12380
20212022,62,LARUE,305,LaRue County,45,LaRue County Middle School,305045,A1,556,11942
20212022,62,LARUE,305,LaRue County,100,The Life Connection,305100,A6,40,
20212022,63,LAUREL,311,Laurel County,10,London Elementary School,311010,A1,494,28147
20212022,63,LAUREL,311,Laurel County,16,McDaniel Learning Center,311016,A5,31,
20212022,63,LAUREL,311,Laurel County,18,Wyan-Pine Grove Elementary,311018,A1,389,26182
20212022,63,LAUREL,311,Laurel County,19,Laurel County Virtual Academy,311019,A5,55,
20212022,63,LAUREL,311,Laurel County,30,Bush Elementary School,311030,A1,455,26091
20212022,63,LAUREL,311,Laurel County,40,South Laurel Middle School,311040,A1,979,23348
20212022,63,LAUREL,311,Laurel County,50,Laurel County Day Treatment,311050,A6,94,
20212022,63,LAUREL,311,Laurel County,55,Camp Ground Elementary School,311055,A1,287,25798
20212022,63,LAUREL,311,Laurel County,60,Laurel Co Schools Center for Innovation,311060,A2,0,
20212022,63,LAUREL,311,Laurel County,70,Colony Elementary School,311070,A1,341,25906
20212022,63,LAUREL,311,Laurel County,130,Hazel Green Elementary School,311130,A1,300,26528
20212022,63,LAUREL,311,Laurel County,165,Johnson Elementary School,311165,A1,304,24760
20212022,63,LAUREL,311,Laurel County,175,Hunter Hills Elementary School,311175,A1,555,27618
20212022,63,LAUREL,311,Laurel County,180,Keavy Elementary School,311180,A1,249,26201
20212022,63,LAUREL,311,Laurel County,200,North Laurel Middle School,311200,A1,1001,24007
20212022,63,LAUREL,311,Laurel County,205,North Laurel High School,311205,A1,1258,23559
20212022,63,LAUREL,311,Laurel County,210,South Laurel High School,311210,A1,1063,23105
20212022,63,LAUREL,311,Laurel County,420,Sublimity Elementary School,311420,A1,284,28093
20212022,63,LAUREL,311,Laurel County,430,Cold Hill Elementary School,311430,A1,260,25062
20212022,64,LAWRENCE,315,Lawrence County,20,Louisa East Elementary School,315020,A1,507,25167
20212022,64,LAWRENCE,315,Lawrence County,21,Louisa West Elementary School,315021,A1,256,28060
20212022,64,LAWRENCE,315,Lawrence County,30,Blaine Elementary School,315030,A1,144,31433
20212022,64,LAWRENCE,315,Lawrence County,150,Fallsburg Elementary School,315150,A1,225,28362
20212022,64,LAWRENCE,315,Lawrence County,200,Louisa Middle School,315200,A1,480,23830
20212022,64,LAWRENCE,315,Lawrence County,260,Lawrence County High School,315260,A1,730,25757
20212022,65,LEE,321,Lee County,60,Lee County Middle High School,321060,A1,434,16525
20212022,65,LEE,321,Lee County,100,Lee County Elementary School,321100,A1,443,13950
20212022,66,LESLIE,325,Leslie County,280,Hayes Lewis Elementary School,325280,A1,107,26135
20212022,66,LESLIE,325,Leslie County,300,Mountain View Elementary,325300,A1,446,19109
20212022,66,LESLIE,325,Leslie County,350,Leslie County High School,325350,A1,436,24925
20212022,66,LESLIE,325,Leslie County,420,W B Muncy Elementary School,325420,A1,205,20823
20212022,66,LESLIE,325,Leslie County,570,Stinnett Elementary School,325570,A1,311,21266
20212022,67,LETCHER,331,Letcher County,50,Letcher Elementary & Middle School,331050,A1,392,14464
20212022,67,LETCHER,331,Letcher County,55,Letcher County Alternative Education Ctr,331055,A5,11,
20212022,67,LETCHER,331,Letcher County,56,Letcher County Central High School,331056,A1,803,15476
20212022,67,LETCHER,331,Letcher County,210,Arlie Boggs Elementary School,331210,A1,124,18277
20212022,67,LETCHER,331,Letcher County,250,Fleming Neon Middle School,331250,A1,170,15645
20212022,67,LETCHER,331,Letcher County,380,Cowan Elementary School,331380,A1,237,16387
20212022,67,LETCHER,331,Letcher County,425,Martha Jane Potter Elementary School,331425,A1,329,14805
20212022,67,LETCHER,331,Letcher County,650,West Whitesburg Elementary School,331650,A1,384,14885
20212022,67,LETCHER,331,Letcher County,710,Whitesburg Middle School,331710,A1,182,15059
20212022,68,LEWIS,335,Lewis County,40,Garrison Elementary School,335040,A1,253,23638
20212022,68,LEWIS,335,Lewis County,90,Laurel Elementary School,335090,A1,68,26953
20212022,68,LEWIS,335,Lewis County,95,Lewis County Central Elementary School,335095,A1,420,22068
20212022,68,LEWIS,335,Lewis County,100,Lewis County Middle School,335100,A1,295,22314
20212022,68,LEWIS,335,Lewis County,120,Lewis County High School,335120,A1,654,21435
20212022,68,LEWIS,335,Lewis County,140,Tollesboro Elementary School,335140,A1,254,22397
20212022,68,LEWIS,335,Lewis County,970,Foster Meade Career & Technical Center,335970,A2,0,
20212022,69,LINCOLN,341,Lincoln County,40,Crab Orchard Elementary School,341040,A1,247,14809
20212022,69,LINCOLN,341,Lincoln County,50,Highland Elementary School,341050,A1,176,17806
20212022,69,LINCOLN,341,Lincoln County,65,Lincoln County Middle School,341065,A1,772,14196
