Fiscal Year,District,Rank,Years,,I,II,III
2015 - 2016,001 Adair County,IV,9,,30533,0,0
2015 - 2016,001 Adair County,IV,10,,30533,0,0
2015 - 2016,001 Adair County,IV,11,,30533,0,0
2015 - 2016,001 Adair County,IV,12,,30533,0,0
2015 - 2016,001 Adair County,IV,13,,30533,0,0
2015 - 2016,001 Adair County,IV,14,,30533,0,0
2015 - 2016,001 Adair County,IV,15,,30533,0,0
2015 - 2016,001 Adair County,IV,16,,30533,0,0
2015 - 2016,001 Adair County,IV,17,,30533,0,0
2015 - 2016,001 Adair County,IV,18,,30533,0,0
2015 - 2016,001 Adair County,IV,19,,30533,0,0
2015 - 2016,001 Adair County,IV,20,,30533,0,0
2015 - 2016,001 Adair County,IV,21,,30533,0,0
2015 - 2016,001 Adair County,IV,22,,30533,0,0
2015 - 2016,001 Adair County,IV,23,,30533,0,0
2015 - 2016,001 Adair County,IV,24,,30533,0,0
2015 - 2016,001 Adair County,IV,25,,30533,0,0
2015 - 2016,001 Adair County,IV,26,,30533,0,0
2015 - 2016,001 Adair County,IV,27,,30533,0,0
2015 - 2016,001 Adair County,IV,28,,30533,0,0
2015 - 2016,001 Adair County,IV,29,,30533,0,0
2015 - 2016,001 Adair County,IV,30,,30533,0,0
2015 - 2016,001 Adair County,IV,31,,30533,0,0
2015 - 2016,001 Adair County,IV,32,,30533,0,0
2015 - 2016,001 Adair County,IV,33,,30533,0,0
2015 - 2016,001 Adair County,IV,34,,30533,0,0
2015 - 2016,001 Adair County,IV,35,,30533,0,0
2015 - 2016,001 Adair County,IV,36,,30533,0,0
2015 - 2016,001 Adair County,IV,37,,30533,0,0
2015 - 2016,001 Adair County,IV,38,,30533,0,0
2015 - 2016,001 Adair County,IV,39,,30533,0,0
2015 - 2016,001 Adair County,IV,40,,30533,0,0
2015 - 2016,001 Adair County,V,0,,28541,0,0
2015 - 2016,001 Adair County,V,1,,28541,0,0
2015 - 2016,001 Adair County,V,2,,28541,0,0
2015 - 2016,001 Adair County,V,3,,28541,0,0
2015 - 2016,001 Adair County,V,4,,28541,0,0
2015 - 2016,001 Adair County,V,5,,28541,0,0
2015 - 2016,001 Adair County,V,6,,28541,0,0
2015 - 2016,001 Adair County,V,7,,28541,0,0
2015 - 2016,001 Adair County,V,8,,28541,0,0
2015 - 2016,001 Adair County,V,9,,28541,0,0
2015 - 2016,001 Adair County,V,10,,28541,0,0
2015 - 2016,001 Adair County,V,11,,28541,0,0
2015 - 2016,001 Adair County,V,12,,28541,0,0
2015 - 2016,001 Adair County,V,13,,28541,0,0
2015 - 2016,001 Adair County,V,14,,28541,0,0
2015 - 2016,001 Adair County,V,15,,28541,0,0
2015 - 2016,001 Adair County,V,16,,28541,0,0
2015 - 2016,001 Adair County,V,17,,28541,0,0
2015 - 2016,001 Adair County,V,18,,28541,0,0
2015 - 2016,001 Adair County,V,19,,28541,0,0
2015 - 2016,001 Adair County,V,20,,28541,0,0
2015 - 2016,001 Adair County,V,21,,28541,0,0
2015 - 2016,001 Adair County,V,22,,28541,0,0
2015 - 2016,001 Adair County,V,23,,28541,0,0
2015 - 2016,001 Adair County,V,24,,28541,0,0
2015 - 2016,001 Adair County,V,25,,28541,0,0
2015 - 2016,001 Adair County,V,26,,28541,0,0
2015 - 2016,001 Adair County,V,27,,28541,0,0
2015 - 2016,001 Adair County,V,28,,28541,0,0
2015 - 2016,001 Adair County,V,29,,28541,0,0
2015 - 2016,001 Adair County,V,30,,28541,0,0
2015 - 2016,001 Adair County,V,31,,28541,0,0
2015 - 2016,001 Adair County,V,32,,28541,0,0
2015 - 2016,001 Adair County,V,33,,28541,0,0
2015 - 2016,001 Adair County,V,34,,28541,0,0
2015 - 2016,001 Adair County,V,35,,28541,0,0
2015 - 2016,001 Adair County,V,36,,28541,0,0
2015 - 2016,001 Adair County,V,37,,28541,0,0
2015 - 2016,001 Adair County,V,38,,28541,0,0
2015 - 2016,001 Adair County,V,39,,28541,0,0
2015 - 2016,001 Adair County,V,40,,28541,0,0
2015 - 2016,005 Allen County,I,0,,45196,47397,0
2015 - 2016,005 Allen County,I,1,,45284,47486,0
2015 - 2016,005 Allen County,I,2,,45378,47583,0
2015 - 2016,005 Allen County,I,3,,45463,47670,0
2015 - 2016,005 Allen County,I,4,,49718,51923,0
2015 - 2016,005 Allen County,I,5,,49805,52013,0
2015 - 2016,005 Allen County,I,6,,49895,52106,0
2015 - 2016,005 Allen County,I,7,,49982,52193,0
2015 - 2016,005 Allen County,I,8,,50071,52284,0
2015 - 2016,005 Allen County,I,9,,50160,52373,0
2015 - 2016,005 Allen County,I,10,,55761,57972,0
2015 - 2016,005 Allen County,I,11,,55849,58062,0
2015 - 2016,005 Allen County,I,12,,55938,58149,0
2015 - 2016,005 Allen County,I,13,,56024,58239,0
2015 - 2016,005 Allen County,I,14,,56110,58329,0
2015 - 2016,005 Allen County,I,15,,57351,59566,0
2015 - 2016,005 Allen County,I,16,,57438,59656,0
2015 - 2016,005 Allen County,I,17,,57529,59747,0
2015 - 2016,005 Allen County,I,18,,57617,59839,0
2015 - 2016,005 Allen County,I,19,,57709,59931,0
2015 - 2016,005 Allen County,I,20,,58600,60825,0
2015 - 2016,005 Allen County,I,21,,58691,60915,0
2015 - 2016,005 Allen County,I,22,,58783,61008,0
2015 - 2016,005 Allen County,I,23,,58872,61100,0
2015 - 2016,005 Allen County,I,24,,58962,61193,0
2015 - 2016,005 Allen County,I,25,,59656,61887,0
2015 - 2016,005 Allen County,I,26,,59778,62008,0
2015 - 2016,005 Allen County,I,27,,59897,62126,0
2015 - 2016,005 Allen County,I,28,,60017,62250,0
2015 - 2016,005 Allen County,I,29,,60138,62369,0
2015 - 2016,005 Allen County,I,30,,61942,64176,0
2015 - 2016,005 Allen County,I,31,,61942,64176,0
2015 - 2016,005 Allen County,I,32,,61942,64176,0
2015 - 2016,005 Allen County,I,33,,61942,64176,0
2015 - 2016,005 Allen County,I,34,,61942,64176,0
2015 - 2016,005 Allen County,I,35,,61942,64176,0
2015 - 2016,005 Allen County,I,36,,61942,64176,0
2015 - 2016,005 Allen County,I,37,,61942,64176,0
2015 - 2016,005 Allen County,I,38,,61942,64176,0
2015 - 2016,005 Allen County,I,39,,61942,64176,0
2015 - 2016,005 Allen County,I,40,,61942,64176,0
2015 - 2016,005 Allen County,II,0,,41287,0,0
2015 - 2016,005 Allen County,II,1,,41375,0,0
2015 - 2016,005 Allen County,II,2,,41459,0,0
2015 - 2016,005 Allen County,II,3,,41546,0,0
2015 - 2016,005 Allen County,II,4,,45132,0,0
2015 - 2016,005 Allen County,II,5,,45222,0,0
2015 - 2016,005 Allen County,II,6,,45307,0,0
2015 - 2016,005 Allen County,II,7,,45397,0,0
2015 - 2016,005 Allen County,II,8,,45488,0,0
2015 - 2016,005 Allen County,II,9,,45575,0,0
2015 - 2016,005 Allen County,II,10,,51598,0,0
2015 - 2016,005 Allen County,II,11,,51687,0,0
2015 - 2016,005 Allen County,II,12,,51775,0,0
2015 - 2016,005 Allen County,II,13,,51861,0,0
2015 - 2016,005 Allen County,II,14,,51951,0,0
2015 - 2016,005 Allen County,II,15,,53206,0,0
2015 - 2016,005 Allen County,II,16,,53296,0,0
2015 - 2016,005 Allen County,II,17,,53385,0,0
2015 - 2016,005 Allen County,II,18,,53471,0,0
2015 - 2016,005 Allen County,II,19,,53562,0,0
2015 - 2016,005 Allen County,II,20,,55259,0,0
2015 - 2016,005 Allen County,II,21,,55351,0,0
2015 - 2016,005 Allen County,II,22,,55441,0,0
2015 - 2016,005 Allen County,II,23,,55531,0,0
2015 - 2016,005 Allen County,II,24,,55623,0,0
2015 - 2016,005 Allen County,II,25,,56314,0,0
2015 - 2016,005 Allen County,II,26,,56435,0,0
2015 - 2016,005 Allen County,II,27,,56555,0,0
2015 - 2016,005 Allen County,II,28,,56675,0,0
2015 - 2016,005 Allen County,II,29,,56796,0,0
2015 - 2016,005 Allen County,II,30,,58602,0,0
2015 - 2016,005 Allen County,II,31,,58602,0,0
2015 - 2016,005 Allen County,II,32,,58602,0,0
2015 - 2016,005 Allen County,II,33,,58602,0,0
2015 - 2016,005 Allen County,II,34,,58602,0,0
2015 - 2016,005 Allen County,II,35,,58602,0,0
2015 - 2016,005 Allen County,II,36,,58602,0,0
2015 - 2016,005 Allen County,II,37,,58602,0,0
2015 - 2016,005 Allen County,II,38,,58602,0,0
2015 - 2016,005 Allen County,II,39,,58602,0,0
2015 - 2016,005 Allen County,II,40,,58602,0,0
2015 - 2016,005 Allen County,III,0,,36985,0,0
2015 - 2016,005 Allen County,III,1,,37070,0,0
2015 - 2016,005 Allen County,III,2,,37156,0,0
2015 - 2016,005 Allen County,III,3,,37238,0,0
2015 - 2016,005 Allen County,III,4,,41041,0,0
2015 - 2016,005 Allen County,III,5,,41127,0,0
2015 - 2016,005 Allen County,III,6,,41211,0,0
2015 - 2016,005 Allen County,III,7,,41298,0,0
2015 - 2016,005 Allen County,III,8,,41384,0,0
2015 - 2016,005 Allen County,III,9,,41472,0,0
2015 - 2016,005 Allen County,III,10,,47270,0,0
2015 - 2016,005 Allen County,III,11,,47360,0,0
2015 - 2016,005 Allen County,III,12,,47444,0,0
2015 - 2016,005 Allen County,III,13,,47534,0,0
2015 - 2016,005 Allen County,III,14,,47626,0,0
2015 - 2016,005 Allen County,III,15,,48878,0,0
2015 - 2016,005 Allen County,III,16,,48968,0,0
2015 - 2016,005 Allen County,III,17,,49059,0,0
2015 - 2016,005 Allen County,III,18,,49148,0,0
2015 - 2016,005 Allen County,III,19,,49234,0,0
2015 - 2016,005 Allen County,III,20,,51736,0,0
2015 - 2016,005 Allen County,III,21,,51825,0,0
2015 - 2016,005 Allen County,III,22,,51916,0,0
2015 - 2016,005 Allen County,III,23,,52004,0,0
2015 - 2016,005 Allen County,III,24,,52091,0,0
2015 - 2016,005 Allen County,III,25,,52781,0,0
2015 - 2016,005 Allen County,III,26,,52903,0,0
2015 - 2016,005 Allen County,III,27,,53024,0,0
2015 - 2016,005 Allen County,III,28,,53143,0,0
2015 - 2016,005 Allen County,III,29,,53263,0,0
2015 - 2016,005 Allen County,III,30,,55069,0,0
2015 - 2016,005 Allen County,III,31,,55069,0,0
2015 - 2016,005 Allen County,III,32,,55069,0,0
2015 - 2016,005 Allen County,III,33,,55069,0,0
2015 - 2016,005 Allen County,III,34,,55069,0,0
2015 - 2016,005 Allen County,III,35,,55069,0,0
2015 - 2016,005 Allen County,III,36,,55069,0,0
2015 - 2016,005 Allen County,III,37,,55069,0,0
2015 - 2016,005 Allen County,III,38,,55069,0,0
2015 - 2016,005 Allen County,III,39,,55069,0,0
2015 - 2016,005 Allen County,III,40,,55069,0,0
2015 - 2016,005 Allen County,IV,0,,31898,0,0
2015 - 2016,005 Allen County,IV,1,,31898,0,0
2015 - 2016,005 Allen County,IV,2,,31898,0,0
2015 - 2016,005 Allen County,IV,3,,31898,0,0
2015 - 2016,005 Allen County,IV,4,,31898,0,0
2015 - 2016,005 Allen County,IV,5,,31898,0,0
2015 - 2016,005 Allen County,IV,6,,31898,0,0
2015 - 2016,005 Allen County,IV,7,,31898,0,0
2015 - 2016,005 Allen County,IV,8,,31898,0,0
2015 - 2016,005 Allen County,IV,9,,31898,0,0
2015 - 2016,005 Allen County,IV,10,,31898,0,0
2015 - 2016,005 Allen County,IV,11,,31898,0,0
2015 - 2016,005 Allen County,IV,12,,31898,0,0
2015 - 2016,005 Allen County,IV,13,,31898,0,0
2015 - 2016,005 Allen County,IV,14,,31898,0,0
2015 - 2016,005 Allen County,IV,15,,31898,0,0
2015 - 2016,005 Allen County,IV,16,,31898,0,0
2015 - 2016,005 Allen County,IV,17,,31898,0,0
2015 - 2016,005 Allen County,IV,18,,31898,0,0
2015 - 2016,005 Allen County,IV,19,,31898,0,0
2015 - 2016,005 Allen County,IV,20,,31898,0,0
2015 - 2016,005 Allen County,IV,21,,31898,0,0
2015 - 2016,005 Allen County,IV,22,,31898,0,0
2015 - 2016,005 Allen County,IV,23,,31898,0,0
2015 - 2016,005 Allen County,IV,24,,31898,0,0
2015 - 2016,005 Allen County,IV,25,,31898,0,0
2015 - 2016,005 Allen County,IV,26,,31898,0,0
2015 - 2016,005 Allen County,IV,27,,31898,0,0
2015 - 2016,005 Allen County,IV,28,,31898,0,0
2015 - 2016,005 Allen County,IV,29,,31898,0,0
2015 - 2016,005 Allen County,IV,30,,31898,0,0
2015 - 2016,005 Allen County,IV,31,,31898,0,0
2015 - 2016,005 Allen County,IV,32,,31898,0,0
2015 - 2016,005 Allen County,IV,33,,31898,0,0
2015 - 2016,005 Allen County,IV,34,,31898,0,0
2015 - 2016,005 Allen County,IV,35,,31898,0,0
2015 - 2016,005 Allen County,IV,36,,31898,0,0
2015 - 2016,005 Allen County,IV,37,,31898,0,0
2015 - 2016,005 Allen County,IV,38,,31898,0,0
2015 - 2016,005 Allen County,IV,39,,31898,0,0
2015 - 2016,005 Allen County,IV,40,,31898,0,0
2015 - 2016,005 Allen County,V,0,,30505,0,0
2015 - 2016,005 Allen County,V,1,,30505,0,0
2015 - 2016,005 Allen County,V,2,,30505,0,0
2015 - 2016,005 Allen County,V,3,,30505,0,0
2015 - 2016,005 Allen County,V,4,,30505,0,0
2015 - 2016,005 Allen County,V,5,,30505,0,0
2015 - 2016,005 Allen County,V,6,,30505,0,0
2015 - 2016,005 Allen County,V,7,,30505,0,0
2015 - 2016,005 Allen County,V,8,,30505,0,0
2015 - 2016,005 Allen County,V,9,,30505,0,0
2015 - 2016,005 Allen County,V,10,,30505,0,0
2015 - 2016,005 Allen County,V,11,,30505,0,0
2015 - 2016,005 Allen County,V,12,,30505,0,0
2015 - 2016,005 Allen County,V,13,,30505,0,0
2015 - 2016,005 Allen County,V,14,,30505,0,0
2015 - 2016,005 Allen County,V,15,,30505,0,0
2015 - 2016,005 Allen County,V,16,,30505,0,0
2015 - 2016,005 Allen County,V,17,,30505,0,0
2015 - 2016,005 Allen County,V,18,,30505,0,0
2015 - 2016,005 Allen County,V,19,,30505,0,0
2015 - 2016,005 Allen County,V,20,,30505,0,0
2015 - 2016,005 Allen County,V,21,,30505,0,0
2015 - 2016,005 Allen County,V,22,,30505,0,0
2015 - 2016,005 Allen County,V,23,,30505,0,0
2015 - 2016,005 Allen County,V,24,,30505,0,0
2015 - 2016,005 Allen County,V,25,,30505,0,0
2015 - 2016,005 Allen County,V,26,,30505,0,0
2015 - 2016,005 Allen County,V,27,,30505,0,0
2015 - 2016,005 Allen County,V,28,,30505,0,0
2015 - 2016,005 Allen County,V,29,,30505,0,0
2015 - 2016,005 Allen County,V,30,,30505,0,0
2015 - 2016,005 Allen County,V,31,,30505,0,0
2015 - 2016,005 Allen County,V,32,,30505,0,0
2015 - 2016,005 Allen County,V,33,,30505,0,0
2015 - 2016,005 Allen County,V,34,,30505,0,0
2015 - 2016,005 Allen County,V,35,,30505,0,0
2015 - 2016,005 Allen County,V,36,,30505,0,0
2015 - 2016,005 Allen County,V,37,,30505,0,0
2015 - 2016,005 Allen County,V,38,,30505,0,0
2015 - 2016,005 Allen County,V,39,,30505,0,0
2015 - 2016,005 Allen County,V,40,,30505,0,0
2015 - 2016,006 Anchorage Independent,I,0,,50140,52399,0
2015 - 2016,006 Anchorage Independent,I,1,,51183,53442,0
2015 - 2016,006 Anchorage Independent,I,2,,52225,55528,0
2015 - 2016,006 Anchorage Independent,I,3,,53267,56581,0
2015 - 2016,006 Anchorage Independent,I,4,,54312,57653,0
2015 - 2016,006 Anchorage Independent,I,5,,55354,58723,0
2015 - 2016,006 Anchorage Independent,I,6,,56404,59795,0
2015 - 2016,006 Anchorage Independent,I,7,,57475,60866,0
2015 - 2016,006 Anchorage Independent,I,8,,58367,61937,0
2015 - 2016,006 Anchorage Independent,I,9,,59438,63011,0
2015 - 2016,006 Anchorage Independent,I,10,,60509,64080,0
2015 - 2016,006 Anchorage Independent,I,11,,63545,65153,0
2015 - 2016,006 Anchorage Independent,I,12,,64973,66224,0
2015 - 2016,006 Anchorage Independent,I,13,,66402,67295,0
2015 - 2016,006 Anchorage Independent,I,14,,67831,68366,0
2015 - 2016,006 Anchorage Independent,I,15,,69258,69438,0
2015 - 2016,006 Anchorage Independent,I,16,,70686,70866,0
2015 - 2016,006 Anchorage Independent,I,17,,72114,72472,0
2015 - 2016,006 Anchorage Independent,I,18,,73544,74080,0
2015 - 2016,006 Anchorage Independent,I,19,,74257,74793,0
2015 - 2016,006 Anchorage Independent,I,20,,75687,76223,0
2015 - 2016,006 Anchorage Independent,I,21,,75864,76936,0
2015 - 2016,006 Anchorage Independent,I,22,,76043,77650,0
2015 - 2016,006 Anchorage Independent,I,23,,76133,78364,0
2015 - 2016,006 Anchorage Independent,I,24,,76223,79079,0
2015 - 2016,006 Anchorage Independent,I,25,,76953,80150,0
2015 - 2016,006 Anchorage Independent,I,26,,77115,81221,0
2015 - 2016,006 Anchorage Independent,I,27,,78542,82113,0
2015 - 2016,006 Anchorage Independent,I,28,,78542,82113,0
2015 - 2016,006 Anchorage Independent,I,29,,78542,82113,0
2015 - 2016,006 Anchorage Independent,I,30,,78542,82113,0
2015 - 2016,006 Anchorage Independent,I,31,,78542,82113,0
2015 - 2016,006 Anchorage Independent,I,32,,78542,82113,0
2015 - 2016,006 Anchorage Independent,I,33,,78542,82113,0
2015 - 2016,006 Anchorage Independent,I,34,,78542,82113,0
2015 - 2016,006 Anchorage Independent,I,35,,78542,82113,0
2015 - 2016,006 Anchorage Independent,I,36,,78542,82113,0
2015 - 2016,006 Anchorage Independent,I,37,,78542,82113,0
2015 - 2016,006 Anchorage Independent,I,38,,78542,82113,0
2015 - 2016,006 Anchorage Independent,I,39,,78542,82113,0
2015 - 2016,006 Anchorage Independent,I,40,,78542,82113,0
2015 - 2016,006 Anchorage Independent,II,0,,44645,46315,0
2015 - 2016,006 Anchorage Independent,II,1,,45514,47009,0
2015 - 2016,006 Anchorage Independent,II,2,,46383,47705,0
2015 - 2016,006 Anchorage Independent,II,3,,47253,48400,0
2015 - 2016,006 Anchorage Independent,II,4,,48470,49095,0
2015 - 2016,006 Anchorage Independent,II,5,,49513,50486,0
2015 - 2016,006 Anchorage Independent,II,6,,50383,51877,0
2015 - 2016,006 Anchorage Independent,II,7,,51425,53267,0
2015 - 2016,006 Anchorage Independent,II,8,,52642,54659,0
2015 - 2016,006 Anchorage Independent,II,9,,54033,56049,0
2015 - 2016,006 Anchorage Independent,II,10,,55424,57475,0
2015 - 2016,006 Anchorage Independent,II,11,,58260,59975,0
2015 - 2016,006 Anchorage Independent,II,12,,60044,61402,0
2015 - 2016,006 Anchorage Independent,II,13,,61474,62830,0
2015 - 2016,006 Anchorage Independent,II,14,,62903,64260,0
2015 - 2016,006 Anchorage Independent,II,15,,64329,65688,0
2015 - 2016,006 Anchorage Independent,II,16,,66473,68901,0
2015 - 2016,006 Anchorage Independent,II,17,,68972,70686,0
2015 - 2016,006 Anchorage Independent,II,18,,69330,70866,0
2015 - 2016,006 Anchorage Independent,II,19,,69686,71043,0
2015 - 2016,006 Anchorage Independent,II,20,,70401,71758,0
2015 - 2016,006 Anchorage Independent,II,21,,70758,72114,0
2015 - 2016,006 Anchorage Independent,II,22,,70936,72472,0
2015 - 2016,006 Anchorage Independent,II,23,,71114,72829,0
2015 - 2016,006 Anchorage Independent,II,24,,71294,73009,0
2015 - 2016,006 Anchorage Independent,II,25,,71651,73186,0
2015 - 2016,006 Anchorage Independent,II,26,,71829,73544,0
2015 - 2016,006 Anchorage Independent,II,27,,73186,74971,0
2015 - 2016,006 Anchorage Independent,II,28,,73186,74971,0
2015 - 2016,006 Anchorage Independent,II,29,,73186,74971,0
2015 - 2016,006 Anchorage Independent,II,30,,73186,74971,0
2015 - 2016,006 Anchorage Independent,II,31,,73186,74971,0
2015 - 2016,006 Anchorage Independent,II,32,,73186,74971,0
2015 - 2016,006 Anchorage Independent,II,33,,73186,74971,0
2015 - 2016,006 Anchorage Independent,II,34,,73186,74971,0
2015 - 2016,006 Anchorage Independent,II,35,,73186,74971,0
2015 - 2016,006 Anchorage Independent,II,36,,73186,74971,0
2015 - 2016,006 Anchorage Independent,II,37,,73186,74971,0
2015 - 2016,006 Anchorage Independent,II,38,,73186,74971,0
2015 - 2016,006 Anchorage Independent,II,39,,73186,74971,0
2015 - 2016,006 Anchorage Independent,II,40,,73186,74971,0
2015 - 2016,006 Anchorage Independent,III,0,,39708,41098,0
2015 - 2016,006 Anchorage Independent,III,1,,40403,41968,0
2015 - 2016,006 Anchorage Independent,III,2,,41098,42837,0
2015 - 2016,006 Anchorage Independent,III,3,,41795,43707,0
