Fiscal Year,District,Rank,Years,,I,II,III
2015 - 2016,015 Ballard County,I,0,,43336,0,0
2015 - 2016,015 Ballard County,I,1,,43580,0,0
2015 - 2016,015 Ballard County,I,2,,43810,0,0
2015 - 2016,015 Ballard County,I,3,,44048,0,0
2015 - 2016,015 Ballard County,I,4,,47053,0,0
2015 - 2016,015 Ballard County,I,5,,47281,0,0
2015 - 2016,015 Ballard County,I,6,,47518,0,0
2015 - 2016,015 Ballard County,I,7,,47757,0,0
2015 - 2016,015 Ballard County,I,8,,47994,0,0
2015 - 2016,015 Ballard County,I,9,,48229,0,0
2015 - 2016,015 Ballard County,I,10,,52445,0,0
2015 - 2016,015 Ballard County,I,11,,52676,0,0
2015 - 2016,015 Ballard County,I,12,,52916,0,0
2015 - 2016,015 Ballard County,I,13,,53150,0,0
2015 - 2016,015 Ballard County,I,14,,53391,0,0
2015 - 2016,015 Ballard County,I,15,,53863,0,0
2015 - 2016,015 Ballard County,I,16,,54100,0,0
2015 - 2016,015 Ballard County,I,17,,54336,0,0
2015 - 2016,015 Ballard County,I,18,,54573,0,0
2015 - 2016,015 Ballard County,I,19,,54811,0,0
2015 - 2016,015 Ballard County,I,20,,55187,0,0
2015 - 2016,015 Ballard County,I,21,,55430,0,0
2015 - 2016,015 Ballard County,I,22,,55703,0,0
2015 - 2016,015 Ballard County,I,23,,55967,0,0
2015 - 2016,015 Ballard County,I,24,,55967,0,0
2015 - 2016,015 Ballard County,I,25,,55967,0,0
2015 - 2016,015 Ballard County,I,26,,55967,0,0
2015 - 2016,015 Ballard County,I,27,,55967,0,0
2015 - 2016,015 Ballard County,I,28,,55967,0,0
2015 - 2016,015 Ballard County,I,29,,55967,0,0
2015 - 2016,015 Ballard County,I,30,,55967,0,0
2015 - 2016,015 Ballard County,I,31,,55967,0,0
2015 - 2016,015 Ballard County,I,32,,55967,0,0
2015 - 2016,015 Ballard County,I,33,,55967,0,0
2015 - 2016,015 Ballard County,I,34,,55967,0,0
2015 - 2016,015 Ballard County,I,35,,55967,0,0
2015 - 2016,015 Ballard County,I,36,,55967,0,0
2015 - 2016,015 Ballard County,I,37,,55967,0,0
2015 - 2016,015 Ballard County,I,38,,55967,0,0
2015 - 2016,015 Ballard County,I,39,,55967,0,0
2015 - 2016,015 Ballard County,I,40,,55967,0,0
2015 - 2016,015 Ballard County,II,0,,39285,0,0
2015 - 2016,015 Ballard County,II,1,,39524,0,0
2015 - 2016,015 Ballard County,II,2,,39755,0,0
2015 - 2016,015 Ballard County,II,3,,39997,0,0
2015 - 2016,015 Ballard County,II,4,,43057,0,0
2015 - 2016,015 Ballard County,II,5,,43308,0,0
2015 - 2016,015 Ballard County,II,6,,43545,0,0
2015 - 2016,015 Ballard County,II,7,,43782,0,0
2015 - 2016,015 Ballard County,II,8,,44019,0,0
2015 - 2016,015 Ballard County,II,9,,44256,0,0
2015 - 2016,015 Ballard County,II,10,,48426,0,0
2015 - 2016,015 Ballard County,II,11,,48654,0,0
2015 - 2016,015 Ballard County,II,12,,48892,0,0
2015 - 2016,015 Ballard County,II,13,,49129,0,0
2015 - 2016,015 Ballard County,II,14,,49366,0,0
2015 - 2016,015 Ballard County,II,15,,49749,0,0
2015 - 2016,015 Ballard County,II,16,,50126,0,0
2015 - 2016,015 Ballard County,II,17,,50357,0,0
2015 - 2016,015 Ballard County,II,18,,50601,0,0
2015 - 2016,015 Ballard County,II,19,,50837,0,0
2015 - 2016,015 Ballard County,II,20,,51211,0,0
2015 - 2016,015 Ballard County,II,21,,51457,0,0
2015 - 2016,015 Ballard County,II,22,,51723,0,0
2015 - 2016,015 Ballard County,II,23,,51996,0,0
2015 - 2016,015 Ballard County,II,24,,51996,0,0
2015 - 2016,015 Ballard County,II,25,,51996,0,0
2015 - 2016,015 Ballard County,II,26,,51996,0,0
2015 - 2016,015 Ballard County,II,27,,51996,0,0
2015 - 2016,015 Ballard County,II,28,,51996,0,0
2015 - 2016,015 Ballard County,II,29,,51996,0,0
2015 - 2016,015 Ballard County,II,30,,51996,0,0
2015 - 2016,015 Ballard County,II,31,,51996,0,0
2015 - 2016,015 Ballard County,II,32,,51996,0,0
2015 - 2016,015 Ballard County,II,33,,51996,0,0
2015 - 2016,015 Ballard County,II,34,,51996,0,0
2015 - 2016,015 Ballard County,II,35,,51996,0,0
2015 - 2016,015 Ballard County,II,36,,51996,0,0
2015 - 2016,015 Ballard County,II,37,,51996,0,0
2015 - 2016,015 Ballard County,II,38,,51996,0,0
2015 - 2016,015 Ballard County,II,39,,51996,0,0
2015 - 2016,015 Ballard County,II,40,,51996,0,0
2015 - 2016,015 Ballard County,III,0,,35321,0,0
2015 - 2016,015 Ballard County,III,1,,35555,0,0
2015 - 2016,015 Ballard County,III,2,,35855,0,0
2015 - 2016,015 Ballard County,III,3,,36030,0,0
2015 - 2016,015 Ballard County,III,4,,39370,0,0
2015 - 2016,015 Ballard County,III,5,,39605,0,0
2015 - 2016,015 Ballard County,III,6,,39843,0,0
2015 - 2016,015 Ballard County,III,7,,40081,0,0
2015 - 2016,015 Ballard County,III,8,,40309,0,0
2015 - 2016,015 Ballard County,III,9,,40554,0,0
2015 - 2016,015 Ballard County,III,10,,44394,0,0
2015 - 2016,015 Ballard County,III,11,,44633,0,0
2015 - 2016,015 Ballard County,III,12,,44872,0,0
2015 - 2016,015 Ballard County,III,13,,45110,0,0
2015 - 2016,015 Ballard County,III,14,,45343,0,0
2015 - 2016,015 Ballard County,III,15,,45699,0,0
2015 - 2016,015 Ballard County,III,16,,46005,0,0
2015 - 2016,015 Ballard County,III,17,,46246,0,0
2015 - 2016,015 Ballard County,III,18,,46481,0,0
2015 - 2016,015 Ballard County,III,19,,46716,0,0
2015 - 2016,015 Ballard County,III,20,,47239,0,0
2015 - 2016,015 Ballard County,III,21,,47478,0,0
2015 - 2016,015 Ballard County,III,22,,47740,0,0
2015 - 2016,015 Ballard County,III,23,,48013,0,0
2015 - 2016,015 Ballard County,III,24,,48013,0,0
2015 - 2016,015 Ballard County,III,25,,48013,0,0
2015 - 2016,015 Ballard County,III,26,,48013,0,0
2015 - 2016,015 Ballard County,III,27,,48013,0,0
2015 - 2016,015 Ballard County,III,28,,48013,0,0
2015 - 2016,015 Ballard County,III,29,,48013,0,0
2015 - 2016,015 Ballard County,III,30,,48013,0,0
2015 - 2016,015 Ballard County,III,31,,48013,0,0
2015 - 2016,015 Ballard County,III,32,,48013,0,0
2015 - 2016,015 Ballard County,III,33,,48013,0,0
2015 - 2016,015 Ballard County,III,34,,48013,0,0
2015 - 2016,015 Ballard County,III,35,,48013,0,0
2015 - 2016,015 Ballard County,III,36,,48013,0,0
2015 - 2016,015 Ballard County,III,37,,48013,0,0
2015 - 2016,015 Ballard County,III,38,,48013,0,0
2015 - 2016,015 Ballard County,III,39,,48013,0,0
2015 - 2016,015 Ballard County,III,40,,48013,0,0
2015 - 2016,015 Ballard County,IV,0,,31248,0,0
2015 - 2016,015 Ballard County,IV,1,,31248,0,0
2015 - 2016,015 Ballard County,IV,2,,31248,0,0
2015 - 2016,015 Ballard County,IV,3,,31248,0,0
2015 - 2016,015 Ballard County,IV,4,,31248,0,0
2015 - 2016,015 Ballard County,IV,5,,31248,0,0
2015 - 2016,015 Ballard County,IV,6,,31248,0,0
2015 - 2016,015 Ballard County,IV,7,,31248,0,0
2015 - 2016,015 Ballard County,IV,8,,31248,0,0
2015 - 2016,015 Ballard County,IV,9,,31248,0,0
2015 - 2016,015 Ballard County,IV,10,,31248,0,0
2015 - 2016,015 Ballard County,IV,11,,31248,0,0
2015 - 2016,015 Ballard County,IV,12,,31248,0,0
2015 - 2016,015 Ballard County,IV,13,,31248,0,0
2015 - 2016,015 Ballard County,IV,14,,31248,0,0
2015 - 2016,015 Ballard County,IV,15,,31248,0,0
2015 - 2016,015 Ballard County,IV,16,,31248,0,0
2015 - 2016,015 Ballard County,IV,17,,31248,0,0
2015 - 2016,015 Ballard County,IV,18,,31248,0,0
2015 - 2016,015 Ballard County,IV,19,,31248,0,0
2015 - 2016,015 Ballard County,IV,20,,31248,0,0
2015 - 2016,015 Ballard County,IV,21,,31248,0,0
2015 - 2016,015 Ballard County,IV,22,,31248,0,0
2015 - 2016,015 Ballard County,IV,23,,31248,0,0
2015 - 2016,015 Ballard County,IV,24,,31248,0,0
2015 - 2016,015 Ballard County,IV,25,,31248,0,0
2015 - 2016,015 Ballard County,IV,26,,31248,0,0
2015 - 2016,015 Ballard County,IV,27,,31248,0,0
2015 - 2016,015 Ballard County,IV,28,,31248,0,0
2015 - 2016,015 Ballard County,IV,29,,31248,0,0
2015 - 2016,015 Ballard County,IV,30,,31248,0,0
2015 - 2016,015 Ballard County,IV,31,,31248,0,0
2015 - 2016,015 Ballard County,IV,32,,31248,0,0
2015 - 2016,015 Ballard County,IV,33,,31248,0,0
2015 - 2016,015 Ballard County,IV,34,,31248,0,0
2015 - 2016,015 Ballard County,IV,35,,31248,0,0
2015 - 2016,015 Ballard County,IV,36,,31248,0,0
2015 - 2016,015 Ballard County,IV,37,,31248,0,0
2015 - 2016,015 Ballard County,IV,38,,31248,0,0
2015 - 2016,015 Ballard County,IV,39,,31248,0,0
2015 - 2016,015 Ballard County,IV,40,,31248,0,0
2015 - 2016,015 Ballard County,V,0,,29198,0,0
2015 - 2016,015 Ballard County,V,1,,29198,0,0
2015 - 2016,015 Ballard County,V,2,,29198,0,0
2015 - 2016,015 Ballard County,V,3,,29198,0,0
2015 - 2016,015 Ballard County,V,4,,29198,0,0
2015 - 2016,015 Ballard County,V,5,,29198,0,0
2015 - 2016,015 Ballard County,V,6,,29198,0,0
2015 - 2016,015 Ballard County,V,7,,29198,0,0
2015 - 2016,015 Ballard County,V,8,,29198,0,0
2015 - 2016,015 Ballard County,V,9,,29198,0,0
2015 - 2016,015 Ballard County,V,10,,29198,0,0
2015 - 2016,015 Ballard County,V,11,,29198,0,0
2015 - 2016,015 Ballard County,V,12,,29198,0,0
2015 - 2016,015 Ballard County,V,13,,29198,0,0
2015 - 2016,015 Ballard County,V,14,,29198,0,0
2015 - 2016,015 Ballard County,V,15,,29198,0,0
2015 - 2016,015 Ballard County,V,16,,29198,0,0
2015 - 2016,015 Ballard County,V,17,,29198,0,0
2015 - 2016,015 Ballard County,V,18,,29198,0,0
2015 - 2016,015 Ballard County,V,19,,29198,0,0
2015 - 2016,015 Ballard County,V,20,,29198,0,0
2015 - 2016,015 Ballard County,V,21,,29198,0,0
2015 - 2016,015 Ballard County,V,22,,29198,0,0
2015 - 2016,015 Ballard County,V,23,,29198,0,0
2015 - 2016,015 Ballard County,V,24,,29198,0,0
2015 - 2016,015 Ballard County,V,25,,29198,0,0
2015 - 2016,015 Ballard County,V,26,,29198,0,0
2015 - 2016,015 Ballard County,V,27,,29198,0,0
2015 - 2016,015 Ballard County,V,28,,29198,0,0
2015 - 2016,015 Ballard County,V,29,,29198,0,0
2015 - 2016,015 Ballard County,V,30,,29198,0,0
2015 - 2016,015 Ballard County,V,31,,29198,0,0
2015 - 2016,015 Ballard County,V,32,,29198,0,0
2015 - 2016,015 Ballard County,V,33,,29198,0,0
2015 - 2016,015 Ballard County,V,34,,29198,0,0
2015 - 2016,015 Ballard County,V,35,,29198,0,0
2015 - 2016,015 Ballard County,V,36,,29198,0,0
2015 - 2016,015 Ballard County,V,37,,29198,0,0
2015 - 2016,015 Ballard County,V,38,,29198,0,0
2015 - 2016,015 Ballard County,V,39,,29198,0,0
2015 - 2016,015 Ballard County,V,40,,29198,0,0
2015 - 2016,016 Barbourville Independent,I,0,,41954,0,49980
2015 - 2016,016 Barbourville Independent,I,1,,42048,0,49980
2015 - 2016,016 Barbourville Independent,I,2,,42138,0,49980
2015 - 2016,016 Barbourville Independent,I,3,,42212,0,49980
2015 - 2016,016 Barbourville Independent,I,4,,46242,0,49980
2015 - 2016,016 Barbourville Independent,I,5,,46332,0,49980
2015 - 2016,016 Barbourville Independent,I,6,,46421,0,49980
2015 - 2016,016 Barbourville Independent,I,7,,46500,0,49980
2015 - 2016,016 Barbourville Independent,I,8,,46983,0,49980
2015 - 2016,016 Barbourville Independent,I,9,,47078,0,49980
2015 - 2016,016 Barbourville Independent,I,10,,52811,0,49980
2015 - 2016,016 Barbourville Independent,I,11,,52900,0,49980
2015 - 2016,016 Barbourville Independent,I,12,,53457,0,49980
2015 - 2016,016 Barbourville Independent,I,13,,55536,0,49980
2015 - 2016,016 Barbourville Independent,I,14,,53646,0,49980
2015 - 2016,016 Barbourville Independent,I,15,,55412,0,49980
2015 - 2016,016 Barbourville Independent,I,16,,55778,0,49980
2015 - 2016,016 Barbourville Independent,I,17,,55895,0,49980
2015 - 2016,016 Barbourville Independent,I,18,,55978,0,49980
2015 - 2016,016 Barbourville Independent,I,19,,56063,0,49980
2015 - 2016,016 Barbourville Independent,I,20,,56984,0,49980
2015 - 2016,016 Barbourville Independent,I,21,,56984,0,0
2015 - 2016,016 Barbourville Independent,I,22,,56984,0,0
2015 - 2016,016 Barbourville Independent,I,23,,56984,0,0
2015 - 2016,016 Barbourville Independent,I,24,,56984,0,0
2015 - 2016,016 Barbourville Independent,I,25,,56984,0,0
2015 - 2016,016 Barbourville Independent,I,26,,56984,0,0
2015 - 2016,016 Barbourville Independent,I,27,,56984,0,0
2015 - 2016,016 Barbourville Independent,I,28,,56984,0,0
2015 - 2016,016 Barbourville Independent,I,29,,56984,0,0
2015 - 2016,016 Barbourville Independent,I,30,,56984,0,0
2015 - 2016,016 Barbourville Independent,I,31,,56984,0,0
2015 - 2016,016 Barbourville Independent,I,32,,56984,0,0
2015 - 2016,016 Barbourville Independent,I,33,,56984,0,0
2015 - 2016,016 Barbourville Independent,I,34,,56984,0,0
2015 - 2016,016 Barbourville Independent,I,35,,56984,0,0
2015 - 2016,016 Barbourville Independent,I,36,,56984,0,0
2015 - 2016,016 Barbourville Independent,I,37,,56984,0,0
2015 - 2016,016 Barbourville Independent,I,38,,56984,0,0
2015 - 2016,016 Barbourville Independent,I,39,,56984,0,0
2015 - 2016,016 Barbourville Independent,I,40,,56984,0,0
2015 - 2016,016 Barbourville Independent,II,0,,38214,0,0
2015 - 2016,016 Barbourville Independent,II,1,,38282,0,0
2015 - 2016,016 Barbourville Independent,II,2,,38382,0,0
2015 - 2016,016 Barbourville Independent,II,3,,38467,0,0
2015 - 2016,016 Barbourville Independent,II,4,,42033,0,0
2015 - 2016,016 Barbourville Independent,II,5,,42463,0,0
2015 - 2016,016 Barbourville Independent,II,6,,42543,0,0
2015 - 2016,016 Barbourville Independent,II,7,,42628,0,0
2015 - 2016,016 Barbourville Independent,II,8,,43063,0,0
2015 - 2016,016 Barbourville Independent,II,9,,43164,0,0
2015 - 2016,016 Barbourville Independent,II,10,,47845,0,0
2015 - 2016,016 Barbourville Independent,II,11,,47930,0,0
2015 - 2016,016 Barbourville Independent,II,12,,48433,0,0
2015 - 2016,016 Barbourville Independent,II,13,,48518,0,0
2015 - 2016,016 Barbourville Independent,II,14,,48589,0,0
2015 - 2016,016 Barbourville Independent,II,15,,49873,0,0
2015 - 2016,016 Barbourville Independent,II,16,,50400,0,0
2015 - 2016,016 Barbourville Independent,II,17,,50483,0,0
2015 - 2016,016 Barbourville Independent,II,18,,50583,0,0
2015 - 2016,016 Barbourville Independent,II,19,,50677,0,0
2015 - 2016,016 Barbourville Independent,II,20,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,21,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,22,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,23,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,24,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,25,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,26,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,27,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,28,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,29,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,30,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,31,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,32,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,33,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,34,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,35,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,36,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,37,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,38,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,39,,51559,0,0
2015 - 2016,016 Barbourville Independent,II,40,,51559,0,0
2015 - 2016,016 Barbourville Independent,III,0,,34295,0,0
2015 - 2016,016 Barbourville Independent,III,1,,34373,0,0
2015 - 2016,016 Barbourville Independent,III,2,,34456,0,0
2015 - 2016,016 Barbourville Independent,III,3,,34551,0,0
2015 - 2016,016 Barbourville Independent,III,4,,38471,0,0
2015 - 2016,016 Barbourville Independent,III,5,,38549,0,0
2015 - 2016,016 Barbourville Independent,III,6,,38644,0,0
2015 - 2016,016 Barbourville Independent,III,7,,38718,0,0
2015 - 2016,016 Barbourville Independent,III,8,,39128,0,0
2015 - 2016,016 Barbourville Independent,III,9,,39223,0,0
2015 - 2016,016 Barbourville Independent,III,10,,43969,0,0
2015 - 2016,016 Barbourville Independent,III,11,,44058,0,0
2015 - 2016,016 Barbourville Independent,III,12,,44508,0,0
2015 - 2016,016 Barbourville Independent,III,13,,44594,0,0
2015 - 2016,016 Barbourville Independent,III,14,,44689,0,0
2015 - 2016,016 Barbourville Independent,III,15,,45819,0,0
2015 - 2016,016 Barbourville Independent,III,16,,46300,0,0
2015 - 2016,016 Barbourville Independent,III,17,,46385,0,0
2015 - 2016,016 Barbourville Independent,III,18,,46490,0,0
2015 - 2016,016 Barbourville Independent,III,19,,46570,0,0
2015 - 2016,016 Barbourville Independent,III,20,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,21,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,22,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,23,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,24,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,25,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,26,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,27,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,28,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,29,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,30,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,31,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,32,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,33,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,34,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,35,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,36,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,37,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,38,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,39,,47399,0,0
2015 - 2016,016 Barbourville Independent,III,40,,47399,0,0
2015 - 2016,016 Barbourville Independent,IV,0,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,1,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,2,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,3,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,4,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,5,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,6,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,7,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,8,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,9,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,10,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,11,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,12,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,13,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,14,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,15,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,16,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,17,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,18,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,19,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,20,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,21,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,22,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,23,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,24,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,25,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,26,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,27,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,28,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,29,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,30,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,31,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,32,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,33,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,34,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,35,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,36,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,37,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,38,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,39,,32439,0,0
2015 - 2016,016 Barbourville Independent,IV,40,,32439,0,0
2015 - 2016,016 Barbourville Independent,V,0,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,1,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,2,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,3,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,4,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,5,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,6,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,7,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,8,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,9,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,10,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,11,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,12,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,13,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,14,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,15,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,16,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,17,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,18,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,19,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,20,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,21,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,22,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,23,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,24,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,25,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,26,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,27,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,28,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,29,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,30,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,31,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,32,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,33,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,34,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,35,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,36,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,37,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,38,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,39,,28723,0,0
2015 - 2016,016 Barbourville Independent,V,40,,28723,0,0
2015 - 2016,017 Bardstown Independent,I,0,,48880,50328,0
2015 - 2016,017 Bardstown Independent,I,1,,49329,50882,0
2015 - 2016,017 Bardstown Independent,I,2,,49870,51424,0
2015 - 2016,017 Bardstown Independent,I,3,,50423,51965,0
2015 - 2016,017 Bardstown Independent,I,4,,52853,54410,0
2015 - 2016,017 Bardstown Independent,I,5,,53403,54957,0
2015 - 2016,017 Bardstown Independent,I,6,,53957,55504,0
2015 - 2016,017 Bardstown Independent,I,7,,54505,56056,0
2015 - 2016,017 Bardstown Independent,I,8,,55052,56601,0
2015 - 2016,017 Bardstown Independent,I,9,,55600,57153,0
2015 - 2016,017 Bardstown Independent,I,10,,59237,60783,0
2015 - 2016,017 Bardstown Independent,I,11,,59770,61317,0
2015 - 2016,017 Bardstown Independent,I,12,,60308,61849,0
2015 - 2016,017 Bardstown Independent,I,13,,60838,62386,0
2015 - 2016,017 Bardstown Independent,I,14,,61367,62920,0
2015 - 2016,017 Bardstown Independent,I,15,,63569,65172,0
2015 - 2016,017 Bardstown Independent,I,16,,64226,66047,0
2015 - 2016,017 Bardstown Independent,I,17,,64971,67048,0
2015 - 2016,017 Bardstown Independent,I,18,,65801,68184,0
2015 - 2016,017 Bardstown Independent,I,19,,66719,69498,0
2015 - 2016,017 Bardstown Independent,I,20,,67722,70980,0
2015 - 2016,017 Bardstown Independent,I,21,,68202,71490,0
2015 - 2016,017 Bardstown Independent,I,22,,68668,71933,0
2015 - 2016,017 Bardstown Independent,I,23,,69061,72316,0
2015 - 2016,017 Bardstown Independent,I,24,,69421,72672,0
2015 - 2016,017 Bardstown Independent,I,25,,69826,73114,0
2015 - 2016,017 Bardstown Independent,I,26,,70087,73384,0
2015 - 2016,017 Bardstown Independent,I,27,,70613,73911,0
2015 - 2016,017 Bardstown Independent,I,28,,71140,74463,0
2015 - 2016,017 Bardstown Independent,I,29,,71140,74463,0
2015 - 2016,017 Bardstown Independent,I,30,,71140,74463,0
2015 - 2016,017 Bardstown Independent,I,31,,71140,74463,0
2015 - 2016,017 Bardstown Independent,I,32,,71140,74463,0
2015 - 2016,017 Bardstown Independent,I,33,,71140,74463,0
2015 - 2016,017 Bardstown Independent,I,34,,71140,74463,0
2015 - 2016,017 Bardstown Independent,I,35,,71140,74463,0
2015 - 2016,017 Bardstown Independent,I,36,,71140,74463,0
2015 - 2016,017 Bardstown Independent,I,37,,71140,74463,0
2015 - 2016,017 Bardstown Independent,I,38,,71140,74463,0
2015 - 2016,017 Bardstown Independent,I,39,,71140,74463,0
2015 - 2016,017 Bardstown Independent,I,40,,71140,74463,0
2015 - 2016,017 Bardstown Independent,II,0,,44302,44969,0
2015 - 2016,017 Bardstown Independent,II,1,,44836,45503,0
2015 - 2016,017 Bardstown Independent,II,2,,45367,46033,0
2015 - 2016,017 Bardstown Independent,II,3,,45897,46566,0
2015 - 2016,017 Bardstown Independent,II,4,,48325,49016,0
2015 - 2016,017 Bardstown Independent,II,5,,48880,49567,0
2015 - 2016,017 Bardstown Independent,II,6,,49426,50113,0
2015 - 2016,017 Bardstown Independent,II,7,,49973,50663,0
2015 - 2016,017 Bardstown Independent,II,8,,50521,51213,0
2015 - 2016,017 Bardstown Independent,II,9,,51077,51761,0
2015 - 2016,017 Bardstown Independent,II,10,,54685,55374,0
2015 - 2016,017 Bardstown Independent,II,11,,55192,55760,0
2015 - 2016,017 Bardstown Independent,II,12,,55461,56277,0
2015 - 2016,017 Bardstown Independent,II,13,,56233,56797,0
