Fiscal Year,District,Rank,Years,,I,II,III
2019 - 2020,111 Casey County,IV,25,,31701,0,0
2019 - 2020,111 Casey County,IV,26,,31701,0,0
2019 - 2020,111 Casey County,IV,27,,31701,0,0
2019 - 2020,111 Casey County,IV,28,,31701,0,0
2019 - 2020,111 Casey County,IV,29,,31701,0,0
2019 - 2020,111 Casey County,IV,30,,31701,0,0
2019 - 2020,111 Casey County,IV,31,,31701,0,0
2019 - 2020,111 Casey County,IV,32,,31701,0,0
2019 - 2020,111 Casey County,IV,33,,31701,0,0
2019 - 2020,111 Casey County,IV,34,,31701,0,0
2019 - 2020,111 Casey County,IV,35,,31701,0,0
2019 - 2020,111 Casey County,IV,36,,31701,0,0
2019 - 2020,111 Casey County,IV,37,,31701,0,0
2019 - 2020,111 Casey County,IV,38,,31701,0,0
2019 - 2020,111 Casey County,IV,39,,31701,0,0
2019 - 2020,111 Casey County,IV,40,,31701,0,0
2019 - 2020,111 Casey County,V,0,,29630,0,0
2019 - 2020,111 Casey County,V,1,,29630,0,0
2019 - 2020,111 Casey County,V,2,,29630,0,0
2019 - 2020,111 Casey County,V,3,,29630,0,0
2019 - 2020,111 Casey County,V,4,,29630,0,0
2019 - 2020,111 Casey County,V,5,,29630,0,0
2019 - 2020,111 Casey County,V,6,,29630,0,0
2019 - 2020,111 Casey County,V,7,,29630,0,0
2019 - 2020,111 Casey County,V,8,,29630,0,0
2019 - 2020,111 Casey County,V,9,,29630,0,0
2019 - 2020,111 Casey County,V,10,,29630,0,0
2019 - 2020,111 Casey County,V,11,,29630,0,0
2019 - 2020,111 Casey County,V,12,,29630,0,0
2019 - 2020,111 Casey County,V,13,,29630,0,0
2019 - 2020,111 Casey County,V,14,,29630,0,0
2019 - 2020,111 Casey County,V,15,,29630,0,0
2019 - 2020,111 Casey County,V,16,,29630,0,0
2019 - 2020,111 Casey County,V,17,,29630,0,0
2019 - 2020,111 Casey County,V,18,,29630,0,0
2019 - 2020,111 Casey County,V,19,,29630,0,0
2019 - 2020,111 Casey County,V,20,,29630,0,0
2019 - 2020,111 Casey County,V,21,,29630,0,0
2019 - 2020,111 Casey County,V,22,,29630,0,0
2019 - 2020,111 Casey County,V,23,,29630,0,0
2019 - 2020,111 Casey County,V,24,,29630,0,0
2019 - 2020,111 Casey County,V,25,,29630,0,0
2019 - 2020,111 Casey County,V,26,,29630,0,0
2019 - 2020,111 Casey County,V,27,,29630,0,0
2019 - 2020,111 Casey County,V,28,,29630,0,0
2019 - 2020,111 Casey County,V,29,,29630,0,0
2019 - 2020,111 Casey County,V,30,,29630,0,0
2019 - 2020,111 Casey County,V,31,,29630,0,0
2019 - 2020,111 Casey County,V,32,,29630,0,0
2019 - 2020,111 Casey County,V,33,,29630,0,0
2019 - 2020,111 Casey County,V,34,,29630,0,0
2019 - 2020,111 Casey County,V,35,,29630,0,0
2019 - 2020,111 Casey County,V,36,,29630,0,0
2019 - 2020,111 Casey County,V,37,,29630,0,0
2019 - 2020,111 Casey County,V,38,,29630,0,0
2019 - 2020,111 Casey County,V,39,,29630,0,0
2019 - 2020,111 Casey County,V,40,,29630,0,0
2019 - 2020,113 Caverna Independent,I,0,,48222,0,0
2019 - 2020,113 Caverna Independent,I,1,,48398,0,0
2019 - 2020,113 Caverna Independent,I,2,,49424,0,0
2019 - 2020,113 Caverna Independent,I,3,,49678,0,0
2019 - 2020,113 Caverna Independent,I,4,,52743,0,0
2019 - 2020,113 Caverna Independent,I,5,,53108,0,0
2019 - 2020,113 Caverna Independent,I,6,,53468,0,0
2019 - 2020,113 Caverna Independent,I,7,,53845,0,0
2019 - 2020,113 Caverna Independent,I,8,,54191,0,0
2019 - 2020,113 Caverna Independent,I,9,,54554,0,0
2019 - 2020,113 Caverna Independent,I,10,,58717,0,0
2019 - 2020,113 Caverna Independent,I,11,,59084,0,0
2019 - 2020,113 Caverna Independent,I,12,,59262,0,0
2019 - 2020,113 Caverna Independent,I,13,,59468,0,0
2019 - 2020,113 Caverna Independent,I,14,,59596,0,0
2019 - 2020,113 Caverna Independent,I,15,,60972,0,0
2019 - 2020,113 Caverna Independent,I,16,,61321,0,0
2019 - 2020,113 Caverna Independent,I,17,,61684,0,0
2019 - 2020,113 Caverna Independent,I,18,,62073,0,0
2019 - 2020,113 Caverna Independent,I,19,,62493,0,0
2019 - 2020,113 Caverna Independent,I,20,,62731,0,0
2019 - 2020,113 Caverna Independent,I,21,,63054,0,0
2019 - 2020,113 Caverna Independent,I,22,,63373,0,0
2019 - 2020,113 Caverna Independent,I,23,,63695,0,0
2019 - 2020,113 Caverna Independent,I,24,,64017,0,0
2019 - 2020,113 Caverna Independent,I,25,,64337,0,0
2019 - 2020,113 Caverna Independent,I,26,,64659,0,0
2019 - 2020,113 Caverna Independent,I,27,,64982,0,0
2019 - 2020,113 Caverna Independent,I,28,,64982,0,0
2019 - 2020,113 Caverna Independent,I,29,,64982,0,0
2019 - 2020,113 Caverna Independent,I,30,,64982,0,0
2019 - 2020,113 Caverna Independent,I,31,,64982,0,0
2019 - 2020,113 Caverna Independent,I,32,,64982,0,0
2019 - 2020,113 Caverna Independent,I,33,,64982,0,0
2019 - 2020,113 Caverna Independent,I,34,,64982,0,0
2019 - 2020,113 Caverna Independent,I,35,,64982,0,0
2019 - 2020,113 Caverna Independent,I,36,,64982,0,0
2019 - 2020,113 Caverna Independent,I,37,,64982,0,0
2019 - 2020,113 Caverna Independent,I,38,,64982,0,0
2019 - 2020,113 Caverna Independent,I,39,,64982,0,0
2019 - 2020,113 Caverna Independent,I,40,,64982,0,0
2019 - 2020,113 Caverna Independent,II,0,,43696,0,0
2019 - 2020,113 Caverna Independent,II,1,,44146,0,0
2019 - 2020,113 Caverna Independent,II,2,,44600,0,0
2019 - 2020,113 Caverna Independent,II,3,,45049,0,0
2019 - 2020,113 Caverna Independent,II,4,,48222,0,0
2019 - 2020,113 Caverna Independent,II,5,,48579,0,0
2019 - 2020,113 Caverna Independent,II,6,,48940,0,0
2019 - 2020,113 Caverna Independent,II,7,,49308,0,0
2019 - 2020,113 Caverna Independent,II,8,,49669,0,0
2019 - 2020,113 Caverna Independent,II,9,,50028,0,0
2019 - 2020,113 Caverna Independent,II,10,,54100,0,0
2019 - 2020,113 Caverna Independent,II,11,,54465,0,0
2019 - 2020,113 Caverna Independent,II,12,,54826,0,0
2019 - 2020,113 Caverna Independent,II,13,,55214,0,0
2019 - 2020,113 Caverna Independent,II,14,,55552,0,0
2019 - 2020,113 Caverna Independent,II,15,,56184,0,0
2019 - 2020,113 Caverna Independent,II,16,,56592,0,0
2019 - 2020,113 Caverna Independent,II,17,,56954,0,0
2019 - 2020,113 Caverna Independent,II,18,,57315,0,0
2019 - 2020,113 Caverna Independent,II,19,,57719,0,0
2019 - 2020,113 Caverna Independent,II,20,,58352,0,0
2019 - 2020,113 Caverna Independent,II,21,,58593,0,0
2019 - 2020,113 Caverna Independent,II,22,,58834,0,0
2019 - 2020,113 Caverna Independent,II,23,,59076,0,0
2019 - 2020,113 Caverna Independent,II,24,,59314,0,0
2019 - 2020,113 Caverna Independent,II,25,,59555,0,0
2019 - 2020,113 Caverna Independent,II,26,,59796,0,0
2019 - 2020,113 Caverna Independent,II,27,,60037,0,0
2019 - 2020,113 Caverna Independent,II,28,,60037,0,0
2019 - 2020,113 Caverna Independent,II,29,,60037,0,0
2019 - 2020,113 Caverna Independent,II,30,,60037,0,0
2019 - 2020,113 Caverna Independent,II,31,,60037,0,0
2019 - 2020,113 Caverna Independent,II,32,,60037,0,0
2019 - 2020,113 Caverna Independent,II,33,,60037,0,0
2019 - 2020,113 Caverna Independent,II,34,,60037,0,0
2019 - 2020,113 Caverna Independent,II,35,,60037,0,0
2019 - 2020,113 Caverna Independent,II,36,,60037,0,0
2019 - 2020,113 Caverna Independent,II,37,,60037,0,0
2019 - 2020,113 Caverna Independent,II,38,,60037,0,0
2019 - 2020,113 Caverna Independent,II,39,,60037,0,0
2019 - 2020,113 Caverna Independent,II,40,,60037,0,0
2019 - 2020,113 Caverna Independent,III,0,,39169,0,0
2019 - 2020,113 Caverna Independent,III,1,,39640,0,0
2019 - 2020,113 Caverna Independent,III,2,,40057,0,0
2019 - 2020,113 Caverna Independent,III,3,,42260,0,0
2019 - 2020,113 Caverna Independent,III,4,,43696,0,0
2019 - 2020,113 Caverna Independent,III,5,,44057,0,0
2019 - 2020,113 Caverna Independent,III,6,,44416,0,0
2019 - 2020,113 Caverna Independent,III,7,,44765,0,0
2019 - 2020,113 Caverna Independent,III,8,,45143,0,0
2019 - 2020,113 Caverna Independent,III,9,,45548,0,0
2019 - 2020,113 Caverna Independent,III,10,,49506,0,0
2019 - 2020,113 Caverna Independent,III,11,,49669,0,0
2019 - 2020,113 Caverna Independent,III,12,,49849,0,0
2019 - 2020,113 Caverna Independent,III,13,,50028,0,0
2019 - 2020,113 Caverna Independent,III,14,,50214,0,0
2019 - 2020,113 Caverna Independent,III,15,,51295,0,0
2019 - 2020,113 Caverna Independent,III,16,,51521,0,0
2019 - 2020,113 Caverna Independent,III,17,,51746,0,0
2019 - 2020,113 Caverna Independent,III,18,,51978,0,0
2019 - 2020,113 Caverna Independent,III,19,,52277,0,0
2019 - 2020,113 Caverna Independent,III,20,,52743,0,0
2019 - 2020,113 Caverna Independent,III,21,,52904,0,0
2019 - 2020,113 Caverna Independent,III,22,,53068,0,0
2019 - 2020,113 Caverna Independent,III,23,,53226,0,0
2019 - 2020,113 Caverna Independent,III,24,,53388,0,0
2019 - 2020,113 Caverna Independent,III,25,,53546,0,0
2019 - 2020,113 Caverna Independent,III,26,,53707,0,0
2019 - 2020,113 Caverna Independent,III,27,,54156,0,0
2019 - 2020,113 Caverna Independent,III,28,,54156,0,0
2019 - 2020,113 Caverna Independent,III,29,,54156,0,0
2019 - 2020,113 Caverna Independent,III,30,,54156,0,0
2019 - 2020,113 Caverna Independent,III,31,,54156,0,0
2019 - 2020,113 Caverna Independent,III,32,,54156,0,0
2019 - 2020,113 Caverna Independent,III,33,,54156,0,0
2019 - 2020,113 Caverna Independent,III,34,,54156,0,0
2019 - 2020,113 Caverna Independent,III,35,,54156,0,0
2019 - 2020,113 Caverna Independent,III,36,,54156,0,0
2019 - 2020,113 Caverna Independent,III,37,,54156,0,0
2019 - 2020,113 Caverna Independent,III,38,,54156,0,0
2019 - 2020,113 Caverna Independent,III,39,,54156,0,0
2019 - 2020,113 Caverna Independent,III,40,,54156,0,0
2019 - 2020,113 Caverna Independent,IV,0,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,1,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,2,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,3,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,4,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,5,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,6,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,7,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,8,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,9,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,10,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,11,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,12,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,13,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,14,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,15,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,16,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,17,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,18,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,19,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,20,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,21,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,22,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,23,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,24,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,25,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,26,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,27,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,28,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,29,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,30,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,31,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,32,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,33,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,34,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,35,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,36,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,37,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,38,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,39,,33498,0,0
2019 - 2020,113 Caverna Independent,IV,40,,33498,0,0
2019 - 2020,113 Caverna Independent,V,0,,31301,0,0
2019 - 2020,113 Caverna Independent,V,1,,31301,0,0
2019 - 2020,113 Caverna Independent,V,2,,31301,0,0
2019 - 2020,113 Caverna Independent,V,3,,31301,0,0
2019 - 2020,113 Caverna Independent,V,4,,31301,0,0
2019 - 2020,113 Caverna Independent,V,5,,31301,0,0
2019 - 2020,113 Caverna Independent,V,6,,31301,0,0
2019 - 2020,113 Caverna Independent,V,7,,31301,0,0
2019 - 2020,113 Caverna Independent,V,8,,31301,0,0
2019 - 2020,113 Caverna Independent,V,9,,31301,0,0
2019 - 2020,113 Caverna Independent,V,10,,31301,0,0
2019 - 2020,113 Caverna Independent,V,11,,31301,0,0
2019 - 2020,113 Caverna Independent,V,12,,31301,0,0
2019 - 2020,113 Caverna Independent,V,13,,31301,0,0
2019 - 2020,113 Caverna Independent,V,14,,31301,0,0
2019 - 2020,113 Caverna Independent,V,15,,31301,0,0
2019 - 2020,113 Caverna Independent,V,16,,31301,0,0
2019 - 2020,113 Caverna Independent,V,17,,31301,0,0
2019 - 2020,113 Caverna Independent,V,18,,31301,0,0
2019 - 2020,113 Caverna Independent,V,19,,31301,0,0
2019 - 2020,113 Caverna Independent,V,20,,31301,0,0
2019 - 2020,113 Caverna Independent,V,21,,31301,0,0
2019 - 2020,113 Caverna Independent,V,22,,31301,0,0
2019 - 2020,113 Caverna Independent,V,23,,31301,0,0
2019 - 2020,113 Caverna Independent,V,24,,31301,0,0
2019 - 2020,113 Caverna Independent,V,25,,31301,0,0
2019 - 2020,113 Caverna Independent,V,26,,31301,0,0
2019 - 2020,113 Caverna Independent,V,27,,31301,0,0
2019 - 2020,113 Caverna Independent,V,28,,31301,0,0
2019 - 2020,113 Caverna Independent,V,29,,31301,0,0
2019 - 2020,113 Caverna Independent,V,30,,31301,0,0
2019 - 2020,113 Caverna Independent,V,31,,31301,0,0
2019 - 2020,113 Caverna Independent,V,32,,31301,0,0
2019 - 2020,113 Caverna Independent,V,33,,31301,0,0
2019 - 2020,113 Caverna Independent,V,34,,31301,0,0
2019 - 2020,113 Caverna Independent,V,35,,31301,0,0
2019 - 2020,113 Caverna Independent,V,36,,31301,0,0
2019 - 2020,113 Caverna Independent,V,37,,31301,0,0
2019 - 2020,113 Caverna Independent,V,38,,31301,0,0
2019 - 2020,113 Caverna Independent,V,39,,31301,0,0
2019 - 2020,113 Caverna Independent,V,40,,31301,0,0
2019 - 2020,115 Christian County,I,0,,45444,49532,0
2019 - 2020,115 Christian County,I,1,,45444,49532,0
2019 - 2020,115 Christian County,I,2,,46149,50307,0
2019 - 2020,115 Christian County,I,3,,46852,51083,0
2019 - 2020,115 Christian County,I,4,,47558,51857,0
2019 - 2020,115 Christian County,I,5,,48907,53342,0
2019 - 2020,115 Christian County,I,6,,49088,53540,0
2019 - 2020,115 Christian County,I,7,,49671,54182,0
2019 - 2020,115 Christian County,I,8,,50374,54958,0
2019 - 2020,115 Christian County,I,9,,51082,55732,0
2019 - 2020,115 Christian County,I,10,,51785,56507,0
2019 - 2020,115 Christian County,I,11,,54776,59799,0
2019 - 2020,115 Christian County,I,12,,54958,59996,0
2019 - 2020,115 Christian County,I,13,,55136,60193,0
2019 - 2020,115 Christian County,I,14,,55314,60389,0
2019 - 2020,115 Christian County,I,15,,55490,60586,0
2019 - 2020,115 Christian County,I,16,,57037,62285,0
2019 - 2020,115 Christian County,I,17,,57132,62388,0
2019 - 2020,115 Christian County,I,18,,57226,62493,0
2019 - 2020,115 Christian County,I,19,,57321,62596,0
2019 - 2020,115 Christian County,I,20,,57423,62709,0
2019 - 2020,115 Christian County,I,21,,58585,63988,0
2019 - 2020,115 Christian County,I,22,,58773,64196,0
2019 - 2020,115 Christian County,I,23,,58962,64401,0
2019 - 2020,115 Christian County,I,24,,59150,64609,0
2019 - 2020,115 Christian County,I,25,,59337,64836,0
2019 - 2020,115 Christian County,I,26,,59535,65032,0
2019 - 2020,115 Christian County,I,27,,60163,65659,0
2019 - 2020,115 Christian County,I,28,,60788,66286,0
2019 - 2020,115 Christian County,I,29,,61414,66911,0
2019 - 2020,115 Christian County,I,30,,62039,67536,0
2019 - 2020,115 Christian County,I,31,,62039,67536,0
2019 - 2020,115 Christian County,I,32,,62039,67536,0
2019 - 2020,115 Christian County,I,33,,62039,67536,0
2019 - 2020,115 Christian County,I,34,,62039,67536,0
2019 - 2020,115 Christian County,I,35,,62039,67536,0
2019 - 2020,115 Christian County,I,36,,62039,67536,0
2019 - 2020,115 Christian County,I,37,,62039,67536,0
2019 - 2020,115 Christian County,I,38,,62039,67536,0
2019 - 2020,115 Christian County,I,39,,62039,67536,0
2019 - 2020,115 Christian County,I,40,,62039,67536,0
2019 - 2020,115 Christian County,II,0,,41474,0,0
2019 - 2020,115 Christian County,II,1,,41474,0,0
2019 - 2020,115 Christian County,II,2,,42181,0,0
2019 - 2020,115 Christian County,II,3,,42884,0,0
2019 - 2020,115 Christian County,II,4,,43588,0,0
2019 - 2020,115 Christian County,II,5,,44995,0,0
2019 - 2020,115 Christian County,II,6,,45173,0,0
2019 - 2020,115 Christian County,II,7,,45703,0,0
2019 - 2020,115 Christian County,II,8,,46407,0,0
2019 - 2020,115 Christian County,II,9,,47113,0,0
2019 - 2020,115 Christian County,II,10,,47817,0,0
2019 - 2020,115 Christian County,II,11,,50723,0,0
2019 - 2020,115 Christian County,II,12,,50900,0,0
2019 - 2020,115 Christian County,II,13,,51082,0,0
2019 - 2020,115 Christian County,II,14,,51256,0,0
2019 - 2020,115 Christian County,II,15,,51438,0,0
2019 - 2020,115 Christian County,II,16,,52983,0,0
2019 - 2020,115 Christian County,II,17,,53100,0,0
2019 - 2020,115 Christian County,II,18,,53216,0,0
2019 - 2020,115 Christian County,II,19,,53333,0,0
2019 - 2020,115 Christian County,II,20,,53453,0,0
2019 - 2020,115 Christian County,II,21,,54531,0,0
2019 - 2020,115 Christian County,II,22,,54735,0,0
2019 - 2020,115 Christian County,II,23,,54940,0,0
2019 - 2020,115 Christian County,II,24,,55145,0,0
2019 - 2020,115 Christian County,II,25,,55349,0,0
2019 - 2020,115 Christian County,II,26,,55569,0,0
2019 - 2020,115 Christian County,II,27,,56195,0,0
2019 - 2020,115 Christian County,II,28,,56820,0,0
2019 - 2020,115 Christian County,II,29,,57446,0,0
2019 - 2020,115 Christian County,II,30,,58072,0,0
2019 - 2020,115 Christian County,II,31,,58072,0,0
2019 - 2020,115 Christian County,II,32,,58072,0,0
2019 - 2020,115 Christian County,II,33,,58072,0,0
2019 - 2020,115 Christian County,II,34,,58072,0,0
2019 - 2020,115 Christian County,II,35,,58072,0,0
2019 - 2020,115 Christian County,II,36,,58072,0,0
2019 - 2020,115 Christian County,II,37,,58072,0,0
2019 - 2020,115 Christian County,II,38,,58072,0,0
2019 - 2020,115 Christian County,II,39,,58072,0,0
2019 - 2020,115 Christian County,II,40,,58072,0,0
2019 - 2020,115 Christian County,III,0,,37485,0,0
2019 - 2020,115 Christian County,III,1,,37485,0,0
2019 - 2020,115 Christian County,III,2,,38190,0,0
2019 - 2020,115 Christian County,III,3,,38895,0,0
2019 - 2020,115 Christian County,III,4,,39467,0,0
2019 - 2020,115 Christian County,III,5,,41110,0,0
2019 - 2020,115 Christian County,III,6,,41288,0,0
2019 - 2020,115 Christian County,III,7,,41714,0,0
2019 - 2020,115 Christian County,III,8,,42419,0,0
2019 - 2020,115 Christian County,III,9,,43123,0,0
2019 - 2020,115 Christian County,III,10,,43827,0,0
2019 - 2020,115 Christian County,III,11,,46684,0,0
2019 - 2020,115 Christian County,III,12,,46862,0,0
2019 - 2020,115 Christian County,III,13,,47041,0,0
2019 - 2020,115 Christian County,III,14,,47219,0,0
2019 - 2020,115 Christian County,III,15,,47398,0,0
2019 - 2020,115 Christian County,III,16,,48945,0,0
2019 - 2020,115 Christian County,III,17,,49073,0,0
2019 - 2020,115 Christian County,III,18,,49201,0,0
2019 - 2020,115 Christian County,III,19,,49329,0,0
2019 - 2020,115 Christian County,III,20,,49464,0,0
2019 - 2020,115 Christian County,III,21,,50493,0,0
2019 - 2020,115 Christian County,III,22,,50707,0,0
2019 - 2020,115 Christian County,III,23,,50921,0,0
2019 - 2020,115 Christian County,III,24,,51137,0,0
2019 - 2020,115 Christian County,III,25,,51351,0,0
2019 - 2020,115 Christian County,III,26,,51578,0,0
2019 - 2020,115 Christian County,III,27,,52205,0,0
2019 - 2020,115 Christian County,III,28,,52830,0,0
2019 - 2020,115 Christian County,III,29,,53456,0,0
2019 - 2020,115 Christian County,III,30,,54082,0,0
2019 - 2020,115 Christian County,III,31,,54082,0,0
2019 - 2020,115 Christian County,III,32,,54082,0,0
2019 - 2020,115 Christian County,III,33,,54082,0,0
2019 - 2020,115 Christian County,III,34,,54082,0,0
2019 - 2020,115 Christian County,III,35,,54082,0,0
2019 - 2020,115 Christian County,III,36,,54082,0,0
2019 - 2020,115 Christian County,III,37,,54082,0,0
2019 - 2020,115 Christian County,III,38,,54082,0,0
2019 - 2020,115 Christian County,III,39,,54082,0,0
2019 - 2020,115 Christian County,III,40,,54082,0,0
2019 - 2020,115 Christian County,IV,0,,32183,0,0
2019 - 2020,115 Christian County,IV,1,,32183,0,0
2019 - 2020,115 Christian County,IV,2,,32183,0,0
2019 - 2020,115 Christian County,IV,3,,32183,0,0
2019 - 2020,115 Christian County,IV,4,,32183,0,0
2019 - 2020,115 Christian County,IV,5,,32183,0,0
2019 - 2020,115 Christian County,IV,6,,32183,0,0
2019 - 2020,115 Christian County,IV,7,,32183,0,0
2019 - 2020,115 Christian County,IV,8,,32183,0,0
2019 - 2020,115 Christian County,IV,9,,32183,0,0
2019 - 2020,115 Christian County,IV,10,,32183,0,0
2019 - 2020,115 Christian County,IV,11,,32183,0,0
2019 - 2020,115 Christian County,IV,12,,32183,0,0
2019 - 2020,115 Christian County,IV,13,,32183,0,0
2019 - 2020,115 Christian County,IV,14,,32183,0,0
2019 - 2020,115 Christian County,IV,15,,32183,0,0
2019 - 2020,115 Christian County,IV,16,,32183,0,0
2019 - 2020,115 Christian County,IV,17,,32183,0,0
2019 - 2020,115 Christian County,IV,18,,32183,0,0
2019 - 2020,115 Christian County,IV,19,,32183,0,0
2019 - 2020,115 Christian County,IV,20,,32183,0,0
2019 - 2020,115 Christian County,IV,21,,32183,0,0
2019 - 2020,115 Christian County,IV,22,,32183,0,0
2019 - 2020,115 Christian County,IV,23,,32183,0,0
2019 - 2020,115 Christian County,IV,24,,32183,0,0
2019 - 2020,115 Christian County,IV,25,,32183,0,0
2019 - 2020,115 Christian County,IV,26,,32183,0,0
2019 - 2020,115 Christian County,IV,27,,32183,0,0
2019 - 2020,115 Christian County,IV,28,,32183,0,0
2019 - 2020,115 Christian County,IV,29,,32183,0,0
2019 - 2020,115 Christian County,IV,30,,32183,0,0
2019 - 2020,115 Christian County,IV,31,,32183,0,0
2019 - 2020,115 Christian County,IV,32,,32183,0,0
2019 - 2020,115 Christian County,IV,33,,32183,0,0
2019 - 2020,115 Christian County,IV,34,,32183,0,0
2019 - 2020,115 Christian County,IV,35,,32183,0,0
2019 - 2020,115 Christian County,IV,36,,32183,0,0
2019 - 2020,115 Christian County,IV,37,,32183,0,0
2019 - 2020,115 Christian County,IV,38,,32183,0,0
2019 - 2020,115 Christian County,IV,39,,32183,0,0
2019 - 2020,115 Christian County,IV,40,,32183,0,0
2019 - 2020,115 Christian County,V,0,,30110,0,0
2019 - 2020,115 Christian County,V,1,,30110,0,0
2019 - 2020,115 Christian County,V,2,,30110,0,0
2019 - 2020,115 Christian County,V,3,,30110,0,0
2019 - 2020,115 Christian County,V,4,,30110,0,0
2019 - 2020,115 Christian County,V,5,,30110,0,0
2019 - 2020,115 Christian County,V,6,,30110,0,0
2019 - 2020,115 Christian County,V,7,,30110,0,0
2019 - 2020,115 Christian County,V,8,,30110,0,0
2019 - 2020,115 Christian County,V,9,,30110,0,0
2019 - 2020,115 Christian County,V,10,,30110,0,0
2019 - 2020,115 Christian County,V,11,,30110,0,0
2019 - 2020,115 Christian County,V,12,,30110,0,0
2019 - 2020,115 Christian County,V,13,,30110,0,0
2019 - 2020,115 Christian County,V,14,,30110,0,0
2019 - 2020,115 Christian County,V,15,,30110,0,0
2019 - 2020,115 Christian County,V,16,,30110,0,0
2019 - 2020,115 Christian County,V,17,,30110,0,0
2019 - 2020,115 Christian County,V,18,,30110,0,0
2019 - 2020,115 Christian County,V,19,,30110,0,0
2019 - 2020,115 Christian County,V,20,,30110,0,0
2019 - 2020,115 Christian County,V,21,,30110,0,0
2019 - 2020,115 Christian County,V,22,,30110,0,0
2019 - 2020,115 Christian County,V,23,,30110,0,0
2019 - 2020,115 Christian County,V,24,,30110,0,0
2019 - 2020,115 Christian County,V,25,,30110,0,0
2019 - 2020,115 Christian County,V,26,,30110,0,0
2019 - 2020,115 Christian County,V,27,,30110,0,0
2019 - 2020,115 Christian County,V,28,,30110,0,0
2019 - 2020,115 Christian County,V,29,,30110,0,0
2019 - 2020,115 Christian County,V,30,,30110,0,0
2019 - 2020,115 Christian County,V,31,,30110,0,0
2019 - 2020,115 Christian County,V,32,,30110,0,0
2019 - 2020,115 Christian County,V,33,,30110,0,0
2019 - 2020,115 Christian County,V,34,,30110,0,0
2019 - 2020,115 Christian County,V,35,,30110,0,0
2019 - 2020,115 Christian County,V,36,,30110,0,0
2019 - 2020,115 Christian County,V,37,,30110,0,0
2019 - 2020,115 Christian County,V,38,,30110,0,0
2019 - 2020,115 Christian County,V,39,,30110,0,0
2019 - 2020,115 Christian County,V,40,,30110,0,0
2019 - 2020,121 Clark County,I,0,,46776,51234,0
2019 - 2020,121 Clark County,I,1,,46926,51648,0
2019 - 2020,121 Clark County,I,2,,48056,52662,0
2019 - 2020,121 Clark County,I,3,,49150,53868,0
2019 - 2020,121 Clark County,I,4,,51179,54367,0
2019 - 2020,121 Clark County,I,5,,51269,55375,0
2019 - 2020,121 Clark County,I,6,,52214,56309,0
2019 - 2020,121 Clark County,I,7,,53219,57370,0
2019 - 2020,121 Clark County,I,8,,54192,58365,0
2019 - 2020,121 Clark County,I,9,,55191,59425,0
2019 - 2020,121 Clark County,I,10,,58131,62391,0
2019 - 2020,121 Clark County,I,11,,58421,62703,0
2019 - 2020,121 Clark County,I,12,,58713,63016,0
2019 - 2020,121 Clark County,I,13,,59007,63331,0
2019 - 2020,121 Clark County,I,14,,59302,63648,0
2019 - 2020,121 Clark County,I,15,,60340,63966,0
2019 - 2020,121 Clark County,I,16,,60641,64286,0
2019 - 2020,121 Clark County,I,17,,60945,64608,0
2019 - 2020,121 Clark County,I,18,,61249,64931,0
2019 - 2020,121 Clark County,I,19,,61556,65255,0
2019 - 2020,121 Clark County,I,20,,62479,67050,0
