Fiscal Year,District,Rank,Years,,I,II,III
2018 - 2019,145 Daviess County,V,37,,29337,0,0
2018 - 2019,145 Daviess County,V,38,,29337,0,0
2018 - 2019,145 Daviess County,V,39,,29337,0,0
2018 - 2019,145 Daviess County,V,40,,29337,0,0
2018 - 2019,146 Dawson Springs Independent,I,0,,41263,0,0
2018 - 2019,146 Dawson Springs Independent,I,1,,41452,0,0
2018 - 2019,146 Dawson Springs Independent,I,2,,41644,0,0
2018 - 2019,146 Dawson Springs Independent,I,3,,41834,0,0
2018 - 2019,146 Dawson Springs Independent,I,4,,44997,0,0
2018 - 2019,146 Dawson Springs Independent,I,5,,45188,0,0
2018 - 2019,146 Dawson Springs Independent,I,6,,45375,0,0
2018 - 2019,146 Dawson Springs Independent,I,7,,45567,0,0
2018 - 2019,146 Dawson Springs Independent,I,8,,45766,0,0
2018 - 2019,146 Dawson Springs Independent,I,9,,46155,0,0
2018 - 2019,146 Dawson Springs Independent,I,10,,50417,0,0
2018 - 2019,146 Dawson Springs Independent,I,11,,50656,0,0
2018 - 2019,146 Dawson Springs Independent,I,12,,50898,0,0
2018 - 2019,146 Dawson Springs Independent,I,13,,51137,0,0
2018 - 2019,146 Dawson Springs Independent,I,14,,51377,0,0
2018 - 2019,146 Dawson Springs Independent,I,15,,52449,0,0
2018 - 2019,146 Dawson Springs Independent,I,16,,52902,0,0
2018 - 2019,146 Dawson Springs Independent,I,17,,53137,0,0
2018 - 2019,146 Dawson Springs Independent,I,18,,53480,0,0
2018 - 2019,146 Dawson Springs Independent,I,19,,53820,0,0
2018 - 2019,146 Dawson Springs Independent,I,20,,55131,0,0
2018 - 2019,146 Dawson Springs Independent,I,21,,55131,0,0
2018 - 2019,146 Dawson Springs Independent,I,22,,55131,0,0
2018 - 2019,146 Dawson Springs Independent,I,23,,55131,0,0
2018 - 2019,146 Dawson Springs Independent,I,24,,55131,0,0
2018 - 2019,146 Dawson Springs Independent,I,25,,57715,0,0
2018 - 2019,146 Dawson Springs Independent,I,26,,57715,0,0
2018 - 2019,146 Dawson Springs Independent,I,27,,57715,0,0
2018 - 2019,146 Dawson Springs Independent,I,28,,57715,0,0
2018 - 2019,146 Dawson Springs Independent,I,29,,57715,0,0
2018 - 2019,146 Dawson Springs Independent,I,30,,57715,0,0
2018 - 2019,146 Dawson Springs Independent,I,31,,57715,0,0
2018 - 2019,146 Dawson Springs Independent,I,32,,57715,0,0
2018 - 2019,146 Dawson Springs Independent,I,33,,57715,0,0
2018 - 2019,146 Dawson Springs Independent,I,34,,57715,0,0
2018 - 2019,146 Dawson Springs Independent,I,35,,57715,0,0
2018 - 2019,146 Dawson Springs Independent,I,36,,57715,0,0
2018 - 2019,146 Dawson Springs Independent,I,37,,57715,0,0
2018 - 2019,146 Dawson Springs Independent,I,38,,57715,0,0
2018 - 2019,146 Dawson Springs Independent,I,39,,57715,0,0
2018 - 2019,146 Dawson Springs Independent,I,40,,57715,0,0
2018 - 2019,146 Dawson Springs Independent,II,0,,37472,0,0
2018 - 2019,146 Dawson Springs Independent,II,1,,37667,0,0
2018 - 2019,146 Dawson Springs Independent,II,2,,37854,0,0
2018 - 2019,146 Dawson Springs Independent,II,3,,38046,0,0
2018 - 2019,146 Dawson Springs Independent,II,4,,41326,0,0
2018 - 2019,146 Dawson Springs Independent,II,5,,41517,0,0
2018 - 2019,146 Dawson Springs Independent,II,6,,41711,0,0
2018 - 2019,146 Dawson Springs Independent,II,7,,41898,0,0
2018 - 2019,146 Dawson Springs Independent,II,8,,42092,0,0
2018 - 2019,146 Dawson Springs Independent,II,9,,42444,0,0
2018 - 2019,146 Dawson Springs Independent,II,10,,46654,0,0
2018 - 2019,146 Dawson Springs Independent,II,11,,46882,0,0
2018 - 2019,146 Dawson Springs Independent,II,12,,47108,0,0
2018 - 2019,146 Dawson Springs Independent,II,13,,47335,0,0
2018 - 2019,146 Dawson Springs Independent,II,14,,47563,0,0
2018 - 2019,146 Dawson Springs Independent,II,15,,48647,0,0
2018 - 2019,146 Dawson Springs Independent,II,16,,48924,0,0
2018 - 2019,146 Dawson Springs Independent,II,17,,49216,0,0
2018 - 2019,146 Dawson Springs Independent,II,18,,49510,0,0
2018 - 2019,146 Dawson Springs Independent,II,19,,49802,0,0
2018 - 2019,146 Dawson Springs Independent,II,20,,51170,0,0
2018 - 2019,146 Dawson Springs Independent,II,21,,51170,0,0
2018 - 2019,146 Dawson Springs Independent,II,22,,51170,0,0
2018 - 2019,146 Dawson Springs Independent,II,23,,51170,0,0
2018 - 2019,146 Dawson Springs Independent,II,24,,51170,0,0
2018 - 2019,146 Dawson Springs Independent,II,25,,53586,0,0
2018 - 2019,146 Dawson Springs Independent,II,26,,53586,0,0
2018 - 2019,146 Dawson Springs Independent,II,27,,53586,0,0
2018 - 2019,146 Dawson Springs Independent,II,28,,53586,0,0
2018 - 2019,146 Dawson Springs Independent,II,29,,53586,0,0
2018 - 2019,146 Dawson Springs Independent,II,30,,53586,0,0
2018 - 2019,146 Dawson Springs Independent,II,31,,53586,0,0
2018 - 2019,146 Dawson Springs Independent,II,32,,53586,0,0
2018 - 2019,146 Dawson Springs Independent,II,33,,53586,0,0
2018 - 2019,146 Dawson Springs Independent,II,34,,53586,0,0
2018 - 2019,146 Dawson Springs Independent,II,35,,53586,0,0
2018 - 2019,146 Dawson Springs Independent,II,36,,53586,0,0
2018 - 2019,146 Dawson Springs Independent,II,37,,53586,0,0
2018 - 2019,146 Dawson Springs Independent,II,38,,53586,0,0
2018 - 2019,146 Dawson Springs Independent,II,39,,53586,0,0
2018 - 2019,146 Dawson Springs Independent,II,40,,53586,0,0
2018 - 2019,146 Dawson Springs Independent,III,0,,34004,0,0
2018 - 2019,146 Dawson Springs Independent,III,1,,34172,0,0
2018 - 2019,146 Dawson Springs Independent,III,2,,34343,0,0
2018 - 2019,146 Dawson Springs Independent,III,3,,34511,0,0
2018 - 2019,146 Dawson Springs Independent,III,4,,37948,0,0
2018 - 2019,146 Dawson Springs Independent,III,5,,38132,0,0
2018 - 2019,146 Dawson Springs Independent,III,6,,38316,0,0
2018 - 2019,146 Dawson Springs Independent,III,7,,38500,0,0
2018 - 2019,146 Dawson Springs Independent,III,8,,38774,0,0
2018 - 2019,146 Dawson Springs Independent,III,9,,39415,0,0
2018 - 2019,146 Dawson Springs Independent,III,10,,42774,0,0
2018 - 2019,146 Dawson Springs Independent,III,11,,42993,0,0
2018 - 2019,146 Dawson Springs Independent,III,12,,43213,0,0
2018 - 2019,146 Dawson Springs Independent,III,13,,43436,0,0
2018 - 2019,146 Dawson Springs Independent,III,14,,43655,0,0
2018 - 2019,146 Dawson Springs Independent,III,15,,44646,0,0
2018 - 2019,146 Dawson Springs Independent,III,16,,44938,0,0
2018 - 2019,146 Dawson Springs Independent,III,17,,45232,0,0
2018 - 2019,146 Dawson Springs Independent,III,18,,45521,0,0
2018 - 2019,146 Dawson Springs Independent,III,19,,45813,0,0
2018 - 2019,146 Dawson Springs Independent,III,20,,47024,0,0
2018 - 2019,146 Dawson Springs Independent,III,21,,47024,0,0
2018 - 2019,146 Dawson Springs Independent,III,22,,47024,0,0
2018 - 2019,146 Dawson Springs Independent,III,23,,47024,0,0
2018 - 2019,146 Dawson Springs Independent,III,24,,47024,0,0
2018 - 2019,146 Dawson Springs Independent,III,25,,49435,0,0
2018 - 2019,146 Dawson Springs Independent,III,26,,49435,0,0
2018 - 2019,146 Dawson Springs Independent,III,27,,49435,0,0
2018 - 2019,146 Dawson Springs Independent,III,28,,49435,0,0
2018 - 2019,146 Dawson Springs Independent,III,29,,49435,0,0
2018 - 2019,146 Dawson Springs Independent,III,30,,49435,0,0
2018 - 2019,146 Dawson Springs Independent,III,31,,49435,0,0
2018 - 2019,146 Dawson Springs Independent,III,32,,49435,0,0
2018 - 2019,146 Dawson Springs Independent,III,33,,49435,0,0
2018 - 2019,146 Dawson Springs Independent,III,34,,49435,0,0
2018 - 2019,146 Dawson Springs Independent,III,35,,49435,0,0
2018 - 2019,146 Dawson Springs Independent,III,36,,49435,0,0
2018 - 2019,146 Dawson Springs Independent,III,37,,49435,0,0
2018 - 2019,146 Dawson Springs Independent,III,38,,49435,0,0
2018 - 2019,146 Dawson Springs Independent,III,39,,49435,0,0
2018 - 2019,146 Dawson Springs Independent,III,40,,49435,0,0
2018 - 2019,146 Dawson Springs Independent,IV,0,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,1,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,2,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,3,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,4,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,5,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,6,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,7,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,8,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,9,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,10,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,11,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,12,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,13,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,14,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,15,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,16,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,17,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,18,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,19,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,20,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,21,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,22,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,23,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,24,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,25,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,26,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,27,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,28,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,29,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,30,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,31,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,32,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,33,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,34,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,35,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,36,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,37,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,38,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,39,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,IV,40,,27739,0,0
2018 - 2019,146 Dawson Springs Independent,V,0,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,1,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,2,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,3,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,4,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,5,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,6,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,7,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,8,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,9,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,10,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,11,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,12,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,13,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,14,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,15,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,16,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,17,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,18,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,19,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,20,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,21,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,22,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,23,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,24,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,25,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,26,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,27,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,28,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,29,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,30,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,31,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,32,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,33,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,34,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,35,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,36,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,37,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,38,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,39,,25938,0,0
2018 - 2019,146 Dawson Springs Independent,V,40,,25938,0,0
2018 - 2019,147 Dayton Independent,I,0,,44113,0,0
2018 - 2019,147 Dayton Independent,I,1,,44379,0,0
2018 - 2019,147 Dayton Independent,I,2,,44648,0,0
2018 - 2019,147 Dayton Independent,I,3,,46251,0,0
2018 - 2019,147 Dayton Independent,I,4,,49072,0,0
2018 - 2019,147 Dayton Independent,I,5,,49340,0,0
2018 - 2019,147 Dayton Independent,I,6,,49610,0,0
2018 - 2019,147 Dayton Independent,I,7,,50007,0,0
2018 - 2019,147 Dayton Independent,I,8,,50275,0,0
2018 - 2019,147 Dayton Independent,I,9,,50543,0,0
2018 - 2019,147 Dayton Independent,I,10,,56439,0,0
2018 - 2019,147 Dayton Independent,I,11,,56930,0,0
2018 - 2019,147 Dayton Independent,I,12,,57576,0,0
2018 - 2019,147 Dayton Independent,I,13,,58220,0,0
2018 - 2019,147 Dayton Independent,I,14,,58867,0,0
2018 - 2019,147 Dayton Independent,I,15,,59681,0,0
2018 - 2019,147 Dayton Independent,I,16,,60013,0,0
2018 - 2019,147 Dayton Independent,I,17,,60513,0,0
2018 - 2019,147 Dayton Independent,I,18,,61014,0,0
2018 - 2019,147 Dayton Independent,I,19,,61511,0,0
2018 - 2019,147 Dayton Independent,I,20,,62188,0,0
2018 - 2019,147 Dayton Independent,I,21,,62322,0,0
2018 - 2019,147 Dayton Independent,I,22,,62628,0,0
2018 - 2019,147 Dayton Independent,I,23,,62936,0,0
2018 - 2019,147 Dayton Independent,I,24,,63243,0,0
2018 - 2019,147 Dayton Independent,I,25,,63725,0,0
2018 - 2019,147 Dayton Independent,I,26,,63860,0,0
2018 - 2019,147 Dayton Independent,I,27,,64171,0,0
2018 - 2019,147 Dayton Independent,I,28,,64483,0,0
2018 - 2019,147 Dayton Independent,I,29,,64796,0,0
2018 - 2019,147 Dayton Independent,I,30,,72554,0,0
2018 - 2019,147 Dayton Independent,I,31,,72554,0,0
2018 - 2019,147 Dayton Independent,I,32,,72554,0,0
2018 - 2019,147 Dayton Independent,I,33,,72554,0,0
2018 - 2019,147 Dayton Independent,I,34,,72554,0,0
2018 - 2019,147 Dayton Independent,I,35,,72554,0,0
2018 - 2019,147 Dayton Independent,I,36,,72554,0,0
2018 - 2019,147 Dayton Independent,I,37,,72554,0,0
2018 - 2019,147 Dayton Independent,I,38,,72554,0,0
2018 - 2019,147 Dayton Independent,I,39,,72554,0,0
2018 - 2019,147 Dayton Independent,I,40,,72554,0,0
2018 - 2019,147 Dayton Independent,II,0,,41426,0,0
2018 - 2019,147 Dayton Independent,II,1,,41694,0,0
2018 - 2019,147 Dayton Independent,II,2,,41961,0,0
2018 - 2019,147 Dayton Independent,II,3,,42228,0,0
2018 - 2019,147 Dayton Independent,II,4,,44956,0,0
2018 - 2019,147 Dayton Independent,II,5,,45224,0,0
2018 - 2019,147 Dayton Independent,II,6,,45490,0,0
2018 - 2019,147 Dayton Independent,II,7,,45759,0,0
2018 - 2019,147 Dayton Independent,II,8,,46026,0,0
2018 - 2019,147 Dayton Independent,II,9,,46292,0,0
2018 - 2019,147 Dayton Independent,II,10,,52008,0,0
2018 - 2019,147 Dayton Independent,II,11,,52482,0,0
2018 - 2019,147 Dayton Independent,II,12,,53101,0,0
2018 - 2019,147 Dayton Independent,II,13,,53717,0,0
2018 - 2019,147 Dayton Independent,II,14,,54336,0,0
2018 - 2019,147 Dayton Independent,II,15,,55107,0,0
2018 - 2019,147 Dayton Independent,II,16,,55412,0,0
2018 - 2019,147 Dayton Independent,II,17,,55867,0,0
2018 - 2019,147 Dayton Independent,II,18,,56324,0,0
2018 - 2019,147 Dayton Independent,II,19,,56780,0,0
2018 - 2019,147 Dayton Independent,II,20,,57400,0,0
2018 - 2019,147 Dayton Independent,II,21,,57528,0,0
2018 - 2019,147 Dayton Independent,II,22,,57808,0,0
2018 - 2019,147 Dayton Independent,II,23,,58093,0,0
2018 - 2019,147 Dayton Independent,II,24,,58374,0,0
2018 - 2019,147 Dayton Independent,II,25,,58824,0,0
2018 - 2019,147 Dayton Independent,II,26,,58954,0,0
2018 - 2019,147 Dayton Independent,II,27,,59248,0,0
2018 - 2019,147 Dayton Independent,II,28,,59544,0,0
2018 - 2019,147 Dayton Independent,II,29,,59835,0,0
2018 - 2019,147 Dayton Independent,II,30,,66505,0,0
2018 - 2019,147 Dayton Independent,II,31,,66505,0,0
2018 - 2019,147 Dayton Independent,II,32,,66505,0,0
2018 - 2019,147 Dayton Independent,II,33,,66505,0,0
2018 - 2019,147 Dayton Independent,II,34,,66505,0,0
2018 - 2019,147 Dayton Independent,II,35,,66505,0,0
2018 - 2019,147 Dayton Independent,II,36,,66505,0,0
2018 - 2019,147 Dayton Independent,II,37,,66505,0,0
2018 - 2019,147 Dayton Independent,II,38,,66505,0,0
2018 - 2019,147 Dayton Independent,II,39,,66505,0,0
2018 - 2019,147 Dayton Independent,II,40,,66505,0,0
2018 - 2019,147 Dayton Independent,III,0,,37148,0,0
2018 - 2019,147 Dayton Independent,III,1,,37351,0,0
2018 - 2019,147 Dayton Independent,III,2,,37619,0,0
2018 - 2019,147 Dayton Independent,III,3,,37888,0,0
2018 - 2019,147 Dayton Independent,III,4,,40775,0,0
2018 - 2019,147 Dayton Independent,III,5,,41042,0,0
2018 - 2019,147 Dayton Independent,III,6,,41312,0,0
2018 - 2019,147 Dayton Independent,III,7,,41576,0,0
2018 - 2019,147 Dayton Independent,III,8,,41843,0,0
2018 - 2019,147 Dayton Independent,III,9,,42112,0,0
2018 - 2019,147 Dayton Independent,III,10,,47600,0,0
2018 - 2019,147 Dayton Independent,III,11,,48059,0,0
2018 - 2019,147 Dayton Independent,III,12,,48640,0,0
2018 - 2019,147 Dayton Independent,III,13,,49220,0,0
2018 - 2019,147 Dayton Independent,III,14,,49801,0,0
2018 - 2019,147 Dayton Independent,III,15,,50514,0,0
2018 - 2019,147 Dayton Independent,III,16,,50800,0,0
2018 - 2019,147 Dayton Independent,III,17,,51223,0,0
2018 - 2019,147 Dayton Independent,III,18,,51653,0,0
2018 - 2019,147 Dayton Independent,III,19,,52081,0,0
2018 - 2019,147 Dayton Independent,III,20,,52652,0,0
2018 - 2019,147 Dayton Independent,III,21,,52768,0,0
2018 - 2019,147 Dayton Independent,III,22,,53031,0,0
2018 - 2019,147 Dayton Independent,III,23,,53293,0,0
2018 - 2019,147 Dayton Independent,III,24,,53555,0,0
2018 - 2019,147 Dayton Independent,III,25,,53968,0,0
2018 - 2019,147 Dayton Independent,III,26,,54090,0,0
2018 - 2019,147 Dayton Independent,III,27,,54356,0,0
2018 - 2019,147 Dayton Independent,III,28,,54623,0,0
2018 - 2019,147 Dayton Independent,III,29,,54891,0,0
2018 - 2019,147 Dayton Independent,III,30,,61832,0,0
2018 - 2019,147 Dayton Independent,III,31,,61832,0,0
2018 - 2019,147 Dayton Independent,III,32,,61832,0,0
2018 - 2019,147 Dayton Independent,III,33,,61832,0,0
2018 - 2019,147 Dayton Independent,III,34,,61832,0,0
2018 - 2019,147 Dayton Independent,III,35,,61832,0,0
2018 - 2019,147 Dayton Independent,III,36,,61832,0,0
2018 - 2019,147 Dayton Independent,III,37,,61832,0,0
2018 - 2019,147 Dayton Independent,III,38,,61832,0,0
2018 - 2019,147 Dayton Independent,III,39,,61832,0,0
2018 - 2019,147 Dayton Independent,III,40,,61832,0,0
2018 - 2019,147 Dayton Independent,IV,0,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,1,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,2,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,3,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,4,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,5,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,6,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,7,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,8,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,9,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,10,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,11,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,12,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,13,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,14,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,15,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,16,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,17,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,18,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,19,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,20,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,21,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,22,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,23,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,24,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,25,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,26,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,27,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,28,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,29,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,30,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,31,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,32,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,33,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,34,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,35,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,36,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,37,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,38,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,39,,30370,0,0
2018 - 2019,147 Dayton Independent,IV,40,,30370,0,0
2018 - 2019,147 Dayton Independent,V,0,,28365,0,0
2018 - 2019,147 Dayton Independent,V,1,,28365,0,0
2018 - 2019,147 Dayton Independent,V,2,,28365,0,0
2018 - 2019,147 Dayton Independent,V,3,,28365,0,0
2018 - 2019,147 Dayton Independent,V,4,,28365,0,0
2018 - 2019,147 Dayton Independent,V,5,,28365,0,0
2018 - 2019,147 Dayton Independent,V,6,,28365,0,0
2018 - 2019,147 Dayton Independent,V,7,,28365,0,0
2018 - 2019,147 Dayton Independent,V,8,,28365,0,0
2018 - 2019,147 Dayton Independent,V,9,,28365,0,0
2018 - 2019,147 Dayton Independent,V,10,,28365,0,0
2018 - 2019,147 Dayton Independent,V,11,,28365,0,0
2018 - 2019,147 Dayton Independent,V,12,,28365,0,0
2018 - 2019,147 Dayton Independent,V,13,,28365,0,0
2018 - 2019,147 Dayton Independent,V,14,,28365,0,0
2018 - 2019,147 Dayton Independent,V,15,,28365,0,0
2018 - 2019,147 Dayton Independent,V,16,,28365,0,0
2018 - 2019,147 Dayton Independent,V,17,,28365,0,0
2018 - 2019,147 Dayton Independent,V,18,,28365,0,0
2018 - 2019,147 Dayton Independent,V,19,,28365,0,0
2018 - 2019,147 Dayton Independent,V,20,,28365,0,0
2018 - 2019,147 Dayton Independent,V,21,,28365,0,0
2018 - 2019,147 Dayton Independent,V,22,,28365,0,0
2018 - 2019,147 Dayton Independent,V,23,,28365,0,0
2018 - 2019,147 Dayton Independent,V,24,,28365,0,0
2018 - 2019,147 Dayton Independent,V,25,,28365,0,0
2018 - 2019,147 Dayton Independent,V,26,,28365,0,0
2018 - 2019,147 Dayton Independent,V,27,,28365,0,0
2018 - 2019,147 Dayton Independent,V,28,,28365,0,0
2018 - 2019,147 Dayton Independent,V,29,,28365,0,0
2018 - 2019,147 Dayton Independent,V,30,,28365,0,0
2018 - 2019,147 Dayton Independent,V,31,,28365,0,0
2018 - 2019,147 Dayton Independent,V,32,,28365,0,0
2018 - 2019,147 Dayton Independent,V,33,,28365,0,0
2018 - 2019,147 Dayton Independent,V,34,,28365,0,0
2018 - 2019,147 Dayton Independent,V,35,,28365,0,0
2018 - 2019,147 Dayton Independent,V,36,,28365,0,0
2018 - 2019,147 Dayton Independent,V,37,,28365,0,0
2018 - 2019,147 Dayton Independent,V,38,,28365,0,0
2018 - 2019,147 Dayton Independent,V,39,,28365,0,0
2018 - 2019,147 Dayton Independent,V,40,,28365,0,0
2018 - 2019,149 East Bernstadt Independent,I,0,,46023,0,0
2018 - 2019,149 East Bernstadt Independent,I,1,,46023,0,0
2018 - 2019,149 East Bernstadt Independent,I,2,,46023,0,0
2018 - 2019,149 East Bernstadt Independent,I,3,,46023,0,0
2018 - 2019,149 East Bernstadt Independent,I,4,,50660,0,0
2018 - 2019,149 East Bernstadt Independent,I,5,,50660,0,0
2018 - 2019,149 East Bernstadt Independent,I,6,,50660,0,0
2018 - 2019,149 East Bernstadt Independent,I,7,,50660,0,0
2018 - 2019,149 East Bernstadt Independent,I,8,,50660,0,0
2018 - 2019,149 East Bernstadt Independent,I,9,,50660,0,0
2018 - 2019,149 East Bernstadt Independent,I,10,,56109,0,0
2018 - 2019,149 East Bernstadt Independent,I,11,,56109,0,0
2018 - 2019,149 East Bernstadt Independent,I,12,,56109,0,0
2018 - 2019,149 East Bernstadt Independent,I,13,,56109,0,0
2018 - 2019,149 East Bernstadt Independent,I,14,,56109,0,0
2018 - 2019,149 East Bernstadt Independent,I,15,,57787,0,0
2018 - 2019,149 East Bernstadt Independent,I,16,,57787,0,0
2018 - 2019,149 East Bernstadt Independent,I,17,,57787,0,0
2018 - 2019,149 East Bernstadt Independent,I,18,,57787,0,0
2018 - 2019,149 East Bernstadt Independent,I,19,,57787,0,0
2018 - 2019,149 East Bernstadt Independent,I,20,,58623,0,0
2018 - 2019,149 East Bernstadt Independent,I,21,,58623,0,0
2018 - 2019,149 East Bernstadt Independent,I,22,,58623,0,0
2018 - 2019,149 East Bernstadt Independent,I,23,,58623,0,0
2018 - 2019,149 East Bernstadt Independent,I,24,,58623,0,0
2018 - 2019,149 East Bernstadt Independent,I,25,,59967,0,0
