Fiscal Year,District,Rank,Years,I,II,III
2020 - 2021,481 Pendleton County,III,17.00,45797,0,0
2020 - 2021,481 Pendleton County,III,18.00,45797,0,0
2020 - 2021,481 Pendleton County,III,19.00,45797,0,0
2020 - 2021,481 Pendleton County,III,20.00,49390,0,0
2020 - 2021,481 Pendleton County,III,21.00,49390,0,0
2020 - 2021,481 Pendleton County,III,22.00,49390,0,0
2020 - 2021,481 Pendleton County,III,23.00,49390,0,0
2020 - 2021,481 Pendleton County,III,24.00,49390,0,0
2020 - 2021,481 Pendleton County,III,25.00,50163,0,0
2020 - 2021,481 Pendleton County,III,26.00,50163,0,0
2020 - 2021,481 Pendleton County,III,27.00,50163,0,0
2020 - 2021,481 Pendleton County,III,28.00,50163,0,0
2020 - 2021,481 Pendleton County,III,29.00,50163,0,0
2020 - 2021,481 Pendleton County,III,30.00,50665,0,0
2020 - 2021,481 Pendleton County,III,31.00,50665,0,0
2020 - 2021,481 Pendleton County,III,32.00,50665,0,0
2020 - 2021,481 Pendleton County,III,33.00,50665,0,0
2020 - 2021,481 Pendleton County,III,34.00,50665,0,0
2020 - 2021,481 Pendleton County,III,35.00,50665,0,0
2020 - 2021,481 Pendleton County,III,36.00,50665,0,0
2020 - 2021,481 Pendleton County,III,37.00,50665,0,0
2020 - 2021,481 Pendleton County,III,38.00,50665,0,0
2020 - 2021,481 Pendleton County,III,39.00,50665,0,0
2020 - 2021,481 Pendleton County,III,40.00,50665,0,0
2020 - 2021,481 Pendleton County,IV,0.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,1.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,2.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,3.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,4.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,5.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,6.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,7.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,8.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,9.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,10.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,11.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,12.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,13.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,14.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,15.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,16.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,17.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,18.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,19.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,20.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,21.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,22.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,23.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,24.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,25.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,26.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,27.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,28.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,29.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,30.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,31.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,32.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,33.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,34.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,35.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,36.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,37.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,38.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,39.00,29487,0,0
2020 - 2021,481 Pendleton County,IV,40.00,29487,0,0
2020 - 2021,481 Pendleton County,V,0.00,27615,0,0
2020 - 2021,481 Pendleton County,V,1.00,27615,0,0
2020 - 2021,481 Pendleton County,V,2.00,27615,0,0
2020 - 2021,481 Pendleton County,V,3.00,27615,0,0
2020 - 2021,481 Pendleton County,V,4.00,27615,0,0
2020 - 2021,481 Pendleton County,V,5.00,27615,0,0
2020 - 2021,481 Pendleton County,V,6.00,27615,0,0
2020 - 2021,481 Pendleton County,V,7.00,27615,0,0
2020 - 2021,481 Pendleton County,V,8.00,27615,0,0
2020 - 2021,481 Pendleton County,V,9.00,27615,0,0
2020 - 2021,481 Pendleton County,V,10.00,27615,0,0
2020 - 2021,481 Pendleton County,V,11.00,27615,0,0
2020 - 2021,481 Pendleton County,V,12.00,27615,0,0
2020 - 2021,481 Pendleton County,V,13.00,27615,0,0
2020 - 2021,481 Pendleton County,V,14.00,27615,0,0
2020 - 2021,481 Pendleton County,V,15.00,27615,0,0
2020 - 2021,481 Pendleton County,V,16.00,27615,0,0
2020 - 2021,481 Pendleton County,V,17.00,27615,0,0
2020 - 2021,481 Pendleton County,V,18.00,27615,0,0
2020 - 2021,481 Pendleton County,V,19.00,27615,0,0
2020 - 2021,481 Pendleton County,V,20.00,27615,0,0
2020 - 2021,481 Pendleton County,V,21.00,27615,0,0
2020 - 2021,481 Pendleton County,V,22.00,27615,0,0
2020 - 2021,481 Pendleton County,V,23.00,27615,0,0
2020 - 2021,481 Pendleton County,V,24.00,27615,0,0
2020 - 2021,481 Pendleton County,V,25.00,27615,0,0
2020 - 2021,481 Pendleton County,V,26.00,27615,0,0
2020 - 2021,481 Pendleton County,V,27.00,27615,0,0
2020 - 2021,481 Pendleton County,V,28.00,27615,0,0
2020 - 2021,481 Pendleton County,V,29.00,27615,0,0
2020 - 2021,481 Pendleton County,V,30.00,27615,0,0
2020 - 2021,481 Pendleton County,V,31.00,27615,0,0
2020 - 2021,481 Pendleton County,V,32.00,27615,0,0
2020 - 2021,481 Pendleton County,V,33.00,27615,0,0
2020 - 2021,481 Pendleton County,V,34.00,27615,0,0
2020 - 2021,481 Pendleton County,V,35.00,27615,0,0
2020 - 2021,481 Pendleton County,V,36.00,27615,0,0
2020 - 2021,481 Pendleton County,V,37.00,27615,0,0
2020 - 2021,481 Pendleton County,V,38.00,27615,0,0
2020 - 2021,481 Pendleton County,V,39.00,27615,0,0
2020 - 2021,481 Pendleton County,V,40.00,27615,0,0
2020 - 2021,485 Perry County,I,0.00,44301,"44,301.00","44,301.00"
2020 - 2021,485 Perry County,I,1.00,45307,"45,307.00","45,307.00"
2020 - 2021,485 Perry County,I,2.00,45307,"45,307.00","45,307.00"
2020 - 2021,485 Perry County,I,3.00,45307,"45,307.00","45,307.00"
2020 - 2021,485 Perry County,I,4.00,49855,"49,855.00","49,855.00"
2020 - 2021,485 Perry County,I,5.00,49855,"49,855.00","49,855.00"
2020 - 2021,485 Perry County,I,6.00,49855,"49,855.00","49,855.00"
2020 - 2021,485 Perry County,I,7.00,49855,"49,855.00","49,855.00"
2020 - 2021,485 Perry County,I,8.00,49855,"49,855.00","49,855.00"
2020 - 2021,485 Perry County,I,9.00,49855,"49,855.00","49,855.00"
2020 - 2021,485 Perry County,I,10.00,55282,"55,282.00","55,282.00"
2020 - 2021,485 Perry County,I,11.00,55282,"55,282.00","55,282.00"
2020 - 2021,485 Perry County,I,12.00,55282,"55,282.00","55,282.00"
2020 - 2021,485 Perry County,I,13.00,55282,"55,282.00","55,282.00"
2020 - 2021,485 Perry County,I,14.00,55282,"55,282.00","55,282.00"
2020 - 2021,485 Perry County,I,15.00,57076,"57,076.00","57,076.00"
2020 - 2021,485 Perry County,I,16.00,57076,"57,076.00","57,076.00"
2020 - 2021,485 Perry County,I,17.00,57076,"57,076.00","57,076.00"
2020 - 2021,485 Perry County,I,18.00,57076,"57,076.00","57,076.00"
2020 - 2021,485 Perry County,I,19.00,57076,"57,076.00","57,076.00"
2020 - 2021,485 Perry County,I,20.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,21.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,22.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,23.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,24.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,25.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,26.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,27.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,28.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,29.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,30.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,31.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,32.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,33.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,34.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,35.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,36.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,37.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,38.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,39.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,I,40.00,57773,"57,773.00","57,773.00"
2020 - 2021,485 Perry County,II,0.00,40094,"40,094.00","40,094.00"
2020 - 2021,485 Perry County,II,1.00,41020,"41,020.00","41,020.00"
2020 - 2021,485 Perry County,II,2.00,41020,"41,020.00","41,020.00"
2020 - 2021,485 Perry County,II,3.00,41020,"41,020.00","41,020.00"
2020 - 2021,485 Perry County,II,4.00,45588,"45,588.00","45,588.00"
2020 - 2021,485 Perry County,II,5.00,45588,"45,588.00","45,588.00"
2020 - 2021,485 Perry County,II,6.00,45588,"45,588.00","45,588.00"
2020 - 2021,485 Perry County,II,7.00,45588,"45,588.00","45,588.00"
2020 - 2021,485 Perry County,II,8.00,45588,"45,588.00","45,588.00"
2020 - 2021,485 Perry County,II,9.00,45588,"45,588.00","45,588.00"
2020 - 2021,485 Perry County,II,10.00,51173,"51,173.00","51,173.00"
2020 - 2021,485 Perry County,II,11.00,51173,"51,173.00","51,173.00"
2020 - 2021,485 Perry County,II,12.00,51173,"51,173.00","51,173.00"
2020 - 2021,485 Perry County,II,13.00,51173,"51,173.00","51,173.00"
2020 - 2021,485 Perry County,II,14.00,51173,"51,173.00","51,173.00"
2020 - 2021,485 Perry County,II,15.00,52764,"52,764.00","52,764.00"
2020 - 2021,485 Perry County,II,16.00,52764,"52,764.00","52,764.00"
2020 - 2021,485 Perry County,II,17.00,52764,"52,764.00","52,764.00"
2020 - 2021,485 Perry County,II,18.00,52764,"52,764.00","52,764.00"
2020 - 2021,485 Perry County,II,19.00,52764,"52,764.00","52,764.00"
2020 - 2021,485 Perry County,II,20.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,21.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,22.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,23.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,24.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,25.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,26.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,27.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,28.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,29.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,30.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,31.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,32.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,33.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,34.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,35.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,36.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,37.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,38.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,39.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,II,40.00,53465,"53,465.00","53,465.00"
2020 - 2021,485 Perry County,III,0.00,35884,"35,884.00","35,884.00"
2020 - 2021,485 Perry County,III,1.00,36697,"36,697.00","36,697.00"
2020 - 2021,485 Perry County,III,2.00,36697,"36,697.00","36,697.00"
2020 - 2021,485 Perry County,III,3.00,36697,"36,697.00","36,697.00"
2020 - 2021,485 Perry County,III,4.00,41277,"41,277.00","41,277.00"
2020 - 2021,485 Perry County,III,5.00,41277,"41,277.00","41,277.00"
2020 - 2021,485 Perry County,III,6.00,41277,"41,277.00","41,277.00"
2020 - 2021,485 Perry County,III,7.00,41277,"41,277.00","41,277.00"
2020 - 2021,485 Perry County,III,8.00,41277,"41,277.00","41,277.00"
2020 - 2021,485 Perry County,III,9.00,41277,"41,277.00","41,277.00"
2020 - 2021,485 Perry County,III,10.00,46784,"46,784.00","46,784.00"
2020 - 2021,485 Perry County,III,11.00,46784,"46,784.00","46,784.00"
2020 - 2021,485 Perry County,III,12.00,46784,"46,784.00","46,784.00"
2020 - 2021,485 Perry County,III,13.00,46784,"46,784.00","46,784.00"
2020 - 2021,485 Perry County,III,14.00,46784,"46,784.00","46,784.00"
2020 - 2021,485 Perry County,III,15.00,48370,"48,370.00","48,370.00"
2020 - 2021,485 Perry County,III,16.00,48370,"48,370.00","48,370.00"
2020 - 2021,485 Perry County,III,17.00,48370,"48,370.00","48,370.00"
2020 - 2021,485 Perry County,III,18.00,48370,"48,370.00","48,370.00"
2020 - 2021,485 Perry County,III,19.00,48370,"48,370.00","48,370.00"
2020 - 2021,485 Perry County,III,20.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,21.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,22.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,23.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,24.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,25.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,26.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,27.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,28.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,29.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,30.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,31.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,32.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,33.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,34.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,35.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,36.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,37.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,38.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,39.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,III,40.00,48553,"48,553.00","48,553.00"
2020 - 2021,485 Perry County,IV,0.00,31679,"31,679.00","31,679.00"
2020 - 2021,485 Perry County,IV,1.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,2.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,3.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,4.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,5.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,6.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,7.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,8.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,9.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,10.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,11.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,12.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,13.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,14.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,15.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,16.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,17.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,18.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,19.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,20.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,21.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,22.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,23.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,24.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,25.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,26.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,27.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,28.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,29.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,30.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,31.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,32.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,33.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,34.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,35.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,36.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,37.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,38.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,39.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,IV,40.00,32365,"32,365.00","32,365.00"
2020 - 2021,485 Perry County,V,0.00,29544,"29,544.00","29,544.00"
2020 - 2021,485 Perry County,V,1.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,2.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,3.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,4.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,5.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,6.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,7.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,8.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,9.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,10.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,11.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,12.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,13.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,14.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,15.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,16.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,17.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,18.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,19.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,20.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,21.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,22.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,23.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,24.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,25.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,26.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,27.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,28.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,29.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,30.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,31.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,32.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,33.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,34.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,35.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,36.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,37.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,38.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,39.00,30180,"30,180.00","30,180.00"
2020 - 2021,485 Perry County,V,40.00,30180,"30,180.00","30,180.00"
2020 - 2021,491 Pike County,I,0.00,47429,0,0
2020 - 2021,491 Pike County,I,1.00,47429,0,0
2020 - 2021,491 Pike County,I,2.00,47429,0,0
2020 - 2021,491 Pike County,I,3.00,47429,0,0
2020 - 2021,491 Pike County,I,4.00,51666,0,0
2020 - 2021,491 Pike County,I,5.00,51666,0,0
2020 - 2021,491 Pike County,I,6.00,51666,0,0
2020 - 2021,491 Pike County,I,7.00,51666,0,0
2020 - 2021,491 Pike County,I,8.00,51666,0,0
2020 - 2021,491 Pike County,I,9.00,51666,0,0
2020 - 2021,491 Pike County,I,10.00,57272,0,0
2020 - 2021,491 Pike County,I,11.00,57272,0,0
2020 - 2021,491 Pike County,I,12.00,57272,0,0
2020 - 2021,491 Pike County,I,13.00,57272,0,0
2020 - 2021,491 Pike County,I,14.00,57272,0,0
2020 - 2021,491 Pike County,I,15.00,58967,0,0
2020 - 2021,491 Pike County,I,16.00,58967,0,0
2020 - 2021,491 Pike County,I,17.00,58967,0,0
2020 - 2021,491 Pike County,I,18.00,58967,0,0
2020 - 2021,491 Pike County,I,19.00,58967,0,0
2020 - 2021,491 Pike County,I,20.00,59878,0,0
2020 - 2021,491 Pike County,I,21.00,59878,0,0
2020 - 2021,491 Pike County,I,22.00,59878,0,0
2020 - 2021,491 Pike County,I,23.00,59878,0,0
2020 - 2021,491 Pike County,I,24.00,59878,0,0
2020 - 2021,491 Pike County,I,25.00,59878,0,0
2020 - 2021,491 Pike County,I,26.00,59878,0,0
2020 - 2021,491 Pike County,I,27.00,59878,0,0
2020 - 2021,491 Pike County,I,28.00,59878,0,0
2020 - 2021,491 Pike County,I,29.00,59878,0,0
2020 - 2021,491 Pike County,I,30.00,59878,0,0
2020 - 2021,491 Pike County,I,31.00,59878,0,0
2020 - 2021,491 Pike County,I,32.00,59878,0,0
2020 - 2021,491 Pike County,I,33.00,59878,0,0
2020 - 2021,491 Pike County,I,34.00,59878,0,0
2020 - 2021,491 Pike County,I,35.00,59878,0,0
2020 - 2021,491 Pike County,I,36.00,59878,0,0
2020 - 2021,491 Pike County,I,37.00,59878,0,0
2020 - 2021,491 Pike County,I,38.00,59878,0,0
2020 - 2021,491 Pike County,I,39.00,59878,0,0
2020 - 2021,491 Pike County,I,40.00,59878,0,0
2020 - 2021,491 Pike County,II,0.00,43127,0,0
2020 - 2021,491 Pike County,II,1.00,43127,0,0
2020 - 2021,491 Pike County,II,2.00,43127,0,0
2020 - 2021,491 Pike County,II,3.00,43127,0,0
2020 - 2021,491 Pike County,II,4.00,47429,0,0
2020 - 2021,491 Pike County,II,5.00,47429,0,0
2020 - 2021,491 Pike County,II,6.00,47429,0,0
2020 - 2021,491 Pike County,II,7.00,47429,0,0
2020 - 2021,491 Pike County,II,8.00,47429,0,0
2020 - 2021,491 Pike County,II,9.00,47429,0,0
2020 - 2021,491 Pike County,II,10.00,53036,0,0
2020 - 2021,491 Pike County,II,11.00,53036,0,0
2020 - 2021,491 Pike County,II,12.00,53036,0,0
2020 - 2021,491 Pike County,II,13.00,53036,0,0
2020 - 2021,491 Pike County,II,14.00,53036,0,0
2020 - 2021,491 Pike County,II,15.00,54658,0,0
2020 - 2021,491 Pike County,II,16.00,54658,0,0
2020 - 2021,491 Pike County,II,17.00,54658,0,0
2020 - 2021,491 Pike County,II,18.00,54658,0,0
2020 - 2021,491 Pike County,II,19.00,54658,0,0
2020 - 2021,491 Pike County,II,20.00,55578,0,0
2020 - 2021,491 Pike County,II,21.00,55578,0,0
2020 - 2021,491 Pike County,II,22.00,55578,0,0
2020 - 2021,491 Pike County,II,23.00,55578,0,0
2020 - 2021,491 Pike County,II,24.00,55578,0,0
2020 - 2021,491 Pike County,II,25.00,55578,0,0
2020 - 2021,491 Pike County,II,26.00,55578,0,0
2020 - 2021,491 Pike County,II,27.00,55578,0,0
2020 - 2021,491 Pike County,II,28.00,55578,0,0
2020 - 2021,491 Pike County,II,29.00,55578,0,0
2020 - 2021,491 Pike County,II,30.00,55578,0,0
2020 - 2021,491 Pike County,II,31.00,55578,0,0
2020 - 2021,491 Pike County,II,32.00,55578,0,0
2020 - 2021,491 Pike County,II,33.00,55578,0,0
2020 - 2021,491 Pike County,II,34.00,55578,0,0
2020 - 2021,491 Pike County,II,35.00,55578,0,0
2020 - 2021,491 Pike County,II,36.00,55578,0,0
2020 - 2021,491 Pike County,II,37.00,55578,0,0
2020 - 2021,491 Pike County,II,38.00,55578,0,0
2020 - 2021,491 Pike County,II,39.00,55578,0,0
2020 - 2021,491 Pike County,II,40.00,55578,0,0
2020 - 2021,491 Pike County,III,0.00,38759,0,0
2020 - 2021,491 Pike County,III,1.00,38759,0,0
2020 - 2021,491 Pike County,III,2.00,38759,0,0
2020 - 2021,491 Pike County,III,3.00,38759,0,0
2020 - 2021,491 Pike County,III,4.00,42993,0,0
2020 - 2021,491 Pike County,III,5.00,42993,0,0
2020 - 2021,491 Pike County,III,6.00,42993,0,0
2020 - 2021,491 Pike County,III,7.00,42993,0,0
2020 - 2021,491 Pike County,III,8.00,42993,0,0
2020 - 2021,491 Pike County,III,9.00,42993,0,0
2020 - 2021,491 Pike County,III,10.00,48601,0,0
2020 - 2021,491 Pike County,III,11.00,48601,0,0
2020 - 2021,491 Pike County,III,12.00,48601,0,0
2020 - 2021,491 Pike County,III,13.00,48601,0,0
2020 - 2021,491 Pike County,III,14.00,48601,0,0
2020 - 2021,491 Pike County,III,15.00,50296,0,0
2020 - 2021,491 Pike County,III,16.00,50296,0,0
2020 - 2021,491 Pike County,III,17.00,50296,0,0
2020 - 2021,491 Pike County,III,18.00,50296,0,0
2020 - 2021,491 Pike County,III,19.00,50296,0,0
2020 - 2021,491 Pike County,III,20.00,51079,0,0
2020 - 2021,491 Pike County,III,21.00,51079,0,0
