Fiscal Year,District,Rank,Years,I,II,III
2021 - 2022,081 Caldwell County,IV,5,32333,0,0
2021 - 2022,081 Caldwell County,IV,6,32333,0,0
2021 - 2022,081 Caldwell County,IV,7,32333,0,0
2021 - 2022,081 Caldwell County,IV,8,32333,0,0
2021 - 2022,081 Caldwell County,IV,9,32333,0,0
2021 - 2022,081 Caldwell County,IV,10,35286,0,0
2021 - 2022,081 Caldwell County,IV,11,35286,0,0
2021 - 2022,081 Caldwell County,IV,12,35286,0,0
2021 - 2022,081 Caldwell County,IV,13,35286,0,0
2021 - 2022,081 Caldwell County,IV,14,35286,0,0
2021 - 2022,081 Caldwell County,IV,15,36149,0,0
2021 - 2022,081 Caldwell County,IV,16,36149,0,0
2021 - 2022,081 Caldwell County,IV,17,36149,0,0
2021 - 2022,081 Caldwell County,IV,18,36149,0,0
2021 - 2022,081 Caldwell County,IV,19,36149,0,0
2021 - 2022,081 Caldwell County,IV,20,37378,0,0
2021 - 2022,081 Caldwell County,IV,21,37378,0,0
2021 - 2022,081 Caldwell County,IV,22,37378,0,0
2021 - 2022,081 Caldwell County,IV,23,37378,0,0
2021 - 2022,081 Caldwell County,IV,24,37378,0,0
2021 - 2022,081 Caldwell County,IV,25,38672,0,0
2021 - 2022,081 Caldwell County,IV,26,38672,0,0
2021 - 2022,081 Caldwell County,IV,27,38672,0,0
2021 - 2022,081 Caldwell County,IV,28,38672,0,0
2021 - 2022,081 Caldwell County,IV,29,38672,0,0
2021 - 2022,081 Caldwell County,IV,30,38672,0,0
2021 - 2022,081 Caldwell County,IV,31,38672,0,0
2021 - 2022,081 Caldwell County,IV,32,38672,0,0
2021 - 2022,081 Caldwell County,IV,33,38672,0,0
2021 - 2022,081 Caldwell County,IV,34,38672,0,0
2021 - 2022,081 Caldwell County,IV,35,38672,0,0
2021 - 2022,081 Caldwell County,IV,36,38672,0,0
2021 - 2022,081 Caldwell County,IV,37,38672,0,0
2021 - 2022,081 Caldwell County,IV,38,38672,0,0
2021 - 2022,081 Caldwell County,IV,39,38672,0,0
2021 - 2022,081 Caldwell County,IV,40,38672,0,0
2021 - 2022,081 Caldwell County,V,0,26859,0,0
2021 - 2022,081 Caldwell County,V,1,26859,0,0
2021 - 2022,081 Caldwell County,V,2,26859,0,0
2021 - 2022,081 Caldwell County,V,3,26859,0,0
2021 - 2022,081 Caldwell County,V,4,26859,0,0
2021 - 2022,081 Caldwell County,V,5,26859,0,0
2021 - 2022,081 Caldwell County,V,6,26859,0,0
2021 - 2022,081 Caldwell County,V,7,26859,0,0
2021 - 2022,081 Caldwell County,V,8,26859,0,0
2021 - 2022,081 Caldwell County,V,9,26859,0,0
2021 - 2022,081 Caldwell County,V,10,26859,0,0
2021 - 2022,081 Caldwell County,V,11,26859,0,0
2021 - 2022,081 Caldwell County,V,12,26859,0,0
2021 - 2022,081 Caldwell County,V,13,26859,0,0
2021 - 2022,081 Caldwell County,V,14,26859,0,0
2021 - 2022,081 Caldwell County,V,15,26859,0,0
2021 - 2022,081 Caldwell County,V,16,26859,0,0
2021 - 2022,081 Caldwell County,V,17,26859,0,0
2021 - 2022,081 Caldwell County,V,18,26859,0,0
2021 - 2022,081 Caldwell County,V,19,26859,0,0
2021 - 2022,081 Caldwell County,V,20,26859,0,0
2021 - 2022,081 Caldwell County,V,21,26859,0,0
2021 - 2022,081 Caldwell County,V,22,26859,0,0
2021 - 2022,081 Caldwell County,V,23,26859,0,0
2021 - 2022,081 Caldwell County,V,24,26859,0,0
2021 - 2022,081 Caldwell County,V,25,26859,0,0
2021 - 2022,081 Caldwell County,V,26,26859,0,0
2021 - 2022,081 Caldwell County,V,27,26859,0,0
2021 - 2022,081 Caldwell County,V,28,26859,0,0
2021 - 2022,081 Caldwell County,V,29,26859,0,0
2021 - 2022,081 Caldwell County,V,30,26859,0,0
2021 - 2022,081 Caldwell County,V,31,26859,0,0
2021 - 2022,081 Caldwell County,V,32,26859,0,0
2021 - 2022,081 Caldwell County,V,33,26859,0,0
2021 - 2022,081 Caldwell County,V,34,26859,0,0
2021 - 2022,081 Caldwell County,V,35,26859,0,0
2021 - 2022,081 Caldwell County,V,36,26859,0,0
2021 - 2022,081 Caldwell County,V,37,26859,0,0
2021 - 2022,081 Caldwell County,V,38,26859,0,0
2021 - 2022,081 Caldwell County,V,39,26859,0,0
2021 - 2022,081 Caldwell County,V,40,26859,0,0
2021 - 2022,085 Calloway County,I,0,45262,49023,0
2021 - 2022,085 Calloway County,I,1,45859,49672,0
2021 - 2022,085 Calloway County,I,2,45859,49672,0
2021 - 2022,085 Calloway County,I,3,45859,49672,0
2021 - 2022,085 Calloway County,I,4,46656,50543,0
2021 - 2022,085 Calloway County,I,5,48265,52025,0
2021 - 2022,085 Calloway County,I,6,50449,54206,0
2021 - 2022,085 Calloway County,I,7,52051,55941,0
2021 - 2022,085 Calloway County,I,8,52996,56887,0
2021 - 2022,085 Calloway County,I,9,53099,56988,0
2021 - 2022,085 Calloway County,I,10,59267,63156,0
2021 - 2022,085 Calloway County,I,11,59267,63156,0
2021 - 2022,085 Calloway County,I,12,59267,63156,0
2021 - 2022,085 Calloway County,I,13,59267,63156,0
2021 - 2022,085 Calloway County,I,14,59267,63156,0
2021 - 2022,085 Calloway County,I,15,61084,64973,0
2021 - 2022,085 Calloway County,I,16,61084,64973,0
2021 - 2022,085 Calloway County,I,17,61084,64973,0
2021 - 2022,085 Calloway County,I,18,61084,64973,0
2021 - 2022,085 Calloway County,I,19,61084,64973,0
2021 - 2022,085 Calloway County,I,20,62033,65923,0
2021 - 2022,085 Calloway County,I,21,62033,65923,0
2021 - 2022,085 Calloway County,I,22,62033,65923,0
2021 - 2022,085 Calloway County,I,23,62033,65923,0
2021 - 2022,085 Calloway County,I,24,62033,65923,0
2021 - 2022,085 Calloway County,I,25,64172,68063,0
2021 - 2022,085 Calloway County,I,26,64172,68063,0
2021 - 2022,085 Calloway County,I,27,64172,68063,0
2021 - 2022,085 Calloway County,I,28,64172,68063,0
2021 - 2022,085 Calloway County,I,29,64172,68063,0
2021 - 2022,085 Calloway County,I,30,64172,68063,0
2021 - 2022,085 Calloway County,I,31,64172,68063,0
2021 - 2022,085 Calloway County,I,32,64172,68063,0
2021 - 2022,085 Calloway County,I,33,64172,68063,0
2021 - 2022,085 Calloway County,I,34,64172,68063,0
2021 - 2022,085 Calloway County,I,35,64172,68063,0
2021 - 2022,085 Calloway County,I,36,64172,68063,0
2021 - 2022,085 Calloway County,I,37,64172,68063,0
2021 - 2022,085 Calloway County,I,38,64172,68063,0
2021 - 2022,085 Calloway County,I,39,64172,68063,0
2021 - 2022,085 Calloway County,I,40,64172,68063,0
2021 - 2022,085 Calloway County,II,0,41355,0,0
2021 - 2022,085 Calloway County,II,1,41889,0,0
2021 - 2022,085 Calloway County,II,2,42613,0,0
2021 - 2022,085 Calloway County,II,3,43205,0,0
2021 - 2022,085 Calloway County,II,4,43968,0,0
2021 - 2022,085 Calloway County,II,5,44316,0,0
2021 - 2022,085 Calloway County,II,6,46299,0,0
2021 - 2022,085 Calloway County,II,7,47759,0,0
2021 - 2022,085 Calloway County,II,8,48623,0,0
2021 - 2022,085 Calloway County,II,9,48720,0,0
2021 - 2022,085 Calloway County,II,10,54719,0,0
2021 - 2022,085 Calloway County,II,11,54719,0,0
2021 - 2022,085 Calloway County,II,12,54719,0,0
2021 - 2022,085 Calloway County,II,13,54719,0,0
2021 - 2022,085 Calloway County,II,14,54719,0,0
2021 - 2022,085 Calloway County,II,15,56556,0,0
2021 - 2022,085 Calloway County,II,16,56556,0,0
2021 - 2022,085 Calloway County,II,17,56556,0,0
2021 - 2022,085 Calloway County,II,18,56556,0,0
2021 - 2022,085 Calloway County,II,19,56556,0,0
2021 - 2022,085 Calloway County,II,20,57507,0,0
2021 - 2022,085 Calloway County,II,21,57507,0,0
2021 - 2022,085 Calloway County,II,22,57507,0,0
2021 - 2022,085 Calloway County,II,23,57507,0,0
2021 - 2022,085 Calloway County,II,24,57507,0,0
2021 - 2022,085 Calloway County,II,25,59644,0,0
2021 - 2022,085 Calloway County,II,26,59644,0,0
2021 - 2022,085 Calloway County,II,27,59644,0,0
2021 - 2022,085 Calloway County,II,28,59644,0,0
2021 - 2022,085 Calloway County,II,29,59644,0,0
2021 - 2022,085 Calloway County,II,30,59644,0,0
2021 - 2022,085 Calloway County,II,31,59644,0,0
2021 - 2022,085 Calloway County,II,32,59644,0,0
2021 - 2022,085 Calloway County,II,33,59644,0,0
2021 - 2022,085 Calloway County,II,34,59644,0,0
2021 - 2022,085 Calloway County,II,35,59644,0,0
2021 - 2022,085 Calloway County,II,36,59644,0,0
2021 - 2022,085 Calloway County,II,37,59644,0,0
2021 - 2022,085 Calloway County,II,38,59644,0,0
2021 - 2022,085 Calloway County,II,39,59644,0,0
2021 - 2022,085 Calloway County,II,40,59644,0,0
2021 - 2022,085 Calloway County,III,0,37295,0,0
2021 - 2022,085 Calloway County,III,1,37772,0,0
2021 - 2022,085 Calloway County,III,2,38414,0,0
2021 - 2022,085 Calloway County,III,3,38958,0,0
2021 - 2022,085 Calloway County,III,4,39467,0,0
2021 - 2022,085 Calloway County,III,5,40241,0,0
