Fiscal Year,District,Rank,Years,,I,II,III
2013 - 2014,092 Campbellsville Independent,IV,36,,29778,0,0
2013 - 2014,092 Campbellsville Independent,IV,37,,29778,0,0
2013 - 2014,092 Campbellsville Independent,IV,38,,29778,0,0
2013 - 2014,092 Campbellsville Independent,IV,39,,29778,0,0
2013 - 2014,092 Campbellsville Independent,IV,40,,29778,0,0
2013 - 2014,092 Campbellsville Independent,V,0,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,1,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,2,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,3,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,4,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,5,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,6,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,7,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,8,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,9,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,10,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,11,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,12,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,13,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,14,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,15,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,16,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,17,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,18,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,19,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,20,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,21,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,22,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,23,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,24,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,25,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,26,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,27,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,28,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,29,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,30,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,31,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,32,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,33,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,34,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,35,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,36,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,37,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,38,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,39,,27795,0,0
2013 - 2014,092 Campbellsville Independent,V,40,,27795,0,0
2013 - 2014,095 Carlisle County,I,0,,42019,0,0
2013 - 2014,095 Carlisle County,I,1,,42019,0,0
2013 - 2014,095 Carlisle County,I,2,,42019,0,0
2013 - 2014,095 Carlisle County,I,3,,42019,0,0
2013 - 2014,095 Carlisle County,I,4,,45796,0,0
2013 - 2014,095 Carlisle County,I,5,,45796,0,0
2013 - 2014,095 Carlisle County,I,6,,45796,0,0
2013 - 2014,095 Carlisle County,I,7,,45796,0,0
2013 - 2014,095 Carlisle County,I,8,,45796,0,0
2013 - 2014,095 Carlisle County,I,9,,45796,0,0
2013 - 2014,095 Carlisle County,I,10,,50732,0,0
2013 - 2014,095 Carlisle County,I,11,,50732,0,0
2013 - 2014,095 Carlisle County,I,12,,50732,0,0
2013 - 2014,095 Carlisle County,I,13,,50732,0,0
2013 - 2014,095 Carlisle County,I,14,,50732,0,0
2013 - 2014,095 Carlisle County,I,15,,52201,0,0
2013 - 2014,095 Carlisle County,I,16,,52201,0,0
2013 - 2014,095 Carlisle County,I,17,,52201,0,0
2013 - 2014,095 Carlisle County,I,18,,52201,0,0
2013 - 2014,095 Carlisle County,I,19,,52201,0,0
2013 - 2014,095 Carlisle County,I,20,,53669,0,0
2013 - 2014,095 Carlisle County,I,21,,53669,0,0
2013 - 2014,095 Carlisle County,I,22,,53669,0,0
2013 - 2014,095 Carlisle County,I,23,,53669,0,0
2013 - 2014,095 Carlisle County,I,24,,53669,0,0
2013 - 2014,095 Carlisle County,I,25,,53669,0,0
2013 - 2014,095 Carlisle County,I,26,,53669,0,0
2013 - 2014,095 Carlisle County,I,27,,53669,0,0
2013 - 2014,095 Carlisle County,I,28,,53669,0,0
2013 - 2014,095 Carlisle County,I,29,,53669,0,0
2013 - 2014,095 Carlisle County,I,30,,53669,0,0
2013 - 2014,095 Carlisle County,I,31,,53669,0,0
2013 - 2014,095 Carlisle County,I,32,,53669,0,0
2013 - 2014,095 Carlisle County,I,33,,53669,0,0
2013 - 2014,095 Carlisle County,I,34,,53669,0,0
2013 - 2014,095 Carlisle County,I,35,,53669,0,0
2013 - 2014,095 Carlisle County,I,36,,53669,0,0
2013 - 2014,095 Carlisle County,I,37,,53669,0,0
2013 - 2014,095 Carlisle County,I,38,,53669,0,0
2013 - 2014,095 Carlisle County,I,39,,53669,0,0
2013 - 2014,095 Carlisle County,I,40,,53669,0,0
2013 - 2014,095 Carlisle County,II,0,,38272,0,0
2013 - 2014,095 Carlisle County,II,1,,38272,0,0
2013 - 2014,095 Carlisle County,II,2,,38272,0,0
2013 - 2014,095 Carlisle County,II,3,,38272,0,0
2013 - 2014,095 Carlisle County,II,4,,42020,0,0
2013 - 2014,095 Carlisle County,II,5,,42020,0,0
2013 - 2014,095 Carlisle County,II,6,,42020,0,0
2013 - 2014,095 Carlisle County,II,7,,42020,0,0
2013 - 2014,095 Carlisle County,II,8,,42020,0,0
2013 - 2014,095 Carlisle County,II,9,,42020,0,0
2013 - 2014,095 Carlisle County,II,10,,46889,0,0
2013 - 2014,095 Carlisle County,II,11,,46889,0,0
2013 - 2014,095 Carlisle County,II,12,,46889,0,0
2013 - 2014,095 Carlisle County,II,13,,46889,0,0
2013 - 2014,095 Carlisle County,II,14,,46889,0,0
2013 - 2014,095 Carlisle County,II,15,,48331,0,0
2013 - 2014,095 Carlisle County,II,16,,48331,0,0
2013 - 2014,095 Carlisle County,II,17,,48331,0,0
2013 - 2014,095 Carlisle County,II,18,,48331,0,0
2013 - 2014,095 Carlisle County,II,19,,48331,0,0
2013 - 2014,095 Carlisle County,II,20,,49777,0,0
2013 - 2014,095 Carlisle County,II,21,,49777,0,0
2013 - 2014,095 Carlisle County,II,22,,49777,0,0
2013 - 2014,095 Carlisle County,II,23,,49777,0,0
2013 - 2014,095 Carlisle County,II,24,,49777,0,0
2013 - 2014,095 Carlisle County,II,25,,49777,0,0
2013 - 2014,095 Carlisle County,II,26,,49777,0,0
2013 - 2014,095 Carlisle County,II,27,,49777,0,0
2013 - 2014,095 Carlisle County,II,28,,49777,0,0
2013 - 2014,095 Carlisle County,II,29,,49777,0,0
2013 - 2014,095 Carlisle County,II,30,,49777,0,0
2013 - 2014,095 Carlisle County,II,31,,49777,0,0
2013 - 2014,095 Carlisle County,II,32,,49777,0,0
2013 - 2014,095 Carlisle County,II,33,,49777,0,0
2013 - 2014,095 Carlisle County,II,34,,49777,0,0
2013 - 2014,095 Carlisle County,II,35,,49777,0,0
2013 - 2014,095 Carlisle County,II,36,,49777,0,0
2013 - 2014,095 Carlisle County,II,37,,49777,0,0
2013 - 2014,095 Carlisle County,II,38,,49777,0,0
2013 - 2014,095 Carlisle County,II,39,,49777,0,0
2013 - 2014,095 Carlisle County,II,40,,49777,0,0
2013 - 2014,095 Carlisle County,III,0,,34452,0,0
2013 - 2014,095 Carlisle County,III,1,,34452,0,0
2013 - 2014,095 Carlisle County,III,2,,34452,0,0
2013 - 2014,095 Carlisle County,III,3,,34452,0,0
2013 - 2014,095 Carlisle County,III,4,,38272,0,0
2013 - 2014,095 Carlisle County,III,5,,38272,0,0
2013 - 2014,095 Carlisle County,III,6,,38272,0,0
2013 - 2014,095 Carlisle County,III,7,,38272,0,0
2013 - 2014,095 Carlisle County,III,8,,38272,0,0
2013 - 2014,095 Carlisle County,III,9,,38272,0,0
2013 - 2014,095 Carlisle County,III,10,,43094,0,0
2013 - 2014,095 Carlisle County,III,11,,43094,0,0
2013 - 2014,095 Carlisle County,III,12,,43094,0,0
2013 - 2014,095 Carlisle County,III,13,,43094,0,0
2013 - 2014,095 Carlisle County,III,14,,43094,0,0
2013 - 2014,095 Carlisle County,III,15,,44526,0,0
2013 - 2014,095 Carlisle County,III,16,,44526,0,0
2013 - 2014,095 Carlisle County,III,17,,44526,0,0
2013 - 2014,095 Carlisle County,III,18,,44526,0,0
2013 - 2014,095 Carlisle County,III,19,,44526,0,0
2013 - 2014,095 Carlisle County,III,20,,45955,0,0
2013 - 2014,095 Carlisle County,III,21,,45955,0,0
2013 - 2014,095 Carlisle County,III,22,,45955,0,0
2013 - 2014,095 Carlisle County,III,23,,45955,0,0
2013 - 2014,095 Carlisle County,III,24,,45955,0,0
2013 - 2014,095 Carlisle County,III,25,,45955,0,0
2013 - 2014,095 Carlisle County,III,26,,45955,0,0
2013 - 2014,095 Carlisle County,III,27,,45955,0,0
2013 - 2014,095 Carlisle County,III,28,,45955,0,0
2013 - 2014,095 Carlisle County,III,29,,45955,0,0
2013 - 2014,095 Carlisle County,III,30,,45955,0,0
2013 - 2014,095 Carlisle County,III,31,,45955,0,0
2013 - 2014,095 Carlisle County,III,32,,45955,0,0
2013 - 2014,095 Carlisle County,III,33,,45955,0,0
2013 - 2014,095 Carlisle County,III,34,,45955,0,0
2013 - 2014,095 Carlisle County,III,35,,45955,0,0
2013 - 2014,095 Carlisle County,III,36,,45955,0,0
2013 - 2014,095 Carlisle County,III,37,,45955,0,0
2013 - 2014,095 Carlisle County,III,38,,45955,0,0
2013 - 2014,095 Carlisle County,III,39,,45955,0,0
2013 - 2014,095 Carlisle County,III,40,,45955,0,0
2013 - 2014,095 Carlisle County,IV,0,,30476,0,0
2013 - 2014,095 Carlisle County,IV,1,,30476,0,0
2013 - 2014,095 Carlisle County,IV,2,,30476,0,0
2013 - 2014,095 Carlisle County,IV,3,,30476,0,0
2013 - 2014,095 Carlisle County,IV,4,,30476,0,0
2013 - 2014,095 Carlisle County,IV,5,,30476,0,0
2013 - 2014,095 Carlisle County,IV,6,,30476,0,0
2013 - 2014,095 Carlisle County,IV,7,,30476,0,0
2013 - 2014,095 Carlisle County,IV,8,,30476,0,0
2013 - 2014,095 Carlisle County,IV,9,,30476,0,0
2013 - 2014,095 Carlisle County,IV,10,,30476,0,0
2013 - 2014,095 Carlisle County,IV,11,,30476,0,0
2013 - 2014,095 Carlisle County,IV,12,,30476,0,0
2013 - 2014,095 Carlisle County,IV,13,,30476,0,0
2013 - 2014,095 Carlisle County,IV,14,,30476,0,0
2013 - 2014,095 Carlisle County,IV,15,,30476,0,0
2013 - 2014,095 Carlisle County,IV,16,,30476,0,0
2013 - 2014,095 Carlisle County,IV,17,,30476,0,0
2013 - 2014,095 Carlisle County,IV,18,,30476,0,0
2013 - 2014,095 Carlisle County,IV,19,,30476,0,0
2013 - 2014,095 Carlisle County,IV,20,,30476,0,0
2013 - 2014,095 Carlisle County,IV,21,,30476,0,0
2013 - 2014,095 Carlisle County,IV,22,,30476,0,0
2013 - 2014,095 Carlisle County,IV,23,,30476,0,0
2013 - 2014,095 Carlisle County,IV,24,,30476,0,0
2013 - 2014,095 Carlisle County,IV,25,,30476,0,0
2013 - 2014,095 Carlisle County,IV,26,,30476,0,0
2013 - 2014,095 Carlisle County,IV,27,,30476,0,0
2013 - 2014,095 Carlisle County,IV,28,,30476,0,0
2013 - 2014,095 Carlisle County,IV,29,,30476,0,0
2013 - 2014,095 Carlisle County,IV,30,,30476,0,0
2013 - 2014,095 Carlisle County,IV,31,,30476,0,0
2013 - 2014,095 Carlisle County,IV,32,,30476,0,0
2013 - 2014,095 Carlisle County,IV,33,,30476,0,0
2013 - 2014,095 Carlisle County,IV,34,,30476,0,0
2013 - 2014,095 Carlisle County,IV,35,,30476,0,0
2013 - 2014,095 Carlisle County,IV,36,,30476,0,0
2013 - 2014,095 Carlisle County,IV,37,,30476,0,0
2013 - 2014,095 Carlisle County,IV,38,,30476,0,0
2013 - 2014,095 Carlisle County,IV,39,,30476,0,0
2013 - 2014,095 Carlisle County,IV,40,,30476,0,0
2013 - 2014,095 Carlisle County,V,0,,28601,0,0
2013 - 2014,095 Carlisle County,V,1,,28601,0,0
2013 - 2014,095 Carlisle County,V,2,,28601,0,0
2013 - 2014,095 Carlisle County,V,3,,28601,0,0
2013 - 2014,095 Carlisle County,V,4,,28601,0,0
2013 - 2014,095 Carlisle County,V,5,,28601,0,0
2013 - 2014,095 Carlisle County,V,6,,28601,0,0
2013 - 2014,095 Carlisle County,V,7,,28601,0,0
2013 - 2014,095 Carlisle County,V,8,,28601,0,0
2013 - 2014,095 Carlisle County,V,9,,28601,0,0
2013 - 2014,095 Carlisle County,V,10,,28601,0,0
2013 - 2014,095 Carlisle County,V,11,,28601,0,0
2013 - 2014,095 Carlisle County,V,12,,28601,0,0
2013 - 2014,095 Carlisle County,V,13,,28601,0,0
2013 - 2014,095 Carlisle County,V,14,,28601,0,0
2013 - 2014,095 Carlisle County,V,15,,28601,0,0
2013 - 2014,095 Carlisle County,V,16,,28601,0,0
2013 - 2014,095 Carlisle County,V,17,,28601,0,0
2013 - 2014,095 Carlisle County,V,18,,28601,0,0
2013 - 2014,095 Carlisle County,V,19,,28601,0,0
2013 - 2014,095 Carlisle County,V,20,,28601,0,0
2013 - 2014,095 Carlisle County,V,21,,28601,0,0
2013 - 2014,095 Carlisle County,V,22,,28601,0,0
2013 - 2014,095 Carlisle County,V,23,,28601,0,0
2013 - 2014,095 Carlisle County,V,24,,28601,0,0
2013 - 2014,095 Carlisle County,V,25,,28601,0,0
2013 - 2014,095 Carlisle County,V,26,,28601,0,0
2013 - 2014,095 Carlisle County,V,27,,28601,0,0
2013 - 2014,095 Carlisle County,V,28,,28601,0,0
2013 - 2014,095 Carlisle County,V,29,,28601,0,0
2013 - 2014,095 Carlisle County,V,30,,28601,0,0
2013 - 2014,095 Carlisle County,V,31,,28601,0,0
2013 - 2014,095 Carlisle County,V,32,,28601,0,0
2013 - 2014,095 Carlisle County,V,33,,28601,0,0
2013 - 2014,095 Carlisle County,V,34,,28601,0,0
2013 - 2014,095 Carlisle County,V,35,,28601,0,0
2013 - 2014,095 Carlisle County,V,36,,28601,0,0
2013 - 2014,095 Carlisle County,V,37,,28601,0,0
2013 - 2014,095 Carlisle County,V,38,,28601,0,0
2013 - 2014,095 Carlisle County,V,39,,28601,0,0
2013 - 2014,095 Carlisle County,V,40,,28601,0,0
2013 - 2014,101 Carroll County,I,0,,45305,0,0
2013 - 2014,101 Carroll County,I,1,,46068,0,0
2013 - 2014,101 Carroll County,I,2,,46864,0,0
2013 - 2014,101 Carroll County,I,3,,47657,0,0
2013 - 2014,101 Carroll County,I,4,,48485,0,0
2013 - 2014,101 Carroll County,I,5,,49787,0,0
2013 - 2014,101 Carroll County,I,6,,50581,0,0
2013 - 2014,101 Carroll County,I,7,,51382,0,0
2013 - 2014,101 Carroll County,I,8,,52195,0,0
2013 - 2014,101 Carroll County,I,9,,52983,0,0
2013 - 2014,101 Carroll County,I,10,,54355,0,0
2013 - 2014,101 Carroll County,I,11,,55037,0,0
2013 - 2014,101 Carroll County,I,12,,55724,0,0
2013 - 2014,101 Carroll County,I,13,,56376,0,0
2013 - 2014,101 Carroll County,I,14,,57096,0,0
2013 - 2014,101 Carroll County,I,15,,59117,0,0
2013 - 2014,101 Carroll County,I,16,,59641,0,0
2013 - 2014,101 Carroll County,I,17,,60196,0,0
2013 - 2014,101 Carroll County,I,18,,60751,0,0
2013 - 2014,101 Carroll County,I,19,,61272,0,0
2013 - 2014,101 Carroll County,I,20,,62772,0,0
2013 - 2014,101 Carroll County,I,21,,62772,0,0
2013 - 2014,101 Carroll County,I,22,,63622,0,0
2013 - 2014,101 Carroll County,I,23,,63622,0,0
2013 - 2014,101 Carroll County,I,24,,64471,0,0
2013 - 2014,101 Carroll County,I,25,,64471,0,0
2013 - 2014,101 Carroll County,I,26,,64471,0,0
2013 - 2014,101 Carroll County,I,27,,64471,0,0
2013 - 2014,101 Carroll County,I,28,,65381,0,0
2013 - 2014,101 Carroll County,I,29,,65381,0,0
2013 - 2014,101 Carroll County,I,30,,65381,0,0
2013 - 2014,101 Carroll County,I,31,,65381,0,0
2013 - 2014,101 Carroll County,I,32,,65381,0,0
2013 - 2014,101 Carroll County,I,33,,65381,0,0
2013 - 2014,101 Carroll County,I,34,,65381,0,0
2013 - 2014,101 Carroll County,I,35,,65381,0,0
2013 - 2014,101 Carroll County,I,36,,65381,0,0
2013 - 2014,101 Carroll County,I,37,,65381,0,0
2013 - 2014,101 Carroll County,I,38,,65381,0,0
2013 - 2014,101 Carroll County,I,39,,65381,0,0
2013 - 2014,101 Carroll County,I,40,,65381,0,0
2013 - 2014,101 Carroll County,II,0,,40348,0,0
2013 - 2014,101 Carroll County,II,1,,40538,0,0
2013 - 2014,101 Carroll County,II,2,,40984,0,0
2013 - 2014,101 Carroll County,II,3,,42254,0,0
2013 - 2014,101 Carroll County,II,4,,43908,0,0
2013 - 2014,101 Carroll County,II,5,,44542,0,0
2013 - 2014,101 Carroll County,II,6,,44924,0,0
2013 - 2014,101 Carroll County,II,7,,45369,0,0
2013 - 2014,101 Carroll County,II,8,,46133,0,0
2013 - 2014,101 Carroll County,II,9,,46958,0,0
2013 - 2014,101 Carroll County,II,10,,48263,0,0
2013 - 2014,101 Carroll County,II,11,,48929,0,0
2013 - 2014,101 Carroll County,II,12,,49565,0,0
2013 - 2014,101 Carroll County,II,13,,50265,0,0
2013 - 2014,101 Carroll County,II,14,,50898,0,0
2013 - 2014,101 Carroll County,II,15,,52916,0,0
2013 - 2014,101 Carroll County,II,16,,53504,0,0
2013 - 2014,101 Carroll County,II,17,,54028,0,0
2013 - 2014,101 Carroll County,II,18,,54548,0,0
2013 - 2014,101 Carroll County,II,19,,55104,0,0
2013 - 2014,101 Carroll County,II,20,,56607,0,0
2013 - 2014,101 Carroll County,II,21,,56607,0,0
2013 - 2014,101 Carroll County,II,22,,57355,0,0
2013 - 2014,101 Carroll County,II,23,,57355,0,0
2013 - 2014,101 Carroll County,II,24,,58066,0,0
2013 - 2014,101 Carroll County,II,25,,58066,0,0
2013 - 2014,101 Carroll County,II,26,,58066,0,0
2013 - 2014,101 Carroll County,II,27,,58066,0,0
2013 - 2014,101 Carroll County,II,28,,58780,0,0
2013 - 2014,101 Carroll County,II,29,,58780,0,0
2013 - 2014,101 Carroll County,II,30,,58780,0,0
2013 - 2014,101 Carroll County,II,31,,58780,0,0
2013 - 2014,101 Carroll County,II,32,,58780,0,0
2013 - 2014,101 Carroll County,II,33,,58780,0,0
2013 - 2014,101 Carroll County,II,34,,58780,0,0
2013 - 2014,101 Carroll County,II,35,,58780,0,0
2013 - 2014,101 Carroll County,II,36,,58780,0,0
2013 - 2014,101 Carroll County,II,37,,58780,0,0
2013 - 2014,101 Carroll County,II,38,,58780,0,0
2013 - 2014,101 Carroll County,II,39,,58780,0,0
2013 - 2014,101 Carroll County,II,40,,58780,0,0
2013 - 2014,101 Carroll County,III,0,,37450,53300,0
2013 - 2014,101 Carroll County,III,1,,38051,53300,0
2013 - 2014,101 Carroll County,III,2,,38650,53300,0
2013 - 2014,101 Carroll County,III,3,,39249,53300,0
2013 - 2014,101 Carroll County,III,4,,39849,53300,0
2013 - 2014,101 Carroll County,III,5,,40449,53300,0
2013 - 2014,101 Carroll County,III,6,,41047,53300,0
2013 - 2014,101 Carroll County,III,7,,41645,53300,0
2013 - 2014,101 Carroll County,III,8,,41906,53300,0
2013 - 2014,101 Carroll County,III,9,,42697,53300,0
2013 - 2014,101 Carroll County,III,10,,44035,53300,0
2013 - 2014,101 Carroll County,III,11,,44669,53300,0
2013 - 2014,101 Carroll County,III,12,,45369,53300,0
2013 - 2014,101 Carroll County,III,13,,46004,53300,0
2013 - 2014,101 Carroll County,III,14,,46671,53300,0
2013 - 2014,101 Carroll County,III,15,,47980,53300,0
2013 - 2014,101 Carroll County,III,16,,48675,53300,0
2013 - 2014,101 Carroll County,III,17,,49311,53300,0
2013 - 2014,101 Carroll County,III,18,,49978,53300,0
2013 - 2014,101 Carroll County,III,19,,50645,53300,0
2013 - 2014,101 Carroll County,III,20,,51447,53300,0
2013 - 2014,101 Carroll County,III,21,,51447,53300,0
2013 - 2014,101 Carroll County,III,22,,51447,53300,0
2013 - 2014,101 Carroll County,III,23,,51447,53300,0
2013 - 2014,101 Carroll County,III,24,,51447,53300,0
2013 - 2014,101 Carroll County,III,25,,51447,53300,0
2013 - 2014,101 Carroll County,III,26,,51447,53300,0
2013 - 2014,101 Carroll County,III,27,,51447,53300,0
2013 - 2014,101 Carroll County,III,28,,51447,53300,0
2013 - 2014,101 Carroll County,III,29,,51447,53300,0
2013 - 2014,101 Carroll County,III,30,,51447,53300,0
2013 - 2014,101 Carroll County,III,31,,51447,53300,0
2013 - 2014,101 Carroll County,III,32,,51447,53300,0
2013 - 2014,101 Carroll County,III,33,,51447,53300,0
2013 - 2014,101 Carroll County,III,34,,51447,53300,0
2013 - 2014,101 Carroll County,III,35,,51447,53300,0
2013 - 2014,101 Carroll County,III,36,,51447,53300,0
2013 - 2014,101 Carroll County,III,37,,51447,53300,0
2013 - 2014,101 Carroll County,III,38,,51447,53300,0
2013 - 2014,101 Carroll County,III,39,,51447,53300,0
2013 - 2014,101 Carroll County,III,40,,51447,53300,0
2013 - 2014,101 Carroll County,IV,0,,37450,0,0
2013 - 2014,101 Carroll County,IV,1,,37450,0,0
2013 - 2014,101 Carroll County,IV,2,,37450,0,0
2013 - 2014,101 Carroll County,IV,3,,37450,0,0
2013 - 2014,101 Carroll County,IV,4,,37450,0,0
2013 - 2014,101 Carroll County,IV,5,,37450,0,0
2013 - 2014,101 Carroll County,IV,6,,37450,0,0
2013 - 2014,101 Carroll County,IV,7,,37450,0,0
2013 - 2014,101 Carroll County,IV,8,,37450,0,0
2013 - 2014,101 Carroll County,IV,9,,37450,0,0
2013 - 2014,101 Carroll County,IV,10,,37450,0,0
2013 - 2014,101 Carroll County,IV,11,,37450,0,0
2013 - 2014,101 Carroll County,IV,12,,37450,0,0
2013 - 2014,101 Carroll County,IV,13,,37450,0,0
2013 - 2014,101 Carroll County,IV,14,,37450,0,0
2013 - 2014,101 Carroll County,IV,15,,37450,0,0
2013 - 2014,101 Carroll County,IV,16,,37450,0,0
2013 - 2014,101 Carroll County,IV,17,,37450,0,0
2013 - 2014,101 Carroll County,IV,18,,37450,0,0
2013 - 2014,101 Carroll County,IV,19,,37450,0,0
2013 - 2014,101 Carroll County,IV,20,,37450,0,0
2013 - 2014,101 Carroll County,IV,21,,37450,0,0
2013 - 2014,101 Carroll County,IV,22,,37450,0,0
2013 - 2014,101 Carroll County,IV,23,,37450,0,0
2013 - 2014,101 Carroll County,IV,24,,37450,0,0
2013 - 2014,101 Carroll County,IV,25,,37450,0,0
2013 - 2014,101 Carroll County,IV,26,,37450,0,0
2013 - 2014,101 Carroll County,IV,27,,37450,0,0
2013 - 2014,101 Carroll County,IV,28,,37450,0,0
2013 - 2014,101 Carroll County,IV,29,,37450,0,0
2013 - 2014,101 Carroll County,IV,30,,37450,0,0
2013 - 2014,101 Carroll County,IV,31,,37450,0,0
2013 - 2014,101 Carroll County,IV,32,,37450,0,0
2013 - 2014,101 Carroll County,IV,33,,37450,0,0
2013 - 2014,101 Carroll County,IV,34,,37450,0,0
2013 - 2014,101 Carroll County,IV,35,,37450,0,0
2013 - 2014,101 Carroll County,IV,36,,37450,0,0
2013 - 2014,101 Carroll County,IV,37,,37450,0,0
2013 - 2014,101 Carroll County,IV,38,,37450,0,0
2013 - 2014,101 Carroll County,IV,39,,37450,0,0
2013 - 2014,101 Carroll County,IV,40,,37450,0,0
2013 - 2014,101 Carroll County,V,0,,25256,0,0
2013 - 2014,101 Carroll County,V,1,,25256,0,0
2013 - 2014,101 Carroll County,V,2,,25256,0,0
2013 - 2014,101 Carroll County,V,3,,25256,0,0
2013 - 2014,101 Carroll County,V,4,,25256,0,0
2013 - 2014,101 Carroll County,V,5,,25256,0,0
2013 - 2014,101 Carroll County,V,6,,25256,0,0
2013 - 2014,101 Carroll County,V,7,,25256,0,0
2013 - 2014,101 Carroll County,V,8,,25256,0,0
2013 - 2014,101 Carroll County,V,9,,25256,0,0
2013 - 2014,101 Carroll County,V,10,,25256,0,0
2013 - 2014,101 Carroll County,V,11,,25256,0,0
2013 - 2014,101 Carroll County,V,12,,25256,0,0
2013 - 2014,101 Carroll County,V,13,,25256,0,0
2013 - 2014,101 Carroll County,V,14,,25256,0,0
2013 - 2014,101 Carroll County,V,15,,25256,0,0
2013 - 2014,101 Carroll County,V,16,,25256,0,0
2013 - 2014,101 Carroll County,V,17,,25256,0,0
2013 - 2014,101 Carroll County,V,18,,25256,0,0
2013 - 2014,101 Carroll County,V,19,,25256,0,0
2013 - 2014,101 Carroll County,V,20,,25256,0,0
2013 - 2014,101 Carroll County,V,21,,25256,0,0
2013 - 2014,101 Carroll County,V,22,,25256,0,0
2013 - 2014,101 Carroll County,V,23,,25256,0,0
2013 - 2014,101 Carroll County,V,24,,25256,0,0
2013 - 2014,101 Carroll County,V,25,,25256,0,0
2013 - 2014,101 Carroll County,V,26,,25256,0,0
2013 - 2014,101 Carroll County,V,27,,25256,0,0
2013 - 2014,101 Carroll County,V,28,,25256,0,0
2013 - 2014,101 Carroll County,V,29,,25256,0,0
2013 - 2014,101 Carroll County,V,30,,25256,0,0
2013 - 2014,101 Carroll County,V,31,,25256,0,0
2013 - 2014,101 Carroll County,V,32,,25256,0,0
2013 - 2014,101 Carroll County,V,33,,25256,0,0
2013 - 2014,101 Carroll County,V,34,,25256,0,0
2013 - 2014,101 Carroll County,V,35,,25256,0,0
2013 - 2014,101 Carroll County,V,36,,25256,0,0
2013 - 2014,101 Carroll County,V,37,,25256,0,0
2013 - 2014,101 Carroll County,V,38,,25256,0,0
2013 - 2014,101 Carroll County,V,39,,25256,0,0
2013 - 2014,101 Carroll County,V,40,,25256,0,0
2013 - 2014,105 Carter County,I,0,,39204,0,0
2013 - 2014,105 Carter County,I,1,,39948,0,0
2013 - 2014,105 Carter County,I,2,,40818,0,0
2013 - 2014,105 Carter County,I,3,,41882,0,0
2013 - 2014,105 Carter County,I,4,,42859,0,0
2013 - 2014,105 Carter County,I,5,,44053,0,0
2013 - 2014,105 Carter County,I,6,,45210,0,0
2013 - 2014,105 Carter County,I,7,,46198,0,0
2013 - 2014,105 Carter County,I,8,,47037,0,0
2013 - 2014,105 Carter County,I,9,,47876,0,0
2013 - 2014,105 Carter County,I,10,,48713,0,0
2013 - 2014,105 Carter County,I,11,,49616,0,0
2013 - 2014,105 Carter County,I,12,,50967,0,0
2013 - 2014,105 Carter County,I,13,,51837,0,0
2013 - 2014,105 Carter County,I,14,,52155,0,0
2013 - 2014,105 Carter County,I,15,,52473,0,0
2013 - 2014,105 Carter County,I,16,,52789,0,0
2013 - 2014,105 Carter County,I,17,,54154,0,0
2013 - 2014,105 Carter County,I,18,,54473,0,0
2013 - 2014,105 Carter County,I,19,,54752,0,0
2013 - 2014,105 Carter County,I,20,,54916,0,0
2013 - 2014,105 Carter County,I,21,,55073,0,0
2013 - 2014,105 Carter County,I,22,,55596,0,0
2013 - 2014,105 Carter County,I,23,,55873,0,0
2013 - 2014,105 Carter County,I,24,,56031,0,0
