Fiscal Year,District,Rank,Years,,I,II,III
2013 - 2014,001 Adair County,I,0,,40872,0,0
2013 - 2014,001 Adair County,I,1,,40872,0,0
2013 - 2014,001 Adair County,I,2,,40872,0,0
2013 - 2014,001 Adair County,I,3,,40872,0,0
2013 - 2014,001 Adair County,I,4,,44641,0,0
2013 - 2014,001 Adair County,I,5,,44641,0,0
2013 - 2014,001 Adair County,I,6,,44641,0,0
2013 - 2014,001 Adair County,I,7,,44641,0,0
2013 - 2014,001 Adair County,I,8,,44641,0,0
2013 - 2014,001 Adair County,I,9,,44641,0,0
2013 - 2014,001 Adair County,I,10,,49534,0,0
2013 - 2014,001 Adair County,I,11,,49534,0,0
2013 - 2014,001 Adair County,I,12,,49534,0,0
2013 - 2014,001 Adair County,I,13,,49534,0,0
2013 - 2014,001 Adair County,I,14,,49534,0,0
2013 - 2014,001 Adair County,I,15,,50973,0,0
2013 - 2014,001 Adair County,I,16,,50973,0,0
2013 - 2014,001 Adair County,I,17,,50973,0,0
2013 - 2014,001 Adair County,I,18,,50973,0,0
2013 - 2014,001 Adair County,I,19,,50973,0,0
2013 - 2014,001 Adair County,I,20,,51684,0,0
2013 - 2014,001 Adair County,I,21,,51684,0,0
2013 - 2014,001 Adair County,I,22,,51684,0,0
2013 - 2014,001 Adair County,I,23,,51684,0,0
2013 - 2014,001 Adair County,I,24,,51684,0,0
2013 - 2014,001 Adair County,I,25,,51684,0,0
2013 - 2014,001 Adair County,I,26,,51684,0,0
2013 - 2014,001 Adair County,I,27,,51684,0,0
2013 - 2014,001 Adair County,I,28,,51684,0,0
2013 - 2014,001 Adair County,I,29,,51684,0,0
2013 - 2014,001 Adair County,I,30,,51684,0,0
2013 - 2014,001 Adair County,I,31,,51684,0,0
2013 - 2014,001 Adair County,I,32,,51684,0,0
2013 - 2014,001 Adair County,I,33,,51684,0,0
2013 - 2014,001 Adair County,I,34,,51684,0,0
2013 - 2014,001 Adair County,I,35,,51684,0,0
2013 - 2014,001 Adair County,I,36,,51684,0,0
2013 - 2014,001 Adair County,I,37,,51684,0,0
2013 - 2014,001 Adair County,I,38,,51684,0,0
2013 - 2014,001 Adair County,I,39,,51684,0,0
2013 - 2014,001 Adair County,I,40,,51684,0,0
2013 - 2014,001 Adair County,II,0,,37103,0,0
2013 - 2014,001 Adair County,II,1,,37103,0,0
2013 - 2014,001 Adair County,II,2,,37103,0,0
2013 - 2014,001 Adair County,II,3,,37103,0,0
2013 - 2014,001 Adair County,II,4,,40872,0,0
2013 - 2014,001 Adair County,II,5,,40872,0,0
2013 - 2014,001 Adair County,II,6,,40872,0,0
2013 - 2014,001 Adair County,II,7,,40872,0,0
2013 - 2014,001 Adair County,II,8,,40872,0,0
2013 - 2014,001 Adair County,II,9,,40872,0,0
2013 - 2014,001 Adair County,II,10,,45733,0,0
2013 - 2014,001 Adair County,II,11,,45733,0,0
2013 - 2014,001 Adair County,II,12,,45733,0,0
2013 - 2014,001 Adair County,II,13,,45733,0,0
2013 - 2014,001 Adair County,II,14,,45733,0,0
2013 - 2014,001 Adair County,II,15,,47186,0,0
2013 - 2014,001 Adair County,II,16,,47186,0,0
2013 - 2014,001 Adair County,II,17,,47186,0,0
2013 - 2014,001 Adair County,II,18,,47186,0,0
2013 - 2014,001 Adair County,II,19,,47186,0,0
2013 - 2014,001 Adair County,II,20,,47898,0,0
2013 - 2014,001 Adair County,II,21,,47898,0,0
2013 - 2014,001 Adair County,II,22,,47898,0,0
2013 - 2014,001 Adair County,II,23,,47898,0,0
2013 - 2014,001 Adair County,II,24,,47898,0,0
2013 - 2014,001 Adair County,II,25,,47898,0,0
2013 - 2014,001 Adair County,II,26,,47898,0,0
2013 - 2014,001 Adair County,II,27,,47898,0,0
2013 - 2014,001 Adair County,II,28,,47898,0,0
2013 - 2014,001 Adair County,II,29,,47898,0,0
2013 - 2014,001 Adair County,II,30,,47898,0,0
2013 - 2014,001 Adair County,II,31,,47898,0,0
2013 - 2014,001 Adair County,II,32,,47898,0,0
2013 - 2014,001 Adair County,II,33,,47898,0,0
2013 - 2014,001 Adair County,II,34,,47898,0,0
2013 - 2014,001 Adair County,II,35,,47898,0,0
2013 - 2014,001 Adair County,II,36,,47898,0,0
2013 - 2014,001 Adair County,II,37,,47898,0,0
2013 - 2014,001 Adair County,II,38,,47898,0,0
2013 - 2014,001 Adair County,II,39,,47898,0,0
2013 - 2014,001 Adair County,II,40,,47898,0,0
2013 - 2014,001 Adair County,III,0,,33301,0,0
2013 - 2014,001 Adair County,III,1,,33301,0,0
2013 - 2014,001 Adair County,III,2,,33301,0,0
2013 - 2014,001 Adair County,III,3,,33301,0,0
2013 - 2014,001 Adair County,III,4,,37103,0,0
2013 - 2014,001 Adair County,III,5,,37103,0,0
2013 - 2014,001 Adair County,III,6,,37103,0,0
2013 - 2014,001 Adair County,III,7,,37103,0,0
2013 - 2014,001 Adair County,III,8,,37103,0,0
2013 - 2014,001 Adair County,III,9,,37103,0,0
2013 - 2014,001 Adair County,III,10,,41931,0,0
2013 - 2014,001 Adair County,III,11,,41931,0,0
2013 - 2014,001 Adair County,III,12,,41931,0,0
2013 - 2014,001 Adair County,III,13,,41931,0,0
2013 - 2014,001 Adair County,III,14,,41931,0,0
2013 - 2014,001 Adair County,III,15,,43385,0,0
2013 - 2014,001 Adair County,III,16,,43385,0,0
2013 - 2014,001 Adair County,III,17,,43385,0,0
2013 - 2014,001 Adair County,III,18,,43385,0,0
2013 - 2014,001 Adair County,III,19,,43385,0,0
2013 - 2014,001 Adair County,III,20,,47898,0,0
2013 - 2014,001 Adair County,III,21,,47898,0,0
2013 - 2014,001 Adair County,III,22,,47898,0,0
2013 - 2014,001 Adair County,III,23,,47898,0,0
2013 - 2014,001 Adair County,III,24,,47898,0,0
2013 - 2014,001 Adair County,III,25,,47898,0,0
2013 - 2014,001 Adair County,III,26,,47898,0,0
2013 - 2014,001 Adair County,III,27,,47898,0,0
2013 - 2014,001 Adair County,III,28,,47898,0,0
2013 - 2014,001 Adair County,III,29,,47898,0,0
2013 - 2014,001 Adair County,III,30,,47898,0,0
2013 - 2014,001 Adair County,III,31,,47898,0,0
2013 - 2014,001 Adair County,III,32,,47898,0,0
2013 - 2014,001 Adair County,III,33,,47898,0,0
2013 - 2014,001 Adair County,III,34,,47898,0,0
2013 - 2014,001 Adair County,III,35,,47898,0,0
2013 - 2014,001 Adair County,III,36,,47898,0,0
2013 - 2014,001 Adair County,III,37,,47898,0,0
2013 - 2014,001 Adair County,III,38,,47898,0,0
2013 - 2014,001 Adair County,III,39,,47898,0,0
2013 - 2014,001 Adair County,III,40,,47898,0,0
2013 - 2014,001 Adair County,IV,0,,29347,0,0
2013 - 2014,001 Adair County,IV,1,,29347,0,0
2013 - 2014,001 Adair County,IV,2,,29347,0,0
2013 - 2014,001 Adair County,IV,3,,29347,0,0
2013 - 2014,001 Adair County,IV,4,,29347,0,0
2013 - 2014,001 Adair County,IV,5,,29347,0,0
2013 - 2014,001 Adair County,IV,6,,29347,0,0
2013 - 2014,001 Adair County,IV,7,,29347,0,0
2013 - 2014,001 Adair County,IV,8,,29347,0,0
2013 - 2014,001 Adair County,IV,9,,29347,0,0
2013 - 2014,001 Adair County,IV,10,,29347,0,0
2013 - 2014,001 Adair County,IV,11,,29347,0,0
2013 - 2014,001 Adair County,IV,12,,29347,0,0
2013 - 2014,001 Adair County,IV,13,,29347,0,0
2013 - 2014,001 Adair County,IV,14,,29347,0,0
2013 - 2014,001 Adair County,IV,15,,29347,0,0
2013 - 2014,001 Adair County,IV,16,,29347,0,0
2013 - 2014,001 Adair County,IV,17,,29347,0,0
2013 - 2014,001 Adair County,IV,18,,29347,0,0
2013 - 2014,001 Adair County,IV,19,,29347,0,0
2013 - 2014,001 Adair County,IV,20,,29347,0,0
2013 - 2014,001 Adair County,IV,21,,29347,0,0
2013 - 2014,001 Adair County,IV,22,,29347,0,0
2013 - 2014,001 Adair County,IV,23,,29347,0,0
2013 - 2014,001 Adair County,IV,24,,29347,0,0
2013 - 2014,001 Adair County,IV,25,,29347,0,0
2013 - 2014,001 Adair County,IV,26,,29347,0,0
2013 - 2014,001 Adair County,IV,27,,29347,0,0
2013 - 2014,001 Adair County,IV,28,,29347,0,0
2013 - 2014,001 Adair County,IV,29,,29347,0,0
2013 - 2014,001 Adair County,IV,30,,29347,0,0
2013 - 2014,001 Adair County,IV,31,,29347,0,0
2013 - 2014,001 Adair County,IV,32,,29347,0,0
2013 - 2014,001 Adair County,IV,33,,29347,0,0
2013 - 2014,001 Adair County,IV,34,,29347,0,0
2013 - 2014,001 Adair County,IV,35,,29347,0,0
2013 - 2014,001 Adair County,IV,36,,29347,0,0
2013 - 2014,001 Adair County,IV,37,,29347,0,0
2013 - 2014,001 Adair County,IV,38,,29347,0,0
2013 - 2014,001 Adair County,IV,39,,29347,0,0
2013 - 2014,001 Adair County,IV,40,,29347,0,0
2013 - 2014,001 Adair County,V,0,,27432,0,0
2013 - 2014,001 Adair County,V,1,,27432,0,0
2013 - 2014,001 Adair County,V,2,,27432,0,0
2013 - 2014,001 Adair County,V,3,,27432,0,0
2013 - 2014,001 Adair County,V,4,,27432,0,0
2013 - 2014,001 Adair County,V,5,,27432,0,0
2013 - 2014,001 Adair County,V,6,,27432,0,0
2013 - 2014,001 Adair County,V,7,,27432,0,0
2013 - 2014,001 Adair County,V,8,,27432,0,0
2013 - 2014,001 Adair County,V,9,,27432,0,0
2013 - 2014,001 Adair County,V,10,,27432,0,0
2013 - 2014,001 Adair County,V,11,,27432,0,0
2013 - 2014,001 Adair County,V,12,,27432,0,0
2013 - 2014,001 Adair County,V,13,,27432,0,0
2013 - 2014,001 Adair County,V,14,,27432,0,0
2013 - 2014,001 Adair County,V,15,,27432,0,0
2013 - 2014,001 Adair County,V,16,,27432,0,0
2013 - 2014,001 Adair County,V,17,,27432,0,0
2013 - 2014,001 Adair County,V,18,,27432,0,0
2013 - 2014,001 Adair County,V,19,,27432,0,0
2013 - 2014,001 Adair County,V,20,,27432,0,0
2013 - 2014,001 Adair County,V,21,,27432,0,0
2013 - 2014,001 Adair County,V,22,,27432,0,0
2013 - 2014,001 Adair County,V,23,,27432,0,0
2013 - 2014,001 Adair County,V,24,,27432,0,0
2013 - 2014,001 Adair County,V,25,,27432,0,0
2013 - 2014,001 Adair County,V,26,,27432,0,0
2013 - 2014,001 Adair County,V,27,,27432,0,0
2013 - 2014,001 Adair County,V,28,,27432,0,0
2013 - 2014,001 Adair County,V,29,,27432,0,0
2013 - 2014,001 Adair County,V,30,,27432,0,0
2013 - 2014,001 Adair County,V,31,,27432,0,0
2013 - 2014,001 Adair County,V,32,,27432,0,0
2013 - 2014,001 Adair County,V,33,,27432,0,0
2013 - 2014,001 Adair County,V,34,,27432,0,0
2013 - 2014,001 Adair County,V,35,,27432,0,0
2013 - 2014,001 Adair County,V,36,,27432,0,0
2013 - 2014,001 Adair County,V,37,,27432,0,0
2013 - 2014,001 Adair County,V,38,,27432,0,0
2013 - 2014,001 Adair County,V,39,,27432,0,0
2013 - 2014,001 Adair County,V,40,,27432,0,0
2013 - 2014,005 Allen County,I,0,,43871,46008,0
2013 - 2014,005 Allen County,I,1,,43956,46094,0
2013 - 2014,005 Allen County,I,2,,44048,46188,0
2013 - 2014,005 Allen County,I,3,,44131,46272,0
2013 - 2014,005 Allen County,I,4,,48260,50401,0
2013 - 2014,005 Allen County,I,5,,48345,50488,0
2013 - 2014,005 Allen County,I,6,,48433,50578,0
2013 - 2014,005 Allen County,I,7,,48517,50663,0
2013 - 2014,005 Allen County,I,8,,48603,50751,0
2013 - 2014,005 Allen County,I,9,,48689,50838,0
2013 - 2014,005 Allen County,I,10,,54127,56272,0
2013 - 2014,005 Allen County,I,11,,54212,56360,0
2013 - 2014,005 Allen County,I,12,,54298,56445,0
2013 - 2014,005 Allen County,I,13,,54381,56532,0
2013 - 2014,005 Allen County,I,14,,54465,56619,0
2013 - 2014,005 Allen County,I,15,,55669,57820,0
2013 - 2014,005 Allen County,I,16,,55754,57907,0
2013 - 2014,005 Allen County,I,17,,55843,57995,0
2013 - 2014,005 Allen County,I,18,,55928,58085,0
2013 - 2014,005 Allen County,I,19,,56017,58174,0
2013 - 2014,005 Allen County,I,20,,56882,59042,0
2013 - 2014,005 Allen County,I,21,,56970,59130,0
2013 - 2014,005 Allen County,I,22,,57059,59220,0
2013 - 2014,005 Allen County,I,23,,57147,59309,0
2013 - 2014,005 Allen County,I,24,,57234,59399,0
2013 - 2014,005 Allen County,I,25,,57907,60073,0
2013 - 2014,005 Allen County,I,26,,58026,60190,0
2013 - 2014,005 Allen County,I,27,,58142,60305,0
2013 - 2014,005 Allen County,I,28,,58257,60425,0
2013 - 2014,005 Allen County,I,29,,58375,60541,0
2013 - 2014,005 Allen County,I,30,,60126,62295,0
2013 - 2014,005 Allen County,I,31,,60126,62295,0
2013 - 2014,005 Allen County,I,32,,60126,62295,0
2013 - 2014,005 Allen County,I,33,,60126,62295,0
2013 - 2014,005 Allen County,I,34,,60126,62295,0
2013 - 2014,005 Allen County,I,35,,60126,62295,0
2013 - 2014,005 Allen County,I,36,,60126,62295,0
2013 - 2014,005 Allen County,I,37,,60126,62295,0
2013 - 2014,005 Allen County,I,38,,60126,62295,0
2013 - 2014,005 Allen County,I,39,,60126,62295,0
2013 - 2014,005 Allen County,I,40,,60126,62295,0
2013 - 2014,005 Allen County,II,0,,40076,0,0
2013 - 2014,005 Allen County,II,1,,40162,0,0
2013 - 2014,005 Allen County,II,2,,40244,0,0
2013 - 2014,005 Allen County,II,3,,40328,0,0
2013 - 2014,005 Allen County,II,4,,43809,0,0
2013 - 2014,005 Allen County,II,5,,43896,0,0
2013 - 2014,005 Allen County,II,6,,43979,0,0
2013 - 2014,005 Allen County,II,7,,44066,0,0
2013 - 2014,005 Allen County,II,8,,44154,0,0
2013 - 2014,005 Allen County,II,9,,44239,0,0
2013 - 2014,005 Allen County,II,10,,50085,0,0
2013 - 2014,005 Allen County,II,11,,50172,0,0
2013 - 2014,005 Allen County,II,12,,50257,0,0
2013 - 2014,005 Allen County,II,13,,50341,0,0
2013 - 2014,005 Allen County,II,14,,50428,0,0
2013 - 2014,005 Allen County,II,15,,51647,0,0
2013 - 2014,005 Allen County,II,16,,51734,0,0
2013 - 2014,005 Allen County,II,17,,51820,0,0
2013 - 2014,005 Allen County,II,18,,51904,0,0
2013 - 2014,005 Allen County,II,19,,51992,0,0
2013 - 2014,005 Allen County,II,20,,53639,0,0
2013 - 2014,005 Allen County,II,21,,53729,0,0
2013 - 2014,005 Allen County,II,22,,53816,0,0
2013 - 2014,005 Allen County,II,23,,53903,0,0
2013 - 2014,005 Allen County,II,24,,53992,0,0
2013 - 2014,005 Allen County,II,25,,54663,0,0
2013 - 2014,005 Allen County,II,26,,54780,0,0
2013 - 2014,005 Allen County,II,27,,54897,0,0
2013 - 2014,005 Allen County,II,28,,55014,0,0
2013 - 2014,005 Allen County,II,29,,55131,0,0
2013 - 2014,005 Allen County,II,30,,56884,0,0
2013 - 2014,005 Allen County,II,31,,56884,0,0
2013 - 2014,005 Allen County,II,32,,56884,0,0
2013 - 2014,005 Allen County,II,33,,56884,0,0
2013 - 2014,005 Allen County,II,34,,56884,0,0
2013 - 2014,005 Allen County,II,35,,56884,0,0
2013 - 2014,005 Allen County,II,36,,56884,0,0
2013 - 2014,005 Allen County,II,37,,56884,0,0
2013 - 2014,005 Allen County,II,38,,56884,0,0
2013 - 2014,005 Allen County,II,39,,56884,0,0
2013 - 2014,005 Allen County,II,40,,56884,0,0
2013 - 2014,005 Allen County,III,0,,35901,0,0
2013 - 2014,005 Allen County,III,1,,35983,0,0
2013 - 2014,005 Allen County,III,2,,36066,0,0
2013 - 2014,005 Allen County,III,3,,36147,0,0
2013 - 2014,005 Allen County,III,4,,39838,0,0
2013 - 2014,005 Allen County,III,5,,39922,0,0
2013 - 2014,005 Allen County,III,6,,40003,0,0
2013 - 2014,005 Allen County,III,7,,40087,0,0
2013 - 2014,005 Allen County,III,8,,40171,0,0
2013 - 2014,005 Allen County,III,9,,40256,0,0
2013 - 2014,005 Allen County,III,10,,45884,0,0
2013 - 2014,005 Allen County,III,11,,45971,0,0
2013 - 2014,005 Allen County,III,12,,46053,0,0
2013 - 2014,005 Allen County,III,13,,46141,0,0
2013 - 2014,005 Allen County,III,14,,46230,0,0
2013 - 2014,005 Allen County,III,15,,47446,0,0
2013 - 2014,005 Allen County,III,16,,47533,0,0
2013 - 2014,005 Allen County,III,17,,47621,0,0
2013 - 2014,005 Allen County,III,18,,47707,0,0
2013 - 2014,005 Allen County,III,19,,47791,0,0
2013 - 2014,005 Allen County,III,20,,50220,0,0
2013 - 2014,005 Allen County,III,21,,50306,0,0
2013 - 2014,005 Allen County,III,22,,50394,0,0
2013 - 2014,005 Allen County,III,23,,50479,0,0
2013 - 2014,005 Allen County,III,24,,50564,0,0
2013 - 2014,005 Allen County,III,25,,51234,0,0
2013 - 2014,005 Allen County,III,26,,51352,0,0
2013 - 2014,005 Allen County,III,27,,51469,0,0
2013 - 2014,005 Allen County,III,28,,51585,0,0
2013 - 2014,005 Allen County,III,29,,51702,0,0
2013 - 2014,005 Allen County,III,30,,53454,0,0
2013 - 2014,005 Allen County,III,31,,53454,0,0
2013 - 2014,005 Allen County,III,32,,53454,0,0
2013 - 2014,005 Allen County,III,33,,53454,0,0
2013 - 2014,005 Allen County,III,34,,53454,0,0
2013 - 2014,005 Allen County,III,35,,53454,0,0
2013 - 2014,005 Allen County,III,36,,53454,0,0
2013 - 2014,005 Allen County,III,37,,53454,0,0
2013 - 2014,005 Allen County,III,38,,53454,0,0
2013 - 2014,005 Allen County,III,39,,53454,0,0
2013 - 2014,005 Allen County,III,40,,53454,0,0
2013 - 2014,005 Allen County,IV,0,,30963,0,0
2013 - 2014,005 Allen County,IV,1,,30963,0,0
2013 - 2014,005 Allen County,IV,2,,30963,0,0
2013 - 2014,005 Allen County,IV,3,,30963,0,0
2013 - 2014,005 Allen County,IV,4,,30963,0,0
2013 - 2014,005 Allen County,IV,5,,30963,0,0
2013 - 2014,005 Allen County,IV,6,,30963,0,0
2013 - 2014,005 Allen County,IV,7,,30963,0,0
2013 - 2014,005 Allen County,IV,8,,30963,0,0
2013 - 2014,005 Allen County,IV,9,,30963,0,0
2013 - 2014,005 Allen County,IV,10,,30963,0,0
2013 - 2014,005 Allen County,IV,11,,30963,0,0
2013 - 2014,005 Allen County,IV,12,,30963,0,0
2013 - 2014,005 Allen County,IV,13,,30963,0,0
2013 - 2014,005 Allen County,IV,14,,30963,0,0
2013 - 2014,005 Allen County,IV,15,,30963,0,0
2013 - 2014,005 Allen County,IV,16,,30963,0,0
2013 - 2014,005 Allen County,IV,17,,30963,0,0
2013 - 2014,005 Allen County,IV,18,,30963,0,0
2013 - 2014,005 Allen County,IV,19,,30963,0,0
2013 - 2014,005 Allen County,IV,20,,30963,0,0
2013 - 2014,005 Allen County,IV,21,,30963,0,0
2013 - 2014,005 Allen County,IV,22,,30963,0,0
2013 - 2014,005 Allen County,IV,23,,30963,0,0
2013 - 2014,005 Allen County,IV,24,,30963,0,0
2013 - 2014,005 Allen County,IV,25,,30963,0,0
2013 - 2014,005 Allen County,IV,26,,30963,0,0
2013 - 2014,005 Allen County,IV,27,,30963,0,0
2013 - 2014,005 Allen County,IV,28,,30963,0,0
2013 - 2014,005 Allen County,IV,29,,30963,0,0
2013 - 2014,005 Allen County,IV,30,,30963,0,0
2013 - 2014,005 Allen County,IV,31,,30963,0,0
2013 - 2014,005 Allen County,IV,32,,30963,0,0
2013 - 2014,005 Allen County,IV,33,,30963,0,0
2013 - 2014,005 Allen County,IV,34,,30963,0,0
2013 - 2014,005 Allen County,IV,35,,30963,0,0
2013 - 2014,005 Allen County,IV,36,,30963,0,0
2013 - 2014,005 Allen County,IV,37,,30963,0,0
2013 - 2014,005 Allen County,IV,38,,30963,0,0
2013 - 2014,005 Allen County,IV,39,,30963,0,0
2013 - 2014,005 Allen County,IV,40,,30963,0,0
2013 - 2014,005 Allen County,V,0,,29611,0,0
2013 - 2014,005 Allen County,V,1,,29611,0,0
2013 - 2014,005 Allen County,V,2,,29611,0,0
2013 - 2014,005 Allen County,V,3,,29611,0,0
2013 - 2014,005 Allen County,V,4,,29611,0,0
2013 - 2014,005 Allen County,V,5,,29611,0,0
2013 - 2014,005 Allen County,V,6,,29611,0,0
2013 - 2014,005 Allen County,V,7,,29611,0,0
2013 - 2014,005 Allen County,V,8,,29611,0,0
2013 - 2014,005 Allen County,V,9,,29611,0,0
2013 - 2014,005 Allen County,V,10,,29611,0,0
2013 - 2014,005 Allen County,V,11,,29611,0,0
2013 - 2014,005 Allen County,V,12,,29611,0,0
2013 - 2014,005 Allen County,V,13,,29611,0,0
2013 - 2014,005 Allen County,V,14,,29611,0,0
2013 - 2014,005 Allen County,V,15,,29611,0,0
2013 - 2014,005 Allen County,V,16,,29611,0,0
2013 - 2014,005 Allen County,V,17,,29611,0,0
2013 - 2014,005 Allen County,V,18,,29611,0,0
2013 - 2014,005 Allen County,V,19,,29611,0,0
2013 - 2014,005 Allen County,V,20,,29611,0,0
2013 - 2014,005 Allen County,V,21,,29611,0,0
2013 - 2014,005 Allen County,V,22,,29611,0,0
2013 - 2014,005 Allen County,V,23,,29611,0,0
2013 - 2014,005 Allen County,V,24,,29611,0,0
2013 - 2014,005 Allen County,V,25,,29611,0,0
2013 - 2014,005 Allen County,V,26,,29611,0,0
2013 - 2014,005 Allen County,V,27,,29611,0,0
2013 - 2014,005 Allen County,V,28,,29611,0,0
2013 - 2014,005 Allen County,V,29,,29611,0,0
2013 - 2014,005 Allen County,V,30,,29611,0,0
2013 - 2014,005 Allen County,V,31,,29611,0,0
2013 - 2014,005 Allen County,V,32,,29611,0,0
2013 - 2014,005 Allen County,V,33,,29611,0,0
2013 - 2014,005 Allen County,V,34,,29611,0,0
2013 - 2014,005 Allen County,V,35,,29611,0,0
2013 - 2014,005 Allen County,V,36,,29611,0,0
2013 - 2014,005 Allen County,V,37,,29611,0,0
2013 - 2014,005 Allen County,V,38,,29611,0,0
2013 - 2014,005 Allen County,V,39,,29611,0,0
2013 - 2014,005 Allen County,V,40,,29611,0,0
2013 - 2014,006 Anchorage Independent,I,0,,48670,50863,0
2013 - 2014,006 Anchorage Independent,I,1,,49682,51875,0
2013 - 2014,006 Anchorage Independent,I,2,,50694,53900,0
2013 - 2014,006 Anchorage Independent,I,3,,51706,54922,0
2013 - 2014,006 Anchorage Independent,I,4,,52719,55963,0
2013 - 2014,006 Anchorage Independent,I,5,,53732,57002,0
2013 - 2014,006 Anchorage Independent,I,6,,54750,58042,0
2013 - 2014,006 Anchorage Independent,I,7,,55790,59082,0
2013 - 2014,006 Anchorage Independent,I,8,,56656,60122,0
2013 - 2014,006 Anchorage Independent,I,9,,57696,61163,0
2013 - 2014,006 Anchorage Independent,I,10,,58736,62202,0
2013 - 2014,006 Anchorage Independent,I,11,,61682,63242,0
2013 - 2014,006 Anchorage Independent,I,12,,63068,64282,0
2013 - 2014,006 Anchorage Independent,I,13,,64455,65322,0
2013 - 2014,006 Anchorage Independent,I,14,,65842,66361,0
2013 - 2014,006 Anchorage Independent,I,15,,67227,67402,0
2013 - 2014,006 Anchorage Independent,I,16,,68614,68788,0
2013 - 2014,006 Anchorage Independent,I,17,,70000,70348,0
2013 - 2014,006 Anchorage Independent,I,18,,71388,71908,0
2013 - 2014,006 Anchorage Independent,I,19,,72080,72600,0
2013 - 2014,006 Anchorage Independent,I,20,,73468,73988,0
2013 - 2014,006 Anchorage Independent,I,21,,73640,74680,0
2013 - 2014,006 Anchorage Independent,I,22,,73814,75373,0
2013 - 2014,006 Anchorage Independent,I,23,,73901,76066,0
2013 - 2014,006 Anchorage Independent,I,24,,73988,76760,0
2013 - 2014,006 Anchorage Independent,I,25,,74697,77800,0
2013 - 2014,006 Anchorage Independent,I,26,,74854,78839,0
2013 - 2014,006 Anchorage Independent,I,27,,76239,79706,0
2013 - 2014,006 Anchorage Independent,I,28,,76239,79706,0
2013 - 2014,006 Anchorage Independent,I,29,,76239,79706,0
2013 - 2014,006 Anchorage Independent,I,30,,76239,79706,0
2013 - 2014,006 Anchorage Independent,I,31,,76239,79706,0
2013 - 2014,006 Anchorage Independent,I,32,,76239,79706,0
2013 - 2014,006 Anchorage Independent,I,33,,76239,79706,0
2013 - 2014,006 Anchorage Independent,I,34,,76239,79706,0
2013 - 2014,006 Anchorage Independent,I,35,,76239,79706,0
2013 - 2014,006 Anchorage Independent,I,36,,76239,79706,0
2013 - 2014,006 Anchorage Independent,I,37,,76239,79706,0
2013 - 2014,006 Anchorage Independent,I,38,,76239,79706,0
2013 - 2014,006 Anchorage Independent,I,39,,76239,79706,0
2013 - 2014,006 Anchorage Independent,I,40,,76239,79706,0
2013 - 2014,006 Anchorage Independent,II,0,,43336,44957,0
2013 - 2014,006 Anchorage Independent,II,1,,44180,45631,0
2013 - 2014,006 Anchorage Independent,II,2,,45024,46307,0
2013 - 2014,006 Anchorage Independent,II,3,,45867,46981,0
2013 - 2014,006 Anchorage Independent,II,4,,47049,47655,0
2013 - 2014,006 Anchorage Independent,II,5,,48061,49006,0
2013 - 2014,006 Anchorage Independent,II,6,,48906,50356,0
2013 - 2014,006 Anchorage Independent,II,7,,49918,51706,0
2013 - 2014,006 Anchorage Independent,II,8,,51099,53056,0
2013 - 2014,006 Anchorage Independent,II,9,,52449,54406,0
2013 - 2014,006 Anchorage Independent,II,10,,53799,55790,0
2013 - 2014,006 Anchorage Independent,II,11,,56552,58217,0
2013 - 2014,006 Anchorage Independent,II,12,,58284,59602,0
2013 - 2014,006 Anchorage Independent,II,13,,59672,60988,0
2013 - 2014,006 Anchorage Independent,II,14,,61059,62376,0
2013 - 2014,006 Anchorage Independent,II,15,,62444,63762,0
2013 - 2014,006 Anchorage Independent,II,16,,64525,66881,0
2013 - 2014,006 Anchorage Independent,II,17,,66950,68614,0
2013 - 2014,006 Anchorage Independent,II,18,,67298,68788,0
2013 - 2014,006 Anchorage Independent,II,19,,67644,68960,0
2013 - 2014,006 Anchorage Independent,II,20,,68338,69654,0
2013 - 2014,006 Anchorage Independent,II,21,,68684,70000,0
2013 - 2014,006 Anchorage Independent,II,22,,68856,70348,0
2013 - 2014,006 Anchorage Independent,II,23,,69030,70694,0
2013 - 2014,006 Anchorage Independent,II,24,,69204,70868,0
2013 - 2014,006 Anchorage Independent,II,25,,69550,71041,0
2013 - 2014,006 Anchorage Independent,II,26,,69723,71388,0
2013 - 2014,006 Anchorage Independent,II,27,,71041,72773,0
2013 - 2014,006 Anchorage Independent,II,28,,71041,72773,0
2013 - 2014,006 Anchorage Independent,II,29,,71041,72773,0
2013 - 2014,006 Anchorage Independent,II,30,,71041,72773,0
2013 - 2014,006 Anchorage Independent,II,31,,71041,72773,0
2013 - 2014,006 Anchorage Independent,II,32,,71041,72773,0
2013 - 2014,006 Anchorage Independent,II,33,,71041,72773,0
2013 - 2014,006 Anchorage Independent,II,34,,71041,72773,0
2013 - 2014,006 Anchorage Independent,II,35,,71041,72773,0
2013 - 2014,006 Anchorage Independent,II,36,,71041,72773,0
2013 - 2014,006 Anchorage Independent,II,37,,71041,72773,0
2013 - 2014,006 Anchorage Independent,II,38,,71041,72773,0
2013 - 2014,006 Anchorage Independent,II,39,,71041,72773,0
2013 - 2014,006 Anchorage Independent,II,40,,74041,72773,0
2013 - 2014,006 Anchorage Independent,III,0,,38544,39893,0
2013 - 2014,006 Anchorage Independent,III,1,,39219,40738,0
2013 - 2014,006 Anchorage Independent,III,2,,39893,41581,0
2013 - 2014,006 Anchorage Independent,III,3,,40569,42426,0
