Fiscal Year,District,Rank,Years,,I,II,III
2009 - 2010,001 Adair County,II,7,,41092,0,0
2009 - 2010,001 Adair County,II,8,,41092,0,0
2009 - 2010,001 Adair County,II,9,,41092,0,0
2009 - 2010,001 Adair County,II,10,,45979,0,0
2009 - 2010,001 Adair County,II,11,,45979,0,0
2009 - 2010,001 Adair County,II,12,,45979,0,0
2009 - 2010,001 Adair County,II,13,,45979,0,0
2009 - 2010,001 Adair County,II,14,,45979,0,0
2009 - 2010,001 Adair County,II,15,,47440,0,0
2009 - 2010,001 Adair County,II,16,,47440,0,0
2009 - 2010,001 Adair County,II,17,,47440,0,0
2009 - 2010,001 Adair County,II,18,,47440,0,0
2009 - 2010,001 Adair County,II,19,,47440,0,0
2009 - 2010,001 Adair County,II,20,,48156,0,0
2009 - 2010,001 Adair County,II,21,,48156,0,0
2009 - 2010,001 Adair County,II,22,,48156,0,0
2009 - 2010,001 Adair County,II,23,,48156,0,0
2009 - 2010,001 Adair County,II,24,,48156,0,0
2009 - 2010,001 Adair County,II,25,,48156,0,0
2009 - 2010,001 Adair County,II,26,,48156,0,0
2009 - 2010,001 Adair County,II,27,,48156,0,0
2009 - 2010,001 Adair County,II,28,,48156,0,0
2009 - 2010,001 Adair County,II,29,,48156,0,0
2009 - 2010,001 Adair County,II,30,,48156,0,0
2009 - 2010,001 Adair County,II,31,,48156,0,0
2009 - 2010,001 Adair County,II,32,,48156,0,0
2009 - 2010,001 Adair County,II,33,,48156,0,0
2009 - 2010,001 Adair County,II,34,,48156,0,0
2009 - 2010,001 Adair County,II,35,,48156,0,0
2009 - 2010,001 Adair County,II,36,,48156,0,0
2009 - 2010,001 Adair County,II,37,,48156,0,0
2009 - 2010,001 Adair County,II,38,,48156,0,0
2009 - 2010,001 Adair County,II,39,,48156,0,0
2009 - 2010,001 Adair County,II,40,,48156,0,0
2009 - 2010,001 Adair County,III,0,,33480,0,0
2009 - 2010,001 Adair County,III,1,,33480,0,0
2009 - 2010,001 Adair County,III,2,,33480,0,0
2009 - 2010,001 Adair County,III,3,,33480,0,0
2009 - 2010,001 Adair County,III,4,,37302,0,0
2009 - 2010,001 Adair County,III,5,,37302,0,0
2009 - 2010,001 Adair County,III,6,,37302,0,0
2009 - 2010,001 Adair County,III,7,,37302,0,0
2009 - 2010,001 Adair County,III,8,,37302,0,0
2009 - 2010,001 Adair County,III,9,,37302,0,0
2009 - 2010,001 Adair County,III,10,,42156,0,0
2009 - 2010,001 Adair County,III,11,,42156,0,0
2009 - 2010,001 Adair County,III,12,,42156,0,0
2009 - 2010,001 Adair County,III,13,,42156,0,0
2009 - 2010,001 Adair County,III,14,,42156,0,0
2009 - 2010,001 Adair County,III,15,,43618,0,0
2009 - 2010,001 Adair County,III,16,,43618,0,0
2009 - 2010,001 Adair County,III,17,,43618,0,0
2009 - 2010,001 Adair County,III,18,,43618,0,0
2009 - 2010,001 Adair County,III,19,,43618,0,0
2009 - 2010,001 Adair County,III,20,,44317,0,0
2009 - 2010,001 Adair County,III,21,,44317,0,0
2009 - 2010,001 Adair County,III,22,,44317,0,0
2009 - 2010,001 Adair County,III,23,,44317,0,0
2009 - 2010,001 Adair County,III,24,,44317,0,0
2009 - 2010,001 Adair County,III,25,,44317,0,0
2009 - 2010,001 Adair County,III,26,,44317,0,0
2009 - 2010,001 Adair County,III,27,,44317,0,0
2009 - 2010,001 Adair County,III,28,,44317,0,0
2009 - 2010,001 Adair County,III,29,,44317,0,0
2009 - 2010,001 Adair County,III,30,,44317,0,0
2009 - 2010,001 Adair County,III,31,,44317,0,0
2009 - 2010,001 Adair County,III,32,,44317,0,0
2009 - 2010,001 Adair County,III,33,,44317,0,0
2009 - 2010,001 Adair County,III,34,,44317,0,0
2009 - 2010,001 Adair County,III,35,,44317,0,0
2009 - 2010,001 Adair County,III,36,,44317,0,0
2009 - 2010,001 Adair County,III,37,,44317,0,0
2009 - 2010,001 Adair County,III,38,,44317,0,0
2009 - 2010,001 Adair County,III,39,,44317,0,0
2009 - 2010,001 Adair County,III,40,,44317,0,0
2009 - 2010,001 Adair County,IV,0,,29505,0,0
2009 - 2010,001 Adair County,IV,1,,29505,0,0
2009 - 2010,001 Adair County,IV,2,,29505,0,0
2009 - 2010,001 Adair County,IV,3,,29505,0,0
2009 - 2010,001 Adair County,IV,4,,29505,0,0
2009 - 2010,001 Adair County,IV,5,,29505,0,0
2009 - 2010,001 Adair County,IV,6,,29505,0,0
2009 - 2010,001 Adair County,IV,7,,29505,0,0
2009 - 2010,001 Adair County,IV,8,,29505,0,0
2009 - 2010,001 Adair County,IV,9,,29505,0,0
2009 - 2010,001 Adair County,IV,10,,29505,0,0
2009 - 2010,001 Adair County,IV,11,,29505,0,0
2009 - 2010,001 Adair County,IV,12,,29505,0,0
2009 - 2010,001 Adair County,IV,13,,29505,0,0
2009 - 2010,001 Adair County,IV,14,,29505,0,0
2009 - 2010,001 Adair County,IV,15,,29505,0,0
2009 - 2010,001 Adair County,IV,16,,29505,0,0
2009 - 2010,001 Adair County,IV,17,,29505,0,0
2009 - 2010,001 Adair County,IV,18,,29505,0,0
2009 - 2010,001 Adair County,IV,19,,29505,0,0
2009 - 2010,001 Adair County,IV,20,,29505,0,0
2009 - 2010,001 Adair County,IV,21,,29505,0,0
2009 - 2010,001 Adair County,IV,22,,29505,0,0
2009 - 2010,001 Adair County,IV,23,,29505,0,0
2009 - 2010,001 Adair County,IV,24,,29505,0,0
2009 - 2010,001 Adair County,IV,25,,29505,0,0
2009 - 2010,001 Adair County,IV,26,,29505,0,0
2009 - 2010,001 Adair County,IV,27,,29505,0,0
2009 - 2010,001 Adair County,IV,28,,29505,0,0
2009 - 2010,001 Adair County,IV,29,,29505,0,0
2009 - 2010,001 Adair County,IV,30,,29505,0,0
2009 - 2010,001 Adair County,IV,31,,29505,0,0
2009 - 2010,001 Adair County,IV,32,,29505,0,0
2009 - 2010,001 Adair County,IV,33,,29505,0,0
2009 - 2010,001 Adair County,IV,34,,29505,0,0
2009 - 2010,001 Adair County,IV,35,,29505,0,0
2009 - 2010,001 Adair County,IV,36,,29505,0,0
2009 - 2010,001 Adair County,IV,37,,29505,0,0
2009 - 2010,001 Adair County,IV,38,,29505,0,0
2009 - 2010,001 Adair County,IV,39,,29505,0,0
2009 - 2010,001 Adair County,IV,40,,29505,0,0
2009 - 2010,001 Adair County,V,0,,27579,0,0
2009 - 2010,001 Adair County,V,1,,27579,0,0
2009 - 2010,001 Adair County,V,2,,27579,0,0
2009 - 2010,001 Adair County,V,3,,27579,0,0
2009 - 2010,001 Adair County,V,4,,27579,0,0
2009 - 2010,001 Adair County,V,5,,27579,0,0
2009 - 2010,001 Adair County,V,6,,27579,0,0
2009 - 2010,001 Adair County,V,7,,27579,0,0
2009 - 2010,001 Adair County,V,8,,27579,0,0
2009 - 2010,001 Adair County,V,9,,27579,0,0
2009 - 2010,001 Adair County,V,10,,27579,0,0
2009 - 2010,001 Adair County,V,11,,27579,0,0
2009 - 2010,001 Adair County,V,12,,27579,0,0
2009 - 2010,001 Adair County,V,13,,27579,0,0
2009 - 2010,001 Adair County,V,14,,27579,0,0
2009 - 2010,001 Adair County,V,15,,27579,0,0
2009 - 2010,001 Adair County,V,16,,27579,0,0
2009 - 2010,001 Adair County,V,17,,27579,0,0
2009 - 2010,001 Adair County,V,18,,27579,0,0
2009 - 2010,001 Adair County,V,19,,27579,0,0
2009 - 2010,001 Adair County,V,20,,27579,0,0
2009 - 2010,001 Adair County,V,21,,27579,0,0
2009 - 2010,001 Adair County,V,22,,27579,0,0
2009 - 2010,001 Adair County,V,23,,27579,0,0
2009 - 2010,001 Adair County,V,24,,27579,0,0
2009 - 2010,001 Adair County,V,25,,27579,0,0
2009 - 2010,001 Adair County,V,26,,27579,0,0
2009 - 2010,001 Adair County,V,27,,27579,0,0
2009 - 2010,001 Adair County,V,28,,27579,0,0
2009 - 2010,001 Adair County,V,29,,27579,0,0
2009 - 2010,001 Adair County,V,30,,27579,0,0
2009 - 2010,001 Adair County,V,31,,27579,0,0
2009 - 2010,001 Adair County,V,32,,27579,0,0
2009 - 2010,001 Adair County,V,33,,27579,0,0
2009 - 2010,001 Adair County,V,34,,27579,0,0
2009 - 2010,001 Adair County,V,35,,27579,0,0
2009 - 2010,001 Adair County,V,36,,27579,0,0
2009 - 2010,001 Adair County,V,37,,27579,0,0
2009 - 2010,001 Adair County,V,38,,27579,0,0
2009 - 2010,001 Adair County,V,39,,27579,0,0
2009 - 2010,001 Adair County,V,40,,27579,0,0
2009 - 2010,005 Allen County,I,0,,43238,45343,0
2009 - 2010,005 Allen County,I,1,,43322,45429,0
2009 - 2010,005 Allen County,I,2,,43412,45521,0
2009 - 2010,005 Allen County,I,3,,43494,45604,0
2009 - 2010,005 Allen County,I,4,,47563,49674,0
2009 - 2010,005 Allen County,I,5,,47647,49759,0
2009 - 2010,005 Allen County,I,6,,47733,49848,0
2009 - 2010,005 Allen County,I,7,,47817,49931,0
2009 - 2010,005 Allen County,I,8,,47902,50018,0
2009 - 2010,005 Allen County,I,9,,47987,50105,0
2009 - 2010,005 Allen County,I,10,,53345,55460,0
2009 - 2010,005 Allen County,I,11,,53430,55547,0
2009 - 2010,005 Allen County,I,12,,53514,55631,0
2009 - 2010,005 Allen County,I,13,,53597,55716,0
2009 - 2010,005 Allen County,I,14,,53679,55801,0
2009 - 2010,005 Allen County,I,15,,54865,56986,0
2009 - 2010,005 Allen County,I,16,,54949,57071,0
2009 - 2010,005 Allen County,I,17,,55037,57158,0
2009 - 2010,005 Allen County,I,18,,55121,57247,0
2009 - 2010,005 Allen County,I,19,,55208,57335,0
2009 - 2010,005 Allen County,I,20,,56061,58189,0
2009 - 2010,005 Allen County,I,21,,56148,58277,0
2009 - 2010,005 Allen County,I,22,,56236,58365,0
2009 - 2010,005 Allen County,I,23,,56322,58454,0
2009 - 2010,005 Allen County,I,24,,56408,58542,0
2009 - 2010,005 Allen County,I,25,,57071,59206,0
2009 - 2010,005 Allen County,I,26,,57188,59321,0
2009 - 2010,005 Allen County,I,27,,57302,59435,0
2009 - 2010,005 Allen County,I,28,,57416,59553,0
2009 - 2010,005 Allen County,I,29,,57533,59668,0
2009 - 2010,005 Allen County,I,30,,59259,61395,0
2009 - 2010,005 Allen County,I,31,,59259,61395,0
2009 - 2010,005 Allen County,I,32,,59259,61395,0
2009 - 2010,005 Allen County,I,33,,59259,61395,0
2009 - 2010,005 Allen County,I,34,,59259,61395,0
2009 - 2010,005 Allen County,I,35,,59259,61395,0
2009 - 2010,005 Allen County,I,36,,59259,61395,0
2009 - 2010,005 Allen County,I,37,,59259,61395,0
2009 - 2010,005 Allen County,I,38,,59259,61395,0
2009 - 2010,005 Allen County,I,39,,59259,61395,0
2009 - 2010,005 Allen County,I,40,,59259,61395,0
2009 - 2010,005 Allen County,II,0,,39497,0,0
2009 - 2010,005 Allen County,II,1,,39582,0,0
2009 - 2010,005 Allen County,II,2,,39663,0,0
2009 - 2010,005 Allen County,II,3,,39747,0,0
2009 - 2010,005 Allen County,II,4,,43177,0,0
2009 - 2010,005 Allen County,II,5,,43262,0,0
2009 - 2010,005 Allen County,II,6,,43345,0,0
2009 - 2010,005 Allen County,II,7,,43430,0,0
2009 - 2010,005 Allen County,II,8,,43517,0,0
2009 - 2010,005 Allen County,II,9,,43600,0,0
2009 - 2010,005 Allen County,II,10,,49362,0,0
2009 - 2010,005 Allen County,II,11,,49447,0,0
2009 - 2010,005 Allen County,II,12,,49531,0,0
2009 - 2010,005 Allen County,II,13,,49615,0,0
2009 - 2010,005 Allen County,II,14,,49701,0,0
2009 - 2010,005 Allen County,II,15,,50902,0,0
2009 - 2010,005 Allen County,II,16,,50988,0,0
2009 - 2010,005 Allen County,II,17,,51072,0,0
2009 - 2010,005 Allen County,II,18,,51155,0,0
2009 - 2010,005 Allen County,II,19,,51241,0,0
2009 - 2010,005 Allen County,II,20,,52865,0,0
2009 - 2010,005 Allen County,II,21,,52953,0,0
2009 - 2010,005 Allen County,II,22,,53039,0,0
2009 - 2010,005 Allen County,II,23,,53125,0,0
2009 - 2010,005 Allen County,II,24,,53213,0,0
2009 - 2010,005 Allen County,II,25,,53874,0,0
2009 - 2010,005 Allen County,II,26,,53990,0,0
2009 - 2010,005 Allen County,II,27,,54104,0,0
2009 - 2010,005 Allen County,II,28,,54220,0,0
2009 - 2010,005 Allen County,II,29,,54336,0,0
2009 - 2010,005 Allen County,II,30,,56063,0,0
2009 - 2010,005 Allen County,II,31,,56063,0,0
2009 - 2010,005 Allen County,II,32,,56063,0,0
2009 - 2010,005 Allen County,II,33,,56063,0,0
2009 - 2010,005 Allen County,II,34,,56063,0,0
2009 - 2010,005 Allen County,II,35,,56063,0,0
2009 - 2010,005 Allen County,II,36,,56063,0,0
2009 - 2010,005 Allen County,II,37,,56063,0,0
2009 - 2010,005 Allen County,II,38,,56063,0,0
2009 - 2010,005 Allen County,II,39,,56063,0,0
2009 - 2010,005 Allen County,II,40,,56063,0,0
2009 - 2010,005 Allen County,III,0,,35383,0,0
2009 - 2010,005 Allen County,III,1,,35464,0,0
2009 - 2010,005 Allen County,III,2,,35545,0,0
2009 - 2010,005 Allen County,III,3,,35626,0,0
2009 - 2010,005 Allen County,III,4,,39263,0,0
2009 - 2010,005 Allen County,III,5,,39346,0,0
2009 - 2010,005 Allen County,III,6,,39426,0,0
2009 - 2010,005 Allen County,III,7,,39508,0,0
2009 - 2010,005 Allen County,III,8,,39591,0,0
2009 - 2010,005 Allen County,III,9,,39674,0,0
2009 - 2010,005 Allen County,III,10,,45222,0,0
2009 - 2010,005 Allen County,III,11,,45307,0,0
2009 - 2010,005 Allen County,III,12,,45389,0,0
2009 - 2010,005 Allen County,III,13,,45475,0,0
2009 - 2010,005 Allen County,III,14,,45563,0,0
2009 - 2010,005 Allen County,III,15,,46761,0,0
2009 - 2010,005 Allen County,III,16,,46847,0,0
2009 - 2010,005 Allen County,III,17,,46934,0,0
2009 - 2010,005 Allen County,III,18,,47018,0,0
2009 - 2010,005 Allen County,III,19,,47102,0,0
2009 - 2010,005 Allen County,III,20,,49496,0,0
2009 - 2010,005 Allen County,III,21,,49580,0,0
2009 - 2010,005 Allen County,III,22,,49667,0,0
2009 - 2010,005 Allen County,III,23,,49750,0,0
2009 - 2010,005 Allen County,III,24,,49834,0,0
2009 - 2010,005 Allen County,III,25,,50495,0,0
2009 - 2010,005 Allen County,III,26,,50612,0,0
2009 - 2010,005 Allen County,III,27,,50725,0,0
2009 - 2010,005 Allen County,III,28,,50840,0,0
2009 - 2010,005 Allen County,III,29,,50956,0,0
2009 - 2010,005 Allen County,III,30,,52683,0,0
2009 - 2010,005 Allen County,III,31,,52683,0,0
2009 - 2010,005 Allen County,III,32,,52683,0,0
2009 - 2010,005 Allen County,III,33,,52683,0,0
2009 - 2010,005 Allen County,III,34,,52683,0,0
2009 - 2010,005 Allen County,III,35,,52683,0,0
2009 - 2010,005 Allen County,III,36,,52683,0,0
2009 - 2010,005 Allen County,III,37,,52683,0,0
2009 - 2010,005 Allen County,III,38,,52683,0,0
2009 - 2010,005 Allen County,III,39,,52683,0,0
2009 - 2010,005 Allen County,III,40,,52683,0,0
2009 - 2010,005 Allen County,IV,0,,30515,0,0
2009 - 2010,005 Allen County,IV,1,,30515,0,0
2009 - 2010,005 Allen County,IV,2,,30515,0,0
2009 - 2010,005 Allen County,IV,3,,30515,0,0
2009 - 2010,005 Allen County,IV,4,,30515,0,0
2009 - 2010,005 Allen County,IV,5,,30515,0,0
2009 - 2010,005 Allen County,IV,6,,30515,0,0
2009 - 2010,005 Allen County,IV,7,,30515,0,0
2009 - 2010,005 Allen County,IV,8,,30515,0,0
2009 - 2010,005 Allen County,IV,9,,30515,0,0
2009 - 2010,005 Allen County,IV,10,,30515,0,0
2009 - 2010,005 Allen County,IV,11,,30515,0,0
2009 - 2010,005 Allen County,IV,12,,30515,0,0
2009 - 2010,005 Allen County,IV,13,,30515,0,0
2009 - 2010,005 Allen County,IV,14,,30515,0,0
2009 - 2010,005 Allen County,IV,15,,30515,0,0
2009 - 2010,005 Allen County,IV,16,,30515,0,0
2009 - 2010,005 Allen County,IV,17,,30515,0,0
2009 - 2010,005 Allen County,IV,18,,30515,0,0
2009 - 2010,005 Allen County,IV,19,,30515,0,0
2009 - 2010,005 Allen County,IV,20,,30515,0,0
2009 - 2010,005 Allen County,IV,21,,30515,0,0
2009 - 2010,005 Allen County,IV,22,,30515,0,0
2009 - 2010,005 Allen County,IV,23,,30515,0,0
2009 - 2010,005 Allen County,IV,24,,30515,0,0
2009 - 2010,005 Allen County,IV,25,,30515,0,0
2009 - 2010,005 Allen County,IV,26,,30515,0,0
2009 - 2010,005 Allen County,IV,27,,30515,0,0
2009 - 2010,005 Allen County,IV,28,,30515,0,0
2009 - 2010,005 Allen County,IV,29,,30515,0,0
2009 - 2010,005 Allen County,IV,30,,30515,0,0
2009 - 2010,005 Allen County,IV,31,,30515,0,0
2009 - 2010,005 Allen County,IV,32,,30515,0,0
2009 - 2010,005 Allen County,IV,33,,30515,0,0
2009 - 2010,005 Allen County,IV,34,,30515,0,0
2009 - 2010,005 Allen County,IV,35,,30515,0,0
2009 - 2010,005 Allen County,IV,36,,30515,0,0
2009 - 2010,005 Allen County,IV,37,,30515,0,0
2009 - 2010,005 Allen County,IV,38,,30515,0,0
2009 - 2010,005 Allen County,IV,39,,30515,0,0
2009 - 2010,005 Allen County,IV,40,,30515,0,0
2009 - 2010,005 Allen County,V,0,,29184,0,0
2009 - 2010,005 Allen County,V,1,,29184,0,0
2009 - 2010,005 Allen County,V,2,,29184,0,0
2009 - 2010,005 Allen County,V,3,,29184,0,0
2009 - 2010,005 Allen County,V,4,,29184,0,0
2009 - 2010,005 Allen County,V,5,,29184,0,0
2009 - 2010,005 Allen County,V,6,,29184,0,0
2009 - 2010,005 Allen County,V,7,,29184,0,0
2009 - 2010,005 Allen County,V,8,,29184,0,0
2009 - 2010,005 Allen County,V,9,,29184,0,0
2009 - 2010,005 Allen County,V,10,,29184,0,0
2009 - 2010,005 Allen County,V,11,,29184,0,0
2009 - 2010,005 Allen County,V,12,,29184,0,0
2009 - 2010,005 Allen County,V,13,,29184,0,0
2009 - 2010,005 Allen County,V,14,,29184,0,0
2009 - 2010,005 Allen County,V,15,,29184,0,0
2009 - 2010,005 Allen County,V,16,,29184,0,0
2009 - 2010,005 Allen County,V,17,,29184,0,0
2009 - 2010,005 Allen County,V,18,,29184,0,0
2009 - 2010,005 Allen County,V,19,,29184,0,0
2009 - 2010,005 Allen County,V,20,,29184,0,0
2009 - 2010,005 Allen County,V,21,,29184,0,0
2009 - 2010,005 Allen County,V,22,,29184,0,0
2009 - 2010,005 Allen County,V,23,,29184,0,0
2009 - 2010,005 Allen County,V,24,,29184,0,0
2009 - 2010,005 Allen County,V,25,,29184,0,0
2009 - 2010,005 Allen County,V,26,,29184,0,0
2009 - 2010,005 Allen County,V,27,,29184,0,0
2009 - 2010,005 Allen County,V,28,,29184,0,0
2009 - 2010,005 Allen County,V,29,,29184,0,0
2009 - 2010,005 Allen County,V,30,,29184,0,0
2009 - 2010,005 Allen County,V,31,,29184,0,0
2009 - 2010,005 Allen County,V,32,,29184,0,0
2009 - 2010,005 Allen County,V,33,,29184,0,0
2009 - 2010,005 Allen County,V,34,,29184,0,0
2009 - 2010,005 Allen County,V,35,,29184,0,0
2009 - 2010,005 Allen County,V,36,,29184,0,0
2009 - 2010,005 Allen County,V,37,,29184,0,0
2009 - 2010,005 Allen County,V,38,,29184,0,0
2009 - 2010,005 Allen County,V,39,,29184,0,0
2009 - 2010,005 Allen County,V,40,,29184,0,0
2009 - 2010,006 Anchorage Independent,I,0,,44101,46088,0
2009 - 2010,006 Anchorage Independent,I,1,,45018,47005,0
2009 - 2010,006 Anchorage Independent,I,2,,45936,48840,0
2009 - 2010,006 Anchorage Independent,I,3,,46853,49767,0
2009 - 2010,006 Anchorage Independent,I,4,,47770,50709,0
2009 - 2010,006 Anchorage Independent,I,5,,48687,51651,0
2009 - 2010,006 Anchorage Independent,I,6,,49610,52594,0
2009 - 2010,006 Anchorage Independent,I,7,,50553,53535,0
2009 - 2010,006 Anchorage Independent,I,8,,51338,54478,0
2009 - 2010,006 Anchorage Independent,I,9,,52281,55421,0
2009 - 2010,006 Anchorage Independent,I,10,,53222,56362,0
2009 - 2010,006 Anchorage Independent,I,11,,55891,57306,0
2009 - 2010,006 Anchorage Independent,I,12,,57147,58248,0
2009 - 2010,006 Anchorage Independent,I,13,,58404,59190,0
2009 - 2010,006 Anchorage Independent,I,14,,59661,60131,0
2009 - 2010,006 Anchorage Independent,I,15,,60917,61075,0
2009 - 2010,006 Anchorage Independent,I,16,,62173,62330,0
2009 - 2010,006 Anchorage Independent,I,17,,63429,63743,0
2009 - 2010,006 Anchorage Independent,I,18,,64686,65158,0
2009 - 2010,006 Anchorage Independent,I,19,,65314,65785,0
2009 - 2010,006 Anchorage Independent,I,20,,66570,67043,0
2009 - 2010,006 Anchorage Independent,I,21,,66727,67670,0
2009 - 2010,006 Anchorage Independent,I,22,,66884,68297,0
2009 - 2010,006 Anchorage Independent,I,23,,66963,68925,0
2009 - 2010,006 Anchorage Independent,I,24,,67043,69554,0
2009 - 2010,006 Anchorage Independent,I,25,,67685,70497,0
2009 - 2010,006 Anchorage Independent,I,26,,67828,71438,0
2009 - 2010,006 Anchorage Independent,I,27,,69082,72223,0
2009 - 2010,006 Anchorage Independent,I,28,,69082,72223,0
2009 - 2010,006 Anchorage Independent,I,29,,69082,72223,0
2009 - 2010,006 Anchorage Independent,I,30,,69082,72223,0
2009 - 2010,006 Anchorage Independent,I,31,,69082,72223,0
2009 - 2010,006 Anchorage Independent,I,32,,69082,72223,0
2009 - 2010,006 Anchorage Independent,I,33,,69082,72223,0
2009 - 2010,006 Anchorage Independent,I,34,,69082,72223,0
2009 - 2010,006 Anchorage Independent,I,35,,69082,72223,0
2009 - 2010,006 Anchorage Independent,I,36,,69082,72223,0
2009 - 2010,006 Anchorage Independent,I,37,,69082,72223,0
2009 - 2010,006 Anchorage Independent,I,38,,69082,72223,0
2009 - 2010,006 Anchorage Independent,I,39,,69082,72223,0
2009 - 2010,006 Anchorage Independent,I,40,,69082,72223,0
2009 - 2010,006 Anchorage Independent,II,0,,39268,40737,0
2009 - 2010,006 Anchorage Independent,II,1,,40032,41347,0
2009 - 2010,006 Anchorage Independent,II,2,,40797,41960,0
2009 - 2010,006 Anchorage Independent,II,3,,41561,42570,0
2009 - 2010,006 Anchorage Independent,II,4,,42633,43182,0
2009 - 2010,006 Anchorage Independent,II,5,,43549,44406,0
2009 - 2010,006 Anchorage Independent,II,6,,44315,45629,0
2009 - 2010,006 Anchorage Independent,II,7,,45232,46853,0
2009 - 2010,006 Anchorage Independent,II,8,,46302,48075,0
2009 - 2010,006 Anchorage Independent,II,9,,47526,49298,0
2009 - 2010,006 Anchorage Independent,II,10,,48749,50553,0
2009 - 2010,006 Anchorage Independent,II,11,,51243,52751,0
2009 - 2010,006 Anchorage Independent,II,12,,52813,54007,0
2009 - 2010,006 Anchorage Independent,II,13,,54070,55263,0
2009 - 2010,006 Anchorage Independent,II,14,,55327,56521,0
2009 - 2010,006 Anchorage Independent,II,15,,56581,57777,0
2009 - 2010,006 Anchorage Independent,II,16,,58468,60603,0
2009 - 2010,006 Anchorage Independent,II,17,,60666,62173,0
2009 - 2010,006 Anchorage Independent,II,18,,60980,62330,0
2009 - 2010,006 Anchorage Independent,II,19,,61294,62487,0
2009 - 2010,006 Anchorage Independent,II,20,,61923,63115,0
2009 - 2010,006 Anchorage Independent,II,21,,62236,63429,0
2009 - 2010,006 Anchorage Independent,II,22,,62392,63743,0
2009 - 2010,006 Anchorage Independent,II,23,,62549,64057,0
2009 - 2010,006 Anchorage Independent,II,24,,62707,64216,0
2009 - 2010,006 Anchorage Independent,II,25,,63021,64372,0
2009 - 2010,006 Anchorage Independent,II,26,,63179,64686,0
2009 - 2010,006 Anchorage Independent,II,27,,64372,65942,0
2009 - 2010,006 Anchorage Independent,II,28,,64372,65942,0
2009 - 2010,006 Anchorage Independent,II,29,,64372,65942,0
2009 - 2010,006 Anchorage Independent,II,30,,64372,65942,0
2009 - 2010,006 Anchorage Independent,II,31,,64372,65942,0
2009 - 2010,006 Anchorage Independent,II,32,,64372,65942,0
2009 - 2010,006 Anchorage Independent,II,33,,64372,65942,0
2009 - 2010,006 Anchorage Independent,II,34,,64372,65942,0
2009 - 2010,006 Anchorage Independent,II,35,,64372,65942,0
2009 - 2010,006 Anchorage Independent,II,36,,64372,65942,0
2009 - 2010,006 Anchorage Independent,II,37,,64372,65942,0
2009 - 2010,006 Anchorage Independent,II,38,,64372,65942,0
2009 - 2010,006 Anchorage Independent,II,39,,64372,65942,0
2009 - 2010,006 Anchorage Independent,II,40,,64372,65942,0
2009 - 2010,006 Anchorage Independent,III,0,,34926,36148,0
2009 - 2010,006 Anchorage Independent,III,1,,35538,36913,0
2009 - 2010,006 Anchorage Independent,III,2,,36148,37677,0
2009 - 2010,006 Anchorage Independent,III,3,,36761,38443,0
