Fiscal Year,District,Rank,Years,,I,II,III
2009 - 2010,146 Dawson Springs Independent,V,11,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,12,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,13,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,14,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,15,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,16,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,17,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,18,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,19,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,20,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,21,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,22,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,23,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,24,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,25,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,26,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,27,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,28,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,29,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,30,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,31,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,32,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,33,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,34,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,35,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,36,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,37,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,38,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,39,,25449,0,0
2009 - 2010,146 Dawson Springs Independent,V,40,,25449,0,0
2009 - 2010,147 Dayton Independent,I,0,,42135,0,0
2009 - 2010,147 Dayton Independent,I,1,,42393,0,0
2009 - 2010,147 Dayton Independent,I,2,,42653,0,0
2009 - 2010,147 Dayton Independent,I,3,,44201,0,0
2009 - 2010,147 Dayton Independent,I,4,,47415,0,0
2009 - 2010,147 Dayton Independent,I,5,,47674,0,0
2009 - 2010,147 Dayton Independent,I,6,,47935,0,0
2009 - 2010,147 Dayton Independent,I,7,,48318,0,0
2009 - 2010,147 Dayton Independent,I,8,,48578,0,0
2009 - 2010,147 Dayton Independent,I,9,,48837,0,0
2009 - 2010,147 Dayton Independent,I,10,,54534,0,0
2009 - 2010,147 Dayton Independent,I,11,,55008,0,0
2009 - 2010,147 Dayton Independent,I,12,,55632,0,0
2009 - 2010,147 Dayton Independent,I,13,,56255,0,0
2009 - 2010,147 Dayton Independent,I,14,,56879,0,0
2009 - 2010,147 Dayton Independent,I,15,,57665,0,0
2009 - 2010,147 Dayton Independent,I,16,,57987,0,0
2009 - 2010,147 Dayton Independent,I,17,,58470,0,0
2009 - 2010,147 Dayton Independent,I,18,,58954,0,0
2009 - 2010,147 Dayton Independent,I,19,,59435,0,0
2009 - 2010,147 Dayton Independent,I,20,,60088,0,0
2009 - 2010,147 Dayton Independent,I,21,,60218,0,0
2009 - 2010,147 Dayton Independent,I,22,,60514,0,0
2009 - 2010,147 Dayton Independent,I,23,,60811,0,0
2009 - 2010,147 Dayton Independent,I,24,,61108,0,0
2009 - 2010,147 Dayton Independent,I,25,,61574,0,0
2009 - 2010,147 Dayton Independent,I,26,,61704,0,0
2009 - 2010,147 Dayton Independent,I,27,,62005,0,0
2009 - 2010,147 Dayton Independent,I,28,,62306,0,0
2009 - 2010,147 Dayton Independent,I,29,,62608,0,0
2009 - 2010,147 Dayton Independent,I,30,,70105,0,0
2009 - 2010,147 Dayton Independent,I,31,,70105,0,0
2009 - 2010,147 Dayton Independent,I,32,,70105,0,0
2009 - 2010,147 Dayton Independent,I,33,,70105,0,0
2009 - 2010,147 Dayton Independent,I,34,,70105,0,0
2009 - 2010,147 Dayton Independent,I,35,,70105,0,0
2009 - 2010,147 Dayton Independent,I,36,,70105,0,0
2009 - 2010,147 Dayton Independent,I,37,,70105,0,0
2009 - 2010,147 Dayton Independent,I,38,,70105,0,0
2009 - 2010,147 Dayton Independent,I,39,,70105,0,0
2009 - 2010,147 Dayton Independent,I,40,,70105,0,0
2009 - 2010,147 Dayton Independent,II,0,,39540,0,0
2009 - 2010,147 Dayton Independent,II,1,,39798,0,0
2009 - 2010,147 Dayton Independent,II,2,,40057,0,0
2009 - 2010,147 Dayton Independent,II,3,,40315,0,0
2009 - 2010,147 Dayton Independent,II,4,,43438,0,0
2009 - 2010,147 Dayton Independent,II,5,,43697,0,0
2009 - 2010,147 Dayton Independent,II,6,,43955,0,0
2009 - 2010,147 Dayton Independent,II,7,,44214,0,0
2009 - 2010,147 Dayton Independent,II,8,,44472,0,0
2009 - 2010,147 Dayton Independent,II,9,,44729,0,0
2009 - 2010,147 Dayton Independent,II,10,,50252,0,0
2009 - 2010,147 Dayton Independent,II,11,,50710,0,0
2009 - 2010,147 Dayton Independent,II,12,,51308,0,0
2009 - 2010,147 Dayton Independent,II,13,,51904,0,0
2009 - 2010,147 Dayton Independent,II,14,,52502,0,0
2009 - 2010,147 Dayton Independent,II,15,,53246,0,0
2009 - 2010,147 Dayton Independent,II,16,,53540,0,0
2009 - 2010,147 Dayton Independent,II,17,,53981,0,0
2009 - 2010,147 Dayton Independent,II,18,,54423,0,0
2009 - 2010,147 Dayton Independent,II,19,,54863,0,0
2009 - 2010,147 Dayton Independent,II,20,,55463,0,0
2009 - 2010,147 Dayton Independent,II,21,,55585,0,0
2009 - 2010,147 Dayton Independent,II,22,,55857,0,0
2009 - 2010,147 Dayton Independent,II,23,,56132,0,0
2009 - 2010,147 Dayton Independent,II,24,,56404,0,0
2009 - 2010,147 Dayton Independent,II,25,,56839,0,0
2009 - 2010,147 Dayton Independent,II,26,,56964,0,0
2009 - 2010,147 Dayton Independent,II,27,,57248,0,0
2009 - 2010,147 Dayton Independent,II,28,,57534,0,0
2009 - 2010,147 Dayton Independent,II,29,,57815,0,0
2009 - 2010,147 Dayton Independent,II,30,,64261,0,0
2009 - 2010,147 Dayton Independent,II,31,,64261,0,0
2009 - 2010,147 Dayton Independent,II,32,,64261,0,0
2009 - 2010,147 Dayton Independent,II,33,,64261,0,0
2009 - 2010,147 Dayton Independent,II,34,,64261,0,0
2009 - 2010,147 Dayton Independent,II,35,,64261,0,0
2009 - 2010,147 Dayton Independent,II,36,,64261,0,0
2009 - 2010,147 Dayton Independent,II,37,,64261,0,0
2009 - 2010,147 Dayton Independent,II,38,,64261,0,0
2009 - 2010,147 Dayton Independent,II,39,,64261,0,0
2009 - 2010,147 Dayton Independent,II,40,,64261,0,0
2009 - 2010,147 Dayton Independent,III,0,,35406,0,0
2009 - 2010,147 Dayton Independent,III,1,,35602,0,0
2009 - 2010,147 Dayton Independent,III,2,,35861,0,0
2009 - 2010,147 Dayton Independent,III,3,,36121,0,0
2009 - 2010,147 Dayton Independent,III,4,,39398,0,0
2009 - 2010,147 Dayton Independent,III,5,,39657,0,0
2009 - 2010,147 Dayton Independent,III,6,,39917,0,0
2009 - 2010,147 Dayton Independent,III,7,,40172,0,0
2009 - 2010,147 Dayton Independent,III,8,,40431,0,0
2009 - 2010,147 Dayton Independent,III,9,,40690,0,0
2009 - 2010,147 Dayton Independent,III,10,,45994,0,0
2009 - 2010,147 Dayton Independent,III,11,,46436,0,0
2009 - 2010,147 Dayton Independent,III,12,,46998,0,0
2009 - 2010,147 Dayton Independent,III,13,,47558,0,0
2009 - 2010,147 Dayton Independent,III,14,,48119,0,0
2009 - 2010,147 Dayton Independent,III,15,,48809,0,0
2009 - 2010,147 Dayton Independent,III,16,,49085,0,0
2009 - 2010,147 Dayton Independent,III,17,,49495,0,0
2009 - 2010,147 Dayton Independent,III,18,,49910,0,0
2009 - 2010,147 Dayton Independent,III,19,,50322,0,0
2009 - 2010,147 Dayton Independent,III,20,,50875,0,0
2009 - 2010,147 Dayton Independent,III,21,,50988,0,0
2009 - 2010,147 Dayton Independent,III,22,,51240,0,0
2009 - 2010,147 Dayton Independent,III,23,,51493,0,0
2009 - 2010,147 Dayton Independent,III,24,,51747,0,0
2009 - 2010,147 Dayton Independent,III,25,,52146,0,0
2009 - 2010,147 Dayton Independent,III,26,,52262,0,0
2009 - 2010,147 Dayton Independent,III,27,,52522,0,0
2009 - 2010,147 Dayton Independent,III,28,,52779,0,0
2009 - 2010,147 Dayton Independent,III,29,,53038,0,0
2009 - 2010,147 Dayton Independent,III,30,,59745,0,0
2009 - 2010,147 Dayton Independent,III,31,,59745,0,0
2009 - 2010,147 Dayton Independent,III,32,,59745,0,0
2009 - 2010,147 Dayton Independent,III,33,,59745,0,0
2009 - 2010,147 Dayton Independent,III,34,,59745,0,0
2009 - 2010,147 Dayton Independent,III,35,,59745,0,0
2009 - 2010,147 Dayton Independent,III,36,,59745,0,0
2009 - 2010,147 Dayton Independent,III,37,,59745,0,0
2009 - 2010,147 Dayton Independent,III,38,,59745,0,0
2009 - 2010,147 Dayton Independent,III,39,,59745,0,0
2009 - 2010,147 Dayton Independent,III,40,,59745,0,0
2009 - 2010,147 Dayton Independent,IV,0,,0,0,0
2009 - 2010,147 Dayton Independent,IV,1,,0,0,0
2009 - 2010,147 Dayton Independent,IV,2,,0,0,0
2009 - 2010,147 Dayton Independent,IV,3,,0,0,0
2009 - 2010,147 Dayton Independent,IV,4,,0,0,0
2009 - 2010,147 Dayton Independent,IV,5,,0,0,0
2009 - 2010,147 Dayton Independent,IV,6,,0,0,0
2009 - 2010,147 Dayton Independent,IV,7,,0,0,0
2009 - 2010,147 Dayton Independent,IV,8,,0,0,0
2009 - 2010,147 Dayton Independent,IV,9,,0,0,0
2009 - 2010,147 Dayton Independent,IV,10,,0,0,0
2009 - 2010,147 Dayton Independent,IV,11,,0,0,0
2009 - 2010,147 Dayton Independent,IV,12,,0,0,0
2009 - 2010,147 Dayton Independent,IV,13,,0,0,0
2009 - 2010,147 Dayton Independent,IV,14,,0,0,0
2009 - 2010,147 Dayton Independent,IV,15,,0,0,0
2009 - 2010,147 Dayton Independent,IV,16,,0,0,0
2009 - 2010,147 Dayton Independent,IV,17,,0,0,0
2009 - 2010,147 Dayton Independent,IV,18,,0,0,0
2009 - 2010,147 Dayton Independent,IV,19,,0,0,0
2009 - 2010,147 Dayton Independent,IV,20,,0,0,0
2009 - 2010,147 Dayton Independent,IV,21,,0,0,0
2009 - 2010,147 Dayton Independent,IV,22,,0,0,0
2009 - 2010,147 Dayton Independent,IV,23,,0,0,0
2009 - 2010,147 Dayton Independent,IV,24,,0,0,0
2009 - 2010,147 Dayton Independent,IV,25,,0,0,0
2009 - 2010,147 Dayton Independent,IV,26,,0,0,0
2009 - 2010,147 Dayton Independent,IV,27,,0,0,0
2009 - 2010,147 Dayton Independent,IV,28,,0,0,0
2009 - 2010,147 Dayton Independent,IV,29,,0,0,0
2009 - 2010,147 Dayton Independent,IV,30,,0,0,0
2009 - 2010,147 Dayton Independent,IV,31,,0,0,0
2009 - 2010,147 Dayton Independent,IV,32,,0,0,0
2009 - 2010,147 Dayton Independent,IV,33,,0,0,0
2009 - 2010,147 Dayton Independent,IV,34,,0,0,0
2009 - 2010,147 Dayton Independent,IV,35,,0,0,0
2009 - 2010,147 Dayton Independent,IV,36,,0,0,0
2009 - 2010,147 Dayton Independent,IV,37,,0,0,0
2009 - 2010,147 Dayton Independent,IV,38,,0,0,0
2009 - 2010,147 Dayton Independent,IV,39,,0,0,0
2009 - 2010,147 Dayton Independent,IV,40,,0,0,0
2009 - 2010,147 Dayton Independent,V,0,,0,0,0
2009 - 2010,147 Dayton Independent,V,1,,0,0,0
2009 - 2010,147 Dayton Independent,V,2,,0,0,0
2009 - 2010,147 Dayton Independent,V,3,,0,0,0
2009 - 2010,147 Dayton Independent,V,4,,0,0,0
2009 - 2010,147 Dayton Independent,V,5,,0,0,0
2009 - 2010,147 Dayton Independent,V,6,,0,0,0
2009 - 2010,147 Dayton Independent,V,7,,0,0,0
2009 - 2010,147 Dayton Independent,V,8,,0,0,0
2009 - 2010,147 Dayton Independent,V,9,,0,0,0
2009 - 2010,147 Dayton Independent,V,10,,0,0,0
2009 - 2010,147 Dayton Independent,V,11,,0,0,0
2009 - 2010,147 Dayton Independent,V,12,,0,0,0
2009 - 2010,147 Dayton Independent,V,13,,0,0,0
2009 - 2010,147 Dayton Independent,V,14,,0,0,0
2009 - 2010,147 Dayton Independent,V,15,,0,0,0
2009 - 2010,147 Dayton Independent,V,16,,0,0,0
2009 - 2010,147 Dayton Independent,V,17,,0,0,0
2009 - 2010,147 Dayton Independent,V,18,,0,0,0
2009 - 2010,147 Dayton Independent,V,19,,0,0,0
2009 - 2010,147 Dayton Independent,V,20,,0,0,0
2009 - 2010,147 Dayton Independent,V,21,,0,0,0
2009 - 2010,147 Dayton Independent,V,22,,0,0,0
2009 - 2010,147 Dayton Independent,V,23,,0,0,0
2009 - 2010,147 Dayton Independent,V,24,,0,0,0
2009 - 2010,147 Dayton Independent,V,25,,0,0,0
2009 - 2010,147 Dayton Independent,V,26,,0,0,0
2009 - 2010,147 Dayton Independent,V,27,,0,0,0
2009 - 2010,147 Dayton Independent,V,28,,0,0,0
2009 - 2010,147 Dayton Independent,V,29,,0,0,0
2009 - 2010,147 Dayton Independent,V,30,,0,0,0
2009 - 2010,147 Dayton Independent,V,31,,0,0,0
2009 - 2010,147 Dayton Independent,V,32,,0,0,0
2009 - 2010,147 Dayton Independent,V,33,,0,0,0
2009 - 2010,147 Dayton Independent,V,34,,0,0,0
2009 - 2010,147 Dayton Independent,V,35,,0,0,0
2009 - 2010,147 Dayton Independent,V,36,,0,0,0
2009 - 2010,147 Dayton Independent,V,37,,0,0,0
2009 - 2010,147 Dayton Independent,V,38,,0,0,0
2009 - 2010,147 Dayton Independent,V,39,,0,0,0
2009 - 2010,147 Dayton Independent,V,40,,0,0,0
2009 - 2010,149 East Bernstadt Independent,I,0,,44231,0,0
2009 - 2010,149 East Bernstadt Independent,I,1,,44231,0,0
2009 - 2010,149 East Bernstadt Independent,I,2,,44231,0,0
2009 - 2010,149 East Bernstadt Independent,I,3,,44231,0,0
2009 - 2010,149 East Bernstadt Independent,I,4,,48689,0,0
2009 - 2010,149 East Bernstadt Independent,I,5,,48689,0,0
2009 - 2010,149 East Bernstadt Independent,I,6,,48689,0,0
2009 - 2010,149 East Bernstadt Independent,I,7,,48689,0,0
2009 - 2010,149 East Bernstadt Independent,I,8,,48689,0,0
2009 - 2010,149 East Bernstadt Independent,I,9,,48689,0,0
2009 - 2010,149 East Bernstadt Independent,I,10,,53925,0,0
2009 - 2010,149 East Bernstadt Independent,I,11,,53925,0,0
2009 - 2010,149 East Bernstadt Independent,I,12,,53925,0,0
2009 - 2010,149 East Bernstadt Independent,I,13,,53925,0,0
2009 - 2010,149 East Bernstadt Independent,I,14,,53925,0,0
2009 - 2010,149 East Bernstadt Independent,I,15,,55538,0,0
2009 - 2010,149 East Bernstadt Independent,I,16,,55538,0,0
2009 - 2010,149 East Bernstadt Independent,I,17,,55538,0,0
2009 - 2010,149 East Bernstadt Independent,I,18,,55538,0,0
2009 - 2010,149 East Bernstadt Independent,I,19,,55538,0,0
2009 - 2010,149 East Bernstadt Independent,I,20,,56341,0,0
2009 - 2010,149 East Bernstadt Independent,I,21,,56341,0,0
2009 - 2010,149 East Bernstadt Independent,I,22,,56341,0,0
2009 - 2010,149 East Bernstadt Independent,I,23,,56341,0,0
2009 - 2010,149 East Bernstadt Independent,I,24,,56341,0,0
2009 - 2010,149 East Bernstadt Independent,I,25,,57630,0,0
2009 - 2010,149 East Bernstadt Independent,I,26,,57630,0,0
2009 - 2010,149 East Bernstadt Independent,I,27,,57630,0,0
2009 - 2010,149 East Bernstadt Independent,I,28,,57630,0,0
2009 - 2010,149 East Bernstadt Independent,I,29,,57630,0,0
2009 - 2010,149 East Bernstadt Independent,I,30,,57630,0,0
2009 - 2010,149 East Bernstadt Independent,I,31,,57630,0,0
2009 - 2010,149 East Bernstadt Independent,I,32,,57630,0,0
2009 - 2010,149 East Bernstadt Independent,I,33,,57630,0,0
2009 - 2010,149 East Bernstadt Independent,I,34,,57630,0,0
2009 - 2010,149 East Bernstadt Independent,I,35,,57630,0,0
2009 - 2010,149 East Bernstadt Independent,I,36,,57630,0,0
2009 - 2010,149 East Bernstadt Independent,I,37,,57630,0,0
2009 - 2010,149 East Bernstadt Independent,I,38,,57630,0,0
2009 - 2010,149 East Bernstadt Independent,I,39,,57630,0,0
2009 - 2010,149 East Bernstadt Independent,I,40,,57630,0,0
2009 - 2010,149 East Bernstadt Independent,II,0,,40119,0,0
2009 - 2010,149 East Bernstadt Independent,II,1,,40119,0,0
2009 - 2010,149 East Bernstadt Independent,II,2,,40119,0,0
2009 - 2010,149 East Bernstadt Independent,II,3,,40119,0,0
2009 - 2010,149 East Bernstadt Independent,II,4,,44230,0,0
2009 - 2010,149 East Bernstadt Independent,II,5,,44230,0,0
2009 - 2010,149 East Bernstadt Independent,II,6,,44230,0,0
2009 - 2010,149 East Bernstadt Independent,II,7,,44230,0,0
2009 - 2010,149 East Bernstadt Independent,II,8,,44230,0,0
2009 - 2010,149 East Bernstadt Independent,II,9,,44230,0,0
2009 - 2010,149 East Bernstadt Independent,II,10,,49655,0,0
2009 - 2010,149 East Bernstadt Independent,II,11,,49655,0,0
2009 - 2010,149 East Bernstadt Independent,II,12,,49655,0,0
2009 - 2010,149 East Bernstadt Independent,II,13,,49655,0,0
2009 - 2010,149 East Bernstadt Independent,II,14,,49655,0,0
2009 - 2010,149 East Bernstadt Independent,II,15,,51290,0,0
2009 - 2010,149 East Bernstadt Independent,II,16,,51290,0,0
2009 - 2010,149 East Bernstadt Independent,II,17,,51290,0,0
2009 - 2010,149 East Bernstadt Independent,II,18,,51290,0,0
2009 - 2010,149 East Bernstadt Independent,II,19,,51290,0,0
2009 - 2010,149 East Bernstadt Independent,II,20,,52093,0,0
2009 - 2010,149 East Bernstadt Independent,II,21,,52093,0,0
2009 - 2010,149 East Bernstadt Independent,II,22,,52093,0,0
2009 - 2010,149 East Bernstadt Independent,II,23,,52093,0,0
2009 - 2010,149 East Bernstadt Independent,II,24,,52093,0,0
2009 - 2010,149 East Bernstadt Independent,II,25,,53278,0,0
2009 - 2010,149 East Bernstadt Independent,II,26,,53278,0,0
2009 - 2010,149 East Bernstadt Independent,II,27,,53278,0,0
2009 - 2010,149 East Bernstadt Independent,II,28,,53278,0,0
2009 - 2010,149 East Bernstadt Independent,II,29,,53278,0,0
2009 - 2010,149 East Bernstadt Independent,II,30,,53278,0,0
2009 - 2010,149 East Bernstadt Independent,II,31,,53278,0,0
2009 - 2010,149 East Bernstadt Independent,II,32,,53278,0,0
2009 - 2010,149 East Bernstadt Independent,II,33,,53278,0,0
2009 - 2010,149 East Bernstadt Independent,II,34,,53278,0,0
2009 - 2010,149 East Bernstadt Independent,II,35,,53278,0,0
2009 - 2010,149 East Bernstadt Independent,II,36,,53278,0,0
2009 - 2010,149 East Bernstadt Independent,II,37,,53278,0,0
2009 - 2010,149 East Bernstadt Independent,II,38,,53278,0,0
2009 - 2010,149 East Bernstadt Independent,II,39,,53278,0,0
2009 - 2010,149 East Bernstadt Independent,II,40,,53278,0,0
2009 - 2010,149 East Bernstadt Independent,III,0,,35974,0,0
2009 - 2010,149 East Bernstadt Independent,III,1,,35974,0,0
2009 - 2010,149 East Bernstadt Independent,III,2,,35974,0,0
2009 - 2010,149 East Bernstadt Independent,III,3,,35974,0,0
2009 - 2010,149 East Bernstadt Independent,III,4,,40119,0,0
2009 - 2010,149 East Bernstadt Independent,III,5,,40119,0,0
2009 - 2010,149 East Bernstadt Independent,III,6,,40119,0,0
2009 - 2010,149 East Bernstadt Independent,III,7,,40119,0,0
2009 - 2010,149 East Bernstadt Independent,III,8,,40119,0,0
2009 - 2010,149 East Bernstadt Independent,III,9,,40119,0,0
2009 - 2010,149 East Bernstadt Independent,III,10,,45393,0,0
2009 - 2010,149 East Bernstadt Independent,III,11,,45393,0,0
2009 - 2010,149 East Bernstadt Independent,III,12,,45393,0,0
2009 - 2010,149 East Bernstadt Independent,III,13,,45393,0,0
2009 - 2010,149 East Bernstadt Independent,III,14,,45393,0,0
2009 - 2010,149 East Bernstadt Independent,III,15,,47017,0,0
2009 - 2010,149 East Bernstadt Independent,III,16,,47017,0,0
2009 - 2010,149 East Bernstadt Independent,III,17,,47017,0,0
2009 - 2010,149 East Bernstadt Independent,III,18,,47017,0,0
2009 - 2010,149 East Bernstadt Independent,III,19,,47017,0,0
2009 - 2010,149 East Bernstadt Independent,III,20,,47797,0,0
2009 - 2010,149 East Bernstadt Independent,III,21,,47797,0,0
2009 - 2010,149 East Bernstadt Independent,III,22,,47797,0,0
2009 - 2010,149 East Bernstadt Independent,III,23,,47797,0,0
2009 - 2010,149 East Bernstadt Independent,III,24,,47797,0,0
2009 - 2010,149 East Bernstadt Independent,III,25,,48872,0,0
2009 - 2010,149 East Bernstadt Independent,III,26,,48872,0,0
2009 - 2010,149 East Bernstadt Independent,III,27,,48872,0,0
2009 - 2010,149 East Bernstadt Independent,III,28,,48872,0,0
2009 - 2010,149 East Bernstadt Independent,III,29,,48872,0,0
2009 - 2010,149 East Bernstadt Independent,III,30,,48872,0,0
2009 - 2010,149 East Bernstadt Independent,III,31,,48872,0,0
2009 - 2010,149 East Bernstadt Independent,III,32,,48872,0,0
2009 - 2010,149 East Bernstadt Independent,III,33,,48872,0,0
2009 - 2010,149 East Bernstadt Independent,III,34,,48872,0,0
2009 - 2010,149 East Bernstadt Independent,III,35,,48872,0,0
2009 - 2010,149 East Bernstadt Independent,III,36,,48872,0,0
2009 - 2010,149 East Bernstadt Independent,III,37,,48872,0,0
2009 - 2010,149 East Bernstadt Independent,III,38,,48872,0,0
2009 - 2010,149 East Bernstadt Independent,III,39,,48872,0,0
2009 - 2010,149 East Bernstadt Independent,III,40,,48872,0,0
2009 - 2010,149 East Bernstadt Independent,IV,0,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,1,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,2,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,3,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,4,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,5,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,6,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,7,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,8,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,9,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,10,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,11,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,12,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,13,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,14,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,15,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,16,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,17,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,18,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,19,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,20,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,21,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,22,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,23,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,24,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,25,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,26,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,27,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,28,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,29,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,30,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,31,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,32,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,33,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,34,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,35,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,36,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,37,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,38,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,39,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,IV,40,,31629,0,0
2009 - 2010,149 East Bernstadt Independent,V,0,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,1,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,2,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,3,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,4,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,5,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,6,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,7,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,8,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,9,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,10,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,11,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,12,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,13,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,14,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,15,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,16,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,17,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,18,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,19,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,20,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,21,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,22,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,23,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,24,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,25,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,26,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,27,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,28,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,29,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,30,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,31,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,32,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,33,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,34,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,35,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,36,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,37,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,38,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,39,,29570,0,0
2009 - 2010,149 East Bernstadt Independent,V,40,,29570,0,0
2009 - 2010,151 Edmonson County,I,0,,42130,0,0
2009 - 2010,151 Edmonson County,I,1,,42395,0,0
