Fiscal Year,District,Rank,Years,I,II,III
2022 - 2023,006 Anchorage Independent,III,18,65675,66839,0
2022 - 2023,006 Anchorage Independent,III,19,67032,68000,0
2022 - 2023,006 Anchorage Independent,III,20,68390,69164,0
2022 - 2023,006 Anchorage Independent,III,21,69746,70327,0
2022 - 2023,006 Anchorage Independent,III,22,71101,71487,0
2022 - 2023,006 Anchorage Independent,III,23,72459,72650,0
2022 - 2023,006 Anchorage Independent,III,24,73814,74201,0
2022 - 2023,006 Anchorage Independent,III,25,75171,75366,0
2022 - 2023,006 Anchorage Independent,III,26,76529,76720,0
2022 - 2023,006 Anchorage Independent,III,27,77301,77496,0
2022 - 2023,006 Anchorage Independent,III,28,77301,77496,0
2022 - 2023,006 Anchorage Independent,III,29,77301,77496,0
2022 - 2023,006 Anchorage Independent,III,30,77301,77496,0
2022 - 2023,006 Anchorage Independent,III,31,77301,77496,0
2022 - 2023,006 Anchorage Independent,III,32,77301,77496,0
2022 - 2023,006 Anchorage Independent,III,33,77301,77496,0
2022 - 2023,006 Anchorage Independent,III,34,77301,77496,0
2022 - 2023,006 Anchorage Independent,III,35,77301,77496,0
2022 - 2023,006 Anchorage Independent,III,36,77301,77496,0
2022 - 2023,006 Anchorage Independent,III,37,77301,77496,0
2022 - 2023,006 Anchorage Independent,III,38,77301,77496,0
2022 - 2023,006 Anchorage Independent,III,39,77301,77496,0
2022 - 2023,006 Anchorage Independent,III,40,77301,77496,0
2022 - 2023,006 Anchorage Independent,IV,0,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,1,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,2,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,3,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,4,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,5,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,6,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,7,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,8,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,9,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,10,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,11,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,12,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,13,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,14,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,15,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,16,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,17,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,18,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,19,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,20,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,21,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,22,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,23,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,24,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,25,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,26,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,27,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,28,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,29,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,30,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,31,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,32,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,33,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,34,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,35,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,36,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,37,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,38,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,39,35042,0,0
2022 - 2023,006 Anchorage Independent,IV,40,35042,0,0
2022 - 2023,006 Anchorage Independent,V,0,32797,0,0
2022 - 2023,006 Anchorage Independent,V,1,32797,0,0
2022 - 2023,006 Anchorage Independent,V,2,32797,0,0
2022 - 2023,006 Anchorage Independent,V,3,32797,0,0
2022 - 2023,006 Anchorage Independent,V,4,32797,0,0
2022 - 2023,006 Anchorage Independent,V,5,32797,0,0
2022 - 2023,006 Anchorage Independent,V,6,32797,0,0
2022 - 2023,006 Anchorage Independent,V,7,32797,0,0
2022 - 2023,006 Anchorage Independent,V,8,32797,0,0
2022 - 2023,006 Anchorage Independent,V,9,32797,0,0
2022 - 2023,006 Anchorage Independent,V,10,32797,0,0
2022 - 2023,006 Anchorage Independent,V,11,32797,0,0
2022 - 2023,006 Anchorage Independent,V,12,32797,0,0
2022 - 2023,006 Anchorage Independent,V,13,32797,0,0
2022 - 2023,006 Anchorage Independent,V,14,32797,0,0
2022 - 2023,006 Anchorage Independent,V,15,32797,0,0
2022 - 2023,006 Anchorage Independent,V,16,32797,0,0
2022 - 2023,006 Anchorage Independent,V,17,32797,0,0
2022 - 2023,006 Anchorage Independent,V,18,32797,0,0
2022 - 2023,006 Anchorage Independent,V,19,32797,0,0
2022 - 2023,006 Anchorage Independent,V,20,32797,0,0
2022 - 2023,006 Anchorage Independent,V,21,32797,0,0
2022 - 2023,006 Anchorage Independent,V,22,32797,0,0
2022 - 2023,006 Anchorage Independent,V,23,32797,0,0
2022 - 2023,006 Anchorage Independent,V,24,32797,0,0
2022 - 2023,006 Anchorage Independent,V,25,32797,0,0
2022 - 2023,006 Anchorage Independent,V,26,32797,0,0
2022 - 2023,006 Anchorage Independent,V,27,32797,0,0
2022 - 2023,006 Anchorage Independent,V,28,32797,0,0
2022 - 2023,006 Anchorage Independent,V,29,32797,0,0
2022 - 2023,006 Anchorage Independent,V,30,32797,0,0
2022 - 2023,006 Anchorage Independent,V,31,32797,0,0
2022 - 2023,006 Anchorage Independent,V,32,32797,0,0
2022 - 2023,006 Anchorage Independent,V,33,32797,0,0
2022 - 2023,006 Anchorage Independent,V,34,32797,0,0
2022 - 2023,006 Anchorage Independent,V,35,32797,0,0
2022 - 2023,006 Anchorage Independent,V,36,32797,0,0
2022 - 2023,006 Anchorage Independent,V,37,32797,0,0
2022 - 2023,006 Anchorage Independent,V,38,32797,0,0
2022 - 2023,006 Anchorage Independent,V,39,32797,0,0
2022 - 2023,006 Anchorage Independent,V,40,32797,0,0
2022 - 2023,011 Anderson County,I,0,46680,50559,0
2022 - 2023,011 Anderson County,I,1,47580,51387,0
2022 - 2023,011 Anderson County,I,2,48479,52216,0
2022 - 2023,011 Anderson County,I,3,49379,53045,0
2022 - 2023,011 Anderson County,I,4,50277,53874,0
2022 - 2023,011 Anderson County,I,5,51178,54700,0
2022 - 2023,011 Anderson County,I,6,52078,55531,0
2022 - 2023,011 Anderson County,I,7,52975,56360,0
2022 - 2023,011 Anderson County,I,8,53876,57188,0
2022 - 2023,011 Anderson County,I,9,54774,58016,0
2022 - 2023,011 Anderson County,I,10,55674,58846,0
2022 - 2023,011 Anderson County,I,11,56574,59673,0
2022 - 2023,011 Anderson County,I,12,57472,60557,0
2022 - 2023,011 Anderson County,I,13,58373,61993,0
2022 - 2023,011 Anderson County,I,14,59273,62466,0
2022 - 2023,011 Anderson County,I,15,60172,62988,0
2022 - 2023,011 Anderson County,I,16,61070,63815,0
2022 - 2023,011 Anderson County,I,17,61970,64644,0
2022 - 2023,011 Anderson County,I,18,62869,65473,0
2022 - 2023,011 Anderson County,I,19,63769,66301,0
2022 - 2023,011 Anderson County,I,20,64666,67129,0
2022 - 2023,011 Anderson County,I,21,65568,67959,0
2022 - 2023,011 Anderson County,I,22,66467,68788,0
2022 - 2023,011 Anderson County,I,23,67367,69617,0
2022 - 2023,011 Anderson County,I,24,68265,70444,0
2022 - 2023,011 Anderson County,I,25,69165,71273,0
2022 - 2023,011 Anderson County,I,26,70065,72101,0
2022 - 2023,011 Anderson County,I,27,70964,72930,0
2022 - 2023,011 Anderson County,I,28,71862,73759,0
2022 - 2023,011 Anderson County,I,29,72762,74588,0
2022 - 2023,011 Anderson County,I,30,73660,75418,0
2022 - 2023,011 Anderson County,I,31,73660,75418,0
2022 - 2023,011 Anderson County,I,32,74563,76245,0
2022 - 2023,011 Anderson County,I,33,74563,76245,0
2022 - 2023,011 Anderson County,I,34,74563,76245,0
2022 - 2023,011 Anderson County,I,35,74563,76245,0
2022 - 2023,011 Anderson County,I,36,74563,76245,0
2022 - 2023,011 Anderson County,I,37,74563,76245,0
2022 - 2023,011 Anderson County,I,38,74563,76245,0
2022 - 2023,011 Anderson County,I,39,74563,76245,0
2022 - 2023,011 Anderson County,I,40,74563,76245,0
2022 - 2023,011 Anderson County,II,0,42736,0,0
2022 - 2023,011 Anderson County,II,1,43518,0,0
2022 - 2023,011 Anderson County,II,2,44301,0,0
2022 - 2023,011 Anderson County,II,3,45085,0,0
2022 - 2023,011 Anderson County,II,4,45868,0,0
2022 - 2023,011 Anderson County,II,5,46651,0,0
2022 - 2023,011 Anderson County,II,6,47435,0,0
2022 - 2023,011 Anderson County,II,7,48218,0,0
2022 - 2023,011 Anderson County,II,8,49001,0,0
2022 - 2023,011 Anderson County,II,9,49785,0,0
2022 - 2023,011 Anderson County,II,10,50569,0,0
2022 - 2023,011 Anderson County,II,11,51352,0,0
2022 - 2023,011 Anderson County,II,12,52133,0,0
2022 - 2023,011 Anderson County,II,13,52919,0,0
2022 - 2023,011 Anderson County,II,14,53701,0,0
2022 - 2023,011 Anderson County,II,15,54485,0,0
2022 - 2023,011 Anderson County,II,16,55269,0,0
2022 - 2023,011 Anderson County,II,17,56052,0,0
2022 - 2023,011 Anderson County,II,18,56834,0,0
2022 - 2023,011 Anderson County,II,19,57618,0,0
2022 - 2023,011 Anderson County,II,20,58400,0,0
2022 - 2023,011 Anderson County,II,21,59185,0,0
2022 - 2023,011 Anderson County,II,22,59969,0,0
2022 - 2023,011 Anderson County,II,23,60751,0,0
2022 - 2023,011 Anderson County,II,24,61534,0,0
2022 - 2023,011 Anderson County,II,25,62317,0,0
2022 - 2023,011 Anderson County,II,26,63103,0,0
2022 - 2023,011 Anderson County,II,27,63885,0,0
2022 - 2023,011 Anderson County,II,28,64666,0,0
2022 - 2023,011 Anderson County,II,29,65452,0,0
2022 - 2023,011 Anderson County,II,30,66235,0,0
2022 - 2023,011 Anderson County,II,31,66235,0,0
2022 - 2023,011 Anderson County,II,32,67019,0,0
2022 - 2023,011 Anderson County,II,33,67019,0,0
2022 - 2023,011 Anderson County,II,34,67019,0,0
2022 - 2023,011 Anderson County,II,35,67019,0,0
2022 - 2023,011 Anderson County,II,36,67019,0,0
2022 - 2023,011 Anderson County,II,37,67019,0,0
2022 - 2023,011 Anderson County,II,38,67019,0,0
2022 - 2023,011 Anderson County,II,39,67019,0,0
2022 - 2023,011 Anderson County,II,40,67019,0,0
2022 - 2023,011 Anderson County,III,0,38789,0,0
2022 - 2023,011 Anderson County,III,1,39456,0,0
2022 - 2023,011 Anderson County,III,2,40125,0,0
2022 - 2023,011 Anderson County,III,3,40791,0,0
2022 - 2023,011 Anderson County,III,4,41460,0,0
2022 - 2023,011 Anderson County,III,5,42126,0,0
2022 - 2023,011 Anderson County,III,6,42791,0,0
2022 - 2023,011 Anderson County,III,7,43461,0,0
2022 - 2023,011 Anderson County,III,8,44127,0,0
2022 - 2023,011 Anderson County,III,9,44795,0,0
2022 - 2023,011 Anderson County,III,10,45462,0,0
2022 - 2023,011 Anderson County,III,11,46129,0,0
2022 - 2023,011 Anderson County,III,12,46796,0,0
2022 - 2023,011 Anderson County,III,13,47463,0,0
2022 - 2023,011 Anderson County,III,14,48132,0,0
2022 - 2023,011 Anderson County,III,15,48798,0,0
2022 - 2023,011 Anderson County,III,16,49467,0,0
2022 - 2023,011 Anderson County,III,17,50132,0,0
2022 - 2023,011 Anderson County,III,18,50800,0,0
2022 - 2023,011 Anderson County,III,19,51468,0,0
2022 - 2023,011 Anderson County,III,20,52133,0,0
2022 - 2023,011 Anderson County,III,21,52804,0,0
2022 - 2023,011 Anderson County,III,22,53470,0,0
2022 - 2023,011 Anderson County,III,23,54136,0,0
2022 - 2023,011 Anderson County,III,24,54803,0,0
2022 - 2023,011 Anderson County,III,25,55472,0,0
2022 - 2023,011 Anderson County,III,26,56139,0,0
2022 - 2023,011 Anderson County,III,27,56807,0,0
2022 - 2023,011 Anderson County,III,28,57472,0,0
2022 - 2023,011 Anderson County,III,29,58139,0,0
2022 - 2023,011 Anderson County,III,30,58808,0,0
2022 - 2023,011 Anderson County,III,31,58808,0,0
2022 - 2023,011 Anderson County,III,32,59474,0,0
2022 - 2023,011 Anderson County,III,33,59474,0,0
2022 - 2023,011 Anderson County,III,34,59474,0,0
2022 - 2023,011 Anderson County,III,35,59474,0,0
2022 - 2023,011 Anderson County,III,36,59474,0,0
2022 - 2023,011 Anderson County,III,37,59474,0,0
2022 - 2023,011 Anderson County,III,38,59474,0,0
2022 - 2023,011 Anderson County,III,39,59474,0,0
2022 - 2023,011 Anderson County,III,40,59474,0,0
2022 - 2023,011 Anderson County,IV,0,38789,0,0
2022 - 2023,011 Anderson County,IV,1,38789,0,0
2022 - 2023,011 Anderson County,IV,2,38789,0,0
2022 - 2023,011 Anderson County,IV,3,38789,0,0
2022 - 2023,011 Anderson County,IV,4,38789,0,0
2022 - 2023,011 Anderson County,IV,5,38789,0,0
2022 - 2023,011 Anderson County,IV,6,38789,0,0
2022 - 2023,011 Anderson County,IV,7,38789,0,0
2022 - 2023,011 Anderson County,IV,8,38789,0,0
2022 - 2023,011 Anderson County,IV,9,38789,0,0
2022 - 2023,011 Anderson County,IV,10,38789,0,0
2022 - 2023,011 Anderson County,IV,11,38789,0,0
2022 - 2023,011 Anderson County,IV,12,38789,0,0
2022 - 2023,011 Anderson County,IV,13,38789,0,0
2022 - 2023,011 Anderson County,IV,14,38789,0,0
2022 - 2023,011 Anderson County,IV,15,38789,0,0
2022 - 2023,011 Anderson County,IV,16,38789,0,0
2022 - 2023,011 Anderson County,IV,17,38789,0,0
2022 - 2023,011 Anderson County,IV,18,38789,0,0
2022 - 2023,011 Anderson County,IV,19,38789,0,0
2022 - 2023,011 Anderson County,IV,20,38789,0,0
2022 - 2023,011 Anderson County,IV,21,38789,0,0
2022 - 2023,011 Anderson County,IV,22,38789,0,0
2022 - 2023,011 Anderson County,IV,23,38789,0,0
2022 - 2023,011 Anderson County,IV,24,38789,0,0
2022 - 2023,011 Anderson County,IV,25,38789,0,0
2022 - 2023,011 Anderson County,IV,26,38789,0,0
2022 - 2023,011 Anderson County,IV,27,38789,0,0
2022 - 2023,011 Anderson County,IV,28,38789,0,0
2022 - 2023,011 Anderson County,IV,29,38789,0,0
2022 - 2023,011 Anderson County,IV,30,38789,0,0
2022 - 2023,011 Anderson County,IV,31,38789,0,0
2022 - 2023,011 Anderson County,IV,32,38789,0,0
2022 - 2023,011 Anderson County,IV,33,38789,0,0
2022 - 2023,011 Anderson County,IV,34,38789,0,0
2022 - 2023,011 Anderson County,IV,35,38789,0,0
2022 - 2023,011 Anderson County,IV,36,38789,0,0
2022 - 2023,011 Anderson County,IV,37,38789,0,0
2022 - 2023,011 Anderson County,IV,38,38789,0,0
2022 - 2023,011 Anderson County,IV,39,38789,0,0
2022 - 2023,011 Anderson County,IV,40,38789,0,0
2022 - 2023,011 Anderson County,V,0,29696,0,0
2022 - 2023,011 Anderson County,V,1,29696,0,0
2022 - 2023,011 Anderson County,V,2,29696,0,0
2022 - 2023,011 Anderson County,V,3,29696,0,0
2022 - 2023,011 Anderson County,V,4,29696,0,0
2022 - 2023,011 Anderson County,V,5,29696,0,0
2022 - 2023,011 Anderson County,V,6,29696,0,0
2022 - 2023,011 Anderson County,V,7,29696,0,0
2022 - 2023,011 Anderson County,V,8,29696,0,0
2022 - 2023,011 Anderson County,V,9,29696,0,0
2022 - 2023,011 Anderson County,V,10,29696,0,0
2022 - 2023,011 Anderson County,V,11,29696,0,0
2022 - 2023,011 Anderson County,V,12,29696,0,0
2022 - 2023,011 Anderson County,V,13,29696,0,0
2022 - 2023,011 Anderson County,V,14,29696,0,0
2022 - 2023,011 Anderson County,V,15,29696,0,0
2022 - 2023,011 Anderson County,V,16,29696,0,0
2022 - 2023,011 Anderson County,V,17,29696,0,0
2022 - 2023,011 Anderson County,V,18,29696,0,0
2022 - 2023,011 Anderson County,V,19,29696,0,0
2022 - 2023,011 Anderson County,V,20,29696,0,0
2022 - 2023,011 Anderson County,V,21,29696,0,0
2022 - 2023,011 Anderson County,V,22,29696,0,0
2022 - 2023,011 Anderson County,V,23,29696,0,0
2022 - 2023,011 Anderson County,V,24,29696,0,0
2022 - 2023,011 Anderson County,V,25,29696,0,0
2022 - 2023,011 Anderson County,V,26,29696,0,0
2022 - 2023,011 Anderson County,V,27,29696,0,0
2022 - 2023,011 Anderson County,V,28,29696,0,0
2022 - 2023,011 Anderson County,V,29,29696,0,0
2022 - 2023,011 Anderson County,V,30,29696,0,0
2022 - 2023,011 Anderson County,V,31,29696,0,0
2022 - 2023,011 Anderson County,V,32,29696,0,0
2022 - 2023,011 Anderson County,V,33,29696,0,0
2022 - 2023,011 Anderson County,V,34,29696,0,0
2022 - 2023,011 Anderson County,V,35,29696,0,0
2022 - 2023,011 Anderson County,V,36,29696,0,0
2022 - 2023,011 Anderson County,V,37,29696,0,0
2022 - 2023,011 Anderson County,V,38,29696,0,0
2022 - 2023,011 Anderson County,V,39,29696,0,0
2022 - 2023,011 Anderson County,V,40,29696,0,0
2022 - 2023,012 Ashland Independent,I,0,46163.6,0,0
2022 - 2023,012 Ashland Independent,I,1,46534.3,0,0
2022 - 2023,012 Ashland Independent,I,2,46891.26,0,0
2022 - 2023,012 Ashland Independent,I,3,47320.04,0,0
2022 - 2023,012 Ashland Independent,I,4,48265.26,0,0
2022 - 2023,012 Ashland Independent,I,5,49485.07,0,0
2022 - 2023,012 Ashland Independent,I,6,50663.68,0,0
2022 - 2023,012 Ashland Independent,I,7,51253,0,0
2022 - 2023,012 Ashland Independent,I,8,51646.93,0,0
2022 - 2023,012 Ashland Independent,I,9,52243.62,0,0
2022 - 2023,012 Ashland Independent,I,10,54921.92,0,0
2022 - 2023,012 Ashland Independent,I,11,56085.75,0,0
2022 - 2023,012 Ashland Independent,I,12,57268.6,0,0
2022 - 2023,012 Ashland Independent,I,13,57873.75,0,0
2022 - 2023,012 Ashland Independent,I,14,58281.41,0,0
2022 - 2023,012 Ashland Independent,I,15,58683.78,0,0
2022 - 2023,012 Ashland Independent,I,16,59084.05,0,0
2022 - 2023,012 Ashland Independent,I,17,59825.44,0,0
2022 - 2023,012 Ashland Independent,I,18,60225.71,0,0
2022 - 2023,012 Ashland Independent,I,19,60631.25,0,0
2022 - 2023,012 Ashland Independent,I,20,61032.57,0,0
2022 - 2023,012 Ashland Independent,I,21,62176.33,0,0
2022 - 2023,012 Ashland Independent,I,22,62914.55,0,0
2022 - 2023,012 Ashland Independent,I,23,63303.21,0,0
2022 - 2023,012 Ashland Independent,I,24,63701.36,0,0
2022 - 2023,012 Ashland Independent,I,25,64544.29,0,0
2022 - 2023,012 Ashland Independent,I,26,65082.2,0,0
2022 - 2023,012 Ashland Independent,I,27,65854.22,0,0
2022 - 2023,012 Ashland Independent,I,28,67510.23,0,0
2022 - 2023,012 Ashland Independent,I,29,67908.38,0,0
2022 - 2023,012 Ashland Independent,I,30,68313.94,0,0
2022 - 2023,012 Ashland Independent,I,31,68970.83,0,0
2022 - 2023,012 Ashland Independent,I,32,70176.91,0,0
2022 - 2023,012 Ashland Independent,I,33,70176.91,0,0
2022 - 2023,012 Ashland Independent,I,34,70176.91,0,0
2022 - 2023,012 Ashland Independent,I,35,70176.91,0,0
2022 - 2023,012 Ashland Independent,I,36,70176.91,0,0
2022 - 2023,012 Ashland Independent,I,37,70176.91,0,0
2022 - 2023,012 Ashland Independent,I,38,70176.91,0,0
2022 - 2023,012 Ashland Independent,I,39,70176.91,0,0
2022 - 2023,012 Ashland Independent,I,40,70176.91,0,0
2022 - 2023,012 Ashland Independent,II,0,41453.35,0,0
2022 - 2023,012 Ashland Independent,II,1,41816.66,0,0
2022 - 2023,012 Ashland Independent,II,2,42205.3,0,0
2022 - 2023,012 Ashland Independent,II,3,42735.47,0,0
2022 - 2023,012 Ashland Independent,II,4,43790.52,0,0
2022 - 2023,012 Ashland Independent,II,5,45111.72,0,0
2022 - 2023,012 Ashland Independent,II,6,46165.71,0,0
2022 - 2023,012 Ashland Independent,II,7,46554.37,0,0
2022 - 2023,012 Ashland Independent,II,8,46945.12,0,0
2022 - 2023,012 Ashland Independent,II,9,47602.02,0,0
2022 - 2023,012 Ashland Independent,II,10,50313.06,0,0
2022 - 2023,012 Ashland Independent,II,11,51519.14,0,0
2022 - 2023,012 Ashland Independent,II,12,52388.31,0,0
2022 - 2023,012 Ashland Independent,II,13,53024.09,0,0
2022 - 2023,012 Ashland Independent,II,14,53429.64,0,0
2022 - 2023,012 Ashland Independent,II,15,53836.24,0,0
2022 - 2023,012 Ashland Independent,II,16,54236.5,0,0
2022 - 2023,012 Ashland Independent,II,17,54977.89,0,0
2022 - 2023,012 Ashland Independent,II,18,55379.22,0,0
2022 - 2023,012 Ashland Independent,II,19,55780.53,0,0
2022 - 2023,012 Ashland Independent,II,20,56185.03,0,0
2022 - 2023,012 Ashland Independent,II,21,57247.47,0,0
2022 - 2023,012 Ashland Independent,II,22,57879.03,0,0
2022 - 2023,012 Ashland Independent,II,23,58268.72,0,0
2022 - 2023,012 Ashland Independent,II,24,58665.83,0,0
2022 - 2023,012 Ashland Independent,II,25,59445.24,0,0
2022 - 2023,012 Ashland Independent,II,26,60102.14,0,0
2022 - 2023,012 Ashland Independent,II,27,60872.05,0,0
2022 - 2023,012 Ashland Independent,II,28,62472.64,0,0
2022 - 2023,012 Ashland Independent,II,29,62867.62,0,0
2022 - 2023,012 Ashland Independent,II,30,63255.21,0,0
2022 - 2023,012 Ashland Independent,II,31,63894.16,0,0
2022 - 2023,012 Ashland Independent,II,32,65139.32,0,0
2022 - 2023,012 Ashland Independent,II,33,65139.32,0,0
2022 - 2023,012 Ashland Independent,II,34,65139.32,0,0
