Fiscal Year,District,Rank,Years,,I,II,III
2010 - 2011,255 Henry County,V,27,,28050,0,0
2010 - 2011,255 Henry County,V,28,,28050,0,0
2010 - 2011,255 Henry County,V,29,,28050,0,0
2010 - 2011,255 Henry County,V,30,,28050,0,0
2010 - 2011,255 Henry County,V,31,,28050,0,0
2010 - 2011,255 Henry County,V,32,,28050,0,0
2010 - 2011,255 Henry County,V,33,,28050,0,0
2010 - 2011,255 Henry County,V,34,,28050,0,0
2010 - 2011,255 Henry County,V,35,,28050,0,0
2010 - 2011,255 Henry County,V,36,,28050,0,0
2010 - 2011,255 Henry County,V,37,,28050,0,0
2010 - 2011,255 Henry County,V,38,,28050,0,0
2010 - 2011,255 Henry County,V,39,,28050,0,0
2010 - 2011,255 Henry County,V,40,,28050,0,0
2010 - 2011,261 Hickman County,I,0,,42308,0,0
2010 - 2011,261 Hickman County,I,1,,42308,0,0
2010 - 2011,261 Hickman County,I,2,,42308,0,0
2010 - 2011,261 Hickman County,I,3,,42308,0,0
2010 - 2011,261 Hickman County,I,4,,46413,0,0
2010 - 2011,261 Hickman County,I,5,,46413,0,0
2010 - 2011,261 Hickman County,I,6,,46413,0,0
2010 - 2011,261 Hickman County,I,7,,46413,0,0
2010 - 2011,261 Hickman County,I,8,,46413,0,0
2010 - 2011,261 Hickman County,I,9,,46413,0,0
2010 - 2011,261 Hickman County,I,10,,51741,0,0
2010 - 2011,261 Hickman County,I,11,,51741,0,0
2010 - 2011,261 Hickman County,I,12,,51741,0,0
2010 - 2011,261 Hickman County,I,13,,51741,0,0
2010 - 2011,261 Hickman County,I,14,,51741,0,0
2010 - 2011,261 Hickman County,I,15,,53295,0,0
2010 - 2011,261 Hickman County,I,16,,53295,0,0
2010 - 2011,261 Hickman County,I,17,,53295,0,0
2010 - 2011,261 Hickman County,I,18,,53295,0,0
2010 - 2011,261 Hickman County,I,19,,53295,0,0
2010 - 2011,261 Hickman County,I,20,,54080,0,0
2010 - 2011,261 Hickman County,I,21,,54080,0,0
2010 - 2011,261 Hickman County,I,22,,54080,0,0
2010 - 2011,261 Hickman County,I,23,,54080,0,0
2010 - 2011,261 Hickman County,I,24,,54080,0,0
2010 - 2011,261 Hickman County,I,25,,54080,0,0
2010 - 2011,261 Hickman County,I,26,,54080,0,0
2010 - 2011,261 Hickman County,I,27,,54080,0,0
2010 - 2011,261 Hickman County,I,28,,54080,0,0
2010 - 2011,261 Hickman County,I,29,,54080,0,0
2010 - 2011,261 Hickman County,I,30,,54080,0,0
2010 - 2011,261 Hickman County,I,31,,54080,0,0
2010 - 2011,261 Hickman County,I,32,,54080,0,0
2010 - 2011,261 Hickman County,I,33,,54080,0,0
2010 - 2011,261 Hickman County,I,34,,54080,0,0
2010 - 2011,261 Hickman County,I,35,,54080,0,0
2010 - 2011,261 Hickman County,I,36,,54080,0,0
2010 - 2011,261 Hickman County,I,37,,54080,0,0
2010 - 2011,261 Hickman County,I,38,,54080,0,0
2010 - 2011,261 Hickman County,I,39,,54080,0,0
2010 - 2011,261 Hickman County,I,40,,54080,0,0
2010 - 2011,261 Hickman County,II,0,,38221,0,0
2010 - 2011,261 Hickman County,II,1,,38221,0,0
2010 - 2011,261 Hickman County,II,2,,38221,0,0
2010 - 2011,261 Hickman County,II,3,,38221,0,0
2010 - 2011,261 Hickman County,II,4,,42308,0,0
2010 - 2011,261 Hickman County,II,5,,42308,0,0
2010 - 2011,261 Hickman County,II,6,,42308,0,0
2010 - 2011,261 Hickman County,II,7,,42308,0,0
2010 - 2011,261 Hickman County,II,8,,42308,0,0
2010 - 2011,261 Hickman County,II,9,,42308,0,0
2010 - 2011,261 Hickman County,II,10,,47605,0,0
2010 - 2011,261 Hickman County,II,11,,47605,0,0
2010 - 2011,261 Hickman County,II,12,,47605,0,0
2010 - 2011,261 Hickman County,II,13,,47605,0,0
2010 - 2011,261 Hickman County,II,14,,47605,0,0
2010 - 2011,261 Hickman County,II,15,,49177,0,0
2010 - 2011,261 Hickman County,II,16,,49177,0,0
2010 - 2011,261 Hickman County,II,17,,49177,0,0
2010 - 2011,261 Hickman County,II,18,,49177,0,0
2010 - 2011,261 Hickman County,II,19,,49177,0,0
2010 - 2011,261 Hickman County,II,20,,49956,0,0
2010 - 2011,261 Hickman County,II,21,,49956,0,0
2010 - 2011,261 Hickman County,II,22,,49956,0,0
2010 - 2011,261 Hickman County,II,23,,49956,0,0
2010 - 2011,261 Hickman County,II,24,,49956,0,0
2010 - 2011,261 Hickman County,II,25,,49956,0,0
2010 - 2011,261 Hickman County,II,26,,49956,0,0
2010 - 2011,261 Hickman County,II,27,,49956,0,0
2010 - 2011,261 Hickman County,II,28,,49956,0,0
2010 - 2011,261 Hickman County,II,29,,49956,0,0
2010 - 2011,261 Hickman County,II,30,,49956,0,0
2010 - 2011,261 Hickman County,II,31,,49956,0,0
2010 - 2011,261 Hickman County,II,32,,49956,0,0
2010 - 2011,261 Hickman County,II,33,,49956,0,0
2010 - 2011,261 Hickman County,II,34,,49956,0,0
2010 - 2011,261 Hickman County,II,35,,49956,0,0
2010 - 2011,261 Hickman County,II,36,,49956,0,0
2010 - 2011,261 Hickman County,II,37,,49956,0,0
2010 - 2011,261 Hickman County,II,38,,49956,0,0
2010 - 2011,261 Hickman County,II,39,,49956,0,0
2010 - 2011,261 Hickman County,II,40,,49956,0,0
2010 - 2011,261 Hickman County,III,0,,34071,0,0
2010 - 2011,261 Hickman County,III,1,,34071,0,0
2010 - 2011,261 Hickman County,III,2,,34071,0,0
2010 - 2011,261 Hickman County,III,3,,34071,0,0
2010 - 2011,261 Hickman County,III,4,,38221,0,0
2010 - 2011,261 Hickman County,III,5,,38221,0,0
2010 - 2011,261 Hickman County,III,6,,38221,0,0
2010 - 2011,261 Hickman County,III,7,,38221,0,0
2010 - 2011,261 Hickman County,III,8,,38221,0,0
2010 - 2011,261 Hickman County,III,9,,38221,0,0
2010 - 2011,261 Hickman County,III,10,,43470,0,0
2010 - 2011,261 Hickman County,III,11,,43470,0,0
2010 - 2011,261 Hickman County,III,12,,43470,0,0
2010 - 2011,261 Hickman County,III,13,,43470,0,0
2010 - 2011,261 Hickman County,III,14,,43470,0,0
2010 - 2011,261 Hickman County,III,15,,45038,0,0
2010 - 2011,261 Hickman County,III,16,,45038,0,0
2010 - 2011,261 Hickman County,III,17,,45038,0,0
2010 - 2011,261 Hickman County,III,18,,45038,0,0
2010 - 2011,261 Hickman County,III,19,,45038,0,0
2010 - 2011,261 Hickman County,III,20,,45808,0,0
2010 - 2011,261 Hickman County,III,21,,45808,0,0
2010 - 2011,261 Hickman County,III,22,,45808,0,0
2010 - 2011,261 Hickman County,III,23,,45808,0,0
2010 - 2011,261 Hickman County,III,24,,45808,0,0
2010 - 2011,261 Hickman County,III,25,,45808,0,0
2010 - 2011,261 Hickman County,III,26,,45808,0,0
2010 - 2011,261 Hickman County,III,27,,45808,0,0
2010 - 2011,261 Hickman County,III,28,,45808,0,0
2010 - 2011,261 Hickman County,III,29,,45808,0,0
2010 - 2011,261 Hickman County,III,30,,45808,0,0
2010 - 2011,261 Hickman County,III,31,,45808,0,0
2010 - 2011,261 Hickman County,III,32,,45808,0,0
2010 - 2011,261 Hickman County,III,33,,45808,0,0
2010 - 2011,261 Hickman County,III,34,,45808,0,0
2010 - 2011,261 Hickman County,III,35,,45808,0,0
2010 - 2011,261 Hickman County,III,36,,45808,0,0
2010 - 2011,261 Hickman County,III,37,,45808,0,0
2010 - 2011,261 Hickman County,III,38,,45808,0,0
2010 - 2011,261 Hickman County,III,39,,45808,0,0
2010 - 2011,261 Hickman County,III,40,,45808,0,0
2010 - 2011,261 Hickman County,IV,0,,29771,0,0
2010 - 2011,261 Hickman County,IV,1,,29771,0,0
2010 - 2011,261 Hickman County,IV,2,,29771,0,0
2010 - 2011,261 Hickman County,IV,3,,29771,0,0
2010 - 2011,261 Hickman County,IV,4,,29771,0,0
2010 - 2011,261 Hickman County,IV,5,,29771,0,0
2010 - 2011,261 Hickman County,IV,6,,29771,0,0
2010 - 2011,261 Hickman County,IV,7,,29771,0,0
2010 - 2011,261 Hickman County,IV,8,,29771,0,0
2010 - 2011,261 Hickman County,IV,9,,29771,0,0
2010 - 2011,261 Hickman County,IV,10,,29771,0,0
2010 - 2011,261 Hickman County,IV,11,,29771,0,0
2010 - 2011,261 Hickman County,IV,12,,29771,0,0
2010 - 2011,261 Hickman County,IV,13,,29771,0,0
2010 - 2011,261 Hickman County,IV,14,,29771,0,0
2010 - 2011,261 Hickman County,IV,15,,29771,0,0
2010 - 2011,261 Hickman County,IV,16,,29771,0,0
2010 - 2011,261 Hickman County,IV,17,,29771,0,0
2010 - 2011,261 Hickman County,IV,18,,29771,0,0
2010 - 2011,261 Hickman County,IV,19,,29771,0,0
2010 - 2011,261 Hickman County,IV,20,,29771,0,0
2010 - 2011,261 Hickman County,IV,21,,29771,0,0
2010 - 2011,261 Hickman County,IV,22,,29771,0,0
2010 - 2011,261 Hickman County,IV,23,,29771,0,0
2010 - 2011,261 Hickman County,IV,24,,29771,0,0
2010 - 2011,261 Hickman County,IV,25,,29771,0,0
2010 - 2011,261 Hickman County,IV,26,,29771,0,0
2010 - 2011,261 Hickman County,IV,27,,29771,0,0
2010 - 2011,261 Hickman County,IV,28,,29771,0,0
2010 - 2011,261 Hickman County,IV,29,,29771,0,0
2010 - 2011,261 Hickman County,IV,30,,29771,0,0
2010 - 2011,261 Hickman County,IV,31,,29771,0,0
2010 - 2011,261 Hickman County,IV,32,,29771,0,0
2010 - 2011,261 Hickman County,IV,33,,29771,0,0
2010 - 2011,261 Hickman County,IV,34,,29771,0,0
2010 - 2011,261 Hickman County,IV,35,,29771,0,0
2010 - 2011,261 Hickman County,IV,36,,29771,0,0
2010 - 2011,261 Hickman County,IV,37,,29771,0,0
2010 - 2011,261 Hickman County,IV,38,,29771,0,0
2010 - 2011,261 Hickman County,IV,39,,29771,0,0
2010 - 2011,261 Hickman County,IV,40,,29771,0,0
2010 - 2011,261 Hickman County,V,0,,27695,0,0
2010 - 2011,261 Hickman County,V,1,,27695,0,0
2010 - 2011,261 Hickman County,V,2,,27695,0,0
2010 - 2011,261 Hickman County,V,3,,27695,0,0
2010 - 2011,261 Hickman County,V,4,,27695,0,0
2010 - 2011,261 Hickman County,V,5,,27695,0,0
2010 - 2011,261 Hickman County,V,6,,27695,0,0
2010 - 2011,261 Hickman County,V,7,,27695,0,0
2010 - 2011,261 Hickman County,V,8,,27695,0,0
2010 - 2011,261 Hickman County,V,9,,27695,0,0
2010 - 2011,261 Hickman County,V,10,,27695,0,0
2010 - 2011,261 Hickman County,V,11,,27695,0,0
2010 - 2011,261 Hickman County,V,12,,27695,0,0
2010 - 2011,261 Hickman County,V,13,,27695,0,0
2010 - 2011,261 Hickman County,V,14,,27695,0,0
2010 - 2011,261 Hickman County,V,15,,27695,0,0
2010 - 2011,261 Hickman County,V,16,,27695,0,0
2010 - 2011,261 Hickman County,V,17,,27695,0,0
2010 - 2011,261 Hickman County,V,18,,27695,0,0
2010 - 2011,261 Hickman County,V,19,,27695,0,0
2010 - 2011,261 Hickman County,V,20,,27695,0,0
2010 - 2011,261 Hickman County,V,21,,27695,0,0
2010 - 2011,261 Hickman County,V,22,,27695,0,0
2010 - 2011,261 Hickman County,V,23,,27695,0,0
2010 - 2011,261 Hickman County,V,24,,27695,0,0
2010 - 2011,261 Hickman County,V,25,,27695,0,0
2010 - 2011,261 Hickman County,V,26,,27695,0,0
2010 - 2011,261 Hickman County,V,27,,27695,0,0
2010 - 2011,261 Hickman County,V,28,,27695,0,0
2010 - 2011,261 Hickman County,V,29,,27695,0,0
2010 - 2011,261 Hickman County,V,30,,27695,0,0
2010 - 2011,261 Hickman County,V,31,,27695,0,0
2010 - 2011,261 Hickman County,V,32,,27695,0,0
2010 - 2011,261 Hickman County,V,33,,27695,0,0
2010 - 2011,261 Hickman County,V,34,,27695,0,0
2010 - 2011,261 Hickman County,V,35,,27695,0,0
2010 - 2011,261 Hickman County,V,36,,27695,0,0
2010 - 2011,261 Hickman County,V,37,,27695,0,0
2010 - 2011,261 Hickman County,V,38,,27695,0,0
2010 - 2011,261 Hickman County,V,39,,27695,0,0
2010 - 2011,261 Hickman County,V,40,,27695,0,0
2010 - 2011,265 Hopkins County,I,0,,40298,39993,0
2010 - 2011,265 Hopkins County,I,1,,40557,40254,0
2010 - 2011,265 Hopkins County,I,2,,40816,40510,0
2010 - 2011,265 Hopkins County,I,3,,41019,40742,0
2010 - 2011,265 Hopkins County,I,4,,43723,43452,0
2010 - 2011,265 Hopkins County,I,5,,43990,43582,0
2010 - 2011,265 Hopkins County,I,6,,44262,43742,0
2010 - 2011,265 Hopkins County,I,7,,44534,44000,0
2010 - 2011,265 Hopkins County,I,8,,44803,44259,0
2010 - 2011,265 Hopkins County,I,9,,45208,44809,0
2010 - 2011,265 Hopkins County,I,10,,50069,49233,0
2010 - 2011,265 Hopkins County,I,11,,51661,49733,0
2010 - 2011,265 Hopkins County,I,12,,53294,50360,0
2010 - 2011,265 Hopkins County,I,13,,53294,50360,0
2010 - 2011,265 Hopkins County,I,14,,53294,50360,0
2010 - 2011,265 Hopkins County,I,15,,55007,51369,0
2010 - 2011,265 Hopkins County,I,16,,55007,51369,0
2010 - 2011,265 Hopkins County,I,17,,55007,51369,0
2010 - 2011,265 Hopkins County,I,18,,55552,51740,0
2010 - 2011,265 Hopkins County,I,19,,55552,51740,0
2010 - 2011,265 Hopkins County,I,20,,56222,52589,0
2010 - 2011,265 Hopkins County,I,21,,56222,52589,0
2010 - 2011,265 Hopkins County,I,22,,56222,52589,0
2010 - 2011,265 Hopkins County,I,23,,56931,53247,0
2010 - 2011,265 Hopkins County,I,24,,56931,53247,0
2010 - 2011,265 Hopkins County,I,25,,57782,54152,0
2010 - 2011,265 Hopkins County,I,26,,58591,54959,0
2010 - 2011,265 Hopkins County,I,27,,59403,55766,0
2010 - 2011,265 Hopkins County,I,28,,62648,59013,0
2010 - 2011,265 Hopkins County,I,29,,62648,59013,0
2010 - 2011,265 Hopkins County,I,30,,62648,59013,0
2010 - 2011,265 Hopkins County,I,31,,62648,59013,0
2010 - 2011,265 Hopkins County,I,32,,62648,59013,0
2010 - 2011,265 Hopkins County,I,33,,62648,59013,0
2010 - 2011,265 Hopkins County,I,34,,62648,59013,0
2010 - 2011,265 Hopkins County,I,35,,62648,59013,0
2010 - 2011,265 Hopkins County,I,36,,62648,59013,0
2010 - 2011,265 Hopkins County,I,37,,62648,59013,0
2010 - 2011,265 Hopkins County,I,38,,62648,59013,0
2010 - 2011,265 Hopkins County,I,39,,62648,59013,0
2010 - 2011,265 Hopkins County,I,40,,62648,59013,0
2010 - 2011,265 Hopkins County,II,0,,35918,0,0
2010 - 2011,265 Hopkins County,II,1,,36688,0,0
2010 - 2011,265 Hopkins County,II,2,,36948,0,0
2010 - 2011,265 Hopkins County,II,3,,37206,0,0
2010 - 2011,265 Hopkins County,II,4,,39855,0,0
2010 - 2011,265 Hopkins County,II,5,,40051,0,0
2010 - 2011,265 Hopkins County,II,6,,40245,0,0
2010 - 2011,265 Hopkins County,II,7,,40336,0,0
2010 - 2011,265 Hopkins County,II,8,,40469,0,0
2010 - 2011,265 Hopkins County,II,9,,41243,0,0
2010 - 2011,265 Hopkins County,II,10,,45605,0,0
2010 - 2011,265 Hopkins County,II,11,,46172,0,0
2010 - 2011,265 Hopkins County,II,12,,46797,0,0
2010 - 2011,265 Hopkins County,II,13,,46797,0,0
2010 - 2011,265 Hopkins County,II,14,,46797,0,0
2010 - 2011,265 Hopkins County,II,15,,47746,0,0
2010 - 2011,265 Hopkins County,II,16,,47746,0,0
2010 - 2011,265 Hopkins County,II,17,,47746,0,0
2010 - 2011,265 Hopkins County,II,18,,48303,0,0
2010 - 2011,265 Hopkins County,II,19,,48303,0,0
2010 - 2011,265 Hopkins County,II,20,,48966,0,0
2010 - 2011,265 Hopkins County,II,21,,48966,0,0
2010 - 2011,265 Hopkins County,II,22,,48966,0,0
2010 - 2011,265 Hopkins County,II,23,,49559,0,0
2010 - 2011,265 Hopkins County,II,24,,49559,0,0
2010 - 2011,265 Hopkins County,II,25,,50518,0,0
2010 - 2011,265 Hopkins County,II,26,,51330,0,0
2010 - 2011,265 Hopkins County,II,27,,52144,0,0
2010 - 2011,265 Hopkins County,II,28,,55392,0,0
2010 - 2011,265 Hopkins County,II,29,,55392,0,0
2010 - 2011,265 Hopkins County,II,30,,55392,0,0
2010 - 2011,265 Hopkins County,II,31,,55392,0,0
2010 - 2011,265 Hopkins County,II,32,,55392,0,0
2010 - 2011,265 Hopkins County,II,33,,55392,0,0
2010 - 2011,265 Hopkins County,II,34,,55392,0,0
2010 - 2011,265 Hopkins County,II,35,,55392,0,0
2010 - 2011,265 Hopkins County,II,36,,55392,0,0
2010 - 2011,265 Hopkins County,II,37,,55392,0,0
2010 - 2011,265 Hopkins County,II,38,,55392,0,0
2010 - 2011,265 Hopkins County,II,39,,55392,0,0
2010 - 2011,265 Hopkins County,II,40,,55392,0,0
2010 - 2011,265 Hopkins County,III,0,,34392,0,0
2010 - 2011,265 Hopkins County,III,1,,34724,0,0
2010 - 2011,265 Hopkins County,III,2,,35057,0,0
2010 - 2011,265 Hopkins County,III,3,,35390,0,0
2010 - 2011,265 Hopkins County,III,4,,36280,0,0
2010 - 2011,265 Hopkins County,III,5,,36539,0,0
2010 - 2011,265 Hopkins County,III,6,,36798,0,0
2010 - 2011,265 Hopkins County,III,7,,37056,0,0
2010 - 2011,265 Hopkins County,III,8,,37701,0,0
2010 - 2011,265 Hopkins County,III,9,,38670,0,0
2010 - 2011,265 Hopkins County,III,10,,41995,0,0
2010 - 2011,265 Hopkins County,III,11,,42508,0,0
2010 - 2011,265 Hopkins County,III,12,,43136,0,0
2010 - 2011,265 Hopkins County,III,13,,43136,0,0
2010 - 2011,265 Hopkins County,III,14,,43136,0,0
2010 - 2011,265 Hopkins County,III,15,,44135,0,0
2010 - 2011,265 Hopkins County,III,16,,44135,0,0
2010 - 2011,265 Hopkins County,III,17,,44135,0,0
2010 - 2011,265 Hopkins County,III,18,,44641,0,0
2010 - 2011,265 Hopkins County,III,19,,44641,0,0
2010 - 2011,265 Hopkins County,III,20,,45351,0,0
2010 - 2011,265 Hopkins County,III,21,,45351,0,0
2010 - 2011,265 Hopkins County,III,22,,45351,0,0
2010 - 2011,265 Hopkins County,III,23,,46146,0,0
2010 - 2011,265 Hopkins County,III,24,,46146,0,0
2010 - 2011,265 Hopkins County,III,25,,46911,0,0
2010 - 2011,265 Hopkins County,III,26,,47678,0,0
2010 - 2011,265 Hopkins County,III,27,,48425,0,0
2010 - 2011,265 Hopkins County,III,28,,52226,0,0
2010 - 2011,265 Hopkins County,III,29,,52226,0,0
2010 - 2011,265 Hopkins County,III,30,,52226,0,0
2010 - 2011,265 Hopkins County,III,31,,52226,0,0
2010 - 2011,265 Hopkins County,III,32,,52226,0,0
2010 - 2011,265 Hopkins County,III,33,,52226,0,0
2010 - 2011,265 Hopkins County,III,34,,52226,0,0
2010 - 2011,265 Hopkins County,III,35,,52226,0,0
2010 - 2011,265 Hopkins County,III,36,,52226,0,0
2010 - 2011,265 Hopkins County,III,37,,52226,0,0
2010 - 2011,265 Hopkins County,III,38,,52226,0,0
2010 - 2011,265 Hopkins County,III,39,,52226,0,0
2010 - 2011,265 Hopkins County,III,40,,52226,0,0
2010 - 2011,265 Hopkins County,IV,0,,27305,0,0
2010 - 2011,265 Hopkins County,IV,1,,27305,0,0
2010 - 2011,265 Hopkins County,IV,2,,27305,0,0
2010 - 2011,265 Hopkins County,IV,3,,27305,0,0
2010 - 2011,265 Hopkins County,IV,4,,27305,0,0
2010 - 2011,265 Hopkins County,IV,5,,27305,0,0
2010 - 2011,265 Hopkins County,IV,6,,27305,0,0
2010 - 2011,265 Hopkins County,IV,7,,27305,0,0
2010 - 2011,265 Hopkins County,IV,8,,27305,0,0
2010 - 2011,265 Hopkins County,IV,9,,27305,0,0
2010 - 2011,265 Hopkins County,IV,10,,27305,0,0
2010 - 2011,265 Hopkins County,IV,11,,27305,0,0
2010 - 2011,265 Hopkins County,IV,12,,27305,0,0
2010 - 2011,265 Hopkins County,IV,13,,27305,0,0
2010 - 2011,265 Hopkins County,IV,14,,27305,0,0
2010 - 2011,265 Hopkins County,IV,15,,27305,0,0
2010 - 2011,265 Hopkins County,IV,16,,27305,0,0
2010 - 2011,265 Hopkins County,IV,17,,27305,0,0
2010 - 2011,265 Hopkins County,IV,18,,27305,0,0
2010 - 2011,265 Hopkins County,IV,19,,27305,0,0
2010 - 2011,265 Hopkins County,IV,20,,27305,0,0
2010 - 2011,265 Hopkins County,IV,21,,27305,0,0
2010 - 2011,265 Hopkins County,IV,22,,27305,0,0
2010 - 2011,265 Hopkins County,IV,23,,27305,0,0
2010 - 2011,265 Hopkins County,IV,24,,27305,0,0
2010 - 2011,265 Hopkins County,IV,25,,27305,0,0
2010 - 2011,265 Hopkins County,IV,26,,27305,0,0
2010 - 2011,265 Hopkins County,IV,27,,27305,0,0
2010 - 2011,265 Hopkins County,IV,28,,27305,0,0
2010 - 2011,265 Hopkins County,IV,29,,27305,0,0
2010 - 2011,265 Hopkins County,IV,30,,27305,0,0
2010 - 2011,265 Hopkins County,IV,31,,27305,0,0
2010 - 2011,265 Hopkins County,IV,32,,27305,0,0
2010 - 2011,265 Hopkins County,IV,33,,27305,0,0
2010 - 2011,265 Hopkins County,IV,34,,27305,0,0
2010 - 2011,265 Hopkins County,IV,35,,27305,0,0
2010 - 2011,265 Hopkins County,IV,36,,27305,0,0
2010 - 2011,265 Hopkins County,IV,37,,27305,0,0
2010 - 2011,265 Hopkins County,IV,38,,27305,0,0
2010 - 2011,265 Hopkins County,IV,39,,27305,0,0
2010 - 2011,265 Hopkins County,IV,40,,27305,0,0
2010 - 2011,265 Hopkins County,V,0,,25524,0,0
2010 - 2011,265 Hopkins County,V,1,,25524,0,0
2010 - 2011,265 Hopkins County,V,2,,25524,0,0
2010 - 2011,265 Hopkins County,V,3,,25524,0,0
2010 - 2011,265 Hopkins County,V,4,,25524,0,0
2010 - 2011,265 Hopkins County,V,5,,25524,0,0
2010 - 2011,265 Hopkins County,V,6,,25524,0,0
2010 - 2011,265 Hopkins County,V,7,,25524,0,0
2010 - 2011,265 Hopkins County,V,8,,25524,0,0
2010 - 2011,265 Hopkins County,V,9,,25524,0,0
2010 - 2011,265 Hopkins County,V,10,,25524,0,0
2010 - 2011,265 Hopkins County,V,11,,25524,0,0
2010 - 2011,265 Hopkins County,V,12,,25524,0,0
2010 - 2011,265 Hopkins County,V,13,,25524,0,0
2010 - 2011,265 Hopkins County,V,14,,25524,0,0
2010 - 2011,265 Hopkins County,V,15,,25524,0,0
2010 - 2011,265 Hopkins County,V,16,,25524,0,0
2010 - 2011,265 Hopkins County,V,17,,25524,0,0
2010 - 2011,265 Hopkins County,V,18,,25524,0,0
2010 - 2011,265 Hopkins County,V,19,,25524,0,0
2010 - 2011,265 Hopkins County,V,20,,25524,0,0
2010 - 2011,265 Hopkins County,V,21,,25524,0,0
2010 - 2011,265 Hopkins County,V,22,,25524,0,0
2010 - 2011,265 Hopkins County,V,23,,25524,0,0
2010 - 2011,265 Hopkins County,V,24,,25524,0,0
2010 - 2011,265 Hopkins County,V,25,,25524,0,0
2010 - 2011,265 Hopkins County,V,26,,25524,0,0
2010 - 2011,265 Hopkins County,V,27,,25524,0,0
2010 - 2011,265 Hopkins County,V,28,,25524,0,0
2010 - 2011,265 Hopkins County,V,29,,25524,0,0
2010 - 2011,265 Hopkins County,V,30,,25524,0,0
2010 - 2011,265 Hopkins County,V,31,,25524,0,0
2010 - 2011,265 Hopkins County,V,32,,25524,0,0
2010 - 2011,265 Hopkins County,V,33,,25524,0,0
2010 - 2011,265 Hopkins County,V,34,,25524,0,0
2010 - 2011,265 Hopkins County,V,35,,25524,0,0
2010 - 2011,265 Hopkins County,V,36,,25524,0,0
2010 - 2011,265 Hopkins County,V,37,,25524,0,0
2010 - 2011,265 Hopkins County,V,38,,25524,0,0
2010 - 2011,265 Hopkins County,V,39,,25524,0,0
2010 - 2011,265 Hopkins County,V,40,,25524,0,0
2010 - 2011,271 Jackson County,I,0,,43321,0,0
2010 - 2011,271 Jackson County,I,1,,43321,0,0
2010 - 2011,271 Jackson County,I,2,,43321,0,0
2010 - 2011,271 Jackson County,I,3,,43321,0,0
2010 - 2011,271 Jackson County,I,4,,46909,0,0
2010 - 2011,271 Jackson County,I,5,,47067,0,0
2010 - 2011,271 Jackson County,I,6,,47226,0,0
2010 - 2011,271 Jackson County,I,7,,47417,0,0
2010 - 2011,271 Jackson County,I,8,,47574,0,0
2010 - 2011,271 Jackson County,I,9,,47734,0,0
2010 - 2011,271 Jackson County,I,10,,52559,0,0
2010 - 2011,271 Jackson County,I,11,,52559,0,0
2010 - 2011,271 Jackson County,I,12,,52559,0,0
2010 - 2011,271 Jackson County,I,13,,52559,0,0
2010 - 2011,271 Jackson County,I,14,,52559,0,0
2010 - 2011,271 Jackson County,I,15,,54116,0,0
2010 - 2011,271 Jackson County,I,16,,54116,0,0
2010 - 2011,271 Jackson County,I,17,,54116,0,0
2010 - 2011,271 Jackson County,I,18,,54116,0,0
2010 - 2011,271 Jackson County,I,19,,54116,0,0
2010 - 2011,271 Jackson County,I,20,,54911,0,0
2010 - 2011,271 Jackson County,I,21,,54911,0,0
2010 - 2011,271 Jackson County,I,22,,54911,0,0
2010 - 2011,271 Jackson County,I,23,,54911,0,0
2010 - 2011,271 Jackson County,I,24,,54911,0,0
2010 - 2011,271 Jackson County,I,25,,54911,0,0
2010 - 2011,271 Jackson County,I,26,,54911,0,0
2010 - 2011,271 Jackson County,I,27,,54911,0,0
2010 - 2011,271 Jackson County,I,28,,54911,0,0
2010 - 2011,271 Jackson County,I,29,,54911,0,0
2010 - 2011,271 Jackson County,I,30,,54911,0,0
2010 - 2011,271 Jackson County,I,31,,54911,0,0
2010 - 2011,271 Jackson County,I,32,,54911,0,0
2010 - 2011,271 Jackson County,I,33,,54911,0,0
2010 - 2011,271 Jackson County,I,34,,54911,0,0
2010 - 2011,271 Jackson County,I,35,,54911,0,0
2010 - 2011,271 Jackson County,I,36,,54911,0,0
2010 - 2011,271 Jackson County,I,37,,54911,0,0
2010 - 2011,271 Jackson County,I,38,,54911,0,0
2010 - 2011,271 Jackson County,I,39,,54911,0,0
2010 - 2011,271 Jackson County,I,40,,54911,0,0
2010 - 2011,271 Jackson County,II,0,,39004,0,0
2010 - 2011,271 Jackson County,II,1,,39004,0,0
2010 - 2011,271 Jackson County,II,2,,39353,0,0
2010 - 2011,271 Jackson County,II,3,,39509,0,0
2010 - 2011,271 Jackson County,II,4,,43225,0,0
2010 - 2011,271 Jackson County,II,5,,43354,0,0
2010 - 2011,271 Jackson County,II,6,,43543,0,0
2010 - 2011,271 Jackson County,II,7,,43702,0,0
2010 - 2011,271 Jackson County,II,8,,43862,0,0
2010 - 2011,271 Jackson County,II,9,,44051,0,0
2010 - 2011,271 Jackson County,II,10,,48494,0,0
2010 - 2011,271 Jackson County,II,11,,48494,0,0
2010 - 2011,271 Jackson County,II,12,,48494,0,0
2010 - 2011,271 Jackson County,II,13,,48494,0,0
2010 - 2011,271 Jackson County,II,14,,48494,0,0
2010 - 2011,271 Jackson County,II,15,,50085,0,0
2010 - 2011,271 Jackson County,II,16,,50085,0,0
2010 - 2011,271 Jackson County,II,17,,50085,0,0
2010 - 2011,271 Jackson County,II,18,,50085,0,0
2010 - 2011,271 Jackson County,II,19,,50085,0,0
2010 - 2011,271 Jackson County,II,20,,50815,0,0
2010 - 2011,271 Jackson County,II,21,,50815,0,0
