Fiscal Year,District,Rank,Years,,I,II,III
2014 - 2015,001 Adair County,V,32,,27981,0,0
2014 - 2015,001 Adair County,V,33,,27981,0,0
2014 - 2015,001 Adair County,V,34,,27981,0,0
2014 - 2015,001 Adair County,V,35,,27981,0,0
2014 - 2015,001 Adair County,V,36,,27981,0,0
2014 - 2015,001 Adair County,V,37,,27981,0,0
2014 - 2015,001 Adair County,V,38,,27981,0,0
2014 - 2015,001 Adair County,V,39,,27981,0,0
2014 - 2015,001 Adair County,V,40,,27981,0,0
2014 - 2015,005 Allen County,I,0,,44310,46468,0
2014 - 2015,005 Allen County,I,1,,44396,46555,0
2014 - 2015,005 Allen County,I,2,,44488,46650,0
2014 - 2015,005 Allen County,I,3,,44572,46735,0
2014 - 2015,005 Allen County,I,4,,48743,50905,0
2014 - 2015,005 Allen County,I,5,,48828,50993,0
2014 - 2015,005 Allen County,I,6,,48917,51084,0
2014 - 2015,005 Allen County,I,7,,49002,51170,0
2014 - 2015,005 Allen County,I,8,,49089,51259,0
2014 - 2015,005 Allen County,I,9,,49176,51346,0
2014 - 2015,005 Allen County,I,10,,54668,56835,0
2014 - 2015,005 Allen County,I,11,,54754,56924,0
2014 - 2015,005 Allen County,I,12,,54841,57009,0
2014 - 2015,005 Allen County,I,13,,54925,57097,0
2014 - 2015,005 Allen County,I,14,,55010,57185,0
2014 - 2015,005 Allen County,I,15,,56226,58398,0
2014 - 2015,005 Allen County,I,16,,56312,58486,0
2014 - 2015,005 Allen County,I,17,,56401,58575,0
2014 - 2015,005 Allen County,I,18,,56487,58666,0
2014 - 2015,005 Allen County,I,19,,56577,58756,0
2014 - 2015,005 Allen County,I,20,,57451,59632,0
2014 - 2015,005 Allen County,I,21,,57540,59721,0
2014 - 2015,005 Allen County,I,22,,57630,59812,0
2014 - 2015,005 Allen County,I,23,,57718,59902,0
2014 - 2015,005 Allen County,I,24,,57806,59993,0
2014 - 2015,005 Allen County,I,25,,58486,60674,0
2014 - 2015,005 Allen County,I,26,,58606,60792,0
2014 - 2015,005 Allen County,I,27,,58723,60908,0
2014 - 2015,005 Allen County,I,28,,58840,61029,0
2014 - 2015,005 Allen County,I,29,,58959,61146,0
2014 - 2015,005 Allen County,I,30,,60727,62918,0
2014 - 2015,005 Allen County,I,31,,60727,62918,0
2014 - 2015,005 Allen County,I,32,,60727,62918,0
2014 - 2015,005 Allen County,I,33,,60727,62918,0
2014 - 2015,005 Allen County,I,34,,60727,62918,0
2014 - 2015,005 Allen County,I,35,,60727,62918,0
2014 - 2015,005 Allen County,I,36,,60727,62918,0
2014 - 2015,005 Allen County,I,37,,60727,62918,0
2014 - 2015,005 Allen County,I,38,,60727,62918,0
2014 - 2015,005 Allen County,I,39,,60727,62918,0
2014 - 2015,005 Allen County,I,40,,60727,62918,0
2014 - 2015,005 Allen County,II,0,,40477,0,0
2014 - 2015,005 Allen County,II,1,,40564,0,0
2014 - 2015,005 Allen County,II,2,,40646,0,0
2014 - 2015,005 Allen County,II,3,,40731,0,0
2014 - 2015,005 Allen County,II,4,,44247,0,0
2014 - 2015,005 Allen County,II,5,,44335,0,0
2014 - 2015,005 Allen County,II,6,,44419,0,0
2014 - 2015,005 Allen County,II,7,,44507,0,0
2014 - 2015,005 Allen County,II,8,,44596,0,0
2014 - 2015,005 Allen County,II,9,,44681,0,0
2014 - 2015,005 Allen County,II,10,,50586,0,0
2014 - 2015,005 Allen County,II,11,,50674,0,0
2014 - 2015,005 Allen County,II,12,,50760,0,0
2014 - 2015,005 Allen County,II,13,,50844,0,0
2014 - 2015,005 Allen County,II,14,,50932,0,0
2014 - 2015,005 Allen County,II,15,,52163,0,0
2014 - 2015,005 Allen County,II,16,,52251,0,0
2014 - 2015,005 Allen County,II,17,,52338,0,0
2014 - 2015,005 Allen County,II,18,,52423,0,0
2014 - 2015,005 Allen County,II,19,,52512,0,0
2014 - 2015,005 Allen County,II,20,,54175,0,0
2014 - 2015,005 Allen County,II,21,,54266,0,0
2014 - 2015,005 Allen County,II,22,,54354,0,0
2014 - 2015,005 Allen County,II,23,,54442,0,0
2014 - 2015,005 Allen County,II,24,,54532,0,0
2014 - 2015,005 Allen County,II,25,,55210,0,0
2014 - 2015,005 Allen County,II,26,,55328,0,0
2014 - 2015,005 Allen County,II,27,,55446,0,0
2014 - 2015,005 Allen County,II,28,,55564,0,0
2014 - 2015,005 Allen County,II,29,,55682,0,0
2014 - 2015,005 Allen County,II,30,,57453,0,0
2014 - 2015,005 Allen County,II,31,,57453,0,0
2014 - 2015,005 Allen County,II,32,,57453,0,0
2014 - 2015,005 Allen County,II,33,,57453,0,0
2014 - 2015,005 Allen County,II,34,,57453,0,0
2014 - 2015,005 Allen County,II,35,,57453,0,0
2014 - 2015,005 Allen County,II,36,,57453,0,0
2014 - 2015,005 Allen County,II,37,,57453,0,0
2014 - 2015,005 Allen County,II,38,,57453,0,0
2014 - 2015,005 Allen County,II,39,,57453,0,0
2014 - 2015,005 Allen County,II,40,,57453,0,0
2014 - 2015,005 Allen County,III,0,,36260,0,0
2014 - 2015,005 Allen County,III,1,,36343,0,0
2014 - 2015,005 Allen County,III,2,,36427,0,0
2014 - 2015,005 Allen County,III,3,,36508,0,0
2014 - 2015,005 Allen County,III,4,,40236,0,0
2014 - 2015,005 Allen County,III,5,,40321,0,0
2014 - 2015,005 Allen County,III,6,,40403,0,0
2014 - 2015,005 Allen County,III,7,,40488,0,0
2014 - 2015,005 Allen County,III,8,,40573,0,0
2014 - 2015,005 Allen County,III,9,,40659,0,0
2014 - 2015,005 Allen County,III,10,,46343,0,0
2014 - 2015,005 Allen County,III,11,,46431,0,0
2014 - 2015,005 Allen County,III,12,,46514,0,0
2014 - 2015,005 Allen County,III,13,,46602,0,0
2014 - 2015,005 Allen County,III,14,,46692,0,0
2014 - 2015,005 Allen County,III,15,,47920,0,0
2014 - 2015,005 Allen County,III,16,,48008,0,0
2014 - 2015,005 Allen County,III,17,,48097,0,0
2014 - 2015,005 Allen County,III,18,,48184,0,0
2014 - 2015,005 Allen County,III,19,,48269,0,0
2014 - 2015,005 Allen County,III,20,,50722,0,0
2014 - 2015,005 Allen County,III,21,,50809,0,0
2014 - 2015,005 Allen County,III,22,,50898,0,0
2014 - 2015,005 Allen County,III,23,,50984,0,0
2014 - 2015,005 Allen County,III,24,,51070,0,0
2014 - 2015,005 Allen County,III,25,,51746,0,0
2014 - 2015,005 Allen County,III,26,,51866,0,0
2014 - 2015,005 Allen County,III,27,,51984,0,0
2014 - 2015,005 Allen County,III,28,,52101,0,0
2014 - 2015,005 Allen County,III,29,,52219,0,0
2014 - 2015,005 Allen County,III,30,,53989,0,0
2014 - 2015,005 Allen County,III,31,,53989,0,0
2014 - 2015,005 Allen County,III,32,,53989,0,0
2014 - 2015,005 Allen County,III,33,,53989,0,0
2014 - 2015,005 Allen County,III,34,,53989,0,0
2014 - 2015,005 Allen County,III,35,,53989,0,0
2014 - 2015,005 Allen County,III,36,,53989,0,0
2014 - 2015,005 Allen County,III,37,,53989,0,0
2014 - 2015,005 Allen County,III,38,,53989,0,0
2014 - 2015,005 Allen County,III,39,,53989,0,0
2014 - 2015,005 Allen County,III,40,,53989,0,0
2014 - 2015,005 Allen County,IV,0,,31273,0,0
2014 - 2015,005 Allen County,IV,1,,31273,0,0
2014 - 2015,005 Allen County,IV,2,,31273,0,0
2014 - 2015,005 Allen County,IV,3,,31273,0,0
2014 - 2015,005 Allen County,IV,4,,31273,0,0
2014 - 2015,005 Allen County,IV,5,,31273,0,0
2014 - 2015,005 Allen County,IV,6,,31273,0,0
2014 - 2015,005 Allen County,IV,7,,31273,0,0
2014 - 2015,005 Allen County,IV,8,,31273,0,0
2014 - 2015,005 Allen County,IV,9,,31273,0,0
2014 - 2015,005 Allen County,IV,10,,31273,0,0
2014 - 2015,005 Allen County,IV,11,,31273,0,0
2014 - 2015,005 Allen County,IV,12,,31273,0,0
2014 - 2015,005 Allen County,IV,13,,31273,0,0
2014 - 2015,005 Allen County,IV,14,,31273,0,0
2014 - 2015,005 Allen County,IV,15,,31273,0,0
2014 - 2015,005 Allen County,IV,16,,31273,0,0
2014 - 2015,005 Allen County,IV,17,,31273,0,0
2014 - 2015,005 Allen County,IV,18,,31273,0,0
2014 - 2015,005 Allen County,IV,19,,31273,0,0
2014 - 2015,005 Allen County,IV,20,,31273,0,0
2014 - 2015,005 Allen County,IV,21,,31273,0,0
2014 - 2015,005 Allen County,IV,22,,31273,0,0
2014 - 2015,005 Allen County,IV,23,,31273,0,0
2014 - 2015,005 Allen County,IV,24,,31273,0,0
2014 - 2015,005 Allen County,IV,25,,31273,0,0
2014 - 2015,005 Allen County,IV,26,,31273,0,0
2014 - 2015,005 Allen County,IV,27,,31273,0,0
2014 - 2015,005 Allen County,IV,28,,31273,0,0
2014 - 2015,005 Allen County,IV,29,,31273,0,0
2014 - 2015,005 Allen County,IV,30,,31273,0,0
2014 - 2015,005 Allen County,IV,31,,31273,0,0
2014 - 2015,005 Allen County,IV,32,,31273,0,0
2014 - 2015,005 Allen County,IV,33,,31273,0,0
2014 - 2015,005 Allen County,IV,34,,31273,0,0
2014 - 2015,005 Allen County,IV,35,,31273,0,0
2014 - 2015,005 Allen County,IV,36,,31273,0,0
2014 - 2015,005 Allen County,IV,37,,31273,0,0
2014 - 2015,005 Allen County,IV,38,,31273,0,0
2014 - 2015,005 Allen County,IV,39,,31273,0,0
2014 - 2015,005 Allen County,IV,40,,31273,0,0
2014 - 2015,005 Allen County,V,0,,29907,0,0
2014 - 2015,005 Allen County,V,1,,29907,0,0
2014 - 2015,005 Allen County,V,2,,29907,0,0
2014 - 2015,005 Allen County,V,3,,29907,0,0
2014 - 2015,005 Allen County,V,4,,29907,0,0
2014 - 2015,005 Allen County,V,5,,29907,0,0
2014 - 2015,005 Allen County,V,6,,29907,0,0
2014 - 2015,005 Allen County,V,7,,29907,0,0
2014 - 2015,005 Allen County,V,8,,29907,0,0
2014 - 2015,005 Allen County,V,9,,29907,0,0
2014 - 2015,005 Allen County,V,10,,29907,0,0
2014 - 2015,005 Allen County,V,11,,29907,0,0
2014 - 2015,005 Allen County,V,12,,29907,0,0
2014 - 2015,005 Allen County,V,13,,29907,0,0
2014 - 2015,005 Allen County,V,14,,29907,0,0
2014 - 2015,005 Allen County,V,15,,29907,0,0
2014 - 2015,005 Allen County,V,16,,29907,0,0
2014 - 2015,005 Allen County,V,17,,29907,0,0
2014 - 2015,005 Allen County,V,18,,29907,0,0
2014 - 2015,005 Allen County,V,19,,29907,0,0
2014 - 2015,005 Allen County,V,20,,29907,0,0
2014 - 2015,005 Allen County,V,21,,29907,0,0
2014 - 2015,005 Allen County,V,22,,29907,0,0
2014 - 2015,005 Allen County,V,23,,29907,0,0
2014 - 2015,005 Allen County,V,24,,29907,0,0
2014 - 2015,005 Allen County,V,25,,29907,0,0
2014 - 2015,005 Allen County,V,26,,29907,0,0
2014 - 2015,005 Allen County,V,27,,29907,0,0
2014 - 2015,005 Allen County,V,28,,29907,0,0
2014 - 2015,005 Allen County,V,29,,29907,0,0
2014 - 2015,005 Allen County,V,30,,29907,0,0
2014 - 2015,005 Allen County,V,31,,29907,0,0
2014 - 2015,005 Allen County,V,32,,29907,0,0
2014 - 2015,005 Allen County,V,33,,29907,0,0
2014 - 2015,005 Allen County,V,34,,29907,0,0
2014 - 2015,005 Allen County,V,35,,29907,0,0
2014 - 2015,005 Allen County,V,36,,29907,0,0
2014 - 2015,005 Allen County,V,37,,29907,0,0
2014 - 2015,005 Allen County,V,38,,29907,0,0
2014 - 2015,005 Allen County,V,39,,29907,0,0
2014 - 2015,005 Allen County,V,40,,29907,0,0
2014 - 2015,006 Anchorage Independent,I,0,,49157,51372,0
2014 - 2015,006 Anchorage Independent,I,1,,50179,52394,0
2014 - 2015,006 Anchorage Independent,I,2,,51201,54439,0
2014 - 2015,006 Anchorage Independent,I,3,,52223,55472,0
2014 - 2015,006 Anchorage Independent,I,4,,53247,56523,0
2014 - 2015,006 Anchorage Independent,I,5,,54269,57572,0
2014 - 2015,006 Anchorage Independent,I,6,,55298,58623,0
2014 - 2015,006 Anchorage Independent,I,7,,56348,59673,0
2014 - 2015,006 Anchorage Independent,I,8,,57223,60723,0
2014 - 2015,006 Anchorage Independent,I,9,,58273,61775,0
2014 - 2015,006 Anchorage Independent,I,10,,59323,62824,0
2014 - 2015,006 Anchorage Independent,I,11,,62299,63875,0
2014 - 2015,006 Anchorage Independent,I,12,,63699,64925,0
2014 - 2015,006 Anchorage Independent,I,13,,65100,65975,0
2014 - 2015,006 Anchorage Independent,I,14,,66501,67025,0
2014 - 2015,006 Anchorage Independent,I,15,,67900,68076,0
2014 - 2015,006 Anchorage Independent,I,16,,69300,69476,0
2014 - 2015,006 Anchorage Independent,I,17,,70700,71051,0
2014 - 2015,006 Anchorage Independent,I,18,,72102,72627,0
2014 - 2015,006 Anchorage Independent,I,19,,72801,73326,0
2014 - 2015,006 Anchorage Independent,I,20,,74203,74728,0
2014 - 2015,006 Anchorage Independent,I,21,,74376,75427,0
2014 - 2015,006 Anchorage Independent,I,22,,74552,76127,0
2014 - 2015,006 Anchorage Independent,I,23,,74640,76827,0
2014 - 2015,006 Anchorage Independent,I,24,,74728,77528,0
2014 - 2015,006 Anchorage Independent,I,25,,75444,78578,0
2014 - 2015,006 Anchorage Independent,I,26,,75603,79628,0
2014 - 2015,006 Anchorage Independent,I,27,,77002,80503,0
2014 - 2015,006 Anchorage Independent,I,28,,77002,80503,0
2014 - 2015,006 Anchorage Independent,I,29,,77002,80503,0
2014 - 2015,006 Anchorage Independent,I,30,,77002,80503,0
2014 - 2015,006 Anchorage Independent,I,31,,77002,80503,0
2014 - 2015,006 Anchorage Independent,I,32,,77002,80503,0
2014 - 2015,006 Anchorage Independent,I,33,,77002,80503,0
2014 - 2015,006 Anchorage Independent,I,34,,77002,80503,0
2014 - 2015,006 Anchorage Independent,I,35,,77002,80503,0
2014 - 2015,006 Anchorage Independent,I,36,,77002,80503,0
2014 - 2015,006 Anchorage Independent,I,37,,77002,80503,0
2014 - 2015,006 Anchorage Independent,I,38,,77002,80503,0
2014 - 2015,006 Anchorage Independent,I,39,,77002,80503,0
2014 - 2015,006 Anchorage Independent,I,40,,77002,80503,0
2014 - 2015,006 Anchorage Independent,II,0,,43770,45407,0
2014 - 2015,006 Anchorage Independent,II,1,,44622,46087,0
2014 - 2015,006 Anchorage Independent,II,2,,45474,46770,0
2014 - 2015,006 Anchorage Independent,II,3,,46326,47451,0
2014 - 2015,006 Anchorage Independent,II,4,,47520,48132,0
2014 - 2015,006 Anchorage Independent,II,5,,48542,49496,0
2014 - 2015,006 Anchorage Independent,II,6,,49395,50860,0
2014 - 2015,006 Anchorage Independent,II,7,,50417,52223,0
2014 - 2015,006 Anchorage Independent,II,8,,51610,53587,0
2014 - 2015,006 Anchorage Independent,II,9,,52974,54950,0
2014 - 2015,006 Anchorage Independent,II,10,,54337,56348,0
2014 - 2015,006 Anchorage Independent,II,11,,57118,58799,0
2014 - 2015,006 Anchorage Independent,II,12,,58867,60198,0
2014 - 2015,006 Anchorage Independent,II,13,,60269,61598,0
2014 - 2015,006 Anchorage Independent,II,14,,61670,63000,0
2014 - 2015,006 Anchorage Independent,II,15,,63068,64400,0
2014 - 2015,006 Anchorage Independent,II,16,,65170,67550,0
2014 - 2015,006 Anchorage Independent,II,17,,67620,69300,0
2014 - 2015,006 Anchorage Independent,II,18,,67971,69476,0
2014 - 2015,006 Anchorage Independent,II,19,,68320,69650,0
2014 - 2015,006 Anchorage Independent,II,20,,69021,70351,0
2014 - 2015,006 Anchorage Independent,II,21,,69371,70700,0
2014 - 2015,006 Anchorage Independent,II,22,,69545,71051,0
2014 - 2015,006 Anchorage Independent,II,23,,69720,71401,0
2014 - 2015,006 Anchorage Independent,II,24,,69896,71577,0
2014 - 2015,006 Anchorage Independent,II,25,,70246,71751,0
2014 - 2015,006 Anchorage Independent,II,26,,70421,72102,0
2014 - 2015,006 Anchorage Independent,II,27,,71751,73501,0
2014 - 2015,006 Anchorage Independent,II,28,,71751,73501,0
2014 - 2015,006 Anchorage Independent,II,29,,71751,73501,0
2014 - 2015,006 Anchorage Independent,II,30,,71751,73501,0
2014 - 2015,006 Anchorage Independent,II,31,,71751,73501,0
2014 - 2015,006 Anchorage Independent,II,32,,71751,73501,0
2014 - 2015,006 Anchorage Independent,II,33,,71751,73501,0
2014 - 2015,006 Anchorage Independent,II,34,,71751,73501,0
2014 - 2015,006 Anchorage Independent,II,35,,71751,73501,0
2014 - 2015,006 Anchorage Independent,II,36,,71751,73501,0
2014 - 2015,006 Anchorage Independent,II,37,,71751,73501,0
2014 - 2015,006 Anchorage Independent,II,38,,71751,73501,0
2014 - 2015,006 Anchorage Independent,II,39,,71751,73501,0
2014 - 2015,006 Anchorage Independent,II,40,,74781,73501,0
2014 - 2015,006 Anchorage Independent,III,0,,38929,40292,0
2014 - 2015,006 Anchorage Independent,III,1,,39611,41145,0
2014 - 2015,006 Anchorage Independent,III,2,,40292,41997,0
2014 - 2015,006 Anchorage Independent,III,3,,40975,42850,0
