Fiscal Year,District,Rank,Years,,I,II,III
2014 - 2015,134 Covington Independent,II,29,,63386,0,0
2014 - 2015,134 Covington Independent,II,30,,63386,0,0
2014 - 2015,134 Covington Independent,II,31,,63386,0,0
2014 - 2015,134 Covington Independent,II,32,,63386,0,0
2014 - 2015,134 Covington Independent,II,33,,63386,0,0
2014 - 2015,134 Covington Independent,II,34,,63386,0,0
2014 - 2015,134 Covington Independent,II,35,,63386,0,0
2014 - 2015,134 Covington Independent,II,36,,63386,0,0
2014 - 2015,134 Covington Independent,II,37,,63386,0,0
2014 - 2015,134 Covington Independent,II,38,,63386,0,0
2014 - 2015,134 Covington Independent,II,39,,63386,0,0
2014 - 2015,134 Covington Independent,II,40,,63386,0,0
2014 - 2015,134 Covington Independent,III,0,,37745,0,0
2014 - 2015,134 Covington Independent,III,1,,38034,0,0
2014 - 2015,134 Covington Independent,III,2,,38526,0,0
2014 - 2015,134 Covington Independent,III,3,,39193,0,0
2014 - 2015,134 Covington Independent,III,4,,39812,0,0
2014 - 2015,134 Covington Independent,III,5,,40420,0,0
2014 - 2015,134 Covington Independent,III,6,,41125,0,0
2014 - 2015,134 Covington Independent,III,7,,41825,0,0
2014 - 2015,134 Covington Independent,III,8,,42467,0,0
2014 - 2015,134 Covington Independent,III,9,,43142,0,0
2014 - 2015,134 Covington Independent,III,10,,43959,0,0
2014 - 2015,134 Covington Independent,III,11,,44812,0,0
2014 - 2015,134 Covington Independent,III,12,,45591,0,0
2014 - 2015,134 Covington Independent,III,13,,46395,0,0
2014 - 2015,134 Covington Independent,III,14,,47274,0,0
2014 - 2015,134 Covington Independent,III,15,,48232,0,0
2014 - 2015,134 Covington Independent,III,16,,49171,0,0
2014 - 2015,134 Covington Independent,III,17,,50070,0,0
2014 - 2015,134 Covington Independent,III,18,,50851,0,0
2014 - 2015,134 Covington Independent,III,19,,51633,0,0
2014 - 2015,134 Covington Independent,III,20,,52414,0,0
2014 - 2015,134 Covington Independent,III,21,,53319,0,0
2014 - 2015,134 Covington Independent,III,22,,54336,0,0
2014 - 2015,134 Covington Independent,III,23,,55292,0,0
2014 - 2015,134 Covington Independent,III,24,,56090,0,0
2014 - 2015,134 Covington Independent,III,25,,56881,0,0
2014 - 2015,134 Covington Independent,III,26,,57624,0,0
2014 - 2015,134 Covington Independent,III,27,,58357,0,0
2014 - 2015,134 Covington Independent,III,28,,58357,0,0
2014 - 2015,134 Covington Independent,III,29,,58357,0,0
2014 - 2015,134 Covington Independent,III,30,,58357,0,0
2014 - 2015,134 Covington Independent,III,31,,58357,0,0
2014 - 2015,134 Covington Independent,III,32,,58357,0,0
2014 - 2015,134 Covington Independent,III,33,,58357,0,0
2014 - 2015,134 Covington Independent,III,34,,58357,0,0
2014 - 2015,134 Covington Independent,III,35,,58357,0,0
2014 - 2015,134 Covington Independent,III,36,,58357,0,0
2014 - 2015,134 Covington Independent,III,37,,58357,0,0
2014 - 2015,134 Covington Independent,III,38,,58357,0,0
2014 - 2015,134 Covington Independent,III,39,,58357,0,0
2014 - 2015,134 Covington Independent,III,40,,58357,0,0
2014 - 2015,134 Covington Independent,IV,0,,32645,0,0
2014 - 2015,134 Covington Independent,IV,1,,32960,0,0
2014 - 2015,134 Covington Independent,IV,2,,33274,0,0
2014 - 2015,134 Covington Independent,IV,3,,33588,0,0
2014 - 2015,134 Covington Independent,IV,4,,33900,0,0
2014 - 2015,134 Covington Independent,IV,5,,34213,0,0
2014 - 2015,134 Covington Independent,IV,6,,34213,0,0
2014 - 2015,134 Covington Independent,IV,7,,34213,0,0
2014 - 2015,134 Covington Independent,IV,8,,34213,0,0
2014 - 2015,134 Covington Independent,IV,9,,34213,0,0
2014 - 2015,134 Covington Independent,IV,10,,34213,0,0
2014 - 2015,134 Covington Independent,IV,11,,34213,0,0
2014 - 2015,134 Covington Independent,IV,12,,34213,0,0
2014 - 2015,134 Covington Independent,IV,13,,34213,0,0
2014 - 2015,134 Covington Independent,IV,14,,34213,0,0
2014 - 2015,134 Covington Independent,IV,15,,34213,0,0
2014 - 2015,134 Covington Independent,IV,16,,34213,0,0
2014 - 2015,134 Covington Independent,IV,17,,34213,0,0
2014 - 2015,134 Covington Independent,IV,18,,34213,0,0
2014 - 2015,134 Covington Independent,IV,19,,34213,0,0
2014 - 2015,134 Covington Independent,IV,20,,34213,0,0
2014 - 2015,134 Covington Independent,IV,21,,34213,0,0
2014 - 2015,134 Covington Independent,IV,22,,34213,0,0
2014 - 2015,134 Covington Independent,IV,23,,34213,0,0
2014 - 2015,134 Covington Independent,IV,24,,34213,0,0
2014 - 2015,134 Covington Independent,IV,25,,34213,0,0
2014 - 2015,134 Covington Independent,IV,26,,34213,0,0
2014 - 2015,134 Covington Independent,IV,27,,34213,0,0
2014 - 2015,134 Covington Independent,IV,28,,34213,0,0
2014 - 2015,134 Covington Independent,IV,29,,34213,0,0
2014 - 2015,134 Covington Independent,IV,30,,34213,0,0
2014 - 2015,134 Covington Independent,IV,31,,34213,0,0
2014 - 2015,134 Covington Independent,IV,32,,34213,0,0
2014 - 2015,134 Covington Independent,IV,33,,34213,0,0
2014 - 2015,134 Covington Independent,IV,34,,34213,0,0
2014 - 2015,134 Covington Independent,IV,35,,34213,0,0
2014 - 2015,134 Covington Independent,IV,36,,34213,0,0
2014 - 2015,134 Covington Independent,IV,37,,34213,0,0
2014 - 2015,134 Covington Independent,IV,38,,34213,0,0
2014 - 2015,134 Covington Independent,IV,39,,34213,0,0
2014 - 2015,134 Covington Independent,IV,40,,34213,0,0
2014 - 2015,134 Covington Independent,V,0,,0,0,0
2014 - 2015,134 Covington Independent,V,1,,0,0,0
2014 - 2015,134 Covington Independent,V,2,,0,0,0
2014 - 2015,134 Covington Independent,V,3,,0,0,0
2014 - 2015,134 Covington Independent,V,4,,0,0,0
2014 - 2015,134 Covington Independent,V,5,,0,0,0
2014 - 2015,134 Covington Independent,V,6,,0,0,0
2014 - 2015,134 Covington Independent,V,7,,0,0,0
2014 - 2015,134 Covington Independent,V,8,,0,0,0
2014 - 2015,134 Covington Independent,V,9,,0,0,0
2014 - 2015,134 Covington Independent,V,10,,0,0,0
2014 - 2015,134 Covington Independent,V,11,,0,0,0
2014 - 2015,134 Covington Independent,V,12,,0,0,0
2014 - 2015,134 Covington Independent,V,13,,0,0,0
2014 - 2015,134 Covington Independent,V,14,,0,0,0
2014 - 2015,134 Covington Independent,V,15,,0,0,0
2014 - 2015,134 Covington Independent,V,16,,0,0,0
2014 - 2015,134 Covington Independent,V,17,,0,0,0
2014 - 2015,134 Covington Independent,V,18,,0,0,0
2014 - 2015,134 Covington Independent,V,19,,0,0,0
2014 - 2015,134 Covington Independent,V,20,,0,0,0
2014 - 2015,134 Covington Independent,V,21,,0,0,0
2014 - 2015,134 Covington Independent,V,22,,0,0,0
2014 - 2015,134 Covington Independent,V,23,,0,0,0
2014 - 2015,134 Covington Independent,V,24,,0,0,0
2014 - 2015,134 Covington Independent,V,25,,0,0,0
2014 - 2015,134 Covington Independent,V,26,,0,0,0
2014 - 2015,134 Covington Independent,V,27,,0,0,0
2014 - 2015,134 Covington Independent,V,28,,0,0,0
2014 - 2015,134 Covington Independent,V,29,,0,0,0
2014 - 2015,134 Covington Independent,V,30,,0,0,0
2014 - 2015,134 Covington Independent,V,31,,0,0,0
2014 - 2015,134 Covington Independent,V,32,,0,0,0
2014 - 2015,134 Covington Independent,V,33,,0,0,0
2014 - 2015,134 Covington Independent,V,34,,0,0,0
2014 - 2015,134 Covington Independent,V,35,,0,0,0
2014 - 2015,134 Covington Independent,V,36,,0,0,0
2014 - 2015,134 Covington Independent,V,37,,0,0,0
2014 - 2015,134 Covington Independent,V,38,,0,0,0
2014 - 2015,134 Covington Independent,V,39,,0,0,0
2014 - 2015,134 Covington Independent,V,40,,0,0,0
2014 - 2015,135 Crittenden County,I,0,,42821,0,0
2014 - 2015,135 Crittenden County,I,1,,43227,0,0
2014 - 2015,135 Crittenden County,I,2,,43227,0,0
2014 - 2015,135 Crittenden County,I,3,,43227,0,0
2014 - 2015,135 Crittenden County,I,4,,43227,0,0
2014 - 2015,135 Crittenden County,I,5,,47791,0,0
2014 - 2015,135 Crittenden County,I,6,,47791,0,0
2014 - 2015,135 Crittenden County,I,7,,47791,0,0
2014 - 2015,135 Crittenden County,I,8,,47791,0,0
2014 - 2015,135 Crittenden County,I,9,,47791,0,0
2014 - 2015,135 Crittenden County,I,10,,50884,0,0
2014 - 2015,135 Crittenden County,I,11,,50884,0,0
2014 - 2015,135 Crittenden County,I,12,,52627,0,0
2014 - 2015,135 Crittenden County,I,13,,52627,0,0
2014 - 2015,135 Crittenden County,I,14,,52627,0,0
2014 - 2015,135 Crittenden County,I,15,,53976,0,0
2014 - 2015,135 Crittenden County,I,16,,53976,0,0
2014 - 2015,135 Crittenden County,I,17,,54227,0,0
2014 - 2015,135 Crittenden County,I,18,,54353,0,0
2014 - 2015,135 Crittenden County,I,19,,54477,0,0
2014 - 2015,135 Crittenden County,I,20,,55637,0,0
2014 - 2015,135 Crittenden County,I,21,,55637,0,0
2014 - 2015,135 Crittenden County,I,22,,55637,0,0
2014 - 2015,135 Crittenden County,I,23,,55637,0,0
2014 - 2015,135 Crittenden County,I,24,,55637,0,0
2014 - 2015,135 Crittenden County,I,25,,57363,0,0
2014 - 2015,135 Crittenden County,I,26,,57363,0,0
2014 - 2015,135 Crittenden County,I,27,,57363,0,0
2014 - 2015,135 Crittenden County,I,28,,57363,0,0
2014 - 2015,135 Crittenden County,I,29,,57363,0,0
2014 - 2015,135 Crittenden County,I,30,,57363,0,0
2014 - 2015,135 Crittenden County,I,31,,57363,0,0
2014 - 2015,135 Crittenden County,I,32,,57363,0,0
2014 - 2015,135 Crittenden County,I,33,,57363,0,0
2014 - 2015,135 Crittenden County,I,34,,57363,0,0
2014 - 2015,135 Crittenden County,I,35,,57363,0,0
2014 - 2015,135 Crittenden County,I,36,,57363,0,0
2014 - 2015,135 Crittenden County,I,37,,57363,0,0
2014 - 2015,135 Crittenden County,I,38,,57363,0,0
2014 - 2015,135 Crittenden County,I,39,,57363,0,0
2014 - 2015,135 Crittenden County,I,40,,57363,0,0
2014 - 2015,135 Crittenden County,II,0,,38872,0,0
2014 - 2015,135 Crittenden County,II,1,,39278,0,0
2014 - 2015,135 Crittenden County,II,2,,39278,0,0
2014 - 2015,135 Crittenden County,II,3,,39278,0,0
2014 - 2015,135 Crittenden County,II,4,,39278,0,0
2014 - 2015,135 Crittenden County,II,5,,43744,0,0
2014 - 2015,135 Crittenden County,II,6,,43744,0,0
2014 - 2015,135 Crittenden County,II,7,,43744,0,0
2014 - 2015,135 Crittenden County,II,8,,43744,0,0
2014 - 2015,135 Crittenden County,II,9,,43744,0,0
2014 - 2015,135 Crittenden County,II,10,,46818,0,0
2014 - 2015,135 Crittenden County,II,11,,46818,0,0
2014 - 2015,135 Crittenden County,II,12,,46818,0,0
2014 - 2015,135 Crittenden County,II,13,,48779,0,0
2014 - 2015,135 Crittenden County,II,14,,48779,0,0
2014 - 2015,135 Crittenden County,II,15,,49890,0,0
2014 - 2015,135 Crittenden County,II,16,,49890,0,0
2014 - 2015,135 Crittenden County,II,17,,49890,0,0
2014 - 2015,135 Crittenden County,II,18,,50136,0,0
2014 - 2015,135 Crittenden County,II,19,,50136,0,0
2014 - 2015,135 Crittenden County,II,20,,51558,0,0
2014 - 2015,135 Crittenden County,II,21,,51558,0,0
2014 - 2015,135 Crittenden County,II,22,,51558,0,0
2014 - 2015,135 Crittenden County,II,23,,51558,0,0
2014 - 2015,135 Crittenden County,II,24,,51558,0,0
2014 - 2015,135 Crittenden County,II,25,,53284,0,0
2014 - 2015,135 Crittenden County,II,26,,53284,0,0
2014 - 2015,135 Crittenden County,II,27,,53284,0,0
2014 - 2015,135 Crittenden County,II,28,,53284,0,0
2014 - 2015,135 Crittenden County,II,29,,53284,0,0
2014 - 2015,135 Crittenden County,II,30,,53284,0,0
2014 - 2015,135 Crittenden County,II,31,,53284,0,0
2014 - 2015,135 Crittenden County,II,32,,53284,0,0
2014 - 2015,135 Crittenden County,II,33,,53284,0,0
2014 - 2015,135 Crittenden County,II,34,,53284,0,0
2014 - 2015,135 Crittenden County,II,35,,53284,0,0
2014 - 2015,135 Crittenden County,II,36,,53284,0,0
2014 - 2015,135 Crittenden County,II,37,,53284,0,0
2014 - 2015,135 Crittenden County,II,38,,53284,0,0
2014 - 2015,135 Crittenden County,II,39,,53284,0,0
2014 - 2015,135 Crittenden County,II,40,,53284,0,0
2014 - 2015,135 Crittenden County,III,0,,35454,0,0
2014 - 2015,135 Crittenden County,III,1,,35823,0,0
2014 - 2015,135 Crittenden County,III,2,,35823,0,0
2014 - 2015,135 Crittenden County,III,3,,35823,0,0
2014 - 2015,135 Crittenden County,III,4,,35823,0,0
2014 - 2015,135 Crittenden County,III,5,,40018,0,0
2014 - 2015,135 Crittenden County,III,6,,40018,0,0
2014 - 2015,135 Crittenden County,III,7,,40018,0,0
2014 - 2015,135 Crittenden County,III,8,,40018,0,0
2014 - 2015,135 Crittenden County,III,9,,40018,0,0
2014 - 2015,135 Crittenden County,III,10,,42943,0,0
2014 - 2015,135 Crittenden County,III,11,,42943,0,0
2014 - 2015,135 Crittenden County,III,12,,42943,0,0
2014 - 2015,135 Crittenden County,III,13,,42943,0,0
2014 - 2015,135 Crittenden County,III,14,,42943,0,0
2014 - 2015,135 Crittenden County,III,15,,45867,0,0
2014 - 2015,135 Crittenden County,III,16,,45867,0,0
2014 - 2015,135 Crittenden County,III,17,,45867,0,0
2014 - 2015,135 Crittenden County,III,18,,45867,0,0
2014 - 2015,135 Crittenden County,III,19,,45867,0,0
2014 - 2015,135 Crittenden County,III,20,,47270,0,0
2014 - 2015,135 Crittenden County,III,21,,47270,0,0
2014 - 2015,135 Crittenden County,III,22,,47270,0,0
2014 - 2015,135 Crittenden County,III,23,,47270,0,0
2014 - 2015,135 Crittenden County,III,24,,47270,0,0
2014 - 2015,135 Crittenden County,III,25,,48995,0,0
2014 - 2015,135 Crittenden County,III,26,,48995,0,0
2014 - 2015,135 Crittenden County,III,27,,48995,0,0
2014 - 2015,135 Crittenden County,III,28,,48995,0,0
2014 - 2015,135 Crittenden County,III,29,,48995,0,0
2014 - 2015,135 Crittenden County,III,30,,48995,0,0
2014 - 2015,135 Crittenden County,III,31,,48995,0,0
2014 - 2015,135 Crittenden County,III,32,,48995,0,0
2014 - 2015,135 Crittenden County,III,33,,48995,0,0
2014 - 2015,135 Crittenden County,III,34,,48995,0,0
2014 - 2015,135 Crittenden County,III,35,,48995,0,0
2014 - 2015,135 Crittenden County,III,36,,48995,0,0
2014 - 2015,135 Crittenden County,III,37,,48995,0,0
2014 - 2015,135 Crittenden County,III,38,,48995,0,0
2014 - 2015,135 Crittenden County,III,39,,48995,0,0
2014 - 2015,135 Crittenden County,III,40,,48995,0,0
2014 - 2015,135 Crittenden County,IV,0,,29794,0,0
2014 - 2015,135 Crittenden County,IV,1,,29794,0,0
2014 - 2015,135 Crittenden County,IV,2,,29794,0,0
2014 - 2015,135 Crittenden County,IV,3,,29794,0,0
2014 - 2015,135 Crittenden County,IV,4,,29794,0,0
2014 - 2015,135 Crittenden County,IV,5,,29794,0,0
2014 - 2015,135 Crittenden County,IV,6,,29794,0,0
2014 - 2015,135 Crittenden County,IV,7,,29794,0,0
2014 - 2015,135 Crittenden County,IV,8,,29794,0,0
2014 - 2015,135 Crittenden County,IV,9,,29794,0,0
2014 - 2015,135 Crittenden County,IV,10,,29794,0,0
2014 - 2015,135 Crittenden County,IV,11,,29794,0,0
2014 - 2015,135 Crittenden County,IV,12,,29794,0,0
2014 - 2015,135 Crittenden County,IV,13,,29794,0,0
2014 - 2015,135 Crittenden County,IV,14,,29794,0,0
2014 - 2015,135 Crittenden County,IV,15,,29794,0,0
2014 - 2015,135 Crittenden County,IV,16,,29794,0,0
2014 - 2015,135 Crittenden County,IV,17,,29794,0,0
2014 - 2015,135 Crittenden County,IV,18,,29794,0,0
2014 - 2015,135 Crittenden County,IV,19,,29794,0,0
2014 - 2015,135 Crittenden County,IV,20,,29794,0,0
2014 - 2015,135 Crittenden County,IV,21,,29794,0,0
2014 - 2015,135 Crittenden County,IV,22,,29794,0,0
2014 - 2015,135 Crittenden County,IV,23,,29794,0,0
2014 - 2015,135 Crittenden County,IV,24,,29794,0,0
2014 - 2015,135 Crittenden County,IV,25,,29794,0,0
2014 - 2015,135 Crittenden County,IV,26,,29794,0,0
2014 - 2015,135 Crittenden County,IV,27,,29794,0,0
2014 - 2015,135 Crittenden County,IV,28,,29794,0,0
2014 - 2015,135 Crittenden County,IV,29,,29794,0,0
2014 - 2015,135 Crittenden County,IV,30,,29794,0,0
2014 - 2015,135 Crittenden County,IV,31,,29794,0,0
2014 - 2015,135 Crittenden County,IV,32,,29794,0,0
2014 - 2015,135 Crittenden County,IV,33,,29794,0,0
2014 - 2015,135 Crittenden County,IV,34,,29794,0,0
2014 - 2015,135 Crittenden County,IV,35,,29794,0,0
2014 - 2015,135 Crittenden County,IV,36,,29794,0,0
2014 - 2015,135 Crittenden County,IV,37,,29794,0,0
2014 - 2015,135 Crittenden County,IV,38,,29794,0,0
2014 - 2015,135 Crittenden County,IV,39,,29794,0,0
2014 - 2015,135 Crittenden County,IV,40,,29794,0,0
2014 - 2015,135 Crittenden County,V,0,,0,0,0
2014 - 2015,135 Crittenden County,V,1,,0,0,0
2014 - 2015,135 Crittenden County,V,2,,0,0,0
2014 - 2015,135 Crittenden County,V,3,,0,0,0
2014 - 2015,135 Crittenden County,V,4,,0,0,0
2014 - 2015,135 Crittenden County,V,5,,0,0,0
2014 - 2015,135 Crittenden County,V,6,,0,0,0
2014 - 2015,135 Crittenden County,V,7,,0,0,0
2014 - 2015,135 Crittenden County,V,8,,0,0,0
2014 - 2015,135 Crittenden County,V,9,,0,0,0
2014 - 2015,135 Crittenden County,V,10,,0,0,0
2014 - 2015,135 Crittenden County,V,11,,0,0,0
2014 - 2015,135 Crittenden County,V,12,,0,0,0
2014 - 2015,135 Crittenden County,V,13,,0,0,0
2014 - 2015,135 Crittenden County,V,14,,0,0,0
2014 - 2015,135 Crittenden County,V,15,,0,0,0
2014 - 2015,135 Crittenden County,V,16,,0,0,0
2014 - 2015,135 Crittenden County,V,17,,0,0,0
2014 - 2015,135 Crittenden County,V,18,,0,0,0
2014 - 2015,135 Crittenden County,V,19,,0,0,0
2014 - 2015,135 Crittenden County,V,20,,0,0,0
2014 - 2015,135 Crittenden County,V,21,,0,0,0
2014 - 2015,135 Crittenden County,V,22,,0,0,0
2014 - 2015,135 Crittenden County,V,23,,0,0,0
2014 - 2015,135 Crittenden County,V,24,,0,0,0
2014 - 2015,135 Crittenden County,V,25,,0,0,0
2014 - 2015,135 Crittenden County,V,26,,0,0,0
2014 - 2015,135 Crittenden County,V,27,,0,0,0
2014 - 2015,135 Crittenden County,V,28,,0,0,0
2014 - 2015,135 Crittenden County,V,29,,0,0,0
2014 - 2015,135 Crittenden County,V,30,,0,0,0
2014 - 2015,135 Crittenden County,V,31,,0,0,0
2014 - 2015,135 Crittenden County,V,32,,0,0,0
2014 - 2015,135 Crittenden County,V,33,,0,0,0
2014 - 2015,135 Crittenden County,V,34,,0,0,0
2014 - 2015,135 Crittenden County,V,35,,0,0,0
2014 - 2015,135 Crittenden County,V,36,,0,0,0
2014 - 2015,135 Crittenden County,V,37,,0,0,0
2014 - 2015,135 Crittenden County,V,38,,0,0,0
2014 - 2015,135 Crittenden County,V,39,,0,0,0
2014 - 2015,135 Crittenden County,V,40,,0,0,0
2014 - 2015,141 Cumberland County,I,0,,42116,0,0
2014 - 2015,141 Cumberland County,I,1,,42116,0,0
2014 - 2015,141 Cumberland County,I,2,,42116,0,0
2014 - 2015,141 Cumberland County,I,3,,42116,0,0
2014 - 2015,141 Cumberland County,I,4,,46013,0,0
2014 - 2015,141 Cumberland County,I,5,,46013,0,0
2014 - 2015,141 Cumberland County,I,6,,46013,0,0
2014 - 2015,141 Cumberland County,I,7,,46013,0,0
2014 - 2015,141 Cumberland County,I,8,,46013,0,0
2014 - 2015,141 Cumberland County,I,9,,46013,0,0
2014 - 2015,141 Cumberland County,I,10,,51075,0,0
2014 - 2015,141 Cumberland County,I,11,,51075,0,0
2014 - 2015,141 Cumberland County,I,12,,51075,0,0
2014 - 2015,141 Cumberland County,I,13,,51075,0,0
2014 - 2015,141 Cumberland County,I,14,,51075,0,0
2014 - 2015,141 Cumberland County,I,15,,52553,0,0
2014 - 2015,141 Cumberland County,I,16,,52553,0,0
2014 - 2015,141 Cumberland County,I,17,,52553,0,0
2014 - 2015,141 Cumberland County,I,18,,52553,0,0
2014 - 2015,141 Cumberland County,I,19,,52553,0,0
2014 - 2015,141 Cumberland County,I,20,,53298,0,0
2014 - 2015,141 Cumberland County,I,21,,53298,0,0
2014 - 2015,141 Cumberland County,I,22,,53298,0,0
2014 - 2015,141 Cumberland County,I,23,,53298,0,0
2014 - 2015,141 Cumberland County,I,24,,53298,0,0
2014 - 2015,141 Cumberland County,I,25,,53298,0,0
2014 - 2015,141 Cumberland County,I,26,,53298,0,0
2014 - 2015,141 Cumberland County,I,27,,53298,0,0
2014 - 2015,141 Cumberland County,I,28,,53298,0,0
2014 - 2015,141 Cumberland County,I,29,,53298,0,0
2014 - 2015,141 Cumberland County,I,30,,53298,0,0
2014 - 2015,141 Cumberland County,I,31,,53298,0,0
2014 - 2015,141 Cumberland County,I,32,,53298,0,0
2014 - 2015,141 Cumberland County,I,33,,53298,0,0
2014 - 2015,141 Cumberland County,I,34,,53298,0,0
2014 - 2015,141 Cumberland County,I,35,,53298,0,0
2014 - 2015,141 Cumberland County,I,36,,53298,0,0
2014 - 2015,141 Cumberland County,I,37,,53298,0,0
2014 - 2015,141 Cumberland County,I,38,,53298,0,0
2014 - 2015,141 Cumberland County,I,39,,53298,0,0
2014 - 2015,141 Cumberland County,I,40,,53298,0,0
2014 - 2015,141 Cumberland County,II,0,,38231,0,0
2014 - 2015,141 Cumberland County,II,1,,38231,0,0
2014 - 2015,141 Cumberland County,II,2,,38231,0,0
2014 - 2015,141 Cumberland County,II,3,,38231,0,0
2014 - 2015,141 Cumberland County,II,4,,42116,0,0
2014 - 2015,141 Cumberland County,II,5,,42116,0,0
2014 - 2015,141 Cumberland County,II,6,,42116,0,0
2014 - 2015,141 Cumberland County,II,7,,42116,0,0
2014 - 2015,141 Cumberland County,II,8,,42116,0,0
2014 - 2015,141 Cumberland County,II,9,,42116,0,0
2014 - 2015,141 Cumberland County,II,10,,47145,0,0
2014 - 2015,141 Cumberland County,II,11,,47145,0,0
2014 - 2015,141 Cumberland County,II,12,,47145,0,0
2014 - 2015,141 Cumberland County,II,13,,47145,0,0
2014 - 2015,141 Cumberland County,II,14,,47145,0,0
2014 - 2015,141 Cumberland County,II,15,,48636,0,0
2014 - 2015,141 Cumberland County,II,16,,48636,0,0
2014 - 2015,141 Cumberland County,II,17,,48636,0,0
2014 - 2015,141 Cumberland County,II,18,,48636,0,0
2014 - 2015,141 Cumberland County,II,19,,48636,0,0
2014 - 2015,141 Cumberland County,II,20,,49384,0,0
2014 - 2015,141 Cumberland County,II,21,,49384,0,0
2014 - 2015,141 Cumberland County,II,22,,49384,0,0
2014 - 2015,141 Cumberland County,II,23,,49384,0,0
2014 - 2015,141 Cumberland County,II,24,,49384,0,0
2014 - 2015,141 Cumberland County,II,25,,49384,0,0
2014 - 2015,141 Cumberland County,II,26,,49384,0,0
2014 - 2015,141 Cumberland County,II,27,,49384,0,0
2014 - 2015,141 Cumberland County,II,28,,49384,0,0
2014 - 2015,141 Cumberland County,II,29,,49384,0,0
2014 - 2015,141 Cumberland County,II,30,,49384,0,0
2014 - 2015,141 Cumberland County,II,31,,49384,0,0
2014 - 2015,141 Cumberland County,II,32,,49384,0,0
2014 - 2015,141 Cumberland County,II,33,,49384,0,0
2014 - 2015,141 Cumberland County,II,34,,49384,0,0
2014 - 2015,141 Cumberland County,II,35,,49384,0,0
2014 - 2015,141 Cumberland County,II,36,,49384,0,0
2014 - 2015,141 Cumberland County,II,37,,49384,0,0
2014 - 2015,141 Cumberland County,II,38,,49384,0,0
2014 - 2015,141 Cumberland County,II,39,,49384,0,0
2014 - 2015,141 Cumberland County,II,40,,49384,0,0
2014 - 2015,141 Cumberland County,III,0,,34284,0,0
2014 - 2015,141 Cumberland County,III,1,,34284,0,0
2014 - 2015,141 Cumberland County,III,2,,34284,0,0
2014 - 2015,141 Cumberland County,III,3,,34284,0,0
2014 - 2015,141 Cumberland County,III,4,,38231,0,0
2014 - 2015,141 Cumberland County,III,5,,38231,0,0
2014 - 2015,141 Cumberland County,III,6,,38231,0,0
2014 - 2015,141 Cumberland County,III,7,,38231,0,0
2014 - 2015,141 Cumberland County,III,8,,38231,0,0
2014 - 2015,141 Cumberland County,III,9,,38231,0,0
2014 - 2015,141 Cumberland County,III,10,,43219,0,0
2014 - 2015,141 Cumberland County,III,11,,43219,0,0
2014 - 2015,141 Cumberland County,III,12,,43219,0,0
2014 - 2015,141 Cumberland County,III,13,,43219,0,0
2014 - 2015,141 Cumberland County,III,14,,43219,0,0
2014 - 2015,141 Cumberland County,III,15,,44708,0,0
2014 - 2015,141 Cumberland County,III,16,,44708,0,0
2014 - 2015,141 Cumberland County,III,17,,44708,0,0
2014 - 2015,141 Cumberland County,III,18,,44708,0,0
2014 - 2015,141 Cumberland County,III,19,,44708,0,0
2014 - 2015,141 Cumberland County,III,20,,45437,0,0
2014 - 2015,141 Cumberland County,III,21,,45437,0,0
2014 - 2015,141 Cumberland County,III,22,,45437,0,0
2014 - 2015,141 Cumberland County,III,23,,45437,0,0
2014 - 2015,141 Cumberland County,III,24,,45437,0,0
2014 - 2015,141 Cumberland County,III,25,,45437,0,0
2014 - 2015,141 Cumberland County,III,26,,45437,0,0
2014 - 2015,141 Cumberland County,III,27,,45437,0,0
2014 - 2015,141 Cumberland County,III,28,,45437,0,0
2014 - 2015,141 Cumberland County,III,29,,45437,0,0
2014 - 2015,141 Cumberland County,III,30,,45437,0,0
2014 - 2015,141 Cumberland County,III,31,,45437,0,0
2014 - 2015,141 Cumberland County,III,32,,45437,0,0
2014 - 2015,141 Cumberland County,III,33,,45437,0,0
2014 - 2015,141 Cumberland County,III,34,,45437,0,0
2014 - 2015,141 Cumberland County,III,35,,45437,0,0
2014 - 2015,141 Cumberland County,III,36,,45437,0,0
2014 - 2015,141 Cumberland County,III,37,,45437,0,0
2014 - 2015,141 Cumberland County,III,38,,45437,0,0
2014 - 2015,141 Cumberland County,III,39,,45437,0,0
2014 - 2015,141 Cumberland County,III,40,,45437,0,0
2014 - 2015,141 Cumberland County,IV,0,,30201,0,0
2014 - 2015,141 Cumberland County,IV,1,,30201,0,0
2014 - 2015,141 Cumberland County,IV,2,,30201,0,0
2014 - 2015,141 Cumberland County,IV,3,,30201,0,0
2014 - 2015,141 Cumberland County,IV,4,,30201,0,0
2014 - 2015,141 Cumberland County,IV,5,,30201,0,0
2014 - 2015,141 Cumberland County,IV,6,,30201,0,0
2014 - 2015,141 Cumberland County,IV,7,,30201,0,0
2014 - 2015,141 Cumberland County,IV,8,,30201,0,0
2014 - 2015,141 Cumberland County,IV,9,,30201,0,0
2014 - 2015,141 Cumberland County,IV,10,,30201,0,0
2014 - 2015,141 Cumberland County,IV,11,,30201,0,0
2014 - 2015,141 Cumberland County,IV,12,,30201,0,0
2014 - 2015,141 Cumberland County,IV,13,,30201,0,0
2014 - 2015,141 Cumberland County,IV,14,,30201,0,0
2014 - 2015,141 Cumberland County,IV,15,,30201,0,0
2014 - 2015,141 Cumberland County,IV,16,,30201,0,0
2014 - 2015,141 Cumberland County,IV,17,,30201,0,0
