Fiscal Year,District,Rank,Years,,I,II,III
2016 - 2017,195 Garrard County,IV,30,,31875,32130,"32,130"
2016 - 2017,195 Garrard County,IV,31,,31875,32130,"32,130"
2016 - 2017,195 Garrard County,IV,32,,31875,32130,"32,130"
2016 - 2017,195 Garrard County,IV,33,,31875,32130,"32,130"
2016 - 2017,195 Garrard County,IV,34,,31875,32130,"32,130"
2016 - 2017,195 Garrard County,IV,35,,31875,32130,"32,130"
2016 - 2017,195 Garrard County,IV,36,,31875,32130,"32,130"
2016 - 2017,195 Garrard County,IV,37,,31875,32130,"32,130"
2016 - 2017,195 Garrard County,IV,38,,31875,32130,"32,130"
2016 - 2017,195 Garrard County,IV,39,,31875,32130,"32,130"
2016 - 2017,195 Garrard County,IV,40,,31875,32130,"32,130"
2016 - 2017,195 Garrard County,V,0,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,1,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,2,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,3,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,4,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,5,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,6,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,7,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,8,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,9,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,10,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,11,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,12,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,13,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,14,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,15,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,16,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,17,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,18,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,19,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,20,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,21,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,22,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,23,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,24,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,25,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,26,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,27,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,28,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,29,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,30,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,31,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,32,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,33,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,34,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,35,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,36,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,37,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,38,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,39,,29835,29835,"29,835"
2016 - 2017,195 Garrard County,V,40,,29835,29835,"29,835"
2016 - 2017,197 Glasgow Independent,I,0,,44866,0,0
2016 - 2017,197 Glasgow Independent,I,1,,45033,0,0
2016 - 2017,197 Glasgow Independent,I,2,,45203,0,0
2016 - 2017,197 Glasgow Independent,I,3,,45376,0,0
2016 - 2017,197 Glasgow Independent,I,4,,49998,0,0
2016 - 2017,197 Glasgow Independent,I,5,,50172,0,0
2016 - 2017,197 Glasgow Independent,I,6,,50343,0,0
2016 - 2017,197 Glasgow Independent,I,7,,50508,0,0
2016 - 2017,197 Glasgow Independent,I,8,,50683,0,0
2016 - 2017,197 Glasgow Independent,I,9,,50858,0,0
2016 - 2017,197 Glasgow Independent,I,10,,56756,0,0
2016 - 2017,197 Glasgow Independent,I,11,,56933,0,0
2016 - 2017,197 Glasgow Independent,I,12,,57101,0,0
2016 - 2017,197 Glasgow Independent,I,13,,57269,0,0
2016 - 2017,197 Glasgow Independent,I,14,,57444,0,0
2016 - 2017,197 Glasgow Independent,I,15,,59411,0,0
2016 - 2017,197 Glasgow Independent,I,16,,59580,0,0
2016 - 2017,197 Glasgow Independent,I,17,,59754,0,0
2016 - 2017,197 Glasgow Independent,I,18,,59923,0,0
2016 - 2017,197 Glasgow Independent,I,19,,60091,0,0
2016 - 2017,197 Glasgow Independent,I,20,,61256,0,0
2016 - 2017,197 Glasgow Independent,I,21,,61328,0,0
2016 - 2017,197 Glasgow Independent,I,22,,61453,0,0
2016 - 2017,197 Glasgow Independent,I,23,,61575,0,0
2016 - 2017,197 Glasgow Independent,I,24,,61761,0,0
2016 - 2017,197 Glasgow Independent,I,25,,62100,0,0
2016 - 2017,197 Glasgow Independent,I,26,,62224,0,0
2016 - 2017,197 Glasgow Independent,I,27,,62224,0,0
2016 - 2017,197 Glasgow Independent,I,28,,62224,0,0
2016 - 2017,197 Glasgow Independent,I,29,,62224,0,0
2016 - 2017,197 Glasgow Independent,I,30,,62224,0,0
2016 - 2017,197 Glasgow Independent,I,31,,62224,0,0
2016 - 2017,197 Glasgow Independent,I,32,,62224,0,0
2016 - 2017,197 Glasgow Independent,I,33,,62224,0,0
2016 - 2017,197 Glasgow Independent,I,34,,62224,0,0
2016 - 2017,197 Glasgow Independent,I,35,,62224,0,0
2016 - 2017,197 Glasgow Independent,I,36,,62224,0,0
2016 - 2017,197 Glasgow Independent,I,37,,62224,0,0
2016 - 2017,197 Glasgow Independent,I,38,,62224,0,0
2016 - 2017,197 Glasgow Independent,I,39,,62224,0,0
2016 - 2017,197 Glasgow Independent,I,40,,62224,0,0
2016 - 2017,197 Glasgow Independent,II,0,,40603,0,0
2016 - 2017,197 Glasgow Independent,II,1,,40766,0,0
2016 - 2017,197 Glasgow Independent,II,2,,40936,0,0
2016 - 2017,197 Glasgow Independent,II,3,,41100,0,0
2016 - 2017,197 Glasgow Independent,II,4,,45715,0,0
2016 - 2017,197 Glasgow Independent,II,5,,45882,0,0
2016 - 2017,197 Glasgow Independent,II,6,,46055,0,0
2016 - 2017,197 Glasgow Independent,II,7,,46227,0,0
2016 - 2017,197 Glasgow Independent,II,8,,46396,0,0
2016 - 2017,197 Glasgow Independent,II,9,,46566,0,0
2016 - 2017,197 Glasgow Independent,II,10,,52443,0,0
2016 - 2017,197 Glasgow Independent,II,11,,52613,0,0
2016 - 2017,197 Glasgow Independent,II,12,,52784,0,0
2016 - 2017,197 Glasgow Independent,II,13,,52955,0,0
2016 - 2017,197 Glasgow Independent,II,14,,53127,0,0
2016 - 2017,197 Glasgow Independent,II,15,,55106,0,0
2016 - 2017,197 Glasgow Independent,II,16,,55280,0,0
2016 - 2017,197 Glasgow Independent,II,17,,55445,0,0
2016 - 2017,197 Glasgow Independent,II,18,,55775,0,0
2016 - 2017,197 Glasgow Independent,II,19,,55789,0,0
2016 - 2017,197 Glasgow Independent,II,20,,56950,0,0
2016 - 2017,197 Glasgow Independent,II,21,,57064,0,0
2016 - 2017,197 Glasgow Independent,II,22,,57178,0,0
2016 - 2017,197 Glasgow Independent,II,23,,57292,0,0
2016 - 2017,197 Glasgow Independent,II,24,,57407,0,0
2016 - 2017,197 Glasgow Independent,II,25,,57521,0,0
2016 - 2017,197 Glasgow Independent,II,26,,57693,0,0
2016 - 2017,197 Glasgow Independent,II,27,,57693,0,0
2016 - 2017,197 Glasgow Independent,II,28,,57693,0,0
2016 - 2017,197 Glasgow Independent,II,29,,57693,0,0
2016 - 2017,197 Glasgow Independent,II,30,,57693,0,0
2016 - 2017,197 Glasgow Independent,II,31,,57693,0,0
2016 - 2017,197 Glasgow Independent,II,32,,57693,0,0
2016 - 2017,197 Glasgow Independent,II,33,,57693,0,0
2016 - 2017,197 Glasgow Independent,II,34,,57693,0,0
2016 - 2017,197 Glasgow Independent,II,35,,57693,0,0
2016 - 2017,197 Glasgow Independent,II,36,,57693,0,0
2016 - 2017,197 Glasgow Independent,II,37,,57693,0,0
2016 - 2017,197 Glasgow Independent,II,38,,57693,0,0
2016 - 2017,197 Glasgow Independent,II,39,,57693,0,0
2016 - 2017,197 Glasgow Independent,II,40,,57693,0,0
2016 - 2017,197 Glasgow Independent,III,0,,36880,0,0
2016 - 2017,197 Glasgow Independent,III,1,,37033,0,0
2016 - 2017,197 Glasgow Independent,III,2,,37188,0,0
2016 - 2017,197 Glasgow Independent,III,3,,37339,0,0
2016 - 2017,197 Glasgow Independent,III,4,,41454,0,0
2016 - 2017,197 Glasgow Independent,III,5,,41618,0,0
2016 - 2017,197 Glasgow Independent,III,6,,41791,0,0
2016 - 2017,197 Glasgow Independent,III,7,,41956,0,0
2016 - 2017,197 Glasgow Independent,III,8,,42131,0,0
2016 - 2017,197 Glasgow Independent,III,9,,42306,0,0
2016 - 2017,197 Glasgow Independent,III,10,,48122,0,0
2016 - 2017,197 Glasgow Independent,III,11,,48292,0,0
2016 - 2017,197 Glasgow Independent,III,12,,48465,0,0
2016 - 2017,197 Glasgow Independent,III,13,,48635,0,0
2016 - 2017,197 Glasgow Independent,III,14,,48807,0,0
2016 - 2017,197 Glasgow Independent,III,15,,50784,0,0
2016 - 2017,197 Glasgow Independent,III,16,,50960,0,0
2016 - 2017,197 Glasgow Independent,III,17,,51130,0,0
2016 - 2017,197 Glasgow Independent,III,18,,51298,0,0
2016 - 2017,197 Glasgow Independent,III,19,,51473,0,0
2016 - 2017,197 Glasgow Independent,III,20,,52613,0,0
2016 - 2017,197 Glasgow Independent,III,21,,52674,0,0
2016 - 2017,197 Glasgow Independent,III,22,,52779,0,0
2016 - 2017,197 Glasgow Independent,III,23,,52884,0,0
2016 - 2017,197 Glasgow Independent,III,24,,52991,0,0
2016 - 2017,197 Glasgow Independent,III,25,,53096,0,0
2016 - 2017,197 Glasgow Independent,III,26,,53256,0,0
2016 - 2017,197 Glasgow Independent,III,27,,53256,0,0
2016 - 2017,197 Glasgow Independent,III,28,,53256,0,0
2016 - 2017,197 Glasgow Independent,III,29,,53256,0,0
2016 - 2017,197 Glasgow Independent,III,30,,53256,0,0
2016 - 2017,197 Glasgow Independent,III,31,,53256,0,0
2016 - 2017,197 Glasgow Independent,III,32,,53256,0,0
2016 - 2017,197 Glasgow Independent,III,33,,53256,0,0
2016 - 2017,197 Glasgow Independent,III,34,,53256,0,0
2016 - 2017,197 Glasgow Independent,III,35,,53256,0,0
2016 - 2017,197 Glasgow Independent,III,36,,53256,0,0
2016 - 2017,197 Glasgow Independent,III,37,,53256,0,0
2016 - 2017,197 Glasgow Independent,III,38,,53256,0,0
2016 - 2017,197 Glasgow Independent,III,39,,53256,0,0
2016 - 2017,197 Glasgow Independent,III,40,,53256,0,0
2016 - 2017,197 Glasgow Independent,IV,0,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,1,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,2,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,3,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,4,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,5,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,6,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,7,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,8,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,9,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,10,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,11,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,12,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,13,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,14,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,15,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,16,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,17,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,18,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,19,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,20,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,21,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,22,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,23,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,24,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,25,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,26,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,27,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,28,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,29,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,30,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,31,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,32,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,33,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,34,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,35,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,36,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,37,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,38,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,39,,26908,0,0
2016 - 2017,197 Glasgow Independent,IV,40,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,0,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,1,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,2,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,3,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,4,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,5,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,6,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,7,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,8,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,9,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,10,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,11,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,12,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,13,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,14,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,15,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,16,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,17,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,18,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,19,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,20,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,21,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,22,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,23,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,24,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,25,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,26,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,27,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,28,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,29,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,30,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,31,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,32,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,33,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,34,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,35,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,36,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,37,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,38,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,39,,26908,0,0
2016 - 2017,197 Glasgow Independent,V,40,,26908,0,0
2016 - 2017,201 Grant County,I,0,,44293,0,0
2016 - 2017,201 Grant County,I,1,,44768,0,0
2016 - 2017,201 Grant County,I,2,,45240,0,0
2016 - 2017,201 Grant County,I,3,,45711,0,0
2016 - 2017,201 Grant County,I,4,,48437,0,0
2016 - 2017,201 Grant County,I,5,,48910,0,0
2016 - 2017,201 Grant County,I,6,,49384,0,0
2016 - 2017,201 Grant County,I,7,,49857,0,0
2016 - 2017,201 Grant County,I,8,,50330,0,0
2016 - 2017,201 Grant County,I,9,,50803,0,0
2016 - 2017,201 Grant County,I,10,,53504,0,0
2016 - 2017,201 Grant County,I,11,,53990,0,0
2016 - 2017,201 Grant County,I,12,,54476,0,0
2016 - 2017,201 Grant County,I,13,,54963,0,0
2016 - 2017,201 Grant County,I,14,,55448,0,0
2016 - 2017,201 Grant County,I,15,,56423,0,0
2016 - 2017,201 Grant County,I,16,,56907,0,0
2016 - 2017,201 Grant County,I,17,,57394,0,0
2016 - 2017,201 Grant County,I,18,,57880,0,0
2016 - 2017,201 Grant County,I,19,,58363,0,0
2016 - 2017,201 Grant County,I,20,,59479,0,0
2016 - 2017,201 Grant County,I,21,,59964,0,0
2016 - 2017,201 Grant County,I,22,,60452,0,0
2016 - 2017,201 Grant County,I,23,,60936,0,0
2016 - 2017,201 Grant County,I,24,,61422,0,0
2016 - 2017,201 Grant County,I,25,,61908,0,0
2016 - 2017,201 Grant County,I,26,,62394,0,0
2016 - 2017,201 Grant County,I,27,,62973,0,0
2016 - 2017,201 Grant County,I,28,,63458,0,0
2016 - 2017,201 Grant County,I,29,,63943,0,0
2016 - 2017,201 Grant County,I,30,,64431,0,0
2016 - 2017,201 Grant County,I,31,,65075,0,0
2016 - 2017,201 Grant County,I,32,,65726,0,0
2016 - 2017,201 Grant County,I,33,,65726,0,0
2016 - 2017,201 Grant County,I,34,,65726,0,0
2016 - 2017,201 Grant County,I,35,,65726,0,0
2016 - 2017,201 Grant County,I,36,,65726,0,0
2016 - 2017,201 Grant County,I,37,,65726,0,0
2016 - 2017,201 Grant County,I,38,,65726,0,0
2016 - 2017,201 Grant County,I,39,,65726,0,0
2016 - 2017,201 Grant County,I,40,,65726,0,0
2016 - 2017,201 Grant County,II,0,,40180,0,0
2016 - 2017,201 Grant County,II,1,,40653,0,0
2016 - 2017,201 Grant County,II,2,,41127,0,0
2016 - 2017,201 Grant County,II,3,,41602,0,0
2016 - 2017,201 Grant County,II,4,,44291,0,0
2016 - 2017,201 Grant County,II,5,,44764,0,0
2016 - 2017,201 Grant County,II,6,,45239,0,0
2016 - 2017,201 Grant County,II,7,,45708,0,0
2016 - 2017,201 Grant County,II,8,,46185,0,0
2016 - 2017,201 Grant County,II,9,,46657,0,0
2016 - 2017,201 Grant County,II,10,,49259,0,0
2016 - 2017,201 Grant County,II,11,,49732,0,0
2016 - 2017,201 Grant County,II,12,,50204,0,0
2016 - 2017,201 Grant County,II,13,,50679,0,0
2016 - 2017,201 Grant County,II,14,,51158,0,0
2016 - 2017,201 Grant County,II,15,,52020,0,0
2016 - 2017,201 Grant County,II,16,,52505,0,0
2016 - 2017,201 Grant County,II,17,,52991,0,0
2016 - 2017,201 Grant County,II,18,,53477,0,0
2016 - 2017,201 Grant County,II,19,,53963,0,0
2016 - 2017,201 Grant County,II,20,,55051,0,0
2016 - 2017,201 Grant County,II,21,,55540,0,0
2016 - 2017,201 Grant County,II,22,,56025,0,0
2016 - 2017,201 Grant County,II,23,,56512,0,0
2016 - 2017,201 Grant County,II,24,,56997,0,0
2016 - 2017,201 Grant County,II,25,,57483,0,0
2016 - 2017,201 Grant County,II,26,,57969,0,0
2016 - 2017,201 Grant County,II,27,,58538,0,0
2016 - 2017,201 Grant County,II,28,,59027,0,0
2016 - 2017,201 Grant County,II,29,,59513,0,0
2016 - 2017,201 Grant County,II,30,,60003,0,0
2016 - 2017,201 Grant County,II,31,,60603,0,0
2016 - 2017,201 Grant County,II,32,,61209,0,0
2016 - 2017,201 Grant County,II,33,,61209,0,0
2016 - 2017,201 Grant County,II,34,,61209,0,0
2016 - 2017,201 Grant County,II,35,,61209,0,0
2016 - 2017,201 Grant County,II,36,,61209,0,0
2016 - 2017,201 Grant County,II,37,,61209,0,0
2016 - 2017,201 Grant County,II,38,,61209,0,0
2016 - 2017,201 Grant County,II,39,,61209,0,0
2016 - 2017,201 Grant County,II,40,,61209,0,0
2016 - 2017,201 Grant County,III,0,,35988,0,0
2016 - 2017,201 Grant County,III,1,,36461,0,0
2016 - 2017,201 Grant County,III,2,,36936,0,0
2016 - 2017,201 Grant County,III,3,,37406,0,0
2016 - 2017,201 Grant County,III,4,,40176,0,0
2016 - 2017,201 Grant County,III,5,,40649,0,0
2016 - 2017,201 Grant County,III,6,,41122,0,0
2016 - 2017,201 Grant County,III,7,,41597,0,0
2016 - 2017,201 Grant County,III,8,,42069,0,0
2016 - 2017,201 Grant County,III,9,,42544,0,0
2016 - 2017,201 Grant County,III,10,,45093,0,0
2016 - 2017,201 Grant County,III,11,,45568,0,0
2016 - 2017,201 Grant County,III,12,,46041,0,0
2016 - 2017,201 Grant County,III,13,,46515,0,0
2016 - 2017,201 Grant County,III,14,,46984,0,0
2016 - 2017,201 Grant County,III,15,,47896,0,0
2016 - 2017,201 Grant County,III,16,,48368,0,0
2016 - 2017,201 Grant County,III,17,,48841,0,0
2016 - 2017,201 Grant County,III,18,,49314,0,0
2016 - 2017,201 Grant County,III,19,,49790,0,0
2016 - 2017,201 Grant County,III,20,,50836,0,0
2016 - 2017,201 Grant County,III,21,,51319,0,0
2016 - 2017,201 Grant County,III,22,,51805,0,0
2016 - 2017,201 Grant County,III,23,,52293,0,0
2016 - 2017,201 Grant County,III,24,,52776,0,0
2016 - 2017,201 Grant County,III,25,,53263,0,0
2016 - 2017,201 Grant County,III,26,,53824,0,0
2016 - 2017,201 Grant County,III,27,,54235,0,0
2016 - 2017,201 Grant County,III,28,,54722,0,0
2016 - 2017,201 Grant County,III,29,,55207,0,0
2016 - 2017,201 Grant County,III,30,,55692,0,0
2016 - 2017,201 Grant County,III,31,,55692,0,0
2016 - 2017,201 Grant County,III,32,,55692,0,0
2016 - 2017,201 Grant County,III,33,,55692,0,0
2016 - 2017,201 Grant County,III,34,,55692,0,0
2016 - 2017,201 Grant County,III,35,,55692,0,0
2016 - 2017,201 Grant County,III,36,,55692,0,0
2016 - 2017,201 Grant County,III,37,,55692,0,0
2016 - 2017,201 Grant County,III,38,,55692,0,0
2016 - 2017,201 Grant County,III,39,,55692,0,0
2016 - 2017,201 Grant County,III,40,,55692,0,0
2016 - 2017,201 Grant County,IV,0,,34851,0,0
2016 - 2017,201 Grant County,IV,1,,0,0,0
2016 - 2017,201 Grant County,IV,2,,0,0,0
2016 - 2017,201 Grant County,IV,3,,0,0,0
2016 - 2017,201 Grant County,IV,4,,0,0,0
2016 - 2017,201 Grant County,IV,5,,0,0,0
2016 - 2017,201 Grant County,IV,6,,0,0,0
2016 - 2017,201 Grant County,IV,7,,0,0,0
2016 - 2017,201 Grant County,IV,8,,0,0,0
2016 - 2017,201 Grant County,IV,9,,0,0,0
2016 - 2017,201 Grant County,IV,10,,0,0,0
2016 - 2017,201 Grant County,IV,11,,0,0,0
2016 - 2017,201 Grant County,IV,12,,0,0,0
2016 - 2017,201 Grant County,IV,13,,0,0,0
2016 - 2017,201 Grant County,IV,14,,0,0,0
2016 - 2017,201 Grant County,IV,15,,0,0,0
2016 - 2017,201 Grant County,IV,16,,0,0,0
2016 - 2017,201 Grant County,IV,17,,0,0,0
2016 - 2017,201 Grant County,IV,18,,0,0,0
2016 - 2017,201 Grant County,IV,19,,0,0,0
2016 - 2017,201 Grant County,IV,20,,0,0,0
2016 - 2017,201 Grant County,IV,21,,0,0,0
2016 - 2017,201 Grant County,IV,22,,0,0,0
2016 - 2017,201 Grant County,IV,23,,0,0,0
2016 - 2017,201 Grant County,IV,24,,0,0,0
2016 - 2017,201 Grant County,IV,25,,0,0,0
2016 - 2017,201 Grant County,IV,26,,0,0,0
2016 - 2017,201 Grant County,IV,27,,0,0,0
2016 - 2017,201 Grant County,IV,28,,0,0,0
2016 - 2017,201 Grant County,IV,29,,0,0,0
2016 - 2017,201 Grant County,IV,30,,0,0,0
2016 - 2017,201 Grant County,IV,31,,0,0,0
2016 - 2017,201 Grant County,IV,32,,0,0,0
2016 - 2017,201 Grant County,IV,33,,0,0,0
2016 - 2017,201 Grant County,IV,34,,0,0,0
2016 - 2017,201 Grant County,IV,35,,0,0,0
2016 - 2017,201 Grant County,IV,36,,0,0,0
2016 - 2017,201 Grant County,IV,37,,0,0,0
2016 - 2017,201 Grant County,IV,38,,0,0,0
2016 - 2017,201 Grant County,IV,39,,0,0,0
2016 - 2017,201 Grant County,IV,40,,0,0,0
2016 - 2017,201 Grant County,V,0,,0,0,0
2016 - 2017,201 Grant County,V,1,,0,0,0
2016 - 2017,201 Grant County,V,2,,0,0,0
2016 - 2017,201 Grant County,V,3,,0,0,0
2016 - 2017,201 Grant County,V,4,,0,0,0
2016 - 2017,201 Grant County,V,5,,0,0,0
2016 - 2017,201 Grant County,V,6,,0,0,0
2016 - 2017,201 Grant County,V,7,,0,0,0
2016 - 2017,201 Grant County,V,8,,0,0,0
2016 - 2017,201 Grant County,V,9,,0,0,0
2016 - 2017,201 Grant County,V,10,,0,0,0
2016 - 2017,201 Grant County,V,11,,0,0,0
2016 - 2017,201 Grant County,V,12,,0,0,0
2016 - 2017,201 Grant County,V,13,,0,0,0
2016 - 2017,201 Grant County,V,14,,0,0,0
2016 - 2017,201 Grant County,V,15,,0,0,0
2016 - 2017,201 Grant County,V,16,,0,0,0
2016 - 2017,201 Grant County,V,17,,0,0,0
2016 - 2017,201 Grant County,V,18,,0,0,0
2016 - 2017,201 Grant County,V,19,,0,0,0
2016 - 2017,201 Grant County,V,20,,0,0,0
2016 - 2017,201 Grant County,V,21,,0,0,0
2016 - 2017,201 Grant County,V,22,,0,0,0
2016 - 2017,201 Grant County,V,23,,0,0,0
2016 - 2017,201 Grant County,V,24,,0,0,0
2016 - 2017,201 Grant County,V,25,,0,0,0
2016 - 2017,201 Grant County,V,26,,0,0,0
2016 - 2017,201 Grant County,V,27,,0,0,0
2016 - 2017,201 Grant County,V,28,,0,0,0
2016 - 2017,201 Grant County,V,29,,0,0,0
2016 - 2017,201 Grant County,V,30,,0,0,0
2016 - 2017,201 Grant County,V,31,,0,0,0
2016 - 2017,201 Grant County,V,32,,0,0,0
2016 - 2017,201 Grant County,V,33,,0,0,0
2016 - 2017,201 Grant County,V,34,,0,0,0
2016 - 2017,201 Grant County,V,35,,0,0,0
2016 - 2017,201 Grant County,V,36,,0,0,0
2016 - 2017,201 Grant County,V,37,,0,0,0
2016 - 2017,201 Grant County,V,38,,0,0,0
2016 - 2017,201 Grant County,V,39,,0,0,0
2016 - 2017,201 Grant County,V,40,,0,0,0
2016 - 2017,205 Graves County,I,0,,44992,47492,0
2016 - 2017,205 Graves County,I,1,,45237,47737,0
2016 - 2017,205 Graves County,I,2,,45477,47977,0
2016 - 2017,205 Graves County,I,3,,47244,49744,0
2016 - 2017,205 Graves County,I,4,,49127,51627,0
2016 - 2017,205 Graves County,I,5,,49372,51872,0
2016 - 2017,205 Graves County,I,6,,49612,52112,0
2016 - 2017,205 Graves County,I,7,,50871,53371,0
2016 - 2017,205 Graves County,I,8,,52127,54627,0
2016 - 2017,205 Graves County,I,9,,53382,55882,0
2016 - 2017,205 Graves County,I,10,,54638,57138,0
2016 - 2017,205 Graves County,I,11,,54883,57383,0
